elapsed.ps,repeats.n,param.a.vector3,param.b.vector3
14789,100000,-2.1150222922158313e+38; 1.402350645948241e+38; 1.825814805205074e+38,2.503499193494317e+38; -1.0698221630891401e+38; 3.0827293175578024e+38
15993,100000,1.1857313676077526e+38; 2.8790087390168043e+38; -1.1623592371371286e+38,-1.9625849750612823e+38; -3.00442414412207e+36; -1.7648424339268644e+37
15082,100000,-2.8494260333134942e+38; -1.4992542185477516e+38; -2.2524212167697527e+38,2.9652122250178605e+38; 9.040410486563487e+37; -3.028905075896208e+38
15082,100000,-2.2065808921185156e+37; 1.7323463629080858e+38; -2.3741586731000225e+38,1.7481197900327497e+38; 2.28213251294995e+38; -2.1635349764504215e+38
14620,100000,-1.5314851984730105e+38; 2.106777898360139e+38; 1.5888404048225048e+38,-3.400548794148239e+38; 2.7969381996206843e+38; -4.9027735744065415e+37
14977,100000,-6.036356940094393e+37; 2.286209682928476e+38; 1.3250560308945047e+37,4.731680294074458e+37; 2.672604797685243e+38; -1.250019101559775e+38
14908,100000,-2.564922899092232e+37; 1.903801887075691e+38; 1.028769349106773e+38,2.6088655000889034e+38; -1.5980073440790192e+38; 2.2172397547194506e+38
15210,100000,1.5134893770220505e+37; -2.2909212866794043e+38; 2.599187342698329e+38,-4.601579791792314e+37; 2.0749391802366146e+38; -3.400482622786907e+37
19378,100000,-3.165351538495142e+38; -1.6996763702269559e+38; -2.4703027708719244e+38,-2.807017289543099e+37; 1.438576297150963e+37; 1.2366532471610886e+37
19557,100000,-1.980884981950273e+38; -2.679840952959538e+38; -1.4678711954619974e+37,3.292757167719272e+37; -2.398027215545696e+38; 2.336292834138677e+38
14991,100000,6.3602117518985405e+37; 1.8809441438656275e+37; -2.848486957748845e+38,2.0041547876644465e+38; -2.4620289675223068e+38; 3.3102001920964846e+38
15222,100000,2.21930308424843e+38; 2.4923329157111227e+38; 3.33168190058e+38,-1.5023046422461168e+37; 2.085860040863605e+38; 1.2148577190949805e+38
14861,100000,-1.1428745347031886e+38; -2.845802783661898e+38; 1.5529473344312586e+38,-1.578305214214128e+38; 2.0630538910329708e+38; 1.7734066813820064e+38
16102,100000,2.2880020394651508e+38; -2.1794029703098624e+37; -1.7680699737670935e+38,-6.520259739020716e+37; 1.6465489307472947e+38; 1.06077884511916e+38
15875,100000,1.8520829595309553e+38; 1.785795785640205e+38; -2.7298760348589783e+38,1.7287269415613022e+37; 4.362300092734194e+37; 2.9905790290609556e+38
17305,100000,-3.1295354398483415e+38; 2.270178669201846e+37; -2.8899803056678037e+38,1.665268175042793e+38; -9.69810716866062e+37; -3.345866403736314e+38
18480,100000,3.1930043729246645e+38; 1.1981073897117568e+38; -2.932126797882024e+37,3.0155620899143496e+38; 7.488742262293883e+37; -2.616694104547721e+38
22617,100000,1.5756321954524628e+38; -1.8297211972947373e+38; -1.4436292031494968e+38,-1.076741709949522e+38; 9.096519744491029e+37; -9.775067757781195e+37
17128,100000,-2.22292410283497e+38; -1.8360878456693236e+38; 8.73655159532734e+37,-9.985369978238579e+37; 1.0080434646171374e+38; 5.013206731156264e+37
15181,100000,2.9318411708487804e+38; 1.6802142826797239e+38; -1.1656814958302068e+38,-1.5255087836591985e+38; -2.552414889207732e+38; 1.7735675208901633e+38
14829,100000,-1.386788054471407e+38; 1.440175311618091e+36; 1.1906143323668197e+37,-5.541982713384886e+36; 1.8372942433925488e+38; -1.4254252334699793e+38
14733,100000,-3.9084132317803156e+37; -3.2678209085260386e+38; -2.0408841271566633e+37,1.8364156094085186e+38; -2.900258416734454e+38; 2.9034492454133006e+38
15080,100000,-6.938337498759107e+37; 2.8191494663776432e+38; -4.9432476298308685e+37,-1.7593274439315355e+38; -3.2684372909538935e+38; -1.6704213268507927e+38
15168,100000,-1.204795539631573e+37; -1.5002401464785851e+38; 1.7790387008807484e+38,3.335408590520575e+38; -9.119540279391173e+37; -1.318942583050808e+38
19381,100000,2.418428480069625e+38; -2.289035631058553e+38; 1.8876696641251384e+38,-3.1343184376810746e+38; 1.892516779725231e+37; -6.957161603112256e+37
15620,100000,-5.795162581569688e+37; -2.6489001371091673e+38; 2.373984041553335e+38,1.1855752944658525e+38; -3.225038207828576e+38; 7.245387320086149e+37
14778,100000,1.0666738260584133e+38; 1.4691155212911814e+37; 1.8111532597748823e+38,-1.4245549406268987e+37; -7.579669825727773e+37; -2.8456283549393065e+38
14924,100000,-3.3822654188351233e+38; -1.3459064240260947e+38; -3.2652604571376736e+38,-2.2054579058047854e+38; 3.2123982101635802e+38; -3.3245688595319995e+38
23400,100000,-1.6838876298830412e+38; -1.3938650942423612e+38; 3.5726567020207456e+37,-2.9811864479976005e+38; 2.072846846861902e+38; -1.2751273048804235e+38
25793,100000,-2.9366953599392223e+38; -2.839766130091563e+38; 3.364872352568066e+36,2.2329531459116877e+38; -6.336598970637969e+37; 1.8386022559878883e+38
24280,100000,1.6444737360086971e+38; -1.7713596791927578e+37; 1.4498432263918156e+38,1.1837408519292502e+38; -2.298346271187109e+38; -9.928407844987203e+37
24975,100000,-1.777153653732185e+38; -1.2621907783870224e+38; -1.80677449036555e+38,-2.8490710911454303e+38; 2.261899186777539e+38; 1.8985436977389562e+37
24683,100000,-3.264669427721823e+38; 1.472162294155818e+38; -3.1667879387432725e+38,1.4945536687100573e+38; 3.3077407471079458e+38; -5.639835198517703e+36
25679,100000,-5.071882728019148e+37; 1.903558700984543e+38; -9.274584089003888e+37,2.5465125558949973e+37; -1.303968282864528e+38; -1.5026134926383564e+38
26452,100000,-6.76956046960376e+37; -1.5774532515987267e+38; 2.9554079617455754e+37,-1.3150400446189695e+38; -2.721981106920757e+38; -2.2540079096730464e+38
26058,100000,-1.4402860535745269e+38; 2.0370419035403836e+38; 1.7460075798966254e+38,5.97868593662737e+37; -2.737090082306805e+38; 6.05700139070947e+37
23998,100000,-8.963201437925266e+37; -2.221058526799626e+38; 1.220614551471821e+37,-1.6675378780894896e+38; 1.601294514203483e+38; -1.787496262861375e+38
23248,100000,-1.2579106829004118e+38; 5.194687647566858e+37; 6.9600711147699e+37,-1.5944968646248192e+38; 3.0688322161455724e+38; -3.606316881938726e+37
14819,100000,-2.634435026815987e+37; -2.2844582968592007e+38; 1.3447036771365981e+38,-1.9873806264499385e+38; 3.5363194975652034e+37; -3.1492631255493333e+38
14756,100000,-1.9477343722205725e+37; 3.183797781557375e+38; 3.1551085159971057e+38,-1.8209069437882184e+37; 1.3287277301520418e+38; 1.7357990374949154e+38
14897,100000,-2.6302610083316035e+38; -1.1816994274026426e+38; 8.590262687820042e+37,8.86324566691655e+37; 1.9948668638346463e+38; 2.6606777267178157e+38
22635,100000,1.888889245414606e+38; 2.621715420693297e+38; -2.5223364814137086e+38,2.2603970715222927e+38; -5.521099057101546e+37; -6.666870629780472e+37
23486,100000,-3.0723656147226246e+38; -2.1604309564846787e+38; -3.092769313135706e+38,-2.8438794027591836e+38; -1.6578285872001735e+38; -1.989211113916668e+38
24063,100000,1.501150522433645e+38; -1.932439635315567e+38; 2.1849511727509173e+38,-2.0190994755327052e+38; 1.6003156851160108e+38; -1.915710298226283e+38
24380,100000,2.4231133110398764e+38; 1.0809785024916287e+38; -2.6392463186101172e+38,-3.07765100784124e+38; -2.063022453298085e+38; 6.013942342181158e+37
23147,100000,1.2994843491614008e+38; 8.180703540115184e+37; -1.000426304278438e+38,-2.6800204522845302e+38; 2.136117265854229e+37; -1.5712585980575794e+38
19159,100000,-3.3902741310912212e+38; -1.3694783108783026e+37; 3.6200772292042032e+37,2.9444113970247395e+38; -1.329323221698005e+38; 5.313378787386707e+37
17022,100000,2.737890020541573e+38; -3.182193645781822e+38; -2.5121040057686664e+38,3.6360402461526372e+37; 3.28352461486769e+37; -2.3097281509843903e+38
24187,100000,1.0183482470524167e+38; -1.9105092799316185e+38; 2.5234200184407597e+37,1.1318092886728324e+37; 6.004423300293924e+37; -2.978150171279934e+38
14778,100000,-2.298984558617336e+38; 2.5915694217692694e+37; 1.841622509601968e+38,1.0459835371976322e+38; 1.8265455804230936e+38; 2.3417431232473704e+37
14881,100000,-5.459937958001974e+37; 3.056561155511267e+38; -1.3233487337131054e+38,2.0598401432312722e+38; 7.247793827985622e+37; -3.0119337696603523e+38
14676,100000,9.785407730197137e+37; 2.240098638815054e+38; 3.1882828307930304e+38,3.2302735033954705e+38; 1.6918268748862466e+38; -1.9899895527972562e+38
14772,100000,1.2934505351284105e+38; -3.176799741771827e+38; -1.7615447169494067e+38,-2.214619673046851e+38; 2.1107984804158708e+38; 1.0787261662581552e+37
14758,100000,-2.3051792121584834e+38; 1.376051358123618e+38; 3.2233752530651725e+38,-2.2505430656404546e+38; 1.0050285858416026e+38; -2.495194763706198e+38
15205,100000,-1.7073959567341537e+38; 3.050045837074286e+38; 1.557681755892991e+38,1.7358592762514383e+38; -2.388418829644158e+38; 2.7445718575614e+38
14655,100000,-7.419806408532991e+37; 7.63436083616378e+37; -8.348463913489148e+37,3.155788179542924e+38; 1.2579743696665673e+38; -7.079895534226353e+37
15175,100000,-1.5325238606688135e+38; 1.9053060305718977e+38; 1.3107254690360327e+38,3.1161829211339695e+38; -2.189060186112521e+38; 3.285486887290819e+38
14627,100000,-2.3809526718449577e+38; -1.493396658654217e+38; 1.3083516158160213e+38,3.2450881810181697e+37; -7.080738141580325e+36; -1.3651937786145912e+38
14752,100000,-2.0189739274172586e+38; 3.2082948758766654e+38; 2.8943941636457503e+38,1.4483336066450158e+38; -1.4054513193163992e+38; 1.663307474506408e+38
15005,100000,9.861387664813377e+37; -1.2217130721289668e+38; -2.5360204147010043e+38,2.5460153833295878e+38; 1.955778604046489e+38; 9.808350811645608e+36
14762,100000,1.0921671923374351e+38; -2.90864539592966e+38; -1.2756375088940034e+38,4.034530268816302e+37; 2.8890185645104225e+37; -3.235041695069193e+38
16035,100000,2.278977989784294e+38; -2.270435038859236e+38; -1.2084239359446062e+38,2.685717172669908e+38; -1.7526462153839966e+38; -6.935734758546718e+37
14918,100000,2.5474412367247245e+38; 1.5553969424511396e+38; -1.1356038993325675e+38,-9.103369114214182e+37; 2.7191032358220948e+38; -2.1932988040714923e+38
14485,100000,-3.8434390396752576e+37; 1.700383009377547e+38; 3.2192301370144742e+38,-1.382988550680355e+38; 1.594167681116952e+38; 3.3516833988106413e+38
14732,100000,-1.8590647733888203e+38; -1.627749570933862e+38; -1.2147560028108182e+38,3.3933406285991973e+38; 3.0489704637171005e+38; 5.7931140581997195e+37
14824,100000,-2.330227785194897e+38; -8.088749179695109e+37; -4.779368295534563e+37,-2.675103996196605e+38; -1.8673257988203877e+38; -3.089725734750582e+38
14852,100000,-8.460598764404617e+37; 3.213897384469434e+37; -1.5468644369670274e+38,-1.4715231954292069e+38; 3.006839436840203e+38; 3.0847176021712484e+38
15034,100000,2.4726424989377777e+37; -1.8554224582721966e+38; 2.4916603510086656e+38,4.298483012097024e+37; 2.3423205634487863e+38; -1.3323247394362134e+37
14763,100000,-2.1179121299361596e+38; -2.5778729640940435e+38; 3.8228389568311887e+37,2.0041835886860837e+38; 3.3725838134349162e+38; 2.9469945647118606e+38
14819,100000,-2.6291600791383173e+38; 5.367480086763488e+37; 7.368663805657143e+37,3.946850933280436e+37; 7.660784759395417e+37; 2.77739589514347e+38
15249,100000,3.071874374762024e+38; 5.075794697771452e+37; -2.799696607326781e+38,-1.2031369202332223e+38; -2.9086401225031632e+38; -6.739165250571728e+37
14957,100000,-2.4150327990537815e+38; 1.3844733244753903e+38; 1.7066956051305396e+38,1.2997425442356553e+38; 3.1066518619190455e+37; 3.347372778297577e+38
15001,100000,-1.4397462372429257e+38; -2.8764985880042564e+38; 2.1848515861197634e+38,-2.621177328366512e+38; 2.0254091303363052e+38; 2.454255125569419e+38
15077,100000,-2.696070531476188e+38; -2.860455404831864e+38; 2.310341896698997e+38,1.103508304491413e+38; -2.289741864560952e+38; -2.145936132461429e+38
14940,100000,-1.1741825635794333e+38; 2.4602944158530025e+38; -2.8694784910982645e+37,-2.3559059242254083e+38; -4.216483511840541e+36; -1.2792639023190883e+38
14739,100000,1.9308383390773586e+38; 2.4984040493777838e+38; 3.1750043428737118e+38,-1.9706385114426042e+38; -2.494257107910221e+38; -2.04403081624161e+38
15035,100000,1.6825242463094838e+38; 3.334440713934289e+38; 1.9581665028351507e+37,-1.1617147635719726e+38; -3.0134172250987634e+38; 2.0222154621201142e+38
14959,100000,-1.0830191157218521e+38; -1.089622865464705e+38; -1.5350599731656541e+37,2.7367101927749287e+38; -2.13618759510953e+38; -1.4659732182773117e+38
14903,100000,-5.46069347775971e+37; -9.406271689837517e+37; -2.886122794185285e+38,-2.855689647047294e+38; 3.148011903700884e+38; -2.8562305789114233e+38
15707,100000,-2.8569546609342737e+38; 1.7160413338277102e+38; 2.7089431683793375e+38,1.1021291006383647e+38; 2.9256102117944425e+38; -2.4915609672016078e+38
14558,100000,-2.956627897977211e+38; -1.553815725798439e+38; -1.0783399638262897e+38,2.964526679573257e+38; 3.2035800269402006e+38; 1.3347782771729552e+37
15031,100000,-2.2008367616006894e+38; -2.9459445443666795e+38; 1.249275041363465e+38,-2.2411545410590203e+38; 2.2618949274715224e+38; -8.502617325320262e+37
14976,100000,3.174767444329541e+38; -3.026096367814294e+38; 6.893464188691748e+37,-3.754828488008464e+37; 4.237901482851877e+37; -2.0946572317930447e+37
14759,100000,-1.2996332220478916e+38; 1.3711948365560716e+38; -4.948900844447646e+37,-1.6787527322436847e+38; -9.523576019900717e+37; -4.766820075773024e+37
14781,100000,-3.2632898182205828e+38; 1.4131436766887042e+37; 1.2602796683421183e+38,-1.840271701122365e+38; -2.3966299603481003e+38; 3.375259418203806e+37
15100,100000,-2.7103651681166495e+38; 1.5659615425534417e+38; 1.9895206234872198e+38,2.5403326578068367e+38; 1.0237730817370574e+38; -3.224049643184494e+38
14910,100000,-1.4798962811738344e+38; 2.1155997324172472e+38; 1.966744288798703e+38,-8.855848672134098e+37; 1.95149739302735e+38; 1.3754377138210595e+38
16469,100000,8.56064935567823e+37; 2.496461603010042e+38; -3.894100949443499e+37,1.5863771061761413e+38; -3.3657415425551243e+38; -1.2664771614206101e+38
15187,100000,-2.2572090823807907e+38; -9.207550725263819e+37; 1.8841393079095268e+38,2.5699707344883647e+38; 3.631729917199211e+36; -1.5512089291041296e+38
15791,100000,3.338012649089588e+38; -9.30053036148936e+37; -3.148272735488387e+38,1.4971310559104414e+38; 4.0325626215546276e+37; -1.9008619518036416e+38
14973,100000,1.9814498470577347e+38; -9.565061660504026e+37; -7.20796082346983e+36,-3.0077413955952775e+38; -2.1261652452279815e+38; 2.3824736497411355e+38
14954,100000,4.86599700225296e+37; -1.503094287158011e+38; 5.105343126202532e+37,-2.8928677094989795e+38; 6.788808476317626e+37; -8.149137011928541e+37
14979,100000,2.7650976560802956e+38; -1.9483509828255356e+38; 2.979733821821787e+38,-9.564148952071861e+37; 9.73893553242771e+36; 3.3895050221190507e+38
15229,100000,5.273185136275151e+37; -3.1691425236741604e+38; -2.3861891843564285e+38,1.6831241999855598e+38; 9.992526626467227e+37; -1.475405857099634e+37
14888,100000,-1.227541121116528e+37; -5.684292845953247e+37; 1.6294425436634789e+38,-6.236975831146753e+37; -2.767603953435019e+38; 1.86460531922025e+38
14978,100000,3.043542282434875e+38; -3.3070489141163652e+38; -1.963023075108721e+38,1.3846337583353552e+38; 1.4450494788819925e+38; -2.3578181498028405e+38
14713,100000,-2.49681735647449e+38; 1.9004116823104405e+38; -2.983455035511769e+38,2.8455888042405794e+38; -1.2494867897197272e+38; -2.4463695275396154e+38
16773,100000,-3.1121998615360044e+37; -1.4319534312370587e+38; 3.309542230728942e+38,-1.2224633184602058e+38; 6.230198971037933e+37; 3.3625215579124726e+37
14807,100000,4.280714100103505e+37; 2.8470826037078883e+38; -1.8463850222010015e+38,8.383670120079166e+37; 5.607959490349664e+37; -2.3487405545606302e+38
16182,100000,-3.1043177115158332e+38; 2.527936657529373e+38; -1.4305732132635302e+38,-9.265914373018807e+37; 1.0981159216621382e+38; -9.506071286292285e+36
14828,100000,1.1582893688260599e+38; -1.6700741934104262e+38; 2.8778997475657007e+37,-7.139845266412347e+37; 5.458449229137066e+37; -5.727098871421754e+37
