elapsed.ps,repeats.n,param.a.integer,param.b.integer
18780,100000,-7473049198406179,6172584649997001
18930,100000,6510563838664761,7667902812650265
18877,100000,-6012309012116668,4305714416519999
18687,100000,5503538478683168,6682756405732707
22219,100000,7450692508319958,-8103705828740004
18889,100000,1312385926075422,7895005126653928
18881,100000,1979626885209413,7752374205097917
18877,100000,7437461120823912,6355150346889452
18916,100000,4116740111728904,-897799325386523
18972,100000,-1685479378049849,-1572356877581353
21508,100000,1904771689156132,3167616401608183
18844,100000,-2131896707776640,7037099355822089
18927,100000,962652918976275,3497551215922915
19079,100000,-2104794638242477,704100051243380
20833,100000,346057245080648,-1734746119106222
19022,100000,4076317123390142,-5181045249305464
20287,100000,4590501531543090,8183194350879739
18744,100000,-4020520613696008,7693331620650046
18809,100000,-5592248002670783,-4685773639322131
18869,100000,-8469753860960162,357446141967343
18920,100000,-3651626181212700,343688123819233
18865,100000,-854739952314648,8375107319421589
18940,100000,-1995568631379980,7568426473157848
19820,100000,337523301718469,-6245413374755469
20292,100000,-1286367907004528,1955392049603133
19514,100000,-7177093828070544,6404093551259110
18842,100000,644470618471530,3893758934858511
18928,100000,-1838451338855330,3620579422346583
21266,100000,400016270824455,-5308869324051783
19457,100000,47724056905469,-579617251057212
18850,100000,4166776190197628,-3813752870632145
19401,100000,-4684619369456114,1892791589833931
19117,100000,7739501624118046,-4866153066353125
19219,100000,3323997357373250,4048922374595153
20949,100000,-2753821666042910,8258534733250483
20803,100000,-2501918128986749,-5420131080899987
18799,100000,6950209869120466,4788002807399253
18947,100000,4333107853710412,-3023900790405907
18961,100000,-2497574110998217,2671367412945274
18698,100000,5193707545997284,531077414780262
18827,100000,7093668934653512,-8531272731014290
20211,100000,5533918035499631,-8094423530915184
19027,100000,7500047514300736,-5259449300438109
19140,100000,-2351610268656397,-8202884725111839
21598,100000,-2093870400669545,-7596543301311787
18865,100000,1611427654758507,-3884460468123930
20244,100000,-4188158629708781,-3942718991097361
19259,100000,-3565213134891058,-7548837474231041
18850,100000,-6813284087716403,2226299132664176
18847,100000,1317001349996402,-2345437061598130
18825,100000,-7045405516258139,1777248844805641
19029,100000,2948573377246554,-3148785100147386
18874,100000,8565398596116827,-5998620911808051
23054,100000,-8819784373425890,6818947119446845
21177,100000,-3151871431656679,-8151767170613885
18822,100000,5118846643183884,3622443891628384
18953,100000,2493502288901488,194060794726187
19013,100000,-5804236904632910,3240388445954503
18966,100000,8494747675630708,3141930041901672
20203,100000,-1038999996388897,716345855280248
19008,100000,-3240261326535176,-5995089804835642
18922,100000,5977267244754025,793230374550015
18756,100000,4759567887672297,6696752887417504
18891,100000,-8935909886718744,-4390790741372113
23542,100000,2652682155033176,-4092649744652598
19419,100000,3619403136878288,-1669775061741458
18884,100000,-6255652936498469,-5389140025514435
19238,100000,-7018430266053946,6265299676950663
18792,100000,-1580817183756002,-3294259697339560
19119,100000,-7578039994208846,4138856466323908
18857,100000,8248083770136140,-7348717193172508
20434,100000,2417457438513579,7377241459477205
18905,100000,-3271967487130057,-1294305764634498
19037,100000,1536891215917738,-7279785148480818
20635,100000,2329957575782226,-8040377307482818
18878,100000,3226644348260154,8010536926741513
18821,100000,7511834490857883,3087761675889521
20605,100000,6404257126562870,-4809158557091997
18862,100000,-3551035174847882,1572770570037779
18736,100000,-2776453485399163,-3258489937344030
18960,100000,-1890879049855614,-2548558380053353
18823,100000,1199210668932934,-2476918154005349
18675,100000,2462879111404827,-8309339497775792
19942,100000,-6395364726207232,-6325925872073777
22257,100000,4001015193828833,4735718272304982
18877,100000,-8407621586479840,-7988732577845530
18804,100000,-8547420810536892,3267932921770339
18868,100000,138210536129921,-3431473677977033
18851,100000,2858440424985481,3593876047150768
21513,100000,-4746551798110861,-3441304556289317
19255,100000,-3269499390534081,8819784249088439
19103,100000,5150422962705957,-2734642877641077
18874,100000,7392839985939565,7388334511963330
18867,100000,-515806082821064,-4433249072318314
21196,100000,-6455940686710927,-455382023442397
20182,100000,4173405473480454,-250401729308225
18741,100000,310589496369043,1938134190381837
19025,100000,2477973568340266,-5284618988020212
19028,100000,-8865058123074038,2201983448033765
18726,100000,-5867573596008285,-3675800953320919
18867,100000,-6098839999411036,3188920988201200
21332,100000,-6481486324107907,6545617764695255
18986,100000,-433282639581912,-1655938808911047
18742,100000,4897603906661468,-4853754255898950
21812,100000,4524343575625238,-5849010917880666
18673,100000,-7480559860371354,-7432795335996135
19022,100000,-34870713624947,184105097667804
20236,100000,-2845405078835944,-1256466203365663
18717,100000,-598066197947164,4722095099145418
19167,100000,3267982172084314,-7940660827622417
19057,100000,6902997839125992,2022552092812099
18754,100000,-2524995451807054,1128907524028664
18831,100000,8469806180669175,1547790180055707
20765,100000,-3753455472506765,3565497088858440
21537,100000,5263238846496185,7789975391495670
18829,100000,-3652973202246827,1254311481427763
18861,100000,-2808532875788230,2618285164471939
19050,100000,-4628528543093588,1448472683670003
19008,100000,-8907801728747303,-1560202923041033
19960,100000,-4773148082498438,5254144181138540
18759,100000,4516418969809405,282724584908917
18816,100000,5763024766721054,-6243541368285369
18835,100000,-364911752037350,-148740788175008
18833,100000,7361715860073221,-8408897280332575
22942,100000,-818513641065916,4328328739689477
19005,100000,3099216890612194,3251506787847851
19051,100000,3449618644385232,6248016468676274
19131,100000,2091984905055306,4684588347764074
18951,100000,-8549749773606695,-4855077950980793
19223,100000,4510891253844303,-1373869230772843
19359,100000,-4966007971864871,6044792225217182
19122,100000,2919876880838005,-7933563616789507
19297,100000,-7551234945060080,2436312380354357
19073,100000,-605339084921533,-5039024670746061
20265,100000,2064105953512624,-449113365782787
18828,100000,-878240485467284,-3591894146026236
18894,100000,6911116980444402,-2835111127215838
20168,100000,-1443816772911702,6913970896631546
19285,100000,-3199613837081042,3371904052232409
18789,100000,-5314875206116869,6715706631874797
18927,100000,-7312186799288601,-6343667412493326
18921,100000,-4547175973273862,2404047819192109
18715,100000,-4375336710397570,6037630084688046
18977,100000,-7648780931331284,3618920192364664
18900,100000,-7661192964276270,5196837890521858
19045,100000,-5924659052126433,-4264113396298662
19217,100000,-2063538337962684,4147423362124594
19002,100000,5000148593765376,-3186153365127652
18790,100000,-7687968325015718,6564959332668377
21311,100000,625901786251318,577034010905096
19048,100000,5093148229203891,-8937643367437312
20089,100000,7462014026341225,-6257350210545344
20598,100000,6554528515406153,2916107941763271
19090,100000,-700294879183224,7887546186043140
21364,100000,-3296030751752754,347528139277992
19969,100000,1241643125311158,3482358385158555
18815,100000,2060701726068757,7243004593656068
18823,100000,88577949253591,-2981908003589997
19040,100000,3638352873386950,-5871490340275629
18766,100000,-6131995453889278,-2459794922246926
18711,100000,-5304871733027300,3744429046122385
19234,100000,-2614531381704045,6845025408292880
21353,100000,-4281353014940123,4531755721208283
18913,100000,-4171684132296273,-2499536547294914
20119,100000,8660310011181946,3631193347460024
18708,100000,-2314608442121932,-1586712120842150
18844,100000,6416717232725067,7198370992093511
19136,100000,-8984670885411689,6966460149862082
18753,100000,-5173591940066048,-920934044383356
20534,100000,4083432064224309,-6687115727625706
19886,100000,7641872613275008,7689301182382101
19043,100000,-483869787453748,-6618009390809617
18819,100000,4254907023100364,-802105428624271
18944,100000,1676533591477992,-5521087565039679
22187,100000,-177495221744919,4138630195662875
18852,100000,-5594211566698305,8536578197185756
18884,100000,3351836522414169,-6785674680795553
18916,100000,1042528802048988,-4880774185377918
19024,100000,-4064874303954023,2138459035214643
18917,100000,2534153998911622,6015527958415261
19773,100000,7074872640315170,-1205882320559040
18933,100000,-5020751116593904,-710403338368589
18882,100000,6923951322140433,6422432135328939
18902,100000,-233572084434196,2591520657632854
21457,100000,-1376907113113508,-6519027232186621
18860,100000,2203330694216992,8219532583004556
19613,100000,-2183592234735649,-8866403803011269
18904,100000,-2830173283558564,4394279523817861
23116,100000,4107570768283931,-2700444617531866
18823,100000,-161009381849360,-7212310038616655
19001,100000,-3055533600582235,6934879856378790
19117,100000,-2685988579207394,-7145128502057638
18769,100000,3458809987418844,-248733478934640
18954,100000,142741136640274,6280254560523916
21232,100000,7614572071601344,-8861315485185595
18821,100000,-4202552802015769,7175562141458499
18761,100000,-672034482594137,6490820318974739
18903,100000,-4518115909163620,-8289634182082754
19969,100000,4448372221150782,153425378302736
18776,100000,-6206112796576236,3389502322262305
18749,100000,-8340984398637143,6481917318018206
18804,100000,-5374812506398721,-6977479402604250
18761,100000,-5537366738706938,3854761261545307
18882,100000,-7707066839763042,7828905767630919
21169,100000,1369760531378039,-2525634419738661
19156,100000,2087395293977169,-4264049153479579
22181,100000,6623379625250841,22726402745479
19004,100000,-3646947265778657,863887330661500
19046,100000,121489250582856,3775250170857767
18857,100000,-6105841663056493,6903208440125794
18797,100000,6820932222054251,-6322560138975337
18910,100000,-8995803395133456,123892876955610
21140,100000,-2673474073793332,8166489777240292
19141,100000,3902268897362155,-854535360115911
22029,100000,3540525937929825,-4727576964357629
18856,100000,6535346003118733,2026907044944137
19880,100000,8757834451529019,-2002512902963867
18724,100000,-4409003092773243,8881074522170995
18797,100000,3389590374433199,4128991652718896
18775,100000,-1209561622584945,-1705673126692146
18754,100000,382137068643601,1463801958847
18813,100000,-4465888449482575,-3785532663964261
20281,100000,8215957562628118,-538200270799148
18770,100000,1026581719192173,5168532081663816
24320,100000,-4039947275209694,3350877387378177
18864,100000,-2334088907934201,5719260873454766
18924,100000,-7129353926212512,-6441025447704483
18800,100000,-8621800905619221,-1882375205404946
18929,100000,4147213212556247,-4131473414690381
18975,100000,-5598407326685995,-1415215093745906
23576,100000,-4476668568598337,-7068705461576593
19004,100000,-6128107276245571,-2082007882665431
18872,100000,-3263759574168385,6598146869613617
18849,100000,744815319855223,6077575013742208
23697,100000,2005127384993687,4658869994408728
18744,100000,-736107640353992,7422000350403589
18842,100000,-802168809845666,-5685533669687929
18745,100000,-853316742693846,-2239417286805915
18780,100000,1179611156218337,-7204624378962678
18722,100000,6534318512878688,4789191209046477
20343,100000,6570953366648460,-987824521100249
18769,100000,7980163878788709,1264452587445068
18455,100000,6437438711397400,1670439661407227
18752,100000,1534850057233469,8653080532544073
20800,100000,4504635524988687,7198645753183023
19154,100000,8542703624949533,4859937798718152
19145,100000,-1194572450085187,-5572987222033461
19179,100000,-7413594777394807,1789004447686251
21015,100000,-7405034773130187,1320690306359856
18894,100000,-5458756056791494,591440648000514
19150,100000,-6410322717511918,7070623023459332
18815,100000,-8329142470344970,-4556943361998315
18861,100000,1261679741547035,3629489937278124
19378,100000,6158877142290636,-2913781583911888
23058,100000,-5937585204681205,-3515719935049119
19027,100000,3547274223238464,4548128793476654
18771,100000,9005218918253366,8323932393345811
18805,100000,6926327248263980,3744254466585833
19875,100000,7856134058321773,-1336245843165994
18742,100000,8052179335209942,8869337672536441
18867,100000,-6743918670575732,-2236192310493883
19015,100000,1311327717161916,-6790321553692988
18931,100000,-493634710152219,1779024708109033
18766,100000,5677238691981407,1537011711238836
22217,100000,-2636668192215562,-7673258012598159
18753,100000,6361066876337140,-7300430747129709
20734,100000,794987448171630,2717690317659793
18986,100000,1627724707911826,1907597681780867
19191,100000,-7474139939943772,-4577141250680673
19211,100000,8844893457034958,-5097442176693612
18892,100000,-4692574366741644,3543870520060748
18880,100000,-2995118734889746,-3559571034076054
19499,100000,7571450490742944,-450266261035923
19988,100000,6120977432036411,5921154219937812
22778,100000,4593939118152393,3905661902532900
18988,100000,-4583750183131525,7330732059646222
19788,100000,7759782720227359,2048375160665321
18697,100000,-5960940098211831,-559942009568307
18864,100000,6586417055254656,7222582411413572
18807,100000,1800856853360869,-5988249120816665
18798,100000,-1911874212426594,645931691388670
18866,100000,-5943215655382081,-6573657567108186
19745,100000,-2145350769103668,-6416680300539495
20087,100000,-8732832610783610,-2608186490821786
23737,100000,-4490191873619730,-8773772848841451
19636,100000,-4658332120670753,2267278996254975
18760,100000,-850264451986630,3415646503245299
18848,100000,-8551877718448034,2451896316182134
18767,100000,2996185156759673,-4163215833423345
18825,100000,7676377191297107,1498067156963543
19254,100000,6611765588515698,7750480056730128
21453,100000,-2938101623987483,7871164826836229
19144,100000,3390123483898527,-2009365761638890
19105,100000,-6669133816814918,-2165488279220591
21872,100000,2570639217497879,2685484594096075
18702,100000,2853326576409669,7674005573625638
18857,100000,-6103820134849722,-8918562188516821
19014,100000,-6036260749770188,-887545792867187
18730,100000,-264116604095658,-4996923006904567
18933,100000,-6801507945655081,2658806448715134
18972,100000,343305692776237,8686858120914727
20074,100000,6124870176291341,-2844964892040636
19925,100000,6856803491324447,999316122486471
18937,100000,-3477901816947335,4768480774134468
22108,100000,5197490918665050,-3358262414353464
18783,100000,-1304603072256232,-5277777586000320
18799,100000,-3567009889636256,-8014705243639717
18801,100000,8820618795374322,5188336455486914
18988,100000,-1585377700273139,-831962308906010
18855,100000,-6054201831137909,-213700159027928
18869,100000,4033696255069324,-2409568279265585
18816,100000,2979006804869069,-531536288678325
18969,100000,-6699271788076177,-3826800970917928
19142,100000,7909237880185336,8275286881865785
23241,100000,-4787952796472492,473074591162453
18898,100000,-2373283791941516,-1672848592920032
18820,100000,5758967398820354,8671093594245048
18786,100000,2833507321759107,8899257379014884
18858,100000,5776584702024684,5526867125943014
21003,100000,7808138791957486,1020104337003415
19012,100000,-2036538627527727,825623745003407
18804,100000,-3764109665652977,-4818023763148691
19315,100000,4791536489957625,939867718100598
18833,100000,-4830540117234039,-8533716718645307
22533,100000,-5748176225466589,-5301345251647218
18936,100000,3468395253855044,1061800820258881
19046,100000,-7477582469682366,-6268969501922032
21384,100000,-6349342988901241,993022848500
18969,100000,3309087444912041,-6010823728166359
18971,100000,4538319327859121,-6750587722537564
19142,100000,8611204531801502,-4728419021506464
18879,100000,-4686038687309203,-3383185798432033
19049,100000,-3102980006577659,2705626652646478
22503,100000,2263140642774789,-8395811909337973
22635,100000,-8973097956511611,-5790693983057908
