elapsed.ps,repeats.n,param.a.vector3,param.b.vector3
19895,100000,3.1968811526963065e+38; 3.143651033518027e+37; -5.386993285982921e+37,-1.4325614218179402e+37; -9.288998797509203e+37; -2.5739174885731393e+38
19821,100000,-3.136859215132124e+38; -2.9167184034242016e+38; -7.204207436807615e+37,-3.0385956055566406e+38; 9.672216672801558e+37; -2.315025713548768e+38
20046,100000,1.5219447586436448e+38; 9.92011943830267e+37; -1.8552486380218933e+38,-3.00903363861715e+37; -1.5977941759540849e+38; -2.243391690838303e+38
19621,100000,1.0113447310162758e+38; 5.315275192684649e+37; 5.902057979024294e+37,-2.2256869726711795e+38; -2.7532214939609734e+37; -2.1496281394815817e+38
19463,100000,-2.4873223492426366e+38; -4.257560208360216e+37; 2.217424324646844e+38,2.819747594636855e+38; -1.0160954798177391e+38; -1.1624163321201629e+38
20287,100000,-1.350123948279078e+38; 2.961654487549284e+38; -2.2516644800674405e+38,5.140117507615583e+36; 2.042604962846473e+38; -2.8540163482549927e+38
20538,100000,1.2751889634056186e+38; 3.2749958109233303e+38; 1.0923002449444351e+38,-2.6335339807693448e+38; -4.413594813682069e+37; 1.1753049921268994e+38
19726,100000,3.2305734802335085e+38; 2.3722141984913204e+38; 1.3218837352674336e+38,2.6239738670026635e+38; -1.6855535255958372e+38; 9.159914443948202e+37
22632,100000,-3.0049517529783913e+38; 3.3851203708109333e+38; 3.433580726428746e+37,2.0607422541044186e+37; 3.0634457659211066e+37; 5.650059180903724e+37
20275,100000,9.450153697135498e+37; 2.906189804598946e+38; 3.6754558133257737e+37,2.281760685675891e+37; -2.278600939789762e+38; -2.616234302322006e+38
19827,100000,-1.2663553655509402e+38; 1.178941425344738e+38; -1.2858341860860952e+38,-1.355606486419041e+38; 2.4956817443607817e+38; 1.517035299987033e+38
19862,100000,1.1247436831102923e+38; 2.222363497033525e+38; -1.842833572279402e+38,-2.9859958129628184e+38; 3.301116309307297e+38; -2.7423917013531036e+38
19799,100000,1.0494942194759283e+38; -3.1883848513133368e+38; -1.7402820584896106e+38,-1.7579790693410848e+38; 8.909261383704835e+37; -7.7181200889835e+37
20477,100000,-9.814659021327524e+37; -2.4120449972950676e+38; 9.335595605332632e+37,-1.9510897165943166e+38; 1.6712643652059685e+38; 1.6100561095040685e+38
19744,100000,-2.5005226991789572e+37; -8.0042792819489e+36; -3.2752700291011717e+38,-1.8801726770633406e+38; -2.0518863963052002e+38; 1.0401525472606784e+38
19961,100000,1.5921332540216577e+38; -3.2078168194823074e+38; 2.245551970285188e+38,2.439424830491325e+38; -3.0568457177180063e+38; -4.336974461982594e+37
19967,100000,-2.1522812814818354e+38; -6.19341124355907e+36; -1.7226744930644885e+38,2.870820527435714e+38; 2.76908842299391e+37; 7.305521622199535e+37
19888,100000,7.021912181651434e+37; -4.079753450449324e+37; 2.8325916333424633e+38,9.637385690789207e+37; 2.7306368280432113e+38; -1.3332588204574976e+38
21193,100000,-1.0219575018413865e+38; 7.575276655807622e+37; 2.936665139148913e+38,-1.6602939140874974e+38; 1.1496717786336603e+38; -1.649415950756819e+38
19573,100000,7.576971251130007e+37; 3.3694872979607267e+37; -1.312788494328868e+38,-2.849074944803255e+38; -2.5496505996028503e+38; -1.9480116581128665e+38
19839,100000,-7.622934740713563e+37; -8.276351961149385e+36; 3.124118008243206e+38,3.134948206499268e+38; 1.4435447269134976e+38; 1.3427300972701148e+38
19596,100000,-2.709729111751479e+38; -2.8573029099071684e+38; 2.1440514909610577e+38,1.146186981780621e+37; -2.5600199815127172e+38; -1.8274183325083387e+38
19830,100000,-2.930251029935854e+38; -2.5947035104072497e+38; -1.5366277020159684e+38,1.4550201086190516e+38; -7.766326306008979e+37; -3.010793492592435e+38
20917,100000,2.3554059628286782e+38; -1.2401857837357326e+38; -3.2889318545619994e+38,-1.4137062600250854e+37; 1.8628486597244776e+38; 8.762328636457681e+36
20528,100000,3.1432698763355502e+38; 2.0658398828161284e+38; 4.573609841888638e+37,-2.7709836113472754e+38; -2.6212907070361965e+38; -3.3858308636193492e+38
19586,100000,2.1204782603992136e+38; 1.577060381324704e+38; -1.3792838671542e+38,-2.739739167825138e+38; -4.837212206543458e+37; 3.212530654298292e+38
19745,100000,-1.4381509243155505e+38; -1.13355121806863e+38; -2.245728832896932e+38,1.7662041949076536e+38; 3.0027326545436557e+38; -2.7781506036048217e+38
19830,100000,6.232363611202883e+37; 1.8597549837876326e+38; -3.0937392179629527e+38,-1.5347631401011047e+38; -1.349785536274841e+38; 3.3273720913633202e+38
21861,100000,4.668830684375382e+37; -1.1232895357537585e+38; -9.896213576223327e+37,-9.21432910655336e+37; 3.0814312433431687e+38; -5.708716923597965e+37
20584,100000,-8.403144275660113e+37; 6.625440258743333e+37; -2.471812441324748e+37,1.3182241801026467e+38; 3.635295121129823e+37; -7.295668427614081e+37
20844,100000,2.061259911903528e+38; -3.0308043207314938e+38; 1.98002338519031e+38,-8.447416212282723e+37; 2.761411733783024e+38; 2.9527158268128587e+38
20205,100000,-2.5190716219398088e+38; -2.2630569067177156e+38; -6.437770545337364e+36,-1.6574384550514473e+37; 2.5816339313068486e+38; 2.2788199898134816e+37
19807,100000,-2.6124199923719434e+37; -1.0480791918169175e+37; -1.7112867313684222e+38,7.030884105539609e+37; -3.3716078238847885e+38; -2.789016904549978e+38
19832,100000,6.919662470116545e+37; 1.4982110181627998e+37; 2.2643381465323783e+38,-1.5961816229785465e+38; -2.381753624200206e+38; -5.106857715139685e+37
19892,100000,2.4089827590931083e+38; 1.6177816793220994e+38; -8.109929085923722e+37,1.9594933273653976e+38; -2.873353394747018e+38; 1.4430761018396052e+38
20138,100000,2.3310863395934197e+38; 1.2209782404290265e+38; -1.937645115740344e+38,2.7542595476844883e+38; -2.949902656600832e+38; 2.2532041177804537e+38
19953,100000,5.199386067751544e+37; 3.116525288208079e+38; -7.068100457377675e+35,1.2487480029499142e+38; 5.792435104538237e+37; 2.472343586926244e+37
19696,100000,4.922906908299606e+37; -3.017142900918858e+38; -2.706856919727506e+38,-1.7743003243491433e+38; 2.0835738076530812e+38; -2.015614957562798e+38
20492,100000,5.47491093983163e+37; -2.922790297681223e+37; -2.995307872860047e+38,2.651403594926546e+38; -2.1479059600821357e+38; 2.878133958690599e+38
19880,100000,2.132821729235804e+38; -3.3220806135218236e+38; 3.2515807831563947e+38,3.231175259326449e+38; -3.0441266186555564e+38; 1.6851011264496277e+38
19841,100000,-2.4409707557513154e+38; -2.7456678175643335e+37; -7.327648716956639e+37,-5.1331573927668676e+35; -2.351933766422605e+37; -1.0084324812333354e+38
27629,100000,1.3013397839919428e+38; -8.065756026047929e+37; -3.3148600757029236e+38,-2.569483753833781e+38; 2.2083187396793805e+38; -2.0526585476388112e+38
19522,100000,-1.4847026037776117e+38; -2.3848278290238314e+38; 8.440449711644109e+37,-5.896713564093732e+37; -1.5422787869797378e+38; 3.0272820774797237e+38
19730,100000,-2.163925818483484e+38; -2.608407928928245e+38; 9.1335757068369e+37,-3.267450044666436e+37; -1.3349174145028362e+38; -2.4225247155131784e+38
19882,100000,1.4354358195539577e+38; 2.5601262613390403e+38; -3.043374749731549e+38,2.2085191298862645e+37; -2.239887701755176e+38; -3.2475790637415942e+38
19622,100000,-1.0174179943359452e+38; -4.502123982180328e+37; -2.962227161384443e+37,2.1863742880207576e+37; 1.924536391589408e+38; 1.256973331340579e+38
19661,100000,6.456643961298862e+37; 1.0005824788323861e+38; 1.4187698649946851e+38,-3.720474396151919e+37; -6.140392517794884e+37; -8.8140937825433e+36
20836,100000,-1.7048178596494335e+38; 3.0194398838064717e+38; 2.8936455399072796e+38,-7.146577505220039e+37; -8.541133114097356e+36; -1.0251712496430851e+38
22874,100000,1.7354225959726717e+38; 1.9298055587803406e+38; -2.1280545009765376e+37,2.3700480371456504e+38; 1.2578587599318265e+38; 1.1502993163867973e+38
19845,100000,1.3696105775419304e+38; -2.406976017486923e+38; -1.5188010865671268e+37,1.0093754104558092e+37; 3.385496609509081e+38; 1.6907858802133392e+38
20222,100000,-2.3198435971260195e+38; -2.086305645402597e+38; -1.5960237244197821e+38,-1.969043502751373e+38; -2.1437543536603642e+38; 8.686079833149133e+37
19912,100000,2.0602813363461756e+37; -6.977615399077059e+37; -9.362071248708759e+37,-5.75256850728154e+37; 7.36175916636782e+36; -5.078937964199778e+37
19997,100000,5.259871762611314e+37; 1.702471387682387e+38; -4.185896624037754e+37,9.425586248207894e+36; 1.9656537036343148e+38; 2.114854151040217e+38
20396,100000,2.067036342158648e+38; -1.2399174474566763e+38; -2.9845813177170598e+38,-1.1164424985077097e+38; 8.995340944183212e+37; -1.3271975237594943e+38
20198,100000,2.6568431343581494e+38; -1.0042725590236265e+38; -3.326365881022883e+38,1.750848585420825e+38; -4.0718859037640674e+37; -1.813973934478462e+38
20223,100000,1.3069873195340316e+38; -1.601399932027398e+37; -1.3215102346945824e+38,-2.4800900476261665e+38; -1.8207182413198684e+38; -1.1332892707485988e+38
19985,100000,2.7972397990514906e+38; -2.63290786278488e+38; 2.2532984309851107e+38,1.2379282501347982e+38; -3.31500610905207e+38; -4.703322443087112e+37
19755,100000,-2.296561621966084e+38; 4.3417302433569406e+36; -3.2950435530478678e+38,-5.053222911183789e+37; -5.170197652090929e+37; -1.5583855555062377e+38
22363,100000,3.381719010720401e+38; 1.371813855697175e+38; 1.0632070551969091e+38,3.083349756467578e+38; -3.402548639735159e+38; 9.309732490726536e+37
20279,100000,5.987926095382554e+37; -1.190077583749671e+38; 1.212866163942986e+37,2.574227606615979e+38; 5.198875965150012e+37; -2.676275710999408e+38
19720,100000,4.343133215658743e+37; -1.9524119268763787e+38; -6.851561744571084e+37,-3.2561524382810578e+38; 9.273880289390641e+37; -2.0006205777910102e+38
19704,100000,3.317995939051744e+38; 2.1972723309369437e+38; -1.5776403568273203e+38,2.302776760740931e+38; 3.177222630012063e+38; -2.1734043969635584e+38
19908,100000,-2.8038155590690905e+38; 2.3401657602524944e+38; 1.8779284030876846e+37,-2.88937203620379e+38; -3.2292341820213554e+37; 1.0087288072376448e+38
19729,100000,6.18219659222897e+37; 3.20747688629735e+38; 1.2911587242552458e+38,4.1418528645231844e+37; -2.5931462269978813e+38; -2.7935907907396976e+38
22703,100000,2.459198151613925e+38; -2.9044578896428902e+38; -3.2229806080803095e+37,1.5551965522442555e+38; -3.3494069011567274e+38; 2.4007696001482056e+38
24052,100000,2.3234027543632683e+38; 2.8279595366371814e+38; 2.0029873321676603e+38,-5.680116190755615e+37; -3.131732227632513e+38; 1.0840449999996048e+38
19801,100000,1.2416201557429028e+38; -1.7177186954401852e+36; -1.306800721365678e+38,-2.1193246983530059e+37; 7.411096634788943e+37; 1.8695006816021872e+38
19552,100000,-2.6833917944088492e+38; -7.941165493864737e+36; 1.908617133939694e+38,-1.160355766069492e+37; 1.1632288454488852e+38; 7.046674468476292e+36
23044,100000,-2.9709724293452976e+38; -3.2957201742322456e+38; -2.9820210691527908e+38,1.908095673188784e+38; -3.2727588639681436e+38; 8.218326902869718e+37
19860,100000,-2.987131171546407e+37; 5.02434988699251e+37; -1.4018461210093501e+38,1.488947610695608e+38; 2.0957209427647082e+38; 2.934989000819267e+38
19875,100000,-5.28940092275327e+37; 1.9541195282939221e+37; -4.787050765232187e+37,-7.19312867762186e+37; 1.462031839031082e+38; -1.0292602848312293e+38
20499,100000,-5.267419861345313e+37; -7.327639082812077e+37; 2.5897704227434495e+38,-2.416685004140095e+38; -1.7574170437709676e+38; 3.670829649225301e+37
20768,100000,-3.161547166925785e+38; -1.6382994662892015e+38; 1.4194978006753602e+38,3.042719019429063e+38; 1.0629077882432072e+38; 1.009918979033187e+38
19885,100000,9.17789480006184e+37; 3.3385527696573332e+38; 2.245902247499043e+38,1.4983764972721536e+38; -1.838488877318204e+38; -1.7386160613647666e+38
19792,100000,1.4041736289234172e+38; 1.0719093244494039e+38; -2.1463734212124838e+38,4.455284292501895e+37; -7.168514452387108e+37; -2.895074435663857e+38
19687,100000,3.2307631207633026e+38; 7.610402239819466e+37; 2.5910378705195817e+38,-6.054025454160374e+37; 4.137134668989135e+37; -1.5166442551298745e+38
20289,100000,3.2656476483370073e+38; 8.205831417373148e+37; 1.1813579730369652e+38,1.9545817390557773e+38; 2.0131305652104465e+38; 3.0938373848254344e+38
19823,100000,-2.102334833712363e+38; -2.0327688054850862e+38; -2.1734254906695462e+38,-3.2971143870684006e+38; 1.954979882756297e+38; 1.6441869427369015e+38
20173,100000,-9.138306578876952e+37; 1.9872375340501847e+37; -8.925850366519661e+37,9.315271616789293e+37; -1.4888278684199104e+37; -1.0277041169543891e+38
20092,100000,1.608592042781588e+36; 7.641865264334601e+35; 1.286021773021917e+37,-2.221846194176584e+37; 1.7339681443799938e+38; 9.009251634809877e+37
20268,100000,2.1740869000467213e+38; 9.900209210915246e+37; 1.9002912047973948e+38,1.7444235237065802e+38; 1.141405074127404e+38; 1.8829428485670074e+38
19791,100000,2.6389694637190274e+38; 2.8079917072064823e+38; 4.851588885530766e+37,2.920070071611205e+38; 3.0957092484077554e+38; 2.7017990952446433e+38
20660,100000,1.6280912281236356e+38; 3.0069286794424592e+38; -1.7479759877486598e+38,6.215581438436581e+37; 3.517283949091936e+37; -1.9785318167880573e+38
20058,100000,-6.760567249185501e+37; -8.440883248149387e+37; -1.2308581824421452e+37,-2.544622590262105e+38; 1.9044673022287627e+37; 2.1155139378246238e+38
20024,100000,-3.7612562371419813e+37; 1.0437692051291535e+38; -3.2759955308926943e+38,-2.4114340911178056e+38; -3.354008371423508e+38; -6.763376869975847e+37
19859,100000,1.0491404942524406e+38; 2.494288748469203e+38; 3.9638387189740945e+37,8.3170743493262965e+37; -1.0358077508874321e+38; -1.0484780707547853e+38
19764,100000,-3.0227434826827145e+38; -2.289914265042583e+38; -1.2711963710751398e+38,-2.1078978930184526e+38; 1.099008956156987e+37; -1.7997631656017116e+37
19766,100000,-1.5810724447684023e+38; -2.6385751736763324e+38; 9.913869413783305e+37,3.2398948700391547e+38; -7.9628278679117975e+37; -1.805674372468648e+38
23568,100000,-2.7417641635999667e+38; 2.7226563083364625e+38; 2.6794284087481996e+38,2.369845618697806e+38; -3.1504042139136347e+38; 2.17312389123874e+38
19518,100000,-3.3240190034076445e+38; -7.16413395897296e+37; 1.8319891763366176e+38,2.23888757613762e+38; 9.393380190293436e+37; -6.904424295781321e+37
19783,100000,-1.1620240703184283e+38; -1.731436088365074e+38; 2.3822231619825304e+38,-3.556558299988207e+37; -6.922974587604821e+37; -3.506690193025829e+37
19752,100000,-4.0566959001516526e+37; -2.467206052573639e+38; 5.479732575654658e+37,5.010993413208266e+37; 1.363986975243174e+38; 2.0183575449894036e+38
19608,100000,-2.0478493854976894e+38; -3.106748152658639e+38; 2.954128293817657e+38,-2.821103270894763e+38; 7.002921761539535e+37; -2.9236097577352344e+38
19534,100000,-7.4901584815444575e+37; -2.87934055923792e+38; -2.5104442961907995e+38,-1.672782807800946e+38; -2.8371697788381996e+38; -5.705566051266037e+37
19684,100000,-8.408318825410244e+37; 3.269439850460602e+38; -9.22905210768465e+37,-1.0221901410795404e+38; -3.3675594549278996e+38; -6.230066121255029e+37
19562,100000,-2.360437420179056e+37; 8.897474261363672e+37; -2.6018351098600377e+37,-1.9795942094030966e+38; 1.858012724802679e+38; -2.8318535564569865e+38
19542,100000,-1.0162529727283115e+38; -1.5586581510913108e+38; -7.428262652156994e+37,2.6787177131156877e+38; -1.0694332478849901e+38; -7.985124320789092e+37
19510,100000,1.210117111498319e+38; 3.0488968385702392e+38; -1.9885643839334436e+37,-9.26970921185565e+37; -2.2900951841362476e+38; -1.3113637564662596e+38
22690,100000,-7.935425318416784e+37; -1.354022937289236e+38; 6.144632555522527e+37,-5.94702712347703e+37; 2.2849637345065237e+38; -1.7891580006802022e+38
20892,100000,1.215555129749202e+38; -1.782846114811546e+38; 2.203051397905312e+38,8.560403938522026e+37; -4.659991610270111e+37; 1.0164157390653808e+38
20207,100000,1.2518028380723682e+38; 1.1776442384855245e+37; -2.564257382527112e+38,-1.2861800011698375e+38; -2.8302473924404733e+38; -1.1928291968485505e+38
19794,100000,-1.964844841139321e+38; -1.3884170361987243e+38; 2.9896186569662227e+38,8.916985939402385e+37; -1.3975169420914987e+38; 5.269211305173555e+37
19852,100000,-5.548860098186304e+37; -2.451949624069772e+38; -1.4905288019952967e+37,-2.7879358521181035e+38; -2.2428955830993977e+38; -3.1997645000455616e+38
19688,100000,-1.7419302070940033e+38; -1.5458076220146291e+37; 1.2322866979035424e+38,2.3628230371966376e+38; -1.3072091076830476e+38; 8.080324373805992e+37
19906,100000,1.3775265991861396e+38; 1.355116869051209e+38; 1.8611363426467013e+37,1.2420504470626443e+38; 1.6806960913198586e+38; 1.3106965919553595e+37
20854,100000,2.9791468488878573e+38; 2.4666150231577885e+38; 1.775525787537396e+38,1.1360657297992427e+38; 1.9829921214839964e+38; -5.817522416976994e+37
20007,100000,2.2873275099042633e+36; 3.257524948938937e+38; -2.181078043813004e+38,-1.1744721963885734e+38; 3.3393752213667613e+38; 2.5257309454849758e+38
19757,100000,2.3051702878982577e+38; -7.791168201291532e+37; 1.3647855951213177e+38,-8.444546251323807e+37; 5.074346026665512e+37; 1.3316440364169029e+38
20930,100000,1.0298730164253556e+38; 6.534498497622719e+37; -9.636022712863842e+37,-2.8627402182737153e+38; -1.8095779250209667e+38; -2.6560622615884088e+38
19707,100000,-8.197228126279519e+37; -2.066815061069872e+38; -1.3365985220228349e+38,1.3005840614101108e+38; 1.6712587875433275e+38; 4.0039466769050756e+37
19687,100000,-1.3349017970474414e+38; -1.9708670941988374e+38; 1.1428021265009035e+38,-2.967885446603622e+38; 3.263469317545575e+38; -1.6452382814387068e+38
19645,100000,-2.5327828857740454e+37; 3.097396339238587e+38; -3.2881380010501125e+38,-1.729997051403695e+38; 1.001687464507593e+38; -2.5863420870481443e+38
19735,100000,2.930251182053926e+37; 3.3657435707960847e+38; 2.9115078523970235e+38,3.0654892693946985e+38; -2.418128706055683e+38; 1.3786349314589312e+38
19794,100000,1.3593032598054507e+38; 2.874724485636225e+38; 1.7957232138448083e+38,-2.0870844899313773e+38; 1.6418938135071126e+38; 2.1618639087231767e+38
19645,100000,2.295685827519398e+38; -2.1352576466292025e+38; -1.971497471489319e+38,1.0154695646573704e+38; 1.5289746418122705e+38; 8.306210583682341e+37
19825,100000,-3.105094324979557e+38; 2.1069320446731267e+38; -2.6871132109229272e+38,-2.5696543288985478e+38; 1.563286596962864e+38; -2.6713525617163137e+38
19829,100000,7.093627232588266e+37; 1.432771217992278e+38; -2.3447753434831163e+38,1.7882147418685724e+37; 2.3775407649014314e+38; -1.4683087377431721e+38
19851,100000,-2.2497696973622674e+38; 3.8083142162537737e+37; 2.999134555079968e+38,1.9326937739079006e+38; 1.964316484369146e+38; -1.577577734887669e+37
22416,100000,-5.565522097675704e+37; -2.1452108334940024e+38; 2.1267428882534935e+38,1.2985610938762426e+38; -2.6321730310849397e+38; 1.0897565265439931e+38
20120,100000,3.279486336409579e+38; 2.341597698370512e+38; -9.011516165842125e+37,-8.613092568069912e+37; -6.436995376995325e+37; -2.527264295651012e+38
19901,100000,-1.9969634565153758e+38; 2.2145231287771375e+38; 2.7939195685993728e+38,2.9413396260902665e+38; 2.4398544119267304e+38; 1.9557753588609522e+38
19715,100000,3.0424667062535935e+38; 3.303392604137115e+38; -7.733566158017161e+37,-2.4111821835905283e+38; 9.397620608316259e+36; 7.26178146500372e+36
19743,100000,-1.2528993051355416e+38; -6.583818218935439e+37; 7.376393939017335e+37,-2.0125794921415153e+38; -3.008976188691948e+38; -3.1978157661308428e+38
20893,100000,-2.41696875505045e+38; -7.796375202897029e+37; -3.0797013566280733e+38,3.3528194165725418e+38; 1.0776793657454987e+38; 1.8208121488763333e+38
19664,100000,3.2016955882639253e+38; 2.1948783981314247e+38; -2.877134441545331e+38,-3.609051331048478e+36; -3.2818468032392518e+38; 3.0459648134379353e+38
19553,100000,-5.925074457442518e+37; 1.2318746607524443e+38; -3.165913158417067e+38,-3.7605118727095273e+37; 1.7710472286728136e+38; 3.2999417042611256e+37
19610,100000,-2.782113380793183e+38; 5.089483296012957e+37; 1.460337243708697e+38,2.414712894748308e+37; 2.057556141085805e+38; 2.084578192576654e+38
19727,100000,-3.3733628607877925e+38; -2.6293564128632806e+38; 1.6426698184985483e+38,-3.330625592687842e+38; -3.034144427945023e+38; 1.9153596153642357e+38
20603,100000,-3.394311953195116e+38; -3.070535938552279e+38; 2.8331573097463092e+38,-1.4531297880439913e+38; -2.8219675043679746e+38; 2.6781435180998083e+38
19628,100000,-2.8586923056710425e+37; -2.4918110493120208e+38; -1.3232154782820094e+38,-1.0162620998126331e+38; -2.9856737282983124e+38; -3.2642589117514453e+38
19546,100000,4.710682929532277e+37; -2.272329618740313e+37; 2.1864340197170403e+38,1.34949032580306e+38; 2.1956594737252613e+38; -1.1154752303937116e+38
19676,100000,3.4999906596036227e+37; -9.817672987394626e+37; 2.0003289167409097e+38,-1.7021752645021738e+38; 1.657381562892509e+38; 2.0300915274174042e+38
