runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.x.integer,param.disp.integer
8,4369,32424,250000,488054670,28
8,4254,30665,250000,1548011759,9
8,4353,30121,250000,3634641517,8
8,4351,28887,250000,3960686166,24
8,3934,30694,250000,545842058,25
8,5263,30597,250000,2292923161,29
8,4987,28768,250000,991375544,13
8,3953,28650,250000,4116644860,12
8,4330,33754,250000,2799026525,12
8,4045,34410,250000,3065523455,12
8,4141,32368,250000,1571430709,30
8,4356,29782,250000,4153906408,18
8,4254,36220,250000,2355684324,25
8,4083,30591,250000,3311041177,7
8,3959,31037,250000,476734667,23
8,3938,30317,250000,2431555155,7
8,4030,30204,250000,1727802281,22
8,4100,30399,250000,3322355437,29
8,4067,28960,250000,1790582448,16
8,3970,28960,250000,1355775920,10
8,4142,32746,250000,3025733218,18
8,4567,30765,250000,2438529971,5
8,3940,32476,250000,1437751174,16
8,3972,29805,250000,3399760071,30
8,3943,28730,250000,2941853091,21
8,4133,30324,250000,2466172740,27
8,4001,39473,250000,1000576693,25
8,4120,32651,250000,3706475260,28
8,4248,30719,250000,621000469,0
