runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer
8,4222,29985,250000,3217791249
8,5144,30115,250000,3971657128
8,4856,29917,250000,2755735393
8,4128,31366,250000,4081080828
8,4707,31259,250000,1192020056
8,4450,30471,250000,440682373
8,3957,28165,250000,2985002261
8,4425,29023,250000,317692632
8,4411,32651,250000,3944333147
9,3514,27178,250000,2011863
9,3483,27119,250000,3785013504
9,3491,27369,250000,888341426
9,3405,27093,250000,437692589
9,3500,27385,250000,4181116897
9,3389,27494,250000,3963778757
9,3516,27095,250000,2086887848
9,3460,27026,250000,1979749211
9,3666,27554,250000,1002584631
9,3448,27672,250000,2102936827
9,3542,27520,250000,3631923519
9,3452,27296,250000,4079165700
9,3499,27786,250000,4209853365
9,3476,27128,250000,880081758
9,3396,27820,250000,1965789014
9,3600,27202,250000,205012473
9,3403,27802,250000,4270383786
9,3463,27707,250000,293295803
9,3545,27198,250000,3130924011
9,3416,27788,250000,620332762
9,3481,28178,250000,331038909
9,3522,27854,250000,866799834
9,3496,27640,250000,3880257716
9,3388,27287,250000,3985978894
9,3429,27877,250000,1017021676
9,3402,30744,250000,916287796
9,3411,27320,250000,3044756427
9,3470,27069,250000,2074990913
9,3485,27377,250000,3680801312
9,3406,27444,250000,1231583821
9,3473,26988,250000,2164592178
9,3504,27508,250000,1828267525
9,3458,27077,250000,3116053769
9,3415,27089,250000,1840958552
9,3444,27247,250000,3897750498
9,3498,27441,250000,412677014
9,3417,27076,250000,1072142570
9,3445,27318,250000,1327550051
9,3460,27340,250000,101562822
9,3616,26972,250000,1546209822
9,3426,27084,250000,885512426
9,3445,27468,250000,3619261222
9,3437,27056,250000,1899171776
9,3501,27269,250000,1921119289
9,3441,27249,250000,3301777199
9,3497,28027,250000,1763723692
9,3499,28141,250000,2387500232
9,3493,27583,250000,2354439990
9,3528,27087,250000,3365077808
9,3480,27415,250000,774416769
9,3479,27073,250000,3532004971
9,3493,27086,250000,2059985710
9,3437,27260,250000,2498354914
9,3408,27074,250000,1507649755
9,3490,27135,250000,788840736
9,3404,27151,250000,2518580662
9,3415,27163,250000,2060290526
9,3548,27233,250000,2003255563
9,3461,27233,250000,2146969917
9,3482,27398,250000,2283931471
9,3516,29471,250000,1847745529
9,3505,28471,250000,3612550731
9,3536,27578,250000,3295179915
9,3564,27153,250000,3977892924
9,3603,27291,250000,613479224
9,3392,27202,250000,1436083952
9,3548,28001,250000,3673665973
9,3509,28210,250000,2151243449
9,3599,27754,250000,1763043725
9,3458,27872,250000,3478746052
9,3516,27993,250000,1106086364
9,3467,28430,250000,2907333871
9,3574,27476,250000,170831714
9,3455,28339,250000,2530032713
