runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.source.buffer,param.sourceoffset.integer,param.count.integer
42,3895,55434,10000,buffer: 0xa5a581327fd514b7,189,buffer: 0xb90fcfda333a7257,33,41
42,4374,57970,10000,buffer: 0x2d59f2c1e750a5f7,186,buffer: 0x52b56b0726166bf7,126,8
42,3897,57599,10000,buffer: 0x61dd3ae2d30b3af7,214,buffer: 0xe7e09600b464cb77,37,36
42,4872,57359,10000,buffer: 0xe96e200eb504a5f7,150,buffer: 0x1ff31396ea0b7f57,32,2
42,4779,57364,10000,buffer: 0xb21c41aa119f0af7,203,buffer: 0xa6989551e71627b7,69,9
42,3972,58570,10000,buffer: 0x4bb1f72caca97f77,165,buffer: 0xdaeb6729057397d7,2,110
42,4197,55693,10000,buffer: 0x8a270cbf1ce98f77,146,buffer: 0x444f351ce410b277,125,14
42,4873,58591,10000,buffer: 0xd0e2eee221fcc6f7,19,buffer: 0x7cf0e2d1ac39bfb7,12,11
42,4871,59462,10000,buffer: 0x64666e21269d86f7,20,buffer: 0xaefff762e2882a37,86,60
42,4872,59269,10000,buffer: 0x981171fcae23a937,47,buffer: 0x08e2312e3ab55977,11,92
42,4380,56759,10000,buffer: 0x2ba966462f1279f7,223,buffer: 0x41f8736eed18e597,80,118
42,4872,60809,10000,buffer: 0x46db3f56d3310fb7,187,buffer: 0x6be446f4479ec817,97,118
42,3897,57062,10000,buffer: 0xda3bddb0052412f7,160,buffer: 0x37245b0d8965f5f7,27,87
42,4536,56125,10000,buffer: 0xcda5bbdea2e8baf7,94,buffer: 0x99b1d04dfe8d2337,43,53
42,4870,59998,10000,buffer: 0x16a8ac5da403baf7,108,buffer: 0x587704cd98694817,7,7
42,3896,57184,10000,buffer: 0x1c6d91ba84fc1977,93,buffer: 0xbb71ba1e1cef7a77,122,76
42,3899,56510,10000,buffer: 0xcfe1f0cbe6d263f7,176,buffer: 0x1dc96eb319ac8e37,31,120
42,4873,60545,10000,buffer: 0x1ef6c3110331c7b7,18,buffer: 0x07505f48fa451b37,59,79
42,4868,58439,10000,buffer: 0x2ad4164eae73a577,112,buffer: 0xed98f46a834e46f7,68,50
42,5818,63748,10000,buffer: 0x34fbea5072c7a1f7,135,buffer: 0xe5d04a8fd492aa37,53,118
42,4870,62495,10000,buffer: 0x1550c5f9360d77f7,248,buffer: 0x49ebf15d5a10c6f7,79,48
42,3893,61913,10000,buffer: 0x02dc851ed92acaf7,102,buffer: 0x2cf49c7a98795cf7,126,20
42,3898,57335,10000,buffer: 0xac8def66af124037,66,buffer: 0xdb04d6ad3953b2f7,2,86
42,3898,58810,10000,buffer: 0xc23f1d80fbd64777,201,buffer: 0x07dd6982ca1ee657,126,52
42,3897,58470,10000,buffer: 0x58a9587474322ef7,163,buffer: 0x57c59b867212ae77,97,91
42,4333,55948,10000,buffer: 0xea1ce94f0a43c737,128,buffer: 0xa807335750713f77,122,37
42,3897,59785,10000,buffer: 0xbeb640ddf83c5377,203,buffer: 0x9bc12a46ac0e03d7,118,102
42,4668,55373,10000,buffer: 0x2652f81bfc319777,238,buffer: 0x156626d577f6a4f7,48,40
42,6032,58290,10000,buffer: 0xd03038a3610aa737,166,buffer: 0x6a43bc8626342117,118,29
42,3898,56852,10000,buffer: 0xbc14a8db33b820f7,126,buffer: 0xe7d9d643f2abf8b7,20,50
42,3894,55087,10000,buffer: 0x246d3516368a20b7,38,buffer: 0x185350c023be8af7,62,34
42,5414,59117,10000,buffer: 0xc0a6301d681522f7,159,buffer: 0x77552a3f154250f7,118,2
42,3897,58311,10000,buffer: 0x7997e3a2091010f7,84,buffer: 0xc76681c2df2c9a37,5,103
42,4927,59046,10000,buffer: 0xf4d333877018d077,119,buffer: 0x6c612a1de7ad09b7,112,65
42,4768,55860,10000,buffer: 0x1b6b0ea5b91f6e37,79,buffer: 0x5387a96a75d1d1d7,125,24
42,3897,56588,10000,buffer: 0x7777c58eb8182ef7,35,buffer: 0x063a9099f43d6dd7,20,24
42,4868,62759,10000,buffer: 0xba765e714f1a00b7,132,buffer: 0xc7205ccacb51b9f7,113,95
42,4766,57258,10000,buffer: 0xfcc8e4cc7a90b5b7,214,buffer: 0x6b0f83759f4790f7,43,84
42,4868,60424,10000,buffer: 0xd9faf3a67a031977,215,buffer: 0x4a8f85e88d59c9b7,111,97
42,3894,56647,10000,buffer: 0x1b838afb49ee85f7,121,buffer: 0xfe7209425001f8f7,4,67
42,4803,56596,10000,buffer: 0x4fa9d82f9cd13837,116,buffer: 0x3e1d74ccda3e79f7,39,106
42,4111,85200,10000,buffer: 0x48427a6edfa409b7,134,buffer: 0x31245847d30b3277,51,102
42,3896,56932,10000,buffer: 0xdf791c7a790064b7,207,buffer: 0x6d3050732caa9d97,74,124
42,4577,57470,10000,buffer: 0x724d0a292d4ac277,152,buffer: 0x32f22e3b482feef7,94,30
42,3894,57530,10000,buffer: 0xf3b6f06a81627837,204,buffer: 0x37902538e549eff7,64,56
42,3897,56585,10000,buffer: 0xcd7233e7128a62f7,220,buffer: 0xdc712f092e210097,13,123
42,4737,59328,10000,buffer: 0x3c60311242030e77,161,buffer: 0x95f90dadddf50c77,90,72
42,3893,57773,10000,buffer: 0x91e3eacc217793f7,8,buffer: 0xc1e77f8006e74cf7,95,73
42,3898,63383,10000,buffer: 0x2cc16e8205325ff7,28,buffer: 0x40edb752bf96f0b7,89,92
42,5866,56218,10000,buffer: 0x9a8acf6409849137,90,buffer: 0x75e61b5e8d3fa117,111,36
42,4867,57674,10000,buffer: 0x2b2fef297d2d44f7,215,buffer: 0x16962985a4ed0777,54,54
42,3895,56162,10000,buffer: 0xfb72bf4af60c5677,213,buffer: 0x96996eaa99947277,119,30
42,3897,57636,10000,buffer: 0x666d6d3b28c864f7,136,buffer: 0xac68e2ca268f6e77,45,124
42,3893,57717,10000,buffer: 0x04bf15d4660fc737,155,buffer: 0x2606f2c901ceb5b7,63,2
42,3891,56342,10000,buffer: 0xbfb49e8a8b62d6f7,112,buffer: 0x401cfc36820cc457,103,3
42,5594,57893,10000,buffer: 0x1fb693d0d13907f7,205,buffer: 0xb686bf0aa4685bf7,4,34
42,3899,57772,10000,buffer: 0x07725c001fe31bf7,199,buffer: 0x36a0668283f59b37,10,39
42,3894,56901,10000,buffer: 0xc012d6a6372ca2f7,177,buffer: 0x02570b675e2c10f7,51,79
42,5510,60003,10000,buffer: 0xeed14243b4a36577,220,buffer: 0x891763d4b8afc137,48,109
42,3892,58021,10000,buffer: 0x7bd36928d203b6f7,112,buffer: 0xd343665e5cd18197,6,103
42,3893,56950,10000,buffer: 0xe46b53ce251d85f7,199,buffer: 0xfea161a7cc526937,90,91
42,5496,60596,10000,buffer: 0x3cc0e276922f3e37,4,buffer: 0x790639d387d733b7,111,79
43,3940,73291,10000,buffer: 0xe2fe25278a30c89c,184,buffer: 0x83f3854130c9ea7c,36,60
43,3914,71657,10000,buffer: 0xb7c5ebed4482229c,70,buffer: 0xad070aba294baa7c,89,1
43,3982,83373,10000,buffer: 0x02f3eacba5d32f1c,238,buffer: 0xde4df0d5f14f2c1c,24,77
43,3904,71002,10000,buffer: 0x6cb1d715fb3d6c9c,105,buffer: 0x604cc150e5f6e05c,48,54
43,4170,81437,10000,buffer: 0x44c89b898be85a9c,211,buffer: 0x2899bf7af852379c,123,84
43,5039,62150,10000,buffer: 0x890d4cc4bde1621c,173,buffer: 0x5b44e9ebfeeb779c,74,20
43,4984,93156,10000,buffer: 0xc64acf78fded599c,186,buffer: 0x1e0fb09ddb43205c,13,108
43,4735,86069,10000,buffer: 0xb2d5fe1ec7ff6f9c,39,buffer: 0x1377ff1056c5751c,52,119
43,4734,80730,10000,buffer: 0xfc9950c129f6791c,103,buffer: 0xcdc50d449616799c,34,26
43,4476,90445,10000,buffer: 0x879de53da33be4dc,199,buffer: 0xe5fb9190b3ede8dc,78,41
43,4288,76979,10000,buffer: 0xe7c512313a4286dc,109,buffer: 0xe5a20b65296cc61c,32,112
43,5273,94420,10000,buffer: 0x3f57cded67ceb59c,90,buffer: 0xb30215e9725629dc,21,123
43,4478,90488,10000,buffer: 0xe3d28fb52fde5e1c,77,buffer: 0x6ad4058fc26ab31c,51,7
43,3941,80733,10000,buffer: 0x28a49f8c1bcd749c,223,buffer: 0xc2e71fefc4e8779c,49,116
43,3980,80323,10000,buffer: 0xd435200bda2a7b9c,188,buffer: 0xec99f7b6fe61379c,101,83
43,4114,83726,10000,buffer: 0x4b17b900521aa45c,177,buffer: 0xe59b2200dbedfbdc,57,111
43,4090,75674,10000,buffer: 0x7c03e635b51fb81c,45,buffer: 0x80e6907d9f4644bc,98,22
43,4709,90157,10000,buffer: 0x283cd371ac150f1c,2,buffer: 0x089b98aee74e37bc,19,105
43,4064,83355,10000,buffer: 0x6baf98d253a4a29c,205,buffer: 0xe3555d1c37e4843c,123,27
43,4074,78194,10000,buffer: 0x94d4f607e32a379c,247,buffer: 0x3fc910a6ced27b9c,70,26
43,4527,78698,10000,buffer: 0x622feec91804701c,196,buffer: 0x32dfcb41ed9b331c,32,35
43,4004,52245,10000,buffer: 0x54b4dfa94980335c,70,buffer: 0x4944e3c68e89bcdc,41,11
43,3930,51993,10000,buffer: 0xd026e3b8bf82339c,58,buffer: 0x9f30b3a49b67b89c,123,127
43,3914,61512,10000,buffer: 0x7d7a594bfde2115c,2,buffer: 0x8db154983aee601c,74,81
43,3947,89218,10000,buffer: 0x78314ffe954d9e9c,253,buffer: 0x2c53db88049e659c,82,47
43,3962,76396,10000,buffer: 0xdb29a655fced121c,62,buffer: 0x317aecc01494821c,93,54
43,3980,76841,10000,buffer: 0x4740c499c39761dc,249,buffer: 0x3156ac5f47c3fcdc,107,57
43,4437,94071,10000,buffer: 0xaa0fdbc444b20f9c,79,buffer: 0xeaa5d8f5f5d70e9c,60,95
43,4087,71727,10000,buffer: 0x9966a3299da1fb9c,60,buffer: 0x2a58ba600a543b9c,63,110
43,4268,57941,10000,buffer: 0x6a1bf92322c3879c,141,buffer: 0xdb56cbb65cda0f9c,59,53
43,13871,113019,10000,buffer: 0x518f39d029c0a01c,149,buffer: 0x67d639010f403cfc,46,16
43,3913,80322,10000,buffer: 0x77ea073e90cb4b9c,74,buffer: 0xe1f10fbe4a16fdbc,99,125
43,6339,91593,10000,buffer: 0x9277c79e02d33f9c,86,buffer: 0x554217db46c1769c,82,40
43,4597,77965,10000,buffer: 0x333678607d010f5c,196,buffer: 0x0a3387b2eaea731c,56,65
43,3912,82729,10000,buffer: 0x0dc368566ea3a9dc,162,buffer: 0x73ae462cc601a59c,88,70
43,4299,94461,10000,buffer: 0x691e0a89ba5c739c,188,buffer: 0x4404c779dc9efffc,23,116
43,3954,72070,10000,buffer: 0xa5073d36cfd3959c,129,buffer: 0x59368ff01d88fb5c,115,11
43,4612,74880,10000,buffer: 0xbc9d7440db98049c,240,buffer: 0x8d9e130ef650a95c,10,72
43,4009,83629,10000,buffer: 0x7485cc6823a0d91c,217,buffer: 0x111df46d3d9b4d1c,28,104
43,3924,76402,10000,buffer: 0x5e38c37784bf99dc,105,buffer: 0xd127473a22433b5c,71,56
43,4673,80467,10000,buffer: 0x207c4a7b5427c89c,80,buffer: 0xdde25f1bb89ecd1c,26,87
43,3901,82105,10000,buffer: 0x8d41bb4eec80385c,33,buffer: 0x2c6b8e34c9173d7c,95,4
43,4320,87907,10000,buffer: 0xf12e0806db8fb31c,163,buffer: 0xf6594dc47d1fd3dc,28,23
43,4136,72476,10000,buffer: 0xf4c54c6057abb69c,241,buffer: 0x715b75144418c65c,74,61
43,4264,89930,10000,buffer: 0x4e7e0b2ef5e1599c,219,buffer: 0x41327c1d7161a23c,6,67
43,3909,51588,10000,buffer: 0xe177fd1dd49ad19c,221,buffer: 0x66dda4d4f706619c,6,12
43,3903,67005,10000,buffer: 0x413aca429a96469c,27,buffer: 0xd8b2cdf47d43a23c,87,103
43,4389,86829,10000,buffer: 0x0a9092d0299c0e5c,129,buffer: 0x8427ff89f19f76fc,112,7
43,4013,63670,10000,buffer: 0x6d12536a4464579c,122,buffer: 0xdf1a69487105769c,8,124
43,4027,83927,10000,buffer: 0x0a3c15038e5f1e1c,245,buffer: 0xaa51baad5758bb5c,92,102
43,4215,82252,10000,buffer: 0xd1c737ac077b3e9c,239,buffer: 0x6c915fd426cb3b5c,2,58
43,3908,74345,10000,buffer: 0x72fcfd9c4644a51c,86,buffer: 0x17ee58a05f97e0dc,20,10
43,3959,53766,10000,buffer: 0xfbd4cac4bb71899c,88,buffer: 0xb667e5f6131bd29c,37,110
43,3908,87077,10000,buffer: 0xf5316445b704539c,228,buffer: 0x0f423ff8bc180d1c,116,105
43,3951,85854,10000,buffer: 0x0405b1ea043dd49c,73,buffer: 0x5c4625664743909c,83,9
43,4101,81379,10000,buffer: 0x64b282239601095c,52,buffer: 0xb4e36b4a5ed90f9c,59,70
43,3917,76930,10000,buffer: 0x084bc9772d26a59c,26,buffer: 0xe9a36dc269c278bc,24,24
43,4960,86606,10000,buffer: 0x82fb12a73be34b1c,183,buffer: 0x3f50442e46a3cd1c,35,27
43,4375,76292,10000,buffer: 0x83c0670baaf0da9c,24,buffer: 0x36e1d49f99e28a5c,115,41
43,3901,52603,10000,buffer: 0x0a146734fc69521c,74,buffer: 0x482b8b4d5e58281c,59,106
43,4924,94276,10000,buffer: 0x5b286027a60bf31c,235,buffer: 0x2a860e4266d7eb3c,74,63
43,3915,77783,10000,buffer: 0x2d2a6966536c1b9c,15,buffer: 0xf18ee538fadf619c,70,55
43,4535,103805,10000,buffer: 0x8d5d4e051da8d49c,132,buffer: 0x49fa96e8bb54259c,49,17
43,4415,83918,10000,buffer: 0xba3ef7b974b9a81c,136,buffer: 0x6445f75a950395dc,71,69
43,4351,82249,10000,buffer: 0xeb4598acdec3ffdc,78,buffer: 0xcbaa731675c48f5c,58,122
43,3908,67998,10000,buffer: 0xd470ecdc79e24a9c,34,buffer: 0x7f329f1ec3d05f7c,107,96
43,3918,105918,10000,buffer: 0x5e1f0a7d63ba1fdc,214,buffer: 0x03eb27956ca0d49c,56,2
43,4406,95145,10000,buffer: 0x37396091a374af9c,52,buffer: 0xb5bbefc1dbd9d5dc,42,23
43,4197,80840,10000,buffer: 0x698e1656244f6bdc,61,buffer: 0x6cd6c06b22c25a1c,84,123
43,4021,75085,10000,buffer: 0x13376fbcf07ca39c,28,buffer: 0x54e3e05318b014bc,89,27
43,3914,63243,10000,buffer: 0xff41101f838b279c,58,buffer: 0xca11323301d5215c,102,127
43,4025,100369,10000,buffer: 0xfe7c9f40acb4479c,19,buffer: 0xdbfd1f9964a8949c,32,113
43,4192,94131,10000,buffer: 0xe91a754493c762dc,205,buffer: 0x396cfefbeca61e5c,118,43
43,4868,101650,10000,buffer: 0xbe27b3041082165c,61,buffer: 0x1afc72d36c55039c,73,74
43,4373,96430,10000,buffer: 0x85e923a55aebdb9c,121,buffer: 0x1a477561462216dc,110,91
43,4332,72094,10000,buffer: 0xd7ba52091870019c,48,buffer: 0x24a38acfa8ada31c,92,84
43,3953,74850,10000,buffer: 0x69894ac4c7e25e1c,212,buffer: 0xcd80afd69508cc5c,52,54
43,3911,90547,10000,buffer: 0x6a2f139e83b2f69c,1,buffer: 0x998f5678ac0a5c1c,21,97
43,3999,84136,10000,buffer: 0x5a5c48f439b18c5c,233,buffer: 0x3d9be5a86945537c,107,108
43,4758,98035,10000,buffer: 0x807aaab0b7b7e99c,163,buffer: 0xe4a2801b6ec2439c,94,50
43,4200,75155,10000,buffer: 0x36bc3628cc53671c,49,buffer: 0xc4b0a4b47d421f1c,99,116
43,4134,88593,10000,buffer: 0x11a49d6ed054fedc,117,buffer: 0x50ccb2ce0a64badc,91,51
43,4011,49831,10000,buffer: 0x4c6c80829af1ed1c,89,buffer: 0x6ef3284262ca681c,105,46
43,4082,112385,10000,buffer: 0x941cb6af0409bc1c,223,buffer: 0x9a0852793b52aafc,113,86
43,6369,107132,10000,buffer: 0x72f50d92ec5d809c,255,buffer: 0xb993664dcc400c5c,27,113
43,4112,71122,10000,buffer: 0xde7d9c653f045c9c,41,buffer: 0x8156ff894b4fd49c,59,49
43,4079,77654,10000,buffer: 0x19ee5f08024e325c,158,buffer: 0xc31a35dd602cd61c,79,92
43,4573,92009,10000,buffer: 0x0f105c58aba9e69c,79,buffer: 0x64722ffa14add6dc,52,28
43,3936,75575,10000,buffer: 0x8332daff60c58adc,79,buffer: 0xa1a42a79f2824b9c,18,95
43,4046,102090,10000,buffer: 0x8e9f6aa8c8f3ef9c,189,buffer: 0x75ba1a32f817f17c,4,86
43,4321,75284,10000,buffer: 0x856e1dc0db81219c,251,buffer: 0x1f7d356d5b4f03bc,10,31
43,4805,85815,10000,buffer: 0xa0d7c2e4e1bd8e1c,172,buffer: 0x2466ee42a901cedc,33,99
43,4123,76831,10000,buffer: 0xe49875eb4024c39c,45,buffer: 0x4a167faa749974dc,115,107
43,4077,75209,10000,buffer: 0x90917d0ff8fbe39c,113,buffer: 0x2a48bf67703035fc,42,117
43,3957,73866,10000,buffer: 0xeac3940b1f65ea1c,70,buffer: 0x05ce634616a9e99c,16,63
43,4383,100134,10000,buffer: 0xb78c8cc0aa03e79c,94,buffer: 0x4f7d08e2b536811c,18,2
43,3914,82422,10000,buffer: 0x42a7ea131dbc1a1c,14,buffer: 0xf8b359781797d5dc,49,15
43,3921,60550,10000,buffer: 0x9bb85f95048beb9c,19,buffer: 0x8189c28f2bc9dfdc,37,125
43,3947,69361,10000,buffer: 0x771ba0b091b6cd1c,187,buffer: 0x98c9951dbc83e69c,39,117
43,3974,48804,10000,buffer: 0xdf58d7521128f41c,190,buffer: 0xfc9d8e51334b53fc,68,16
44,3077,28603,10000,buffer: 0x2ec207f78dba9663,234,buffer: 0xa450e048c4f4d7a3,77,82
44,3050,28370,10000,buffer: 0x9e9a26d457bf7763,70,buffer: 0x158393f1c5622e83,123,81
44,3888,28948,10000,buffer: 0x7fbbbd18f63d2da3,188,buffer: 0x6f860a59c0352e83,40,119
44,3036,27715,10000,buffer: 0x7f8a70ec8cff8863,110,buffer: 0x5d7293f33645b023,63,2
44,2994,28366,10000,buffer: 0xc0fb120d70f4f763,73,buffer: 0x8ccf74a19dd2e9e3,63,60
44,3038,28933,10000,buffer: 0xa49c3dba949a18e3,29,buffer: 0xf9d55b51d8229b63,50,60
44,3040,27922,10000,buffer: 0x718dcdd177987763,23,buffer: 0xf12214be0513adc3,93,61
44,3014,30928,10000,buffer: 0x6b784fb6eb972da3,150,buffer: 0xaf855a2d26386d63,15,62
44,5796,28264,10000,buffer: 0x3acbb8e9a124ba63,44,buffer: 0x1afc88ac4eac0be3,53,96
44,3037,42630,10000,buffer: 0x3bcfbff9c03fc6e3,204,buffer: 0x3b197f1bb8389183,56,104
44,3019,27509,10000,buffer: 0x204104eb9a9f3ae3,134,buffer: 0x3386e70edb357023,9,17
44,4190,29563,10000,buffer: 0xd0b3fd719c309f63,0,buffer: 0x9dfcd4ff9457f763,86,71
44,3014,27751,10000,buffer: 0x2e5a5799c3761f23,95,buffer: 0x2c012b0b77475ca3,88,17
44,2993,27837,10000,buffer: 0xbaf9c0775752b363,90,buffer: 0xad80e386e9684743,106,126
44,5992,28546,10000,buffer: 0x14cfa19997699f63,155,buffer: 0xde091225d75630e3,6,87
44,3075,28162,10000,buffer: 0x92777261af0c35e3,225,buffer: 0xd00f96e1e32f7e23,124,26
44,3120,30207,10000,buffer: 0xd5a9337995bd9363,165,buffer: 0xd507210837d3bcc3,9,94
44,4407,28974,10000,buffer: 0x4dd895a9d5c64b63,104,buffer: 0x675ff6b0adea73a3,53,105
44,3047,27922,10000,buffer: 0x40c640e2b524b163,205,buffer: 0x53dd0386e46162e3,120,21
44,3209,28392,10000,buffer: 0x42881a2a6ac7eca3,244,buffer: 0xfbda8fbae417fe23,69,93
44,3079,31775,10000,buffer: 0xf5d4bce568f43123,21,buffer: 0x7eb38e15ca861b63,14,98
44,2992,27880,10000,buffer: 0x2b97ab0bd8242c63,12,buffer: 0x89005a150b1f4be3,82,116
44,3068,29373,10000,buffer: 0x00076fb6233a7c63,130,buffer: 0x91f437bb53fe3403,34,100
44,3060,29669,10000,buffer: 0x1f269e8806f40f63,107,buffer: 0xc49803b04b6bf3a3,18,11
44,3017,27554,10000,buffer: 0x4ea08114109598e3,199,buffer: 0x02459e77986f9663,45,29
44,3063,28089,10000,buffer: 0x1375b6c3c6cb00a3,113,buffer: 0x69a715d032a51b63,21,61
44,3056,33144,10000,buffer: 0x7fe72b801d11dba3,89,buffer: 0x84f422e72a81c543,120,96
44,3012,27296,10000,buffer: 0x71c03819aefe1ce3,120,buffer: 0x5ffcbca75f42e6a3,72,0
44,3066,29676,10000,buffer: 0x20555699d4a0b5e3,118,buffer: 0x862f181943290be3,8,26
44,3049,29938,10000,buffer: 0xaab2eaffc7044d63,86,buffer: 0x3f29b544801d46e3,71,119
44,3094,28975,10000,buffer: 0xff23dfc09405a863,211,buffer: 0x34d91c9b4e7cb763,14,43
44,3045,27880,10000,buffer: 0xf025d00b4bc25763,254,buffer: 0x426f4603f5efc863,46,47
44,3030,30605,10000,buffer: 0x11e997825a3d6763,213,buffer: 0x9d0e962c67482323,88,6
44,2989,27820,10000,buffer: 0xc0b33d7a8a6f8963,10,buffer: 0x9347e49efcb53a63,32,92
44,2996,28673,10000,buffer: 0xa84ac8ec97759363,0,buffer: 0xfd27609ffabc8863,15,88
44,3009,28540,10000,buffer: 0xb3909bba1f05e823,75,buffer: 0xe1bf71542ad12ce3,112,2
44,3048,28532,10000,buffer: 0x65e876ed02500363,121,buffer: 0x1c26b9ab9fde8543,85,106
44,3014,28493,10000,buffer: 0x152126f288ff8a63,163,buffer: 0xf881b27c0d527f03,119,64
44,3050,32231,10000,buffer: 0x8e145f0ca1f82fe3,186,buffer: 0xfeb8f2ccc1ad5f23,121,20
44,3128,27809,10000,buffer: 0xa7b8d027c372c0e3,195,buffer: 0xbd4109e88ad83823,39,45
44,3018,27791,10000,buffer: 0x1c30cba935837223,58,buffer: 0x1a03cb1d6eb76323,25,60
44,3045,30107,10000,buffer: 0x478f6627e7f56763,23,buffer: 0x9cc06f0c6e316fa3,113,37
44,3033,31103,10000,buffer: 0xf1d1b0c577c29563,27,buffer: 0x6a0b2c0e064d4163,113,77
44,3028,27650,10000,buffer: 0xa4f7cebb3aa7b823,33,buffer: 0xb1d7751e90783363,10,51
44,3004,30779,10000,buffer: 0x06300327946f19e3,211,buffer: 0xd430fe1788d4c163,101,90
44,3018,28347,10000,buffer: 0x4beea6655d364763,34,buffer: 0x3c814cbed0bb90c3,18,127
44,3037,28403,10000,buffer: 0x548ce3839c2f1ee3,67,buffer: 0x49494542fac8f1e3,2,79
44,3027,29079,10000,buffer: 0xfc1d85cbf27777a3,221,buffer: 0x3b6573e41317f1e3,4,69
44,3020,43691,10000,buffer: 0x812ee3291b550a63,227,buffer: 0xba21faf5146ab363,125,103
44,3000,29068,10000,buffer: 0xbd086a4eda3adb63,60,buffer: 0x9ace7ee9ca607123,104,93
44,3082,30378,10000,buffer: 0xb05d9a76e81694a3,133,buffer: 0xd130d6d0dd7a2a03,43,27
44,3007,28304,10000,buffer: 0xa7fdd282446ecd63,202,buffer: 0x6aa5d089a2c4fc63,96,62
44,3126,27441,10000,buffer: 0x569ca63b945ab063,184,buffer: 0xf79d3ef12647a563,16,9
44,2982,30428,10000,buffer: 0xdd12678493658a63,255,buffer: 0x0cc34e1a8b9180a3,33,122
44,4493,27848,10000,buffer: 0x5c469f1c405f4d63,198,buffer: 0x2fbd3fc5b1f55b63,22,15
44,3173,28063,10000,buffer: 0x41a81cea9a11b763,138,buffer: 0x275a72cc701778c3,94,98
44,5762,27905,10000,buffer: 0xbdb37564b1849123,227,buffer: 0xd306b4d342af8163,29,84
44,2989,27394,10000,buffer: 0x1b1850aaedcee3e3,247,buffer: 0x161d5c2e30c08ee3,70,14
44,3017,28028,10000,buffer: 0x23eb9cbac772db63,43,buffer: 0x00455f6ef61b31e3,28,125
44,3033,29508,10000,buffer: 0x0cf4ed05665afa63,249,buffer: 0x01c8a924c2c49f63,106,79
44,3050,27984,10000,buffer: 0x45c12cf28d18d2a3,35,buffer: 0x25adf73cd44d1f63,12,3
44,3027,27825,10000,buffer: 0x3581f69006a20163,180,buffer: 0x5b56a314233b0783,41,43
44,2950,31594,10000,buffer: 0x0f496274a01521a3,208,buffer: 0x5b8a445458da4a23,92,55
44,2965,27660,10000,buffer: 0x72d4c026e89a3c63,89,buffer: 0xb9743c043bb6eea3,70,105
44,3009,28039,10000,buffer: 0x770299a4ea7763e3,107,buffer: 0x390d789d89b4cee3,116,76
44,2967,28470,10000,buffer: 0x8828295a54f25f63,7,buffer: 0xfec6c95967ea77c3,117,35
44,3038,28961,10000,buffer: 0xe6a38f5a756b9ee3,232,buffer: 0x1b62b2a754c8afe3,102,48
44,2948,27537,10000,buffer: 0x791f6e0e5bc8cae3,191,buffer: 0x0335206bc7b88963,74,64
44,2943,29559,10000,buffer: 0xaa8b9e15a694e9a3,168,buffer: 0xe745b1c5f45071c3,89,69
44,2996,28963,10000,buffer: 0x23a58354b3cbf463,48,buffer: 0x693350db27d66b63,122,109
44,2999,28107,10000,buffer: 0xa31c8dc9b3bc57e3,127,buffer: 0x2e12597d25c16323,116,1
44,2985,28941,10000,buffer: 0x4785bb3f82ac4923,222,buffer: 0xd5adc3397fb19263,5,123
44,3035,39759,10000,buffer: 0x9a009ee4762abd23,23,buffer: 0xe8fbbeb23934be63,21,14
44,3026,39377,10000,buffer: 0xe284355bb69a7e63,148,buffer: 0xabd629ba7cca5ca3,103,81
44,3013,30710,10000,buffer: 0x0bb34584789c4be3,170,buffer: 0xcc17f2523bd35623,66,36
44,3069,28801,10000,buffer: 0xb69740d3102d7463,21,buffer: 0xbd81a483f70812e3,26,42
44,3028,29178,10000,buffer: 0x36ca93d755c17263,56,buffer: 0xdfb85abe3fb8d2e3,91,54
44,3023,28786,10000,buffer: 0xcdfbddc674ac1e63,145,buffer: 0x44eb4ad5ace92563,1,36
44,3009,28290,10000,buffer: 0xe952e8e4a2ca21a3,176,buffer: 0x7481fcee505432a3,67,114
44,2987,27785,10000,buffer: 0x43fd30e9d686d1e3,135,buffer: 0xcd7b89388a5040e3,62,125
44,3091,38830,10000,buffer: 0xf6582e0392077363,38,buffer: 0x86bedcf9d4db8d83,87,5
44,2992,28621,10000,buffer: 0xe2e1c2feae96f4e3,55,buffer: 0x5afdf7912ba59e03,19,104
44,3049,28043,10000,buffer: 0x1481ad20990c7b63,48,buffer: 0x53e094410c545d63,91,65
44,3147,30460,10000,buffer: 0x2e9ee13aa018e9e3,83,buffer: 0xd00564c766e7a5a3,104,49
44,3059,28508,10000,buffer: 0x9326d42768b0eee3,213,buffer: 0x1113b768cbfddda3,24,5
44,2984,27489,10000,buffer: 0x1ff24255bff20ba3,191,buffer: 0x660aa0b5a1686de3,82,10
44,3017,30454,10000,buffer: 0xca0f4fab197073a3,69,buffer: 0x2f832aca9803b843,109,6
44,3029,28494,10000,buffer: 0xc36a9888abc2e363,15,buffer: 0xf3d764b4fd89b1e3,13,99
44,2995,27798,10000,buffer: 0x5a5755136229e763,164,buffer: 0x0239bff6bb68fb03,109,59
44,3024,30204,10000,buffer: 0xc01b5af8e71a6963,179,buffer: 0x3f4fc1c1b7eddd63,13,56
44,3063,28302,10000,buffer: 0x156f618d7f651be3,220,buffer: 0x886195d54f829d63,37,12
44,3031,28216,10000,buffer: 0x811fd39b5d0f4e63,14,buffer: 0xb01170ff2905ab63,83,22
44,3001,30336,10000,buffer: 0xaf4d20c50a858be3,210,buffer: 0x9edc5534d1647863,106,3
