runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.source.buffer,param.sourceoffset.integer,param.count.integer
1,4876,56552,10000,buffer: 0x02d9449d8da6533d,252,buffer: 0xde2d3192e204defd,26,4
1,4872,67207,10000,buffer: 0xf393cf12911da43d,101,buffer: 0x9bdb52b66f0a037d,102,68
1,4875,62217,10000,buffer: 0xe067805825ef6d3d,228,buffer: 0xed32505e4fcbc37d,80,10
1,4878,81539,10000,buffer: 0xd2febf3aa745d53d,3,buffer: 0x35fc8f181b2e42bd,12,117
1,3918,50569,10000,buffer: 0x5bf29c859b2af23d,60,buffer: 0x5a3b73d4dbf5e3dd,78,16
1,3900,63676,10000,buffer: 0x434139cbd80a173d,168,buffer: 0x39fcf103377c493d,103,20
1,3911,63165,10000,buffer: 0x2146fb1c7b9ea53d,168,buffer: 0xa6cfed0d74b1279d,94,45
1,3900,57773,10000,buffer: 0xa85e0f77bf9fd2bd,140,buffer: 0xe4eb76cf988ba3dd,60,74
1,4881,66021,10000,buffer: 0xefc14ee8b5ff213d,234,buffer: 0xaecea88ffb2a0fbd,3,30
1,4873,81206,10000,buffer: 0xc5c58aceebef77fd,173,buffer: 0x94032ca800eac93d,5,38
1,4871,63768,10000,buffer: 0x6eca389d2e98003d,136,buffer: 0x962436128e62b33d,111,27
1,4878,59521,10000,buffer: 0x98e2e2dc50686c3d,211,buffer: 0x316652e37ae67dbd,81,107
1,4017,57521,10000,buffer: 0x187914bbf64b71fd,38,buffer: 0x78b8df45cea2493d,102,47
1,3899,56413,10000,buffer: 0xe66dfd895022aa3d,41,buffer: 0x4ffcbe86d4be1e9d,84,33
1,3898,59141,10000,buffer: 0xdbd5561704cc6afd,72,buffer: 0xa1d8cb9ac4ad493d,49,124
1,3895,50308,10000,buffer: 0x83bd9f2206552a3d,97,buffer: 0x44450f90b4b94fbd,72,122
1,4866,60766,10000,buffer: 0x58f86f6adecd14fd,0,buffer: 0xf347e67b927408bd,93,118
1,3902,57110,10000,buffer: 0x284b48331c62497d,87,buffer: 0xf318b07b0545359d,67,104
1,4868,62041,10000,buffer: 0x73c6bd582d2ecfbd,160,buffer: 0xed1775264b68ed3d,11,57
1,4874,64850,10000,buffer: 0x3e6e6e5f90bf763d,146,buffer: 0xe157c40f021e47fd,92,88
1,4882,69874,10000,buffer: 0xa3e61f18a8ba13bd,84,buffer: 0xa00ebfe7a63cd03d,51,26
1,4870,66325,10000,buffer: 0x4b22d9c8b295ad7d,178,buffer: 0x36ad540d42db10dd,126,20
1,4866,57872,10000,buffer: 0x9f2a77bb2fd4cabd,35,buffer: 0x637cea82d53795fd,29,58
1,4871,59777,10000,buffer: 0xfb3c6cd4705b293d,245,buffer: 0x3e88008289f03d7d,106,109
1,4875,62756,10000,buffer: 0x701d325c9577d33d,20,buffer: 0xb6a4df005ec74a1d,107,42
1,4869,69521,10000,buffer: 0xabd9ef1c4f967d3d,107,buffer: 0x8ec19a8527cee13d,86,11
1,4874,61114,10000,buffer: 0xff0958971bada0bd,40,buffer: 0x592626062f31845d,40,36
1,3898,57440,10000,buffer: 0xffa3091bcf7970bd,6,buffer: 0x86ca1b25c610967d,62,35
1,4869,70406,10000,buffer: 0xbc5caf2e9d1a353d,64,buffer: 0xc4ab0f17753172fd,106,71
1,4873,66055,10000,buffer: 0x75d3fe7610c08dbd,200,buffer: 0x25549fd5be93817d,26,112
1,3899,56418,10000,buffer: 0xbcd90cde6ee461bd,152,buffer: 0x780328ce0492df3d,60,16
1,3902,58117,10000,buffer: 0x9d43d82a9d79e6bd,69,buffer: 0x29eec4c327c9ad3d,40,95
1,4870,64997,10000,buffer: 0xdee30d431af7af3d,119,buffer: 0x7985ce0c893a485d,107,46
1,4872,65936,10000,buffer: 0xb563788af67c2f3d,104,buffer: 0xda6bd2b5025a32fd,109,0
1,3899,68304,10000,buffer: 0x198c591d3f7bd63d,36,buffer: 0xe32dc4c6c09ca13d,68,74
1,3897,57035,10000,buffer: 0x7224654c4b24ccfd,121,buffer: 0x9c93084624b3281d,72,12
1,3896,56532,10000,buffer: 0x139e761b7194cffd,7,buffer: 0x948cbeef22acd87d,27,28
1,4871,58120,10000,buffer: 0xf17c487990c681bd,138,buffer: 0x1d075278b6639bfd,48,31
1,3991,56566,10000,buffer: 0x4e5d4bb5464a1d3d,150,buffer: 0x84eaafe95030f4bd,89,26
1,3910,59293,10000,buffer: 0x5193eca11df4f0bd,113,buffer: 0xb2d6f750506a525d,55,79
1,3896,59503,10000,buffer: 0x33132cc7f568073d,91,buffer: 0xeeaaa374ed72b6bd,102,1
1,4869,72087,10000,buffer: 0x687d27c7d10ab83d,18,buffer: 0xba7edf9979a78fbd,70,10
1,4872,71801,10000,buffer: 0xc9aa5cbec697893d,196,buffer: 0x471626e2dd07e5bd,23,82
1,4875,59481,10000,buffer: 0x18445075b193083d,101,buffer: 0xd741a371b168735d,90,4
1,4874,59618,10000,buffer: 0xc7247d82a64f413d,105,buffer: 0x41398f14b878f29d,88,35
1,3898,58949,10000,buffer: 0x2379a2a3904117bd,59,buffer: 0xb3fd7ae7584c25bd,36,11
1,3900,56428,10000,buffer: 0x1a66d8be5c9336fd,132,buffer: 0xa67ea6bd868a7b3d,110,25
1,3896,58535,10000,buffer: 0x8e56cfb003a071fd,228,buffer: 0xabda5fb5028cdf3d,30,71
1,5036,62696,10000,buffer: 0x8bdcf91763ed1ebd,26,buffer: 0x15a1c834ffdeadfd,118,81
1,4969,57135,10000,buffer: 0x2f28d8f4d89f723d,47,buffer: 0x6f5dd37de22ff63d,58,17
1,4948,63411,10000,buffer: 0x131bf2b41a4b4d3d,96,buffer: 0xbadd769ad2d4583d,106,41
1,3898,58507,10000,buffer: 0x0bf4d0104226e5bd,134,buffer: 0x4a807b5e81bd167d,4,89
1,4868,71333,10000,buffer: 0x1e18cc09aadd83bd,182,buffer: 0x99c88f1994058a1d,106,85
1,3900,59590,10000,buffer: 0x67f539dc1b06093d,62,buffer: 0xc96a2b476987763d,36,124
1,4875,62450,10000,buffer: 0x89455016ce5c383d,173,buffer: 0x5c9e6f43574b25bd,41,73
1,3901,57105,10000,buffer: 0x99fc401bed1afe3d,61,buffer: 0x7429b76aecccd67d,23,4
1,4872,62159,10000,buffer: 0xf2adbd56f954f73d,125,buffer: 0xc00614de0a93851d,78,65
1,3897,59079,10000,buffer: 0xa439f462a967893d,142,buffer: 0x2ccf4ca2febb5bfd,99,58
1,4712,58360,10000,buffer: 0xeb691e88b5b0143d,105,buffer: 0x3b3207634a83b53d,13,110
1,3899,57687,10000,buffer: 0x6d8b96473af2663d,184,buffer: 0xb447b306bbfaa27d,7,49
1,3951,59115,10000,buffer: 0x7136218763b3363d,213,buffer: 0x8d34cbb2429532bd,55,121
1,4947,57226,10000,buffer: 0x04c50b75a443c13d,192,buffer: 0x80bd17231bdecedd,35,87
1,3894,58117,10000,buffer: 0x0305601499bf607d,90,buffer: 0xc3dcdd783511757d,54,44
1,4873,61502,10000,buffer: 0xf43d48cf9d40be7d,195,buffer: 0x743c132d55aca6fd,27,37
1,4870,57246,10000,buffer: 0x4ffb17eff104b0bd,213,buffer: 0x6a87be838c4352dd,35,45
1,3900,58164,10000,buffer: 0xc7062c498b8eee3d,6,buffer: 0x78b330110b0e19dd,85,83
1,4866,62121,10000,buffer: 0x0d6ec3932253553d,22,buffer: 0x11467f736b05623d,38,67
1,4875,60800,10000,buffer: 0xc42fd062c8ff2dbd,228,buffer: 0xafc1a79308bb973d,35,66
1,4872,63878,10000,buffer: 0xe940b7842fd8c53d,10,buffer: 0xe10e5beb1c41a5bd,99,53
1,4875,63453,10000,buffer: 0xbd973ff34345bc3d,84,buffer: 0x7cb27bfc5cb7047d,10,66
1,3899,55906,10000,buffer: 0x8914473dc7181f7d,66,buffer: 0x70bebf1ee61c2f1d,106,57
1,3909,58115,10000,buffer: 0xaa2c2cf1fe39f73d,13,buffer: 0x7e588301ea24e17d,40,22
1,4873,58499,10000,buffer: 0xc930f398a51b113d,42,buffer: 0x6cbff3b968e3463d,2,114
1,3897,56620,10000,buffer: 0x72242076ac88043d,68,buffer: 0x5356c7bdf4b3993d,107,4
1,3897,63662,10000,buffer: 0x79a76d7b14b965bd,203,buffer: 0x29303aa3c781ba9d,20,61
1,3899,59012,10000,buffer: 0xd3a3aa3aef4ea5fd,63,buffer: 0x3f096f6a7f5e6ebd,35,10
1,4876,59108,10000,buffer: 0x251886aeea5e8ebd,76,buffer: 0xceeb1eae7499b53d,67,15
1,3897,58403,10000,buffer: 0x8247f92fb8203b3d,9,buffer: 0xfd5b345a47aa32bd,0,103
1,4888,58419,10000,buffer: 0xcba9037f9c5ca4bd,59,buffer: 0x583cc663f7eaff5d,125,74
1,3895,56279,10000,buffer: 0xc330bbc33395f27d,232,buffer: 0x19de12605df2fc3d,24,89
1,3898,57838,10000,buffer: 0x01f799e41d5c683d,82,buffer: 0xfaaec31fb01bfb3d,31,100
1,4872,64613,10000,buffer: 0x118b83aeb85ab93d,242,buffer: 0xdda14c0e064b13bd,27,32
1,4869,66105,10000,buffer: 0x5506470761e9e2bd,241,buffer: 0x1c218a617ecd90fd,66,70
1,3952,75791,10000,buffer: 0xcb3a33f9a587083d,36,buffer: 0xcecb0ea420321f3d,30,118
1,4876,61361,10000,buffer: 0xa794afbeaa77003d,43,buffer: 0x9f07494112282e9d,53,86
1,3902,58656,10000,buffer: 0xc84a3234736da73d,107,buffer: 0x827fbece51f1fc3d,22,95
1,4838,63965,10000,buffer: 0x3eb9ca7e32aa9d3d,2,buffer: 0x94c873c87a416ebd,29,77
1,3898,64467,10000,buffer: 0xa7ba6f6e48f37abd,185,buffer: 0x60cce01e31425f7d,95,118
1,3897,56607,10000,buffer: 0xae09bf595d3035fd,57,buffer: 0xf6a33794beb3833d,26,106
1,3901,61029,10000,buffer: 0xf502f467729d547d,62,buffer: 0x6239c08da27418bd,98,24
1,3897,58556,10000,buffer: 0xf8f3c79599484d3d,134,buffer: 0x5486090570fded5d,124,106
1,3896,55232,10000,buffer: 0xcaa95f056df6babd,168,buffer: 0x63e7d22d061efcdd,72,36
1,3897,55560,10000,buffer: 0x909f9d737471fa3d,96,buffer: 0x20032f26c4478d9d,42,35
1,3897,57613,10000,buffer: 0x31466fa1b0606b3d,163,buffer: 0x44f177ec72ab7d3d,112,53
1,3900,57139,10000,buffer: 0xd3bdcbb457bb5efd,37,buffer: 0xc08037b434a28f3d,79,37
1,4871,63561,10000,buffer: 0x39f6f89b7536e47d,57,buffer: 0xac3ae0a4925cf9bd,91,85
1,3930,57971,10000,buffer: 0x790bf8ad58798d3d,223,buffer: 0x4a041d2ab4f9833d,4,80
1,3898,57495,10000,buffer: 0x2e1a194a9ba22a3d,49,buffer: 0xcf39d62cd6a93abd,0,22
1,3896,57799,10000,buffer: 0xfdfa6a6edc9dc43d,41,buffer: 0x16d1cd233b6301bd,13,35
1,4872,65127,10000,buffer: 0xf2b0bcad00f591fd,234,buffer: 0x08ff0b357a1cdbfd,2,20
2,3296,35822,10000,buffer: 0x21eca081a39cd605,26,buffer: 0x02cac04a33d13c45,110,56
2,3265,39361,10000,buffer: 0xb247284fad3aa205,39,buffer: 0x639df26a54191a25,79,21
2,3269,36391,10000,buffer: 0x1bba82d6a0810005,157,buffer: 0x44aeef3d67a17085,65,30
2,3261,37387,10000,buffer: 0xd1d453e899132605,138,buffer: 0xbf3257db1c0b4cc5,99,94
2,3275,39182,10000,buffer: 0x3024fb3c00291b85,173,buffer: 0x145031bd6f58ccc5,127,123
2,3279,37896,10000,buffer: 0x657a2da68ef9a645,90,buffer: 0x671b9768e742d785,121,93
2,3263,37036,10000,buffer: 0xb395e8f12ee92205,167,buffer: 0x387f98f101b92ae5,101,105
2,3274,39113,10000,buffer: 0x32e36bfddf68de85,34,buffer: 0x6240b3f9a81a41e5,74,117
2,3268,35989,10000,buffer: 0x6839a404d8aad605,137,buffer: 0xf2f7ea7bc2012e05,3,28
2,3260,36185,10000,buffer: 0xc17cbe97fefadf05,156,buffer: 0xf3aeef2c8df96e05,107,41
2,3260,38054,10000,buffer: 0x09a163596ac53dc5,194,buffer: 0x7734b2e46313db45,1,76
2,3274,36098,10000,buffer: 0x088bfe2519abc445,78,buffer: 0x303e0440400b6005,44,22
2,3266,37438,10000,buffer: 0xe629000dabf2ba05,149,buffer: 0x753a08075721d185,103,15
2,3263,42743,10000,buffer: 0xe72a8f365c0d0005,42,buffer: 0xb50c162d7b32cec5,40,91
2,3263,37287,10000,buffer: 0x80741ed45c5d9105,33,buffer: 0x16c1a5484daf70a5,89,70
2,3259,36816,10000,buffer: 0x503a33b64f34c305,44,buffer: 0xab5ab706b0e42e05,101,100
2,3263,36817,10000,buffer: 0x5d05169f5872cbc5,142,buffer: 0xd78b309c1c43e605,98,3
2,3257,36435,10000,buffer: 0x53d07844e4608885,75,buffer: 0xf4b44e00ae678465,9,85
2,3264,38120,10000,buffer: 0x3650ba5c8d989b85,109,buffer: 0x46345058d60101e5,28,114
2,3261,38925,10000,buffer: 0x56905ef3921da205,242,buffer: 0x93435244c2fba205,60,106
2,3262,35664,10000,buffer: 0x07548b6ee3d6eb05,176,buffer: 0xce5e29664eb1ae05,95,45
2,3268,35700,10000,buffer: 0x11d3fbdd0148c905,43,buffer: 0xdfe4604dc1176845,117,29
2,3268,40941,10000,buffer: 0x012b3eb6e7d38c85,132,buffer: 0xce4093e289d50c25,27,82
2,3266,35750,10000,buffer: 0x32c0ff4409578f85,230,buffer: 0x39c6c883d3d2a205,35,35
2,3266,35836,10000,buffer: 0x245cac32b08e4e05,188,buffer: 0x42c3ebb56bbfb285,9,56
2,3264,38134,10000,buffer: 0xe96c220d9793f545,121,buffer: 0xf8625ced40729f45,14,24
2,3266,37939,10000,buffer: 0xaa540cf920921c05,132,buffer: 0x41e20a07955a7a45,77,88
2,3271,35681,10000,buffer: 0xed35dfbc7b488805,1,buffer: 0x85196949297efb25,111,57
2,3267,37510,10000,buffer: 0xed59fe097afb3b05,172,buffer: 0x539870c52289ebc5,3,97
2,3267,37040,10000,buffer: 0x95ab3fccc669ac85,89,buffer: 0x7fe1b9d32251f085,46,97
2,3273,36461,10000,buffer: 0x15e4e4a7710191c5,235,buffer: 0xe88def1f7cce9a85,124,34
2,3268,39252,10000,buffer: 0x19f02604c30c3205,107,buffer: 0x1ba731c2e67b4aa5,71,98
2,3276,38813,10000,buffer: 0x58c6dd2ecdf7d3c5,72,buffer: 0x22b4867a97624785,2,78
2,3265,37067,10000,buffer: 0x73ba5c1f865d3785,152,buffer: 0xd24561cb4c62ec05,43,97
2,3268,36884,10000,buffer: 0x15aadb0306155d05,33,buffer: 0x06b6ef594cde29c5,87,40
2,3256,36628,10000,buffer: 0x7d710cd47d67a945,147,buffer: 0xc3867cb2d48633e5,23,94
2,3259,36448,10000,buffer: 0x6ed8328ef8a84205,102,buffer: 0xdbfd38b50f20d865,25,3
2,3258,37890,10000,buffer: 0x126378283ea0ee05,211,buffer: 0x33ce0ecdf9d82605,113,40
2,3262,36902,10000,buffer: 0x2c24500e5b236805,243,buffer: 0xbc8364f129089a85,5,82
2,3261,35953,10000,buffer: 0xa6d25877b5afc205,192,buffer: 0x427a0ae4fa968945,79,30
2,3286,40230,10000,buffer: 0xfcbab16e697dd385,138,buffer: 0xf3259a7640284105,114,15
2,3276,36097,10000,buffer: 0xa2b4c913a02aab05,95,buffer: 0xbcd96ff2ea51efc5,115,61
2,3274,36754,10000,buffer: 0xb6f23d3388503f05,112,buffer: 0x73d0c7ee784e9805,34,80
2,3276,38498,10000,buffer: 0x518ef37e067fb685,121,buffer: 0x9b58be2af63f6a05,18,65
2,3268,35769,10000,buffer: 0xbef9acd4055c7305,0,buffer: 0x081552aa802a03a5,71,23
2,3257,35930,10000,buffer: 0xafba8ec18d3b1f85,233,buffer: 0x6166615d61339da5,67,57
2,3266,37760,10000,buffer: 0x8166f0bee9c82305,173,buffer: 0xaa6268254fcf3405,84,91
2,3269,36072,10000,buffer: 0x41c6be65af32c405,159,buffer: 0x6a503e28eb25df45,43,53
2,3264,35643,10000,buffer: 0x59ef5c54a277a305,178,buffer: 0x8cc9ed044b3fd0e5,57,41
2,3266,39391,10000,buffer: 0x5086a64006cd64c5,42,buffer: 0xc1e3982002b51505,34,9
2,3259,35619,10000,buffer: 0xa175c6c6556ce9c5,118,buffer: 0x6628ecce9ebf3585,37,13
2,3257,35958,10000,buffer: 0x68727ce5bd7ad585,178,buffer: 0x7aa54a67d65efe05,60,62
2,3259,36692,10000,buffer: 0x74556b7cab2afec5,254,buffer: 0xc506cf6359fc9385,47,15
2,3257,35815,10000,buffer: 0xaa26d32bed397985,98,buffer: 0x06bf5f55060b1145,15,31
2,3270,35916,10000,buffer: 0xbf58ca17f541ee05,207,buffer: 0x9d62445aee863705,113,56
2,3258,37652,10000,buffer: 0xc03238d2cfc5e245,2,buffer: 0xf373a1d9032bac05,52,58
2,3261,35683,10000,buffer: 0xbada1d6daf7c4605,245,buffer: 0x28ef946450e9b005,80,48
2,3256,35616,10000,buffer: 0xe047ec2058a94605,148,buffer: 0xb8e736e374aab085,104,61
2,3257,36677,10000,buffer: 0x5b300f8ee5987a45,55,buffer: 0xfb3db54fc9aa1725,20,54
2,3260,35609,10000,buffer: 0x61f473f9444cca05,157,buffer: 0x4f575e4465965a85,1,59
2,3260,36616,10000,buffer: 0x6a4f457a6d8d6e05,223,buffer: 0xdd96b783dc803765,44,50
2,3258,38380,10000,buffer: 0x49779139cd058885,209,buffer: 0xd408e4c04e7cfb05,42,1
2,3268,35658,10000,buffer: 0xff74360e85d25a85,153,buffer: 0x4ea8a964dd3adb65,111,51
2,3259,35387,10000,buffer: 0xb04e40e232bec105,162,buffer: 0x64fda9c7288c4b85,121,0
2,3268,37598,10000,buffer: 0xae5c6326a2071185,212,buffer: 0xdaeb2f90e835f905,52,93
2,3275,36480,10000,buffer: 0xb49bcdc62ba0e9c5,104,buffer: 0x9a865b799905aa05,79,8
2,3264,36903,10000,buffer: 0x761ef021ef606a05,83,buffer: 0x98b5e218d6625205,9,120
2,3258,38482,10000,buffer: 0xa9c0507736041f45,14,buffer: 0xde7772fb9680c8c5,78,98
2,3261,36236,10000,buffer: 0xa091ab1e2c2a7dc5,30,buffer: 0x74a2e1e22921a9c5,117,12
2,3266,36054,10000,buffer: 0xd411741eff57fe05,181,buffer: 0xa1215e94a798a965,71,58
2,3267,36513,10000,buffer: 0xeb0e4f7d6409d205,127,buffer: 0x1e4af4cbffb53c85,44,63
2,3266,35653,10000,buffer: 0x19fb92a247ac6205,35,buffer: 0x6a7b503fadec1c05,57,27
2,3264,37076,10000,buffer: 0xb605d813ed495205,180,buffer: 0x997c51d5d42e5505,34,86
2,3256,40882,10000,buffer: 0xa929585053ed4b85,73,buffer: 0x4bfb811180d1a725,10,4
2,3268,39469,10000,buffer: 0x246ed43640705e05,152,buffer: 0x542a7fd1edfb2845,71,52
2,3277,36607,10000,buffer: 0xba99584b44253205,75,buffer: 0x14da8b51265e8f85,52,119
2,3261,37492,10000,buffer: 0x1895844c4837b605,41,buffer: 0x258086112a9bd605,93,122
2,3258,38404,10000,buffer: 0x5967425dfb2ada85,244,buffer: 0x5142b1f5b4e4da65,9,55
2,3261,37368,10000,buffer: 0x7395f990bfd50045,69,buffer: 0xd4ce945f3aabc705,90,26
2,3268,37588,10000,buffer: 0xccca1940a7816b05,28,buffer: 0x4fd4f7fd7045a2a5,8,11
2,3266,37032,10000,buffer: 0xf4710e9ab9e022c5,6,buffer: 0x24eb492847f25445,66,57
2,3267,36125,10000,buffer: 0xfb8620d55c165a05,105,buffer: 0xa2b766ba93141a85,26,15
2,3264,39595,10000,buffer: 0x527e086e81b15545,106,buffer: 0xe5863cfab8808805,17,48
2,3269,35604,10000,buffer: 0xd5aca1ec51c8a345,13,buffer: 0x2853577fb29b8185,118,26
2,3260,36961,10000,buffer: 0x1dcb538fe07cbe05,97,buffer: 0x2e1373b77e3e02c5,6,114
2,3261,37707,10000,buffer: 0x2340024a6b97ba05,27,buffer: 0xa58ce6063bb9ba05,106,51
2,3269,35643,10000,buffer: 0xbd7e0984fb811205,136,buffer: 0x5774ca1847058705,121,50
2,3262,36987,10000,buffer: 0x45af67255c423e05,117,buffer: 0x6e182dbd3aabf0a5,81,34
2,3278,37345,10000,buffer: 0xb9e110bb71214405,50,buffer: 0x61c59742f0707dc5,124,70
2,3266,38074,10000,buffer: 0x19ca75079765b405,77,buffer: 0xa5948801a3b50405,91,113
2,3260,36380,10000,buffer: 0x18e0a775e8b39605,17,buffer: 0x7f9d3a808cce7e45,112,51
2,3270,38270,10000,buffer: 0x33a2bd827d16b185,119,buffer: 0x82ae1b09da63c045,89,59
2,3260,37608,10000,buffer: 0x05fcb648f7dc5745,147,buffer: 0x9f7f41d1d1801805,1,81
2,3258,37377,10000,buffer: 0xd4f2ef648b880705,96,buffer: 0x7cf11d673f4ef4e5,76,115
2,3260,36829,10000,buffer: 0x035e06fd3eaee505,33,buffer: 0x095bbc13014a5f45,75,23
2,3258,36835,10000,buffer: 0x464acb993207da85,160,buffer: 0x802798ce3e0cdd85,32,78
2,3261,35674,10000,buffer: 0xde7e40083d28e0c5,171,buffer: 0xd5784e25bc0d27e5,127,49
2,3258,39659,10000,buffer: 0x1f05e4e210c78e05,145,buffer: 0xc996fcd430e77005,7,66
2,3259,36821,10000,buffer: 0xad3115ce0db63905,240,buffer: 0x49fd4a2b51681e85,37,72
2,3257,39569,10000,buffer: 0x3b5a6fde6d18e585,231,buffer: 0xc106b6fa4aeda9c5,91,119
3,3935,69181,10000,buffer: 0xd8ce78259dbaa6a3,201,buffer: 0x6c7e8e259054ef63,13,41
3,3979,66435,10000,buffer: 0xc4f93c323fd82ee3,212,buffer: 0x1e4a14283a18d923,1,61
3,3957,70809,10000,buffer: 0xa2982fd147b1ed23,34,buffer: 0x9a119d9bd4751923,48,60
3,3902,44376,10000,buffer: 0xf8e2e3c6d3b43823,196,buffer: 0x1c9e8e4b916458e3,56,6
3,3963,75625,10000,buffer: 0xaa605e6240401223,34,buffer: 0xb033cd7e484503e3,88,59
3,3897,47508,10000,buffer: 0x8653fca6a52f6d23,131,buffer: 0x04e9110a87e5ef63,86,115
3,3950,65417,10000,buffer: 0x6980dc774bd55ce3,58,buffer: 0xf40e0d548c8215a3,120,12
3,4883,59179,10000,buffer: 0x9584bd0fa7f06c23,204,buffer: 0x735dddd2cc842ee3,64,103
3,4880,71259,10000,buffer: 0x2fd389df68f289a3,252,buffer: 0x34a28c8805b5d923,79,62
3,4893,81272,10000,buffer: 0xf3f92ef0c720ba23,248,buffer: 0xb3a5c9130f2e7ec3,111,4
3,4867,60611,10000,buffer: 0xa9fa968563f3a123,104,buffer: 0x1f264dde9404c4c3,25,41
3,4868,59042,10000,buffer: 0x80cb5d748e99cc63,138,buffer: 0x954a3051b2d1a6a3,9,14
3,4873,73595,10000,buffer: 0x9d29e2cfa681a4a3,196,buffer: 0x583af76be230f063,82,123
3,4867,68255,10000,buffer: 0x84b1294db7d0a6a3,38,buffer: 0xd9d13f077864e403,32,90
3,4868,58711,10000,buffer: 0xafa75f51c82a4aa3,236,buffer: 0x8656ce6c354f9923,67,14
3,3896,69944,10000,buffer: 0xe9411958d401e963,79,buffer: 0x569f6dd8109f73a3,1,10
3,4870,71617,10000,buffer: 0xad9d29646d061523,149,buffer: 0x663dc3c244e37583,0,111
3,3899,56071,10000,buffer: 0xda966706de99b5e3,164,buffer: 0x528ba1abfb86b583,6,2
3,3907,59658,10000,buffer: 0x587ee5bdf9b19623,65,buffer: 0xf63149a56d84f4e3,22,22
3,4889,61616,10000,buffer: 0x4f05305ee60eaee3,28,buffer: 0xdb7049d5e4df0d63,5,3
3,4868,78681,10000,buffer: 0xb794d8117afd4623,76,buffer: 0x700f01a6b49e25e3,104,18
3,4866,70191,10000,buffer: 0x997cc46957406d23,39,buffer: 0x0682f4afe8886d23,23,117
3,4871,61485,10000,buffer: 0x4ef3a7c366a05423,50,buffer: 0xe71aa0c053b31a63,62,91
3,3912,56110,10000,buffer: 0x64ff05ea70b39223,210,buffer: 0xd8be95f8d938c0a3,24,7
3,4870,64090,10000,buffer: 0xa9229c4e5037bd23,127,buffer: 0x214abdf904462be3,27,4
3,4866,69759,10000,buffer: 0x1a3648abf582aba3,118,buffer: 0xf4ca6a9414cb0c83,60,35
3,3901,71608,10000,buffer: 0x443db7e6d2e4ed23,24,buffer: 0xb55fc10bfc2af263,118,72
3,3926,59101,10000,buffer: 0x510653555a311323,163,buffer: 0x8a59fb58a5c509a3,34,14
3,3930,56493,10000,buffer: 0x1f75925e4d0a9223,252,buffer: 0xdad965e2d258e8a3,43,35
3,3918,57804,10000,buffer: 0xc13dc9c325604923,173,buffer: 0x5b80cc4025cb1543,34,105
3,4879,66675,10000,buffer: 0xec2366e87960e423,158,buffer: 0x5fbfafb329112bc3,71,87
3,4882,59413,10000,buffer: 0xf4d633499556a3e3,95,buffer: 0x64f7e261b9c301e3,127,13
3,3910,57079,10000,buffer: 0x3571911c3f991523,66,buffer: 0x95f0818531b33283,38,58
3,3909,58548,10000,buffer: 0xd49d8d23bf59bd23,228,buffer: 0x87092f275e5b2a23,80,91
3,3897,66697,10000,buffer: 0xacc1bf79ed407e63,111,buffer: 0xda3f62737b0e74e3,8,123
3,3895,56316,10000,buffer: 0x1f435d24fc08c4e3,140,buffer: 0x58757c72c0a228a3,7,30
3,4868,63352,10000,buffer: 0x554e359ff69024a3,121,buffer: 0x1e85fd9d75892043,83,75
3,3895,70307,10000,buffer: 0x78dade9daf03e8a3,11,buffer: 0x14969b5c95c4b323,66,61
3,3897,58034,10000,buffer: 0x72a866f90f624da3,163,buffer: 0x573032381305c203,88,27
3,3931,63402,10000,buffer: 0x3287ee7f04865563,186,buffer: 0x24b9cefda31bb823,117,27
3,3952,56410,10000,buffer: 0x1038518027a800a3,252,buffer: 0xeab510cadab2ed23,42,62
3,3953,59748,10000,buffer: 0x87c649c1c4756763,17,buffer: 0x4b75764f9fb6e6a3,78,41
3,4874,61023,10000,buffer: 0x671e12bd5c386de3,243,buffer: 0x6219b11334a30623,6,20
3,3901,63683,10000,buffer: 0x845a99710550f0a3,110,buffer: 0x8fbdf0e76c5f67a3,95,121
3,3898,58684,10000,buffer: 0xa83f101a70ca9f23,243,buffer: 0xf151b65ae3d2c723,70,124
3,4540,61487,10000,buffer: 0x680ae287bd7093e3,162,buffer: 0x28056d3eb445e8a3,62,89
3,3899,59050,10000,buffer: 0x387ee500a4acd123,126,buffer: 0x17f9a328f7478d63,14,55
3,3906,55930,10000,buffer: 0x9b286c729ee2e123,69,buffer: 0xbb04cd93b973e6a3,98,34
3,3957,61472,10000,buffer: 0x1b9856e1edf36523,9,buffer: 0x97e1c77bc46b5bc3,102,0
3,3901,61659,10000,buffer: 0x7b8e9d553f09cb23,198,buffer: 0xc99f2594e6987703,126,80
3,3966,65221,10000,buffer: 0xfb8418a496803f23,73,buffer: 0xb53eec2519501643,2,117
3,3898,58370,10000,buffer: 0x773f833ee487b923,146,buffer: 0xe0e846fa4ea20723,125,111
3,3898,66786,10000,buffer: 0x0c5be25fc89aace3,131,buffer: 0x95774ba3bbdda123,90,70
3,3904,64488,10000,buffer: 0x423329747c6df363,68,buffer: 0x730902a21d9d5003,43,105
3,4875,58656,10000,buffer: 0x6e7a6d069cb28f23,13,buffer: 0x306fbbecd5beabe3,82,27
3,3897,65617,10000,buffer: 0x63b4e2c05caa6423,148,buffer: 0x66cabda876b37363,84,4
3,3950,63413,10000,buffer: 0xfe1dbe6d31d1e2a3,94,buffer: 0x8dc2863d72ec9643,21,55
