runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.value.float
2,3614,27629,10000,Buffer[811],25,2144011769.783161
2,3462,25777,10000,Buffer[630],88,-1561914713.034692
2,3583,35632,10000,Buffer[768],118,991048316.9342163
2,3532,33787,10000,Buffer[967],109,660210090.3845816
2,3722,26020,10000,Buffer[670],12,233006532.56908298
2,3514,32209,10000,Buffer[682],22,-712803549.9970378
2,3541,26830,10000,Buffer[658],120,-470799151.5637648
2,3588,27515,10000,Buffer[825],91,1848282207.2743766
2,3622,30899,10000,Buffer[973],76,-866679638.1921318
2,3609,34003,10000,Buffer[999],66,-1258109402.57877
2,3559,25999,10000,Buffer[890],70,-64314050.81945217
2,3591,38807,10000,Buffer[793],32,146986234.21880746
2,3589,29138,10000,Buffer[560],49,-235635911.5378424
2,3608,25953,10000,Buffer[972],9,-1131661097.9946866
2,3676,38073,10000,Buffer[597],51,1199200117.9988356
2,3576,33739,10000,Buffer[547],109,-71972245.52815032
2,3591,26926,10000,Buffer[857],79,-981583102.7449931
2,3715,33835,10000,Buffer[943],74,-1192367504.534957
2,3582,26459,10000,Buffer[773],65,-1314853194.517252
2,3663,26426,10000,Buffer[907],52,-166425165.74199235
2,3528,28157,10000,Buffer[754],58,-448526361.70666444
2,3546,32273,10000,Buffer[609],44,110346173.8222413
2,3594,25908,10000,Buffer[1023],80,-2075642353.9523304
2,3604,35680,10000,Buffer[895],9,755371838.1539903
2,3569,28281,10000,Buffer[788],54,1398944315.9963257
2,3563,31420,10000,Buffer[517],116,228816931.98502398
2,3551,30895,10000,Buffer[555],84,1203901135.5759542
2,3625,28268,10000,Buffer[897],27,-2010871414.354159
2,3581,34622,10000,Buffer[656],73,-606122755.5821971
2,3623,31928,10000,Buffer[655],41,168903823.81904817
2,3551,32312,10000,Buffer[696],42,1510741476.1350882
2,3514,26201,10000,Buffer[878],98,-1209388691.3138523
2,3589,32197,10000,Buffer[748],84,1068138915.4388037
2,3484,27364,10000,Buffer[965],119,-1764361853.1944199
2,3534,36929,10000,Buffer[622],118,1431454991.6637275
2,3866,31223,10000,Buffer[890],94,-1781042075.2071426
2,3579,34481,10000,Buffer[695],114,-795286048.2121266
2,3612,37266,10000,Buffer[798],35,-703172717.8576589
2,3628,37766,10000,Buffer[851],88,-1487547159.6350827
2,3495,26790,10000,Buffer[962],30,1969919009.1158345
2,3602,28335,10000,Buffer[659],42,1960789846.3884473
2,3569,34786,10000,Buffer[572],13,-1220822608.3571565
2,3576,31616,10000,Buffer[809],14,-1299152003.6280608
2,3484,26012,10000,Buffer[584],86,-1514319395.521081
2,3794,26316,10000,Buffer[940],110,-439299040.70522
2,3526,33553,10000,Buffer[826],86,1371749900.1163535
2,3453,25621,10000,Buffer[861],97,1268362129.322168
2,3541,34745,10000,Buffer[628],0,-2056447697.1081922
2,3579,27035,10000,Buffer[568],44,-1170768511.0387511
2,3509,26208,10000,Buffer[937],85,296221097.52423143
2,3566,30995,10000,Buffer[898],53,-696302906.5668602
2,3499,26706,10000,Buffer[996],123,629943787.9225404
2,3464,26574,10000,Buffer[880],117,156942783.83412838
2,3668,46113,10000,Buffer[832],106,727832515.5723343
2,3613,33441,10000,Buffer[931],64,-1419090471.8140569
2,3540,25685,10000,Buffer[543],123,-1975327114.03926
2,3569,29544,10000,Buffer[916],10,806020026.9331257
2,3625,30163,10000,Buffer[848],103,-59576923.8097986
2,3499,28328,10000,Buffer[733],45,-789174263.7590488
2,3538,30962,10000,Buffer[976],118,-319614078.7523434
2,3539,25855,10000,Buffer[652],19,1359087929.6155052
2,3645,32607,10000,Buffer[999],10,158085779.8041637
2,3541,26924,10000,Buffer[729],32,-1826940592.3781505
2,3462,27871,10000,Buffer[553],56,-1347101417.421724
2,3690,26390,10000,Buffer[748],38,1055080835.401413
2,3568,36265,10000,Buffer[859],109,-1393677192.4135277
2,3511,25909,10000,Buffer[811],65,146015435.72270083
2,3531,28295,10000,Buffer[709],117,-1921363628.6029797
2,3489,26395,10000,Buffer[773],72,944010027.2145994
2,3486,27114,10000,Buffer[535],53,-518490009.0106176
2,3465,27497,10000,Buffer[993],33,410790230.3334546
2,3482,30052,10000,Buffer[763],38,-1769330648.4987154
2,3491,26004,10000,Buffer[942],62,-128509054.60295844
2,3410,25088,10000,Buffer[829],120,-824663507.9723253
2,3440,27449,10000,Buffer[698],10,-907698926.891941
2,3965,25295,10000,Buffer[845],16,291315028.2769978
2,3532,25667,10000,Buffer[1014],93,1520376186.6326504
2,3670,45448,10000,Buffer[941],70,-2142627576.6615126
2,3531,26554,10000,Buffer[534],29,1889172876.448489
2,3651,37519,10000,Buffer[949],18,-1663223039.8186126
2,3520,30048,10000,Buffer[665],118,564504431.3620005
2,3507,25612,10000,Buffer[596],25,-511000713.2048713
2,3523,25887,10000,Buffer[796],35,1868767686.5607653
2,3558,31355,10000,Buffer[835],65,915851157.5999198
2,3484,26302,10000,Buffer[921],5,1296618040.837403
3,3389,25795,10000,Buffer[739],71,1166304741.5813344
3,3391,26368,10000,Buffer[541],7,-1659819351.8396568
3,3411,27359,10000,Buffer[723],43,-901653427.8410199
3,3511,32689,10000,Buffer[859],0,1202162650.837547
3,3391,25302,10000,Buffer[787],26,-1863172167.671421
3,3480,28698,10000,Buffer[727],82,517597474.16319895
3,3494,26809,10000,Buffer[857],13,-46519495.27711749
3,3428,25932,10000,Buffer[775],38,-2079029377.1510582
3,5095,25257,10000,Buffer[633],60,1359097492.0456228
3,3436,28244,10000,Buffer[923],39,603085447.028516
3,3481,26461,10000,Buffer[661],38,420192183.98183346
3,3490,25915,10000,Buffer[818],14,-67005272.9986192
3,3492,31407,10000,Buffer[723],18,68395472.07821846
3,3430,29788,10000,Buffer[799],23,2021107466.1994472
3,3442,32913,10000,Buffer[619],29,-282482684.4971857
3,3477,32755,10000,Buffer[565],39,1153578446.7248662
3,3509,29911,10000,Buffer[967],121,572613995.6672904
3,3428,27548,10000,Buffer[885],8,1256043330.9362252
3,3424,29208,10000,Buffer[1018],8,-1416646013.2139237
3,3553,32788,10000,Buffer[808],59,1024766384.5293455
3,3464,26090,10000,Buffer[654],14,-1896026821.464129
3,3439,25453,10000,Buffer[887],10,-149403437.855906
3,3550,27225,10000,Buffer[610],91,46329322.75635505
3,3460,32354,10000,Buffer[1001],46,-1817856669.1249807
3,3482,32874,10000,Buffer[898],37,-731463866.9656161
3,3471,30141,10000,Buffer[895],27,-1359133280.0597708
3,3449,25496,10000,Buffer[1024],10,-1961869109.9637537
3,3496,26355,10000,Buffer[941],104,-1494232383.152312
3,3528,31729,10000,Buffer[577],23,-575880598.7161515
3,3412,25659,10000,Buffer[594],42,1489370640.864727
3,3407,25938,10000,Buffer[713],75,-1436985057.7783127
3,3549,29315,10000,Buffer[734],106,-586829234.8548043
3,3497,31127,10000,Buffer[920],33,-1749799233.869301
3,3482,26830,10000,Buffer[807],34,438944085.27987385
3,3574,27227,10000,Buffer[915],21,-1114382117.0409856
3,3506,32375,10000,Buffer[619],68,1476083160.2957647
3,3549,28267,10000,Buffer[789],39,-846095727.2883725
3,3524,26525,10000,Buffer[881],19,903833700.7361245
3,3454,26180,10000,Buffer[519],99,-1872531570.788819
3,3466,27259,10000,Buffer[601],16,-1982206658.5924811
3,3440,28891,10000,Buffer[814],34,-679522625.8149284
3,3546,29980,10000,Buffer[531],48,1607224487.2116654
3,3501,30650,10000,Buffer[859],46,-1510270513.3838072
3,4184,27034,10000,Buffer[703],87,-1796750300.797466
3,3392,28154,10000,Buffer[978],34,349887158.1491239
