runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.value.integer,param.count.integer
1,4873,51221,10000,buffer: 0x97e5cfec1ea78b7d,9,113,46
1,4527,56042,10000,buffer: 0x683eb845fa9be3bd,138,242,8
1,6367,59998,10000,buffer: 0x4107ef183d4d3a3d,208,192,47
1,3899,58850,10000,buffer: 0xb4a00cb711ed353d,193,48,83
1,4941,58382,10000,buffer: 0x13dbdb43a04cbb7d,161,10,66
1,4874,61650,10000,buffer: 0x9037e2a59ef01bfd,24,129,17
1,3896,55404,10000,buffer: 0x58cc8b06e5fe9ebd,165,102,47
1,3900,57828,10000,buffer: 0xa23233c06489fefd,78,158,102
1,4869,58297,10000,buffer: 0x6c148d02a418fcbd,37,224,51
1,4878,64917,10000,buffer: 0xbcb12383db5d533d,179,143,73
1,5630,71061,10000,buffer: 0x5e876d599819193d,210,115,85
1,4866,65014,10000,buffer: 0x0ba279982f06b2bd,35,142,10
1,4870,63980,10000,buffer: 0xff27fc0d4fa47a3d,160,184,23
1,5783,64149,10000,buffer: 0xb97d1498fe03b3fd,25,93,21
1,3897,58440,10000,buffer: 0x83acf193b864847d,12,13,62
1,3898,63610,10000,buffer: 0xea2cde95700054bd,209,144,97
1,3906,72553,10000,buffer: 0x4ba012d6f1d13c3d,112,53,85
1,4369,66276,10000,buffer: 0xad81fe2130391d3d,80,234,126
1,4264,63744,10000,buffer: 0x79e1e9ca020dfd3d,235,129,74
1,5728,59049,10000,buffer: 0x96d1b0712acec13d,218,237,118
1,3897,63500,10000,buffer: 0x7d995fe719fc103d,76,204,2
1,4835,62964,10000,buffer: 0x1f32bfb1bce31f3d,106,161,5
1,3897,54253,10000,buffer: 0x7389832f699a8bbd,48,5,9
1,3897,58776,10000,buffer: 0xb75c705ebfe0b87d,118,210,106
1,3898,44637,10000,buffer: 0x459d7d32ea9d49bd,6,108,38
1,3898,64344,10000,buffer: 0x5355aaaa448f7fbd,136,36,44
1,3907,58047,10000,buffer: 0x47aac4eb5c942ebd,224,70,30
1,4869,64410,10000,buffer: 0x0dc83afddb51c27d,155,36,29
1,4872,61414,10000,buffer: 0x285f4355dcbcd93d,105,130,57
1,3898,59627,10000,buffer: 0x1b9a4dfa17e35c3d,27,18,96
1,3896,55470,10000,buffer: 0x0b2f699ccb5dc63d,175,113,51
1,4869,66673,10000,buffer: 0xd777636baaac08bd,210,136,77
1,4866,62333,10000,buffer: 0xea8f8b4b70a1ad3d,171,157,13
1,4868,59759,10000,buffer: 0xd7fa52c2304f1b3d,202,186,24
1,4867,60770,10000,buffer: 0x2d42613e8431113d,228,219,37
1,3899,57443,10000,buffer: 0x1b093a8198c1bd3d,151,197,50
1,4872,63992,10000,buffer: 0x5f1906f34447567d,121,200,89
1,3898,56857,10000,buffer: 0x056ab3ad377bfabd,0,116,62
1,4864,59110,10000,buffer: 0x8266fbf2bd2fe5bd,47,22,4
1,3899,56780,10000,buffer: 0x93118199d1cf10fd,214,129,89
1,4864,60690,10000,buffer: 0x0145431ed86b1f7d,128,13,76
1,4870,59094,10000,buffer: 0x5e2fe5b07af6ad3d,59,22,61
1,4873,56109,10000,buffer: 0x2b481682e7e379bd,145,101,75
1,4870,57055,10000,buffer: 0x34f7e656c0f19bfd,103,142,61
1,4866,59532,10000,buffer: 0x74356991f4e6e13d,229,198,104
1,3896,56517,10000,buffer: 0xa386dc87f5b5a37d,147,30,93
1,4863,63690,10000,buffer: 0x2db243d94fcdb23d,30,163,11
1,4941,61495,10000,buffer: 0x6fc1cbb2fa5c583d,62,75,38
1,4871,60349,10000,buffer: 0x9da5495045a65cfd,69,186,76
1,3894,57483,10000,buffer: 0xb2bede7bd3e6223d,230,219,97
1,3893,57298,10000,buffer: 0x234d616688fd92bd,130,234,86
1,4779,64191,10000,buffer: 0x2a45448a9b94933d,244,190,35
1,3895,57501,10000,buffer: 0xd2142e912d6249fd,13,28,79
1,3900,58214,10000,buffer: 0xda0b38d84e439afd,158,210,61
1,3897,56539,10000,buffer: 0x2c24934a308232bd,16,145,86
1,3898,59525,10000,buffer: 0xe907983757b4e97d,78,195,71
1,4870,56214,10000,buffer: 0x9a42fea214d3f53d,111,40,41
1,4871,59182,10000,buffer: 0xfa73c3c01c175bbd,234,118,76
1,4870,64156,10000,buffer: 0x3603ca04979779bd,166,12,52
1,4871,61896,10000,buffer: 0xa5500ad721bd0bbd,134,213,25
1,3899,58002,10000,buffer: 0x2f5dc38f93da90fd,103,13,61
1,4872,65574,10000,buffer: 0x442743b4d46de83d,154,120,119
1,4811,64810,10000,buffer: 0x6d9bdea9cc6a273d,180,138,35
1,5036,57969,10000,buffer: 0x830870296d78c33d,160,95,53
1,4868,74569,10000,buffer: 0xd9ecbae2da8b813d,1,156,71
1,3928,76145,10000,buffer: 0x8f503199e652203d,31,161,18
1,4871,62725,10000,buffer: 0xfcad25c7b7b6613d,152,144,111
1,4872,64658,10000,buffer: 0xe7d4d8fff9c83c3d,64,149,44
1,4873,57688,10000,buffer: 0x7b812e24d7c18bbd,72,130,96
1,3894,57833,10000,buffer: 0xd00f310d8ac20ebd,114,11,107
1,3898,57673,10000,buffer: 0x44a1a90b695979fd,158,111,104
1,3898,62356,10000,buffer: 0xaa54f16f52d6753d,100,234,26
1,3940,69184,10000,buffer: 0x3aecc1bcdba0b5bd,222,117,21
1,3897,61136,10000,buffer: 0xe531427dd886207d,43,196,16
1,3898,56761,10000,buffer: 0x2a9c3c3de6c3433d,223,202,121
1,3902,58972,10000,buffer: 0xeacfa579e31f8e3d,115,80,86
1,3895,61474,10000,buffer: 0xf0dbf66e000f8c7d,74,54,96
1,4867,66898,10000,buffer: 0x2633b29d2bf55bbd,143,130,125
1,3898,55998,10000,buffer: 0x8e1ac23a84f268bd,47,12,25
1,3897,56199,10000,buffer: 0xa0fc74b2d8c7d93d,252,4,55
1,4864,62789,10000,buffer: 0xe3b7dc0ea500843d,231,27,40
1,3895,56850,10000,buffer: 0x03ae69a253d16dbd,7,30,70
1,3898,57947,10000,buffer: 0xe00c51e2337c4dfd,154,43,47
1,3896,56695,10000,buffer: 0x9a9e819f5eaf0e3d,88,15,112
1,3895,62359,10000,buffer: 0xe30ef596bb68a33d,159,156,6
1,3899,56530,10000,buffer: 0xb931c368fbea653d,69,235,7
1,4910,59916,10000,buffer: 0x909f9d737471fa3d,29,40,74
1,3897,61212,10000,buffer: 0xfb9506d5a2c63d3d,19,197,21
1,3897,58982,10000,buffer: 0xd50f5520f9dfe97d,151,98,88
1,3935,59724,10000,buffer: 0xdee30d431af7af3d,102,104,83
1,4868,60634,10000,buffer: 0xa6ba9d5fbdb6c53d,207,74,68
1,3894,57464,10000,buffer: 0x2bbca372496d8fbd,185,61,71
1,4869,60801,10000,buffer: 0x790bf8ad58798d3d,45,120,68
1,3897,56585,10000,buffer: 0x73dd8709e76d9d3d,228,61,108
1,4871,58308,10000,buffer: 0x2379a2a3904117bd,97,204,122
1,4869,60599,10000,buffer: 0x99fc401bed1afe3d,242,89,27
1,4863,56476,10000,buffer: 0x9b04c2f0612fb3fd,14,159,4
1,3898,56500,10000,buffer: 0xa50b2eff561b56fd,209,73,33
1,3898,64116,10000,buffer: 0x2cbc2ce25a6e64bd,218,111,12
1,4878,63673,10000,buffer: 0x9bb247172736513d,2,57,80
2,3261,41125,10000,buffer: 0xe72a8f365c0d0005,227,247,81
2,4815,38073,10000,buffer: 0x8166f0bee9c82305,215,125,17
2,3262,36531,10000,buffer: 0xb33892db9e76d905,83,204,73
2,3263,39919,10000,buffer: 0xfc8ae57ad0b94785,177,222,30
2,3273,36032,10000,buffer: 0x2340024a6b97ba05,164,126,121
2,3273,36620,10000,buffer: 0x035e06fd3eaee505,160,228,92
2,3275,37152,10000,buffer: 0xe67c8a03bb32bfc5,244,127,50
2,3272,35900,10000,buffer: 0xc647d4c6b438f005,138,181,40
2,3275,36979,10000,buffer: 0x126378283ea0ee05,221,241,63
2,3275,39133,10000,buffer: 0x4c0803caf94c3485,143,70,71
2,3276,36756,10000,buffer: 0xd4b767ab428c8d85,131,171,15
2,3288,36363,10000,buffer: 0x088bfe2519abc445,53,55,5
2,3280,37540,10000,buffer: 0xe3f4182df5f58005,161,76,8
2,3266,39429,10000,buffer: 0x5a2482bdb79a3145,136,178,84
2,3283,36564,10000,buffer: 0x7a001510e417f545,205,230,9
2,3326,44726,10000,buffer: 0xfcbab16e697dd385,64,167,120
2,3297,37460,10000,buffer: 0x07548b6ee3d6eb05,254,228,86
2,3281,35991,10000,buffer: 0x5b300f8ee5987a45,208,133,69
2,3289,39200,10000,buffer: 0xde7e40083d28e0c5,144,23,78
2,3277,37406,10000,buffer: 0xe7b339654068af05,128,160,105
2,3282,36419,10000,buffer: 0x898f91ef2c4aaac5,233,214,29
2,3287,39075,10000,buffer: 0xff1540bf15d9fa05,127,8,52
2,3304,36070,10000,buffer: 0x4b05663ed190d805,224,165,54
2,3325,36086,10000,buffer: 0x0138e8ddcec0c285,66,63,116
2,3305,37343,10000,buffer: 0x15e4e4a7710191c5,66,26,66
2,3276,36286,10000,buffer: 0x850b1626fe248e05,4,71,116
2,3276,36623,10000,buffer: 0x3b5a6fde6d18e585,239,144,104
2,3278,38271,10000,buffer: 0xa175c6c6556ce9c5,115,149,112
2,3276,37621,10000,buffer: 0x73ba5c1f865d3785,57,166,115
2,3279,36406,10000,buffer: 0x90a036ee95101e85,24,182,83
2,3276,37276,10000,buffer: 0x6fdd199bcf2d9d85,222,210,124
2,3287,37253,10000,buffer: 0x0b9b0af83625f805,42,245,127
2,3276,37218,10000,buffer: 0x7d710cd47d67a945,186,74,10
2,3283,40175,10000,buffer: 0x7395f990bfd50045,141,60,5
2,3299,37870,10000,buffer: 0x2dd382fd5c38d245,243,223,14
2,3276,36414,10000,buffer: 0xbf0978a937d50205,234,182,87
2,3285,41877,10000,buffer: 0x1f3ced7039208605,243,101,65
2,3274,38122,10000,buffer: 0x394146b90add8e85,59,190,89
2,3285,36808,10000,buffer: 0x69f48911d9c2ad05,192,58,72
2,3289,38599,10000,buffer: 0x865be999b4d0ab85,64,158,24
2,3285,36210,10000,buffer: 0xb9618eff41c6aac5,121,65,91
2,3279,36324,10000,buffer: 0xab95d30636f8d505,227,90,126
2,3291,37952,10000,buffer: 0x701f0afcd50a7105,76,147,8
2,3276,36572,10000,buffer: 0x4b1f92f1faab8d45,121,168,8
2,3329,36295,10000,buffer: 0x231801a06f6a6fc5,209,99,48
2,3288,40685,10000,buffer: 0x81225f4b050c0a05,58,238,70
2,3275,39696,10000,buffer: 0xd43ce800b3e1d405,85,139,71
2,3278,40702,10000,buffer: 0x13529274f0723505,164,62,113
2,3281,37714,10000,buffer: 0x976dd781984b2085,178,208,60
2,3274,37823,10000,buffer: 0x1d578dc603099e05,215,47,43
2,3285,36408,10000,buffer: 0xc3a2132590db2705,69,39,60
2,3295,38310,10000,buffer: 0xf322d4f4ce53e805,250,231,33
2,3303,37058,10000,buffer: 0xb9e110bb71214405,106,191,107
2,3275,36113,10000,buffer: 0xee5816fa98e08a85,180,79,72
2,3283,36630,10000,buffer: 0xbd7e0984fb811205,126,169,0
2,3263,38252,10000,buffer: 0x18e0a775e8b39605,82,32,78
2,3276,38105,10000,buffer: 0x074196fb8a6db7c5,22,119,23
2,3269,39264,10000,buffer: 0x5ddb190083ce9a05,182,6,55
2,3754,36273,10000,buffer: 0x84240c0d6b471205,107,198,117
2,3265,36961,10000,buffer: 0x8632c2893ad3ac05,74,3,121
2,3278,38019,10000,buffer: 0x1f05e4e210c78e05,2,208,42
2,3267,36124,10000,buffer: 0xbdc33bdd0b6f7205,74,255,106
2,3276,36514,10000,buffer: 0xf4af8ed38cabb485,72,25,0
2,3266,38735,10000,buffer: 0xe3187ee15f4a4605,14,82,10
2,3294,36327,10000,buffer: 0x06e7d3f611fe8605,212,92,31
2,3276,36143,10000,buffer: 0x735a6eb7e87d2585,212,24,67
2,3276,36903,10000,buffer: 0xadebc2d4d88aae45,219,19,37
2,3268,37011,10000,buffer: 0x5442ce13ea444b85,105,208,111
2,3285,36478,10000,buffer: 0x84f229280a685905,59,133,102
2,3266,38462,10000,buffer: 0x5fe5e10774416385,220,25,127
2,3276,36306,10000,buffer: 0x3b3f56d9feb1ab85,113,243,79
2,3299,37557,10000,buffer: 0x5368d083db57fc05,97,168,65
2,3289,37370,10000,buffer: 0x06cb800faf611885,231,67,3
2,3281,36733,10000,buffer: 0x8a5b2431b0e0d6c5,225,196,112
2,3273,36595,10000,buffer: 0x6ab56c3f227bb705,65,210,29
2,3262,39066,10000,buffer: 0x7442492e379afe45,19,169,10
2,3277,36301,10000,buffer: 0x97f8b2de9b2d3685,172,189,17
2,3266,38202,10000,buffer: 0xdd2aaf203be888c5,235,237,8
2,3261,38125,10000,buffer: 0xa4c62569f99d4f85,19,65,110
2,3265,37328,10000,buffer: 0x194e455c792ef605,73,229,2
2,3282,36318,10000,buffer: 0x878c0f79bc9db285,198,190,27
2,3276,38591,10000,buffer: 0x399c938cf8256cc5,117,30,14
2,3291,35815,10000,buffer: 0xf8f8e7670ec21a05,122,113,35
2,3277,37042,10000,buffer: 0x0302c9fc1b9cc005,2,208,39
2,3291,36818,10000,buffer: 0xfa9aee0ca7c79d45,4,105,46
2,3285,36503,10000,buffer: 0x1bb15cda31e2ee05,162,234,55
2,3283,36800,10000,buffer: 0xb2ace85f3cd36205,107,234,96
2,3332,38324,10000,buffer: 0x531cf79f61fa5505,119,152,38
2,3296,36417,10000,buffer: 0xfc0053b281923f05,12,140,114
2,3298,36617,10000,buffer: 0x10da7f982fbde605,120,164,110
2,3292,37530,10000,buffer: 0xa6f6a45c0c615e45,204,123,102
2,3272,36999,10000,buffer: 0x19aa53a14bbdf505,176,95,82
2,3286,37037,10000,buffer: 0x5798d64b7ab35005,85,116,94
2,3287,39231,10000,buffer: 0xea0c241ec9191405,232,115,71
2,3296,36139,10000,buffer: 0xc986670afc37f305,57,28,67
2,3275,36603,10000,buffer: 0x7157d192dc582a05,233,88,101
2,3283,37886,10000,buffer: 0x19f02604c30c3205,108,223,65
2,3484,35867,10000,buffer: 0x10e55951f08e2205,163,77,59
2,3265,35945,10000,buffer: 0x0569ceeaa3f746c5,206,143,46
2,3278,38597,10000,buffer: 0xdeaf32ed92665505,202,75,47
3,3901,49125,10000,buffer: 0x1615a8832dd96763,23,197,106
3,3913,60434,10000,buffer: 0xf660ad6a73200c23,115,213,121
3,3987,57751,10000,buffer: 0xf9c981087855a4a3,164,170,123
3,4294,80368,10000,buffer: 0xe81897ece3670023,25,159,62
3,3907,64414,10000,buffer: 0x49897b846251c1a3,151,3,36
3,5390,51423,10000,buffer: 0xcefc7bfcbc5e0123,244,98,93
3,4878,66160,10000,buffer: 0x15a3bf44526141a3,29,21,29
3,3902,55143,10000,buffer: 0xa5498491b53b87a3,148,68,50
3,3904,64170,10000,buffer: 0xd3ad12097a1938e3,191,143,106
3,3897,65535,10000,buffer: 0x50c2051d7fffc923,111,20,99
3,3901,56052,10000,buffer: 0xca5d979e242db523,251,50,11
3,3898,63928,10000,buffer: 0xb9ee6334d9c2c1a3,189,82,30
3,3900,64928,10000,buffer: 0xbee6405bda251a63,244,252,26
3,3896,56837,10000,buffer: 0xeffff4be325afa63,156,144,77
3,4868,63493,10000,buffer: 0x095f6a0b1570c923,206,155,103
3,3897,65591,10000,buffer: 0x4da7fd7205449623,233,92,125
3,3997,63956,10000,buffer: 0x8de149d703c2dea3,32,221,76
3,6124,60554,10000,buffer: 0xe53948b96ff2e923,240,14,60
3,3899,65606,10000,buffer: 0xa5d9ebdab256aba3,172,179,10
3,3895,66617,10000,buffer: 0xb1c02ed864071d23,83,217,66
3,3897,60050,10000,buffer: 0xfb43d4d7a4b22263,108,246,1
3,4878,60756,10000,buffer: 0x930b377a7211a0a3,213,192,121
3,4878,63345,10000,buffer: 0x1165a844f290eca3,80,66,16
3,6204,60053,10000,buffer: 0xb8e545da60a90c23,42,249,83
3,3927,60221,10000,buffer: 0x7884d8e2af843ae3,14,84,18
3,3897,63893,10000,buffer: 0xb4d05434eeb50123,190,226,66
3,3898,65423,10000,buffer: 0x04f8ecebc6a584a3,80,148,92
3,4873,57197,10000,buffer: 0x9c7bec7b9c633123,184,137,11
3,3899,63615,10000,buffer: 0xbba417ffeb91c8a3,241,174,94
3,3897,63299,10000,buffer: 0x7600059f529a0a23,166,224,36
3,4872,63594,10000,buffer: 0xc0db9f169ef841e3,6,112,54
3,3900,63934,10000,buffer: 0x391f16adcd971ba3,19,167,116
3,3898,62973,10000,buffer: 0xd789c1f84a1bb3a3,219,30,25
3,3897,61192,10000,buffer: 0xd55b6246bda72e23,251,180,23
3,3899,58458,10000,buffer: 0x27b12aa29e0f2d23,188,135,21
3,3898,66270,10000,buffer: 0xe791819b829b7d63,191,161,85
3,3900,66151,10000,buffer: 0x6387db334dd73aa3,14,216,19
3,3899,69199,10000,buffer: 0xcbbc8933780657a3,225,11,13
3,3898,63632,10000,buffer: 0x3c4b15b070236423,82,109,83
3,3906,64663,10000,buffer: 0x940f673af3abd723,121,115,93
3,3900,62032,10000,buffer: 0x017ecba26d639ba3,151,150,44
3,3901,64535,10000,buffer: 0x78d34615245e8523,231,125,76
3,3899,63822,10000,buffer: 0x966b3305863968a3,38,195,1
3,3906,57020,10000,buffer: 0x75f9546e77c39b23,89,115,57
3,3904,65341,10000,buffer: 0xb2d3b9fc1d475923,4,137,72
3,3897,63819,10000,buffer: 0x234d2cea2a81b523,221,162,83
3,3898,65719,10000,buffer: 0xe357182139dba2e3,196,55,70
3,4351,87948,10000,buffer: 0xdf7d5da94d86e523,128,186,91
3,3899,66023,10000,buffer: 0x862e5fbb6d5749a3,32,191,83
3,3905,69035,10000,buffer: 0x7c8df56c1d33d923,169,70,118
3,3899,57063,10000,buffer: 0xf84d86f0b75bab63,88,13,39
3,3896,64044,10000,buffer: 0x0eddfda2e4dfb1e3,86,250,96
3,3899,64382,10000,buffer: 0x23dd0ac7ffae3f23,251,254,123
3,5886,61285,10000,buffer: 0x0521dfc411782423,224,105,67
3,4878,61996,10000,buffer: 0xd44607611b62efa3,21,90,102
3,3895,61410,10000,buffer: 0xa85a4b04f9e4b7a3,227,117,108
3,4016,67305,10000,buffer: 0x8005a716c4ff5a23,107,22,100
3,3898,56943,10000,buffer: 0xefc7c8bd85797c63,253,58,4
3,3900,61353,10000,buffer: 0x6e64fe76fd277823,10,175,106
3,4389,65206,10000,buffer: 0xa8696a2f8ef22e23,34,70,6
3,4874,65963,10000,buffer: 0x5257919d68c01aa3,222,205,24
3,3896,64597,10000,buffer: 0x049ca1895d9ce963,208,170,81
3,3910,65067,10000,buffer: 0x191e59d222854ca3,57,129,73
3,4201,64814,10000,buffer: 0x54a4103424ac5923,144,10,55
3,3911,64954,10000,buffer: 0x51e9aa9f57e41323,31,83,103
3,3911,64115,10000,buffer: 0xd691f26303b110e3,178,160,29
3,4871,69373,10000,buffer: 0x68f8ec9a836518e3,179,50,121
3,4883,64062,10000,buffer: 0x0ad6fcd6c19003a3,213,39,36
3,3899,64697,10000,buffer: 0xe618fa90df635523,148,148,42
3,3949,57439,10000,buffer: 0x87e1661332d41023,21,15,11
3,3901,56844,10000,buffer: 0xfe3473e8f11bf063,230,196,43
3,3896,58223,10000,buffer: 0xed50bc27a4cb5823,224,177,15
3,3896,57779,10000,buffer: 0xfafe2d32971a01e3,82,60,20
3,3896,62930,10000,buffer: 0x1618510a39a01623,97,27,39
3,3895,59181,10000,buffer: 0x47473b78f2327e23,74,220,22
3,3897,59121,10000,buffer: 0xc866d8c1b05aee63,136,194,44
3,3978,55695,10000,buffer: 0x6c18b74cfc4a8123,56,225,0
3,3899,57336,10000,buffer: 0x103ba0b3ba4465a3,192,133,10
3,3921,61885,10000,buffer: 0x6baf2c844dc2f2a3,31,98,117
3,3899,63399,10000,buffer: 0x5425530b65382523,214,136,63
3,3895,57974,10000,buffer: 0xc7e252b58c665e23,47,137,14
3,3895,60021,10000,buffer: 0xc9a9e12a1d62f923,232,176,95
3,3900,62102,10000,buffer: 0x850431fb685acbe3,115,214,110
3,3900,56840,10000,buffer: 0xed501149a75f8d23,198,101,22
3,3898,59045,10000,buffer: 0x96cabde8aeab4123,45,42,94
3,3894,56931,10000,buffer: 0x82439d8fe5f6f523,224,91,65
3,3897,56285,10000,buffer: 0x5655ddb09a41d123,81,160,35
3,3897,63725,10000,buffer: 0x19c1d692a52ba823,234,111,18
3,4114,65989,10000,buffer: 0x976f8f6187c866a3,123,20,63
3,3932,63149,10000,buffer: 0x19d9ee689b554d63,169,7,44
3,3911,68448,10000,buffer: 0xe2c105bffa21b023,6,169,115
3,3918,55287,10000,buffer: 0x9e4c7aacfab9a923,37,14,61
3,3920,60184,10000,buffer: 0x67dc961a3c3d2023,115,74,7
3,3896,64848,10000,buffer: 0x8d37a606da019323,56,97,110
3,3907,60872,10000,buffer: 0x7beac8cdda625d23,147,114,96
3,4870,60031,10000,buffer: 0xbee96bdb8b011123,92,127,71
3,4249,65454,10000,buffer: 0xf6d5034ed6cfc863,213,84,79
3,3894,55805,10000,buffer: 0xe8e38af1821187a3,88,126,22
3,3895,56687,10000,buffer: 0xc1e34b36c01d0963,188,8,28
3,3895,57158,10000,buffer: 0xdb12fec47efe4e23,141,192,6
4,2979,29150,10000,buffer: 0x793f75e6cf0be4f0,26,115,92
4,2936,31553,10000,buffer: 0xfedd9c15e4eddfb0,178,146,83
4,2937,32277,10000,buffer: 0x8ec88662dbb81c70,97,130,84
4,2951,29003,10000,buffer: 0x58ef88bb1c6f5d30,175,162,122
4,2933,31482,10000,buffer: 0x270191a181619370,83,244,34
4,2926,28698,10000,buffer: 0xe8dfc8f21343ae70,178,53,109
4,2948,28595,10000,buffer: 0xe157270b7be0f3b0,149,21,11
4,2912,29397,10000,buffer: 0x8f2404c4e04e4df0,244,84,107
4,2952,29083,10000,buffer: 0x898314ce457ad170,157,127,95
4,2937,28791,10000,buffer: 0xca611b1a0f3f9c70,84,112,105
4,2931,30866,10000,buffer: 0x3f21a61b531c16b0,57,242,24
4,2978,39257,10000,buffer: 0x9f3a62f8fa3fa430,228,55,103
4,3119,31067,10000,buffer: 0x02df75d32dff0330,148,195,20
4,2935,30573,10000,buffer: 0xa1ba277a217c8170,186,162,56
4,2969,28839,10000,buffer: 0xf6c20de1681ee870,101,150,52
4,2976,28926,10000,buffer: 0xca79bcf9751808f0,12,203,7
4,2957,30689,10000,buffer: 0xe11728812a855630,80,62,0
4,2960,28464,10000,buffer: 0xf70c8aacb24e6df0,148,217,25
4,2917,28345,10000,buffer: 0x22909075106e42b0,194,116,53
4,2932,29223,10000,buffer: 0x72d3a3244a2a3b70,85,25,69
4,2975,28585,10000,buffer: 0xd9cb85d4cf6c1270,251,235,43
4,2944,28489,10000,buffer: 0xbbc7df278f497070,33,47,24
4,2921,30725,10000,buffer: 0x839c2fd7a4212270,0,115,55
4,2928,28580,10000,buffer: 0x91a7507c1e81e0f0,200,30,122
4,2965,30409,10000,buffer: 0xb5ef37442af04470,197,227,70
4,2955,30048,10000,buffer: 0x8eb360a13a8e12f0,184,13,30
4,2922,28464,10000,buffer: 0xaf614ae942c72030,91,126,24
4,2938,28445,10000,buffer: 0xfdf7276ce53112f0,134,206,16
4,2941,31857,10000,buffer: 0x651b8e4527c2acb0,136,81,20
4,2915,28348,10000,buffer: 0xc213d67f71cd9370,6,185,48
4,2985,29529,10000,buffer: 0x482e853a3a90a1f0,59,52,9
4,2944,31303,10000,buffer: 0x9df270fd04c64b70,53,235,119
4,2951,29964,10000,buffer: 0xad0ac555afd94670,29,155,86
4,2991,29369,10000,buffer: 0x4c8478f8d7c27070,210,221,77
4,2950,31628,10000,buffer: 0x60af8e457bf63270,149,85,43
4,2982,30668,10000,buffer: 0xba51578dfd5353f0,250,109,24
4,2990,30083,10000,buffer: 0x0ea3c7297ddf2d70,165,115,123
4,2979,30957,10000,buffer: 0x1d318ffced630c70,106,93,14
4,3209,28659,10000,buffer: 0x2517fff477379470,229,216,41
4,2970,29352,10000,buffer: 0x1c652972403c2c70,251,221,35
4,2947,31600,10000,buffer: 0x45df0e7abd2dde70,227,248,103
4,2942,29677,10000,buffer: 0x8d6fe42ff5a57c70,27,67,65
4,2956,29063,10000,buffer: 0x7dd388a5803b54f0,21,222,14
4,2907,29477,10000,buffer: 0xef75ad5911666f70,54,56,42
4,2937,29352,10000,buffer: 0x27ac38c5289fed70,43,147,41
4,2935,29060,10000,buffer: 0x9e72bc82b2252e30,245,58,38
4,2958,34719,10000,buffer: 0xc81fce7ee5bfe3f0,160,42,96
4,2927,29089,10000,buffer: 0x033bd285627060f0,169,83,17
4,2959,28892,10000,buffer: 0xd5e4416c9099a5b0,203,241,32
4,2962,29316,10000,buffer: 0x16bf1a4118c02570,252,67,99
4,2963,28565,10000,buffer: 0x2f29c35bb9c77470,176,47,72
4,2940,28733,10000,buffer: 0x7b644ad7c17b6b70,23,62,109
4,2912,32023,10000,buffer: 0xd8ec8aaef712ca70,249,194,78
4,2956,28803,10000,buffer: 0xbdf1ba063caaebf0,229,215,92
4,2948,28482,10000,buffer: 0x1a77fc2fe2e8d930,140,197,38
4,3223,30569,10000,buffer: 0xa98ee074a6e5d270,208,15,74
4,2915,28549,10000,buffer: 0x5204fb153128f470,147,253,103
4,2911,28498,10000,buffer: 0xd05264d5f50ab970,175,172,23
4,2921,28983,10000,buffer: 0x5f2f92fc44f068f0,23,249,28
4,2953,29005,10000,buffer: 0x5df4e389541f8070,151,12,2
4,2980,29542,10000,buffer: 0x5e4abd0686d70870,220,164,74
4,2912,29148,10000,buffer: 0xd3d4823cb007e470,97,175,13
4,3009,28940,10000,buffer: 0xbf50f98f9970aab0,224,3,40
4,3007,28879,10000,buffer: 0xfe28133cf959dc30,187,233,21
4,3038,30413,10000,buffer: 0x3ef9f49acd22d8b0,209,103,45
4,2942,30749,10000,buffer: 0x04f9051d94603ef0,27,47,59
4,2975,29469,10000,buffer: 0xfdd6723641d86070,231,154,66
4,3841,29279,10000,buffer: 0x661bfdefdc4ebef0,225,248,90
4,2958,28512,10000,buffer: 0x95e710fefb181870,15,90,61
4,2964,28969,10000,buffer: 0xeee48f4df67b1370,162,164,79
4,2926,29878,10000,buffer: 0xdc03917cbe285a30,91,250,72
4,2964,28926,10000,buffer: 0x18b989f4e58bdc70,164,116,109
4,2966,29736,10000,buffer: 0x7de85d184c4becf0,159,179,75
4,2932,31227,10000,buffer: 0x6d5b5779fca5e330,150,8,67
4,2951,28743,10000,buffer: 0x3c7199fbc58f1670,211,122,124
4,2942,28457,10000,buffer: 0xc017392ad4fffab0,104,111,31
4,2927,29601,10000,buffer: 0xa3783d66f8ead770,128,232,4
4,2926,29016,10000,buffer: 0xa5dee55a92e17470,61,157,96
4,2970,28863,10000,buffer: 0x1def8ed9adb74970,0,123,73
4,3074,29570,10000,buffer: 0xaeea932e6794e4f0,94,108,82
4,2943,29016,10000,buffer: 0x2481ac7342b1feb0,74,74,74
4,2916,28266,10000,buffer: 0x0cbd70f2b8e402f0,126,76,33
4,2926,30693,10000,buffer: 0x251c3378d30e8130,83,147,12
4,2929,28529,10000,buffer: 0x069f9133eed0d070,230,190,78
4,2977,28790,10000,buffer: 0xc4a4fb229549b230,108,113,1
4,3020,30478,10000,buffer: 0x5106617a06ea5fb0,96,114,117
4,2968,28484,10000,buffer: 0x39e2e04f97e2edf0,211,46,45
4,2966,28701,10000,buffer: 0xe213985185201130,198,122,66
4,2966,30897,10000,buffer: 0xca7fa5fe99137470,227,85,102
4,2919,29073,10000,buffer: 0x864d5e3ec54e74f0,73,88,77
4,2937,28314,10000,buffer: 0x2112a0d56da58c70,83,139,16
