runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.value.integer,param.count.integer
28,3899,57531,10000,buffer: 0xaadecf0f7d8b27a4,153,250,73
28,3896,55587,10000,buffer: 0x0b00b04b2f7c33a4,71,82,3
28,4870,55011,10000,buffer: 0xaf1ab9b83fd475a4,43,92,3
28,4870,55237,10000,buffer: 0x42c00114036743a4,172,2,9
28,3908,56252,10000,buffer: 0xf9831fd15c3b0064,167,110,114
28,3929,57820,10000,buffer: 0x18e2cb3d30d9bfa4,58,203,11
28,3913,58450,10000,buffer: 0xad56ee5d4b71ba64,199,208,59
28,3901,58841,10000,buffer: 0x91048923aeac3ba4,187,239,86
28,3927,51851,10000,buffer: 0xcae6f76a947eb7a4,37,114,51
28,3911,56989,10000,buffer: 0x39a9d1e8dfc83be4,37,232,124
28,3898,56858,10000,buffer: 0x9018781ef51a6f24,169,216,80
28,3896,58510,10000,buffer: 0x51d37a52efefbd24,40,220,73
28,3898,56668,10000,buffer: 0xf8912f0ab548f9a4,218,78,66
28,3913,55499,10000,buffer: 0x6d2a3ff02e9b4424,76,73,24
28,4874,57910,10000,buffer: 0x2571a4a59b9b0664,33,53,77
28,3896,58445,10000,buffer: 0xc5c9bae5491f40a4,188,84,112
28,3898,56624,10000,buffer: 0x24fea79892c67e24,220,196,101
28,3898,58565,10000,buffer: 0xf95c0a215da10ba4,89,182,104
28,3899,56440,10000,buffer: 0x5c5428b0a02348e4,148,66,68
28,3896,55512,10000,buffer: 0x148a547d60b34b24,242,29,0
28,3898,56885,10000,buffer: 0x24c8f1717988b3a4,150,148,127
28,3899,57500,10000,buffer: 0x4e40653d1d2af5a4,236,61,115
28,3907,54558,10000,buffer: 0xac2346b7e03f5d64,66,211,50
28,4880,59894,10000,buffer: 0xb028d2abb5851824,82,58,51
28,3901,58536,10000,buffer: 0x1e8af7550f1c1a24,138,236,7
28,3897,56401,10000,buffer: 0x6eaa3cecee5f2ea4,103,45,67
28,3897,55973,10000,buffer: 0x709bf042a56cdaa4,219,16,57
28,3896,56441,10000,buffer: 0x560ba46ba0521f64,142,77,26
28,3912,56399,10000,buffer: 0x810ea41a327a80e4,196,148,98
28,3895,57948,10000,buffer: 0x509546d849b0bfa4,52,248,107
28,3906,56928,10000,buffer: 0x3244fa7131fc9ca4,145,251,65
28,4452,56881,10000,buffer: 0xb1ed0464e112b3a4,31,0,127
28,3901,56487,10000,buffer: 0x7ce8fb581fe30fa4,177,208,19
28,3898,56237,10000,buffer: 0xe77ff86e81ecdbe4,58,242,16
28,3898,56810,10000,buffer: 0xadbac61ac4e12424,167,15,114
28,3895,56836,10000,buffer: 0x3a8ef9413545aba4,189,216,56
28,3899,57077,10000,buffer: 0xa35f8bf9988ee424,251,159,115
28,3896,55627,10000,buffer: 0x935111302392d4a4,94,127,54
28,3907,57120,10000,buffer: 0x842eff3eaeaea024,145,80,89
28,3899,57443,10000,buffer: 0x3baf33ceaadb2ba4,225,70,112
28,3907,56404,10000,buffer: 0x564d827987c4ae64,197,168,92
28,3918,57876,10000,buffer: 0xf16ffd5c223d77e4,192,203,62
28,4916,62070,10000,buffer: 0xcb777acced5fc6e4,178,32,60
28,3971,56166,10000,buffer: 0xd7a0951d95a3c1a4,158,20,19
28,3914,57837,10000,buffer: 0xe2ecffbaa2a847a4,51,142,84
28,4886,58635,10000,buffer: 0xa53804c24cb0d464,44,147,112
28,3899,56239,10000,buffer: 0x88f2e1d390f223a4,183,4,71
28,3898,57947,10000,buffer: 0xf7677bf5adb879a4,110,124,22
28,4935,56014,10000,buffer: 0xdc11fc641a7416a4,251,0,3
28,3902,57205,10000,buffer: 0xd6cc3e61113ee9a4,192,167,79
28,4874,55678,10000,buffer: 0x7ab09cb92c4d1b24,154,86,15
28,3910,56455,10000,buffer: 0x277dbbc8b7724f64,22,238,34
28,3960,55194,10000,buffer: 0x20fa92846d29e124,125,97,59
28,4870,57729,10000,buffer: 0x08e51617ddf70924,239,168,55
28,3898,57817,10000,buffer: 0x4d5bef99f0544d24,20,214,92
28,3900,55897,10000,buffer: 0xb0393d700dce9fe4,12,37,106
28,3910,58694,10000,buffer: 0xba7aa6e2aea87164,56,122,98
28,3896,56564,10000,buffer: 0x395a2801845b7da4,42,162,25
28,3896,54813,10000,buffer: 0xefa04c89785fa224,85,18,56
28,3914,58702,10000,buffer: 0x588d7db1fc9bcda4,161,222,4
28,3916,57280,10000,buffer: 0x50f0fbed468d9fa4,151,59,12
28,3913,56419,10000,buffer: 0xd943de2b6a2814a4,162,62,75
28,3897,56928,10000,buffer: 0x7f49f7ad61ed37e4,247,228,24
28,3945,55716,10000,buffer: 0x5af6f9e41b5fdba4,144,49,61
28,3927,57359,10000,buffer: 0xadefa5dfd86eaca4,134,127,66
28,3898,59505,10000,buffer: 0x1a683209b0c80164,37,4,87
28,3897,56637,10000,buffer: 0x8dfac2ea7f19a5a4,4,98,69
28,4870,56355,10000,buffer: 0xd5b8fa6c47790724,162,224,57
28,3910,56933,10000,buffer: 0x617b7141d08074e4,104,32,96
28,3918,56935,10000,buffer: 0x447eeaf62ff925e4,63,253,112
28,3916,55688,10000,buffer: 0xf4faf1b5a7a493a4,160,203,88
28,3899,57654,10000,buffer: 0x02fe90fad8aa7e24,250,165,18
28,3897,58988,10000,buffer: 0x8100c14099ce9624,157,137,118
28,3900,56101,10000,buffer: 0x286b7088c76d54e4,109,74,80
28,3899,56554,10000,buffer: 0xd3d6205124e05fa4,47,137,39
28,3937,58446,10000,buffer: 0x4d47911a0db25a64,14,127,96
28,3959,56637,10000,buffer: 0xe1f99f0edbead8a4,139,2,58
28,3897,58756,10000,buffer: 0xc3a5665987a3c324,3,98,97
28,3924,58339,10000,buffer: 0x3af90b828c766fa4,98,87,68
28,3896,63904,10000,buffer: 0x2246bf5b4836a464,155,196,45
28,3898,56943,10000,buffer: 0x6916d2ef64b0b7e4,223,87,72
28,3910,57191,10000,buffer: 0x24e79db0357b9024,112,12,66
28,3919,56449,10000,buffer: 0xcf7ac881eeab8864,13,130,43
28,3898,58688,10000,buffer: 0x83fb20c6bdfcc6a4,9,174,96
28,3918,56881,10000,buffer: 0x467488136d2474e4,114,52,102
28,3983,69330,10000,buffer: 0xb096ccbacc8d2ca4,199,126,47
28,4871,57382,10000,buffer: 0xf9817c2471a97724,45,67,88
28,3899,57562,10000,buffer: 0x1a216d850f8e8164,109,21,60
28,3898,57849,10000,buffer: 0xd0fcc06f3d4f03a4,113,58,98
28,3896,57159,10000,buffer: 0x294ffb9af35d02a4,24,229,2
29,3323,39712,10000,buffer: 0x4bb1b9a046afa390,56,170,72
29,3272,36130,10000,buffer: 0xc92dc6fa79773890,191,160,126
29,3272,36557,10000,buffer: 0x746a0ba1a65ac790,24,40,13
29,3273,38848,10000,buffer: 0xaa9f24308a6b5210,49,215,63
29,3272,37175,10000,buffer: 0x68edfa24dd2f5550,159,120,10
29,3275,36195,10000,buffer: 0xf1fc173dbb140310,115,185,39
29,3272,39363,10000,buffer: 0x9ce7d220d338a5d0,71,92,29
29,3273,36237,10000,buffer: 0x7e91affa6ff91dd0,95,163,115
29,3276,36225,10000,buffer: 0x780b4750c043b590,168,40,6
29,3275,37639,10000,buffer: 0xb6a7ab349b705150,224,107,76
29,3271,36760,10000,buffer: 0x152fe07502ad1190,60,15,18
29,3273,36639,10000,buffer: 0x08b3b7f699723a90,41,239,104
29,3267,39133,10000,buffer: 0xa7be46240d678d10,138,59,49
29,3271,36217,10000,buffer: 0x6265dfc63527cd90,108,201,33
29,3272,36813,10000,buffer: 0x99e30f2471855c90,87,95,32
29,3271,37232,10000,buffer: 0x5fca37435ded8390,104,110,24
29,3281,36968,10000,buffer: 0x95ec555cd44e59d0,90,77,35
29,3257,36262,10000,buffer: 0xb179926704185950,240,80,93
29,3272,39582,10000,buffer: 0x674cf8cf2bf4f790,169,248,92
29,3263,36134,10000,buffer: 0x388da33a0ab1cf90,244,162,56
29,3275,36204,10000,buffer: 0x6d92dcef962fa2d0,232,8,80
29,3273,36980,10000,buffer: 0xcf5ef32b906e2610,44,18,5
29,3266,36121,10000,buffer: 0x63f2b54f8ee10c90,103,75,122
29,3271,36180,10000,buffer: 0xcaef6c8947493b90,193,71,59
29,3272,39344,10000,buffer: 0x0964608ff6bdce90,229,104,39
29,3277,37503,10000,buffer: 0x1298fae772592210,253,213,36
29,3527,36113,10000,buffer: 0xa7400dc067d35a90,86,164,90
29,3279,38735,10000,buffer: 0x840c465712e98b90,75,198,22
29,3283,35977,10000,buffer: 0x7fd566da5ea94c90,206,227,36
29,3289,36380,10000,buffer: 0x0e606b0dacfc0d50,65,204,124
29,3561,38606,10000,buffer: 0x06c3d5f909167610,51,152,52
29,3272,36363,10000,buffer: 0x3ff0e4fca818b250,55,226,63
29,3281,36951,10000,buffer: 0xf48f0a1f8d787910,211,24,38
29,3275,38490,10000,buffer: 0xb2a15f61103d3290,223,1,104
29,3294,36179,10000,buffer: 0x15cc832de22fbe10,216,246,118
29,3274,37768,10000,buffer: 0xee979c6ac8777b10,89,175,89
29,3288,41611,10000,buffer: 0xd504e1ddbe437fd0,68,46,62
29,3275,36537,10000,buffer: 0x8f4f781ff1073790,229,142,69
29,3320,36828,10000,buffer: 0x5405258e2c8cd850,113,103,18
29,3276,38358,10000,buffer: 0x0256ea86247e3750,92,153,96
29,3296,36633,10000,buffer: 0x3039f72345758b90,236,22,16
29,3275,36557,10000,buffer: 0x3a69932de99df1d0,8,19,5
29,3283,38696,10000,buffer: 0xc189044e6cd39390,164,174,64
29,3286,37141,10000,buffer: 0xca4c7c6dd07d0e90,173,222,74
29,3297,36294,10000,buffer: 0x1ebadfaadc305110,76,19,53
29,3273,37202,10000,buffer: 0x026d51f2e8685f90,131,10,89
29,3291,36362,10000,buffer: 0xc0fceacdbceb0390,172,160,42
29,3273,36875,10000,buffer: 0xa21af8c0e66920d0,191,242,72
29,3281,40285,10000,buffer: 0x0b80261535861310,148,99,57
29,3274,36539,10000,buffer: 0x930cfaf28c75b290,149,161,17
29,3274,36184,10000,buffer: 0xe065e6f5c3795850,123,210,8
29,3273,36795,10000,buffer: 0xe89f2fb3d7254810,193,107,11
29,3287,37208,10000,buffer: 0xe26f5b52fd916590,182,192,91
29,3574,57612,10000,buffer: 0xbcd3bd341c22eb90,43,149,117
29,3273,41527,10000,buffer: 0xedfee51dca40bd10,81,183,73
29,3429,57254,10000,buffer: 0x0b1a4a45aa808a10,71,37,31
29,3272,36188,10000,buffer: 0x6dcbf9a401614810,21,226,8
29,3272,37629,10000,buffer: 0xe577c14a4fb55050,61,176,26
29,3276,36073,10000,buffer: 0x8a27a7f6c7178a10,136,161,50
29,3271,37182,10000,buffer: 0xfbef2daa18766710,78,140,98
29,3286,39026,10000,buffer: 0x208b90be85540590,126,69,64
29,3271,35850,10000,buffer: 0x91592caace9636d0,202,235,39
29,3298,36708,10000,buffer: 0x46acf80fa05c5050,0,164,103
29,3278,38025,10000,buffer: 0xd71d0e8afd1ac290,61,64,117
29,3274,36609,10000,buffer: 0x569f87f603f14190,176,23,62
29,3289,36464,10000,buffer: 0xac68d562a8d36e50,47,27,96
29,3307,39173,10000,buffer: 0x33b642350dc66390,206,133,107
29,3272,37565,10000,buffer: 0x75f3ad95da514790,48,10,11
29,3275,36172,10000,buffer: 0xf09563b58cca8690,177,79,73
29,3274,37171,10000,buffer: 0x99849699c0f46790,55,126,35
29,3298,36557,10000,buffer: 0xd7b411faea098d10,106,109,23
29,3278,36967,10000,buffer: 0x86abad7b5e8b6410,94,226,55
29,3321,39528,10000,buffer: 0xdd4e05ce8b361890,74,122,98
29,3275,37323,10000,buffer: 0xc3036f8ac88a9350,91,55,9
29,3274,36838,10000,buffer: 0xcedd9d7fb9e4ce10,51,179,38
29,3276,37833,10000,buffer: 0x4be9cae6b789e390,23,250,11
29,3292,36555,10000,buffer: 0x3fd876a91345c750,180,158,37
29,3274,39146,10000,buffer: 0x86091c86ceeaaa90,0,240,118
29,3292,40825,10000,buffer: 0x3fb2cccd1856b790,215,38,22
29,3272,37038,10000,buffer: 0xaf23241d4f071f10,60,62,114
29,3275,37666,10000,buffer: 0x59d03836c7465090,10,65,89
29,3283,37881,10000,buffer: 0x3780a06d42856610,42,173,42
29,3320,36546,10000,buffer: 0x63f4471471530990,207,151,0
29,3277,37200,10000,buffer: 0x179c1cb58ce22510,40,30,93
29,3275,39924,10000,buffer: 0xe30860e3d670b590,174,140,101
29,3276,36069,10000,buffer: 0xb15625f233625dd0,84,92,48
29,3284,38310,10000,buffer: 0xaa0d0dcfb591a190,182,21,92
29,3282,37887,10000,buffer: 0xedb48ed56e0ec1d0,102,0,49
29,3286,36586,10000,buffer: 0x24c25e914e463690,102,135,23
29,3277,36045,10000,buffer: 0x92834859191ecf90,86,251,46
29,3285,39204,10000,buffer: 0x1f95fb95c12a1890,50,143,84
29,3275,36711,10000,buffer: 0x0d54fec4b9416f90,81,187,100
29,3284,36235,10000,buffer: 0x2d2b2fab123d2c10,1,227,79
29,3279,37496,10000,buffer: 0xb3c8fbea28befc10,70,48,90
29,3281,36230,10000,buffer: 0x173accab738f7fd0,228,121,32
29,3275,36710,10000,buffer: 0x0143bf5f005a9890,172,36,16
29,3275,38621,10000,buffer: 0x5687d3612d0edb90,22,144,63
29,3271,38497,10000,buffer: 0x7102ee936993fd90,41,115,50
29,3271,37409,10000,buffer: 0xa73dc02103513f90,14,230,116
29,3284,37480,10000,buffer: 0x72c9caedd1055b10,5,120,20
30,4900,55147,10000,buffer: 0x1971ca3b2fe05faf,222,149,122
30,3898,57172,10000,buffer: 0x45df37c7d9d275af,238,55,110
30,4872,54405,10000,buffer: 0xc8fd68149596b0ef,74,146,64
30,4872,58000,10000,buffer: 0x0d916379f51cb7ef,19,220,1
30,3897,52163,10000,buffer: 0x47069b0fc6c197af,234,110,69
30,4872,56850,10000,buffer: 0xbe2ba606f83b8c6f,251,112,120
30,4043,59819,10000,buffer: 0x2f5866844d3fb26f,226,58,110
30,4864,57420,10000,buffer: 0x179146605a157faf,110,211,104
30,4869,56397,10000,buffer: 0x547532e6a886e2ef,174,88,60
30,3892,56690,10000,buffer: 0x21d6240ab09bc56f,127,100,24
30,3895,56927,10000,buffer: 0xa610eba230ed2a6f,236,41,117
30,3897,55623,10000,buffer: 0xd6fd613dee31822f,61,102,99
30,3999,53942,10000,buffer: 0xa2fc9a1c30f9bd6f,81,134,91
30,3897,49214,10000,buffer: 0x73338f7f2eff936f,186,243,112
30,3897,57062,10000,buffer: 0x4145bfccfeea712f,59,193,94
30,3937,48115,10000,buffer: 0x336d82c8e8f89cef,204,136,9
30,4874,57074,10000,buffer: 0x06072707ed6db66f,82,216,116
30,3896,51571,10000,buffer: 0xcbd4c4d5f803926f,87,95,119
30,3897,44893,10000,buffer: 0x6fa2a09bc4e6ee6f,220,228,88
30,3897,55232,10000,buffer: 0x5f6642bea551c16f,43,211,108
30,3912,46721,10000,buffer: 0x22b005ae11447a6f,125,36,48
30,3898,49415,10000,buffer: 0x2cc70d5a5c4f3d6f,208,177,37
30,4247,51003,10000,buffer: 0x08fcbd777506fdaf,158,30,17
30,3897,50536,10000,buffer: 0xd6be65f8221be66f,52,161,88
30,3898,45813,10000,buffer: 0x8cb3e63af547456f,200,193,113
30,3974,45590,10000,buffer: 0x94ff8f4ba065c1ef,23,253,28
30,3899,47492,10000,buffer: 0x7cf90c39923ac16f,229,202,106
30,4870,55964,10000,buffer: 0x992f3931ce98026f,107,198,119
30,3899,52878,10000,buffer: 0xf7e137f959483aef,31,83,52
30,3935,50701,10000,buffer: 0x393187f74f95c82f,22,239,0
30,3895,54420,10000,buffer: 0x4a8921aa40ce726f,86,61,51
30,4873,59483,10000,buffer: 0xc6c03d5863129def,77,72,90
30,3897,45278,10000,buffer: 0x5d19f45bb9de3e6f,24,57,121
30,4869,57941,10000,buffer: 0x37e73294af5f212f,137,236,98
30,4870,54393,10000,buffer: 0xcdd5cb3494ee0c6f,17,115,105
30,4873,56857,10000,buffer: 0x550a0211a599286f,90,71,78
30,4894,56404,10000,buffer: 0x81468e315927566f,231,16,67
30,3899,54341,10000,buffer: 0x731766c016ebacef,40,205,20
30,4952,57798,10000,buffer: 0x7c8009328d98706f,19,13,8
30,3893,59379,10000,buffer: 0x1d6d8bd1a9ace2ef,149,1,87
30,4867,57647,10000,buffer: 0xd59112d47acc96af,75,54,42
30,3896,50944,10000,buffer: 0xb4747706c716d3af,62,1,40
30,4869,56868,10000,buffer: 0xd74ebd5a7a44a86f,236,221,38
30,4870,61673,10000,buffer: 0x1c52c86ea7743def,70,110,98
30,4871,58119,10000,buffer: 0x682051deeb4a3d6f,81,203,61
30,4870,53847,10000,buffer: 0x466f70caf3a1ff6f,142,244,1
30,4863,58355,10000,buffer: 0x114b9085a453ca6f,173,195,63
30,4870,55514,10000,buffer: 0x80839e048fbfbcef,164,145,108
30,3896,56392,10000,buffer: 0x0532ac5f448b33ef,15,103,114
30,3897,60184,10000,buffer: 0x1bd890b5eb1c746f,174,147,36
30,4870,57833,10000,buffer: 0xa64935d17d764f6f,173,186,121
30,4873,57172,10000,buffer: 0xaa68dd7a5ca4af2f,219,142,38
30,3895,57768,10000,buffer: 0xe6fb5941265515ef,232,153,114
30,3895,55572,10000,buffer: 0xc99edb93ad6f056f,58,121,21
30,3925,56678,10000,buffer: 0x828571534e2e26ef,89,88,82
30,3970,58324,10000,buffer: 0x396f826a932509ef,42,32,105
30,3895,55226,10000,buffer: 0xfb60f49157b5176f,86,93,38
30,3893,56155,10000,buffer: 0xaf6ba74e5613e36f,55,236,64
30,3899,59038,10000,buffer: 0x1e2bdbf220d1d02f,0,3,114
30,3895,57840,10000,buffer: 0x5da6c0807978cf6f,186,32,8
30,3895,56692,10000,buffer: 0xc9db972f313f8bef,61,86,28
30,4866,60845,10000,buffer: 0xbf6983142f069baf,40,205,27
30,3896,56277,10000,buffer: 0x0b12717fece5d66f,64,133,10
30,3892,59828,10000,buffer: 0x924750894d01c8ef,123,146,91
30,3895,58550,10000,buffer: 0xb9616aac75bb352f,208,70,17
30,4868,58261,10000,buffer: 0x2903511c8f34b7af,214,229,1
30,4702,64149,10000,buffer: 0xd13b9a74652f20ef,247,143,92
30,4871,58499,10000,buffer: 0xa4f412b75096566f,80,28,64
30,3940,68479,10000,buffer: 0xbc4947fa5da4cd6f,124,178,36
30,3917,67301,10000,buffer: 0x210609d94550826f,81,192,56
30,3950,70329,10000,buffer: 0xe8667a790510f26f,154,131,77
30,3898,57439,10000,buffer: 0x5038fab9bc77706f,211,160,7
30,4015,57637,10000,buffer: 0x0bd14b236ad38e6f,161,55,104
30,4871,64366,10000,buffer: 0xbf27875464857c6f,150,1,118
30,3899,50530,10000,buffer: 0x3e769ac7ba809caf,109,112,11
30,4870,57628,10000,buffer: 0x3b74120be29be3ef,41,195,68
30,3897,57174,10000,buffer: 0xbdda63e44e48a26f,150,208,38
30,4951,58368,10000,buffer: 0x3446467febd6742f,215,125,116
30,4048,50365,10000,buffer: 0x2793a126665f54ef,34,66,18
30,3898,58499,10000,buffer: 0xed112f189e12056f,176,58,18
30,4865,63673,10000,buffer: 0xb4fc042b3f8bbdef,137,171,19
30,4871,57742,10000,buffer: 0x6d4e2c80d26240ef,98,212,1
30,4878,55743,10000,buffer: 0xc274bb108dee8b2f,66,116,56
30,4951,57695,10000,buffer: 0xd66a5570f72c686f,184,154,97
30,4225,55977,10000,buffer: 0x3effb6f53ac61aef,56,2,97
30,4876,66707,10000,buffer: 0x6c014118cbe144af,145,240,85
30,4866,59504,10000,buffer: 0x7390d18bb3cfe06f,240,69,49
30,3921,55447,10000,buffer: 0xee6c4c13de6f1b6f,235,27,41
30,4581,55309,10000,buffer: 0x1817fe3ebc060fef,22,133,55
30,3899,56440,10000,buffer: 0xaf063d221542c76f,43,242,77
30,4955,56456,10000,buffer: 0x4004e3dd7e6dda6f,96,78,85
30,4867,57815,10000,buffer: 0x2eba61f26f18c96f,24,182,34
30,3892,54864,10000,buffer: 0xa9750cdeafb0de2f,125,135,62
30,4878,55053,10000,buffer: 0xe72b81e5864ec36f,254,51,122
30,3892,59445,10000,buffer: 0x3efccd2ef81f792f,42,144,96
30,3896,51771,10000,buffer: 0xa5de88455afaa2ef,199,107,115
30,5849,57496,10000,buffer: 0x8c2a838e8d0f466f,36,23,49
30,3894,55837,10000,buffer: 0xfaf1f1e8afe1526f,239,60,68
30,3893,50994,10000,buffer: 0xd474a5e866ba8a6f,136,96,102
30,4398,54761,10000,buffer: 0xa2fab28dd1658a6f,41,180,58
31,3901,45123,10000,buffer: 0x2f542466e60d5f37,199,53,100
31,3896,69446,10000,buffer: 0x820853763704f6f7,123,170,113
31,3899,60924,10000,buffer: 0xee7654c15cc19e37,91,6,106
31,3896,63062,10000,buffer: 0xe82e478714e82137,101,112,127
31,3894,63915,10000,buffer: 0xd9b71c0949b98137,32,241,58
31,3899,63700,10000,buffer: 0x17439d41401f2eb7,83,17,104
31,3896,61537,10000,buffer: 0x0af2be370acffa37,246,92,60
31,4269,66741,10000,buffer: 0xfdba2dd7a64b2d37,88,244,120
31,3898,64291,10000,buffer: 0x1e4500520b89f6b7,175,138,90
31,3897,65220,10000,buffer: 0x4c0cc05f43d53737,190,187,84
31,3900,65415,10000,buffer: 0x41065cfd8849bbf7,53,36,102
31,4871,61166,10000,buffer: 0x5d7d5ff6e3660137,113,21,6
31,3904,62943,10000,buffer: 0x84a781a59f86e537,232,168,82
31,3900,65429,10000,buffer: 0x8ede35f8299bc977,240,222,103
31,3909,61973,10000,buffer: 0xe34b950d11211c37,43,225,64
31,3941,55017,10000,buffer: 0x825a7bc582db8037,30,8,62
31,3899,58389,10000,buffer: 0x8063645f44ff9eb7,234,107,6
31,3897,61990,10000,buffer: 0xe4cdb333b2607937,231,235,38
31,3900,62639,10000,buffer: 0x7645a48131b29cf7,30,100,15
31,4870,79173,10000,buffer: 0x9c76ad21fb65db37,104,44,33
31,3900,63221,10000,buffer: 0xb005bbcfcb7e3c77,200,124,57
31,3902,64011,10000,buffer: 0x6090d654b5179677,84,89,83
31,4875,64928,10000,buffer: 0x8ffc7426a53def37,235,110,88
31,4868,59772,10000,buffer: 0x946a9586aee430f7,252,9,93
31,4872,63154,10000,buffer: 0x38b62bc9bdc930f7,150,248,125
31,4871,62534,10000,buffer: 0x4c2bea02f75ddd37,221,182,79
31,4870,59039,10000,buffer: 0xfadd12743c7932b7,209,241,48
31,3900,60039,10000,buffer: 0xaba1e1fc78c1d0b7,86,153,69
31,4871,58486,10000,buffer: 0xd71257f33f599077,22,170,29
31,3899,66483,10000,buffer: 0x2abf8d453ebd1db7,94,11,46
31,3900,64722,10000,buffer: 0x7bd182bc83b4e937,181,194,108
31,4871,73836,10000,buffer: 0x4dea8c876a255b37,96,100,91
31,3903,64174,10000,buffer: 0x6fae062f372274b7,121,241,117
31,3900,61322,10000,buffer: 0x870cab71116cba37,215,223,42
31,4870,61369,10000,buffer: 0x9f9452d197d04d37,167,71,118
31,3902,63690,10000,buffer: 0xdfbcc334793f8537,207,207,80
31,3901,63021,10000,buffer: 0xc7648bcb47c8d8b7,178,15,104
31,3901,66086,10000,buffer: 0x056f378dadd94037,149,118,109
31,3901,64502,10000,buffer: 0xfe8e9521ce590737,112,23,115
31,3899,62912,10000,buffer: 0x8e9087f3918b9577,27,156,82
31,3899,60340,10000,buffer: 0x6158b7a09b16e777,9,28,79
31,3932,62511,10000,buffer: 0xf0fcad76ebde6637,211,203,53
31,4882,58435,10000,buffer: 0x44a8a754754f1ab7,19,83,31
31,3909,64434,10000,buffer: 0x3a292c0393d52137,34,54,22
31,3909,64600,10000,buffer: 0x37b4e58fcf0c4c37,170,32,100
31,3910,61548,10000,buffer: 0xd5ec616b65e60437,53,202,47
31,3926,55660,10000,buffer: 0x7fbf9999de2da7b7,93,49,1
31,4882,65430,10000,buffer: 0x2f07b0fb5653ffb7,84,163,8
31,4995,58510,10000,buffer: 0x77b830c96eb539f7,196,10,121
31,4235,64813,10000,buffer: 0x7428053a56f8d537,26,215,118
31,4882,68706,10000,buffer: 0xce9bdb96bea813f7,251,198,64
31,3908,63733,10000,buffer: 0x6bef3ad36effe3b7,116,219,111
31,3909,64387,10000,buffer: 0x46c6fed4ffea0537,25,153,115
31,3901,64338,10000,buffer: 0x613314377de073b7,219,142,84
31,3899,61123,10000,buffer: 0x896fecc20d4a2577,199,44,45
31,3898,64763,10000,buffer: 0x1453ef87aaf27d37,167,221,32
31,3902,65480,10000,buffer: 0x31fd72987ed68737,56,242,22
31,3899,61779,10000,buffer: 0xeaa2cab9abf91937,150,133,41
31,3901,57366,10000,buffer: 0x246b4ae079dd86f7,101,176,112
31,4638,59527,10000,buffer: 0x281dd450366a1df7,230,122,66
31,4873,58388,10000,buffer: 0x66ad9fc80a18f4b7,82,101,116
31,3901,69427,10000,buffer: 0x907aa57ce6a5bc37,220,161,1
31,4871,65212,10000,buffer: 0x0cf2f75e4dad79b7,117,17,109
31,4873,59181,10000,buffer: 0x3c91b20817a76237,75,0,110
31,3919,57561,10000,buffer: 0x1f3832878dd214b7,127,127,75
31,4873,64065,10000,buffer: 0xed8510897d5e8437,194,12,29
31,3904,63014,10000,buffer: 0xaccdb59d7964d137,246,83,93
31,3898,66073,10000,buffer: 0xeee9020d50094d37,129,195,1
31,4947,64356,10000,buffer: 0x9f70994d47a635b7,212,41,34
31,4874,58344,10000,buffer: 0x36423d9746049077,129,92,88
31,3915,63223,10000,buffer: 0x763847b77b6a2a37,80,68,5
31,4880,62663,10000,buffer: 0x4cfeb56e720686f7,80,20,77
31,3947,62147,10000,buffer: 0xb3897a4fbabc1b37,87,167,59
31,3900,58208,10000,buffer: 0x896f27062eccadf7,92,178,95
31,3902,58837,10000,buffer: 0xf5f89659f34ff3b7,124,234,79
31,3912,61312,10000,buffer: 0x4a0ef588cc274137,100,17,50
31,4950,60002,10000,buffer: 0x3eabfa6a74c085b7,253,111,106
31,3901,63608,10000,buffer: 0x435c92bb9880ceb7,76,148,114
31,3915,62265,10000,buffer: 0x3876e2cf83718737,21,39,54
31,4946,65380,10000,buffer: 0xf68d9c2c1fc2c8f7,188,78,18
31,3897,55914,10000,buffer: 0x4d0cebe789765a37,86,233,83
31,4949,64246,10000,buffer: 0xb4cac322338bc377,162,83,125
31,3894,55823,10000,buffer: 0x51cda3b327d532b7,200,254,90
31,3898,63125,10000,buffer: 0xd9f7af1785256c37,2,48,95
31,3898,62091,10000,buffer: 0x9163e1fc68511337,198,174,76
31,3895,66328,10000,buffer: 0x61eea0355a4aaa37,120,99,16
31,4870,59461,10000,buffer: 0x0a8b5ebbb0fe8d77,240,145,13
31,4870,64814,10000,buffer: 0x7a7999a1486485b7,172,58,26
31,3902,66159,10000,buffer: 0x8501b9a4c63eca37,103,133,112
31,4871,59206,10000,buffer: 0x725ea6ace8fe5a77,80,1,17
31,4872,63414,10000,buffer: 0x4c76a9013519bbf7,49,36,99
31,3922,70656,10000,buffer: 0xfe94886045873037,208,234,81
31,3893,64248,10000,buffer: 0x4a6f367bdc3289b7,93,50,87
31,3910,63196,10000,buffer: 0x310084a7a7ecfd37,44,175,38
31,3906,58854,10000,buffer: 0x49a47176e3c35137,220,60,60
31,3906,65691,10000,buffer: 0x2185a286afe6eef7,40,214,111
31,4872,60708,10000,buffer: 0xdeb3ecc8a1cdedb7,181,10,36
31,3899,67914,10000,buffer: 0x703d0eb9628d3837,91,165,5
31,3901,63062,10000,buffer: 0x671f95b9c2990b37,78,185,72
31,3900,61605,10000,buffer: 0x82d3b270b96f3277,123,66,48
32,3914,48238,10000,buffer: 0x4f82f00924d58631,41,50,65
