runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer,param.value.integer
24,4880,64311,10000,Buffer[788],1270,28,1220346952
24,4035,65816,10000,Buffer[723],1470,19,1586161292
24,4680,60128,10000,Buffer[1011],543,25,1276186297
24,3905,60942,10000,Buffer[632],756,10,2732398244
24,4182,63070,10000,Buffer[823],1606,21,146450958
24,3915,58676,10000,Buffer[844],764,30,1668987875
24,3905,62328,10000,Buffer[939],1723,2,109084921
24,4639,94307,10000,Buffer[672],868,27,1099375256
24,3907,64332,10000,Buffer[994],273,18,1016991089
24,3936,58599,10000,Buffer[935],277,16,2172512244
24,3916,57052,10000,Buffer[971],567,22,3288293000
24,3911,58931,10000,Buffer[579],1073,29,2335067039
24,3897,61667,10000,Buffer[1003],198,17,3743452552
24,4993,84840,10000,Buffer[715],433,29,1840684314
24,3907,67272,10000,Buffer[582],275,18,3223675127
24,4242,64403,10000,Buffer[942],1607,19,3714525350
25,4045,59821,10000,Buffer[951],825,1,694772298
25,3853,56505,10000,Buffer[600],306,10,4248199983
25,3859,55344,10000,Buffer[516],1422,5,59919028
25,3901,54085,10000,Buffer[967],502,15,2186194037
25,3761,54461,10000,Buffer[980],294,12,1161712108
25,3884,56346,10000,Buffer[924],1690,21,11144670
25,3797,77837,10000,Buffer[843],381,19,2955618857
25,4030,71269,10000,Buffer[864],862,25,903727413
25,4319,75280,10000,Buffer[651],755,26,67133399
25,4001,68782,10000,Buffer[760],606,16,3858644667
25,4098,70728,10000,Buffer[694],1582,29,626471875
25,4312,74535,10000,Buffer[922],803,9,2255434400
25,3889,79823,10000,Buffer[592],435,28,2559661442
25,3917,65696,10000,Buffer[996],2004,6,2142048755
25,3886,59795,10000,Buffer[665],29,21,368030427
25,4043,74952,10000,Buffer[647],1644,27,954538894
25,4864,78579,10000,Buffer[643],349,7,3500818766
25,4065,75726,10000,Buffer[513],364,30,2957223580
25,4109,85887,10000,Buffer[970],305,16,1458592309
25,4010,76481,10000,Buffer[686],445,28,1470580287
25,4289,74091,10000,Buffer[1011],1228,4,1460214219
25,3908,69844,10000,Buffer[554],1582,11,2631005605
25,3977,64853,10000,Buffer[628],1065,29,897602774
25,4158,82234,10000,Buffer[847],1884,2,3416855298
25,4094,91721,10000,Buffer[585],48,6,1484137717
25,5023,77609,10000,Buffer[693],309,8,3548832791
25,4083,79028,10000,Buffer[957],1481,21,1472670939
25,4007,56142,10000,Buffer[942],1913,30,3035550019
25,3962,65895,10000,Buffer[566],1914,31,333344832
25,4039,55247,10000,Buffer[818],737,28,4011757516
25,3997,63442,10000,Buffer[596],822,29,3819885686
25,4246,60855,10000,Buffer[892],242,24,1120619483
25,4080,75157,10000,Buffer[663],232,30,2948373771
25,4312,71984,10000,Buffer[858],1541,20,1359166912
25,4003,62513,10000,Buffer[790],855,7,215896611
25,3884,56598,10000,Buffer[548],1275,6,2289791030
25,3778,55230,10000,Buffer[599],1743,5,2219771573
25,11470,57320,10000,Buffer[947],788,16,2562414259
25,4115,79956,10000,Buffer[860],976,19,506846747
25,3898,56860,10000,Buffer[843],523,28,3359807926
25,3783,57826,10000,Buffer[551],1376,9,1227708397
25,4258,83459,10000,Buffer[632],1493,20,2165773051
25,3776,55531,10000,Buffer[772],658,31,1288396517
25,11398,70559,10000,Buffer[681],1073,8,3129846427
25,3786,59597,10000,Buffer[995],1467,22,3680694618
25,3906,58325,10000,Buffer[972],812,20,3938667391
25,3856,72036,10000,Buffer[739],328,22,2480154766
25,3747,60358,10000,Buffer[667],81,3,1732712037
25,3790,59427,10000,Buffer[964],115,19,1130480638
25,12008,54581,10000,Buffer[972],622,2,157608679
25,3825,56981,10000,Buffer[925],874,6,4283271876
25,3957,62643,10000,Buffer[868],1331,15,3553236691
25,4105,82977,10000,Buffer[857],370,11,141730441
25,3830,58713,10000,Buffer[686],1096,27,3057494785
25,3777,66460,10000,Buffer[700],91,19,3940302836
25,4043,76454,10000,Buffer[676],373,2,3775558698
25,3890,64149,10000,Buffer[921],1885,21,4010767251
25,3996,71037,10000,Buffer[1010],182,32,828779473
25,3957,73251,10000,Buffer[643],415,22,1667678485
25,3912,69841,10000,Buffer[764],491,26,2739310678
25,3753,53379,10000,Buffer[779],385,29,2849543234
25,4423,55906,10000,Buffer[804],576,28,1444190040
25,4105,78131,10000,Buffer[839],1143,29,886406500
25,4141,56631,10000,Buffer[817],1315,4,1482153282
25,3946,60081,10000,Buffer[566],985,5,1936088871
25,3871,55491,10000,Buffer[975],276,27,4086024197
25,4043,95994,10000,Buffer[528],90,6,1804275434
25,13203,57897,10000,Buffer[699],1980,26,873362292
25,4280,84491,10000,Buffer[776],1340,5,1171532725
25,4033,67315,10000,Buffer[875],1194,14,2781860069
25,4179,78228,10000,Buffer[850],850,6,663853372
25,3947,67703,10000,Buffer[912],1464,8,3991572555
25,3807,74990,10000,Buffer[777],652,28,1938647847
25,3997,54613,10000,Buffer[930],898,24,2409159292
25,3801,54645,10000,Buffer[669],1806,30,2609880033
25,3804,64748,10000,Buffer[977],1237,9,690908281
25,3808,53875,10000,Buffer[944],918,27,926114242
25,4261,74655,10000,Buffer[692],766,7,903067759
25,3939,55575,10000,Buffer[587],318,17,1908580878
25,8697,67369,10000,Buffer[535],1200,12,2720538477
25,3848,72551,10000,Buffer[729],1230,32,2013183573
25,4124,75247,10000,Buffer[915],1410,18,203856513
25,4133,72308,10000,Buffer[964],1490,18,658433752
25,3924,56450,10000,Buffer[760],448,6,1697801884
25,3954,60562,10000,Buffer[554],308,4,1338711981
25,3910,74153,10000,Buffer[868],1700,4,3127743472
25,4223,77926,10000,Buffer[516],305,25,3648394676
25,4211,87012,10000,Buffer[534],1131,29,3182270818
25,4272,64239,10000,Buffer[979],1372,17,3319530279
25,4105,58410,10000,Buffer[700],746,14,3131124617
25,4026,71991,10000,Buffer[653],1254,19,3376444467
25,3962,76296,10000,Buffer[607],1422,27,2759414534
25,4389,88683,10000,Buffer[995],1420,23,3500568881
25,4336,86958,10000,Buffer[864],108,6,1876561992
25,4070,73047,10000,Buffer[653],1493,26,3103763580
25,4012,81536,10000,Buffer[871],1380,6,2012262239
25,3783,61159,10000,Buffer[800],749,31,1555470089
25,3986,71045,10000,Buffer[821],169,19,1549824983
25,4120,59501,10000,Buffer[897],1635,31,3274251953
25,3812,64095,10000,Buffer[951],1945,16,3260766138
26,3915,57485,10000,Buffer[749],1075,22,1672104783
26,3938,53486,10000,Buffer[765],1763,15,3835970176
26,3914,66930,10000,Buffer[564],1334,10,1070511283
26,3920,69998,10000,Buffer[533],1095,5,2255631492
26,4287,67227,10000,Buffer[793],501,14,1414249155
26,3919,65641,10000,Buffer[1002],1706,13,2864260764
26,3913,67132,10000,Buffer[764],255,18,1056843000
26,3930,58541,10000,Buffer[724],202,13,3821502093
26,3921,64746,10000,Buffer[591],1601,23,1649303431
26,3996,66206,10000,Buffer[926],1315,8,2823777321
26,3942,66124,10000,Buffer[648],1719,23,60720619
26,4227,65045,10000,Buffer[954],1209,24,1198034693
26,3912,66476,10000,Buffer[769],728,30,2887295597
26,3912,81845,10000,Buffer[588],729,18,2399780161
26,3919,61466,10000,Buffer[1007],1140,8,121048119
26,3913,66992,10000,Buffer[658],107,21,3762036901
26,3914,65779,10000,Buffer[815],574,29,1618321612
26,3916,66325,10000,Buffer[586],1712,5,2654322324
26,3912,68603,10000,Buffer[664],872,13,1530596210
26,4888,66459,10000,Buffer[924],1220,23,579269125
26,3911,65408,10000,Buffer[612],955,5,1602119631
26,3911,67937,10000,Buffer[630],831,29,949161806
26,3914,67392,10000,Buffer[907],1468,11,1866509813
26,3920,67479,10000,Buffer[691],428,23,220636257
26,4314,68895,10000,Buffer[976],2026,5,635207300
26,4250,66241,10000,Buffer[847],440,27,3564910340
26,3928,70907,10000,Buffer[553],1411,17,3348776145
26,4317,70655,10000,Buffer[999],1372,19,2654021099
26,3908,58182,10000,Buffer[894],360,17,3159574820
26,3906,67257,10000,Buffer[556],1116,24,185183912
26,3916,65886,10000,Buffer[654],1686,28,1531548887
26,3916,65659,10000,Buffer[853],1878,23,2119517896
26,3915,68118,10000,Buffer[743],956,12,1671477495
26,5796,68889,10000,Buffer[771],974,9,3842010230
26,4224,65140,10000,Buffer[538],1786,5,3468835622
26,3912,50469,10000,Buffer[1019],542,5,2528871067
26,3915,75016,10000,Buffer[522],1739,6,3533969556
26,3913,89938,10000,Buffer[572],1137,18,2474190902
26,3914,65213,10000,Buffer[745],752,28,3562926328
26,3914,69883,10000,Buffer[575],424,15,1943122210
26,3916,71236,10000,Buffer[708],1210,13,426356576
26,3920,71030,10000,Buffer[966],1844,15,4275620225
26,3908,76035,10000,Buffer[603],1719,7,3123593645
26,4414,69682,10000,Buffer[515],1314,27,4080721986
26,3929,64697,10000,Buffer[686],1376,32,2716734619
26,3919,70011,10000,Buffer[918],1254,20,3697899419
26,3906,74713,10000,Buffer[536],1811,27,2721661219
26,3917,68382,10000,Buffer[555],1996,21,2719463949
26,3915,66520,10000,Buffer[987],1162,25,1715383815
26,3904,64683,10000,Buffer[735],1447,21,799483051
26,3924,58166,10000,Buffer[924],1161,12,2817789227
26,3920,71165,10000,Buffer[903],194,14,1153665190
26,3915,64498,10000,Buffer[579],861,31,2619578181
26,3914,64124,10000,Buffer[766],1906,4,2243653604
26,3927,67224,10000,Buffer[814],925,1,3291679329
26,3925,49624,10000,Buffer[742],1282,32,2978389636
26,3926,49211,10000,Buffer[586],405,17,755616969
26,3915,52336,10000,Buffer[776],69,9,1655469231
26,3904,47623,10000,Buffer[530],652,26,1837820246
26,4000,63354,10000,Buffer[695],87,12,3774913839
26,3907,67234,10000,Buffer[657],1959,21,3705919058
26,4252,68831,10000,Buffer[957],1246,23,2260042508
26,3914,65957,10000,Buffer[866],791,15,3964306101
26,3916,70119,10000,Buffer[524],1703,29,3196784594
26,3926,68932,10000,Buffer[1024],198,2,2300918168
26,3968,65740,10000,Buffer[980],944,11,2570615469
26,3908,69377,10000,Buffer[795],152,17,1098642779
26,3908,64992,10000,Buffer[1005],107,25,2286413124
26,4012,67427,10000,Buffer[810],1084,12,304896108
26,3904,64631,10000,Buffer[862],209,6,2270059695
26,3914,65961,10000,Buffer[842],23,4,2472046957
26,3911,49496,10000,Buffer[591],415,4,4144149366
26,3914,70001,10000,Buffer[863],852,10,3294427045
26,3919,66183,10000,Buffer[667],673,31,987517402
26,3977,64647,10000,Buffer[588],1008,4,2667891804
26,3911,66934,10000,Buffer[897],1898,28,381738046
26,3928,84172,10000,Buffer[900],1453,26,4024184279
26,3914,64786,10000,Buffer[573],891,31,2227181996
26,4191,66461,10000,Buffer[883],1942,19,4159039447
26,3914,66099,10000,Buffer[668],1584,14,3620476497
26,3920,47766,10000,Buffer[838],515,28,8797435
26,3907,66117,10000,Buffer[925],696,25,3229139053
26,3943,64524,10000,Buffer[651],853,31,928606792
26,3947,53814,10000,Buffer[609],1029,17,1186731478
26,4096,87943,10000,Buffer[694],435,1,1723740003
26,4337,54391,10000,Buffer[961],97,11,281596653
26,3925,48826,10000,Buffer[603],158,27,3722914404
26,3927,65335,10000,Buffer[603],248,24,476178098
26,3952,66531,10000,Buffer[866],1957,4,363615956
26,4138,61279,10000,Buffer[835],1305,10,1399276067
26,3915,59547,10000,Buffer[791],549,3,2703098429
26,3928,67304,10000,Buffer[940],1880,29,2426737431
26,3915,65839,10000,Buffer[821],859,16,1948309585
26,3916,74367,10000,Buffer[889],1614,5,2386964664
26,3915,67602,10000,Buffer[890],1270,25,1269505502
26,3915,66740,10000,Buffer[685],1000,19,3455813672
26,3919,67549,10000,Buffer[815],1113,9,4106063937
26,3916,65803,10000,Buffer[952],850,29,2639120105
26,3904,70086,10000,Buffer[755],173,11,1768327319
26,3914,68265,10000,Buffer[646],390,25,188504283
27,4930,47570,10000,Buffer[956],241,6,1899050101
27,3900,61951,10000,Buffer[948],1655,17,2300876666
27,3901,67314,10000,Buffer[575],1635,23,373069647
27,5384,65454,10000,Buffer[806],1169,12,2909534138
27,3914,69443,10000,Buffer[797],1896,30,4125069456
27,4186,93881,10000,Buffer[624],750,4,2688407561
27,4362,95301,10000,Buffer[786],859,29,2689805706
27,3898,69380,10000,Buffer[950],354,18,804781659
27,3897,57446,10000,Buffer[821],1475,28,3906331096
27,5508,58324,10000,Buffer[1011],1174,6,2628235175
27,3900,64848,10000,Buffer[812],289,27,3870578269
27,3898,46495,10000,Buffer[903],1403,29,4132508899
27,3897,60104,10000,Buffer[556],1066,32,55711508
27,3898,51358,10000,Buffer[862],1237,27,2541027082
27,4172,63567,10000,Buffer[915],554,6,4239527222
27,3901,62896,10000,Buffer[546],148,14,176592538
27,3906,65420,10000,Buffer[1004],100,21,2629643072
27,5881,103740,10000,Buffer[723],572,20,2205093160
27,6179,102078,10000,Buffer[779],242,30,1922428985
27,4696,98421,10000,Buffer[662],127,26,2953120610
27,3899,111758,10000,Buffer[705],1215,3,3261327229
27,3934,100465,10000,Buffer[788],1480,6,891645858
27,4795,82805,10000,Buffer[645],249,1,2617216082
27,4151,95834,10000,Buffer[730],1025,25,1448074382
27,4001,73602,10000,Buffer[645],1616,25,210303890
27,6346,100639,10000,Buffer[909],316,17,2917167841
27,3897,62428,10000,Buffer[681],1580,23,2652129746
27,3934,80504,10000,Buffer[825],1755,1,3170915567
27,4045,101689,10000,Buffer[740],1230,8,249932981
27,5328,92251,10000,Buffer[737],546,16,3709049662
27,4517,94195,10000,Buffer[530],1478,7,965778971
27,6215,92466,10000,Buffer[937],1684,24,2923505519
27,3899,59695,10000,Buffer[690],1435,10,90793104
27,5376,59054,10000,Buffer[866],801,18,791091916
27,3897,64638,10000,Buffer[1002],669,28,4291441721
27,3897,50236,10000,Buffer[572],239,20,639100524
27,4226,67010,10000,Buffer[519],928,7,3017249283
27,3901,105365,10000,Buffer[552],1545,4,2289730045
27,5292,96740,10000,Buffer[846],163,26,4197181395
27,4529,72550,10000,Buffer[751],1741,12,822682400
27,3897,71488,10000,Buffer[716],981,26,1484940426
27,4530,86335,10000,Buffer[845],1027,5,1996074210
27,3969,81336,10000,Buffer[1019],1029,17,1650790360
27,4435,80477,10000,Buffer[594],643,2,429229523
27,5753,98543,10000,Buffer[533],1892,15,770326673
27,7188,92514,10000,Buffer[939],1912,13,1777612763
27,4391,95056,10000,Buffer[837],2023,24,1181624632
27,3980,96237,10000,Buffer[1002],999,11,801945038
27,5507,96635,10000,Buffer[827],1480,31,3212476375
27,4819,92786,10000,Buffer[846],1077,17,4079161026
27,4871,86937,10000,Buffer[694],1015,2,2724706418
27,5924,89709,10000,Buffer[728],1989,13,2970351792
27,3964,63563,10000,Buffer[863],1938,6,2301209993
27,3897,61148,10000,Buffer[740],1165,24,4232197038
27,3897,60279,10000,Buffer[906],186,3,3012530358
27,3897,49208,10000,Buffer[702],1292,26,3333712556
27,3898,61376,10000,Buffer[920],2016,7,2938730350
27,3897,69763,10000,Buffer[884],392,16,1235467701
27,3955,64269,10000,Buffer[833],1963,10,1536694817
27,4034,57869,10000,Buffer[965],1727,2,4262279209
27,3899,65354,10000,Buffer[795],1810,11,2698408938
27,3897,66367,10000,Buffer[884],231,16,2116501765
27,3904,64439,10000,Buffer[876],624,11,4095927521
27,4061,53040,10000,Buffer[757],1978,28,637155638
27,3975,65643,10000,Buffer[647],1942,18,1288430503
27,4389,60590,10000,Buffer[642],1667,18,1708232421
27,4060,73301,10000,Buffer[720],439,23,798460396
27,4016,75638,10000,Buffer[833],1155,6,4129976950
27,3903,69121,10000,Buffer[518],1889,30,526394007
27,4361,68128,10000,Buffer[553],572,23,1626109739
27,3977,62504,10000,Buffer[525],355,23,5713870
27,4073,66643,10000,Buffer[896],1754,6,3119704407
27,4398,76986,10000,Buffer[718],1952,22,3258883383
27,3898,69823,10000,Buffer[834],569,28,696960491
27,4117,60215,10000,Buffer[641],118,4,3118505083
27,4195,57827,10000,Buffer[813],4,12,465494731
27,3928,74794,10000,Buffer[852],1086,17,440427594
27,4299,108155,10000,Buffer[686],1533,32,4106201851
27,4206,66828,10000,Buffer[583],730,3,1248405759
27,3900,70993,10000,Buffer[720],83,29,3385994964
27,4082,61812,10000,Buffer[1002],1891,29,2686313025
27,3913,65664,10000,Buffer[933],97,9,1338334668
27,3903,50215,10000,Buffer[806],1308,16,701292985
27,3913,54085,10000,Buffer[696],386,14,4106549997
27,3915,65347,10000,Buffer[913],1791,11,531579373
27,3911,70127,10000,Buffer[689],1162,10,2008763122
27,3927,65648,10000,Buffer[875],1917,1,1185360731
27,4320,59211,10000,Buffer[576],1213,27,2182385990
27,3908,67761,10000,Buffer[729],658,7,225483643
27,3905,69132,10000,Buffer[896],624,16,2569487661
27,3909,60576,10000,Buffer[848],294,21,1635778464
27,4053,68191,10000,Buffer[613],1845,12,3456406941
27,3925,56208,10000,Buffer[665],227,30,3390627637
27,4478,56835,10000,Buffer[868],320,7,2607363104
27,4153,91219,10000,Buffer[614],1657,12,1488234604
27,3911,64018,10000,Buffer[782],1314,18,3040397390
27,3916,65012,10000,Buffer[570],226,24,3820356678
27,3927,66852,10000,Buffer[977],1003,11,2749759170
27,3929,57455,10000,Buffer[752],969,24,2485419800
27,3913,65399,10000,Buffer[787],1409,15,3409986544
28,3459,41592,10000,Buffer[796],690,18,3925910748
28,3531,62745,10000,Buffer[697],1410,2,98618209
28,3481,48886,10000,Buffer[890],942,18,3827100036
28,3479,43988,10000,Buffer[748],514,5,2653035310
28,3487,41863,10000,Buffer[841],997,22,2093844122
28,3531,60272,10000,Buffer[853],227,31,2250710808
28,3444,40244,10000,Buffer[836],679,24,188662942
28,3501,54023,10000,Buffer[1013],1977,9,1953101929
28,3486,49116,10000,Buffer[1009],938,14,73470768
28,3484,43970,10000,Buffer[779],335,20,426722014
28,3443,45147,10000,Buffer[544],1324,12,3900877370
28,3459,58733,10000,Buffer[917],1087,9,2865886828
28,3467,43716,10000,Buffer[943],1265,29,2567847944
28,3535,62613,10000,Buffer[639],58,32,807629414
28,3447,40439,10000,Buffer[626],695,19,903650913
28,3556,60162,10000,Buffer[770],150,20,3149822657
28,3459,43140,10000,Buffer[557],540,15,3743625492
28,3492,47916,10000,Buffer[871],1783,25,4226143880
28,3510,40955,10000,Buffer[693],1674,14,975790240
28,3477,41855,10000,Buffer[791],852,17,3170933356
28,3439,46419,10000,Buffer[548],656,10,1631037769
28,3485,52831,10000,Buffer[933],1730,27,358468294
28,3485,45267,10000,Buffer[569],446,28,1566098198
28,3485,45477,10000,Buffer[1003],714,31,1582424455
28,3466,42241,10000,Buffer[808],161,17,1980986010
28,3526,60560,10000,Buffer[681],909,16,4283960526
28,3553,62070,10000,Buffer[781],1815,26,978755829
28,3471,43392,10000,Buffer[649],680,15,2706537264
28,3570,50299,10000,Buffer[728],1055,31,849001809
28,3533,44090,10000,Buffer[779],1162,10,1629672363
28,3450,44630,10000,Buffer[1017],1100,4,353688220
28,3464,41623,10000,Buffer[845],146,31,1415120995
28,3511,48953,10000,Buffer[919],475,23,621941282
28,3534,43572,10000,Buffer[756],1172,25,633219646
28,3941,61533,10000,Buffer[667],533,11,374911542
28,3486,42654,10000,Buffer[1003],332,5,358372914
28,3521,44897,10000,Buffer[965],757,27,4253955025
28,3549,43635,10000,Buffer[683],1287,19,1048216749
28,3464,49303,10000,Buffer[585],249,21,3728970789
28,4043,43070,10000,Buffer[1017],1887,29,3933817423
28,3498,43498,10000,Buffer[824],1712,1,2280690726
28,3474,42335,10000,Buffer[664],639,29,2071110046
28,3550,46114,10000,Buffer[620],5,26,912423703
28,3572,60667,10000,Buffer[525],1674,3,648256155
28,3500,48116,10000,Buffer[626],460,21,779299779
28,3511,41106,10000,Buffer[852],28,22,821897492
28,3525,45446,10000,Buffer[625],305,6,2308314752
28,3485,43959,10000,Buffer[744],1320,20,1063856030
28,3525,58758,10000,Buffer[614],1916,4,1413824004
28,3485,45807,10000,Buffer[669],1557,14,3972037194
28,3523,43721,10000,Buffer[763],1186,4,4135700808
28,3538,56427,10000,Buffer[908],609,30,2671197298
28,3469,48616,10000,Buffer[776],1878,15,251680817
28,3535,60902,10000,Buffer[783],1538,6,57721246
28,3538,46091,10000,Buffer[911],1074,8,3141486368
28,3638,63401,10000,Buffer[645],1204,17,2848049762
28,3611,54456,10000,Buffer[718],1043,13,1977521546
28,3559,58168,10000,Buffer[628],1002,14,3095700547
28,3512,46200,10000,Buffer[728],205,2,4003665698
28,3650,60815,10000,Buffer[605],43,27,3314697319
28,3517,41066,10000,Buffer[581],1328,25,1250541829
28,3535,48797,10000,Buffer[792],1642,30,2292208653
28,3484,50367,10000,Buffer[600],917,3,3067000706
28,3490,52996,10000,Buffer[997],687,31,3358913917
28,3436,63043,10000,Buffer[686],1261,23,3438837646
28,3569,45108,10000,Buffer[657],491,22,1826198288
28,3501,52096,10000,Buffer[920],786,23,1479335937
28,3544,61418,10000,Buffer[638],1589,27,3505739728
28,3538,59602,10000,Buffer[904],68,23,2998124671
28,3593,57538,10000,Buffer[562],1201,1,2131781474
28,3531,60599,10000,Buffer[616],532,23,622364172
28,3846,63781,10000,Buffer[962],509,9,2265620815
28,3548,65962,10000,Buffer[735],602,4,3930896347
28,3525,47145,10000,Buffer[913],345,21,991070101
28,3490,44637,10000,Buffer[856],1790,29,2798736094
28,6093,48313,10000,Buffer[627],443,15,4097207069
28,3802,52449,10000,Buffer[835],116,23,4045244892
28,3595,51093,10000,Buffer[905],595,27,3296436767
28,3508,42917,10000,Buffer[958],58,20,1551843382
28,3490,56993,10000,Buffer[759],109,14,15183650
28,3516,51352,10000,Buffer[946],176,15,1602263952
28,3733,43805,10000,Buffer[797],1049,8,768002917
28,3624,54115,10000,Buffer[956],1417,27,2701573071
28,3535,43912,10000,Buffer[837],1022,9,3031942399
28,3564,45925,10000,Buffer[883],1098,15,274228554
28,3516,43165,10000,Buffer[998],930,15,347293070
28,3531,62565,10000,Buffer[730],562,30,171429421
28,3637,45977,10000,Buffer[997],1372,2,3801119285
28,3576,67833,10000,Buffer[881],1164,27,1446201638
28,3566,61619,10000,Buffer[875],41,14,2984983917
28,3510,46747,10000,Buffer[643],1042,7,2028280863
28,3459,49252,10000,Buffer[826],161,27,3285551561
28,3560,53426,10000,Buffer[736],430,4,2471316527
28,5819,53036,10000,Buffer[806],619,23,1529127008
28,3584,71585,10000,Buffer[979],46,10,3026090153
28,3566,56516,10000,Buffer[736],1230,32,3663792807
28,3590,65621,10000,Buffer[984],680,19,1618533480
28,3476,43106,10000,Buffer[619],315,12,3465401871
28,3851,58725,10000,Buffer[907],784,12,3746315381
28,3510,44314,10000,Buffer[587],981,4,3065213036
29,3897,50378,10000,Buffer[680],1761,19,614546676
29,3897,57115,10000,Buffer[930],1423,4,1520104692
29,3897,57212,10000,Buffer[695],852,29,3837420308
29,3897,58588,10000,Buffer[908],72,5,428571996
29,3897,57895,10000,Buffer[563],1254,8,2728432538
29,3898,58980,10000,Buffer[957],584,31,3692914039
29,3903,57806,10000,Buffer[596],1653,4,4213845145
29,3920,51080,10000,Buffer[749],1956,25,2404667244
29,3898,53902,10000,Buffer[790],696,15,4278213206
29,4872,56267,10000,Buffer[570],1267,4,3789676609
29,3966,57057,10000,Buffer[994],1806,5,1553529273
29,3897,63795,10000,Buffer[826],1980,13,4125961263
29,3951,56955,10000,Buffer[894],955,5,914873989
29,4886,66133,10000,Buffer[830],342,4,2690348771
29,3938,58946,10000,Buffer[670],187,26,3501476335
29,3903,58153,10000,Buffer[668],29,22,2196554029
29,3904,58620,10000,Buffer[588],1560,9,2696326297
29,3914,60696,10000,Buffer[879],263,2,1944276087
29,3903,58700,10000,Buffer[899],2005,7,4143015241
29,3898,57024,10000,Buffer[896],773,14,2584602350
29,3897,57875,10000,Buffer[688],206,9,1105078456
29,3907,63129,10000,Buffer[1002],856,9,1656010707
29,3899,57271,10000,Buffer[851],1844,23,770391110
29,3895,59298,10000,Buffer[867],602,24,1279850932
29,3906,57700,10000,Buffer[924],1929,11,42072614
29,3903,63839,10000,Buffer[773],1448,9,1580070725
29,3903,58154,10000,Buffer[684],1661,8,167524813
29,3903,57058,10000,Buffer[923],219,25,2674639411
29,3909,57301,10000,Buffer[921],1667,16,3344519720
29,3900,61030,10000,Buffer[1016],1734,19,588374390
29,3923,64919,10000,Buffer[646],1450,27,3307041675
29,3903,58869,10000,Buffer[815],1575,14,2323169576
29,3903,60048,10000,Buffer[677],486,27,667475959
29,3898,59299,10000,Buffer[900],1536,21,1096449745
29,3967,57020,10000,Buffer[874],1028,21,2983442745
29,3897,58990,10000,Buffer[585],1629,25,2607041311
29,3898,60101,10000,Buffer[547],666,12,1891293035
29,3899,48939,10000,Buffer[557],976,15,3698186582
29,3898,65218,10000,Buffer[774],1751,29,366251407
29,3898,56357,10000,Buffer[961],117,17,3155537066
29,4252,56607,10000,Buffer[525],84,22,1176590817
29,3912,59824,10000,Buffer[612],52,3,1575330098
29,4146,57815,10000,Buffer[629],1131,15,2447898940
29,3896,57071,10000,Buffer[654],296,15,1164761754
29,3907,58043,10000,Buffer[870],1072,13,4007572903
29,3902,52704,10000,Buffer[777],86,16,1585990128
29,3943,52872,10000,Buffer[920],1807,4,1014097290
29,3898,61235,10000,Buffer[986],131,22,3231724982
29,4873,71657,10000,Buffer[616],1295,7,4140275592
29,4077,59681,10000,Buffer[631],930,25,2960836294
29,3904,59192,10000,Buffer[628],1677,23,3525812123
29,3893,59193,10000,Buffer[521],807,15,3911056980
29,4111,59114,10000,Buffer[997],1465,18,986404651
29,3897,54676,10000,Buffer[766],1256,28,233148936
29,3896,57760,10000,Buffer[704],1762,26,1348813862
29,3923,59849,10000,Buffer[723],624,31,1113526002
29,3906,57680,10000,Buffer[785],111,14,3630233283
29,4878,60376,10000,Buffer[727],1113,1,1075915102
29,3905,61176,10000,Buffer[841],1958,1,617251886
29,3910,61055,10000,Buffer[740],75,20,4032366665
29,4884,60208,10000,Buffer[989],937,3,1616724178
29,3913,56971,10000,Buffer[533],110,12,148415626
29,4885,61332,10000,Buffer[653],338,31,3069457708
29,4882,60781,10000,Buffer[996],1669,1,500115510
29,3905,56497,10000,Buffer[865],182,25,192802500
29,3908,58571,10000,Buffer[577],1138,23,887778695
29,3907,56906,10000,Buffer[908],1883,26,294259696
29,3907,64225,10000,Buffer[588],1556,13,565910629
29,3905,57846,10000,Buffer[861],598,10,4050224263
29,3915,57610,10000,Buffer[890],1912,7,1264635511
29,3919,58464,10000,Buffer[859],915,19,4080395620
29,3909,60598,10000,Buffer[816],1987,29,2357883618
29,3934,61294,10000,Buffer[899],1593,3,3267355144
29,3902,58124,10000,Buffer[809],615,19,3295316747
29,4875,63052,10000,Buffer[884],1760,2,1238048370
29,3896,58029,10000,Buffer[1024],448,24,1984297923
29,3902,57289,10000,Buffer[544],11,16,1873982589
29,3902,59441,10000,Buffer[866],780,17,653830444
29,3898,67499,10000,Buffer[997],1517,19,1555769328
29,5371,57454,10000,Buffer[959],1190,21,3910942569
29,3897,60227,10000,Buffer[954],388,2,2338245659
29,3895,65453,10000,Buffer[987],1850,21,2364967878
29,3949,56955,10000,Buffer[691],2017,23,3735851660
29,3903,61003,10000,Buffer[529],1792,19,1161057207
29,3901,57696,10000,Buffer[858],1183,15,363176303
29,3905,57194,10000,Buffer[589],919,8,1449031274
29,3900,58567,10000,Buffer[656],181,22,1361620476
29,3898,57593,10000,Buffer[1004],1917,11,4143799671
29,3903,64943,10000,Buffer[848],1075,4,4120776152
29,3898,59387,10000,Buffer[1021],1838,7,1731042563
29,4213,65717,10000,Buffer[1016],973,29,4210964419
29,3896,58345,10000,Buffer[983],1856,26,624763858
29,3896,56794,10000,Buffer[858],2022,23,2364614083
29,3928,66673,10000,Buffer[904],446,12,2466268946
