runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer,param.value.integer
1,3369,44088,10000,Buffer[1015],119,13,2708964564
1,3372,40133,10000,Buffer[660],1878,6,65952980
1,3375,39944,10000,Buffer[917],461,2,2547224987
1,3332,40966,10000,Buffer[931],720,22,1230678534
1,3392,38841,10000,Buffer[780],1766,19,329346099
1,3363,37213,10000,Buffer[570],897,1,1262599671
1,3394,42450,10000,Buffer[882],1468,4,3964172629
1,3366,36989,10000,Buffer[854],1350,1,2469179399
1,3364,38068,10000,Buffer[575],1901,24,2301969425
1,3431,44089,10000,Buffer[556],803,13,1999576828
1,3388,38474,10000,Buffer[794],1429,1,4238658636
1,3394,38173,10000,Buffer[651],169,30,2096591735
1,3413,43481,10000,Buffer[686],818,10,3684982861
1,3319,37279,10000,Buffer[686],808,2,3607342118
1,3342,39011,10000,Buffer[746],1702,4,1256272352
1,3342,40762,10000,Buffer[956],1260,18,4211425131
1,3365,40829,10000,Buffer[722],1537,16,3851522258
1,3344,38291,10000,Buffer[667],1378,16,1796602216
1,3367,41183,10000,Buffer[685],521,31,128632188
1,3329,37046,10000,Buffer[941],1129,1,1783078173
1,3389,39139,10000,Buffer[1024],786,14,4090166064
1,3343,41219,10000,Buffer[992],625,17,1333719902
1,3420,39318,10000,Buffer[862],1034,22,1368311466
1,3377,42193,10000,Buffer[932],704,16,3594703535
1,3365,41075,10000,Buffer[996],97,5,2998184989
1,3343,36921,10000,Buffer[566],60,1,814523877
1,3342,37655,10000,Buffer[520],1298,3,1836603179
1,3365,42475,10000,Buffer[975],446,18,2211453758
1,3369,39077,10000,Buffer[551],1720,28,3326175445
1,3360,40759,10000,Buffer[573],550,3,3500043233
1,3322,39382,10000,Buffer[967],1784,6,676129290
1,3323,43365,10000,Buffer[646],1182,20,3105319534
1,3401,39228,10000,Buffer[591],136,17,2883161514
1,3400,41454,10000,Buffer[816],1372,11,2501103729
1,3414,41680,10000,Buffer[982],1774,3,1932074802
1,3471,46577,10000,Buffer[705],522,27,772766344
1,3388,41846,10000,Buffer[911],648,28,3734353878
1,3327,39066,10000,Buffer[798],1797,11,2172065433
1,3317,36850,10000,Buffer[954],2014,19,1056769727
1,3369,39465,10000,Buffer[936],1581,19,2328921594
1,3399,38753,10000,Buffer[991],1466,28,2184918
1,3352,38448,10000,Buffer[962],77,12,2275354301
1,3436,42915,10000,Buffer[713],568,17,2329625078
1,3446,38843,10000,Buffer[991],1826,15,2770869259
1,3365,38043,10000,Buffer[542],775,28,2734073012
1,3349,39495,10000,Buffer[573],1335,7,2753911719
1,3387,38764,10000,Buffer[779],1619,23,1581937411
1,3391,38596,10000,Buffer[964],1684,9,1357430211
1,3343,41266,10000,Buffer[585],2013,25,6049685
1,3343,38436,10000,Buffer[832],1783,26,799154505
1,3347,38900,10000,Buffer[982],442,9,542186606
1,3376,40009,10000,Buffer[661],136,2,2153830906
1,3377,38312,10000,Buffer[811],1255,29,2214012721
1,3319,38469,10000,Buffer[730],1902,32,593368494
1,3411,42359,10000,Buffer[529],1173,5,451800148
1,3392,39478,10000,Buffer[763],1463,6,2444182427
1,3365,39688,10000,Buffer[518],1562,9,3571618250
1,3388,43705,10000,Buffer[973],645,16,1210539540
1,3414,41640,10000,Buffer[619],853,32,3896189856
1,3410,40872,10000,Buffer[643],48,16,36403443
1,3411,42939,10000,Buffer[659],1361,18,2975179154
1,3345,39638,10000,Buffer[942],376,30,2593878079
1,3824,37834,10000,Buffer[567],1041,24,3281723241
1,3447,43857,10000,Buffer[614],1268,18,2954751270
1,3394,37586,10000,Buffer[821],1673,31,1240486126
1,3432,39585,10000,Buffer[951],275,18,1133060681
1,3399,43016,10000,Buffer[902],20,30,710265529
1,3368,38939,10000,Buffer[539],882,5,3791678079
1,3377,38989,10000,Buffer[971],819,2,1450678690
1,3435,40573,10000,Buffer[925],1867,27,3885091362
1,3446,39831,10000,Buffer[722],940,23,1063396112
1,3387,40192,10000,Buffer[807],1908,3,2853249492
1,3370,41636,10000,Buffer[587],498,9,3586171278
1,3334,38157,10000,Buffer[822],1415,5,3142059836
1,3388,39307,10000,Buffer[645],845,12,1200793664
1,3964,40531,10000,Buffer[783],1005,29,264564388
1,3364,39395,10000,Buffer[839],732,19,3077089382
1,3390,39453,10000,Buffer[885],644,13,901637274
1,3379,40837,10000,Buffer[988],1849,26,926383837
1,3514,62772,10000,Buffer[544],779,2,2182805994
1,3732,38258,10000,Buffer[956],910,28,1732146344
1,3376,39301,10000,Buffer[638],1213,26,1055199666
1,3412,40533,10000,Buffer[801],1804,7,3698571757
1,3482,41569,10000,Buffer[634],1914,7,2788262560
1,3447,42688,10000,Buffer[852],780,10,3506044311
1,3782,52347,10000,Buffer[1006],1657,24,699783343
1,3410,39350,10000,Buffer[930],866,21,320418984
1,3388,40587,10000,Buffer[849],1642,9,3630695206
1,3437,39382,10000,Buffer[793],1418,16,609212444
1,3449,41434,10000,Buffer[947],523,8,1190286081
1,3460,41462,10000,Buffer[935],1738,6,4127275174
1,3862,39046,10000,Buffer[1012],220,10,3937077482
1,3414,40711,10000,Buffer[747],56,22,748470269
1,3411,40639,10000,Buffer[1010],1496,22,1620669912
1,3461,41196,10000,Buffer[997],1359,10,1720115500
1,3412,40885,10000,Buffer[841],815,13,2497523633
1,3464,45192,10000,Buffer[589],1268,20,488070443
1,3525,57787,10000,Buffer[608],1048,7,3597915354
1,3447,40518,10000,Buffer[1007],1966,13,421006007
1,3511,39187,10000,Buffer[855],1758,21,4203649234
2,3438,41594,10000,Buffer[976],204,5,3105540047
2,3487,42534,10000,Buffer[608],8,3,3039704523
2,3498,48599,10000,Buffer[742],1249,22,3680512889
2,3558,42307,10000,Buffer[1006],2033,4,1057646659
2,3477,46852,10000,Buffer[781],1784,6,3590435460
2,3495,45503,10000,Buffer[986],381,5,2717110381
2,3472,42300,10000,Buffer[740],1175,2,3809532340
2,3535,47118,10000,Buffer[982],17,30,4168983679
2,3547,49636,10000,Buffer[585],1498,18,1279041069
2,3616,51794,10000,Buffer[634],1815,7,1411417230
2,3546,49367,10000,Buffer[948],228,29,1639705762
2,3483,46738,10000,Buffer[936],1786,26,1097185710
2,3512,42840,10000,Buffer[819],303,6,4238413124
2,3596,47089,10000,Buffer[908],1943,29,2413616627
2,3584,46825,10000,Buffer[670],935,7,796828650
2,3502,42269,10000,Buffer[744],1158,4,1118019039
2,3596,55221,10000,Buffer[524],291,13,1812089251
2,3564,50387,10000,Buffer[762],976,8,1188455938
2,3508,41014,10000,Buffer[787],576,5,462588372
2,3567,43957,10000,Buffer[820],725,20,3886621383
2,3573,55067,10000,Buffer[546],1722,25,2821567065
2,3578,48462,10000,Buffer[818],539,29,3137917887
2,3537,57973,10000,Buffer[520],578,5,704318217
2,3479,56011,10000,Buffer[949],1065,2,1744270980
2,3489,53795,10000,Buffer[611],1543,12,1331655477
2,3577,52101,10000,Buffer[864],1465,18,4294353530
2,3561,44110,10000,Buffer[989],195,1,864540542
2,3653,61250,10000,Buffer[937],1874,26,930905797
2,3573,64949,10000,Buffer[851],920,15,2123723484
2,3545,64645,10000,Buffer[719],1254,30,2395159733
2,3590,49525,10000,Buffer[645],1209,8,1145202490
2,3655,54439,10000,Buffer[603],1727,3,2680592376
2,3640,54652,10000,Buffer[935],376,30,2645530709
2,3931,46141,10000,Buffer[887],1731,23,2145571086
2,3506,47157,10000,Buffer[761],1381,28,3976647099
2,3487,47712,10000,Buffer[660],97,12,1411034172
2,3587,49568,10000,Buffer[635],372,9,1038378259
2,3723,57395,10000,Buffer[780],1567,19,2689766042
2,3612,47187,10000,Buffer[821],758,16,875703060
2,3620,51500,10000,Buffer[705],698,3,4217586997
2,3623,58386,10000,Buffer[995],8,31,2288292716
2,3600,49899,10000,Buffer[848],1771,29,3224165103
2,3577,51338,10000,Buffer[988],2000,1,120292187
2,3636,46777,10000,Buffer[732],1408,26,99084679
2,3635,49925,10000,Buffer[783],656,14,2795226376
2,3670,53066,10000,Buffer[772],1526,31,2160424648
2,3534,54596,10000,Buffer[558],1316,21,3098986706
2,3535,47957,10000,Buffer[850],1451,28,1338591129
2,3591,57969,10000,Buffer[851],1246,22,3656425160
2,3673,44986,10000,Buffer[980],1746,3,713899844
2,3754,56086,10000,Buffer[923],270,16,3125744346
2,3587,46113,10000,Buffer[928],987,13,3797519177
2,3588,56444,10000,Buffer[676],1347,23,2277050806
2,3511,46880,10000,Buffer[609],200,1,472874420
2,3534,47648,10000,Buffer[800],1328,21,2437931321
2,3619,53387,10000,Buffer[947],1403,28,1374636084
2,3559,47444,10000,Buffer[1012],1935,3,1433263231
2,3564,42981,10000,Buffer[828],1171,11,2790492394
2,3487,50903,10000,Buffer[701],1047,15,3329477345
2,3527,56910,10000,Buffer[604],669,19,4145942193
2,3536,43499,10000,Buffer[556],2012,6,4275573130
2,3540,52425,10000,Buffer[938],215,14,1096219481
2,3588,45053,10000,Buffer[847],1792,27,2252703974
2,3600,46026,10000,Buffer[778],1195,12,1734965750
2,3561,51700,10000,Buffer[982],1964,30,3968629254
2,3513,42568,10000,Buffer[961],578,10,1357639036
2,3609,57627,10000,Buffer[745],1165,19,659428791
2,3565,43669,10000,Buffer[575],1413,10,940556603
2,3626,42051,10000,Buffer[959],1994,5,1322748785
2,3563,43675,10000,Buffer[842],1544,16,3238605597
2,3547,49077,10000,Buffer[991],1170,18,521178936
2,3621,49344,10000,Buffer[729],176,27,3084208954
2,3535,43061,10000,Buffer[576],860,3,2559740904
2,3678,44560,10000,Buffer[735],200,30,438520962
2,3616,45017,10000,Buffer[681],1386,9,3844561815
2,3613,42486,10000,Buffer[783],480,28,3768009128
2,3691,60482,10000,Buffer[974],332,12,427588857
2,3768,43256,10000,Buffer[614],16,13,865663892
2,3479,48489,10000,Buffer[763],726,29,3734789563
2,3630,58368,10000,Buffer[935],1305,25,1662961526
2,3556,41461,10000,Buffer[635],1596,30,2120771301
2,3585,53561,10000,Buffer[826],1217,28,2749952114
2,3500,47589,10000,Buffer[913],51,3,1844610547
2,3512,49982,10000,Buffer[980],1936,31,1537509907
2,3538,42184,10000,Buffer[896],986,20,1029607122
2,3648,48130,10000,Buffer[515],1835,14,2568195938
2,3542,47028,10000,Buffer[538],1761,5,4051038736
2,3598,44820,10000,Buffer[991],979,23,1740336525
2,3484,50099,10000,Buffer[833],717,16,2671943396
2,3669,61702,10000,Buffer[715],282,28,3304960059
2,3552,45582,10000,Buffer[536],1257,26,2451649518
2,4023,49325,10000,Buffer[680],1544,27,359114021
2,3619,49748,10000,Buffer[857],539,25,114561893
2,3671,55212,10000,Buffer[716],1649,6,1902146217
2,3723,60686,10000,Buffer[810],94,5,121483267
2,3508,41734,10000,Buffer[535],1404,17,2327613332
2,3611,62329,10000,Buffer[976],248,2,1844770654
2,3576,53032,10000,Buffer[899],1855,23,2831248794
2,3637,49696,10000,Buffer[911],1621,24,30830578
2,3962,46066,10000,Buffer[633],1314,21,1129040046
3,3525,41689,10000,Buffer[535],863,1,3644831894
3,3502,46509,10000,Buffer[669],728,7,119358787
3,3509,43520,10000,Buffer[853],1124,5,1450251720
3,3483,42910,10000,Buffer[989],1127,16,645599475
3,3499,59412,10000,Buffer[774],525,1,4224257525
3,3414,42322,10000,Buffer[521],1067,14,3421289473
3,3512,44600,10000,Buffer[521],846,32,4009744793
3,3523,48156,10000,Buffer[1013],2026,25,1006230026
3,3827,43610,10000,Buffer[726],1178,8,726024496
3,4498,44107,10000,Buffer[1007],1492,8,494375455
3,3730,59349,10000,Buffer[641],1230,27,2249895187
3,3435,40431,10000,Buffer[920],1265,18,1054042456
3,3438,40507,10000,Buffer[549],200,8,1192724129
3,3414,41456,10000,Buffer[654],11,17,1983516787
3,3366,39738,10000,Buffer[882],1429,6,2519301566
3,3528,46258,10000,Buffer[594],335,16,3063558169
3,3460,46526,10000,Buffer[558],1118,2,675758596
3,3411,40910,10000,Buffer[999],1829,28,3232940780
3,3456,52019,10000,Buffer[720],1448,29,1376194384
3,3695,55840,10000,Buffer[692],1576,32,2487271659
3,3422,42658,10000,Buffer[1012],1973,17,2409842802
3,3466,42840,10000,Buffer[968],925,9,899129156
3,3499,56009,10000,Buffer[538],858,6,3607121405
3,3436,42038,10000,Buffer[888],1530,19,1854975184
3,3514,43543,10000,Buffer[691],1902,26,2032072813
3,3459,44606,10000,Buffer[877],435,10,3573914006
3,3510,43316,10000,Buffer[1011],1042,13,2056661454
3,3486,42765,10000,Buffer[605],1104,16,3431252856
3,3824,46135,10000,Buffer[1018],1936,19,4018076078
3,3433,45041,10000,Buffer[512],1717,14,3349727992
3,3447,40991,10000,Buffer[767],107,13,3820172092
3,3436,45022,10000,Buffer[714],1918,14,3436557315
3,3412,40285,10000,Buffer[647],2,1,4240567976
3,3413,39809,10000,Buffer[896],877,2,94637601
3,3456,44040,10000,Buffer[684],1970,6,2999623761
3,3436,40452,10000,Buffer[862],1114,26,884452180
3,3412,42074,10000,Buffer[526],1547,26,1671801466
3,3411,41688,10000,Buffer[619],1126,16,2965272666
3,3505,41310,10000,Buffer[541],926,4,1944840370
3,3902,40926,10000,Buffer[722],1481,26,992967972
3,3510,56976,10000,Buffer[921],1423,28,1070819884
3,3794,41065,10000,Buffer[790],553,26,3339716748
3,3984,46983,10000,Buffer[636],147,12,3271466776
3,3549,45498,10000,Buffer[628],1801,2,4257742880
3,3454,48304,10000,Buffer[1010],349,29,2496362463
3,3471,41372,10000,Buffer[704],526,6,161731078
3,3472,48603,10000,Buffer[552],539,9,1311543194
3,3522,41472,10000,Buffer[525],354,10,2791347354
3,3435,40808,10000,Buffer[977],1977,10,3473932311
3,3489,46229,10000,Buffer[953],975,19,2944156261
3,3442,40787,10000,Buffer[996],768,15,1543248870
3,3471,41500,10000,Buffer[997],736,10,118352954
3,3464,44228,10000,Buffer[946],1316,27,2914610535
3,3500,41779,10000,Buffer[704],1481,14,2122851888
3,3437,39780,10000,Buffer[854],1880,29,425549806
3,3473,44572,10000,Buffer[931],966,14,198514972
3,3589,43372,10000,Buffer[569],895,21,1803045875
3,3512,42354,10000,Buffer[543],937,17,731893533
3,3640,55336,10000,Buffer[1024],1257,29,1903870953
3,3544,60719,10000,Buffer[673],1524,24,761183465
3,3598,54916,10000,Buffer[699],1758,2,1885647896
3,3489,44031,10000,Buffer[839],1434,13,1730727962
3,3435,40336,10000,Buffer[758],1830,17,2318762774
3,3471,40372,10000,Buffer[897],1023,7,1220672250
3,3524,47489,10000,Buffer[964],1849,28,1376676474
3,3469,42210,10000,Buffer[964],1340,29,2064494077
3,3440,42059,10000,Buffer[947],833,9,3279565324
3,3496,43492,10000,Buffer[869],702,22,4150128921
3,3459,40790,10000,Buffer[590],1841,1,1236848641
3,3496,41314,10000,Buffer[806],498,2,4131358448
3,3465,44066,10000,Buffer[822],943,31,617519918
3,3415,41023,10000,Buffer[1004],1468,18,2936367622
3,3412,41938,10000,Buffer[700],656,7,2043267262
3,3415,41506,10000,Buffer[945],1314,8,4275006890
3,3462,41839,10000,Buffer[598],1481,18,906930708
3,3464,40626,10000,Buffer[777],812,19,1592806285
3,3436,50639,10000,Buffer[533],349,19,4139393454
3,3490,56283,10000,Buffer[911],712,22,1038459093
3,3440,45938,10000,Buffer[657],166,27,2305507865
3,3406,44251,10000,Buffer[850],117,13,3174755156
3,3389,39363,10000,Buffer[795],1530,30,1866285252
3,3422,41408,10000,Buffer[665],2027,5,4066710507
3,3430,46906,10000,Buffer[892],1720,10,3190769500
3,3434,43173,10000,Buffer[577],1908,24,764265921
3,3426,39858,10000,Buffer[565],1299,20,54418721
3,3441,42846,10000,Buffer[906],877,10,4197926296
3,3412,40479,10000,Buffer[512],1376,17,1179204897
3,3460,42389,10000,Buffer[523],1437,4,1248909374
3,3486,46185,10000,Buffer[837],596,25,4280713602
3,3453,42621,10000,Buffer[751],386,31,2143583953
3,3475,40530,10000,Buffer[629],1373,4,2870705901
3,3484,48467,10000,Buffer[979],983,6,2725020613
3,3534,55994,10000,Buffer[947],685,18,2187778890
3,3512,53676,10000,Buffer[606],1633,31,1858694541
3,3518,59556,10000,Buffer[964],691,18,2581233601
3,3503,55592,10000,Buffer[683],444,23,207210574
3,3468,53217,10000,Buffer[560],1564,8,1161316714
3,3411,42095,10000,Buffer[798],1307,24,3399946203
3,3471,52431,10000,Buffer[801],1846,1,4284285020
3,3545,44987,10000,Buffer[717],127,31,493959835
4,3898,46468,10000,Buffer[607],629,3,3317995291
4,3897,62467,10000,Buffer[570],202,11,295088534
4,3899,60179,10000,Buffer[616],1889,10,2573641052
4,3898,64079,10000,Buffer[692],635,32,1423752496
4,4318,63816,10000,Buffer[907],136,28,104870736
4,3898,59460,10000,Buffer[602],507,14,180166280
4,3898,62082,10000,Buffer[784],574,18,2226557832
4,3897,59431,10000,Buffer[899],1305,6,3599528357
4,3898,59090,10000,Buffer[773],1207,10,691816702
4,3900,57536,10000,Buffer[993],1241,19,2548330493
4,4295,60657,10000,Buffer[633],1140,24,361253419
4,3897,59178,10000,Buffer[955],525,26,3755825804
4,3896,63216,10000,Buffer[851],1118,9,3957948217
4,3897,61201,10000,Buffer[746],718,20,3223992124
4,3900,60183,10000,Buffer[899],1138,25,3391401788
4,3900,63190,10000,Buffer[803],1651,24,2074071084
4,3903,66933,10000,Buffer[814],1221,14,915281929
4,3897,68149,10000,Buffer[882],790,11,1746771254
4,3981,63243,10000,Buffer[813],475,2,2994161559
4,3899,64497,10000,Buffer[915],1474,3,513623847
4,3898,60692,10000,Buffer[689],458,18,513766263
4,3898,60193,10000,Buffer[837],710,31,1351082707
4,3898,66655,10000,Buffer[755],435,2,44720580
4,3897,65334,10000,Buffer[731],606,31,1815795171
4,3897,66024,10000,Buffer[560],687,11,4145374571
4,3899,65752,10000,Buffer[755],1247,23,4167701503
4,3900,58425,10000,Buffer[746],683,1,1806297567
4,3897,63998,10000,Buffer[595],365,11,414234157
4,3899,65664,10000,Buffer[543],44,31,3461298642
4,3898,57662,10000,Buffer[516],672,5,3371870755
4,3899,63467,10000,Buffer[686],1524,4,2619276657
4,3900,68710,10000,Buffer[649],1465,9,3767402000
4,3897,58990,10000,Buffer[895],896,7,1302900333
4,3899,65916,10000,Buffer[742],1467,25,2454481476
4,3900,59371,10000,Buffer[869],274,26,1425922365
4,3900,59479,10000,Buffer[617],1666,19,3613303438
4,3901,63496,10000,Buffer[572],1820,21,110741850
4,4131,58792,10000,Buffer[1004],1857,24,1592176852
4,3898,65502,10000,Buffer[790],1750,8,4030606651
4,3927,63134,10000,Buffer[629],19,27,214859578
4,3897,59635,10000,Buffer[973],855,19,317795830
4,4217,63816,10000,Buffer[662],1255,24,2316089924
4,3897,62962,10000,Buffer[764],1990,20,285562329
4,3908,66320,10000,Buffer[756],1070,6,2340953208
4,3930,58216,10000,Buffer[872],172,25,267963994
4,4024,61171,10000,Buffer[886],1364,24,3365184247
4,3900,66077,10000,Buffer[671],1071,6,3408469402
4,3898,63984,10000,Buffer[926],1231,22,3060299226
4,3901,57682,10000,Buffer[1010],985,19,449439511
4,3902,58419,10000,Buffer[652],1999,26,142171312
4,3934,62836,10000,Buffer[698],1782,8,1695241636
4,3898,63202,10000,Buffer[753],277,1,1454736131
4,4175,69254,10000,Buffer[539],1265,2,1485765817
4,4896,68985,10000,Buffer[702],1875,16,4084688491
4,3899,46755,10000,Buffer[972],1350,25,1811609829
4,3897,65431,10000,Buffer[686],1933,29,1605838744
4,3899,65822,10000,Buffer[531],1062,1,2942403048
4,5886,63473,10000,Buffer[779],487,25,3357815947
4,3909,65446,10000,Buffer[745],1039,1,3341542553
4,3899,67369,10000,Buffer[520],1078,25,2936622580
4,3900,66688,10000,Buffer[867],242,10,3137185086
4,3910,63515,10000,Buffer[693],1937,14,2649184224
4,3897,56089,10000,Buffer[659],901,22,386598859
4,3895,63897,10000,Buffer[897],1819,11,1433871492
4,3897,64312,10000,Buffer[708],1963,9,1586648455
4,3898,56357,10000,Buffer[527],1956,26,3934198415
4,4226,76395,10000,Buffer[706],254,4,825957571
4,3903,75011,10000,Buffer[987],1616,1,4163095373
4,3897,48812,10000,Buffer[794],1694,7,668086681
4,4871,65514,10000,Buffer[609],499,6,791022968
4,3897,64986,10000,Buffer[955],992,31,3349437000
4,3898,56553,10000,Buffer[657],885,32,3511898411
4,3898,64917,10000,Buffer[710],788,10,1907883995
4,3897,57921,10000,Buffer[795],1017,9,2471651967
4,4879,64813,10000,Buffer[801],2027,1,1765293487
4,3894,57152,10000,Buffer[516],685,30,3536707523
4,3901,67266,10000,Buffer[777],33,24,1002903066
4,3900,60948,10000,Buffer[715],873,10,3836721958
4,3898,71912,10000,Buffer[833],1439,4,67728325
4,3920,72446,10000,Buffer[882],1949,14,1611359061
4,4113,76697,10000,Buffer[747],2041,18,3211491522
4,3896,58516,10000,Buffer[648],708,17,2641707235
4,4295,122252,10000,Buffer[922],187,30,4040467307
4,3899,49007,10000,Buffer[917],1574,22,2681974682
4,4238,63404,10000,Buffer[937],1891,2,1161293689
4,4870,58156,10000,Buffer[1000],534,22,3942576759
4,3897,58354,10000,Buffer[918],836,21,1764330426
4,3897,56994,10000,Buffer[997],1436,13,712791762
4,3897,59556,10000,Buffer[961],1424,14,4049537347
4,3900,64807,10000,Buffer[902],734,7,855499852
4,3900,57107,10000,Buffer[955],96,4,135350130
4,3920,67996,10000,Buffer[961],706,6,1473440187
4,4095,76978,10000,Buffer[923],829,23,1619581900
4,4018,57246,10000,Buffer[932],971,28,3531834595
4,5051,67316,10000,Buffer[556],1840,24,28057053
4,4870,62218,10000,Buffer[819],219,11,3113815101
4,3918,58663,10000,Buffer[638],1392,20,544752639
4,3901,57333,10000,Buffer[660],75,29,1116823061
4,3899,60686,10000,Buffer[987],1713,20,3775267527
4,3901,56868,10000,Buffer[538],224,20,829834867
5,3901,70951,10000,Buffer[849],911,6,3772052885
5,3901,94377,10000,Buffer[864],50,31,1678192359
5,4989,64746,10000,Buffer[853],405,15,2154956140
5,4897,64895,10000,Buffer[1009],827,4,3496515896
5,3953,63980,10000,Buffer[978],1131,3,884532656
5,3909,66705,10000,Buffer[575],1893,4,2855924157
5,3937,69693,10000,Buffer[609],381,10,3645982164
5,3899,64231,10000,Buffer[627],12,26,1797740416
5,3928,67792,10000,Buffer[571],1805,4,2286996308
5,3902,77304,10000,Buffer[914],1215,12,2636653813
5,3934,68980,10000,Buffer[999],626,27,1962063862
5,3958,66472,10000,Buffer[928],1329,23,1146227331
5,3912,79365,10000,Buffer[841],1691,20,2247900556
5,4025,79775,10000,Buffer[969],1254,16,1453111734
5,4290,68089,10000,Buffer[898],35,26,351156605
5,3911,86250,10000,Buffer[1019],901,1,1603682320
5,3913,83089,10000,Buffer[908],372,6,2181867206
5,3898,88372,10000,Buffer[894],1781,18,4264549143
5,4522,89633,10000,Buffer[519],924,14,3897504683
5,3900,97260,10000,Buffer[777],1357,23,379534872
5,3908,71556,10000,Buffer[969],179,6,3988493762
5,3902,81200,10000,Buffer[649],1890,13,398334353
5,4616,80862,10000,Buffer[635],227,2,3505815654
5,3899,65270,10000,Buffer[995],797,28,4120813647
5,3903,85079,10000,Buffer[593],1442,6,4096113855
5,3902,87537,10000,Buffer[764],477,31,225758906
5,3919,67372,10000,Buffer[919],773,9,4055618612
5,3963,96191,10000,Buffer[761],567,9,3284342938
5,3919,84315,10000,Buffer[639],1569,7,589711956
5,3963,85657,10000,Buffer[578],1982,8,2721925508
5,3911,93213,10000,Buffer[734],321,12,529318138
5,3944,65107,10000,Buffer[576],1735,3,2073249348
5,3921,66466,10000,Buffer[961],377,5,2206227819
5,3990,88443,10000,Buffer[987],1836,13,2750215730
5,3909,91059,10000,Buffer[690],1929,22,2827689547
5,4893,86398,10000,Buffer[862],1130,14,431895898
5,3903,94564,10000,Buffer[557],1990,21,1043512514
5,4953,63764,10000,Buffer[866],1974,10,2292154427
5,3913,68276,10000,Buffer[874],812,6,3214827724
5,3906,48215,10000,Buffer[638],918,24,864748732
5,3907,53015,10000,Buffer[915],1328,10,3880339975
5,3909,66903,10000,Buffer[793],385,12,3518478972
5,3920,93901,10000,Buffer[967],1760,4,669673315
5,3940,87217,10000,Buffer[864],1302,1,2695898919
5,3909,89852,10000,Buffer[698],1000,31,1474682805
5,3903,89835,10000,Buffer[1009],1692,8,563970950
5,3941,86360,10000,Buffer[547],1198,14,1128326834
5,3910,92181,10000,Buffer[901],326,24,874146590
5,3948,94423,10000,Buffer[975],1053,15,561805989
5,3907,65891,10000,Buffer[837],2018,7,2010925964
5,3911,67999,10000,Buffer[863],781,16,4260654174
5,3902,64449,10000,Buffer[524],559,18,2375084678
5,3910,65090,10000,Buffer[722],477,18,1596192365
5,4203,92840,10000,Buffer[984],1257,9,406935326
5,3945,87568,10000,Buffer[983],210,11,2321807267
5,3900,64289,10000,Buffer[726],1092,8,1434587861
5,3929,54747,10000,Buffer[980],1014,27,1254130280
5,3940,67325,10000,Buffer[537],1550,12,3663242247
5,3911,89662,10000,Buffer[870],1614,5,1618663970
5,4211,87764,10000,Buffer[573],900,29,3017620533
5,3940,91685,10000,Buffer[993],28,9,1149523862
5,4395,88388,10000,Buffer[666],1149,14,3691476992
5,3941,94566,10000,Buffer[943],923,7,2120034220
5,3943,85032,10000,Buffer[998],1868,3,3845033138
5,3911,84977,10000,Buffer[566],1422,19,1389185568
5,3990,91511,10000,Buffer[602],570,15,1817759863
5,4391,66769,10000,Buffer[663],894,32,1402273835
5,3946,64221,10000,Buffer[520],1712,28,3192027926
5,3901,66816,10000,Buffer[960],869,10,1298632345
5,3906,66051,10000,Buffer[538],1777,11,636437739
5,4117,89468,10000,Buffer[577],1036,11,1236002199
5,3908,65205,10000,Buffer[768],278,23,1629979710
5,3913,65731,10000,Buffer[917],959,26,2439167486
5,3912,64390,10000,Buffer[650],509,22,426085522
5,3912,66643,10000,Buffer[1017],1155,2,2823045423
5,3934,66240,10000,Buffer[749],400,1,3656125157
5,3989,70144,10000,Buffer[689],1974,20,3984967696
5,3918,64178,10000,Buffer[907],1085,29,2819643900
5,4880,67115,10000,Buffer[847],1416,9,214737014
5,4274,70850,10000,Buffer[707],1148,28,3894888222
5,3910,61142,10000,Buffer[773],227,6,1066019613
5,3912,49592,10000,Buffer[941],402,10,3748885436
5,3942,74215,10000,Buffer[883],316,18,604703805
5,4027,81465,10000,Buffer[595],372,18,3630628982
5,3954,81360,10000,Buffer[966],1753,9,3632077289
5,3917,61550,10000,Buffer[829],234,9,3397814868
5,3939,66643,10000,Buffer[564],1049,14,679080497
5,3918,65528,10000,Buffer[513],137,25,1519525167
5,3922,64487,10000,Buffer[527],395,9,29520674
5,3918,65366,10000,Buffer[573],1550,5,1768102353
5,3909,67371,10000,Buffer[593],1616,16,4089712765
5,3918,64351,10000,Buffer[952],178,21,20952489
5,4892,67643,10000,Buffer[843],951,1,2501203731
5,3951,70527,10000,Buffer[705],634,5,1256383198
5,4682,64823,10000,Buffer[737],363,12,3421762441
5,3925,58539,10000,Buffer[989],788,31,653440897
5,3912,57448,10000,Buffer[715],268,9,2792835578
5,4972,65305,10000,Buffer[716],1534,19,4284259260
5,3924,66701,10000,Buffer[881],563,10,4163183040
5,3900,65802,10000,Buffer[754],575,2,1470318352
6,3898,47423,10000,Buffer[894],487,25,3795797983
6,3899,56311,10000,Buffer[777],553,7,2928420642
6,5198,72191,10000,Buffer[607],721,4,1932527271
6,4721,75239,10000,Buffer[575],692,4,3425077393
6,3901,64066,10000,Buffer[591],160,11,562533071
6,4161,66756,10000,Buffer[624],1964,26,1232362145
6,3902,64530,10000,Buffer[713],2033,1,885085498
6,3971,64982,10000,Buffer[542],1020,32,3289081027
6,4044,82500,10000,Buffer[572],1756,4,1547771209
