runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.image.editableimage,param.start.vector2,param.finish.vector2,param.color3.color3,param.transparency.float,param.imagecombinetype.enumitem1,19977,1569978,10,EditableImage,16; 51,84; 93,0.0196078; 0.180392; 0.156863,0.30000000000000004,Enum.ImageCombineType.BlendSourceOver
1,20024,1049974,10,EditableImage,49; 42,102; 109,0.87451; 0.203922; 0.72549,0.6000000000000001,Enum.ImageCombineType.AlphaBlend
1,29989,1059985,10,EditableImage,7; 57,72; 73,0.172549; 0.705882; 0.0941176,0.1,Enum.ImageCombineType.BlendSourceOver
1,80001,1999969,10,EditableImage,62; 35,85; 99,0.0117647; 0.933333; 0.670588,0.7000000000000001,Enum.ImageCombineType.Add
1,69989,2039969,10,EditableImage,44; 13,90; 83,0.0784314; 0.105882; 0.0705882,0,Enum.ImageCombineType.AlphaBlend
1,50013,1640013,10,EditableImage,50; 44,74; 78,0.627451; 0.101961; 0.933333,0.30000000000000004,Enum.ImageCombineType.AlphaBlend
1,80001,2459996,10,EditableImage,52; 49,109; 78,0.00784314; 0.976471; 0.145098,0.6000000000000001,Enum.ImageCombineType.Multiply
1,100025,2110005,10,EditableImage,37; 8,85; 117,0.0705882; 0.6; 0.0117647,0.2,Enum.ImageCombineType.Overwrite
1,50013,2139994,10,EditableImage,17; 12,124; 126,0.984314; 0.223529; 0.537255,0.6000000000000001,Enum.ImageCombineType.Multiply
1,40001,1189998,10,EditableImage,59; 57,111; 116,0.0117647; 0.054902; 0.980392,0.5,Enum.ImageCombineType.Overwrite
1,90013,2359972,10,EditableImage,2; 34,110; 122,0.686275; 0.639216; 0.121569,0.5,Enum.ImageCombineType.AlphaBlend
1,49966,1870003,10,EditableImage,13; 26,109; 70,0.458824; 0.490196; 0.956863,0.5,Enum.ImageCombineType.AlphaBlend
1,50013,1609978,10,EditableImage,47; 45,92; 84,0.8; 0.431373; 0.956863,0.2,Enum.ImageCombineType.BlendSourceOver
1,40001,1699990,10,EditableImage,47; 62,93; 106,0.133333; 0.447059; 0.380392,0.7000000000000001,Enum.ImageCombineType.Multiply
1,59978,1849980,10,EditableImage,8; 15,85; 96,0.0941176; 0.815686; 0.0705882,0,Enum.ImageCombineType.Overwrite
1,40001,1860038,10,EditableImage,17; 35,104; 117,0.117647; 0.839216; 0.65098,0.2,Enum.ImageCombineType.Add
1,89966,1280010,10,EditableImage,36; 54,97; 110,0.658824; 0.647059; 0.482353,0.5,Enum.ImageCombineType.AlphaBlend
1,69989,2019993,10,EditableImage,40; 5,107; 81,0.176471; 0.827451; 0.345098,0.9,Enum.ImageCombineType.Overwrite
1,40001,1539989,10,EditableImage,50; 54,116; 74,0.556863; 0.709804; 0.286275,0.6000000000000001,Enum.ImageCombineType.Multiply
1,40001,4699966,10,EditableImage,8; 17,106; 120,0.447059; 0.215686; 0.623529,0.4,Enum.ImageCombineType.Multiply
1,30036,1610024,10,EditableImage,29; 3,81; 96,0.592157; 0.443137; 0.968627,0.4,Enum.ImageCombineType.AlphaBlend
1,29989,1300034,10,EditableImage,25; 47,82; 111,0.054902; 0.521569; 0.823529,0.6000000000000001,Enum.ImageCombineType.Multiply
1,70036,2499996,10,EditableImage,23; 52,71; 87,0.886275; 0.882353; 0.407843,0,Enum.ImageCombineType.Add
1,70036,1600013,10,EditableImage,25; 52,122; 75,0.207843; 0.454902; 0.254902,0.6000000000000001,Enum.ImageCombineType.Multiply
1,50013,1630001,10,EditableImage,55; 14,95; 66,0.552941; 0.603922; 0.466667,0.9,Enum.ImageCombineType.BlendSourceOver
1,19977,1160009,10,EditableImage,15; 27,86; 84,0.623529; 0.486275; 0.780392,0.2,Enum.ImageCombineType.Overwrite
1,40001,1039962,10,EditableImage,35; 38,71; 68,0.478431; 0.0392157; 0.427451,0.9,Enum.ImageCombineType.Overwrite
1,29989,1950004,10,EditableImage,37; 2,93; 120,0.0156863; 0.784314; 0.658824,0.4,Enum.ImageCombineType.Overwrite
1,29989,1449977,10,EditableImage,37; 15,122; 110,0.313726; 0.886275; 0.423529,0.30000000000000004,Enum.ImageCombineType.BlendSourceOver
1,29989,1750002,10,EditableImage,5; 8,91; 127,0.505882; 0.258824; 0.466667,0.5,Enum.ImageCombineType.AlphaBlend
1,69989,1960015,10,EditableImage,45; 50,74; 110,0.517647; 0.376471; 0.00784314,0.7000000000000001,Enum.ImageCombineType.Add
1,29989,1379988,10,EditableImage,34; 37,98; 114,0.819608; 0.8; 0.352941,0.30000000000000004,Enum.ImageCombineType.Multiply
