runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer
3,3299,21734,250000,1041154793423063
3,3383,21784,250000,3955818378397089
3,3293,22044,250000,927605227943636
3,3282,25217,250000,8944768513014375
3,3275,20917,250000,3445410151422037
3,3365,21158,250000,1744073494740327
3,3273,21133,250000,4387507846072369
3,3275,21009,250000,8720094108613841
3,3358,20981,250000,1208714832421636
3,3282,20978,250000,8780164627882211
3,3281,21047,250000,11633102533503
3,3347,21345,250000,1614108178285183
3,3316,21108,250000,4056586366375113
3,3366,21195,250000,3679265895204953
3,3276,24572,250000,8028464203932104
3,3268,21131,250000,7054354847865947
3,3277,21118,250000,4807351135355915
3,3394,21222,250000,7982456706763769
3,3310,21315,250000,6109744758160684
3,3468,21380,250000,7532991306319983
3,3320,21088,250000,4480065354530082
3,3315,21361,250000,8668468600669705
3,3298,21169,250000,5903895974721833
3,3392,20964,250000,419820167796808
3,3343,21587,250000,3262687007344084
3,3347,23209,250000,8936574901341829
3,3276,23226,250000,2484250413634028
3,3278,22257,250000,5412147835375976
3,3294,22577,250000,2039256159409467
3,3426,23019,250000,8713527859002174
3,3291,22388,250000,8985116052172356
3,3317,24805,250000,3278028575204447
3,3409,21168,250000,7263640983458847
3,3272,20904,250000,4283826604584985
3,3270,21087,250000,3195829920001182
3,3344,21081,250000,3439981670552592
3,3340,21152,250000,8671155726500901
3,3271,21020,250000,4889035366348338
3,3332,21105,250000,6279031551837943
3,3269,21269,250000,1389759693082228
3,3270,21170,250000,7890493501561346
3,3351,21102,250000,844334780228589
3,3286,21039,250000,7927046403537991
3,3270,21109,250000,6448982103463744
3,3268,21092,250000,1959375791415810
3,3267,21280,250000,5718601214113146
3,3274,21189,250000,7375385468926560
3,3362,21182,250000,7050082614373940
3,3279,21273,250000,2499344898913632
3,3276,21350,250000,5922975812926867
3,3276,21180,250000,7533430501422383
3,3272,21152,250000,3112755568609977
3,3279,21223,250000,1824737641768610
3,3360,21061,250000,2313205139201476
3,3296,22777,250000,7939139756837143
3,3388,22077,250000,7121330993985220
3,3322,22299,250000,7113783238833629
3,3295,22413,250000,7938607817776393
3,3268,23775,250000,971318857289963
3,3342,21818,250000,6240530047488891
3,3287,23452,250000,4468742557472292
3,3279,22426,250000,5072056064964997
3,3282,23297,250000,1168833285853609
3,3381,21373,250000,4216503220610606
3,3292,21300,250000,7691509044030515
3,3362,22949,250000,7653910919453492
3,3282,21896,250000,7724212696082952
3,3329,23056,250000,4227086925235741
3,3340,22848,250000,2676809018033075
3,3270,23809,250000,8191784577216636
3,3308,22816,250000,4184230556631837
3,3412,22093,250000,2155416647452583
3,3271,22088,250000,126914682300438
3,3287,21510,250000,8077246715715510
3,3310,22238,250000,8658024146245807
3,3300,21341,250000,7524884386825709
3,3289,21388,250000,4744862716154517
3,3403,23954,250000,2154752845736545
3,3390,22898,250000,6965133517785312
3,3316,22542,250000,2693883045384132
3,3271,22122,250000,3628751550122433
3,3387,21558,250000,1624396150036232
3,3324,22493,250000,4275720250807983
3,3352,22359,250000,8298945724211476
3,3334,23691,250000,1391937313986547
3,3387,20940,250000,3256012971033543
3,3271,20995,250000,2531905418184984
3,3286,26027,250000,5806849813476937
3,3335,20991,250000,1022717737809832
3,3407,21224,250000,5733280022749097
3,3328,22441,250000,4002666972617047
3,3315,21661,250000,2364365756953749
3,3295,22017,250000,6595697217734053
3,3339,22409,250000,3337566847025690
3,3283,24575,250000,4906141225494189
3,3536,21177,250000,4262816029451728
4,3425,28037,250000,6138871892091766
4,3423,27849,250000,6551878448444286
4,3516,28359,250000,7953341367103065
4,3463,27411,250000,406882208574353
4,3618,27808,250000,4869459321830307
4,3431,27819,250000,2231025248471183
4,3442,28046,250000,4056449476129805
4,3395,27782,250000,8855634156667770
4,3406,27407,250000,2365836817843280
4,3399,27816,250000,2868582020784651
4,3626,27608,250000,1740000235246764
4,3473,28056,250000,2195993783135821
4,3434,28113,250000,8973664774104367
4,3490,27549,250000,4108187295945682
4,3414,27922,250000,4292738951060287
4,3434,28034,250000,3202919873368989
4,3657,28025,250000,7367894395928280
4,3384,27901,250000,8938218986037835
4,3417,27813,250000,7414830942392067
4,3385,28033,250000,8424789293465215
4,3382,28016,250000,2462267152269106
4,3454,27945,250000,5162752080258633
4,3546,27933,250000,153581874373967
4,3393,28116,250000,5685184544187676
4,3464,28121,250000,4719946721039243
4,3455,27399,250000,264193563709078
4,3405,27030,250000,5970391733998256
4,3576,28011,250000,5210279183782051
4,3570,27415,250000,2995796293431482
4,3361,27082,250000,382151047342421
4,3418,27675,250000,1655944294891415
4,3381,27270,250000,8198753172355416
4,3411,27938,250000,6070462684299147
4,3414,27619,250000,6489749548227178
4,3609,27733,250000,7720007259965359
4,3384,27276,250000,1393875805759825
4,3488,27680,250000,7289355249008283
4,3408,27398,250000,5712188392700031
4,3362,27000,250000,8019715733380289
4,3404,27022,250000,1896835668334506
4,3577,27353,250000,1670623592481172
4,3391,26977,250000,2271931226607620
4,3412,27073,250000,2777006403228311
4,3410,27122,250000,8180786503650133
4,3350,27660,250000,1616287306521114
4,3404,28007,250000,1979092787038249
4,3632,29850,250000,2253844303483680
4,3360,26953,250000,7962634863291598
4,3469,28457,250000,1893177321099940
4,3434,28070,250000,2239856088994680
4,3399,27884,250000,7757520531347463
4,3412,27320,250000,969603999117428
4,3554,28033,250000,130456855794146
4,3388,29165,250000,2270927920820239
4,3426,27966,250000,5486883302517248
4,3419,27859,250000,2603198099142474
4,3407,28149,250000,7538572224858126
4,3565,28622,250000,2381252589575697
4,3569,28532,250000,5859892231144293
4,3365,28509,250000,1427790096071032
4,3486,27878,250000,276147373948785
4,3384,29641,250000,5332378400436599
4,3365,28416,250000,3356538422938386
4,3464,28917,250000,3988522446787789
4,3603,28090,250000,6306376773292421
4,3352,28468,250000,8624703200785199
4,3463,29436,250000,1045586024685914
4,3440,27784,250000,8601230039717579
4,3483,28479,250000,6902979761388313
4,3440,28326,250000,4886564512994410
4,3551,27933,250000,8672149651714715
4,3389,28712,250000,913947719436262
4,3481,28724,250000,4637440184124023
4,3428,28302,250000,1049392403755790
4,3412,28712,250000,102398441079517
4,3413,28577,250000,238630419232673
4,3536,27807,250000,4970396014865954
4,3396,27349,250000,8845533978070064
4,3417,27117,250000,710171100029165
4,3420,27291,250000,302456764433702
4,3351,27108,250000,6353992115628388
4,3602,27638,250000,7486033497580080
4,3587,27509,250000,4606471362248416
4,3563,27702,250000,1093439600801313
4,3395,27071,250000,1206958540646162
4,3401,27148,250000,2843866615169569
4,3351,27139,250000,7747254601793394
4,3397,26995,250000,6594199261790984
4,3541,26872,250000,8422381567883789
4,3351,26972,250000,8964044380964423
4,3389,26908,250000,3359018311971778
4,3390,27222,250000,3805448735800296
4,3418,27544,250000,1181772014489057
4,3412,27677,250000,7802739265557884
4,3569,27778,250000,6690762361837223
4,3393,28421,250000,8342907009213033
4,3423,27393,250000,6602814891250528
4,3457,28253,250000,2462204628417247
4,3376,28417,250000,7470949709255109
4,3481,28645,250000,7242652054005249
5,4546,26315,250000,1425639617366295
5,4692,26150,250000,1680667988612265
5,4376,26194,250000,7012251353592017
5,4637,26407,250000,1402830233834582
5,4888,26443,250000,8556951296534622
5,4404,26442,250000,3578231801357851
5,4715,26441,250000,4167311617517353
5,4182,26428,250000,4787966634316780
5,4533,26369,250000,8392729069543572
5,4802,26264,250000,4739017686839976
5,4688,26460,250000,2730446818333920
5,3994,35631,250000,7381311011023186
5,4764,34402,250000,2684983008798375
5,3970,31123,250000,900693664443231
5,3922,26462,250000,5805501911312304
5,4175,29704,250000,1042088684605293
5,4467,27742,250000,3217485526471889
5,3941,31600,250000,8052908745924053
5,4236,27612,250000,2027047761945549
5,5210,27412,250000,3050043113616441
5,4902,27765,250000,8176294836503787
5,3952,28098,250000,2040670180899736
5,4625,27135,250000,4445859722204905
5,5025,27252,250000,4643955340549072
5,3933,26368,250000,7465200784587070
5,3915,26423,250000,7570049133506154
5,4946,26327,250000,2698459312954171
5,3909,26338,250000,4430983885147534
5,4716,26354,250000,5500022069888981
5,3914,26402,250000,5124862261958411
5,4507,26433,250000,1230436977119839
5,4002,26301,250000,4690187665584368
5,4347,26397,250000,8636959407331517
5,4586,26273,250000,6411548672922706
5,4888,26533,250000,1853962738698328
5,4375,26446,250000,7346444928658087
5,3909,26319,250000,1907717891067030
5,4193,27987,250000,8029705015507074
5,4588,27473,250000,8125670049011441
5,3988,28522,250000,6483083021779384
5,3928,27601,250000,8616923808788098
5,3948,27516,250000,2844820931742588
5,4888,27822,250000,6294915502858343
5,3930,28032,250000,4939812991415761
5,3966,26312,250000,2576313537803248
5,3915,26467,250000,8638172651330938
5,4399,26331,250000,2941578074964700
5,3906,26252,250000,8494731550639075
5,4182,26315,250000,7110040328756151
5,3909,26455,250000,4620869373921573
5,4834,27061,250000,4739487535616397
5,4241,26618,250000,6396576455361144
5,4549,26462,250000,623961658184431
5,3916,26426,250000,8586960892791575
5,4347,28910,250000,8677021592313405
5,4659,36165,250000,3309331889611023
5,4012,28189,250000,7928842238511948
5,4434,27684,250000,3344128354613440
5,4729,27472,250000,6183239421286961
5,3939,28092,250000,6824105494749840
5,4539,27776,250000,3463264216486917
5,6891,27320,250000,7044360930321215
5,4168,26582,250000,7829160446275433
5,4565,26615,250000,2272078186080640
5,3919,26534,250000,7326078856576813
5,3928,26625,250000,5665408526852240
5,3990,27578,250000,6161309699700384
5,3918,26857,250000,4323552670650471
5,3976,26641,250000,7726922822721833
5,3911,26755,250000,1008502193218724
5,3921,26760,250000,7935912105009468
5,3940,26501,250000,738069351573926
5,4700,26641,250000,35800611938991
5,4289,26757,250000,57879422713239
5,3993,26786,250000,5140122865897063
5,3913,26506,250000,404555017594283
5,4421,26525,250000,5265233116423096
5,4056,26681,250000,5092167220498735
5,4013,26656,250000,3853332194157158
5,3982,31016,250000,482331808821454
5,4037,27013,250000,8011956536890820
5,4034,26941,250000,600252331538573
5,3954,26865,250000,314599713513417
5,4826,26385,250000,6569089228869264
5,3914,26777,250000,3655297598473458
5,4647,26613,250000,3470889730203586
5,4005,26730,250000,2850978477444898
5,4437,26870,250000,7209539021268510
5,3911,26839,250000,4845802969799227
5,4129,26284,250000,3828254525574453
5,3960,26598,250000,2786291971190820
5,4008,26459,250000,983029531256907
5,4118,26469,250000,931184053585033
5,3981,26827,250000,7039426071990685
5,4076,26946,250000,6686603277770505
5,4313,26519,250000,3831407428813799
5,4605,26432,250000,3550708326705515
5,4669,26522,250000,690640411626126
5,4435,26450,250000,8200471127900963
5,3913,26497,250000,6783006961851250
6,3278,20997,250000,605797821291654
6,3249,20891,250000,4477592316105242
6,3279,20962,250000,7362800722044010
6,3294,21025,250000,8601479339113760
6,3302,21023,250000,4614640612495645
6,3274,20957,250000,2071294617733113
6,3266,21005,250000,7735252534326769
6,3272,21077,250000,5845724574566496
6,3375,21184,250000,4134232879344710
6,3295,22650,250000,2943657646626170
6,3258,23890,250000,1001312046782321
6,3275,23979,250000,6026910985903861
6,3277,21093,250000,5802355865571558
6,3246,20768,250000,1819347998954407
6,3276,20768,250000,1755616006783061
6,3281,22381,250000,3049143123633365
6,3287,22648,250000,6108125402977822
6,3278,21053,250000,1000775704272466
6,3270,20946,250000,2970512686704609
6,3245,21049,250000,2359396929812797
6,3278,20984,250000,4560442601934048
6,3275,20960,250000,6888336629178136
6,3245,21263,250000,2593335306647248
6,3379,21028,250000,2291829599663004
6,3268,20989,250000,3852401840286763
6,3245,21143,250000,2377011755087749
6,3274,21192,250000,8957651287668455
6,3275,21320,250000,7908826440325003
6,3245,21160,250000,1258736195415082
6,3263,21012,250000,5226782352554611
6,3303,21075,250000,5452192758814949
6,3245,21219,250000,2167486540340255
6,3339,21255,250000,742181961261386
6,3327,21565,250000,8816030240128910
6,3283,21396,250000,7468871125427704
6,3275,21047,250000,7566918093182279
6,3274,20994,250000,7091233032914697
6,3259,20888,250000,3276415354982254
6,3266,20963,250000,5717700880792326
6,3267,20935,250000,4048041187583359
6,3245,21267,250000,2104218074624608
6,3304,21091,250000,751110487426491
6,3290,21946,250000,5799496803417581
6,3254,21668,250000,6933424725967179
6,3297,22305,250000,7542120451085341
6,3302,23445,250000,3037116629200701
6,3304,22219,250000,7275986129195533
6,3263,21163,250000,641560445747321
6,3268,21435,250000,7948050471959284
6,3283,21822,250000,5194432658860246
6,3280,21055,250000,1965965497148851
6,3290,22553,250000,7309998032170592
6,3247,21771,250000,3771809124315653
6,3279,21764,250000,4918748523189462
6,3281,21817,250000,8596058148302247
6,3298,21564,250000,8144238314674194
6,3330,21141,250000,7248176380355327
6,3287,23281,250000,447078456987135
6,3253,21544,250000,8744790074847271
6,3337,21004,250000,1607424911142722
6,3303,24332,250000,4756670362695660
6,3259,21717,250000,1871594590794310
6,3297,21808,250000,1191596632418655
6,3348,27155,250000,7909970034421524
6,3248,24073,250000,2875883204181676
6,3316,21169,250000,4891071320518522
6,3294,25473,250000,7057860427016421
6,3248,25290,250000,2434806775308120
6,3344,22021,250000,6650095777725443
6,3335,22025,250000,5010755433850007
6,3249,21862,250000,490309874666692
6,3293,22062,250000,7042528667164964
6,3281,21718,250000,4895369280293799
6,3385,22306,250000,3458386926164049
6,3317,22613,250000,1498428401331500
6,3272,21911,250000,3802886335806238
6,3246,22093,250000,1195147381208880
6,3244,22292,250000,7397840809906597
6,3316,24890,250000,2538076224390980
6,3247,20973,250000,7706052619425470
6,3278,21023,250000,7910953867211494
6,3297,21118,250000,1026998864691174
6,3245,21036,250000,1384938704221364
6,3272,21027,250000,7669957655273157
6,3321,21108,250000,1283251762432582
6,3250,21116,250000,7099990090225259
6,3272,21246,250000,7118164779662566
6,3368,22230,250000,2103095452381253
6,3245,21902,250000,7888125524406377
6,3328,21121,250000,4996136646662499
6,3278,20818,250000,2141867021743545
6,3245,20960,250000,8309680556847917
6,3272,20866,250000,7682556647278114
6,3273,20962,250000,877625432245974
6,3254,23008,250000,1545116898435303
6,3273,21084,250000,6094943949581253
6,3281,21002,250000,1905862677301759
6,3287,21231,250000,6714586313013894
6,3307,21196,250000,7884536366926383
6,3272,21036,250000,5175933756482308
7,3909,26304,250000,4210315191854265
7,3941,26451,250000,7632778326520341
7,4172,26354,250000,6126631022984470
7,4451,26302,250000,1855455849815895
7,4758,26627,250000,2582226948553130
7,4212,26215,250000,7252925036571592
7,4524,26234,250000,516173695606175
7,4055,26197,250000,6104304974715857
7,4307,26224,250000,2844721440277786
7,4592,26225,250000,2279597604854090
7,4898,26375,250000,3542919816446444
7,3903,26272,250000,3123828885102936
7,4672,26266,250000,4193123573941599
7,3958,26233,250000,2718994456312743
7,3907,26342,250000,5227923068127617
7,4732,26221,250000,2611204986611579
7,4248,26420,250000,6290863365094765
7,4542,26253,250000,6841510562778195
7,4838,26185,250000,6085935908745661
7,3960,26293,250000,6315258959243251
7,4615,26423,250000,3166697199220434
7,4871,26403,250000,6685739011290824
7,3910,26233,250000,8469145416591043
7,4692,26203,250000,206430300216978
7,4197,26279,250000,4973965121995600
7,3953,26238,250000,6129839492217070
7,4778,26293,250000,3845670930119683
7,4276,26363,250000,1735457456681491
7,3900,26169,250000,3685787091134081
7,4858,26312,250000,4200478718074323
7,4350,26218,250000,1255612484544207
7,3947,26330,250000,4951523375792382
7,4132,26423,250000,2030652120617513
7,3900,26306,250000,282253507466583
7,3910,26520,250000,3973314250017024
7,4206,26239,250000,4438204166000567
7,3905,26417,250000,1251334463009238
7,4043,26312,250000,3526970110481979
7,4291,26355,250000,4442988788874964
7,4581,26382,250000,5569456859538613
7,4079,26318,250000,3789440547999002
7,4355,26292,250000,3366431267934299
7,4657,26313,250000,7064610979512483
7,4204,26306,250000,3965974320959698
7,4442,26236,250000,292795069623527
7,4713,26255,250000,3626482296644468
7,4228,26376,250000,6992610235737937
7,3897,26293,250000,8969343236840556
7,4815,26303,250000,3336468282502942
7,4348,26162,250000,1864879025592960
7,4586,26383,250000,4984056822269146
7,4876,26217,250000,1637087500192225
7,4379,26329,250000,3784191933865071
7,4666,26417,250000,5674459652072100
7,4168,26234,250000,219298293240869
7,4529,26268,250000,7491411018052172
7,4741,26301,250000,8738883590716474
7,3904,26299,250000,5346975643265322
7,3904,26278,250000,314042271877216
7,4828,26196,250000,7335552346425399
7,3908,26174,250000,1162506789675175
7,3956,26397,250000,5704923467060518
7,4876,26338,250000,4933832991956962
7,3907,26316,250000,5127170858580942
7,4703,26317,250000,250693961090378
7,4166,26338,250000,5147171858399009
7,3904,26235,250000,1980114514142
7,4001,26319,250000,284219494835475
7,4247,26494,250000,241198165302896
7,3903,26189,250000,6111387338104241
7,4854,26504,250000,7899949630030112
7,4336,26263,250000,540150631347458
7,3911,26292,250000,7447063558232704
7,4106,26454,250000,2936075424764703
7,4410,26382,250000,4173038289117769
7,3902,26298,250000,433079829748323
7,4196,26311,250000,6568585506272726
7,4475,26226,250000,3079618933238964
7,4774,26239,250000,8878574543861930
7,4315,26555,250000,407599066875079
7,3899,26390,250000,2693338022410849
7,4852,26319,250000,8791007597054383
7,4343,26181,250000,3437917171928405
7,3911,26423,250000,534564229592544
7,4888,26393,250000,3362239360021393
7,4481,26173,250000,2872877819236291
7,4708,26315,250000,5554316341720379
7,4219,26457,250000,7872450689739764
7,4502,26439,250000,6888135041489213
7,4695,26289,250000,5840411599888351
7,4281,26286,250000,316902197916155
7,4642,26208,250000,6506738492638946
7,4663,26352,250000,986863949071376
7,4358,26286,250000,2147997960507983
7,3895,26278,250000,6722030983887356
7,3901,26162,250000,5101716150819815
7,4476,26146,250000,8256213065969251
7,4763,26476,250000,2507417642252896
7,3900,26322,250000,6325570377401942
7,4512,26238,250000,1233695317630500
8,4558,26506,250000,7404644708392059
8,3917,26372,250000,3177992841151678
8,4449,26211,250000,7863735157848585
8,3952,26393,250000,8719851861443171
8,4135,26301,250000,698059557868126
8,4465,26453,250000,1984497384245668
8,3944,26571,250000,5972877645540183
8,3929,26320,250000,1909277266626047
8,4611,26411,250000,7293798486169508
8,3921,27152,250000,6247475392948229
8,4339,27536,250000,1283738882749867
8,3879,26285,250000,3712000210280755
8,4098,30676,250000,1492025748893882
8,4334,26670,250000,8054003653808115
8,3912,26498,250000,2457842355726443
8,3913,26524,250000,4842526339419008
8,3943,26366,250000,681758141970651
8,3964,26405,250000,679780787127341
8,3927,26656,250000,2850702519979857
8,3909,26297,250000,539010200474101
8,4016,26445,250000,3590759719235711
8,4306,26634,250000,7127675772995211
8,4601,26399,250000,8286470798973537
8,4917,26285,250000,5253953756015296
8,4378,26548,250000,6634703120347194
8,4718,26303,250000,162648974698980
8,4240,26410,250000,1224120563277401
8,4458,26565,250000,3536086822919588
8,3952,26566,250000,4655476367215397
8,3899,26809,250000,2080920816915129
8,3943,26524,250000,682206593957331
8,4829,26307,250000,6944070213884738
8,4358,26245,250000,3549042293859131
8,3911,26431,250000,2754820219519369
8,4634,27098,250000,984148423861740
8,4416,26354,250000,2390340390543108
8,3899,26416,250000,6617461326038543
8,3902,26444,250000,1076557832801852
8,4529,26298,250000,5040317994392260
8,3975,27091,250000,7754192643094465
8,3898,26895,250000,941790955467911
8,3907,26813,250000,135355473783494
8,3914,26773,250000,5407978134104437
8,3906,26974,250000,6191119767222544
8,3956,26835,250000,2943165757220724
8,3918,27014,250000,2395259631480277
8,3906,26668,250000,32466943302410
8,4722,26523,250000,218731708711981
8,3919,27035,250000,1535089720500843
8,3910,26711,250000,7982199145249289
8,4005,26790,250000,7719929265122110
8,3908,27205,250000,7472464483182292
8,3901,26271,250000,1036549826909734
8,3925,26935,250000,2109386021387876
8,3900,26446,250000,3480175524738506
8,4642,26331,250000,6236151439547088
8,4941,26433,250000,4786399199999334
8,4424,26541,250000,2714484230996081
8,4719,26388,250000,7004627160059294
8,3959,26358,250000,8070074649675047
8,4508,26721,250000,4757932771058064
8,3998,26237,250000,6971915618610777
8,4348,26375,250000,1554628788951364
8,3929,26680,250000,6022136856271918
8,3914,26349,250000,3864389214282405
8,4416,26309,250000,875109033471365
8,3942,26329,250000,1100043800698141
8,3931,27057,250000,2526064793611154
8,4027,26365,250000,4624138825830008
8,3946,32935,250000,3925766161557549
8,4265,27074,250000,3811816635356675
8,3930,27211,250000,299713679023611
8,3924,26763,250000,3084106289820444
8,4332,26627,250000,1610259491352851
8,3975,26718,250000,5732163408695715
8,4671,26822,250000,5079728228067006
