runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer
8,3923,29873,250000,6768775117043822
8,3934,28131,250000,3593237127797147
8,4230,27766,250000,7034753003828177
8,3904,27886,250000,8379345894674353
8,3917,27675,250000,6362004322138925
8,4274,27780,250000,7192270491544510
8,3904,27683,250000,7473249325510791
8,4844,27776,250000,8141420667622866
8,3975,27873,250000,4265953468253969
8,3945,27945,250000,4698470329077389
8,4152,28164,250000,7052812516069215
8,4436,28579,250000,725685055735292
8,3946,27727,250000,581445033669998
8,3928,28911,250000,1386150333401349
8,4097,28218,250000,3279105858017590
8,3945,27747,250000,7980507588240267
8,4286,27682,250000,5405771223337278
8,3948,27890,250000,188216765922449
8,3947,27813,250000,5793589419995698
