elapsed.ps,repeats.n,param.array.array,param.index.integer
17069,100000,array<integer>[100],8
17487,100000,array<integer>[100],1
16886,100000,array<integer>[100],13
17627,100000,array<integer>[100],73
18748,100000,array<integer>[100],3
19206,100000,array<integer>[100],78
16827,100000,array<integer>[100],3
17573,100000,array<integer>[100],13
17387,100000,array<integer>[100],54
21013,100000,array<integer>[100],31
16806,100000,array<integer>[100],21
18157,100000,array<integer>[100],74
17447,100000,array<integer>[100],80
17894,100000,array<integer>[100],68
17456,100000,array<integer>[100],87
17457,100000,array<integer>[100],84
19419,100000,array<integer>[100],37
18044,100000,array<integer>[100],85
15770,100000,array<integer>[100],67
16725,100000,array<integer>[100],5
23122,100000,array<integer>[100],43
17725,100000,array<integer>[100],74
17171,100000,array<integer>[100],79
22476,100000,array<integer>[100],15
16599,100000,array<integer>[100],81
17064,100000,array<integer>[100],58
20660,100000,array<integer>[100],31
17220,100000,array<integer>[100],1
17197,100000,array<integer>[100],80
17274,100000,array<integer>[100],34
23779,100000,array<integer>[100],14
16806,100000,array<integer>[100],51
20092,100000,array<integer>[100],81
19268,100000,array<integer>[100],1
18395,100000,array<integer>[100],40
18381,100000,array<integer>[100],84
19834,100000,array<integer>[100],62
17107,100000,array<integer>[100],27
17582,100000,array<integer>[100],26
17614,100000,array<integer>[100],33
17982,100000,array<integer>[100],69
20359,100000,array<integer>[100],94
17169,100000,array<integer>[100],13
18273,100000,array<integer>[100],71
17513,100000,array<integer>[100],84
18859,100000,array<integer>[100],38
27673,100000,array<integer>[100],48
24094,100000,array<integer>[100],83
23494,100000,array<integer>[100],48
22570,100000,array<integer>[100],96
16930,100000,array<integer>[100],89
17837,100000,array<integer>[100],29
20852,100000,array<integer>[100],42
23289,100000,array<integer>[100],78
21719,100000,array<integer>[100],91
21325,100000,array<integer>[100],85
15722,100000,array<integer>[100],49
16007,100000,array<integer>[100],88
17658,100000,array<integer>[100],69
16387,100000,array<integer>[100],96
20308,100000,array<integer>[100],87
19467,100000,array<integer>[100],48
15939,100000,array<integer>[100],49
16431,100000,array<integer>[100],78
16082,100000,array<integer>[100],67
22087,100000,array<integer>[100],14
18447,100000,array<integer>[100],19
24211,100000,array<integer>[100],3
19987,100000,array<integer>[100],71
17878,100000,array<integer>[100],70
18442,100000,array<integer>[100],61
20577,100000,array<integer>[100],27
17996,100000,array<integer>[100],13
23225,100000,array<integer>[100],89
18241,100000,array<integer>[100],52
16965,100000,array<integer>[100],100
16720,100000,array<integer>[100],76
24412,100000,array<integer>[100],51
24650,100000,array<integer>[100],23
21681,100000,array<integer>[100],40
16644,100000,array<integer>[100],38
16461,100000,array<integer>[100],88
16340,100000,array<integer>[100],49
19259,100000,array<integer>[100],79
20542,100000,array<integer>[100],45
18936,100000,array<integer>[100],86
19538,100000,array<integer>[100],91
20196,100000,array<integer>[100],16
16192,100000,array<integer>[100],98
20162,100000,array<integer>[100],9
17478,100000,array<integer>[100],68
17582,100000,array<integer>[100],82
16181,100000,array<integer>[100],31
17867,100000,array<integer>[100],29
17862,100000,array<integer>[100],2
16552,100000,array<integer>[100],31
18575,100000,array<integer>[100],16
23444,100000,array<integer>[100],58
24026,100000,array<integer>[100],12
17750,100000,array<integer>[100],40
18589,100000,array<integer>[100],6
17117,100000,array<integer>[100],45
18418,100000,array<integer>[100],81
19854,100000,array<integer>[100],14
17857,100000,array<integer>[100],34
16039,100000,array<integer>[100],75
19816,100000,array<integer>[100],98
21175,100000,array<integer>[100],10
27683,100000,array<integer>[100],76
27348,100000,array<integer>[100],51
22330,100000,array<integer>[100],28
19030,100000,array<integer>[100],48
16131,100000,array<integer>[100],69
16012,100000,array<integer>[100],21
16148,100000,array<integer>[100],58
16378,100000,array<integer>[100],26
16345,100000,array<integer>[100],78
16520,100000,array<integer>[100],88
17317,100000,array<integer>[100],65
16791,100000,array<integer>[100],53
26248,100000,array<integer>[100],67
28017,100000,array<integer>[100],24
26795,100000,array<integer>[100],68
27583,100000,array<integer>[100],67
20398,100000,array<integer>[100],100
17459,100000,array<integer>[100],48
23243,100000,array<integer>[100],12
26477,100000,array<integer>[100],36
28674,100000,array<integer>[100],34
26167,100000,array<integer>[100],33
26531,100000,array<integer>[100],58
26362,100000,array<integer>[100],19
25366,100000,array<integer>[100],35
24448,100000,array<integer>[100],90
23496,100000,array<integer>[100],11
25571,100000,array<integer>[100],12
25325,100000,array<integer>[100],90
17626,100000,array<integer>[100],55
