elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
36324,100000,3.1292343e+37; -1.82545824e+38,9.68695362e+36; -1.08248964e+38
38175,100000,1.67953482e+38; -1.74623718e+38,1.84165172e+38; 1.27332878e+35
36733,100000,-1.66248299e+38; -2.01079707e+38,2.25597571e+38; 5.67793178e+37
39066,100000,-2.3419999e+38; -2.88155885e+38,-3.38775303e+38; 1.21585754e+38
39170,100000,7.16782739e+37; 6.89699485e+37,-3.65205853e+37; 9.71654388e+37
35112,100000,2.57632886e+38; -2.57390207e+38,1.35698752e+38; 2.58015534e+38
35496,100000,3.16047463e+38; 1.32040211e+38,-3.14040438e+38; -7.73168433e+36
36724,100000,3.04142622e+38; 7.44504432e+37,-8.41090103e+36; 1.89212713e+38
39331,100000,-2.38187998e+36; 1.59613467e+38,-3.37753759e+38; -1.55951691e+38
36303,100000,2.2547719e+37; 1.91376927e+38,-2.95744994e+38; 2.24410284e+37
38273,100000,4.2630897e+37; 2.91052598e+38,-2.93735251e+38; -3.09939482e+37
36262,100000,-2.29972e+38; 1.19927981e+38,1.49003941e+38; 3.01288542e+38
35315,100000,-1.69559454e+38; 1.21300218e+37,-1.67889045e+38; -4.18579344e+37
35239,100000,-1.25830649e+38; 2.97947907e+38,3.21121615e+38; 3.09746976e+38
37763,100000,4.91034348e+37; 2.36841693e+38,-4.28244216e+37; 2.34264995e+38
36971,100000,-3.92395437e+37; 5.90061286e+37,-3.07865134e+38; 2.41335058e+38
36339,100000,-1.53205382e+38; -5.13666829e+37,-2.42262795e+38; 3.59413273e+37
37965,100000,8.14319883e+37; -6.39530894e+37,3.29507945e+38; -1.99840452e+38
37674,100000,3.24108971e+38; -1.3806004e+38,-1.42102631e+37; -2.22482031e+38
36774,100000,-1.42791754e+38; -1.90745881e+38,-2.76763519e+38; 2.43635347e+38
34730,100000,1.68324011e+38; -1.91960209e+38,2.71453949e+38; -4.15751393e+37
39288,100000,-1.79838569e+38; -1.7767261e+38,-2.85215584e+38; -2.17413943e+38
36044,100000,6.05834054e+37; 2.60817204e+38,1.93108822e+38; -1.06584945e+38
36728,100000,3.01651557e+38; -1.49062385e+38,-2.65543128e+38; -5.85675519e+37
35243,100000,1.12119396e+38; -1.29971519e+37,2.6206871e+38; -7.60784881e+36
43662,100000,-7.47578789e+37; -3.02317813e+38,1.98969891e+38; 1.76167655e+38
35036,100000,-1.47669541e+38; -3.24849238e+38,-9.01081642e+37; 1.73415692e+37
35207,100000,2.08548218e+38; -2.99349726e+38,2.4465113e+38; -9.91644427e+37
38217,100000,-1.75347861e+38; 2.15375916e+37,-1.06604467e+38; 3.75077048e+37
43105,100000,-4.29802108e+37; -2.18518909e+38,1.88475873e+38; -1.29959704e+37
36848,100000,-3.19057941e+38; 1.04488595e+38,1.0103726e+38; 2.6097198e+38
35192,100000,-5.32724739e+37; -1.36233041e+38,-1.75986189e+38; -2.17800323e+38
34807,100000,-2.06352383e+38; -3.21224893e+38,-2.19869271e+38; 3.38196747e+38
40131,100000,-2.63129643e+38; 2.07917516e+38,-1.85911629e+38; -2.39216519e+38
38895,100000,-3.13676632e+38; -3.33903103e+38,2.8769085e+38; 9.37281395e+36
34857,100000,-3.01762684e+38; -8.56868018e+37,2.26774072e+38; -2.02303203e+38
34002,100000,-2.88808025e+38; -3.36996515e+38,7.17669131e+37; -8.75973946e+37
49652,100000,-1.77500919e+38; 1.53254029e+38,2.13748481e+37; -1.47515476e+38
38187,100000,-2.57232613e+38; 3.0109807e+38,-2.15336173e+38; 3.22955956e+38
35461,100000,1.10905504e+38; 2.62444746e+38,1.95463934e+38; 1.87226568e+37
44721,100000,-2.61444722e+38; -5.47794823e+37,2.29663078e+38; 1.44428169e+38
35449,100000,4.42283992e+36; 2.81022419e+38,3.36433171e+38; -6.10535111e+37
34189,100000,1.2833645e+38; 1.56292192e+38,-1.94188353e+38; 2.8163365e+38
37865,100000,2.21262023e+38; 1.41130939e+38,-1.27391655e+38; -2.63094696e+38
42252,100000,-7.06597673e+37; -3.35347961e+38,1.53791776e+38; -1.75890496e+38
35266,100000,-1.34684692e+38; -2.19514207e+38,-3.26891758e+38; 1.64941656e+38
34450,100000,-3.66229681e+34; -1.49593926e+38,-2.92631279e+38; 4.80856077e+37
41696,100000,2.1848812e+38; 1.48289777e+38,-2.62009851e+38; 1.30072797e+38
39391,100000,2.19170217e+38; -1.9869908e+38,-1.07128868e+38; -1.74338814e+36
36366,100000,2.51855564e+38; -3.47479813e+37,2.81593876e+38; -1.28204645e+38
35532,100000,-9.59214375e+37; -2.67362297e+38,-1.92385247e+38; 3.25460753e+38
34881,100000,1.96211077e+38; -2.77789565e+38,1.46658199e+38; 1.3358067e+38
36213,100000,-3.14381588e+38; 3.36108592e+38,1.46338427e+38; -1.36090243e+38
36817,100000,-8.67156371e+37; 1.09328387e+37,-1.6691409e+38; 2.70928498e+37
36046,100000,-9.33394056e+37; -2.16990203e+38,8.38098384e+36; 7.28552824e+37
36908,100000,-4.34754147e+36; 2.24537653e+38,-1.94121332e+37; -2.79291904e+38
40314,100000,-2.49607401e+38; 2.91426707e+38,-2.91236985e+38; -2.78535694e+38
36137,100000,-3.35289791e+38; 2.40665941e+38,-2.74244829e+38; -9.98239658e+37
43931,100000,-3.6129505e+37; 2.98282547e+38,2.68545127e+38; -2.2984276e+38
35374,100000,3.1223725e+38; -2.83525999e+38,-8.71458777e+37; 8.09547838e+37
41025,100000,3.1785563e+37; -2.8138442e+38,1.48625117e+38; 3.0830082e+38
35932,100000,-1.05846341e+38; -2.88023866e+38,-1.03766506e+37; 3.51103012e+37
43392,100000,1.48879661e+38; 2.49524162e+38,2.8766752e+37; 2.3233052e+38
35853,100000,-3.17106793e+38; 2.32523446e+38,-2.18601884e+38; -1.90506508e+38
41911,100000,-1.26053553e+38; -3.35061918e+38,-1.29606615e+38; 1.92682546e+38
40099,100000,-1.24491341e+38; 2.52916841e+38,-2.47754542e+38; 1.31592831e+38
35341,100000,-2.30374768e+38; 2.08028826e+38,-7.97128056e+37; 9.23140081e+37
36072,100000,-2.56652455e+38; -8.32984973e+37,2.51331608e+38; -3.12254572e+38
37559,100000,2.38976315e+38; 1.29567866e+38,3.10754809e+37; 1.9483664e+38
36278,100000,6.64975329e+37; -3.14514397e+38,-2.60198773e+37; 6.58890758e+37
41082,100000,1.56919963e+38; -8.99445866e+37,1.84064713e+38; -3.18161508e+36
35595,100000,-1.54770859e+38; -1.26207963e+38,3.03740442e+38; 1.56899802e+38
35208,100000,3.18005466e+37; 7.29986993e+36,-2.45401518e+38; 2.61831406e+38
35736,100000,-2.57598122e+38; 2.10012081e+38,2.51972654e+38; 1.97476537e+38
41841,100000,-2.59183396e+38; -1.81430271e+38,-3.08577492e+37; 2.36342299e+38
37146,100000,2.77987339e+38; 1.89756505e+38,1.36644155e+38; -1.44205929e+37
35320,100000,-1.86946316e+38; 9.56833524e+37,6.98711314e+37; 2.76667096e+38
35941,100000,-1.82906242e+38; 3.09823664e+38,-2.1939302e+38; 2.13478324e+38
57439,100000,-4.58427991e+37; -7.31765253e+37,2.16134453e+37; 3.21646564e+38
56381,100000,-4.79824482e+36; -3.29842646e+38,-3.39102985e+38; -1.58240989e+37
55785,100000,-1.05632118e+38; 2.65381903e+38,-5.34861795e+37; 1.66547262e+38
56092,100000,-2.57886234e+38; -1.43507885e+38,2.78597819e+38; -1.50375255e+38
53997,100000,-7.4863322e+37; 2.35375234e+38,-2.61072768e+37; 1.73538041e+38
57408,100000,1.60289611e+38; 7.14995909e+37,2.8927809e+38; -8.77142111e+37
55080,100000,-1.2589099e+37; 1.01305271e+38,-2.32275919e+38; 1.56751122e+38
51869,100000,6.0257604e+37; 1.92654942e+38,3.23264513e+38; 2.34456948e+38
40825,100000,-6.89784722e+37; -2.90252376e+38,-1.07410256e+38; -2.72857507e+37
41102,100000,2.93902926e+38; 9.40369075e+37,-3.36452399e+38; -9.86868021e+37
38194,100000,3.09367918e+38; 9.21823448e+37,-3.40099115e+38; 1.93568786e+38
37116,100000,6.18599295e+37; -9.5077598e+37,2.5728626e+38; -2.99597821e+38
37749,100000,-1.38441491e+38; -9.87598086e+37,1.052653e+38; 2.21237421e+38
34943,100000,2.34877787e+38; 1.87175893e+38,2.37278779e+38; 1.34607304e+38
36558,100000,2.97044083e+38; 8.0575452e+37,2.49845841e+38; 9.29745656e+37
36075,100000,7.97354509e+37; -2.15311996e+38,1.46516235e+37; -7.46585965e+37
36117,100000,5.94947521e+37; 1.55371888e+38,2.34514509e+38; -4.29533417e+37
34760,100000,-2.00256911e+38; 1.12811503e+38,3.04682742e+38; -2.22939683e+38
37582,100000,1.41262085e+38; 1.07219257e+37,2.55061969e+38; -3.0065348e+38
35456,100000,-9.74331463e+37; -2.21399193e+38,2.57410044e+38; 1.09444775e+38
54258,100000,-2.86525037e+38; 2.93084368e+38,-5.69804939e+37; 2.4332103e+38
