elapsed.ps,repeats.n,param.a.vector2
44882,100000,-7.32228453e+37; 3.96862004e+37
46809,100000,8.64963031e+37; -2.9272107e+38
46306,100000,2.23755259e+38; 1.89656147e+38
45855,100000,1.8309063e+38; -2.61931074e+38
44806,100000,-7.93952135e+37; 2.66803598e+38
45156,100000,-1.17857644e+38; 1.58858059e+38
45121,100000,-2.41007152e+38; 1.31420317e+37
44788,100000,-1.03939571e+38; -3.1937319e+38
44153,100000,2.45546943e+38; 4.52919593e+37
46235,100000,-3.25815472e+38; 2.79752781e+38
45173,100000,-3.14259204e+38; 2.24322132e+38
44887,100000,3.35340259e+37; 3.23622882e+38
44484,100000,2.49890239e+38; 4.0181796e+37
44227,100000,-5.57724989e+37; 3.46465414e+37
45825,100000,-3.25138161e+38; 8.47476856e+37
43648,100000,-1.608748e+38; -2.91150724e+38
43473,100000,-1.82571319e+38; -9.95755671e+37
44753,100000,-5.11474504e+37; 2.22307216e+38
44309,100000,2.36844846e+37; 9.99807057e+36
46497,100000,5.16174749e+37; -3.36046365e+38
43860,100000,2.05998212e+38; 1.36948693e+37
43820,100000,-3.03238731e+37; -2.7708175e+38
44632,100000,-2.1637021e+38; -1.03736554e+38
45223,100000,3.79754749e+36; -2.37780058e+38
44446,100000,3.21952991e+38; -1.51797265e+38
43759,100000,-2.8183548e+38; 1.24441477e+38
44248,100000,-1.93237493e+38; -6.77704874e+37
44220,100000,1.23387025e+38; 8.2605635e+37
44891,100000,-3.17549863e+38; 2.76113245e+38
48033,100000,-2.17869344e+38; -8.84923661e+37
45966,100000,-1.72639936e+38; -1.81761747e+38
43849,100000,-1.53916736e+38; -1.74121099e+38
43967,100000,-1.73966474e+37; 1.89772974e+38
45120,100000,-2.84346706e+38; 1.37056983e+38
44737,100000,2.62360959e+38; 1.99637162e+38
44347,100000,-2.36106252e+38; -2.31749996e+38
43892,100000,-2.98475777e+38; 2.8362086e+38
44539,100000,1.64140937e+38; -2.17369829e+38
44389,100000,-3.01058174e+38; 1.25141727e+38
45242,100000,-2.178949e+38; -3.26008804e+38
45092,100000,3.21367823e+38; 2.06113274e+38
44247,100000,-1.47680088e+38; 3.30473956e+38
44274,100000,1.55365012e+38; -2.52795349e+38
45466,100000,-2.28368351e+38; 1.49752068e+38
44177,100000,-5.77001341e+37; 6.26576722e+37
44367,100000,-1.55187196e+38; 7.88458239e+37
44017,100000,2.36075849e+38; -2.22887415e+38
43741,100000,-9.23494922e+37; -6.04385028e+37
43311,100000,-1.30145479e+38; -2.92676611e+38
46898,100000,-1.64817061e+38; 2.22285109e+38
46176,100000,-1.47623318e+38; -1.31909592e+38
44074,100000,2.69014187e+36; -6.84068226e+37
44778,100000,-8.31608355e+37; 1.35249212e+38
44618,100000,-3.07567469e+38; -1.35911585e+38
44177,100000,-5.28309969e+37; -7.91264158e+37
46043,100000,1.94307472e+38; -1.37176143e+38
45820,100000,-3.20418282e+38; -2.74451121e+38
43895,100000,-9.97736654e+37; 1.06220946e+38
44843,100000,-3.20039305e+38; 2.46231718e+38
46116,100000,2.35432958e+38; -1.72475506e+38
45016,100000,1.05407845e+38; -3.27731328e+38
43816,100000,6.43999819e+37; 3.2687902e+38
44142,100000,-2.99897554e+38; 1.7223013e+38
45574,100000,8.88560702e+37; -1.85731542e+38
45447,100000,2.10454034e+38; 1.10832091e+38
44923,100000,1.89093655e+38; 1.09203414e+38
45767,100000,1.99401906e+38; 4.4644636e+37
44565,100000,4.27142932e+37; 1.72201592e+38
44007,100000,-2.37814275e+38; 1.33895848e+37
48503,100000,2.2195199e+38; 3.15745904e+38
44772,100000,2.39302415e+38; 3.1141204e+38
45466,100000,-2.72283358e+38; 1.75195053e+38
44924,100000,1.67200011e+38; -4.54587111e+37
44107,100000,2.06781194e+38; -8.4906791e+37
46662,100000,3.0916694e+38; -1.25541138e+38
48322,100000,1.18384571e+38; 1.78491593e+38
45330,100000,2.29435348e+38; 7.17283461e+37
45559,100000,-2.2285829e+38; 3.3859842e+38
44631,100000,-3.1755471e+38; -1.96036365e+38
46404,100000,9.51206677e+37; 4.69804141e+37
44315,100000,1.96953718e+38; -1.2708391e+38
44300,100000,1.87604214e+37; 4.34460927e+37
45199,100000,-1.36035399e+38; -9.12476199e+37
44479,100000,7.79802416e+37; -2.45129592e+38
44010,100000,-2.72302038e+38; 2.06644836e+38
46135,100000,2.95202318e+38; 1.37032543e+38
44669,100000,-3.38888499e+38; -3.2936755e+38
44845,100000,-2.06907838e+38; -3.85021514e+37
47328,100000,-3.26156804e+38; -1.34098145e+38
46796,100000,-1.43291117e+38; 1.37040382e+38
44649,100000,-1.33270471e+38; 1.19735603e+38
44741,100000,2.28435455e+37; 2.79889586e+38
43549,100000,3.01386202e+38; -2.41449248e+38
43810,100000,-3.37987027e+38; -1.68748333e+36
44085,100000,-1.53428955e+38; 3.32397925e+38
45300,100000,4.34928284e+37; 1.88265524e+38
44178,100000,1.90200629e+38; 4.540369e+37
44269,100000,-6.18378673e+37; 3.56535706e+37
44564,100000,1.88990722e+38; -2.19975652e+38
48468,100000,-1.64553167e+38; 2.05177971e+38
46379,100000,-2.80288176e+38; 2.01123497e+38
45824,100000,-2.57068767e+37; -2.39256171e+38
45263,100000,-2.45012015e+38; 2.28851376e+38
43977,100000,-1.59789873e+38; 3.4069522e+37
44048,100000,-1.01193992e+38; -1.75253101e+38
44877,100000,-1.50151571e+38; -6.99579351e+37
45287,100000,2.61491027e+38; 2.90471608e+38
44624,100000,-4.23435815e+37; 4.54744908e+37
45107,100000,2.57691614e+37; -2.44576714e+38
46799,100000,-1.84417201e+38; 1.46264406e+38
45936,100000,2.04750884e+38; 2.19823088e+38
44035,100000,-1.5774782e+38; -2.61925232e+38
44372,100000,3.29556481e+38; 2.86218935e+38
49206,100000,3.23513925e+38; -2.68364228e+38
45976,100000,1.10871226e+38; 1.71349473e+37
44982,100000,-1.39842575e+37; -1.39903985e+38
45827,100000,-2.55995853e+38; -2.79285616e+38
46040,100000,-3.88543275e+37; 9.14506975e+37
44272,100000,3.1773928e+38; 4.72309779e+37
47195,100000,-1.04518005e+38; 1.3106772e+38
44272,100000,1.16177024e+38; 8.23669605e+36
45310,100000,2.51374911e+38; -2.75090423e+38
44168,100000,-1.93082394e+38; -3.39436063e+38
44212,100000,2.88676615e+38; -7.28362524e+37
48179,100000,-2.77855666e+38; -3.00617945e+38
45911,100000,2.2397873e+38; -1.56885625e+38
45303,100000,-8.77174158e+37; -1.70907737e+38
45563,100000,-1.14787232e+38; 1.06757142e+38
44783,100000,3.33273395e+38; 2.4613637e+38
44845,100000,2.03920705e+38; 1.95245802e+37
45319,100000,1.80913605e+37; -2.27988948e+38
44991,100000,-8.01310023e+36; -2.0956459e+38
45353,100000,-2.0600312e+38; 1.39502515e+38
