runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.vector2
2,3476,48563,50000,Vector2(1.4113085749737898e+38;-2.0427120539691804e+38)
2,3475,51884,50000,Vector2(1.8674736575863983e+38;2.4158615383101867e+38)
2,4064,51598,50000,Vector2(9.27165226669568e+37;-3.0925320089433433e+38)
2,3436,55756,50000,Vector2(4.613059128567741e+37;-1.308011707984076e+37)
2,4142,55249,50000,Vector2(-8.456074265882282e+37;1.7790790375228476e+37)
2,4076,53569,50000,Vector2(-1.0886216243146208e+38;-1.50354465806326e+38)
2,3645,53706,50000,Vector2(-2.0455996606244523e+38;3.1277131160514774e+37)
2,4000,58487,50000,Vector2(3.0305240178307713e+38;-3.0772875470611427e+38)
2,3463,53507,50000,Vector2(1.3571103256791038e+38;2.6701307493617897e+38)
2,3484,57295,50000,Vector2(-3.3075537432914e+38;1.841371895078303e+37)
2,3858,52631,50000,Vector2(-7.311055170599652e+37;2.2045744040424503e+38)
2,3704,58405,50000,Vector2(2.326472091408589e+38;2.166365183886515e+38)
2,3556,50605,50000,Vector2(-2.072918646591899e+38;4.64437821135722e+37)
2,3610,67594,50000,Vector2(-2.0078878158580226e+37;2.119387472410729e+38)
2,3516,66183,50000,Vector2(-7.904266973723414e+37;-3.3977847073674534e+38)
2,3524,60264,50000,Vector2(2.096559417577723e+38;-1.3615946650304232e+38)
2,3596,53586,50000,Vector2(3.1474435905837897e+38;1.379033785043787e+38)
2,4356,66645,50000,Vector2(-4.27257882561148e+37;-2.9849397078947563e+38)
2,3730,60821,50000,Vector2(-1.412853790349444e+38;-1.5456023640294402e+38)
2,3508,51230,50000,Vector2(-1.836539737755293e+38;2.789282604115786e+38)
2,3492,52667,50000,Vector2(2.8369369367759497e+38;3.1571785387212544e+38)
2,3499,55235,50000,Vector2(1.3070034440496665e+38;-2.2950311113373923e+38)
2,3537,53262,50000,Vector2(-1.6435552724428077e+37;-8.322692069726268e+37)
2,3615,50552,50000,Vector2(1.085179521933797e+37;-6.20707854527049e+37)
2,3491,51951,50000,Vector2(8.033847739259464e+37;8.664077475211091e+37)
2,3550,55757,50000,Vector2(1.447935158708352e+38;-2.9941706381535702e+38)
2,3689,71518,50000,Vector2(-1.0832119000251348e+38;-2.4080663998272153e+38)
2,3434,48998,50000,Vector2(-1.3166917426450428e+38;-2.423732482299052e+37)
2,3510,50220,50000,Vector2(-4.892542112881979e+37;2.971724501093401e+38)
2,3621,49950,50000,Vector2(1.7398654577963516e+38;9.404650998545125e+36)
2,3488,49724,50000,Vector2(-2.365814286964984e+38;1.031052742779952e+38)
2,3475,49516,50000,Vector2(-2.407403570681368e+38;2.097179856487499e+38)
2,3716,61727,50000,Vector2(-3.3955974523157956e+38;-2.1284415400577993e+38)
2,3485,50438,50000,Vector2(-1.002358964383546e+37;5.941957028136357e+37)
2,3527,61105,50000,Vector2(1.1009996746595854e+38;-9.37262722878698e+37)
2,3658,65594,50000,Vector2(-2.7654917432988946e+38;-1.060818497229935e+38)
2,3533,59378,50000,Vector2(6.391164737194673e+37;1.1346703760775475e+37)
2,3408,50614,50000,Vector2(1.1699903923384545e+38;-2.8930948724865404e+38)
2,4239,52155,50000,Vector2(-3.3775132502649877e+38;2.9243429668424064e+38)
2,3485,50722,50000,Vector2(-1.2378761243421168e+38;-2.3264751337700295e+38)
2,3514,51604,50000,Vector2(-2.001363725278888e+38;-2.6319339014757127e+38)
3,3596,63461,50000,Vector2(-2.827036078527927e+38;-6.265414811772513e+37)
3,3534,55346,50000,Vector2(8.383508367862577e+37;-1.6906812229797844e+38)
3,3592,65846,50000,Vector2(3.381953120433251e+37;2.962516287133343e+38)
3,3788,66850,50000,Vector2(-1.6534556996896262e+38;-2.800697544240721e+38)
3,3486,52125,50000,Vector2(3.3263575652349456e+38;2.1478716828099055e+38)
3,3457,55397,50000,Vector2(2.710257468521654e+38;-2.514218446969847e+38)
3,3936,69309,50000,Vector2(1.3259589784170473e+38;8.621018933743019e+37)
3,3924,59777,50000,Vector2(6.288775584093759e+37;-2.069598821787973e+38)
3,3483,53659,50000,Vector2(-2.199712761166479e+37;1.8992065522378155e+37)
3,3604,58121,50000,Vector2(2.492139472229528e+37;-3.2828885077964954e+38)
3,3903,58673,50000,Vector2(2.417191050259706e+38;3.261453448855068e+38)
3,3739,57473,50000,Vector2(2.27882161240625e+38;2.3640391704764726e+38)
3,3626,61843,50000,Vector2(2.425322065445714e+38;7.404583953065211e+37)
3,3538,60883,50000,Vector2(-1.4029814288869145e+38;-1.9558603421571915e+38)
3,4235,64355,50000,Vector2(-2.8950241352880398e+38;1.8888093327207676e+38)
3,3588,67542,50000,Vector2(-2.590477721072353e+37;-3.1357282679726244e+38)
3,3561,60555,50000,Vector2(-1.9237958047557426e+37;1.5986269716924108e+38)
3,3570,53023,50000,Vector2(2.049669452876485e+37;-1.743116322407625e+38)
3,3536,59391,50000,Vector2(3.4458903743473224e+37;-5.0350655910463595e+37)
3,3669,64204,50000,Vector2(2.042726860128191e+38;-7.104672525798174e+37)
3,3664,57663,50000,Vector2(-4.799427091572335e+37;-9.446845636129142e+37)
3,3644,56670,50000,Vector2(-2.3397947949808436e+38;-8.461109881126629e+37)
3,3688,65893,50000,Vector2(-2.3407841709213097e+38;7.998546712404548e+37)
3,3535,62056,50000,Vector2(8.406287035028198e+37;-2.284438014449597e+38)
3,3658,66274,50000,Vector2(-1.470457557628631e+38;-1.2576014775660041e+38)
3,3730,71503,50000,Vector2(-1.6284107774869411e+38;-2.0578415145889284e+38)
3,4252,62329,50000,Vector2(-2.5874998069883207e+38;-2.5031726466996983e+38)
3,3707,59892,50000,Vector2(1.393291304874674e+38;1.5815135871772817e+38)
3,3588,60099,50000,Vector2(2.1545658920995907e+38;-2.5773304096371458e+38)
3,3574,62139,50000,Vector2(2.8885684471352935e+38;1.9428063805121853e+37)
3,3627,63226,50000,Vector2(6.709372926165164e+37;-4.916013424335565e+37)
3,3660,52994,50000,Vector2(-2.0658948481461543e+38;1.098592558287824e+38)
3,3510,59723,50000,Vector2(2.0560205598547125e+38;-2.0329428285594856e+38)
3,3659,57070,50000,Vector2(-2.61234646863713e+37;-2.4171754328043113e+38)
3,3605,68282,50000,Vector2(1.4116140280624208e+38;-1.3253810311553913e+38)
3,3661,62193,50000,Vector2(-2.291091050447787e+38;-1.4635708175657831e+37)
3,4105,68006,50000,Vector2(-2.518434348630062e+38;2.365113276183058e+37)
3,3658,63937,50000,Vector2(-4.8562236696553206e+36;1.4541360997964765e+38)
3,3586,71423,50000,Vector2(-1.3415777521684833e+38;-9.859369565057813e+37)
3,3533,60993,50000,Vector2(1.8753353223728697e+38;-8.664565520692179e+36)
3,3508,55255,50000,Vector2(-1.293253694343207e+38;2.8416000655679252e+38)
3,3534,55665,50000,Vector2(1.0759746292183118e+38;-3.34306743121101e+37)
3,3574,55686,50000,Vector2(-1.918671732852512e+38;5.698097053929493e+36)
3,3506,53717,50000,Vector2(-1.9635260788668917e+38;-2.833045148021201e+38)
3,3535,55347,50000,Vector2(1.0514747967737248e+38;3.1452691134501822e+38)
3,3552,56675,50000,Vector2(-1.6645483523259594e+38;2.2233372555185964e+38)
3,3593,59232,50000,Vector2(-2.6419905286294913e+38;-1.1450363353307938e+38)
3,3519,53525,50000,Vector2(-6.276475823849865e+37;-6.855756146877119e+37)
3,3534,62719,50000,Vector2(9.47327260172222e+37;-2.344501328129371e+38)
3,3615,72534,50000,Vector2(1.2044895921592078e+36;2.357249228213458e+38)
3,3516,64031,50000,Vector2(2.4340610458595914e+37;2.758150525142853e+38)
3,3704,63624,50000,Vector2(-4.702629798799147e+37;1.2449908893949337e+38)
3,3582,73100,50000,Vector2(2.9139526940506477e+38;1.3915653732294512e+38)
3,3641,59270,50000,Vector2(8.98243727519337e+37;-2.635146229508739e+38)
3,3597,62491,50000,Vector2(1.964160106991102e+38;-7.418368385692092e+37)
3,3603,59223,50000,Vector2(-2.3347231784594505e+38;-2.0436624876832076e+38)
3,3603,61840,50000,Vector2(-3.063137219765011e+37;-4.454412655949178e+37)
3,3588,66784,50000,Vector2(1.0008366174247199e+38;1.1359430212211406e+38)
3,3659,59968,50000,Vector2(-5.96452044823006e+36;-1.4096035342104588e+38)
3,3668,60143,50000,Vector2(2.9850301674415886e+38;1.5921753400215852e+38)
3,3752,70671,50000,Vector2(-2.407314733727304e+38;-1.7275244228489137e+38)
3,3686,64513,50000,Vector2(1.664674407501646e+38;-1.672655839916827e+38)
3,4138,58537,50000,Vector2(2.4853827424122394e+38;-1.893865686728934e+37)
3,4126,57245,50000,Vector2(-2.0062763277089885e+38;-2.2802906673338424e+38)
3,3713,58812,50000,Vector2(-8.326320085744121e+37;2.6450456679880893e+38)
3,3735,72272,50000,Vector2(2.0837090913251376e+38;-1.2089927561219406e+38)
3,3623,57936,50000,Vector2(-2.5614890364403097e+38;4.358067153849912e+37)
3,4169,56793,50000,Vector2(-1.9652594135916198e+38;-2.034028951593761e+38)
3,3623,55647,50000,Vector2(3.270700199393373e+38;-2.9914122304474736e+38)
3,3547,53610,50000,Vector2(-1.6307672892467414e+38;-3.02502834683059e+37)
3,3562,56129,50000,Vector2(1.751249365834593e+38;-1.1308158308974335e+37)
3,4208,68302,50000,Vector2(-1.2988725302757066e+38;-3.274109773859795e+37)
3,3639,69989,50000,Vector2(1.2681669903767384e+38;-1.997848175222287e+38)
3,3590,64760,50000,Vector2(2.4907308081765303e+38;3.2146935704584255e+38)
3,3995,62738,50000,Vector2(-4.357717789344489e+37;1.1117834261976549e+38)
3,4150,57598,50000,Vector2(2.9017933894932585e+38;2.213514078899356e+38)
3,3562,56246,50000,Vector2(2.7559364973105183e+38;2.0728014142643898e+38)
3,3627,69910,50000,Vector2(-2.968458424674925e+38;-7.306498727282191e+37)
3,3602,61666,50000,Vector2(7.231552688495498e+37;-8.655100480720515e+37)
3,3587,65211,50000,Vector2(-1.1884992066343149e+38;1.92429320549826e+38)
3,3537,62774,50000,Vector2(5.060884084351328e+37;-1.9171418306961086e+38)
3,3644,67285,50000,Vector2(9.740017155302355e+35;9.471018211894774e+37)
3,3656,67577,50000,Vector2(-1.9389744248657674e+38;-3.2242624056612362e+38)
3,3619,66669,50000,Vector2(-2.3803807078941347e+38;-4.78084840437539e+37)
3,3643,59103,50000,Vector2(1.3727622611702418e+38;3.0540627682962893e+38)
3,3615,55617,50000,Vector2(3.3915530384287795e+37;1.4175104287703464e+38)
3,3698,58699,50000,Vector2(2.022265154023643e+38;3.0633998848921946e+35)
3,3661,54943,50000,Vector2(1.6652009135019449e+37;-1.0107608004437866e+38)
3,3596,55782,50000,Vector2(-2.280550332882793e+37;2.2474420880361523e+38)
3,3598,55512,50000,Vector2(2.1502250507962172e+38;1.052086615659419e+38)
3,3561,53429,50000,Vector2(-2.984515602709944e+38;8.015298461556444e+37)
3,3568,59369,50000,Vector2(-9.130302125926871e+37;1.9064562460205208e+38)
3,3583,70323,50000,Vector2(2.529781139858729e+38;-3.3708072771777324e+38)
3,3600,68735,50000,Vector2(2.1696990035530673e+38;-2.6718058735709553e+38)
3,3756,55260,50000,Vector2(3.0251090201147884e+38;2.9580685575313584e+38)
3,3545,52810,50000,Vector2(1.4039828728610948e+38;-3.047695714273511e+38)
3,3574,56600,50000,Vector2(6.853201070327299e+37;2.8667277400017933e+38)
3,3996,61306,50000,Vector2(-1.1697744860882237e+38;2.597044100475511e+38)
3,3591,59125,50000,Vector2(2.7896807478163056e+38;1.7623894793093988e+38)
3,3565,58038,50000,Vector2(3.0903291364362907e+38;-9.174015789225141e+37)
4,3457,55329,50000,Vector2(1.7888437500964057e+37;-1.3739532442621683e+38)
4,3993,63418,50000,Vector2(-1.8224469110903876e+38;-2.834594318466728e+38)
4,3339,60794,50000,Vector2(2.3229871677904895e+38;-3.237013943902546e+36)
4,3374,70244,50000,Vector2(1.905457945819829e+38;1.5129277063941014e+38)
4,3314,54526,50000,Vector2(1.4753308121841004e+38;-1.2054837978484608e+38)
4,3294,60179,50000,Vector2(1.7049050740107292e+38;-2.7111602385731127e+38)
4,3763,59944,50000,Vector2(-7.54777269426459e+37;-1.7559889593107745e+38)
4,3315,54145,50000,Vector2(-1.3732938631259535e+38;-1.1819978830599604e+38)
4,3337,57754,50000,Vector2(-2.1977447082566127e+38;2.478366042809856e+38)
4,3539,57961,50000,Vector2(1.4644949348533495e+38;3.1311351134937815e+38)
4,3305,55129,50000,Vector2(1.8812928745457503e+38;4.085035496970355e+37)
4,3316,55606,50000,Vector2(-1.9404763372969178e+38;3.168795897294034e+38)
4,3419,53651,50000,Vector2(-1.4268152884121656e+38;1.9555475874011032e+38)
4,3596,57592,50000,Vector2(3.2911369581341084e+38;-2.1040196934781383e+38)
4,3269,53271,50000,Vector2(-1.2824984395906306e+38;1.5761147139769337e+38)
4,4042,56897,50000,Vector2(-2.0313799167814522e+37;1.7421762327224956e+38)
4,3375,54229,50000,Vector2(-1.2222816894822051e+38;-1.8289176082262406e+38)
4,3297,57017,50000,Vector2(-3.0625901017659526e+38;-7.471074762348382e+37)
4,3435,59795,50000,Vector2(-2.2393494066042953e+38;3.014647353241225e+38)
4,3301,56126,50000,Vector2(-5.979491148288635e+37;-1.4998161173528088e+37)
4,3440,57120,50000,Vector2(-6.892302513681699e+37;1.7795842976990866e+38)
4,3326,61019,50000,Vector2(2.0191607284097082e+38;-1.101886218783361e+38)
4,3342,60299,50000,Vector2(-9.384174004574338e+37;-1.755802969614709e+38)
4,3452,58547,50000,Vector2(-2.570156014300094e+37;-1.9321283003281508e+38)
4,3315,55204,50000,Vector2(-5.2928231356961765e+36;1.8589451071721588e+38)
4,3362,58345,50000,Vector2(-1.5383952126008786e+38;-2.976812140718381e+38)
4,3402,65915,50000,Vector2(2.7573280734334248e+38;-2.8424734261254585e+38)
4,3811,63114,50000,Vector2(1.2354748898691404e+38;1.0966397171851604e+37)
4,3394,56658,50000,Vector2(2.803440537315519e+38;2.2572634392385285e+38)
4,3308,58356,50000,Vector2(-9.649423554419094e+36;6.206780900909557e+37)
4,3663,56765,50000,Vector2(-2.517595924523071e+37;-9.216243766019944e+37)
4,3284,56303,50000,Vector2(2.0034810820764492e+37;2.0227219138879174e+38)
4,3295,62352,50000,Vector2(1.676360219206838e+38;1.5947469467352322e+38)
4,3474,66351,50000,Vector2(5.665596520780601e+37;-3.181898942370281e+38)
4,3331,62492,50000,Vector2(-4.0628275261049566e+37;-2.726718722862002e+37)
4,3349,56814,50000,Vector2(-2.5490753904664907e+38;2.173974738321613e+38)
