runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.value.integer
1,3969,126545,50000,-6119251335651047
1,3936,123808,50000,-1814015538969358
1,3894,121657,50000,5969565257294620
1,3902,122450,50000,-4162685088356140
1,3957,129118,50000,3381327282509066
1,3906,126701,50000,-4008128075865566
1,4381,130851,50000,-4875444731618626
1,3887,124556,50000,-4244042259473271
1,3899,119074,50000,-6101422595163979
1,3904,116821,50000,7252552001252815
1,3885,116832,50000,-4987190288207901
1,4857,119759,50000,6804808487725972
1,4364,117359,50000,6312630479300045
1,3907,126176,50000,-880725413483252
1,4000,126312,50000,-3445589130941786
1,3886,124568,50000,7834714468561055
1,3885,133730,50000,-2119749564452299
1,4021,116620,50000,-2187681282042137
1,3885,116845,50000,-1910094314319459
1,3886,116321,50000,2828077675246622
1,4024,116185,50000,763778164027239
1,3885,120494,50000,1528857315948981
1,3885,116991,50000,6075672769485433
1,4014,116476,50000,1690583705305384
1,3896,118362,50000,-7473193861494490
1,4041,132974,50000,1210315305184915
1,3908,123490,50000,7182733484685732
1,3886,118565,50000,2295095550544904
1,3888,115991,50000,6433635210747843
1,4014,115920,50000,2589794106768845
1,3898,116515,50000,5374973052881918
1,3886,112709,50000,448884494499536
1,4007,117235,50000,3677733563217382
1,3886,117637,50000,5488707915711287
1,3895,117343,50000,-6197864307642897
1,5004,119036,50000,8043663150721603
1,3885,112419,50000,784632129907850
1,4176,117913,50000,3948847614652230
1,4007,116792,50000,-3554595322518191
1,3886,117981,50000,-5164975311388756
1,4012,116694,50000,-4278882014912616
1,3994,117364,50000,6403687495276755
1,3886,116183,50000,1960131377394169
1,3941,118384,50000,-4227792960022136
1,4032,118090,50000,-5452799450799119
1,3897,117043,50000,-8270567151099537
1,3885,119204,50000,6172976200738118
1,4076,116148,50000,6450882614328321
1,3885,116640,50000,3371822095617262
1,3887,117419,50000,7183725916166777
1,4049,118049,50000,-7498206256634275
1,3886,118320,50000,3455569892483678
1,3885,116572,50000,-8070479347230462
1,5011,116900,50000,1881984940587255
1,3966,110087,50000,277397876542834
1,3949,116565,50000,2728781734376433
1,5007,119003,50000,3258109825257979
1,3886,116875,50000,7734419535477688
1,4211,120748,50000,-955179593954883
1,3985,126541,50000,-3904944148664573
1,3886,117069,50000,-342745598133225
1,4857,120959,50000,-2084991592146385
1,4013,116295,50000,-8638945312364394
1,3886,116401,50000,6797261717518766
1,3899,117015,50000,1851886378628303
1,4880,118094,50000,3173385173875321
1,4738,120782,50000,6079464343482137
1,4869,131273,50000,-1100422478431167
1,4027,113389,50000,35178268133969
1,4227,120411,50000,7479433406388966
1,3886,117722,50000,-4057946288504765
1,5005,119055,50000,3016222256128412
1,3886,120602,50000,-5582505892202515
1,3886,118412,50000,-5313406785745765
1,4997,121357,50000,-1002328185020963
1,3898,116000,50000,-3297987791884901
1,3885,117919,50000,6919985415528298
1,4810,120164,50000,4292089510101874
1,3886,117684,50000,-8965798364376947
1,3886,118923,50000,7156704815623679
1,4022,118649,50000,7913591070843972
1,3886,118006,50000,-4434199300493270
1,3885,117644,50000,7394676584246327
1,4073,119013,50000,7300123146557476
1,3889,117483,50000,-1126806525860436
1,3885,117287,50000,-1520270123896071
1,3991,116415,50000,-6023346386161225
1,3886,118008,50000,-6489444226535837
1,3885,117802,50000,-3577049192479594
1,3893,118729,50000,8932817116690315
1,3905,116265,50000,-6298643225068933
1,4635,116918,50000,-4003240773670071
1,5001,118053,50000,1807112423118638
1,3886,117542,50000,-8605934154911255
1,4856,115707,50000,-4629179751841327
1,4991,117923,50000,-3019283740307590
1,3901,115734,50000,-3109889924184112
1,3886,117738,50000,2480730517801437
1,4073,117796,50000,-4702547010308104
1,3936,127030,50000,5668978038947025
1,3885,117676,50000,6813683705708359
1,4018,117454,50000,-6917833143095790
1,4707,117353,50000,-5180278941450399
1,3886,117952,50000,7489962620747313
1,3997,116977,50000,-1723895142243407
1,3902,118790,50000,1051885127672693
1,3885,117354,50000,-1919745982256829
1,4051,116843,50000,4325190807632705
1,4856,116983,50000,-8326772426759870
1,5259,120005,50000,-4088154002325419
1,4003,116786,50000,-1042984817172634
1,3886,116137,50000,-1998109164146710
1,3885,116147,50000,-6948909150206622
1,4012,118810,50000,6726112837702155
1,3898,116375,50000,-2852835543465290
1,3886,117164,50000,-630871795068339
1,4032,116292,50000,8148320603312014
1,3938,116993,50000,-3841234585642284
1,4285,118795,50000,5188199767158637
1,4066,118484,50000,-3979975666947226
1,3886,117047,50000,3870454117452173
1,3886,117857,50000,-1613529094561991
1,3997,115634,50000,-3977613770869307
1,3886,117293,50000,-3669692380846236
1,3939,116599,50000,-5190198893430222
1,4363,116954,50000,-7768963259705152
1,4869,120029,50000,8907943540282526
1,4857,118054,50000,1330499335154638
1,4990,119315,50000,1412160305773376
1,3885,116293,50000,1085698886593913
1,3886,116498,50000,-5103093797692879
1,4116,128602,50000,-5669413926958456
1,3901,118134,50000,-3715259042982480
1,4857,119056,50000,1791081773448322
1,4045,116223,50000,1078318668294895
1,3885,120168,50000,4498226037161835
1,3885,116071,50000,-2730930618679913
1,4012,110578,50000,239576634738108
1,4857,120288,50000,2353532381205952
1,3886,128212,50000,-5166246020023250
1,4434,133248,50000,6106211384311606
1,3886,123087,50000,7084972687641678
1,4857,123000,50000,1324649693019544
1,4066,123003,50000,-7281716398843552
1,3886,120240,50000,-3628391129762882
1,3903,120640,50000,3538521665230998
1,4108,120136,50000,-6515709626754854
1,3886,130130,50000,7709330206883059
1,4719,123642,50000,3908839124387128
1,3993,124267,50000,8162797215012231
1,3886,120850,50000,5419119344775559
1,3886,119754,50000,-6473577618627806
1,4250,116682,50000,-35893935649071
