runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.value.integer
1,3341,124750,50000,-7206214625302848
1,3363,130352,50000,8454349246017936
1,3377,128767,50000,352592502486452
1,3288,133512,50000,3599660519221813
1,3382,130374,50000,-1781519085612775
1,3275,128818,50000,6996702928188342
1,3271,127914,50000,-5413517372890068
1,3391,130849,50000,5467923731636696
1,3367,131979,50000,-5331578028317673
1,3316,132848,50000,-6214866355789898
1,3248,130153,50000,-7422537080421836
1,3271,127661,50000,-1882744909798153
1,3249,125497,50000,-6061137288713377
1,3272,122704,50000,723462811296585
1,3339,126935,50000,-1982189552922041
1,3354,124369,50000,-1573476417448248
1,3352,133105,50000,7984856997607938
1,3703,134680,50000,8309208252155620
1,3260,135177,50000,-807287109604315
1,3291,131854,50000,-4325403791380779
1,3340,132004,50000,3598401810297332
1,3269,136879,50000,8131404046576944
1,3249,131547,50000,-4870907342471511
1,3525,129220,50000,-1660361383539312
1,3270,131981,50000,-6704124373944215
1,3297,133212,50000,-3484468753803361
1,3278,133885,50000,7963571023027216
1,3326,138014,50000,5349605896688949
1,3253,126902,50000,3116073669886126
1,3247,130933,50000,3633877419140295
1,3324,131708,50000,7477001660192023
1,3248,131174,50000,6530176492256053
1,3281,131354,50000,-8782667859319972
1,3343,141500,50000,-333408448184977
1,3285,128253,50000,-3054278252971682
1,3279,122452,50000,-5305319670597827
1,3249,127138,50000,-4071604172297691
1,3252,124030,50000,-2617104566654290
1,3354,128693,50000,1355808493022266
1,3251,125012,50000,7148170421003788
1,3247,126320,50000,-4787104057005441
1,3258,128439,50000,3992911665950141
1,3251,123540,50000,-7912048180362023
1,3293,128112,50000,1398179398312945
1,3247,128111,50000,8765312975544577
1,3280,123716,50000,-1077071946260693
1,3632,125341,50000,-4608397458398715
1,3280,128022,50000,-7540688317281251
1,3667,126910,50000,-1530213756964207
1,3875,141526,50000,-8604702616653938
1,3376,135722,50000,-2530238239562506
1,3328,126484,50000,-4233082769936490
1,3298,174699,50000,-3729855583818504
1,3320,127794,50000,6319062498512391
1,3320,134985,50000,3277190170230802
1,3397,134034,50000,8482695862963481
1,3358,129247,50000,6879316815213875
1,3312,133627,50000,-1971985210350287
1,3314,138023,50000,-4425003573411043
1,3308,132828,50000,371313030845583
1,3971,126936,50000,-6616899679470499
1,3348,133918,50000,8774818337964932
1,3321,125390,50000,-2726995732709222
1,3338,128138,50000,7500426039363591
1,3342,124461,50000,287182389499551
1,3309,125071,50000,-3490644975356724
1,3328,136079,50000,1888429699331626
1,3353,144494,50000,-693298390205618
1,3248,137062,50000,-179664072582208
1,3404,125582,50000,-4995065646684780
1,3319,128952,50000,-4345528156557807
1,3282,136822,50000,-100904205920823
1,3304,133698,50000,4490879416608405
1,3302,128003,50000,-7812117261410395
1,3318,126730,50000,-1363317801516328
1,3884,126798,50000,-3803767955845236
1,3291,131580,50000,8220477095033070
1,3733,129331,50000,-2497480986876762
1,3249,145882,50000,4981692573260186
1,3252,138632,50000,1297952380722451
1,3349,137791,50000,8001241525646562
1,3329,154559,50000,-4324651447549978
1,3629,155953,50000,7336439524168227
1,3265,156521,50000,7177418770143710
1,3428,179655,50000,8695194283780241
1,3334,185149,50000,916539734009256
1,3386,148637,50000,6783904159327685
1,3363,145473,50000,5771032909825751
1,3350,134125,50000,-5993552847500033
1,3314,133097,50000,-639132286460805
1,3312,129031,50000,4908516879868393
1,3327,130744,50000,4599525908167708
1,3248,131786,50000,-5497960691126376
1,3257,168864,50000,-2379805784079810
1,3269,145060,50000,6070996289583037
1,3269,134882,50000,7525877671665295
1,3257,129143,50000,6442206274615061
1,3269,133527,50000,6807740889798176
1,3330,125594,50000,-2693237955480916
1,3253,151257,50000,-6550084989873459
1,3254,145619,50000,-8995020519944599
1,3315,135258,50000,-6581744700275310
1,3340,134518,50000,-6676249505383205
1,3444,135977,50000,-8879642506302466
1,3359,159156,50000,-250409169793375
1,3367,153496,50000,-8214672631766593
1,3357,135901,50000,-5789734850162328
1,3371,148347,50000,5513754907135578
1,3491,146399,50000,1425520987439557
1,3492,130258,50000,-7564105325135168
1,4085,130345,50000,-8416427995304726
1,3779,145183,50000,2144243666072912
1,3393,146791,50000,-3681497358416766
1,3322,134194,50000,-1068373353356818
1,3387,139757,50000,-791162994066997
1,3371,133268,50000,650869762580457
1,3351,129555,50000,-5914456516318478
1,3317,124783,50000,723467997403801
1,3298,141625,50000,8741928503543751
1,3310,124639,50000,-4909439860803698
1,3349,143940,50000,-2668667893323639
1,3307,174962,50000,-3587503063488404
1,3443,132825,50000,8637172103401722
1,3439,159497,50000,1589771055757313
1,3380,131501,50000,-1104124244288841
1,3344,134907,50000,7093671901883061
1,3796,132713,50000,2302148690596773
1,3750,129384,50000,2430079539341906
1,3392,137339,50000,-918855529367676
1,3346,134521,50000,4441345606185388
1,3278,130467,50000,4241151268800283
1,3316,128287,50000,2352788425819835
1,3339,132941,50000,5352418811452423
1,3310,128386,50000,-2957786453818366
1,3349,134340,50000,2260131397023043
