runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer
7,3703,25994,250000,4289253631
7,3687,27502,250000,3594889699
7,3939,27024,250000,2808425515
7,3813,28277,250000,986220699
7,3851,26514,250000,4124633709
7,3712,28382,250000,1086953222
7,3728,26388,250000,134388958
7,3742,26157,250000,1388802596
7,3904,26437,250000,1700348924
7,3785,25577,250000,728829430
7,3718,26196,250000,1223209000
7,3775,25042,250000,1968481672
7,3845,27381,250000,1452115383
7,3968,27037,250000,3399543837
7,3749,24563,250000,3399258422
7,3746,27828,250000,601884200
7,3727,28863,250000,1644970191
7,3855,26448,250000,191281830
7,3711,28758,250000,1106213571
7,3790,27203,250000,747731135
7,3701,31480,250000,644621729
7,3688,24288,250000,2135889930
7,3683,24399,250000,3666317982
7,3832,26778,250000,733568014
7,3759,24869,250000,409074112
7,3670,26476,250000,1568111559
7,3784,27099,250000,4229113435
7,3894,27658,250000,3413343980
7,3739,27878,250000,2149690604
7,3891,26129,250000,2025738144
7,3867,26845,250000,1696496473
7,3783,27340,250000,561650399
7,3810,26470,250000,2766213862
7,3628,26057,250000,3946690351
7,3862,25228,250000,3473523749
7,3684,28125,250000,2469471617
7,3936,24887,250000,2911944291
7,3709,26338,250000,37783563
7,3817,27688,250000,1575326790
7,4235,27314,250000,2447028897
7,3668,27879,250000,1280330836
7,3810,31144,250000,3837965059
7,3803,26364,250000,2239792096
7,3783,27496,250000,506885351
7,4018,33216,250000,2378748202
7,3834,31228,250000,581744756
7,3750,26225,250000,2346841429
7,3955,27445,250000,1909570733
7,3971,31211,250000,1474996953
7,3790,28322,250000,2628102768
7,3834,28779,250000,297827548
7,3738,27231,250000,3876893243
7,4118,29489,250000,931743276
7,3859,28590,250000,485974695
7,3850,26048,250000,4065848008
7,4232,25558,250000,2761459688
7,3889,27954,250000,2743813891
7,3766,31110,250000,3215717537
7,3717,28350,250000,908427276
7,3892,26983,250000,3134796951
7,3801,26530,250000,2601365700
7,3706,26328,250000,1939990173
7,3785,26786,250000,62836703
7,4018,28037,250000,3489396484
7,4130,27901,250000,3247053193
7,3860,28697,250000,2277913810
8,4214,28391,250000,1078912594
8,5087,34675,250000,3204192621
8,4340,31728,250000,2231387898
8,4073,30921,250000,3595317761
8,4111,30677,250000,3683941350
8,4317,38794,250000,1041794466
8,4219,29651,250000,3753418482
8,4367,29412,250000,3177042831
8,4049,29827,250000,420892811
8,4486,30743,250000,665185942
8,4073,38697,250000,848159971
8,5573,34490,250000,2538949241
8,4565,32056,250000,4064313276
8,4378,32514,250000,1254329056
8,4190,28923,250000,3334124589
8,4266,33009,250000,3707664181
8,4044,33016,250000,624053376
8,4191,29637,250000,2657619317
8,4038,30220,250000,2640709368
8,4104,30469,250000,702191772
8,4267,32559,250000,3106429907
8,5217,30927,250000,4048577297
8,4284,30619,250000,1237441175
8,5467,32684,250000,2137213025
