runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.v.integer,param.field.integer,param.width.integer
13,3431,38289,250000,2370681632,1169238779,8,3
13,3527,38235,250000,2695258667,978582309,10,6
13,3416,37871,250000,3697415710,1286454805,8,16
13,3483,38206,250000,2494109626,2015030405,15,6
13,3543,38311,250000,1105743334,1634775189,3,5
13,3440,37697,250000,302222318,1141133780,9,11
13,3511,36655,250000,3106593974,2609144365,7,13
13,3495,37243,250000,2266661210,4283758851,3,12
13,3466,37396,250000,2801860070,4241328952,9,10
13,3547,36922,250000,4184553418,611731997,5,9
13,3574,38947,250000,3913339854,2915868660,7,15
13,3510,39615,250000,2762427723,178258005,8,6
13,3430,39011,250000,764342257,2782747120,5,3
13,3510,37797,250000,3814017338,1393056519,7,8
13,3522,37960,250000,1747833853,2614736599,13,7
13,3636,37753,250000,3618048682,2148149511,6,8
13,3430,37664,250000,1637232165,2430113082,7,12
13,3516,37628,250000,2634252465,430043698,14,2
13,3469,40365,250000,1540930496,4079564236,14,2
13,3520,37839,250000,33856907,3625968065,4,9
13,3391,38622,250000,4005581507,2407702787,11,2
13,3482,38216,250000,3865905948,2870432643,8,5
13,3566,38093,250000,2749590591,3729499412,2,7
13,3484,38921,250000,266514336,2149050006,11,4
13,3444,38125,250000,1890274412,2474648593,13,10
13,3448,39742,250000,3727849161,2565359451,6,4
13,3499,37320,250000,935452066,507502566,4,3
13,3453,37053,250000,473451169,1357855672,8,13
13,3543,36655,250000,4069714439,2733786694,9,8
13,3415,37095,250000,4189057433,470235375,11,12
13,3500,37289,250000,2168712379,3900706982,6,8
13,3523,37235,250000,620658184,4105062767,4,8
13,3491,36818,250000,2078167938,254769935,11,3
13,3543,37929,250000,3496163898,816877993,8,1
13,3553,37214,250000,3283371596,4112718315,13,1
13,3469,39239,250000,347110676,290727107,4,12
13,3476,38462,250000,807402571,1685145324,15,1
13,3497,37298,250000,3222204243,829432890,15,7
13,3417,37601,250000,663338465,2640301121,11,16
13,3444,36509,250000,1708217971,3230740905,9,12
13,3511,37305,250000,3298610265,736637442,11,2
13,3413,36626,250000,2545854255,343005265,6,13
13,3551,37227,250000,2950199446,2244497913,3,4
13,3519,36708,250000,387417970,3709220891,4,16
13,3477,36585,250000,1331419780,2168395423,6,13
13,3560,36697,250000,326339273,3908407254,4,12
13,3513,36763,250000,3499226268,4117199973,2,4
13,3473,36803,250000,3711783533,2915229437,6,5
13,3500,36826,250000,1976066678,1845236985,5,6
13,3485,36957,250000,2531386535,3559654279,9,9
13,3472,36421,250000,1914967186,1547982291,15,7
13,3463,36634,250000,2180176293,2988386008,4,5
13,3434,37545,250000,2929485588,2052871124,1,15
13,3491,36784,250000,4027906165,344517440,2,11
13,3456,36709,250000,480898491,2737105425,13,5
13,3479,36730,250000,3105855625,2626721710,3,9
13,3464,36670,250000,2126393149,728307571,10,4
13,3520,36634,250000,3020735523,2229450429,1,9
13,3476,36715,250000,1351502460,2523439057,10,12
13,3412,36856,250000,3567020942,2204381526,10,13
13,3525,36503,250000,2355847510,2535641564,2,8
13,3456,36690,250000,3773000716,1783356806,3,7
13,3517,36885,250000,277579046,3573822211,8,16
13,3572,37531,250000,2986084899,2166421481,2,6
13,3513,36567,250000,739272282,520274390,15,12
13,3516,37364,250000,2692237317,3308446014,10,9
13,3503,37005,250000,1508231629,4248873,11,9
13,3536,36588,250000,3944364349,4208745211,4,10
13,3516,36756,250000,516820160,2939599526,7,6
13,3484,37755,250000,3082590679,1888222351,1,7
13,3515,37752,250000,506563764,1759301030,14,13
13,3412,37447,250000,125851582,1139340141,7,11
13,3445,40282,250000,1399332879,3572708778,6,8
13,3501,37473,250000,111117155,2005442286,3,8
13,3510,37264,250000,2379318820,1424915387,1,1
13,3477,37358,250000,2278496932,3061022664,5,9
13,3509,38665,250000,3917791677,1502735753,14,14
13,3386,38104,250000,2559980920,1946162288,12,12
13,3518,38528,250000,1470691056,1431801331,9,4
13,3546,37802,250000,1121304796,1579708896,2,7
13,3421,37473,250000,4162168638,2422778707,5,8
13,3541,38079,250000,2550948279,3896092533,0,10
13,3444,38594,250000,1451722805,2026987006,11,14
13,3589,38839,250000,246598040,1944003290,12,5
13,3492,38410,250000,2396112353,725925661,11,6
13,3447,37562,250000,3077454096,173836087,11,8
13,3488,36663,250000,726773726,3413779581,6,4
13,3590,36847,250000,373377899,1900776213,1,9
13,3473,37083,250000,3184420276,1621307180,1,5
13,3410,39204,250000,2867477764,3413171669,12,4
13,3487,37179,250000,3443939456,2058340912,7,14
13,3526,37352,250000,4119167389,3407824449,4,3
13,3554,37835,250000,1265748052,331555337,8,16
13,3469,40717,250000,782270907,4094234630,10,15
13,3528,37924,250000,3663154730,1134535062,3,5
13,3604,38847,250000,3050643173,2217004016,3,13
14,3545,30230,250000,3672616966,2490633857,9,7
14,3342,30713,250000,2180000511,192115733,8,12
14,3730,30395,250000,2016682335,2497982708,8,11
14,3548,30149,250000,2577621809,1237915630,14,5
14,3541,29901,250000,3615927758,4178126146,11,12
14,3365,29996,250000,3004323335,671667032,2,11
14,3375,31368,250000,1166862319,2474965730,15,2
14,3341,33885,250000,77020471,2165157072,2,8
14,3523,30430,250000,1794651023,4087995814,1,4
14,3599,31580,250000,1569039447,3443088304,1,12
14,3572,39649,250000,2286674211,2761759579,15,2
14,3347,30851,250000,1093781566,2792860053,6,4
14,3563,31116,250000,203756135,743892799,12,12
14,3418,31294,250000,2574035694,2762951130,7,6
14,3433,31407,250000,2098679947,2889187789,1,4
14,3611,32875,250000,2335166171,990658513,9,1
14,3368,32103,250000,4000454705,3447488195,2,1
14,3390,31690,250000,1768413795,1376459504,6,9
14,3420,30604,250000,1163568995,3549408396,13,8
14,3340,30407,250000,2407588201,4091133148,1,9
14,3586,31664,250000,2541258647,4227597042,15,4
14,3479,29894,250000,2872164134,882191268,6,3
14,3376,29227,250000,528151713,1542089142,3,5
14,3401,31089,250000,1803314680,981360050,10,14
14,3468,30256,250000,638261646,2622968341,5,5
14,3385,30322,250000,1422124178,3804623572,8,16
14,3491,31063,250000,3019960507,1255558999,14,2
14,3466,29811,250000,3925616552,2039062551,7,13
14,3487,31216,250000,1048784916,351730183,4,14
14,3452,30216,250000,2838376793,3216669689,6,7
14,3367,29890,250000,1063057804,757067344,4,15
14,3315,29763,250000,2118617003,695142761,11,4
14,3356,29982,250000,3711072803,1320894669,7,7
14,3522,29895,250000,1316902119,4225608832,3,14
14,3309,30310,250000,3599326418,2401697165,7,4
14,3395,30854,250000,90024719,3171675217,7,3
14,3368,29888,250000,2117516428,2701360816,2,6
14,3275,29426,250000,2317951759,3287795641,14,14
14,3315,29884,250000,2167723353,3245989397,12,14
14,3477,30086,250000,2679275350,2936887285,8,8
14,3328,30194,250000,1208887591,1940729798,2,3
14,3359,30365,250000,209639414,1035911535,6,15
14,3502,29944,250000,2794234536,318389393,12,16
14,3325,30912,250000,176116039,1431915612,5,15
14,3398,30534,250000,1973109210,2872394462,12,4
14,3423,30170,250000,2480450495,294010175,4,10
14,3306,30857,250000,3220861329,3077056113,9,13
14,3371,30656,250000,2348728372,1540042385,2,1
14,3367,30364,250000,183842491,1436114523,8,8
14,3335,31712,250000,877884623,3177454580,14,14
14,3429,30321,250000,896597632,4214269243,9,2
14,3572,30361,250000,4029208983,1349339951,14,3
14,3346,30262,250000,2759460887,994402043,12,13
14,3443,29674,250000,3752501760,1314867318,5,13
14,3521,29889,250000,3031868785,309229484,11,6
14,3334,29850,250000,795061523,2453392007,14,3
14,3407,30125,250000,340371425,284186288,14,4
14,3478,30217,250000,796284055,1930169100,10,4
14,3382,29670,250000,3767773609,313052336,0,13
14,3416,30124,250000,3781999000,728458570,4,2
14,3469,30229,250000,3535108779,2748265387,14,16
14,3359,30657,250000,1997308311,4291938996,4,12
14,3491,31075,250000,2637454094,3017575426,13,10
14,3558,30749,250000,1873897087,582209437,2,9
14,3430,33177,250000,3615189413,3298099559,2,15
14,3524,31466,250000,3323175394,1860005592,3,7
14,3498,32060,250000,1306092434,3150502048,0,5
14,3338,30641,250000,3622989800,3298785287,15,8
14,3377,30685,250000,3236908954,1094278063,3,13
14,3506,30326,250000,1775301465,315982884,13,11
14,3318,30827,250000,155800599,2630065393,5,10
14,3405,31770,250000,3185252468,3904296061,14,8
14,3518,30389,250000,3706903514,3944709251,14,2
14,3342,30959,250000,2386975280,850411158,6,6
14,3433,31524,250000,1776115291,901228395,11,11
14,3608,30459,250000,2507881180,3777236056,15,14
14,3338,32282,250000,883904926,1418666806,14,11
14,3462,32354,250000,2620139179,1462134764,14,9
14,3537,32846,250000,713842583,1030953707,9,1
14,3602,31950,250000,2177740468,1090112580,1,9
14,3496,31600,250000,96994041,1298449541,4,15
14,3647,31894,250000,1460442594,3831250133,8,1
14,3440,32361,250000,312629846,3436687819,14,6
14,3586,32301,250000,3967984602,3836084706,12,5
14,3614,32387,250000,4182121289,1016862864,6,10
14,3402,31194,250000,3905941791,952349981,7,15
14,3381,31064,250000,1985303734,534836648,2,10
14,3706,30196,250000,3036631019,771772308,8,11
14,3314,29872,250000,1252578308,474668913,0,13
14,3439,30779,250000,1183637531,2758307503,12,15
14,3408,30590,250000,3795424682,3028628633,15,4
14,3353,32124,250000,4271525149,2460354188,8,6
14,3552,31863,250000,1518295053,2111851959,8,14
14,4160,32206,250000,3193152044,2038353419,2,12
14,3378,31826,250000,907543687,1283415761,1,15
14,3419,31738,250000,453956342,560831531,4,2
14,3441,33449,250000,1318374723,1186104664,2,12
14,3445,31085,250000,2503902310,4231173187,8,15
14,3661,30944,250000,1981671702,1244653290,7,4
14,3482,31513,250000,2555299044,2016384943,15,3
15,3278,28570,250000,2237264088,1438640891,14,3
15,3289,28721,250000,1865501491,1485257266,6,3
15,3340,28572,250000,811372418,814461177,6,16
15,3267,28535,250000,1064069257,1498554991,3,4
15,3284,28551,250000,28427549,2045525286,15,11
15,3270,28226,250000,3307239625,1545732469,0,13
15,3268,28534,250000,2837251529,344989977,3,14
15,3280,28681,250000,1928962999,2400214525,3,12
15,3326,28819,250000,4173897003,3613788144,0,6
15,3283,28542,250000,1015083417,368944429,7,4
15,3278,30238,250000,3798944031,3340762203,12,7
15,3293,28522,250000,3306699684,4219877315,3,4
15,3284,28171,250000,4097297831,2030995479,2,16
15,3265,28165,250000,3226730566,4089376482,12,12
15,3336,28235,250000,3201255551,2156777541,9,11
15,3284,28168,250000,575743460,2748308518,14,10
15,3269,28349,250000,3908719362,358702107,9,14
15,3272,28294,250000,1893299179,455094732,10,10
15,3279,28243,250000,1515225209,4096878046,6,8
15,3283,28976,250000,2020034501,2915103597,0,6
15,3332,28437,250000,555828360,2405646450,9,1
15,3282,28149,250000,2681055926,1057226045,11,2
15,3283,28173,250000,2937973409,3569252649,0,1
15,3352,28592,250000,2465840083,2692300606,7,3
15,3286,28348,250000,2141246361,3713419658,14,9
15,3323,28617,250000,645274700,536990899,7,12
15,3401,28406,250000,211259024,1066771665,12,8
15,3298,28600,250000,3468631579,1051067102,0,2
15,3323,28666,250000,4048437333,544584854,0,10
15,3331,29136,250000,2219749865,979854077,8,1
15,3323,30086,250000,3279053607,3542070915,9,3
15,3304,30198,250000,4019627766,4001025617,7,9
15,3395,30090,250000,425731731,1227624272,4,9
15,3335,28433,250000,3030337325,1738267760,6,9
15,3325,29855,250000,3049731802,2056254563,7,10
15,3297,30372,250000,3289261402,1401913107,8,5
15,3345,29948,250000,236324059,162036236,3,11
15,3284,29818,250000,65549788,2275037256,3,13
15,3340,29793,250000,3202396397,2842167237,14,1
15,3272,28776,250000,1942171201,2315906052,15,3
15,3285,28283,250000,835535025,1885459478,6,15
15,3265,28306,250000,3070445714,3570842037,6,4
15,3323,28547,250000,692945147,27784760,14,7
15,3356,28470,250000,1468741367,504027652,2,11
15,3449,28232,250000,2038739089,195502038,14,1
15,3273,28496,250000,349355986,736662096,0,3
15,3280,28312,250000,2861081884,1322337271,14,5
15,3283,28190,250000,4205923604,3654246683,4,1
15,3277,28263,250000,1945042999,1917918163,4,16
15,3265,28530,250000,530257038,3406437259,9,1
15,3336,28146,250000,1424920499,1505816387,6,12
15,3281,28121,250000,1236271477,2175925151,14,11
15,3293,28232,250000,3832819165,2856171321,15,5
15,3268,28247,250000,3703792420,1620695387,13,3
15,3284,28207,250000,1078197935,685774350,8,8
15,3267,28413,250000,3519209995,219642667,8,13
15,3335,28182,250000,592614527,2488915305,14,12
15,3279,28321,250000,1213664771,3760964757,8,4
15,3281,28297,250000,1303399209,3683573874,14,12
15,3275,28378,250000,168978339,532859250,2,3
15,3268,28329,250000,985998915,1444728725,3,15
15,3270,28293,250000,765957947,3435794613,0,6
15,3325,28385,250000,934237469,2353772866,10,7
15,3283,28288,250000,2802258404,1391728099,11,9
15,3272,28374,250000,3682192875,448907987,10,14
15,3282,28354,250000,308395553,1843115635,2,5
15,3304,28261,250000,2215689946,2856353685,12,10
15,3277,28223,250000,2435639776,4109130108,5,2
15,3326,28400,250000,2569239160,4079784242,0,11
15,3280,28231,250000,4026030947,769610812,7,5
15,3288,28226,250000,3040930248,2623653052,10,10
15,3288,28294,250000,1446436808,2040341003,2,16
15,3284,28439,250000,2054382815,3816649001,3,12
15,3263,28246,250000,664784778,845807079,6,1
15,3385,28385,250000,2727192916,3905960897,0,13
15,3285,28278,250000,1526665936,459434437,2,13
15,3268,28263,250000,1443306443,1906299281,13,13
15,3274,28246,250000,2290743866,510118760,2,8
15,3244,28297,250000,553513125,2598773148,3,15
15,3267,28226,250000,1155866204,2169008805,12,9
15,3319,28223,250000,2839109603,3847720768,2,5
15,3280,28318,250000,414213337,3730318479,11,11
15,3280,28245,250000,2912572641,3070060100,6,15
15,3272,28349,250000,1574209514,603101292,1,5
15,3279,28273,250000,2346643086,2110548714,4,1
15,3273,28197,250000,1612848143,3799530808,5,12
15,3330,28184,250000,3919317455,2487005483,1,9
15,3270,28159,250000,1218177417,1361656348,7,13
15,3273,28351,250000,2551400996,3422463115,3,7
15,3272,28187,250000,2092993621,3137490076,14,6
15,3285,28493,250000,2208969139,3891713302,5,16
15,3292,28356,250000,853583959,2448105834,14,5
15,3344,28369,250000,3966690500,128350063,6,14
15,3281,28475,250000,4198202149,3968818021,6,5
15,3276,28179,250000,3699196776,3262438973,12,6
15,3268,28572,250000,3626494513,574652947,8,3
15,3296,28493,250000,2320753704,566662695,0,3
15,3292,28479,250000,1940785761,1259749666,7,10
15,3337,28069,250000,3836881030,3138298398,6,12
15,3286,28243,250000,1288133542,3564358324,12,10
16,3910,34010,250000,3764992450,2582021685,2,2
16,3921,34283,250000,3108248620,3438303438,8,7
16,3916,34637,250000,1047317891,3700933720,11,13
16,3917,34396,250000,3906432417,3777005849,14,16
16,3925,34815,250000,1835730871,4117333900,11,4
16,3950,35185,250000,1038854126,4142416448,5,2
16,3913,34444,250000,115113474,4152619638,14,1
16,3918,35450,250000,1219578131,1812393605,12,7
16,3916,34793,250000,3017013598,3817254446,9,4
16,4603,34915,250000,3793044742,309446931,15,2
16,3913,34463,250000,1823393131,71612529,10,5
16,3932,34545,250000,755533727,298560840,7,3
16,3911,34522,250000,1830126029,350440119,2,10
16,4073,36189,250000,1045445,1069219687,15,13
16,3944,36134,250000,2583795819,894294375,1,14
16,3958,36158,250000,2610381921,3338389604,0,11
16,3933,35601,250000,2596428831,1530364483,3,5
16,3945,35278,250000,1264014869,1690238941,3,16
16,3955,35284,250000,1064298380,2331804634,12,6
16,3942,37090,250000,4233094886,1023180799,6,1
16,3951,35325,250000,2757972777,814045772,1,4
16,3929,35927,250000,1630652411,3826825521,9,1
16,3952,36726,250000,4155840007,538694066,15,13
16,4026,36267,250000,652548116,265464030,10,15
16,3927,34283,250000,515444591,1567544700,6,15
16,3912,34379,250000,3187779739,4224967189,6,10
16,3908,34505,250000,2153924339,3264715162,15,3
16,3905,33724,250000,4272320690,2810764435,14,2
16,4636,34174,250000,422408236,2431036029,3,7
16,3919,34931,250000,751257297,1988118109,6,4
16,3917,34118,250000,1090853721,3729595084,11,2
16,3912,34298,250000,2559221659,3536474213,11,13
16,4881,33696,250000,3529047649,3390214713,9,15
16,3908,34419,250000,1222978300,3331718489,5,16
16,3914,34156,250000,3323503118,3149378670,8,14
16,4195,34598,250000,2784329192,316715138,11,4
16,3923,34071,250000,2567473338,1806045188,7,10
16,3909,34642,250000,1306915209,1729097677,10,12
16,3905,34409,250000,4097387503,2898489059,7,16
16,4587,34261,250000,1139896568,2860317316,12,6
16,4075,33865,250000,4112036003,2332422956,13,6
16,3931,34124,250000,848408816,1909391397,6,14
16,4673,33763,250000,416093621,2877473830,2,10
16,4923,33873,250000,624096570,1834610162,9,16
16,3932,33586,250000,3533748966,985352023,4,12
16,4729,33883,250000,1970343317,1489012070,8,3
16,3904,33766,250000,2464771745,2662080491,12,4
16,3916,33894,250000,1441634046,3894705325,4,14
16,3927,34718,250000,2499239816,1458053876,6,13
16,3918,33775,250000,1998573701,770170466,10,8
16,4592,33923,250000,1593999648,75519844,7,4
16,4073,33957,250000,2308676909,3431479393,8,6
16,4403,33794,250000,86303755,1473284701,3,16
16,3913,33930,250000,2196953076,2835231277,2,2
16,3904,33871,250000,859289678,814673652,8,12
16,4481,33790,250000,1418425890,2764942706,8,4
16,4717,34084,250000,2481777807,3422670813,0,16
16,4233,33964,250000,4238694065,1220642146,14,2
16,3909,34172,250000,897469074,1614033614,11,14
16,4810,34683,250000,3726571215,2567027736,3,8
16,3919,33726,250000,3402398318,979846739,6,5
16,4629,33688,250000,81540109,1920253541,3,14
16,3908,33576,250000,3468932620,1890738005,7,1
16,3926,34232,250000,3296735368,4178764872,1,11
16,3918,33806,250000,3730231565,376038419,12,6
16,3923,33691,250000,3977667639,2170577227,4,4
16,3935,33771,250000,1887662186,4182074132,10,16
16,3926,34073,250000,662343156,2202248307,0,1
16,3917,33702,250000,1402266233,40980176,11,4
16,3913,34077,250000,1822732339,745685466,6,13
16,3920,33959,250000,3708687811,3482199060,2,8
16,3913,34023,250000,2845964554,1107283745,15,4
16,4606,33561,250000,669172333,4174446318,0,6
16,4117,33828,250000,3280288015,2539069932,3,10
16,4396,34591,250000,2487286514,2933900538,6,6
16,4674,33717,250000,1963796615,723031907,14,5
16,3907,34265,250000,2424152144,3975894434,15,15
16,3906,34306,250000,1793170529,3594655890,0,13
16,4789,34324,250000,1373696549,481421513,12,13
16,3917,33790,250000,1815843355,3783238865,4,6
16,3915,33980,250000,2440242033,1393339617,9,5
16,3913,34019,250000,1907787517,3665140271,5,13
16,3909,33638,250000,2466228733,699147240,1,12
16,3973,36066,250000,3644341903,3231124262,14,10
16,3917,35330,250000,3519872400,1311071303,8,6
16,3921,35303,250000,1399788379,851613597,10,12
16,3985,34903,250000,3772332720,160542933,7,9
16,3965,35196,250000,3178845339,1411347480,0,3
16,3915,35150,250000,1539465580,2408312896,0,11
16,3982,34463,250000,504752177,2231862455,13,5
16,3921,34680,250000,1376449788,4271648776,11,9
16,3915,37351,250000,40940834,1152317315,11,8
16,3936,34385,250000,3168320160,4213775433,8,7
16,3916,37313,250000,3804724779,4068261942,0,8
16,3926,34438,250000,1410655201,513480440,8,4
16,4816,36062,250000,4079791756,3443778478,2,16
16,4043,34199,250000,3917420350,2420313819,9,4
16,3916,34151,250000,2682879404,454415271,6,14
16,4227,34876,250000,3176247815,177481633,5,7
16,4060,34409,250000,1287746466,1810352111,0,8
17,3966,34036,250000,1359582491,4138158688,7,5
17,3924,34999,250000,1186064990,2093570255,10,10
17,3918,34054,250000,447838750,1263839795,2,5
17,3933,33853,250000,3470322166,2768906672,8,2
17,3905,33653,250000,1549558596,782823361,10,9
17,4857,36122,250000,2280871347,1827145915,12,11
17,3984,33937,250000,3141238981,492716802,12,10
17,3905,33750,250000,3222848441,3924656362,8,6
17,4601,36203,250000,3658875239,2994354891,2,4
17,3914,34208,250000,3697507220,289533390,14,6
17,3911,33977,250000,1326269129,3828694295,15,9
17,3920,33775,250000,2880758474,2697298314,6,3
17,3980,34381,250000,741023906,3805190519,1,8
17,3915,33920,250000,419818596,2372144664,4,15
17,3908,33940,250000,540187967,1524751740,7,5
17,3919,33979,250000,2346192074,893668816,15,8
17,4664,36010,250000,1067397155,1265126866,14,14
17,4356,34480,250000,3247890141,171677385,12,11
17,3978,34104,250000,3141878435,2424698338,12,11
17,4150,34616,250000,4121716755,1531647542,1,12
17,3909,34608,250000,1723839715,511243624,12,7
17,3908,34408,250000,201108184,182201679,12,7
17,4213,34442,250000,4145588906,820920461,10,3
17,4520,35646,250000,943010372,2566230255,12,3
17,3978,34403,250000,1104160340,3445521934,3,16
17,3910,36232,250000,2716072465,2276011627,10,3
17,3912,38157,250000,1976454433,1170052109,8,16
17,4086,34930,250000,2924128924,191706832,8,16
17,4385,34035,250000,2810147511,2009284923,13,8
17,3918,35686,250000,1068380112,908211739,2,6
17,4221,34418,250000,888475664,964817967,0,11
17,3907,34230,250000,115272495,710428373,12,16
17,3910,34039,250000,2838949420,3349892305,6,1
17,3910,34977,250000,2718250233,3229176498,8,15
17,3908,34200,250000,2067193055,3296155426,12,11
17,3928,33998,250000,2606466638,196584643,11,5
17,4373,34715,250000,4004369782,1175620713,3,4
17,4607,35656,250000,2204396319,629809275,12,2
17,4887,36667,250000,891359242,1325511886,15,3
17,4384,36405,250000,4212035283,1618855258,2,16
17,3905,34681,250000,2781393993,3842823708,15,3
17,3905,36283,250000,4262913112,1299142862,3,6
17,4519,36290,250000,930091339,1299428176,5,8
17,3954,36119,250000,3711465066,315634750,0,10
17,4271,36009,250000,831069813,1973386043,15,12
17,3915,35819,250000,535372734,3403864360,4,14
17,3931,36605,250000,1968119213,2960977446,11,7
17,3918,34573,250000,1720125704,635718638,2,11
17,3959,35820,250000,2652613628,2837605231,6,8
17,3914,36410,250000,1808851905,2134625415,11,4
17,3918,36200,250000,1918731756,3376694444,6,7
17,3917,36272,250000,3509760450,2157634949,4,2
17,3919,34569,250000,397726340,40983830,13,8
17,3971,35661,250000,2830688821,4009233725,9,3
17,4065,34221,250000,3548477993,2619379854,2,12
17,3909,34582,250000,1665290863,2172145961,15,3
17,3914,34161,250000,2027869312,661454105,7,3
17,3912,34034,250000,3141159024,2871372282,13,6
17,3916,33837,250000,2682455155,200147725,0,3
17,3922,34466,250000,3620972659,440859571,6,11
17,3997,34569,250000,282171587,429863153,14,10
17,3919,33814,250000,3155117865,2487781679,5,9
17,3916,34288,250000,2476112478,1850328506,8,1
17,3911,34027,250000,4127518233,266226714,15,1
17,3899,34423,250000,1940613774,3277277256,8,15
17,3933,43315,250000,1464450256,2193890726,13,16
17,4050,46925,250000,2441093424,2819317321,8,1
17,3960,39522,250000,570467709,2705031321,6,10
17,3954,38430,250000,451826517,944262662,2,2
17,3918,34287,250000,1796299762,1131006802,5,14
17,4658,34781,250000,873280717,1738132406,1,6
17,4674,34434,250000,1550990118,487027646,6,9
17,4612,34682,250000,1765095118,1517688705,7,13
17,4734,33683,250000,912082457,819544282,12,14
17,3908,35352,250000,659114580,1162527146,14,8
17,3917,36094,250000,3801854642,941265479,12,4
17,3929,35326,250000,899273446,2673795368,10,2
17,3929,34586,250000,3166159488,1073003281,1,3
17,3991,34826,250000,2186919989,3656017414,5,10
17,4926,33701,250000,2703529053,2670817473,12,9
17,3926,34006,250000,1470717439,2278261829,13,7
17,4715,33919,250000,4103634855,4268268164,9,12
17,3919,34624,250000,1927679041,3501499700,9,14
17,3928,33749,250000,1197258808,1962031165,1,8
17,4801,34246,250000,1977499830,3218204701,8,8
17,3938,34468,250000,1892498530,3497723887,11,9
17,3923,34341,250000,2307009152,3600433644,6,5
17,4837,35094,250000,2628434459,878426599,4,5
17,4355,34223,250000,3614155177,982929111,15,11
17,3931,34859,250000,111718830,3323771377,7,13
17,3988,34577,250000,4227670356,336112681,3,3
17,3917,34305,250000,1839853986,3256373633,3,5
17,3916,34773,250000,1005235101,155673803,1,10
17,4259,34878,250000,3131623193,2168249824,6,16
17,3925,34123,250000,2129854705,85126498,9,7
17,3951,34255,250000,3156471240,2746513367,6,10
17,4419,34554,250000,1722362661,917388155,12,2
17,4547,35214,250000,927980540,3546042941,11,8
17,3922,34475,250000,4160626153,1950342105,9,14
17,3918,34467,250000,304870749,668110590,3,10
18,3929,34001,250000,2664809269,3063945997,11,16
18,3916,33782,250000,3020159448,1636309444,6,3
18,3928,33917,250000,3152595697,3502782247,1,6
18,3923,33876,250000,1151010115,2199663550,15,2
18,3923,33575,250000,3020210403,639817540,15,3
18,3906,33972,250000,2190506565,4102503752,10,9
18,3906,34012,250000,3327985750,3429242304,2,12
18,4661,34000,250000,2726468269,3638288197,14,11
18,4410,34091,250000,394709564,655950249,14,10
18,3940,33828,250000,4094394180,3167849133,13,14
18,3918,34015,250000,3648388796,3897244509,5,11
18,4489,33729,250000,2409296531,1247348873,11,13
18,3958,33733,250000,2940741987,1708178098,14,13
18,3921,33635,250000,2351337641,668347151,4,3
18,4578,33870,250000,3953767951,3317680854,1,10
18,3903,34096,250000,89594388,2307782858,7,1
18,3921,33875,250000,2736643099,3932781262,2,13
18,3910,34432,250000,313033164,2287112650,10,2
18,3913,34002,250000,3860954753,2358885425,4,11
18,3918,33670,250000,1187528751,3602277933,0,11
18,3988,34073,250000,4244338814,1782965344,4,7
18,3911,33917,250000,678084604,2975961153,10,12
18,3921,34685,250000,1837656451,3005078434,12,14
18,3930,34007,250000,131348472,4291390942,14,15
18,3934,34074,250000,2413963212,3756498055,9,13
18,3920,34282,250000,1555973718,114129277,5,14
18,3910,34265,250000,3454232150,3747871019,13,13
18,3999,34143,250000,4203575741,2927492392,12,14
18,3920,33903,250000,3045901907,2244707956,11,14
18,3910,34132,250000,1264906805,2967284929,10,1
18,3910,33998,250000,1530325076,2324665764,12,9
18,3919,34217,250000,2937552265,451166989,4,4
18,3907,34196,250000,1116749241,2966060530,2,4
18,3911,33827,250000,3301961942,1892055648,12,10
18,4005,33775,250000,2337799518,2853053318,2,15
18,3905,33803,250000,1032849268,2697760093,14,5
18,3902,33760,250000,2660274324,3967149855,1,10
18,3912,34540,250000,1761382390,4132717330,1,10
18,3913,33915,250000,1310211465,53083753,0,7
18,3918,33962,250000,3835667074,462012665,1,8
18,3941,34286,250000,3085197075,2096017923,4,1
18,3911,34196,250000,3440918235,2355541785,8,13
18,3913,33763,250000,3044795939,1903972821,13,10
18,3934,33997,250000,2294813465,1570331657,13,8
18,4039,33779,250000,836547444,2193437035,3,6
18,4710,34224,250000,1416638128,80121049,15,3
18,3973,33988,250000,3268559045,3540674982,8,4
18,3925,34019,250000,423790201,2596403630,11,4
18,3915,34104,250000,3261614944,181592082,12,2
18,3920,34071,250000,3191305766,2870323180,8,12
18,3913,34261,250000,2762237961,2143061487,8,7
18,4006,34070,250000,3659424476,1440316905,1,6
18,3930,34196,250000,3403107283,2129813322,1,9
18,3901,36149,250000,2784084766,4072940148,14,6
18,3916,33901,250000,1607030414,2974603491,11,1
18,3922,33790,250000,3916744734,1776611011,2,15
18,4831,34347,250000,3745033690,2345278036,6,3
18,3913,34154,250000,454907259,1620898397,5,14
18,3918,33660,250000,3047224574,4249848055,7,13
18,3996,34153,250000,1231759062,3451109375,5,3
18,3919,34361,250000,370255649,2548864635,9,9
18,3927,33943,250000,1860415993,626375004,3,6
18,3917,34007,250000,2217601062,2603751466,8,13
18,3914,34064,250000,3667240879,4255405063,0,14
18,3921,33950,250000,3596537634,2226397052,8,16
18,4393,34299,250000,1940088774,2164764449,9,4
18,4037,34093,250000,581981111,2586648688,11,3
18,4014,34106,250000,3470895665,2152105152,11,15
18,4037,34666,250000,3715616520,3385565147,11,8
18,3930,34689,250000,554535195,3839196427,10,5
18,3916,34575,250000,3727512685,1295556,7,16
