runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
2,4342,42215,250000,3879808788,27
2,4246,41690,250000,2224666179,24
2,4349,42376,250000,2486155735,5
2,4401,32358,250000,3372359484,19
2,4853,30833,250000,2071201824,2
2,4269,31106,250000,1183926304,21
2,4314,30002,250000,1839389362,10
2,4704,33588,250000,1416012929,31
2,4510,29977,250000,1221683169,16
2,4531,30864,250000,653333727,24
2,5744,29810,250000,3121115270,18
2,4108,29581,250000,2075562543,31
2,4699,33335,250000,2023235324,16
2,5496,32988,250000,2185421932,30
2,4437,32421,250000,3728638073,8
2,4522,32549,250000,1046655198,15
2,4032,29930,250000,2669102829,4
2,4622,33677,250000,3176225521,22
2,5344,30355,250000,1401907877,29
2,4443,30438,250000,1850700825,16
2,4121,30502,250000,2533190047,1
2,4471,32838,250000,2973941501,2
2,4760,29950,250000,2659978820,8
2,4443,31960,250000,363480007,3
2,4313,31673,250000,2462638356,3
2,4155,31437,250000,4080076204,14
2,4330,31020,250000,3438160869,27
2,4251,30672,250000,2704089287,9
2,5187,34101,250000,449415160,0
2,4090,38732,250000,2051853476,20
2,4446,34766,250000,1997861752,0
2,4839,29501,250000,3323345818,24
2,4171,33807,250000,3841446845,29
2,4273,33954,250000,194756238,1
2,4572,33171,250000,721827067,23
2,4525,37199,250000,1309296384,28
2,5039,32140,250000,3335455755,15
2,4079,33379,250000,1199574151,20
2,4383,32811,250000,3867762083,10
2,4283,32741,250000,1731742729,20
2,4515,32420,250000,2474359787,16
2,4280,34484,250000,4118425209,11
2,5307,30894,250000,3964526191,20
2,4493,41224,250000,374730089,7
2,4625,32579,250000,797093647,16
2,4886,34454,250000,84574072,18
2,4281,39090,250000,1251305635,0
2,4099,30688,250000,3407650229,13
2,4353,31362,250000,1130674203,25
2,5236,31689,250000,2999174759,22
2,4062,36477,250000,4083791444,26
2,4650,31484,250000,2430021824,23
2,4482,30868,250000,481552914,19
2,4237,34174,250000,2586199086,22
2,4122,31062,250000,3189583454,24
2,4138,30341,250000,3166974952,31
2,4104,31779,250000,2807385044,18
2,4478,36719,250000,1826239666,15
2,4997,32610,250000,3053477924,23
2,4840,37872,250000,2987258346,26
2,4343,39093,250000,2946808529,7
2,4991,33484,250000,502385255,12
2,4306,30786,250000,1303718367,28
2,4534,36653,250000,2171369417,10
2,4527,33547,250000,3953031602,14
2,4076,30127,250000,1509929732,3
2,4542,29491,250000,113963419,31
2,4655,30459,250000,2717358423,16
2,4103,28653,250000,161298538,26
2,4029,28916,250000,2927645569,2
2,4413,29012,250000,471147916,19
2,4036,29478,250000,2389147225,1
2,4362,29836,250000,2006961123,19
2,4177,30130,250000,503906855,5
2,5586,37566,250000,1744259472,28
3,3355,22715,250000,1346209653,17
3,3282,23114,250000,3614603341,1
3,3440,23555,250000,2399109031,6
3,3440,23776,250000,1164444956,24
3,3287,22805,250000,66696074,7
3,3289,22432,250000,4183752564,24
3,3325,22937,250000,1520066111,18
3,3311,22207,250000,457795751,13
3,3247,22342,250000,169683566,17
3,3293,22506,250000,3107657639,9
3,3274,22852,250000,4128755905,29
3,3276,22925,250000,3061868631,1
3,3280,23809,250000,1186608278,11
3,3313,22597,250000,625102523,13
3,3300,22201,250000,3131172563,17
3,3281,22942,250000,1624788450,27
3,3280,22310,250000,2102797303,2
3,3246,22516,250000,3921613047,1
3,3287,22322,250000,2158122588,19
3,3375,22321,250000,1432098774,22
3,3355,22536,250000,1143604234,14
3,3270,22422,250000,2665188574,15
3,3272,22480,250000,490839034,21
3,3352,22402,250000,3581169004,3
