elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
63051,100000,8907733853363054,8542706792251700,1591000138510646
64293,100000,7903921978977585,5383580115171238,4767933427337883
63489,100000,4509017291333611,5568851007323283,322969583847694
66804,100000,969500901406182,3030041378698521,4287619299975522
65021,100000,8537051813874360,8998372045313698,8199387567850170
63704,100000,7537847024073336,3934795149235852,140592874278223
63103,100000,3703062995722167,7129605389743491,2163191498596068
62862,100000,1369131886018676,3198695388442476,234965764979924
64470,100000,6944005008733574,5925481033729200,5941374139733626
63051,100000,1967202383408568,6327167496036634,5170613348814670
63490,100000,2762031658380547,7128937610422833,5166049792922859
63296,100000,6974937786758858,6888111695413338,319985270995486
64610,100000,8510238613655301,7339990272240845,3079051149445425
62585,100000,4755901131067126,2516400721246735,8687837689736292
65468,100000,7020486375176811,1407390114810134,3162411647889042
64055,100000,1749724892039302,2653995675525067,2130720047527329
63410,100000,1739084060896515,152463069622325,4881357506311754
63557,100000,2379062088147118,8860248030897023,8951536987349023
64400,100000,4479909855522978,8385245201545899,780029011253595
63588,100000,2634932851722440,536831635426472,8584787719576532
62999,100000,8832235049776011,3502617173369477,4224488941575387
64502,100000,5089601776424490,8976028053358019,6838262057236749
64069,100000,6603707669146506,1077100233186571,3625566087024241
63193,100000,6933070383583086,2193776991046515,3705481240852399
66001,100000,8864124069599579,3055007264683206,6271789949193198
63097,100000,8221651601931942,1762232180105481,6460491518466779
63095,100000,928537209711541,1408158234271582,7550403236287752
65919,100000,7449593884636059,6082182172228095,1675749204601545
63653,100000,5659467377695642,5001179735048806,5159026223546424
70819,100000,8851042784960708,8970781596493636,5386218697837964
63097,100000,3589416875299842,5130994639953232,7755936972281125
64706,100000,7157933767190883,4853466470690672,8544986510153380
62889,100000,842742477809435,861272656506212,7693777837498246
62732,100000,8774163711091687,5503633962386067,5496855753515969
67417,100000,8633176068427703,6127764730040275,3597027772078529
73290,100000,3558379612026646,1445525330645213,116049030815977
63438,100000,7406775961778589,6468134408106781,6630013662194790
70303,100000,3366145280630717,6601829992693080,7844178940425567
63403,100000,8099504439235132,8871853095927508,5410969089813721
76928,100000,2876625115788809,889485065681552,2313175257788473
63814,100000,2209785021232053,3141399814080980,3480360079209105
71902,100000,1502089609245579,3422326835175721,1327889473148243
64528,100000,6277250814393753,1209803337625353,8244301982880998
63841,100000,392311154160802,8823261077605455,6706292357367924
64338,100000,7852206082904042,4673346909833559,5049318729401110
65024,100000,7542457444702061,1013123950170832,3297961562859277
63115,100000,2089582716417049,6632430434351943,2657284923199827
62972,100000,2676314476610785,6537862241837692,6632217459497142
62780,100000,550715928256134,8324849147681607,6394819783339817
62875,100000,574696584590323,1710965666580465,1153837463469853
62984,100000,3307824219258149,5704628351703683,2485761350306073
62842,100000,7300467343512997,8946219900883567,2444337277919049
62670,100000,3358983767830117,1553853492281247,636790544287579
62990,100000,96259015502657,2189668328668584,5600488962496703
65151,100000,2906841481507501,4285679726170816,8347021565390440
64404,100000,1427916665311529,3963702267944345,5369528192252868
72430,100000,7085079084778539,6450794269094815,4487712256842297
65356,100000,1689711781979131,7000720127455740,4459126152576415
72557,100000,8490238339878258,8578002022627303,6769604416725211
63349,100000,1491548948180437,6685973314176054,1333664978529101
68604,100000,8716594589800134,1009188577533615,5406410346934904
63075,100000,368144291070299,5175404303285204,5089616309212227
75398,100000,8474952628198316,6874786286264323,2492910268791366
63334,100000,8665702925091822,7032790257043143,1006995232586502
64187,100000,7015813131713686,1189866375071292,1526073225888579
62800,100000,734998603098599,2103222691903484,3103617919063845
63155,100000,6968996645891222,2822338894024778,2012856754442962
62775,100000,1233929652740578,5340086007435469,1563843737485277
63303,100000,309305732725755,3921638750891721,40865409390011
63217,100000,337487309534085,5437830798366513,1642126994050338
62729,100000,4071154553374581,611828788327773,3790144971880931
63583,100000,1591042413243907,8491485646396774,6789798885437960
62843,100000,2200896583402568,4822972481586405,1418329015096455
63089,100000,3318675883128929,4711264502128800,1204938274026325
66054,100000,3148474844030418,7175978547080514,7337429000991237
64447,100000,337125431855226,6902935686375674,4939541045401925
64874,100000,4877975611184516,4369286976137652,6817269346139387
