runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
4,5038,23163,250000,4100796649868985,3980530972865318,8652939829048457
4,5058,23250,250000,2390776168943385,1389835670462793,4301124138114260
4,5033,23238,250000,5305325994369168,3299955619468260,1168202871853127
4,5097,23189,250000,7637129112618128,949466180727737,8529650803305624
4,5058,23237,250000,6260382104719217,6033793477379095,2640789160847339
4,5033,23305,250000,8365474738298832,8890215515703800,86112559892363
4,5034,23159,250000,7275464556438628,8857643880403817,6418182588721329
4,5059,23181,250000,7794725551747657,2384229589783053,3219072283484797
4,5033,23376,250000,1020522784745104,5261776407997063,3268426696834561
4,5154,23441,250000,3756789490000431,6651100538602769,5324945817250359
4,5090,23659,250000,4034100781845192,1915033541588145,4324244171181507
4,5042,23244,250000,39497970043559,2745682368164730,8022930439279320
4,5037,23203,250000,7418676729360225,5160832349879268,2096584881168653
4,5064,23293,250000,3655783055334188,1388447961018159,3767246830667249
4,5040,23298,250000,6892350768735886,7922167865806025,852098096344405
4,5106,23345,250000,377148853392095,4504458774599380,5849030862674810
4,5066,23269,250000,5714656934541882,3995090092870729,2328853314852667
4,5048,23212,250000,4997987215769462,8681631296112334,6710485513104518
5,4020,19468,250000,7592777293316002,767237666499673,5740273997723162
5,4288,19211,250000,7933863911573617,6827565381848106,6526588948501925
5,4615,19037,250000,4380448181894974,7298077284537816,8835359735561680
5,3928,20022,250000,8805881355106528,1623688147587576,6203211788431470
5,3910,19543,250000,6022681902904161,643179862326847,5175580483022453
5,3977,19329,250000,8405923654917537,4289531972281589,5539997066233041
5,3914,19340,250000,5672595667338464,8502097057055174,2251392838763499
5,4427,18966,250000,4757082825838766,7655119511652841,5734274411817488
5,3915,18786,250000,1105528075603064,6386897373544703,6593675121292503
5,3919,19187,250000,4373330007754316,415007967626416,6765608788788335
5,3915,19178,250000,3937138425272801,6208275112129787,5645174494763714
5,3916,20078,250000,2855878289089009,753595106261927,8994007953362301
5,3927,19356,250000,7164111329974577,4511422093020440,1577033712834823
5,3913,19371,250000,8497033646458456,1112397266112834,6276298651455179
5,3925,19208,250000,7144843940377129,735111473383358,5550587496172480
5,3924,19139,250000,308259851765026,1650624916062228,7184430679095398
5,3927,19013,250000,1946348726868393,2208040109278928,5607771747596392
5,3916,19544,250000,1918674696603057,2405250004614547,6790070596679096
5,3925,19375,250000,6750433703614243,2239417709970348,6760357788460047
5,3922,19473,250000,8573044071832061,8845154237627817,5624401796674660
5,3909,19188,250000,3148834394145618,7638118467042241,3079105424679138
5,3927,19228,250000,4225310374688124,8200065609334207,5313207185325601
5,3916,18835,250000,3798652058937908,2349595086117771,3710045885990209
5,3914,18973,250000,6604571198699064,786957120376464,5901432692438559
5,3909,19047,250000,807037389704106,1616529276406994,272311289183114
5,3958,19480,250000,8199067899492682,3373310340622563,5769454209795474
5,3939,19041,250000,2915480377476717,3443867890761816,3294744044631564
5,3914,19171,250000,6407416709861343,7358624378464603,6628975569133263
5,3916,18838,250000,7610830209298632,4126009200698869,6989641523794685
5,3929,19083,250000,5813885454003921,2887646822582377,6423834111801527
5,3921,19055,250000,2035693141779373,3299363787738478,5745947628939095
5,3983,18978,250000,2787141753964516,2269864898825352,4394514407693581
5,3908,19030,250000,5492898238554690,3454097604010216,3300261907821197
5,3921,19242,250000,628877511744214,1552382631798028,2085932539096801
5,3940,19033,250000,834727018403306,7482332194747759,8108934898979659
5,3917,19577,250000,2478391080080024,7264133860635270,4722557290911943
