elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
20715,100000,5606246160685309,8456649383741670,225412996965103
20912,100000,479123541022981,4348068685426387,4784507108653251
21001,100000,4882367312852654,992317141566822,6423644724953772
20681,100000,4857963914417403,4820672618965266,3073943552731998
20906,100000,4129010964539329,7828867106007591,6857528649973677
20611,100000,7795219989860060,834940455729445,7472698633830195
24005,100000,8347524001944653,3124601343563838,6420751713010138
25704,100000,7087887874502344,1297078550427621,6298159185377643
25407,100000,8588758961385759,1439470980338109,5285881106788538
20418,100000,2184356485205608,6002546276489781,6293822730835537
20578,100000,287216897725975,5126772064417895,559882101437944
21187,100000,2867178889313849,2656643599457055,2509602605683873
21905,100000,4636792787423446,5142190612702808,5265754681418584
27108,100000,6892724217444070,4706395843304199,6485394098977670
20687,100000,8883800602458544,4946639532020836,3847140924832715
20636,100000,8388195145554708,388370764012288,2990962638833759
24652,100000,4393702819777334,3163808558157152,5078811648674682
20834,100000,893295007104862,6331154991296655,5523253173371409
20804,100000,8655189757469240,8464363541028300,5138587555576491
20758,100000,5739376441658812,1919594664617139,7696645284124222
20702,100000,3418901255558651,1782619810032427,254224928304175
20795,100000,2288589595319391,1573642545256292,5939481544222321
20710,100000,4931790470084437,6107154174938255,5151342127064653
20522,100000,1877211049911629,7319845378225111,2198363625274585
20548,100000,5821844277616044,8020901312682720,8154839499023082
20752,100000,6108607310451872,8088165325722619,7309999529919721
23937,100000,714758458553033,3756845945535190,5040063283034086
20848,100000,3104800842026245,2602372230090379,7835893958739342
20390,100000,8501354581173495,1090123261494579,2364952985167984
23104,100000,2676165819129504,3553723896105134,5312731229892082
25787,100000,4343038472256819,7045741316275982,8766362738826043
20703,100000,484409155864530,715607317253989,6300982003214317
20578,100000,4126803242865101,3538986194839659,8703194172845992
20661,100000,399571016003917,4582696480883379,2619858274465485
20557,100000,7497941452590577,6186084974071412,757699404963704
26036,100000,553078556114921,7022315332552226,5638161757404447
23832,100000,4187074118216188,8369138320086334,2830140771522907
21266,100000,1462500189052646,4931647642157884,7344050019790396
20826,100000,2277413260967526,601818150122637,1092346989185703
20518,100000,4908960905860880,8497278480616343,1316744379271462
20790,100000,1968293874023335,1754869335354196,8336071850473356
20762,100000,4848922150904363,6691585825955179,8037712003387675
20722,100000,2907475744291760,604802414663922,3621457669161726
20777,100000,2759008101675311,208096971521489,3461857085879760
20780,100000,6488022990150876,2463725597624802,2453719454463222
20777,100000,3619811383143965,5349462705888110,358289376015252
27693,100000,2515508869431464,5134512621002822,1439440561547786
23999,100000,5541176462514403,4069810021221713,7707640160369045
21285,100000,6821580307873279,5193027486613879,7399058675695161
20654,100000,7177035987618963,5173426753257337,2052275567538637
20879,100000,8420273238494497,1021795117382270,3574258002571849
20911,100000,6788274327313065,2849980567942094,3428972221074520
20982,100000,8779580900557620,7859555315016730,7988648754540255
21202,100000,2436187897453027,2072560806922598,6127179756088776
20518,100000,291635470625663,4907664757091013,7533163541091079
20413,100000,8364058685703620,3779766144578872,5192449242565979
25533,100000,3376719675626392,5219570806126720,4023814836698726
