runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.r.float,param.g.float,param.b.float
1,5600,768180,100,0.47242071852093726,0.6771551916863227,0.15199320177937786
1,6401,875480,100,0.655134907772108,0.6976677642416985,0.38237634952158495
1,6401,821681,100,0.19992336036394853,0.6036769502900073,0.07871434206140493
1,5700,740091,100,0.8805112579762305,0.34374785891695414,0.06649366677984206
1,6600,983170,100,0.07515990065979393,0.7391109644514228,0.10432245806987868
1,6200,992980,100,0.7726054865232025,0.6849993245564546,0.9924206169067051
1,6200,727790,100,0.9220335567138169,0.2597392746201259,0.373691890457467
1,7401,1074680,100,0.6971597019670595,0.11101142821121854,0.9768402487329916
1,6200,777780,100,0.5078032644979237,0.6560386656383892,0.31892745993741334
1,7301,825681,100,0.02503874925163923,0.4609865055802608,0.44722253947259266
1,6700,736680,100,0.5551217892588347,0.25962348549137065,0.26052030662293607
1,7501,787781,100,0.17627756470866268,0.40443179213682273,0.221015455631585
1,7400,731290,100,0.47902219285785747,0.4723646209997406,0.7181972997065683
1,8400,751581,100,0.7965107712664152,0.005229802378476935,0.8092672576376821
1,6900,713890,100,0.09995811369971765,0.2418326402048496,0.6264677652632273
1,7600,770781,100,0.5564742181572616,0.3078045412162338,0.7685926561761334
1,6200,774681,100,0.970940976817623,0.8749306978694674,0.06646093618742381
1,6401,744180,100,0.4764048742840317,0.9687302731262276,0.8809338914498289
1,6800,1090370,100,0.9117678359746868,0.84635584356618,0.8058918528218185
1,7801,740191,100,0.1858273588309292,0.33231804195176484,0.7542350036630869
1,6900,1009880,100,0.07402329749406808,0.49138560439932094,0.9716411132989254
1,6501,747990,100,0.9590876632963161,0.3216305785861544,0.5197163676360319
1,6301,734391,100,0.38732851210420255,0.5694247048432551,0.3103512072211758
1,6191,796991,100,0.86090971581432,0.6690233575123634,0.3973980651184781
1,7600,1199880,100,0.8516330707410606,0.9118440227694965,0.7947552382625073
1,7701,729590,100,0.6531117497384165,0.9591641748032265,0.9469202924176638
1,6800,1172380,100,0.865100657946433,0.042446895333313944,0.8602582670609773
1,8400,1189870,100,0.774491358529201,0.37525923173603554,0.814609451395175
1,6501,1145081,100,0.7002769008024025,0.6599479257813264,0.10589968767611681
1,7701,767180,100,0.1330962166862995,0.6878789094324113,0.7104737814455374
1,8900,734180,100,0.9352509440535488,0.8733966088881827,0.11053146050895395
1,7200,871381,100,0.9431095335587942,0.5298534727373757,0.6150200850330804
1,6700,758681,100,0.1599807949268032,0.1715475541865051,0.8519879920101512
1,6501,773680,100,0.5117931460561379,0.10422625941195167,0.5755807931113429
1,7400,746781,100,0.48225852554950205,0.7003602513356072,0.8828254903800051
1,8001,766881,100,0.42423694976710413,0.4247056385125606,0.15374214975835665
1,6400,743380,100,0.13723343883961622,0.9003674358082454,0.4999065027739436
1,7400,734881,100,0.9924346677011346,0.551182136562916,0.5395930370067004
1,6700,792580,100,0.4488815524385095,0.42725073830531224,0.41050602243553896
1,9600,878181,100,0.3413827465403515,0.47887897084833986,0.8005378534608226
1,6700,743180,100,0.7092017122672497,0.8663375242175421,0.43922776235419103
1,8501,1224371,100,0.3309941367817274,0.607288232861074,0.7503870266748349
1,7191,757690,100,0.7512912048202576,0.5800565369255088,0.14838335570312777
1,8100,740180,100,0.1522790986244402,0.24277898192302194,0.1337569661522241
1,6801,881590,100,0.7815907795352979,0.9227702611603387,0.8196828953508548
1,7590,734391,100,0.818539529471593,0.30852983671985956,0.713679116216454
1,6501,757290,100,0.657440417003423,0.968190338276867,0.6256385428761799
1,7400,1176670,100,0.19572006681151913,0.45775747871939454,0.10227464526790116
1,7601,763390,100,0.7237970983002416,0.3906742582778374,0.9135375961765017
1,7300,779481,100,0.230418010523367,0.11385704693478588,0.7614706200018864
1,6400,733391,100,0.2809055817443283,0.6797977635407796,0.7623165283596615
1,7501,745681,100,0.13907223192891247,0.5100488622492739,0.526975861006484
1,8001,898581,100,0.6730492694971603,0.6208276976291178,0.13695708395747241
1,7701,753981,100,0.43986361311000227,0.05153794304164645,0.6127663021268751
1,7701,748481,100,0.7700465171417298,0.09022198807696614,0.38518018038149954
1,7800,1422870,100,0.5861134932638979,0.5978365052871366,0.5318865486873467
1,7500,751380,100,0.405244028214564,0.9702510706692858,0.8176369176412838
1,7800,738790,100,0.17427099632235166,0.9202162278740391,0.36531273456573043
1,7801,749181,100,0.333196315560797,0.9937385305114428,0.2810131915517649
1,7801,746490,100,0.48624774532437576,0.08758810529372027,0.2199709796822832
1,6400,739390,100,0.29134468408197156,0.10225744394233403,0.48193366646238306
1,8100,907280,100,0.11983983618684427,0.7970529106571499,0.17801817555696156
1,6301,849681,100,0.06334534702792745,0.30829670936401427,0.828695163968228
1,7600,735891,100,0.5135243525277894,0.980757591985609,0.12088246312462618
1,7400,750390,100,0.36070263072213155,0.1452887622083927,0.19757124313696395
1,7501,751491,100,0.2531225554664099,0.19713241814763469,0.2885012144618733
1,9100,828580,100,0.4454173391626891,0.6670169873654369,0.5942021656128134
1,7701,735591,100,0.27673181323517504,0.4341818755565209,0.8899253706362641
1,7900,735491,100,0.21404505024722553,0.8193078425684439,0.16110947022246053
1,8201,974371,100,0.44391798253606907,0.19113930590741277,0.11516004939421275
1,7701,748980,100,0.6891394416291406,0.32968353897647207,0.2561793572361574
1,9001,1258671,100,0.3358537893647655,0.05709088183651485,0.08933806288689537
1,6700,737981,100,0.6705371845343275,0.22879464034674038,0.13875133615480265
1,7701,773080,100,0.6471535166870785,0.8879525113418494,0.05365360008107852
1,6401,1036870,100,0.02686401943978808,0.7664125963613635,0.36486556797653724
1,8201,1185871,100,0.8122769792457872,0.12729406953118919,0.9487140120401045
1,9100,1144681,100,0.39515463058947153,0.7506355815366517,0.6157052322226796
1,7601,768281,100,0.9642139101682746,0.39379123207746064,0.3086009974824928
1,7100,742380,100,0.9261179826604756,0.9713267333669544,0.33051360348026293
1,7300,740481,100,0.2103041917113576,0.3999242846719578,0.8913173494307219
1,6301,743391,100,0.29591583435599833,0.8032545271945724,0.0005584115207555725
1,7900,783080,100,0.5979071231601056,0.30502762022806046,0.9682958556557785
1,6501,859781,100,0.44378090752032207,0.5838387610577076,0.027770274904442057
1,6600,885180,100,0.10721627504303985,0.6680249581530491,0.5080858715227438
1,6401,732781,100,0.00496521412117819,0.17659651993395287,0.119663487536128
1,8000,760780,100,0.14339365975473595,0.6202401324405471,0.2158089326225146
1,6600,1007881,100,0.9374339816824852,0.4775546135282023,0.18242877440551444
