runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.hex.hexstring
25,4716,79514,50000,HexString(8ad615)
25,3882,78367,50000,HexString(d37010)
25,3882,84479,50000,HexString(95b424)
25,4047,78362,50000,HexString(1102ef)
25,3882,81965,50000,HexString(aabf8b)
25,3892,78148,50000,HexString(5aace5)
25,4589,79395,50000,HexString(bf7c74)
25,3882,78317,50000,HexString(30e994)
25,3888,83064,50000,HexString(51f6b5)
25,4453,74711,50000,HexString(3c7098)
25,3903,78055,50000,HexString(942dfd)
25,4190,87557,50000,HexString(170f15)
25,4793,90210,50000,HexString(722fd2)
25,3882,100065,50000,HexString(ea80fa)
26,3882,75857,50000,HexString(75cc53)
26,3885,82279,50000,HexString(b6c9f0)
26,3882,74346,50000,HexString(41426a)
26,4220,78909,50000,HexString(489a03)
26,3882,84630,50000,HexString(36eef2)
26,3883,79342,50000,HexString(6bbe10)
26,3883,80073,50000,HexString(35ca9f)
26,3882,77955,50000,HexString(eb7570)
26,3883,79051,50000,HexString(fabc0f)
26,4418,113736,50000,HexString(89ca90)
26,3927,113810,50000,HexString(bb8907)
26,3925,113009,50000,HexString(36a49a)
26,4853,74286,50000,HexString(d7951c)
26,3974,100591,50000,HexString(b70be6)
26,3916,113261,50000,HexString(91d627)
26,3923,116144,50000,HexString(5c1cb8)
26,3965,74280,50000,HexString(de3f9a)
26,3882,74710,50000,HexString(ce5e28)
26,3882,82261,50000,HexString(99b0aa)
26,3885,78828,50000,HexString(eeca5a)
26,5132,80705,50000,HexString(13d1e7)
26,3882,78298,50000,HexString(31848e)
26,3884,78503,50000,HexString(672b55)
26,3883,78384,50000,HexString(3fd778)
26,3899,75640,50000,HexString(27871f)
26,4317,79509,50000,HexString(e63542)
26,4046,82314,50000,HexString(115dd0)
26,3883,81755,50000,HexString(8bf3da)
26,3886,79981,50000,HexString(91ff3f)
26,3884,78728,50000,HexString(8881c8)
26,3882,81527,50000,HexString(988ef3)
26,3884,81417,50000,HexString(7e7f5a)
26,5031,79715,50000,HexString(127538)
26,3884,78911,50000,HexString(76e984)
26,4182,81512,50000,HexString(de24b3)
26,4852,80392,50000,HexString(d8a7bf)
26,3882,78222,50000,HexString(715960)
26,4854,80805,50000,HexString(8f80aa)
26,3882,78304,50000,HexString(b86bf0)
26,3884,79037,50000,HexString(323659)
26,3884,77511,50000,HexString(b2d6d3)
26,4614,77356,50000,HexString(297b08)
26,4853,78573,50000,HexString(e969ed)
26,3883,77281,50000,HexString(7bab64)
26,3882,79613,50000,HexString(6a3b60)
26,3883,80871,50000,HexString(8b25e0)
26,3886,78096,50000,HexString(c66d4d)
26,3884,76512,50000,HexString(6b4915)
26,3884,81987,50000,HexString(ec4688)
26,3882,78448,50000,HexString(e898b1)
26,3884,80835,50000,HexString(69b9a3)
26,3891,78441,50000,HexString(27e262)
26,3884,79159,50000,HexString(db4168)
26,3893,82415,50000,HexString(8ec6f8)
26,3883,78800,50000,HexString(482c39)
26,3883,84016,50000,HexString(baf41d)
26,4262,88289,50000,HexString(ff9e4a)
26,3882,79641,50000,HexString(1231f1)
26,3925,85266,50000,HexString(77f6cb)
26,4451,82187,50000,HexString(fa34b2)
26,3882,79740,50000,HexString(bba3de)
26,4049,82756,50000,HexString(aaea48)
26,4138,89442,50000,HexString(a6829d)
26,3882,90545,50000,HexString(ca04e9)
26,3883,88211,50000,HexString(da8011)
26,4402,93508,50000,HexString(a155ed)
26,3892,86716,50000,HexString(d59fd0)
26,3882,87572,50000,HexString(3cc39e)
26,4079,89603,50000,HexString(8e380c)
26,3943,85808,50000,HexString(7b7f11)
26,3883,88499,50000,HexString(fbee7a)
26,4353,87940,50000,HexString(78f5ba)
26,3882,88757,50000,HexString(08c7c7)
26,3885,85068,50000,HexString(b79836)
26,3883,77858,50000,HexString(4c84e9)
26,4173,82322,50000,HexString(831c1f)
26,3883,82177,50000,HexString(ac5319)
26,4055,84675,50000,HexString(de51e0)
26,3904,84447,50000,HexString(37a4f7)
26,4853,79457,50000,HexString(b31bfe)
26,4009,76553,50000,HexString(a4445a)
26,4208,82213,50000,HexString(5cd099)
26,3899,82696,50000,HexString(97a286)
26,4081,84148,50000,HexString(5a060e)
26,3932,82658,50000,HexString(f67ed8)
26,3958,96930,50000,HexString(67fc86)
26,3890,91754,50000,HexString(3f0baa)
26,3883,80045,50000,HexString(0fc776)
26,3882,85949,50000,HexString(6ec4f4)
26,3882,82564,50000,HexString(6fa9f7)
26,3973,83262,50000,HexString(6595eb)
26,3883,86099,50000,HexString(87cd59)
26,3888,85531,50000,HexString(ad6279)
26,3883,81907,50000,HexString(04920c)
26,3915,77160,50000,HexString(bf29fb)
26,3883,80909,50000,HexString(41ebfb)
26,3884,79169,50000,HexString(93cfb7)
26,3885,78956,50000,HexString(177166)
26,3937,82798,50000,HexString(373c79)
26,3883,82634,50000,HexString(c92943)
27,3951,79728,50000,HexString(72ec0b)
27,3882,78809,50000,HexString(752fa9)
27,3885,74079,50000,HexString(0b264b)
27,4270,76921,50000,HexString(7432ad)
27,3886,79111,50000,HexString(806ee0)
27,3882,78815,50000,HexString(40ffa0)
27,4155,74724,50000,HexString(d024b5)
27,3882,80174,50000,HexString(3bfd37)
27,3883,78156,50000,HexString(a07265)
27,4130,75006,50000,HexString(a65084)
27,3911,76690,50000,HexString(14bbe0)
27,3882,76264,50000,HexString(695d03)
27,4078,74394,50000,HexString(0820b5)
27,3882,76084,50000,HexString(4fb814)
27,3882,77294,50000,HexString(77b8cf)
27,4051,75040,50000,HexString(45a356)
27,3882,76083,50000,HexString(3e19e4)
27,3882,77460,50000,HexString(baede1)
27,4048,75186,50000,HexString(0a6b8d)
27,3883,75614,50000,HexString(4b88ac)
27,3972,72956,50000,HexString(574036)
27,4131,73965,50000,HexString(e1a5bd)
27,3953,78372,50000,HexString(eaa851)
27,3883,73247,50000,HexString(905681)
27,4188,74349,50000,HexString(d340b6)
27,3883,77161,50000,HexString(8bc884)
27,3883,72934,50000,HexString(07c13b)
27,4123,75741,50000,HexString(2b84f3)
27,3882,74357,50000,HexString(454aad)
27,3882,76884,50000,HexString(4fdd49)
27,4112,75664,50000,HexString(da4916)
27,3882,73958,50000,HexString(c53034)
27,3882,75256,50000,HexString(7f31ef)
27,4146,79194,50000,HexString(4e1223)
27,3883,74954,50000,HexString(6ca065)
27,3883,81215,50000,HexString(b60cf6)
27,5026,78058,50000,HexString(0d4b7e)
27,3883,75672,50000,HexString(efefcd)
27,3886,77092,50000,HexString(c5a38d)
27,4180,78586,50000,HexString(d517e4)
27,3882,79382,50000,HexString(4f8e84)
27,3883,77529,50000,HexString(775461)
27,4176,80610,50000,HexString(a9df98)
27,3886,77198,50000,HexString(08a6d9)
27,3887,80492,50000,HexString(3d83fc)
27,4144,79590,50000,HexString(3941ea)
27,3886,75870,50000,HexString(49be47)
27,3883,80379,50000,HexString(85583b)
27,5199,73435,50000,HexString(401606)
27,3882,79059,50000,HexString(be3f5a)
27,3888,80637,50000,HexString(491cc0)
27,4145,74873,50000,HexString(21ff37)
27,3882,82506,50000,HexString(f58ec4)
27,4228,83849,50000,HexString(9972df)
27,4130,84131,50000,HexString(5ba15a)
27,3883,82508,50000,HexString(bc837e)
27,4853,86487,50000,HexString(30a33c)
27,5154,81389,50000,HexString(1ba319)
27,3882,81233,50000,HexString(0cd4c5)
27,3882,83252,50000,HexString(feb491)
27,4218,78181,50000,HexString(144672)
27,4327,79017,50000,HexString(a5970f)
27,4852,78367,50000,HexString(de63c4)
27,4036,81523,50000,HexString(987655)
27,4659,79153,50000,HexString(dc8670)
27,3883,77888,50000,HexString(d26291)
27,4062,80312,50000,HexString(8791b6)
27,3882,78171,50000,HexString(2f73ad)
27,3882,83207,50000,HexString(5d4b25)
27,4635,79892,50000,HexString(7587e8)
27,3882,80981,50000,HexString(fe0d5d)
27,4854,81007,50000,HexString(4cbe27)
27,4439,78695,50000,HexString(fdf9d3)
27,3883,77782,50000,HexString(41d117)
27,3884,79969,50000,HexString(bac143)
27,3882,73357,50000,HexString(c0c5ca)
27,3882,72139,50000,HexString(45e006)
27,4865,76012,50000,HexString(f21e8a)
27,5159,78618,50000,HexString(8d5815)
27,3947,74643,50000,HexString(bb06e4)
27,3882,75323,50000,HexString(2c2c6f)
27,4141,74857,50000,HexString(4c52da)
27,4853,78056,50000,HexString(8d84d3)
27,4333,80934,50000,HexString(96bfab)
27,4139,76805,50000,HexString(30a7d0)
27,4857,79977,50000,HexString(105f4e)
27,3882,83077,50000,HexString(60d548)
27,4077,82629,50000,HexString(882c17)
27,3883,80931,50000,HexString(b65563)
27,3883,81326,50000,HexString(6751c3)
27,4119,79055,50000,HexString(70f0a5)
27,3882,80320,50000,HexString(a603cb)
27,3883,78855,50000,HexString(9fae23)
27,4188,86218,50000,HexString(1def5e)
27,3899,81471,50000,HexString(635ec4)
27,3885,82226,50000,HexString(60f9ad)
27,4158,85815,50000,HexString(431b43)
27,3883,78826,50000,HexString(a2e4c2)
27,3883,78535,50000,HexString(3df65a)
27,4157,81692,50000,HexString(a28c81)
28,3733,72029,50000,HexString(2a3c64)
28,3816,73015,50000,HexString(4c7e1d)
28,3973,73897,50000,HexString(c99ec7)
28,3877,79914,50000,HexString(01c434)
28,4404,76054,50000,HexString(f8fcde)
28,5012,72223,50000,HexString(8b0e79)
28,3844,86528,50000,HexString(806aad)
28,3732,70899,50000,HexString(4199d9)
28,4064,76913,50000,HexString(35f535)
28,4051,79134,50000,HexString(c320c4)
28,3740,72165,50000,HexString(83ca88)
28,3999,78485,50000,HexString(9d2b27)
28,3731,75580,50000,HexString(64418e)
28,3767,78843,50000,HexString(778538)
28,3937,85646,50000,HexString(9fa50b)
28,4041,90035,50000,HexString(38d864)
28,4903,75861,50000,HexString(df3a98)
28,4300,69087,50000,HexString(b1accb)
28,3737,71087,50000,HexString(58b40f)
28,5409,77868,50000,HexString(a75a27)
28,3965,76186,50000,HexString(6d776b)
28,3742,73308,50000,HexString(ec3f51)
28,3858,72239,50000,HexString(f491e6)
28,4078,72386,50000,HexString(7ac748)
28,3857,90312,50000,HexString(2b8fad)
28,3756,81079,50000,HexString(2aeddd)
28,5264,77463,50000,HexString(e4ca9a)
28,3967,88223,50000,HexString(afe289)
28,3863,73352,50000,HexString(3ede15)
28,5810,91710,50000,HexString(07e2b3)
28,3812,73766,50000,HexString(73ee35)
28,3843,80034,50000,HexString(516d9a)
28,3867,79554,50000,HexString(502750)
28,3810,70450,50000,HexString(d5bb4b)
28,3799,78165,50000,HexString(c04971)
28,3900,70806,50000,HexString(8e83b1)
28,3940,73743,50000,HexString(5d2617)
28,3841,79504,50000,HexString(ea4f8c)
28,4869,78446,50000,HexString(38aafe)
28,3946,80645,50000,HexString(c5b68b)
28,3816,83190,50000,HexString(20c037)
28,6047,78039,50000,HexString(88d236)
28,3887,74816,50000,HexString(a71d82)
28,3790,74325,50000,HexString(17c11e)
28,5684,89378,50000,HexString(79be9b)
28,3835,83197,50000,HexString(3255e0)
28,3959,82160,50000,HexString(5a0fe5)
28,4100,72617,50000,HexString(c7df53)
28,3807,80404,50000,HexString(0ed407)
28,3911,74320,50000,HexString(5f2c6d)
28,3949,81616,50000,HexString(d2ac56)
28,3939,87636,50000,HexString(d09083)
28,3900,73277,50000,HexString(15c495)
28,5184,86846,50000,HexString(e93272)
28,3755,75662,50000,HexString(3c2814)
28,3790,66830,50000,HexString(842d00)
28,3937,68302,50000,HexString(46deb9)
28,3750,80992,50000,HexString(a3dacc)
28,3752,63146,50000,HexString(9af39a)
28,4887,72977,50000,HexString(d4e2c0)
28,4907,76217,50000,HexString(e61387)
28,3744,83892,50000,HexString(dc9464)
28,3776,89834,50000,HexString(2ac639)
28,3930,82326,50000,HexString(633151)
28,3831,76576,50000,HexString(98a91c)
28,3912,86193,50000,HexString(41c7a9)
28,3725,78028,50000,HexString(512ac5)
28,3822,87711,50000,HexString(a04710)
28,3803,78600,50000,HexString(38832c)
28,3768,69591,50000,HexString(b7e2c0)
28,3686,78707,50000,HexString(108901)
28,4082,90617,50000,HexString(49ef5f)
28,3915,78247,50000,HexString(9692ab)
28,3868,67959,50000,HexString(a6201e)
28,3706,65721,50000,HexString(0461f8)
28,3665,90755,50000,HexString(75867c)
28,3839,69346,50000,HexString(dc76fc)
28,3940,68896,50000,HexString(74de4d)
28,3733,82248,50000,HexString(2daf75)
28,3853,62930,50000,HexString(f60e02)
28,4726,70386,50000,HexString(c2fac9)
28,3660,70627,50000,HexString(79e444)
28,3783,77363,50000,HexString(9d7f85)
28,3903,75696,50000,HexString(490c14)
28,3739,68165,50000,HexString(a655f3)
28,3841,84098,50000,HexString(2130a5)
28,3952,75758,50000,HexString(85a28e)
28,3738,77195,50000,HexString(4e1869)
28,3727,73547,50000,HexString(867471)
28,3923,76577,50000,HexString(996ea8)
28,3779,71006,50000,HexString(6adfb8)
28,3662,79454,50000,HexString(005c82)
28,3887,69268,50000,HexString(9a2986)
28,3869,77202,50000,HexString(d62817)
28,3675,68085,50000,HexString(bb9f2e)
28,3841,69594,50000,HexString(4284cb)
28,3745,68640,50000,HexString(1926f3)
28,3907,76543,50000,HexString(17691a)
28,3947,73736,50000,HexString(bd7b79)
28,4196,68974,50000,HexString(4ee6d1)
29,3796,70569,50000,HexString(9be15d)
29,3824,69865,50000,HexString(1b202f)
29,3945,73852,50000,HexString(0ead61)
29,4047,74943,50000,HexString(26fece)
29,3923,80181,50000,HexString(2f8c49)
29,3839,74068,50000,HexString(17978f)
29,3880,81274,50000,HexString(95cd6e)
29,3866,65433,50000,HexString(40d7b3)
29,4375,95948,50000,HexString(0a807e)
29,3847,84682,50000,HexString(fced99)
29,4094,75382,50000,HexString(8bed53)
29,4415,80548,50000,HexString(04b96b)
29,3807,80874,50000,HexString(5c868c)
29,3825,74480,50000,HexString(bfd771)
29,4001,76091,50000,HexString(dbb806)
29,3934,81351,50000,HexString(38dfdd)
29,3931,77904,50000,HexString(9d4da1)
29,3910,84423,50000,HexString(aad388)
29,3960,72703,50000,HexString(52366f)
29,3878,66790,50000,HexString(dcf0e8)
29,3993,72887,50000,HexString(f5e217)
29,3840,69101,50000,HexString(62f80e)
29,3877,67246,50000,HexString(9e3294)
29,5448,75410,50000,HexString(7f6e87)
29,3820,82852,50000,HexString(a83d83)
29,3813,69149,50000,HexString(ca9a9e)
29,5911,75526,50000,HexString(3346ee)
29,3919,74947,50000,HexString(518400)
29,4358,72803,50000,HexString(0e24c6)
29,4521,74925,50000,HexString(709b58)
29,4003,85479,50000,HexString(408c06)
29,4567,81793,50000,HexString(fae802)
29,3923,67096,50000,HexString(52b462)
29,3824,75319,50000,HexString(f23c46)
29,3874,100774,50000,HexString(265135)
29,4794,69458,50000,HexString(221dc5)
29,3781,99800,50000,HexString(c2df55)
29,3946,99920,50000,HexString(222b8f)
29,4852,69043,50000,HexString(ea5815)
29,3866,71062,50000,HexString(22c05d)
29,3807,79230,50000,HexString(620889)
29,5464,89307,50000,HexString(901b05)
29,4035,69650,50000,HexString(6388b8)
29,3829,75276,50000,HexString(c47045)
29,3972,79517,50000,HexString(274d26)
29,4612,80715,50000,HexString(8a6e2d)
29,4290,79632,50000,HexString(6a4399)
29,4608,67039,50000,HexString(6505b1)
29,4179,73949,50000,HexString(30061a)
29,3931,76599,50000,HexString(1440f5)
29,4197,67717,50000,HexString(698d82)
29,3844,66502,50000,HexString(d8f833)
29,3873,77365,50000,HexString(53d0a3)
29,4649,67089,50000,HexString(3994ec)
29,3879,74028,50000,HexString(a75cae)
29,3872,75375,50000,HexString(66d221)
29,4426,86969,50000,HexString(ac24db)
29,3816,70429,50000,HexString(20da30)
29,3976,67629,50000,HexString(6264f6)
29,5052,67256,50000,HexString(fce572)
29,3934,69156,50000,HexString(2fbc43)
29,3793,69896,50000,HexString(06ed68)
29,4057,75957,50000,HexString(aa6a22)
29,3885,68138,50000,HexString(edc2db)
29,3870,71283,50000,HexString(7eeb42)
29,3975,65194,50000,HexString(fd5a2b)
29,4442,83178,50000,HexString(09eba1)
29,4088,79597,50000,HexString(48013f)
29,4333,82871,50000,HexString(b4c44f)
29,3798,80149,50000,HexString(7bdcde)
29,3910,72571,50000,HexString(3fdf48)
29,4017,68943,50000,HexString(758138)
29,4571,74379,50000,HexString(50f0da)
29,3859,68819,50000,HexString(dd9a5e)
29,4118,68212,50000,HexString(d02ed6)
29,3827,73163,50000,HexString(f9841d)
29,3813,70996,50000,HexString(36809d)
29,3805,79908,50000,HexString(ee7f18)
29,4076,76912,50000,HexString(d09652)
29,3864,77531,50000,HexString(f88451)
29,4718,70583,50000,HexString(3e23a5)
29,3801,70526,50000,HexString(c8e785)
29,3894,69533,50000,HexString(8c27d1)
29,4072,67127,50000,HexString(0b0945)
29,3786,65379,50000,HexString(e8ecfe)
29,3813,66231,50000,HexString(bc823f)
29,5038,75886,50000,HexString(ccdbd7)
29,3867,67332,50000,HexString(62b7f6)
29,3794,68661,50000,HexString(c6dea0)
29,4919,66746,50000,HexString(2b113e)
29,4516,100841,50000,HexString(4ace7a)
29,4737,86016,50000,HexString(e9b2f4)
29,5220,91208,50000,HexString(1c6099)
29,3847,79004,50000,HexString(982b6f)
29,3794,67032,50000,HexString(a58487)
29,4055,86930,50000,HexString(3b48dd)
29,3825,72760,50000,HexString(981b9b)
29,3925,70653,50000,HexString(41df18)
29,4060,88014,50000,HexString(1ce00e)
29,3963,71039,50000,HexString(bddeeb)
30,3247,52210,50000,HexString(97fb6f)
30,3247,50784,50000,HexString(79de36)
30,3260,50848,50000,HexString(64042b)
30,3247,51865,50000,HexString(24408e)
30,3316,53110,50000,HexString(794e53)
30,3249,53604,50000,HexString(96fac6)
30,3247,52131,50000,HexString(9ddd00)
30,3254,53750,50000,HexString(46ae82)
30,3765,54926,50000,HexString(ecdd36)
30,3246,52794,50000,HexString(85320c)
30,3254,56796,50000,HexString(89d73b)
30,3263,52733,50000,HexString(e76f69)
30,3247,52924,50000,HexString(03d700)
30,3247,51578,50000,HexString(d34abb)
30,3247,51571,50000,HexString(595b35)
30,3248,51565,50000,HexString(d55ef3)
30,3315,52398,50000,HexString(3eb52a)
30,3246,51506,50000,HexString(84a4d2)
30,3249,51898,50000,HexString(8f12be)
30,3258,51385,50000,HexString(b27f38)
30,3250,51409,50000,HexString(b50152)
30,3257,51227,50000,HexString(7d3cf4)
30,3249,51707,50000,HexString(c99c2e)
30,3247,51527,50000,HexString(6ef44c)
30,3249,51233,50000,HexString(99d3e6)
30,3605,51094,50000,HexString(57332d)
30,3247,52047,50000,HexString(7ed31c)
30,3325,52250,50000,HexString(05d3fe)
30,3322,52246,50000,HexString(e311c0)
30,3247,52598,50000,HexString(fb28bf)
30,3247,51234,50000,HexString(b524f7)
30,3246,51259,50000,HexString(2424af)
30,3249,51131,50000,HexString(1fe413)
30,3256,52708,50000,HexString(ee0886)
30,3270,53306,50000,HexString(899a1d)
30,3253,51247,50000,HexString(5f1172)
30,3262,51596,50000,HexString(2e9a0f)
30,3252,52676,50000,HexString(1cfb8b)
30,3248,51391,50000,HexString(115914)
30,3713,54847,50000,HexString(fd87f1)
30,3249,54134,50000,HexString(e29c98)
30,3254,55998,50000,HexString(c3b864)
30,3247,53443,50000,HexString(919b34)
30,3247,53617,50000,HexString(805418)
30,3248,53096,50000,HexString(5889c5)
30,3248,53195,50000,HexString(b58c48)
30,3249,53104,50000,HexString(c0f60f)
30,3246,51924,50000,HexString(43ef6d)
30,3247,51317,50000,HexString(a3d868)
30,3260,52357,50000,HexString(553f45)
30,3247,52242,50000,HexString(f2f5d4)
30,3249,50922,50000,HexString(93ce00)
30,3246,50954,50000,HexString(912024)
30,3247,51030,50000,HexString(1a1962)
30,3247,51180,50000,HexString(4e6b03)
30,3252,52408,50000,HexString(a8f48c)
30,3259,52107,50000,HexString(b03a0d)
30,3257,51973,50000,HexString(447722)
30,3255,52091,50000,HexString(5a6ee1)
30,3255,51440,50000,HexString(82677e)
30,3248,52472,50000,HexString(8cc287)
30,3249,51754,50000,HexString(1275ae)
30,3251,53380,50000,HexString(7c42aa)
30,3248,51628,50000,HexString(429145)
30,3249,53588,50000,HexString(d7dd06)
30,3253,54293,50000,HexString(0c02dc)
30,3248,54192,50000,HexString(6ac9cd)
30,3268,52143,50000,HexString(25ab07)
30,3257,51449,50000,HexString(28eb09)
30,3248,51611,50000,HexString(01778f)
30,3248,50689,50000,HexString(8e4058)
30,3249,56368,50000,HexString(007ed3)
30,3247,53921,50000,HexString(aa42c5)
30,3248,53196,50000,HexString(c7754a)
30,3247,52777,50000,HexString(5e12f5)
30,3247,50545,50000,HexString(790207)
30,3247,57340,50000,HexString(2d8025)
30,3257,53028,50000,HexString(260655)
30,3258,51796,50000,HexString(8f04c8)
30,3249,53921,50000,HexString(41e6f7)
30,3250,53830,50000,HexString(3957f0)
30,3249,54451,50000,HexString(d2d5f2)
30,3249,53341,50000,HexString(be91c1)
30,3327,53715,50000,HexString(549b62)
30,3269,52701,50000,HexString(bf6938)
30,3261,52491,50000,HexString(243752)
30,3252,53119,50000,HexString(17ef01)
30,3269,55593,50000,HexString(c9163d)
30,3259,56069,50000,HexString(6edd85)
30,3255,55629,50000,HexString(3b4725)
30,3262,53422,50000,HexString(68e539)
30,3260,57408,50000,HexString(804b2d)
30,3339,56145,50000,HexString(5a71ab)
30,3353,53346,50000,HexString(a278fd)
30,3249,53359,50000,HexString(b1bfcd)
30,3305,52353,50000,HexString(42034b)
30,3265,57659,50000,HexString(1e8823)
30,3254,53411,50000,HexString(18eae8)
30,3300,52459,50000,HexString(fdd9fa)
30,3270,52417,50000,HexString(394807)
31,3247,51498,50000,HexString(cf58cc)
31,3325,49798,50000,HexString(a89136)
31,3248,50177,50000,HexString(434b21)
31,3249,51563,50000,HexString(10f3b1)
31,3258,51362,50000,HexString(27dccc)
31,3246,51364,50000,HexString(dfab92)
31,3247,50382,50000,HexString(eb258b)
31,3247,50154,50000,HexString(72775a)
31,3247,49863,50000,HexString(299190)
31,3251,50375,50000,HexString(5ff1c4)
31,3317,50751,50000,HexString(c169e7)
31,3248,50653,50000,HexString(eb7523)
31,3248,50225,50000,HexString(7f9170)
31,3246,51748,50000,HexString(37f109)
31,3251,51903,50000,HexString(5dc4e4)
31,3247,50707,50000,HexString(92776f)
31,3365,53295,50000,HexString(b3a287)
31,3248,51942,50000,HexString(1b5ef3)
31,3257,69906,50000,HexString(0b2dcb)
31,3260,52999,50000,HexString(444732)
31,3248,51396,50000,HexString(a5a74c)
31,3248,51278,50000,HexString(ada8a6)
31,3249,50845,50000,HexString(d5a8ff)
31,3276,55874,50000,HexString(595d72)
31,3249,51429,50000,HexString(e9a9d5)
31,3248,62617,50000,HexString(357efc)
31,3249,51020,50000,HexString(8d3a20)
31,3260,51189,50000,HexString(eb54c4)
31,3247,51208,50000,HexString(4f424f)
31,3248,51169,50000,HexString(36fe32)
31,3261,58873,50000,HexString(f2d288)
31,3248,50900,50000,HexString(a31dae)
31,3248,51089,50000,HexString(4c9096)
31,3310,52193,50000,HexString(4dee6e)
31,3801,55237,50000,HexString(676a66)
31,3324,51452,50000,HexString(8851ec)
31,3247,54400,50000,HexString(4e4bc2)
31,3247,53483,50000,HexString(6da459)
31,3315,62230,50000,HexString(8dcdd6)
31,3262,54209,50000,HexString(9f5c7c)
31,3247,53800,50000,HexString(f88b80)
31,3271,50113,50000,HexString(82f301)
31,3249,50184,50000,HexString(8f04b6)
31,3464,53946,50000,HexString(d11cd6)
31,3260,51207,50000,HexString(094d97)
31,3249,52290,50000,HexString(d7cc1b)
31,3249,51381,50000,HexString(c643e0)
31,3247,55231,50000,HexString(d50937)
31,3247,56909,50000,HexString(581cf5)
31,3251,54543,50000,HexString(2d09b2)
31,3247,57354,50000,HexString(988ac9)
31,3246,51359,50000,HexString(21711a)
31,3248,51316,50000,HexString(021019)
31,3264,52478,50000,HexString(a2c262)
31,3247,50346,50000,HexString(e61c44)
31,3248,52743,50000,HexString(9fe740)
31,3339,54513,50000,HexString(7b1aee)
31,3252,55009,50000,HexString(14162b)
31,3251,56443,50000,HexString(9fa1e6)
31,3251,52061,50000,HexString(495074)
31,3250,52464,50000,HexString(e7a94e)
31,3299,50832,50000,HexString(85a165)
31,3255,52802,50000,HexString(f28dbc)
31,3246,50689,50000,HexString(cb75ff)
31,3247,52325,50000,HexString(c13e59)
31,3318,51415,50000,HexString(f65879)
31,3335,51300,50000,HexString(1e86d7)
31,3247,51699,50000,HexString(7488eb)
31,3249,52082,50000,HexString(14506a)
31,3247,50281,50000,HexString(b01546)
31,3331,56101,50000,HexString(795e49)
31,3248,51635,50000,HexString(02f15d)
31,3347,65869,50000,HexString(05e670)
31,3298,71376,50000,HexString(672d04)
31,3297,57043,50000,HexString(97ad14)
31,3303,58880,50000,HexString(cdd04c)
31,3251,53175,50000,HexString(fabff5)
31,3407,68184,50000,HexString(a7fd76)
31,3259,51846,50000,HexString(441b85)
31,3306,67232,50000,HexString(f997be)
31,3247,52469,50000,HexString(d2faf8)
31,3248,51981,50000,HexString(7a3df9)
31,3341,57140,50000,HexString(80a70c)
31,3349,68217,50000,HexString(57e536)
31,3249,49730,50000,HexString(b80244)
31,3247,50662,50000,HexString(5838dd)
31,3249,51030,50000,HexString(26e085)
31,3249,50666,50000,HexString(7094e3)
31,3753,52748,50000,HexString(b3c0bb)
31,3249,51878,50000,HexString(9f35e7)
31,3247,51151,50000,HexString(08a6cb)
31,3249,53601,50000,HexString(289da2)
31,3258,57777,50000,HexString(31e989)
31,3273,50871,50000,HexString(c14148)
31,3249,51806,50000,HexString(8dac7d)
31,3249,50852,50000,HexString(791419)
31,3267,50738,50000,HexString(f3e6bc)
31,3253,52426,50000,HexString(e11cde)
31,3342,52554,50000,HexString(48d80f)
31,3248,51486,50000,HexString(d22264)
32,3911,77204,50000,HexString(701924)
32,3937,74448,50000,HexString(f3aa3e)
32,3923,77920,50000,HexString(3e8dee)
32,4071,74927,50000,HexString(a74259)
32,4049,77721,50000,HexString(d1d772)
32,3940,73920,50000,HexString(385ef4)
32,4068,80487,50000,HexString(caeeee)
32,3883,75798,50000,HexString(a73641)
32,3883,73928,50000,HexString(1bf33f)
32,4066,76000,50000,HexString(a81ea5)
32,3883,77715,50000,HexString(70c4c6)
32,3884,76962,50000,HexString(0c0ac9)
32,4124,79571,50000,HexString(94cac2)
32,4382,73678,50000,HexString(28f422)
32,3997,78844,50000,HexString(ee67e9)
32,4173,79181,50000,HexString(c96c56)
32,3894,76563,50000,HexString(f3a4b0)
32,3907,76919,50000,HexString(944ca4)
32,4087,75971,50000,HexString(7f2406)
32,3917,76933,50000,HexString(832341)
32,3897,76202,50000,HexString(225de9)
32,4183,79125,50000,HexString(aa3716)
32,3884,79016,50000,HexString(aa58d9)
32,3948,75359,50000,HexString(de9a4a)
32,4087,75413,50000,HexString(b1d64f)
32,4028,74941,50000,HexString(8707ae)
32,3884,74420,50000,HexString(363933)
32,4123,81905,50000,HexString(7e23f9)
32,3892,90328,50000,HexString(653e9f)
32,3916,78176,50000,HexString(8d23c4)
32,4175,91952,50000,HexString(68885f)
32,3902,87926,50000,HexString(d88f99)
32,3920,78856,50000,HexString(1220b0)
32,4249,77093,50000,HexString(04f4f6)
32,3967,81743,50000,HexString(160ff3)
32,3885,75735,50000,HexString(b2294c)
32,4676,78370,50000,HexString(db8d9c)
32,3885,75658,50000,HexString(f89ba7)
32,3949,75380,50000,HexString(f3f81a)
32,4259,74884,50000,HexString(71d5a6)
32,3885,75430,50000,HexString(a76cf5)
32,3893,78981,50000,HexString(2339d3)
32,3886,78265,50000,HexString(ae3d8d)
32,3885,76338,50000,HexString(7a4d73)
32,4084,75271,50000,HexString(3e118a)
32,4132,74135,50000,HexString(825421)
