runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.hex.hexstring
1,3926,56678,50000,HexString(d2dc88)
1,3509,58058,50000,HexString(fdbaa3)
1,3413,56637,50000,HexString(8042da)
1,3562,60501,50000,HexString(7dbb53)
1,3444,58023,50000,HexString(28f894)
1,3385,57084,50000,HexString(5e786b)
1,4068,58774,50000,HexString(ed4ed4)
1,3429,62437,50000,HexString(a6e5c6)
1,3409,55826,50000,HexString(732266)
1,3419,79372,50000,HexString(70e7a1)
1,3499,59610,50000,HexString(240c2f)
1,3434,55960,50000,HexString(613b28)
1,3436,57264,50000,HexString(dc77e8)
1,3386,62668,50000,HexString(259bba)
1,3518,68197,50000,HexString(464594)
1,3537,54214,50000,HexString(0d874d)
1,3348,59035,50000,HexString(1060f8)
1,3442,61120,50000,HexString(c8303c)
1,3631,74465,50000,HexString(9d56bf)
1,3452,64934,50000,HexString(c796e8)
1,4052,56317,50000,HexString(b52b04)
1,3992,57425,50000,HexString(f5b3e7)
1,3462,58236,50000,HexString(670051)
1,3468,59566,50000,HexString(cf9c77)
1,4015,56781,50000,HexString(1a5141)
1,3921,57795,50000,HexString(e5e595)
1,3513,54572,50000,HexString(875590)
1,4133,55971,50000,HexString(1e3fcd)
1,3468,62252,50000,HexString(40b786)
1,3488,58551,50000,HexString(3a9055)
1,3563,59052,50000,HexString(4ab9d8)
1,3482,67650,50000,HexString(32ce7f)
1,3445,61411,50000,HexString(157dc5)
1,3637,56130,50000,HexString(c92144)
1,3434,58425,50000,HexString(ebbc85)
1,3405,60045,50000,HexString(ab3b43)
1,4208,59985,50000,HexString(3b591c)
1,3490,67420,50000,HexString(9ec0a9)
1,3559,62193,50000,HexString(103198)
1,3972,63789,50000,HexString(4fb8c8)
1,3362,56085,50000,HexString(a6c1e6)
1,3490,61273,50000,HexString(7e899d)
1,3569,65949,50000,HexString(6414a2)
1,3505,64980,50000,HexString(8bfe1f)
1,3375,69037,50000,HexString(a8ea16)
1,4182,58326,50000,HexString(9f7303)
1,3407,61407,50000,HexString(5a12cd)
1,3535,61403,50000,HexString(e07e0d)
1,4089,55994,50000,HexString(649077)
1,3385,58356,50000,HexString(c9d925)
1,3451,57384,50000,HexString(a0c155)
1,4303,59148,50000,HexString(7dcf62)
1,3487,59013,50000,HexString(074ba3)
1,3524,58875,50000,HexString(2abe1c)
1,4194,59755,50000,HexString(98496b)
1,3556,60177,50000,HexString(c0d7ba)
1,3482,65850,50000,HexString(536af9)
1,3650,60275,50000,HexString(2d8c8f)
1,3386,57483,50000,HexString(bcba7d)
1,3483,64538,50000,HexString(e3304a)
1,4031,63030,50000,HexString(50644d)
1,3491,60772,50000,HexString(c63821)
1,3459,57197,50000,HexString(69db70)
1,3593,56562,50000,HexString(236fd0)
1,3411,62531,50000,HexString(f6e531)
1,3480,64532,50000,HexString(a6e5f3)
1,3745,60829,50000,HexString(1591a9)
1,4018,62088,50000,HexString(4babb1)
1,3460,63548,50000,HexString(4f41a9)
1,4605,58917,50000,HexString(feed0e)
1,3530,59809,50000,HexString(4fe7f8)
1,3542,59491,50000,HexString(cd7ec2)
1,3435,60180,50000,HexString(397533)
1,3509,65720,50000,HexString(4ef7ba)
1,3559,74691,50000,HexString(402d7f)
1,3704,60631,50000,HexString(7d965d)
1,3445,71822,50000,HexString(fb6547)
1,3576,57765,50000,HexString(1111d7)
1,5140,65760,50000,HexString(bdd334)
1,3533,63954,50000,HexString(24726f)
1,3482,61512,50000,HexString(45e9c5)
1,5377,64721,50000,HexString(6b3bfc)
1,3498,63772,50000,HexString(72cd61)
1,4061,69468,50000,HexString(1f8a6d)
1,3592,54412,50000,HexString(89363c)
1,3508,60336,50000,HexString(edeb81)
1,3501,58744,50000,HexString(757753)
1,4126,55644,50000,HexString(5daef5)
1,3496,63846,50000,HexString(04fb65)
1,3698,60789,50000,HexString(c30f69)
1,3755,62929,50000,HexString(fc4777)
1,3591,57968,50000,HexString(6d4ca4)
1,3569,63162,50000,HexString(dfc642)
1,3708,62743,50000,HexString(a703e7)
1,3596,65154,50000,HexString(3ea78e)
1,4146,87058,50000,HexString(31ead5)
1,3824,69207,50000,HexString(cd78f0)
1,3525,62893,50000,HexString(e382eb)
1,3603,65664,50000,HexString(df651a)
1,3630,61752,50000,HexString(bdec9a)
2,3545,64293,50000,HexString(80fec4)
2,3457,65074,50000,HexString(6e9647)
2,3606,63422,50000,HexString(37cbd3)
2,3408,62460,50000,HexString(385e63)
2,3406,60142,50000,HexString(fc9496)
2,3408,58924,50000,HexString(e3589b)
2,3470,68499,50000,HexString(1b404e)
2,3428,64123,50000,HexString(30967c)
2,4067,63169,50000,HexString(8871df)
2,3512,64416,50000,HexString(fc7616)
2,3423,63229,50000,HexString(e7470a)
2,3469,70922,50000,HexString(69f3fd)
2,3485,71122,50000,HexString(5b7ab7)
2,3535,56950,50000,HexString(0b916f)
2,3410,57012,50000,HexString(71d349)
2,3418,61079,50000,HexString(eddd1d)
2,3528,59352,50000,HexString(9b2ebe)
2,3478,61153,50000,HexString(a59ab8)
2,3435,65347,50000,HexString(392c7e)
2,3525,61750,50000,HexString(57a6b1)
2,3468,59419,50000,HexString(5b191d)
2,3473,61184,50000,HexString(538540)
2,3468,63930,50000,HexString(6d4885)
2,3415,63503,50000,HexString(230c7a)
2,3459,61148,50000,HexString(561e44)
2,3442,56161,50000,HexString(64a3c5)
2,3537,58279,50000,HexString(e96d19)
2,3459,62365,50000,HexString(ee7faf)
2,3638,64601,50000,HexString(d903c8)
2,3518,63547,50000,HexString(f657e4)
2,3509,71868,50000,HexString(2f7a3d)
2,3483,61792,50000,HexString(ebf4fb)
2,3646,67891,50000,HexString(64ff5a)
2,3456,62242,50000,HexString(37f0ae)
2,3429,58743,50000,HexString(88f124)
2,3503,70032,50000,HexString(63441b)
2,3501,60811,50000,HexString(8274fa)
2,3459,59779,50000,HexString(2bead7)
2,3522,63121,50000,HexString(01fccf)
2,3438,60977,50000,HexString(7d6bf5)
2,3498,65900,50000,HexString(9d6669)
2,3516,62881,50000,HexString(97949b)
2,3533,63084,50000,HexString(a6d9c8)
2,3512,63065,50000,HexString(40808a)
2,3868,64152,50000,HexString(ef0ada)
2,3413,70854,50000,HexString(c196fc)
2,3517,63731,50000,HexString(98b9be)
2,3445,63653,50000,HexString(a09bc5)
2,3519,67345,50000,HexString(f6344c)
2,4487,65092,50000,HexString(ad73e6)
2,3482,62908,50000,HexString(db5dc2)
2,3409,60148,50000,HexString(afc636)
2,3616,62412,50000,HexString(7f1d45)
2,3498,77346,50000,HexString(14b05f)
2,3528,87140,50000,HexString(ee56b3)
2,3669,59439,50000,HexString(2d53a3)
2,3608,58429,50000,HexString(749612)
2,3440,58627,50000,HexString(7e6c15)
2,4119,59689,50000,HexString(a2d3bd)
2,3459,65430,50000,HexString(ae6d37)
2,4162,65642,50000,HexString(a5ccce)
2,3481,61329,50000,HexString(956298)
2,3476,68933,50000,HexString(6b3a2c)
2,3449,64309,50000,HexString(bee2d0)
2,4015,63700,50000,HexString(7fae67)
2,3410,59452,50000,HexString(0e6b28)
2,3881,57877,50000,HexString(2ef240)
2,3459,60151,50000,HexString(666b07)
2,3471,61881,50000,HexString(1381c6)
2,3408,62577,50000,HexString(30b5b0)
2,3414,61524,50000,HexString(2c77e1)
2,3421,57742,50000,HexString(a8005d)
2,3404,65013,50000,HexString(ea86c3)
2,3434,57059,50000,HexString(176b1a)
2,4036,59804,50000,HexString(8c3648)
2,3426,59221,50000,HexString(f65290)
2,3568,61404,50000,HexString(dced3e)
2,3444,57858,50000,HexString(09d68e)
2,3460,60696,50000,HexString(95263a)
2,3568,67465,50000,HexString(4cb678)
2,3441,67695,50000,HexString(ab051b)
2,3659,69627,50000,HexString(f66d39)
2,3771,67294,50000,HexString(eafab6)
2,3521,61078,50000,HexString(465133)
2,3440,62856,50000,HexString(1d50ca)
2,4011,56390,50000,HexString(3cc4ad)
2,3399,62894,50000,HexString(1ff692)
2,3386,63156,50000,HexString(867039)
2,3525,69937,50000,HexString(82a7fb)
2,3415,62104,50000,HexString(7b7155)
2,3426,72467,50000,HexString(e64201)
2,3446,64516,50000,HexString(032d99)
2,3617,64895,50000,HexString(41096a)
2,3440,58066,50000,HexString(b50e4e)
2,4082,60276,50000,HexString(7cec97)
2,3410,62052,50000,HexString(76c63b)
2,4010,59501,50000,HexString(3f1622)
2,3433,57511,50000,HexString(e6d333)
2,3480,58299,50000,HexString(288959)
2,3798,62751,50000,HexString(2d81c1)
3,4210,79553,50000,HexString(d082ea)
3,4509,69655,50000,HexString(4b4022)
3,4954,63856,50000,HexString(73889e)
3,3827,84087,50000,HexString(c57546)
3,3709,64383,50000,HexString(7ca035)
3,5178,65836,50000,HexString(a54033)
3,3793,76386,50000,HexString(840868)
3,3742,64144,50000,HexString(40f532)
3,4555,73759,50000,HexString(9aac36)
3,4374,74421,50000,HexString(5d8530)
3,3916,61521,50000,HexString(6d3545)
3,4775,60824,50000,HexString(325c42)
3,3712,63488,50000,HexString(490509)
3,3851,76548,50000,HexString(e27baa)
3,4334,84198,50000,HexString(4fe028)
3,3689,78679,50000,HexString(a12dcd)
3,3668,77881,50000,HexString(150db1)
3,3680,81423,50000,HexString(1e8e8a)
3,3756,77061,50000,HexString(002177)
3,3806,68111,50000,HexString(2d6ee7)
3,4019,79121,50000,HexString(44043f)
3,3977,67265,50000,HexString(f8e309)
3,3774,63266,50000,HexString(0d73ce)
3,3748,76333,50000,HexString(36eb9b)
3,3685,76716,50000,HexString(9ce67c)
3,3670,83817,50000,HexString(309aaa)
3,3728,70484,50000,HexString(141cdc)
3,3662,70988,50000,HexString(d6adda)
3,3707,71521,50000,HexString(7adcff)
3,3589,60280,50000,HexString(2602d8)
3,3642,65570,50000,HexString(d7b3a9)
3,3889,61454,50000,HexString(d3761a)
3,3712,65909,50000,HexString(2cd11e)
3,3744,74636,50000,HexString(2bfde6)
3,3594,64296,50000,HexString(60fc68)
3,3717,76906,50000,HexString(7a11c3)
3,3681,74010,50000,HexString(ad0c27)
3,3833,69890,50000,HexString(9c3d96)
3,3749,79314,50000,HexString(9224d8)
3,3640,62449,50000,HexString(0b4f5d)
3,3591,60095,50000,HexString(cbf5ff)
3,3744,68031,50000,HexString(93846c)
3,3664,80812,50000,HexString(3df654)
3,3698,75477,50000,HexString(91b758)
3,3744,78891,50000,HexString(5bbc78)
3,3681,72844,50000,HexString(845cc7)
3,3864,77873,50000,HexString(40c17c)
3,3710,68488,50000,HexString(76bf8e)
3,3811,64509,50000,HexString(3851bd)
3,3772,67780,50000,HexString(dd6221)
3,4655,67455,50000,HexString(b5798a)
3,3855,73972,50000,HexString(0d52f3)
3,3722,70896,50000,HexString(9ffec2)
3,5090,75347,50000,HexString(43da1b)
3,3662,72413,50000,HexString(8b958c)
3,3804,62893,50000,HexString(cdd48d)
3,3699,64522,50000,HexString(db52f8)
3,3937,106642,50000,HexString(da4b5d)
3,3697,103497,50000,HexString(2b96e3)
3,3681,60833,50000,HexString(7970d3)
3,3696,72047,50000,HexString(4fc0e1)
3,4099,73727,50000,HexString(6bbda8)
3,5614,77413,50000,HexString(1ef9fc)
3,3637,68958,50000,HexString(26e618)
3,3537,73650,50000,HexString(ef71ea)
3,3590,102177,50000,HexString(7d4b65)
3,3973,103580,50000,HexString(15d63a)
3,3672,66421,50000,HexString(7d991c)
3,3615,72385,50000,HexString(54d22b)
3,3745,70441,50000,HexString(01c469)
3,3722,81399,50000,HexString(36ed8d)
3,3633,104790,50000,HexString(af5d98)
3,3649,102698,50000,HexString(9c22ab)
3,3670,104247,50000,HexString(2dc32b)
3,3651,103513,50000,HexString(42b802)
3,3671,102660,50000,HexString(a22363)
3,3664,102573,50000,HexString(05b7c7)
3,3585,104348,50000,HexString(f43c4d)
3,3631,102880,50000,HexString(b77c15)
3,3729,70327,50000,HexString(a9b826)
3,3617,65873,50000,HexString(f6be40)
3,3584,62582,50000,HexString(436126)
3,3578,76135,50000,HexString(15ff4d)
3,3624,66359,50000,HexString(409beb)
3,3711,76487,50000,HexString(47bc2a)
3,3642,85353,50000,HexString(15d7a1)
3,4122,65950,50000,HexString(7fead9)
3,3639,81892,50000,HexString(ceec29)
3,3678,104390,50000,HexString(a76c32)
3,3626,110263,50000,HexString(e9436e)
3,3680,66429,50000,HexString(71815d)
3,3651,103024,50000,HexString(5bd32c)
3,3871,80590,50000,HexString(647ada)
3,3729,61385,50000,HexString(1ed06a)
3,3772,78873,50000,HexString(c80e16)
3,3679,74804,50000,HexString(6383f7)
3,3559,61686,50000,HexString(36b3c4)
3,3628,67518,50000,HexString(e886b8)
3,3729,72498,50000,HexString(6a890f)
3,3701,64206,50000,HexString(eba100)
4,3442,57979,50000,HexString(687a45)
4,3483,61421,50000,HexString(39b6cd)
4,3339,56916,50000,HexString(6199ac)
4,3454,57724,50000,HexString(0112cc)
4,3402,60226,50000,HexString(c302d0)
4,3558,66833,50000,HexString(99437a)
4,4021,56864,50000,HexString(69f499)
4,3510,65767,50000,HexString(7c6659)
4,3498,57566,50000,HexString(c58a39)
4,3622,64280,50000,HexString(c8cdc0)
4,3496,61636,50000,HexString(29da9a)
4,3558,55633,50000,HexString(e7725c)
4,3465,63745,50000,HexString(19ff6b)
4,3485,59061,50000,HexString(f2742c)
4,3477,64244,50000,HexString(ef27e4)
4,3534,64755,50000,HexString(28564f)
4,3415,59920,50000,HexString(53474d)
4,3419,62664,50000,HexString(cd5b6d)
4,3388,63212,50000,HexString(efbb39)
4,3432,64384,50000,HexString(af7a2a)
4,3636,64152,50000,HexString(935885)
4,3507,67719,50000,HexString(074985)
4,3428,64657,50000,HexString(bfeb7c)
4,3420,63631,50000,HexString(d08c36)
4,3477,67173,50000,HexString(444b7d)
4,3471,68382,50000,HexString(1ff52f)
4,3497,65664,50000,HexString(62962d)
4,3493,69126,50000,HexString(df91fe)
4,3392,60516,50000,HexString(af1c14)
4,4364,60837,50000,HexString(f844af)
4,3485,59558,50000,HexString(f3727e)
4,3407,58431,50000,HexString(b31499)
4,3499,57882,50000,HexString(0fb6a2)
4,3430,62633,50000,HexString(76638a)
4,3475,58246,50000,HexString(265386)
4,3589,59491,50000,HexString(7ff4c4)
4,3458,56391,50000,HexString(4637b2)
4,3440,57657,50000,HexString(57e699)
4,3431,59024,50000,HexString(2e5889)
4,3527,68169,50000,HexString(d287e4)
4,3441,64629,50000,HexString(426457)
4,3391,68094,50000,HexString(c00f47)
4,3556,64454,50000,HexString(81ac6c)
4,3469,56398,50000,HexString(0dc935)
4,3515,81658,50000,HexString(6690b2)
4,3466,61256,50000,HexString(c37ed3)
4,3414,78844,50000,HexString(86ad05)
4,3446,58069,50000,HexString(18c1d6)
4,3437,61003,50000,HexString(396e25)
4,3534,59836,50000,HexString(b346c2)
4,3524,60307,50000,HexString(644adf)
4,3420,57605,50000,HexString(e8aca7)
4,3454,64492,50000,HexString(06eed4)
4,3429,58357,50000,HexString(115237)
4,3547,65473,50000,HexString(3eaf18)
4,3430,57221,50000,HexString(e9b787)
4,3432,58254,50000,HexString(7cf932)
4,3397,58601,50000,HexString(df8a1d)
4,3381,64747,50000,HexString(3fa2da)
4,3462,63449,50000,HexString(5ca4a4)
4,3346,57394,50000,HexString(3b2edb)
4,3452,82581,50000,HexString(34ac2a)
4,3977,65564,50000,HexString(78e78d)
4,3443,58907,50000,HexString(5f35ab)
4,3403,61898,50000,HexString(6fe4de)
4,3975,63242,50000,HexString(82b21c)
4,3425,63927,50000,HexString(3b00f7)
4,3463,64975,50000,HexString(c6745a)
4,3465,63745,50000,HexString(8dfd73)
4,3418,62468,50000,HexString(94ae01)
4,3365,72195,50000,HexString(4fcac8)
4,3524,55831,50000,HexString(86b57f)
4,3418,57134,50000,HexString(2da2df)
4,3386,57426,50000,HexString(b08103)
4,3475,60448,50000,HexString(5fd67f)
4,4003,57214,50000,HexString(6399db)
4,3822,56621,50000,HexString(d817ae)
4,3427,58351,50000,HexString(6fb8f0)
4,3448,62070,50000,HexString(210038)
4,3337,56663,50000,HexString(b79cc8)
4,3369,57061,50000,HexString(983f0e)
4,3426,56957,50000,HexString(d11435)
4,3352,57057,50000,HexString(59c8f8)
4,3468,65852,50000,HexString(30fa17)
4,3443,59313,50000,HexString(1a2f38)
4,3438,57714,50000,HexString(5c7372)
4,4165,65342,50000,HexString(226780)
4,3433,71086,50000,HexString(1b82d3)
4,3339,55069,50000,HexString(f4cd47)
4,3339,54716,50000,HexString(9beaa1)
4,3401,71141,50000,HexString(7ed6f6)
4,3410,71531,50000,HexString(46cc69)
4,3345,56274,50000,HexString(c04c72)
4,3488,56486,50000,HexString(634533)
4,3471,54473,50000,HexString(e2a13d)
4,3362,58560,50000,HexString(a7e548)
4,3364,57664,50000,HexString(9da8b6)
4,3418,66303,50000,HexString(f68645)
4,3386,55561,50000,HexString(a20000)
4,3393,65423,50000,HexString(d40387)
5,3896,77565,50000,HexString(9fde35)
5,3882,76853,50000,HexString(c7e352)
5,4008,78504,50000,HexString(69f386)
5,3882,77283,50000,HexString(c32b3d)
5,3882,78037,50000,HexString(c693ed)
5,4234,91443,50000,HexString(d87079)
5,3961,78548,50000,HexString(941377)
5,3976,76583,50000,HexString(13a3d3)
5,4529,77795,50000,HexString(b467ee)
5,3985,80052,50000,HexString(b81959)
5,3883,77703,50000,HexString(f096fd)
5,3882,76395,50000,HexString(f11142)
5,3883,79211,50000,HexString(2b42a1)
5,3882,75894,50000,HexString(97fa67)
5,3883,75843,50000,HexString(b9cb2d)
5,3882,73280,50000,HexString(b3df3e)
5,3884,73637,50000,HexString(42c912)
5,3883,77105,50000,HexString(23e932)
5,3905,79565,50000,HexString(ef72c5)
5,3883,77084,50000,HexString(6dbe58)
5,3932,82465,50000,HexString(acffc8)
5,3882,77801,50000,HexString(99e423)
5,4034,85391,50000,HexString(6bf503)
5,3983,86153,50000,HexString(2d42ee)
5,3996,80959,50000,HexString(24e89a)
5,3918,84256,50000,HexString(e8acf4)
5,4041,79699,50000,HexString(84eab8)
5,3883,82735,50000,HexString(1d5488)
5,3892,81549,50000,HexString(661a3a)
5,3882,81002,50000,HexString(9f1744)
5,3946,82759,50000,HexString(9efcbd)
5,3892,82507,50000,HexString(066f42)
5,4853,82441,50000,HexString(46dfee)
5,3883,76120,50000,HexString(a1239b)
5,4016,88245,50000,HexString(90e438)
5,4033,80018,50000,HexString(381d27)
5,3948,76946,50000,HexString(5f0417)
5,3884,78445,50000,HexString(fd686c)
5,4248,85219,50000,HexString(4fe752)
5,3882,78653,50000,HexString(c9104f)
5,3943,78454,50000,HexString(21b55c)
5,3894,80758,50000,HexString(2aa4a3)
5,3882,82090,50000,HexString(91b4dd)
5,3894,80166,50000,HexString(0f1ab8)
5,3884,79635,50000,HexString(6a13de)
5,3882,75485,50000,HexString(357d73)
5,3947,75945,50000,HexString(c6420b)
5,3896,79950,50000,HexString(8b2d6b)
5,3914,73980,50000,HexString(a985de)
5,3899,76069,50000,HexString(e6796b)
5,3882,80293,50000,HexString(3076c5)
5,3885,77256,50000,HexString(400166)
5,3891,80494,50000,HexString(16471d)
5,3897,76541,50000,HexString(d5768c)
5,3888,78973,50000,HexString(033bbd)
5,4329,77541,50000,HexString(aa292c)
5,3965,76401,50000,HexString(0ca423)
5,3899,77150,50000,HexString(15c7d3)
5,3890,78032,50000,HexString(37f04e)
5,3883,77831,50000,HexString(716f9d)
5,3956,77263,50000,HexString(89a085)
5,4302,79982,50000,HexString(dd0c52)
5,3927,78261,50000,HexString(ed3b37)
5,4853,83056,50000,HexString(dcbd43)
5,4144,79195,50000,HexString(b0544d)
5,4853,82806,50000,HexString(f4047e)
5,4853,79271,50000,HexString(f3b0df)
5,4381,81182,50000,HexString(3f63de)
5,3884,79947,50000,HexString(1fc210)
5,3883,77371,50000,HexString(39f62f)
5,4099,80400,50000,HexString(f2a7ab)
5,3885,78198,50000,HexString(b6f9f2)
5,3883,83805,50000,HexString(514eea)
5,4369,74318,50000,HexString(a22af7)
5,3884,79003,50000,HexString(6d42c8)
5,3884,81232,50000,HexString(1c39ff)
5,3882,74546,50000,HexString(d7b078)
5,4853,74341,50000,HexString(cc6299)
5,4854,80734,50000,HexString(fc411c)
5,4354,80877,50000,HexString(0d11fd)
5,4219,80152,50000,HexString(86b0b9)
5,3915,80307,50000,HexString(7b2c4b)
5,4210,75736,50000,HexString(ecb34f)
5,4446,76121,50000,HexString(e55919)
5,3891,78703,50000,HexString(ae27ea)
5,4324,75388,50000,HexString(d6250a)
5,3883,77559,50000,HexString(14fa06)
5,3981,75814,50000,HexString(9d52a6)
5,4167,75132,50000,HexString(a0a289)
5,3882,75874,50000,HexString(3f2c65)
5,3884,76816,50000,HexString(2bf0e7)
5,4348,74838,50000,HexString(799346)
5,3883,79325,50000,HexString(016cfa)
5,3884,76498,50000,HexString(5dec72)
5,4039,76185,50000,HexString(6e28e7)
5,3882,79768,50000,HexString(185c47)
5,3883,77664,50000,HexString(66a581)
5,4376,73580,50000,HexString(c74d63)
5,4047,79074,50000,HexString(156cb5)
5,3901,79173,50000,HexString(b82218)
6,3886,78620,50000,HexString(16fe44)
6,4254,91999,50000,HexString(9f420a)
6,3888,75114,50000,HexString(8eac30)
6,3887,79234,50000,HexString(80a555)
6,4329,79366,50000,HexString(1a3551)
6,3888,77149,50000,HexString(69a086)
6,3887,78968,50000,HexString(285e14)
6,4346,82010,50000,HexString(b137af)
6,3911,80587,50000,HexString(b6ddc8)
6,4008,77865,50000,HexString(aa3fb7)
6,4407,94647,50000,HexString(2a1ac5)
6,3885,80380,50000,HexString(8dfeba)
6,3904,74132,50000,HexString(30ed31)
6,4237,87654,50000,HexString(0e28d7)
6,3904,76057,50000,HexString(d915d3)
6,4152,81301,50000,HexString(22578d)
6,4047,84763,50000,HexString(e2381c)
6,4539,83653,50000,HexString(bc2bc8)
6,4131,89735,50000,HexString(c03559)
6,4386,75367,50000,HexString(e805b2)
6,4107,81152,50000,HexString(1b69ec)
6,4026,103308,50000,HexString(afecca)
6,3886,78371,50000,HexString(8dfc74)
6,3893,86001,50000,HexString(626982)
6,4796,108934,50000,HexString(ece49e)
6,3919,96643,50000,HexString(215d66)
6,3894,87001,50000,HexString(24dcb1)
6,3925,83131,50000,HexString(c98598)
6,3893,80955,50000,HexString(ebb48f)
6,3944,92015,50000,HexString(106d08)
6,3893,88472,50000,HexString(4670b3)
6,3890,90767,50000,HexString(0c2568)
6,3960,87992,50000,HexString(4e5709)
6,3887,80284,50000,HexString(d9506b)
6,3888,82616,50000,HexString(71ed77)
6,3886,76520,50000,HexString(16777b)
6,3894,87133,50000,HexString(ae47e0)
6,3886,82130,50000,HexString(50c60b)
6,3948,85940,50000,HexString(31c319)
6,4133,83249,50000,HexString(cf6f29)
6,3888,86694,50000,HexString(7c1d12)
6,3886,81601,50000,HexString(43d113)
6,3960,83737,50000,HexString(0418c3)
6,3885,87529,50000,HexString(2197c3)
6,3886,88649,50000,HexString(0d2631)
6,3886,84651,50000,HexString(c57845)
6,3916,73720,50000,HexString(b81a8b)
6,3885,81995,50000,HexString(11bb0a)
6,3894,84539,50000,HexString(b9f22b)
6,3886,79372,50000,HexString(0565ae)
6,3900,75302,50000,HexString(eb4484)
6,4211,81667,50000,HexString(1d68ae)
6,3886,77224,50000,HexString(8f2388)
6,4891,80953,50000,HexString(6dfa1e)
6,4087,91672,50000,HexString(29df20)
6,3886,77916,50000,HexString(621d56)
6,3888,84398,50000,HexString(9df99a)
6,3901,76098,50000,HexString(e0a50b)
6,4282,85401,50000,HexString(b59440)
6,3888,82609,50000,HexString(0f7d90)
6,3886,81407,50000,HexString(cdba18)
6,4168,84639,50000,HexString(55d0da)
6,4024,76097,50000,HexString(f34d2a)
6,3885,85810,50000,HexString(3171de)
6,4159,82080,50000,HexString(c12f36)
6,4925,110811,50000,HexString(78103a)
6,4166,100750,50000,HexString(b849ff)
6,4188,113313,50000,HexString(2cf47d)
6,3977,102007,50000,HexString(262395)
6,4087,107697,50000,HexString(c02391)
6,3926,93117,50000,HexString(24085b)
6,3886,85070,50000,HexString(efe363)
6,3887,88858,50000,HexString(5fd0af)
6,3937,90677,50000,HexString(546bc1)
6,3889,85593,50000,HexString(d22789)
6,4914,86901,50000,HexString(fecf29)
6,3886,87474,50000,HexString(05be76)
6,3983,85786,50000,HexString(6e7b2c)
6,3887,86457,50000,HexString(9f70d4)
6,4462,111746,50000,HexString(334e37)
6,4857,75885,50000,HexString(36464e)
6,3886,96023,50000,HexString(33dee2)
6,5134,97427,50000,HexString(486d8c)
6,3885,73366,50000,HexString(d0020f)
6,4691,96182,50000,HexString(cb57b3)
6,3888,77498,50000,HexString(f64469)
6,3888,82820,50000,HexString(11d113)
6,3888,80015,50000,HexString(8f41cb)
6,5087,79772,50000,HexString(bb0ad4)
6,3888,76076,50000,HexString(c71453)
6,4925,101006,50000,HexString(15ffd9)
6,5219,97000,50000,HexString(1e9105)
6,3887,76569,50000,HexString(0459dd)
6,3901,72601,50000,HexString(b0f0e5)
6,3888,73108,50000,HexString(a3cf81)
6,3887,86109,50000,HexString(fc0ee3)
6,3911,77669,50000,HexString(fdfba2)
6,4913,84326,50000,HexString(ea69ad)
6,3962,83430,50000,HexString(bc5fe0)
6,4735,93921,50000,HexString(d3e992)
7,4495,98428,50000,HexString(8d5a61)
7,3975,74600,50000,HexString(023596)
7,3884,82815,50000,HexString(d39eb2)
7,4138,89643,50000,HexString(0a3947)
7,4030,103595,50000,HexString(ffe331)
7,4231,74323,50000,HexString(e8593a)
7,3884,80794,50000,HexString(a01f56)
7,3920,77571,50000,HexString(4ffa30)
7,3883,77341,50000,HexString(dcd782)
7,3912,75711,50000,HexString(bfe752)
7,3884,79110,50000,HexString(0fa00f)
7,4019,73450,50000,HexString(dd88da)
7,3942,78068,50000,HexString(727cc0)
7,3882,77410,50000,HexString(83298d)
7,4567,78224,50000,HexString(bae898)
7,3887,73922,50000,HexString(ab76bf)
7,3883,77476,50000,HexString(44f32c)
7,5014,77667,50000,HexString(8104ea)
7,3883,81323,50000,HexString(350cf2)
7,3884,76131,50000,HexString(f50b92)
7,4779,79179,50000,HexString(5fa6b9)
7,3883,75195,50000,HexString(5088ec)
7,3914,78330,50000,HexString(2bb561)
7,4194,76281,50000,HexString(76a275)
7,4270,78690,50000,HexString(af74fe)
7,3884,77714,50000,HexString(c2ea5d)
7,4475,78864,50000,HexString(08672d)
7,3883,79396,50000,HexString(deef85)
7,3882,79570,50000,HexString(df87fa)
7,4047,84084,50000,HexString(a5907f)
7,3883,89407,50000,HexString(81e60b)
7,3884,78763,50000,HexString(090107)
7,5055,88026,50000,HexString(6c98a0)
7,3884,83277,50000,HexString(df8ca6)
7,3899,80461,50000,HexString(640d1b)
7,4065,81348,50000,HexString(0a534f)
7,3882,77450,50000,HexString(254e01)
7,3884,79080,50000,HexString(7060ff)
7,4512,79307,50000,HexString(5ceae7)
7,3884,75905,50000,HexString(123240)
7,3883,79797,50000,HexString(610edd)
7,4084,79233,50000,HexString(8527c3)
7,3884,78283,50000,HexString(acb8df)
7,3884,78368,50000,HexString(22a583)
7,4402,79909,50000,HexString(fcaa30)
7,3884,90218,50000,HexString(2372b4)
7,4030,77299,50000,HexString(253fbb)
7,4853,79189,50000,HexString(c86b66)
7,3884,79669,50000,HexString(c1fdbb)
7,3884,77296,50000,HexString(19fc78)
7,4805,76170,50000,HexString(a968cf)
7,3882,78861,50000,HexString(ef094f)
7,3884,76565,50000,HexString(714fc1)
7,4219,76019,50000,HexString(50818f)
7,3884,79038,50000,HexString(cba844)
7,4854,77813,50000,HexString(aeb920)
7,4432,78042,50000,HexString(9c2cd4)
7,4187,75929,50000,HexString(71b715)
7,3952,77988,50000,HexString(31d5ec)
