runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.r.float,param.g.float,param.b.float
3,4032,74309,50000,0.8423488362279851,0.2544348569410455,0.11647622464642242
3,3885,76145,50000,0.008820154153280343,0.7374027445523926,0.2389040632688984
3,4151,73393,50000,0.141342112485755,0.22159379787985473,0.8982973257602831
3,3951,77266,50000,0.017003264010940596,0.806511788674498,0.7092344628236167
3,4152,74232,50000,0.9921979800882597,0.6619563273755921,0.009452702508357797
3,4275,75281,50000,0.35241897370801384,0.1388968418591143,0.6980611472247907
3,4051,78419,50000,0.9273694094382011,0.3057006036866906,0.08401784238043213
3,3947,78338,50000,0.47941803928950916,0.6490545190306926,0.8895724677289252
3,4237,74579,50000,0.7496487940103758,0.6985464570794884,0.38986655956770566
3,3933,69571,50000,0.37432875708102065,0.6789856313579954,0.4262875743268592
3,4005,65194,50000,0.19533917816345003,0.7713882129022334,0.07677238092532909
3,3936,79258,50000,0.3787850227495204,0.5669962706564241,0.7270026143098969
3,4033,76134,50000,0.06707939565324525,0.717950948032622,0.5503771756450339
3,3925,77455,50000,0.2687715885403598,0.9921196854974981,0.9643807631216156
3,3898,70458,50000,0.7809544053634523,0.6663971611751464,0.20268284222374172
3,4011,73798,50000,0.3383229532598823,0.6417149976124166,0.8873036757549809
3,3969,73019,50000,0.771379316629275,0.5449485906064885,0.9890459996014178
3,4188,79329,50000,0.09870174823824429,0.029985399855048618,0.5900035630530301
3,4021,79094,50000,0.6556692678713325,0.7418476369731014,0.21952607155064144
3,4177,72352,50000,0.5822833292040489,0.2594043938091731,0.019451402274548526
3,4006,73143,50000,0.23408738219604028,0.28093737193749996,0.21075434293220813
3,4356,75293,50000,0.5775040284894751,0.21406085842112044,0.06765010164231122
3,4553,78377,50000,0.20786892491875983,0.571143227293447,0.15846447211159786
3,6815,84591,50000,0.377268201810004,0.512515648334309,0.5309986501409267
3,3904,85926,50000,0.8586168710855309,0.3637039799685517,0.13748248126846446
3,4603,70278,50000,0.050312654482219644,0.17143147957247915,0.011844114586713807
3,4335,83708,50000,0.6011427233774227,0.38918560340001623,0.7219514972589908
3,3974,75492,50000,0.6616225799971626,0.9902236447026838,0.9207542368988382
3,4075,77974,50000,0.804928727233336,0.6492451642287829,0.2832016222813654
3,4210,72365,50000,0.7865545829639237,0.7862665457057979,0.8538809748705677
3,4132,77535,50000,0.6896056083561067,0.41910289006486734,0.7076451042198899
3,4111,72713,50000,0.8509339693423081,0.4845596060508545,0.27371393660468485
3,4593,82455,50000,0.8520728796117297,0.9620813625071664,0.9787199058458054
3,3882,72473,50000,0.4803834348856728,0.32985065816995257,0.5727503975782195
3,3990,76566,50000,0.5904489905802329,0.23347871901179118,0.7805048111119136
3,3899,78490,50000,0.329836468157252,0.7778486960429484,0.3765497216268443
3,3921,68314,50000,0.576370116327576,0.35734585110923667,0.5498129576115585
3,4342,72848,50000,0.906490789020453,0.41065314695707716,0.9545127497411184
3,3887,79592,50000,0.599331757695935,0.23041433057078325,0.5428270065731298
3,5661,74861,50000,0.18014466971869494,0.1729285732235061,0.2051368172081616
3,3917,79234,50000,0.5464758363610109,0.7771022533593311,0.6143744505892502
3,3910,75007,50000,0.2857138312534934,0.15568739563304493,0.1941765219115343
3,3990,80162,50000,0.18621055463783925,0.986192330225746,0.7649077682600774
3,4164,73388,50000,0.12944098889849712,0.00593821177594667,0.4643196056091758
3,3942,74028,50000,0.22238450151570813,0.8411602122533117,0.015527793729563038
3,4206,78365,50000,0.5873758990321183,0.7447775048751315,0.2553880477906304
3,4384,76746,50000,0.8132076292971959,0.59051098825011,0.4671168647261822
3,3937,81173,50000,0.9518055350966717,0.15647158603509545,0.6846614526242618
3,4016,78591,50000,0.13322150739170646,0.6655683066176424,0.09658855481997133
3,4009,77794,50000,0.9352927687394583,0.8979260727704306,0.5794410744960593
3,3966,68761,50000,0.4445449203425868,0.2233675290103248,0.5429600297411173
3,3885,69038,50000,0.7158700521691368,0.40156889069897744,0.009563091087776204
3,3943,66628,50000,0.5400216338755457,0.499084664584988,0.20423438306538713
3,3981,79523,50000,0.656027872165922,0.25283838952775994,0.7661388437936306
3,4013,94641,50000,0.4411058775232488,0.30733442554117685,0.3763997667488883
3,3961,81925,50000,0.16444482311544836,0.7454733808828045,0.5020686663696822
3,4019,73653,50000,0.3230370323742607,0.41552550260144355,0.42088338969337286
3,3883,74667,50000,0.9118430455577359,0.43341407493547746,0.3923001602063668
3,4048,88239,50000,0.17595530269016377,0.06766526796766639,0.5316512036742436
3,3928,80340,50000,0.7078455276596644,0.5816947906956492,0.9734770573029902
3,4178,78357,50000,0.7451868002583797,0.6468289128082585,0.762144010907844
3,4193,78263,50000,0.3992833565717936,0.33114942079834164,0.9749260116127371
3,4099,86583,50000,0.3901010821959948,0.06471650457360077,0.3993637556291464
3,4038,73206,50000,0.7154520537017399,0.7502498502786321,0.9351638506422234
3,4087,82314,50000,0.46722268474684336,0.3554697575272859,0.6920966740911674
3,4640,74113,50000,0.34503721857432906,0.49881981189754016,0.3084714812013431
3,4214,81052,50000,0.7247599937389378,0.8859304607592494,0.43117536268159734
3,3882,73676,50000,0.7066688160750364,0.7403988368571249,0.3282218630344888
3,4427,75784,50000,0.9791891908657134,0.3035527997878229,0.9796279828085065
4,3918,59543,50000,0.041029911812003064,0.1549688305976177,0.5381027140605744
4,4857,60097,50000,0.27723361194414986,0.8047343871899135,0.6853513566643412
4,3886,62964,50000,0.15941549605670643,0.3175347737602267,0.626896490980216
4,3893,60957,50000,0.20566026115676744,0.060500973677631,0.07930453730421196
4,3886,59995,50000,0.13885247089098848,0.010096150071865793,0.4211293439939442
4,3886,60411,50000,0.999138527421455,0.5063486694983041,0.7998140986853842
4,3893,59707,50000,0.4783801043875584,0.7076859240809374,0.18677361060375725
4,3886,59041,50000,0.4879449673674217,0.07112758403642455,0.544951706855868
4,3885,59163,50000,0.9236675946595827,0.5062384441365351,0.04069976239171931
4,3901,60261,50000,0.39186732809463354,0.9327831520038606,0.462202261111185
4,3886,59490,50000,0.8060403746950002,0.0644888307130104,0.735054687470943
4,3901,58834,50000,0.4730414160719091,0.514634122860312,0.9850006501377385
4,3893,58704,50000,0.2907540322653415,0.6206335554206853,0.17087254358697684
4,3886,59115,50000,0.9012347052816724,0.9878964823742975,0.9041015997043842
4,3886,58709,50000,0.8133378558909665,0.6934191686231604,0.05875920188217415
4,3886,60419,50000,0.9379735440710733,0.7610290632959682,0.9049047632173708
4,3886,58908,50000,0.30822906390639343,0.026611561037972596,0.7026156388740483
4,3886,60144,50000,0.06045030077729341,0.6809351281810895,0.48377094526011666
4,3901,58416,50000,0.6566287214196397,0.9772028255843029,0.5025628714185796
4,4030,58507,50000,0.9369365841918434,0.23291892516785367,0.20225999421929985
4,3886,58374,50000,0.6711983526974822,0.23267795627613175,0.241434774555224
4,3897,58568,50000,0.09466950256880731,0.5489362973306019,0.19921890022966032
4,3886,58835,50000,0.21083564296421378,0.7939561399981162,0.1583178785169101
4,3886,59146,50000,0.0739925236916468,0.7364361883389706,0.8356846632414633
4,3895,57666,50000,0.15819381621937736,0.10025702599668392,0.9763055810503026
4,3885,58717,50000,0.026435923650702003,0.2061012600051787,0.00647799453132686
4,3897,59121,50000,0.27665174726159925,0.09813018450128022,0.9982762218918038
4,3893,58076,50000,0.3788158718306321,0.5602448774766656,0.05011908183305049
4,3886,59600,50000,0.39904489701186807,0.43771078982129624,0.18208759973829336
4,3886,60097,50000,0.13925405790297982,0.6094998095304582,0.4857453041588773
4,3907,58526,50000,0.8882972056028704,0.19575221144945962,0.5557425631662025
4,3886,58311,50000,0.29142084639703975,0.1312413822493052,0.629308225679335
4,3886,58372,50000,0.3270996148949832,0.5114331214166596,0.2588853605889085
4,3901,58186,50000,0.6907669395941418,0.17112691476719097,0.8327951748782083
4,3886,58243,50000,0.7197894995398747,0.082503732121461,0.3239280770438375
4,3886,60822,50000,0.5862440274817606,0.4784553913486565,0.1682518351070947
4,4038,59558,50000,0.9698410562524287,0.5140194502657389,0.1286173015327911
4,3895,59172,50000,0.27018256463777035,0.11884228564556178,0.38766218175214173
4,3886,58170,50000,0.5963896407515747,0.7458294341784283,0.2969877461619185
4,3908,58864,50000,0.39188455821424995,0.3282293751846293,0.312166515392835
4,3886,58458,50000,0.09425978627143539,0.5023389341662521,0.6253507349190522
4,3886,58324,50000,0.26318466282835795,0.3045918558366153,0.8227596965495926
4,3893,58619,50000,0.8358355779540139,0.8534944516783757,0.05245963501061093
4,3898,59189,50000,0.47876925370929263,0.031524852784454445,0.4913301390157005
4,3901,58333,50000,0.9676348070721008,0.3474485085189693,0.1908191531902416
4,3893,58409,50000,0.5248880426490218,0.6942352286273309,0.7842472035276656
4,3886,58547,50000,0.25168882888830313,0.9218446003015958,0.4335440418998846
4,3885,58381,50000,0.28040256583126183,0.3313898181337613,0.39698599098435405
4,3908,58716,50000,0.06773967401916009,0.19889329706651904,0.6479224144934094
4,3886,59414,50000,0.9326095069221122,0.5074527722221374,0.9679019502900028
4,3886,58820,50000,0.4367426006746166,0.24985033835924617,0.8322219018155371
4,3893,58468,50000,0.9956344531526329,0.951424316248406,0.7152318501418219
4,3886,59005,50000,0.9729066300532496,0.9238124433242547,0.830534610968394
4,3931,78875,50000,0.5000653337473376,0.008844478641870846,0.37633474600431915
4,3982,59319,50000,0.3170460917011039,0.030718919966904817,0.8652404808827255
4,3901,59804,50000,0.11574377578629312,0.7890428037995375,0.3067455310181059
4,3886,59502,50000,0.6492960192234525,0.9518883826133624,0.1517149848457297
4,4032,58408,50000,0.9353205069983234,0.2959572346265222,0.8924624798985609
4,3886,59474,50000,0.18753045347079386,0.0930728996354042,0.3254021260121647
4,3885,59176,50000,0.3012598605702038,0.661480471631442,0.3995632719209178
4,3886,58972,50000,0.526213996423094,0.9427733491887055,0.518718942195796
4,3886,59708,50000,0.9683181425204657,0.5872682166468088,0.6009292758089463
