runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.minx.integer,param.miny.integer,param.maxx.integer,param.maxy.integer
15,3949,67752,50000,-3078391116035063,-4200195757101455,8878528420539365,289079709138353
15,3942,67495,50000,-2800582931841833,-3601449195219756,7864376594029135,5946591378140219
15,4183,68246,50000,-2251824193024373,-5938050048499489,7071817878302780,1815543395178720
15,3934,67221,50000,-1949401074042345,-7005337289500412,5970001422697420,7789260127126761
15,4018,66798,50000,-5423986450756866,-7036038966832148,6534965848506154,6271362138018989
15,4415,63707,50000,-4194753376204272,-98267103215535,6099790485593643,7013552254853140
15,3933,78457,50000,-1295581001479925,-7828199648522708,2427639710576798,6406215029824758
15,3885,62204,50000,-64648746970403,-6103495985893815,5327112080606205,4752696268600535
15,4031,67431,50000,-112562778018112,-8933406289491065,5575266418423471,5114082871863964
15,3907,65984,50000,-3514702031175589,-3435509085033990,3138932736519702,3641325580087502
15,3885,66216,50000,-6105141731014277,-6408094134334043,1806340795778525,3976803869190823
15,4341,66099,50000,-873995689943104,-8890791825469637,1582407292677231,2543049185375675
15,3882,66604,50000,-4763946194315277,-8835760048693580,2662366627000861,1302399771816738
15,3885,67825,50000,-773613358087146,-3354248979435001,2648341937835708,2111875889468696
15,4259,64409,50000,-518856245807709,-4387929478515503,4437496611633738,4905496637385684
15,3890,66377,50000,-8357305395413073,-6203449622321970,7857870548283827,2604756302686655
15,3884,72502,50000,-4186785552044017,-1683670490393144,7892252715301939,2605305876405677
15,4634,64607,50000,-745992641954954,-1145977054666256,8825869402428900,6529600183752639
15,3974,70234,50000,-1971722110134681,-4575134883400029,4200744177497018,6615201664507723
15,3883,80365,50000,-3002580297694841,-481634089736715,680141777126617,7507833428510091
15,4597,72696,50000,-3301484037275761,-5413024172598043,7676698130662954,4181676068840644
15,3919,75736,50000,-4509491689375793,-6828410009289650,8071042797665890,2739432829186887
15,3894,68422,50000,-7771049973482855,-3536149257608263,1245705708550335,4045093407667508
15,4575,72558,50000,-6299700750468189,-1221224670783473,5421441775264527,582937365263675
15,4003,69339,50000,-5052150073660969,-1721733255729146,2565613308541981,8989354035275740
15,3891,66247,50000,-8288541942013811,-690864114832607,375607059301679,4021630139178862
15,4094,74087,50000,-4264819774783332,-4703063119566743,5784067629323482,3559601928902671
15,3892,69923,50000,-5257533901560352,-5576069300008695,3717992670477702,7281148917351210
15,3965,66661,50000,-7219297596370939,-413285554186062,4748280106842562,3585204362130013
15,4976,68870,50000,-7301603011077152,-2861819202181598,6348018766263530,8709528036809566
15,3891,67962,50000,-2236428227651650,-2053607399275067,6831855320306011,6419189272803306
15,4082,69897,50000,-2584815721615831,-6740163033899900,1846356429191479,7825336039185935
15,4213,68505,50000,-2790535037399626,-6747764081565759,3970698760299702,4172605685605628
15,3882,63365,50000,-8678862487428168,-1640134541513180,8381422686578790,1415976970766840
15,3906,66803,50000,-531739572343264,-8981001562976860,2420091656483642,8962101282636751
15,4389,67252,50000,-1786165360974789,-1692314151458923,5312037023948285,4362203385828336
15,3883,67010,50000,-189883539418837,-5789121287642757,8761894340576402,24684628641842
15,3893,72109,50000,-744551128752731,-3046288994661075,5749440852212210,2579884052162985
15,4052,65026,50000,-5502635286115655,-2795924124980234,2783019505363937,8489876318057324
15,3890,70255,50000,-8501248237425997,-1914182392103477,6464557750047890,1322873569861169
15,3939,65929,50000,-4829575156980484,-1067437036161015,535709813847629,2607990785925866
15,4028,73202,50000,-4052969409818519,-1112266268866628,2025512968835366,1033002973957820
15,3882,65948,50000,-4988230081021968,-4559669736031891,4663541396087326,1306049927846370
15,3887,68257,50000,-4046850001530594,-266801560318763,5707200515844320,1556620156578598
15,4052,67408,50000,-4498194674493083,-35532487403484,4514673173445279,1490194209623950
16,3989,68967,50000,-4013825829345128,-2737320534685543,7956839239363558,4317811778376201
16,3899,65111,50000,-8620470238304814,-2143150612457044,6493708357188496,8809679046210372
16,3884,69458,50000,-6961163580387424,-7623939623879837,866727979728279,4762450327510159
16,3883,65744,50000,-429068147979778,-7271998395911355,6258167984881319,39747005945731
16,3950,78705,50000,-8765781599290358,-1969743013270443,2496178854220041,589489720206016
16,4055,72361,50000,-2527661142567418,-8787059157267384,7529408955746866,4395052603896987
16,3919,66105,50000,-2328087067019416,-1198154173497388,8312563028226855,7033609330108786
16,3968,64699,50000,-8900435563694184,-2539249496287740,314319268958118,339298186031518
16,4001,68922,50000,-4892150166208592,-4865303562829356,465992269403050,6558189061351454
16,4015,68486,50000,-526125863264045,-2366833133832213,6215446235260906,6720438960047262
16,3913,71710,50000,-3560902217627770,-7605013331965132,8653923186799457,2446942830634999
16,3905,91455,50000,-397440210649968,-7743778564101428,7819887217311056,1015659566527010
16,3936,67718,50000,-2133201016766416,-4215256176279272,8221978449342348,3499231361876819
16,3883,68408,50000,-2693646179430425,-24532446914330,4947940968017466,8685084384371730
16,4056,75565,50000,-4249354102729081,-7955674452350806,6291127965667048,255322875155399
16,3885,71137,50000,-2735136789017836,-4363672880152484,6670159062718362,2100600242291630
16,4113,70780,50000,-2179391925798406,-8587660131946947,6909686539214392,1611157164845812
16,3961,74106,50000,-8445203948239376,-7296677531298005,1822382980578066,7065558737775739
16,3980,75845,50000,-6929617186966722,-5624914883333094,7048375133511534,3689513995703619
16,3882,67150,50000,-8889896450097246,-6832933168239422,1817970633890664,4621180919171298
16,4307,64402,50000,-7332615311538877,-8542789332759805,6737923782125717,1588999824150304
16,3882,67823,50000,-4398279040343628,-482210971176233,6482521431302492,5552082789528605
16,3883,67926,50000,-5541126165496032,-2915365211540587,8504263030585954,340244356169991
16,3894,69811,50000,-2665850138546423,-5974056561680555,6942220856426271,1169033736172100
16,3883,68755,50000,-8752242918117640,-7505028239800806,6901682199881534,2509762437723968
16,3882,68406,50000,-8795227535178132,-2720298373173073,4604295241235434,5528353246972324
16,3895,69592,50000,-8546329446794113,-3016790035985073,4363181933327629,2521582421149862
16,3883,67459,50000,-2031390766624791,-315949438551040,2542900502912117,3682723452078033
16,3908,84905,50000,-2786806012933364,-4839313181391463,8560274539579953,5092628965871468
16,3883,67063,50000,-992696430528334,-1848831043609727,2987773498643645,7121776429066936
16,3883,65529,50000,-5830807574171399,-2492078617421174,2413504090543546,8252443363410216
16,3885,71317,50000,-2237416742726574,-55844131830655,8324059965873621,8637587345428925
16,3885,71330,50000,-5600029460432852,-8336187204149705,3071543493833885,2454165638089370
16,3884,66483,50000,-3722562720441086,-764498885638284,3445782939544846,5996942015929326
16,4005,69171,50000,-1922751826382419,-2193053865290551,6995828919978046,7860413688836029
16,3918,69506,50000,-4234880917454738,-240972673840105,1307715968435087,565413101216209
16,3885,74854,50000,-1032617792102885,-3702733449950115,5696452966909949,1636086258390096
16,3882,63373,50000,-7967495709466170,-4280135163483670,8180549030910302,605495637705878
16,4112,68714,50000,-3660716420412540,-5770180025257488,7613955588498611,1813930971019649
16,3883,68354,50000,-4910689773675863,-8102618610536582,6820546859352953,4240831448685345
16,3882,79587,50000,-3978986783568616,-7320177391542927,2649801359160272,7701670135985786
16,4199,70766,50000,-2117738202915589,-2919690385328336,3776382107940890,3410395102533911
16,3882,66588,50000,-6997282137016201,-4255156515452372,975251230492630,934683264558099
16,3882,69113,50000,-6355576390802078,-8700233830078586,2719777545370461,5828801874386284
16,4051,75418,50000,-3398869700432781,-8091310244707547,4076397300740383,2519545492144048
16,3882,66378,50000,-4083711776366642,-5000363959923047,232531665643104,8107591320959564
16,3885,65774,50000,-2972820754039436,-5820211354117016,2255128235851214,7901882811165408
16,5122,69434,50000,-4100758488583803,-7105612664916419,6872679999905692,4448844049371814
16,3882,71572,50000,-4714044638155057,-1660701763254649,5028390343940034,4691827865116732
16,3899,65584,50000,-3304821409223222,-4945574304407855,980581314876856,7505140880830711
16,3973,69706,50000,-4742377622180579,-4453031590696326,4367037291320512,1999503037904625
16,3882,67851,50000,-3052176652031575,-3436690223479563,4499482176925939,2064282412382880
16,3882,64744,50000,-5136414446159715,-2334898165956158,268883495016617,1280748970802997
16,4070,68946,50000,-1980848028586552,-7983118153986910,6322645590819758,6635297712646273
16,3883,68763,50000,-6778134342869416,-6255699447509823,6882426562852806,4475261525158701
16,3882,68079,50000,-3159366935238652,-8000335900927019,944954197448658,4306129405522394
16,4044,69901,50000,-5280588398808146,-3772080226274457,8408062597557260,7497245447019909
16,3885,67156,50000,-4615645398025563,-5164754279739460,6736935478971227,4946306510026244
16,3936,69388,50000,-1978080958701701,-1391968622425740,4622565928454990,1820003481549895
16,4185,70513,50000,-6258085407915138,-8048455200341584,3466949139227801,2894215916287991
16,3884,66545,50000,-5401556233982501,-3670939424610158,3252809645816596,3566011332099951
16,3893,69438,50000,-4784492988194164,-6609973970177612,1905325202718958,7806105166936914
16,4173,68048,50000,-8911724588745953,-1256184769496239,110229749626116,7964297623883196
16,3882,64827,50000,-5457537842877254,-4540967318674733,97377778683376,6358550160306232
16,3883,67650,50000,-2093234359727920,-5106376138490855,3706595479073162,2680384080228193
16,4038,66680,50000,-2176181946169732,-2835684005353682,3085416426873916,6423255693747311
16,3978,66833,50000,-501908159811009,-674697123827294,5506258184785672,1395192561521852
16,3975,74504,50000,-4409589604396681,-4786701138427639,7516638890672968,1667971512855803
16,4210,65308,50000,-6017139933173465,-7087199309785917,2642656086867832,740855053838970
16,3882,62116,50000,-2951690236229911,-7351182321296689,6213814466304961,7615118116724815
16,3883,67514,50000,-2911981174488690,-6238509218351914,241172250687327,3362303945667638
16,4139,65156,50000,-6009966293651015,-3564920168902440,1049428426554738,8539131823310474
16,3883,68558,50000,-1824036696534172,-701628237423921,2280153260036454,7159791113717041
16,3887,67136,50000,-4168763331686171,-6900928934357333,2277888857178536,8815255695359005
16,4194,74029,50000,-8013527771090589,-6671895407293054,471617542384264,6493121848825687
16,3897,70234,50000,-2378162731923850,-4382147033543204,4578050332827068,4581199583142791
16,3911,67186,50000,-8505663622342279,-4026056149662751,4585255340776532,3965203960087931
16,4168,72418,50000,-1476628198209813,-7511383612947085,1895161131532938,3913966018011182
16,3900,68478,50000,-4911501998815222,-65873546468416,2781796440456861,6039239370368859
16,4622,73694,50000,-2821790333882990,-8874770351376460,3153698844466592,3657305039446617
16,4109,65435,50000,-8271916070227873,-4411149809369053,6963700105419609,1772083747673699
16,3883,68493,50000,-8269323285010126,-5555709854862276,2067589259416364,1426258159737552
16,3884,66293,50000,-3253066632033499,-970427439355606,8614383180579834,6873976135038581
16,4108,66472,50000,-6270109869331117,-1662877095617560,7673663298462375,6865806334020974
16,3890,68046,50000,-1195007001160679,-6122240156253732,8778477193178502,610228313520359
16,4089,72971,50000,-2148736582961082,-1143506563125776,719579177396373,1412074632237042
16,4274,68796,50000,-1016937262613518,-2928270616321358,7348823659718975,1960568440912311
16,3891,67631,50000,-8445633610181890,-429981939585411,3473182210669197,7130495771281027
16,3894,70519,50000,-2900260558639615,-5802516718319751,593739723238751,3612565315641155
16,4284,72122,50000,-7254426982841653,-1726108490733249,6129607343621361,8211709810480937
16,3985,65615,50000,-7109242318961850,-2827064934469784,7436972327780029,7419362338029586
16,3883,66108,50000,-5698415045628048,-4349069479589432,324774176813027,6534433693611291
16,4067,70038,50000,-402620403814906,-5531996923191912,8397112922382520,1876879606085210
16,3897,67058,50000,-3299121752540003,-3680428565511499,1543411132103804,5408398186130929
16,3882,67448,50000,-5564229603123135,-6354253516177019,81069974550494,2954672753644065
16,4107,67658,50000,-8255386788229211,-7769312713469139,3877274860211744,3373021118630193
16,3883,68046,50000,-6962830311677228,-7787940119541347,8008205806408869,1980132536567601
16,3948,66875,50000,-7773420189108033,-5498845625698647,7696433726828007,8676454926116459
16,4326,67872,50000,-492852826310650,-2934345035464000,5402621166394329,7130774084301619
16,3981,68566,50000,-4840447557404036,-6717321358130480,7274209764485599,3865623509122167
17,3949,75107,50000,-6720283322741373,-8300137933388178,3584612182302303,880646030397988
17,3914,71290,50000,-8937141731446500,-4691135079189239,8466739307018632,357874781692665
17,4853,72738,50000,-8886723885880629,-8877158339366238,6985394892108142,4662883955893345
17,3882,69598,50000,-1283272139279815,-429370174714750,6464828896963136,3961374280068132
17,3953,73184,50000,-3999157736843832,-8536256101880146,5778959919321460,6527731401023005
17,3882,67689,50000,-3074481919823800,-1210097819761601,7615078984071561,7458120800262001
17,3889,63805,50000,-1364037140153180,-6105801338316241,5517614599445482,3211543227718120
17,4106,66760,50000,-3765441671005612,-4548495404661877,3878245971228190,1654356091853492
17,3882,64279,50000,-38032321202203,-1573558029366660,116180378590844,2018404580635747
17,3887,66412,50000,-8336865421639125,-8349286985134222,8784873339600197,3173272289439589
17,3882,65062,50000,-2043143419851364,-4302064644786473,7265093880515150,726818024096796
17,3883,63666,50000,-3837274643125616,-6569262070549298,8134289006559475,5904091984701577
17,3882,66515,50000,-2600386050275197,-249601698127029,5893537080915437,1176068318289744
17,3965,74440,50000,-7445534538763397,-2278957180951134,521620295105811,8091438518683508
17,3883,65837,50000,-1890792408952362,-6673348874797151,3278369129760793,2638236052029086
17,3882,65452,50000,-3193546718906896,-2838311629059464,6401504379474749,5788697604102748
17,3882,64392,50000,-8384324255789618,-2918246983896017,6757271358318149,66404850478322
17,3883,65174,50000,-4785072067712149,-4908059184963623,190921602174857,8603987150113949
17,3883,66992,50000,-2192047680296954,-858055165396453,3928872248991925,237566736595643
17,3882,63765,50000,-4334978859738139,-4825182267164931,2871609819937446,2595767993413123
17,3894,65807,50000,-8363649249640499,-1801108357984639,574888416472487,2980621144062906
17,3952,66212,50000,-6072090199799806,-5581839469653803,4666486640254636,1292218923628414
17,4853,66727,50000,-1153377055785646,-7097499936573319,4081235544109491,830749748047830
17,4854,65580,50000,-4649523265594753,-7267793503107232,3740781460999771,2185298885454803
17,4853,68079,50000,-3766191119092950,-1880759284428156,8780336033952988,6896072458528050
17,4850,63692,50000,-4259975882789925,-2412760400630026,7563335317233481,7476725597873056
17,4123,66222,50000,-4457108776280879,-3726318208223378,8671544066062745,4212130108170416
17,4852,66291,50000,-6476378540044330,-133993412577002,1487966884347553,5134934201346351
17,3883,65542,50000,-7136552693490396,-4228656938276063,6276947694451906,7512929302569859
17,4017,64224,50000,-4040976749174726,-3536385186468526,8182555827783819,2490847220218887
17,4470,66388,50000,-5962871124684948,-2173587575376395,8736946614706582,6651009700626539
17,4884,65636,50000,-6742005726280020,-6580136043274524,6911699519812799,3590733258554408
17,4030,65426,50000,-2646248177549143,-2712740358151178,6208192570430573,1143847550830997
17,3882,64298,50000,-4232135682177019,-410659822674793,6239190738159972,8134983464165348
17,3883,64315,50000,-4416370317636150,-6139569195646804,1332668551346728,3868238309537884
17,3898,94611,50000,-8443982367223461,-7658091273966034,4194884708926737,6367538350466359
17,3898,95265,50000,-2883827591873874,-6728963033048124,1320806743681957,7009469904798161
17,3896,96248,50000,-5636453042193552,-3581674689672243,8053664051989108,608880902850672
17,3899,94810,50000,-65129159067096,-7341299361711279,2449290135791003,3140364180614061
17,3897,94996,50000,-2009445065073829,-2092584364575786,3403233468011831,4391275035210125
17,3900,96253,50000,-7213056360233164,-3521365833281004,7452094214754082,6434234571512824
17,3896,95069,50000,-7222508792405194,-3920904703150146,1517363003789583,8031705075319585
17,3899,95639,50000,-7778312390558554,-6170784684198858,339017043252296,1911036279576678
17,3882,61364,50000,-5792448625281559,-8325044949245799,3907458230231616,1426500000437593
17,4986,68289,50000,-704103408099742,-1202504383622584,7617335110161523,4207947687530600
17,3882,68470,50000,-8508625121037661,-8445480276496578,3404141202340574,1103609954749369
17,3882,64550,50000,-418610955221122,-3856765212685048,1154799334570887,162743990220173
17,5031,65484,50000,-6919061951765294,-4967239916084335,6659848727019150,782880788473525
17,4852,64202,50000,-5937915301609876,-3483480542726739,1496443418282598,4644492546702892
17,3883,62644,50000,-8459308615237331,-5605455190381699,6747333289946422,8024750728323439
17,5013,63715,50000,-5070912417796322,-4601055658123514,4839916612556522,5399614760788021
17,4853,64871,50000,-1707324661569508,-3480192823058550,3642329825893944,5300371765483179
17,3902,64447,50000,-4441572745285222,-7467919184387703,5013436895844536,5122887081875091
17,4853,64159,50000,-8861761863176188,-2244412070642861,7900934545577815,2960691999604705
17,4870,65186,50000,-1389258620759609,-6299342640278000,7406240519455181,4873024912986656
17,4853,66779,50000,-7767429502965703,-2236682319945828,2478326089936899,7190566108910151
17,4081,66875,50000,-4743748122671670,-8683138244628090,8014815950081516,5962149807438347
17,3882,66063,50000,-5453221550526060,-1902639888402187,5045014584460236,1802218767837948
17,3883,66508,50000,-7148421234040266,-2007491924987231,4761363091777311,5284459184754466
17,4853,65737,50000,-7139576207081139,-8440697498355701,1344437657634617,7703325774736595
17,4853,65958,50000,-5822406115521436,-1439189083891387,8944016531703774,5343291056197960
17,3911,65368,50000,-5372135396618510,-8193405734327414,3885833300937067,4464470307804256
17,4061,71122,50000,-5961975165462138,-3858874528866663,663618642992045,3152449611142594
17,3899,64792,50000,-8412606286588076,-6061242684890643,2452208446062350,5956630760435122
17,3883,65083,50000,-2314950049859066,-3950135515987911,8898253427505351,5659893899379231
17,4017,76498,50000,-1363883130922517,-6079815100627417,3567799407703080,6554555371127563
17,3883,71516,50000,-6894378609538379,-198943671575387,338741677295535,1271146819340981
17,3891,71156,50000,-1038806793046345,-413976284877216,2373527993596861,4982145432219011
17,4081,72763,50000,-7536088877843319,-4969746209319643,2284363403189289,2044682846744998
17,3892,72666,50000,-658447289481182,-7493908551552638,379544979203257,6625130882904360
17,3882,70105,50000,-692417009312272,-2814560276366857,5458262775480548,371514296684501
17,4735,74369,50000,-1332604823892286,-5907726859631316,724959359047403,3755565236684310
17,3882,69609,50000,-7244960221386149,-2574431862035001,8840825979968256,3948506640440140
17,3882,69738,50000,-855072902816064,-8913224850138008,8977213144417351,217889435354619
17,4053,61236,50000,-1987345634555829,-8789399215749367,2657276684791335,5822043343651537
17,3883,66487,50000,-5141326317696772,-6646582416993521,4800523920006617,3963951177655851
17,4853,68899,50000,-3248581325756146,-8572285579433142,96524673026802,2580615878559224
17,4011,63677,50000,-2578294408603337,-3664243960491462,1732437437236219,394333338223118
17,3882,67127,50000,-906555303757242,-5561254671979812,2526873077208816,1383069608652896
17,3882,65591,50000,-250171171385928,-2604337565291353,1658264868307900,7858271968090646
17,4495,73902,50000,-3647948700724584,-6352864925981523,6392216296260772,609037525905717
17,3883,68270,50000,-1321912563003311,-7706135320365718,622840967172664,5947100523766447
17,3883,67452,50000,-698862181949548,-3836738817765039,8924987015865304,6933143136153995
17,4002,67549,50000,-6958212206700307,-6908371984527443,592782666798996,5154326018009716
17,4121,80467,50000,-4623623493322384,-7521481455015866,4801183164955466,220544589465040
17,4292,68751,50000,-6273428783929969,-7159433789881503,3950312351031336,5117755064366127
17,4052,72879,50000,-7912743704442671,-529957122930262,670031207626266,7821508687087132
17,3884,73929,50000,-4986747661613239,-1271170126611241,2983735199406511,4222249085985899
17,3898,67193,50000,-8257461975684414,-4552836143506962,3490290812168081,2740135925045795
17,4160,67066,50000,-7665403729650550,-5306037295154152,7649054707067049,8915170434742983
17,3883,73775,50000,-8532890594932746,-2784997491055088,4551008313611740,2002293451726376
17,3887,69542,50000,-7433920200510198,-5310908663361555,4254001865395434,1184093808203243
17,4062,71168,50000,-4656745467723989,-5389461012661648,101194928496485,3993757957281237
17,3884,66906,50000,-8339156693014735,-1767705457384808,6070338477859855,5310089651394890
17,3888,72932,50000,-7198669518040722,-8496489529061927,1556484896903269,3255562509062058
17,4042,70202,50000,-4929816899921547,-8408576335702861,8319396958698778,5917212030654048
17,3883,68215,50000,-4372557524222247,-2085168098751055,560793983802560,254196252754320
17,3923,66080,50000,-160493297852471,-7262158193997047,8178971004470,5138292782511020
17,4065,67712,50000,-3243980972903250,-8068843551613083,733354033220606,4496413183796845
17,3885,65968,50000,-4277009082137269,-5172058093474093,1943059951195293,4019567805008862
18,3883,70603,50000,-3225276668973533,-2158501960792356,8835094457420107,4031089336038884
18,3885,75706,50000,-3159178616127586,-8382940363788823,1336202945616408,3014883584845158
18,4067,69897,50000,-4914123727942285,-5575073777169011,3084594336946703,8613919738013846
18,3895,69494,50000,-8990106094673649,-3132141475011216,336041528556910,8039510188476018
18,3889,68305,50000,-4953067944467868,-2686976664411679,3461090556653468,502805005178116
18,3978,66466,50000,-6902453229689938,-8575871288179132,2399591450452874,2224949936688934
18,4091,69332,50000,-5423269671840409,-4632142163875373,3883166968125309,12555346612737
18,3883,71626,50000,-8926011699288601,-1299936597475322,2299159797476276,8330060500213030
18,4098,68429,50000,-6545080483485321,-2351424890702305,5603883319245170,8505001229242130
18,3915,69662,50000,-2210373755557966,-902974736859912,1425326114023564,1715697370132676
18,4325,68104,50000,-2436056580535298,-1837794255888115,73115001821682,5514272969669896
18,4064,67568,50000,-6298826967005613,-1328739252122492,2196103562159614,7266860323582250
18,3886,71881,50000,-896787429448190,-7641001324287493,4739557535657232,6360249897542118
18,3883,66630,50000,-1108727641927780,-532164496864068,7030624128931032,4284606616732950
18,4118,68354,50000,-3265925524317074,-8541908059582213,374629475320299,4701718363216095
18,3883,70265,50000,-3943744754324705,-4430124705713817,2717631953229677,3897916917626833
18,3901,68440,50000,-8164797391548047,-4885282375264105,8866684215297023,7291549225204130
18,4044,68775,50000,-1622121130396050,-2622699991538789,4706517432330946,5475603465758208
18,3882,68210,50000,-6945122205190866,-6108046666512026,6958314961614378,2540049491446837
18,3883,65905,50000,-6767655159362333,-8548552412891441,6658740329682282,5018063945751258
18,4067,68557,50000,-2766502471007714,-5241112683890351,7608676652391013,3144387926743067
18,3892,67282,50000,-1329233249396997,-2354805050036575,5030088881431983,7530098055724317
18,3882,69002,50000,-6750241255669090,-8171199572171367,7757796153293028,1233082255214648
18,3947,68993,50000,-4173068543139517,-6908499739587807,1666514884061213,5712479310292970
18,3898,69478,50000,-2013030838110242,-4810471965975076,5982571014734635,4069809276211466
18,3882,67820,50000,-8176695138509781,-5205612818977294,8359225510807374,2318329041270278
18,4069,65574,50000,-3122100449509360,-192262094209458,1964731871159759,3697264427118624
18,3908,67324,50000,-4794398900806799,-6282920312016911,5154705563255991,4230990593881080
18,3896,67259,50000,-7645708742665492,-8957006642620686,4528008414907812,5458508658517400
18,4008,67434,50000,-6615005705114268,-577892417015263,4274616575209789,4755314265509429
18,3883,65440,50000,-7953034830945586,-4138728085236828,2792227742002874,2771019327322370
18,3898,68383,50000,-968404794690781,-3188161122858380,7412877202172697,8273008307075518
18,4060,68805,50000,-5034643689454754,-3537748616007634,5085449143227743,2822456411860536
18,3883,65911,50000,-2421277645972722,-5284191685814560,1188856612700203,125706224048099
18,3883,70088,50000,-3602566537836155,-3980089276720187,5204637710290461,6048449041145934
18,3885,64144,50000,-8436291182164023,-8028999482547493,2613214683518598,2238748348883197
18,3885,68924,50000,-2500879530613769,-5862116750851684,8313532680766104,8884778286261272
18,3883,67276,50000,-500561057551405,-444266833756536,7059331189756111,615436622264206
18,4032,66200,50000,-7508165768536110,-114979467140563,517984509908596,8905484805528647
18,4053,69619,50000,-2820087662013672,-946580766804275,8339768167727015,5089883508156229
18,3882,69154,50000,-5033708538968484,-7090459770587787,4858570385240778,3569730635814952
18,3973,68718,50000,-1807638839420866,-4674516419051530,5086883547884473,6142108232881009
18,3882,69885,50000,-6517269132774356,-5050680941676264,3295181931539839,7552988788790084
18,3883,65069,50000,-5619756032047687,-8288271358579191,6117655618614983,6254471397292519
18,4081,68206,50000,-1286029982598155,-4735528118623272,7009978064494638,2649574738023951
18,3885,70659,50000,-8178006713871112,-2130514108939935,1297479846218229,106179987807728
18,3885,70229,50000,-7164817035147883,-7922308844827277,521886816448068,2588475913093667
18,3883,80242,50000,-5922344910752460,-4665327637393728,1953828466714738,36329043737843
18,3882,73588,50000,-2113297202812461,-5353771733764482,3890422415295284,406549204457205
18,3883,63907,50000,-1551565876046682,-365449529347971,8711805295360012,6166803907726615
18,4253,84074,50000,-8168444189599302,-4138319107532260,3271580189038467,4956993030730857
18,4090,79313,50000,-6405649439313367,-7367492126005992,2646097683464839,1219067734628187
18,3918,79474,50000,-7372633261555358,-8465588386540216,1534480785391589,6845193438959021
18,4361,72303,50000,-6899205341817412,-7540818124906711,8677885551982770,4580383867844115
18,4621,74111,50000,-61759024684909,-6775450939770947,2389962267032276,8431884139366768
18,3882,66928,50000,-8562146537730013,-2204937541484992,2416998436985078,6542000902517542
18,4135,70290,50000,-5848788675023195,-3554419265831164,6490284216938630,6043325123066467
18,3882,68615,50000,-611689131640985,-5236613544168147,823333394039852,3218447048162561
18,3883,69482,50000,-2432778284263783,-8693468911257718,5535007455672862,2464866508811276
18,4535,70887,50000,-4519478956530173,-1168190818771726,2468541406224042,6183018115571285
18,3883,65643,50000,-8038361182176995,-1311496767100414,137943894355707,6180729667848568
18,3883,69256,50000,-6762301290398601,-4628128296946733,1032037904686300,1203457427543771
18,4626,74170,50000,-7545832069479532,-726946465376736,5460389999089864,2408960822640345
18,3882,70873,50000,-150488543240771,-5045562338547270,5380232426302131,3402917632709708
18,3882,69530,50000,-5165891128739428,-6201910642086420,790161770862323,3855837753768430
18,4028,66892,50000,-5329583488421965,-4428240187200386,3213018883867591,3613471766747776
18,3882,70084,50000,-1459507691527219,-3051922613154663,1730724179777059,7469741068128468
18,3884,68201,50000,-6635488675246055,-3652576504849792,3444748478251144,2024353612832137
18,4008,69854,50000,-7877927502300434,-8372384746998679,2855633601397257,4624925985070215
18,3883,71669,50000,-8820276180589864,-6453570242779690,1476186667882476,2224674771040805
18,3882,68982,50000,-8382610557322242,-7695342441845976,2376979518018467,5228504515854424
18,4116,70242,50000,-8047401322797088,-1686177153774263,4895964100066675,7504544409654958
18,3883,68714,50000,-775041235479401,-7424590324149913,3163679392236452,4782333954292296
18,3882,66684,50000,-1401647609449081,-7515839873343802,3287472294174074,2383232643958483
18,4063,72344,50000,-5927070857516031,-7777788553257098,789655952852709,6276967302479004
18,3884,69646,50000,-1374193197130769,-3906792180485215,6853557391483633,6202079225710797
18,3883,67351,50000,-2635607099647305,-1956965402779812,7109260270800026,6170636546587955
18,4034,74762,50000,-2950062525082177,-7040211032961935,6635841017910629,5386634941718096
18,3944,70931,50000,-1209708960174298,-4655965144315271,3084862108715821,2712047173329106
18,3940,66073,50000,-3351577217406194,-488053845694027,5718455807148705,278072361626628
18,4147,69239,50000,-7421458790677225,-1050174719724162,5426029789433108,7224394288375502
18,3883,69555,50000,-6491228078774146,-5065995272009420,6425083825212150,2691288540164508
18,3946,67002,50000,-3056521335534923,-2850162141399089,1708698465720649,5244378547701142
18,5418,67098,50000,-3770900874088426,-2326566977236469,8318867513635258,6699386468863193
18,3882,65124,50000,-1900650449512171,-4846407930419095,2534813324623571,6011806363068579
18,3883,69766,50000,-5089116025613979,-8167996472074357,5288943310425925,8016168648943769
18,4089,68330,50000,-8664175780717729,-8889368006712613,7295129968677609,4483078887398860
18,3923,65686,50000,-2803934310757520,-5265026652507513,3034065078709133,5401251482087543
18,3883,69209,50000,-4852848285608987,-3677950585266014,6581553578933483,7935900696578587
18,4081,69419,50000,-1699014871465677,-2475860380780310,8904177403933675,3872577900146618
18,3950,71445,50000,-3083456994537601,-4629747488473402,4143919303497273,3165169226539727
18,3885,70637,50000,-7470906184926823,-2403482663656818,7401217872986669,503157471875693
18,4067,73726,50000,-1916940464495128,-8872476698435421,7354924741668476,3738308464837095
18,3883,66775,50000,-2902840826966113,-5635947277833623,8407642647817780,6658114083778494
18,3972,100627,50000,-4949867287379234,-5819636096267452,1495177297500040,5535795892549302
18,4054,66422,50000,-7032231271920422,-5334668538380149,6279892629219435,8154592005028666
18,3883,66974,50000,-5264776252658502,-759099336670941,6072501179613458,3739887024020069
18,3883,69367,50000,-6056890949569605,-7551878682551191,30907994764727,904189427622398
