elapsed.ps,repeats.n,param.x.float,param.y.float
28733,100000,-1.2167596387035512e+308,-1.379651768693425e+308
36068,100000,-1.4874674832831793e+308,1.3554266770943116e+307
34474,100000,-6.964431599671158e+307,-1.547789234447202e+308
29467,100000,-1.0649451990085143e+308,-4.68635006824045e+305
29530,100000,-7.997427712078798e+307,-1.7561207798234827e+308
31123,100000,-1.6620393540376127e+308,-1.2735815462107042e+308
31949,100000,-1.6524376446927458e+308,7.709290624707625e+307
31048,100000,-4.3518764874953867e+307,6.941889766463044e+307
28685,100000,-1.2666918615115526e+308,-1.772385047053392e+308
28186,100000,2.440086578333952e+307,-1.742701321752973e+308
28355,100000,1.5942651465213676e+308,1.176379215256702e+308
29008,100000,-1.0415330013475825e+308,1.2853897089526234e+308
28777,100000,-2.6406620146889286e+307,1.506916490999248e+308
30256,100000,1.423941274116786e+308,-5.953635477476023e+307
27800,100000,-1.9115365248566943e+307,1.5526607353638665e+307
28411,100000,-1.0962861067019787e+308,-7.784001056242277e+307
28862,100000,-6.827718952479797e+307,-7.57307690530031e+307
29648,100000,1.3548794898607864e+308,-1.2311434529683197e+308
28567,100000,8.832985474580823e+307,-1.2446074371155078e+307
31318,100000,-7.147349379028549e+307,1.429595257807096e+308
28948,100000,1.1007312467299084e+308,1.4362209458627689e+308
35211,100000,1.024011726643867e+308,6.215960713624953e+307
31187,100000,-8.805550182117503e+307,1.5012561434358932e+308
28123,100000,6.494140850140993e+307,-4.2157133601585035e+307
35942,100000,2.1450649915536272e+307,1.4254331755371477e+308
34409,100000,1.6293640798605046e+308,7.040629374897881e+307
31671,100000,1.326421611572299e+308,1.305466979648666e+308
28925,100000,1.6255406439078683e+308,1.837027959825121e+307
34602,100000,4.70342593236833e+307,1.7529088101558138e+308
28703,100000,5.810673448319775e+307,1.2877667698935488e+308
28801,100000,4.1257694883036884e+307,-1.7281573428144947e+308
28819,100000,-1.1292744512431154e+308,-1.0839073398780312e+308
27765,100000,1.3168666765783743e+308,-1.4298999119361682e+308
37006,100000,2.966167321189966e+307,1.6734097403287922e+308
31334,100000,1.53905465057419e+308,-4.722165043971832e+307
33386,100000,-8.520839805975629e+307,-1.377960886004992e+308
37933,100000,2.6152480139851624e+307,-1.0026351666232126e+308
33798,100000,-9.53432190913102e+307,1.5827381667964644e+307
29642,100000,6.655083881112453e+307,-4.1044614105188326e+307
30463,100000,4.673595213420449e+307,9.691416628936055e+306
28493,100000,-8.693924656996488e+307,1.0889171393895663e+308
28386,100000,1.248599106848354e+307,1.2193179666047791e+308
30557,100000,-1.7450896813187174e+308,-1.7768981100989659e+308
30582,100000,1.093217587225324e+308,1.2305030954197625e+308
32279,100000,-3.822254939759464e+306,1.74150463380475e+308
28329,100000,-1.7659537692784295e+307,-6.088864166930719e+307
28604,100000,-1.4868656461695503e+308,7.698454306858892e+307
30534,100000,7.416926747730846e+307,1.2735728749237567e+308
29030,100000,-4.2910937913347544e+307,-4.292148941894585e+307
33293,100000,-1.292639907186982e+308,1.134597528615411e+308
28727,100000,-9.421584970381601e+307,4.030850586840019e+307
28464,100000,3.6987765236180546e+307,5.444170305206753e+307
29365,100000,-1.5647111966763574e+308,9.800349470881316e+307
33832,100000,-8.315610250179568e+307,1.7706863295412473e+308
28114,100000,4.876398624053047e+307,1.5164882674003163e+308
35611,100000,1.515695917816133e+308,1.7175065940225676e+307
29524,100000,1.439463683473298e+308,-1.7386687557177656e+308
32745,100000,4.4221308495827123e+307,8.624411512351884e+306
28730,100000,8.53953163314644e+307,4.5797864913653495e+306
28868,100000,-4.3477882155169e+307,-1.7711069968575575e+307
29334,100000,-9.911925963785155e+307,-1.639920764838529e+308
29781,100000,-3.630893669503336e+307,-9.1184895142536e+307
32209,100000,-1.5924038995689145e+308,-1.2559756637659637e+308
28456,100000,1.3346795449192274e+308,4.93654299744639e+307
28466,100000,1.5555552705123422e+308,-1.142477092184633e+308
29897,100000,1.0054394987785551e+308,-2.7982393133713826e+307
30335,100000,-1.2346745911359469e+308,-1.57743789869633e+307
29695,100000,-1.4305123296439856e+308,5.95174691465298e+307
34303,100000,7.555651768201926e+307,1.3711200694265512e+304
29460,100000,-7.456365323912713e+307,-1.627429406269782e+308
28629,100000,1.1802706522552848e+308,1.0115837453166135e+308
28174,100000,9.334096628882713e+307,1.683039034839429e+308
28578,100000,-1.4781230269791909e+308,-1.5079646935276121e+308
28620,100000,4.518153746839182e+307,-2.682649151826908e+307
29189,100000,1.723467235097342e+308,-5.463755649791021e+307
28364,100000,7.701222749605367e+306,1.1537348472590146e+308
34110,100000,4.698671144169376e+307,3.057201911697358e+307
29386,100000,7.459178959543549e+307,-1.3768082482266315e+308
29430,100000,1.5265929103903651e+308,1.402454358015757e+308
30700,100000,7.797718000734065e+307,-2.7084613837487373e+307
29421,100000,-2.499916258963425e+307,1.5002460215042552e+308
28642,100000,1.117425842992801e+307,-7.324616769208541e+307
29211,100000,-5.591967777976492e+307,3.0007854152966873e+307
29101,100000,7.401740720642383e+307,4.015866360782271e+307
29232,100000,-3.346728798493052e+307,-7.142792888507e+307
28291,100000,-4.0415603541461876e+307,-1.1343968910088424e+308
28057,100000,-1.1626580059400729e+308,9.881780060542683e+307
29176,100000,-7.374735443154087e+307,5.657548810892064e+307
29109,100000,-3.8363456366121733e+307,1.1858148326431456e+308
28777,100000,1.4132768709899247e+308,5.637257083688746e+307
28565,100000,-1.190313011978198e+307,-7.23282191831201e+307
28337,100000,3.5329530077591214e+307,5.673103568825264e+306
28621,100000,1.2578418622821478e+308,5.012292898385718e+307
29697,100000,-6.876152016955316e+307,-9.394643481283103e+307
31096,100000,-1.1076564406447788e+308,1.2828871424728025e+308
28325,100000,1.2990868692074572e+308,2.267020187172966e+307
28599,100000,1.2767088506164035e+308,-1.724827609283472e+308
31386,100000,9.575443691533854e+307,-1.5466140679748359e+308
33228,100000,9.20805160735103e+306,-1.1465415670272994e+308
28269,100000,-2.5201175077960584e+307,-5.621507987224628e+307
27942,100000,-4.2809326571623654e+307,1.2051734492236508e+308
28407,100000,1.2250396708367485e+308,-5.010729094109813e+307
31524,100000,-8.792024457108043e+307,-1.3438408375400977e+307
28361,100000,-9.62117443959726e+307,1.6770829840183029e+308
27447,100000,2.5423981408516726e+307,3.5006518839372334e+307
28143,100000,-1.568319116595467e+308,-1.0489777703817762e+308
28616,100000,9.247092262533469e+307,1.1570206255106474e+308
29534,100000,-1.0080153025760204e+308,3.386789778525609e+307
28434,100000,7.67868866040903e+307,1.15261063018008e+308
27784,100000,-5.605943919956857e+307,2.2047433027661645e+307
28411,100000,-1.3592710679159078e+308,1.308443135613452e+308
28374,100000,7.453793417180763e+307,3.213650718493831e+307
28705,100000,5.477757784421795e+307,-6.067781703176243e+307
28169,100000,7.819806149584934e+307,-2.304665139647518e+307
27705,100000,8.000021208309275e+305,-1.1975444024120542e+307
28102,100000,-9.443592261468293e+307,-6.654660427977139e+307
28491,100000,1.3197570281243738e+307,6.008504818168201e+307
29079,100000,-1.3190501498383208e+308,2.0856141335842884e+307
28516,100000,-7.721229864767624e+307,1.1667969343355385e+308
28166,100000,-1.5852298877471155e+308,3.749763317780515e+306
28311,100000,1.3784230637251985e+308,-2.671251770463459e+307
28597,100000,-1.179005145581544e+308,-2.4031853217283626e+307
28835,100000,1.6953593484064568e+308,-1.3323220807406838e+308
27754,100000,-1.4145813010246702e+308,-1.5220338723817168e+308
27818,100000,1.2713517725777481e+308,2.0195133337799492e+307
27871,100000,9.047295910679057e+307,-1.1699061153278998e+308
32444,100000,-1.2249310379126573e+308,-2.1427533780076817e+307
29336,100000,-8.99694539141106e+307,-8.79972044905906e+307
28117,100000,-1.572338413636369e+308,1.5377239489948545e+308
28348,100000,-4.872043080985035e+306,-1.0783654101589615e+308
28088,100000,-8.767924697675263e+307,-1.1446833339527173e+308
29021,100000,1.412542617165679e+308,1.7750627421239463e+308
28289,100000,-1.782346099231621e+308,-4.826270901292202e+306
27745,100000,1.0938878900150434e+308,-2.5394660835209423e+307
28132,100000,-4.971935598038533e+307,-1.833072846209082e+307
27932,100000,-1.5628791689063177e+308,3.1087515922513934e+307
28509,100000,-1.0256391842658364e+308,-6.091677325485614e+307
28082,100000,-1.524406706800294e+308,-1.8956146188683575e+307
28193,100000,1.7183083608503629e+308,7.117048725570589e+307
28805,100000,-9.890470157740428e+306,-1.3375544459310708e+308
29848,100000,-2.7784080291565385e+307,-9.356687168200125e+307
30707,100000,-1.792205689842743e+307,1.3129278586025907e+308
29016,100000,5.033834920435865e+307,6.213933374202875e+307
29042,100000,-1.688696734352878e+308,1.7498117716038513e+307
29085,100000,-1.5103655537233566e+308,1.1085389968174297e+306
29577,100000,1.6591329207812129e+308,3.3068473597379925e+307
28758,100000,3.4561770406643255e+307,5.408195114637574e+307
28485,100000,-1.711722239356797e+307,9.090672012092958e+307
27917,100000,-9.911615023585297e+307,-1.6222318374227281e+308
28810,100000,-1.521992593570408e+308,-5.706938271200196e+306
29380,100000,4.2221952673796373e+307,7.23281782340689e+307
28691,100000,-8.224658571554918e+307,1.2782287076455237e+307
27636,100000,1.2028886544792047e+308,1.1226281481559664e+308
28505,100000,1.084842551172607e+308,5.441640047757658e+307
28705,100000,2.0077431989749878e+307,1.6989003432403376e+308
28906,100000,-1.7332642636513145e+308,1.1906003660134256e+308
27781,100000,-7.237365485740051e+307,-1.0948656126458127e+308
28053,100000,-7.453420030027897e+307,-5.730111913506771e+307
28395,100000,-9.867115305727192e+307,1.2207480905856838e+308
28642,100000,3.6958367759241724e+307,4.212997473278097e+307
28458,100000,7.711061867154821e+307,-5.122218827093943e+307
28460,100000,9.259349130079013e+307,6.265347345422863e+307
28661,100000,3.402110986633645e+306,-8.954868817726392e+307
28289,100000,4.473358460606072e+307,-8.060929957917163e+307
31982,100000,1.3063305617637415e+307,2.0627324231114244e+307
28846,100000,-1.7770636614468529e+308,-1.3816977086960357e+308
27697,100000,-1.1466422214078186e+308,3.5235164916060357e+307
28217,100000,-1.753147535223352e+307,-2.979885909663852e+307
28407,100000,-6.701986548563941e+307,5.2152382469681463e+306
29086,100000,-9.286447324176595e+307,-1.2807198394774529e+308
27953,100000,-1.5098068142943861e+308,7.215232812042107e+307
27717,100000,3.1593326932610003e+307,2.855318058764992e+307
27815,100000,1.6048085012817766e+308,8.783644853604076e+307
28686,100000,6.153843755488768e+307,7.295106039625943e+307
29086,100000,9.673710969112146e+307,-1.4527251267813737e+308
28378,100000,8.32495738578989e+307,9.694830665814498e+306
27743,100000,-1.5475916470885321e+308,9.004939875034804e+307
28763,100000,1.2151680170374601e+308,-7.294609461613946e+307
30923,100000,-3.6829379997237527e+306,-1.108956849358377e+308
29751,100000,1.688295721913907e+308,-8.999095641171468e+307
27559,100000,-1.4309705130667668e+308,-1.0381539323560654e+308
