elapsed.ps,repeats.n,param.a.float,param.b.float
19467,100000,-4.1891454958317033e+304,1.7698707843199232e+308
19204,100000,1.4186083988416296e+308,1.4215384237815763e+308
19077,100000,1.2944200253177127e+308,1.6611608622563382e+308
19306,100000,2.1676248235756902e+307,-1.413201370450917e+308
19000,100000,9.603157800044242e+307,9.706352445564064e+307
21824,100000,-9.594340106550342e+307,-1.4545048631626692e+308
21470,100000,-3.5231555367915376e+307,-1.4483938152242097e+308
18949,100000,1.1589363256893463e+308,6.397407402142253e+307
19045,100000,-1.315562819884941e+308,1.601891298959407e+307
20728,100000,5.432604844702726e+307,-5.162271125912024e+307
19021,100000,-1.507136264390203e+308,1.7306551842865115e+308
18985,100000,4.204772033197154e+307,1.4824599692625513e+308
19065,100000,-9.274800305424282e+307,6.724575427327814e+307
19011,100000,1.5114634938124328e+308,1.4839983212375954e+308
19007,100000,9.599248103509236e+307,1.304109108958866e+308
20349,100000,1.445319764109477e+307,4.917079285298989e+307
21765,100000,-1.2425931215862558e+308,-1.7016989758885443e+308
20263,100000,1.5806622021002558e+308,6.950443555842469e+307
19246,100000,1.0253979239002786e+308,-1.3669611760077812e+308
19026,100000,4.781670456118182e+307,3.763384428134716e+306
19190,100000,1.6240786111872158e+308,-1.086457288967586e+308
19132,100000,1.559221250493204e+308,-1.7254935729595557e+308
19079,100000,-2.0148099887505267e+307,-1.6464412268325865e+308
21884,100000,-5.610120346137538e+307,3.588105136607016e+307
18901,100000,1.5503484079230361e+308,-1.4426516127669054e+308
19193,100000,-2.9002677909271647e+307,-1.2105640131330062e+308
20644,100000,8.89065979755874e+307,6.816546415366826e+307
20311,100000,-1.1872173845504763e+308,-1.3887374424215337e+308
19057,100000,-2.682815788897754e+307,-9.671278451357187e+307
19146,100000,-1.3809174115341744e+308,4.894102199884874e+307
19127,100000,-1.0316921874292924e+308,3.65858836023139e+307
18940,100000,-1.8101038259998857e+307,-8.315538300359589e+307
19018,100000,1.678347480028947e+308,5.174734447732432e+307
19912,100000,5.5250452330812e+307,-2.263511485408557e+307
18982,100000,-1.358169517060473e+308,1.5258602354795373e+308
18993,100000,1.7205509802236426e+308,-5.466402270046967e+307
22521,100000,1.7528774426693383e+308,-3.1926713769016835e+307
19118,100000,-8.456036337896724e+307,2.397025964417737e+307
19133,100000,-4.681399832918593e+307,1.482087874444191e+308
19164,100000,7.409772921514226e+307,6.892922034896655e+306
19140,100000,7.355881971589035e+307,-1.1239988009322417e+308
22541,100000,9.84675758171747e+307,1.3395594911372436e+308
19426,100000,-1.0032834581838483e+307,-3.7749728316861154e+307
19063,100000,1.0952199815238622e+308,-9.188637992946243e+307
19152,100000,1.5052416632773968e+308,2.794546542881008e+307
18991,100000,-1.006468865182559e+308,1.6933302802782306e+308
19727,100000,-1.3484912653981414e+308,1.4296174654462099e+308
19262,100000,1.2905242788731342e+308,1.2689441138726162e+308
19028,100000,6.74785596264585e+307,3.0176353091206097e+307
19102,100000,1.480913679108119e+308,-5.415090101263734e+306
19168,100000,-1.5026062706166727e+308,1.030710372019152e+307
19702,100000,-1.568723940383903e+308,2.436867187784258e+307
19044,100000,3.8980316329310766e+307,-9.677154293505129e+307
19231,100000,-1.7912820766666196e+308,-9.761461880866125e+307
19073,100000,1.2610609017068209e+308,-6.836058586618874e+307
18966,100000,3.7791505020269577e+307,6.390446971142777e+307
20627,100000,-1.8719267463441413e+307,1.142972359716201e+308
19078,100000,-3.6913645697970146e+307,1.6997968494277926e+307
19369,100000,-1.122924196900717e+308,-1.2538515119278527e+308
21555,100000,-9.959333128134787e+307,-1.6725757873009782e+307
19087,100000,-1.1442077325303922e+308,1.0534509502240097e+308
19183,100000,5.643380277946889e+307,6.183748432612262e+307
19127,100000,1.3944242133848e+308,-8.256622319678568e+307
19167,100000,-3.0613414848531274e+307,3.922994313490085e+307
19151,100000,1.429044722997647e+308,1.3219575927145683e+308
20120,100000,1.1003039426165153e+308,6.317981499818846e+307
21428,100000,-2.7099280572641414e+307,1.392644802957658e+308
19088,100000,1.6175404052862969e+308,-1.0430338105706205e+307
18920,100000,1.4015884829335545e+307,-1.3609308793384537e+308
21378,100000,1.3343678263699616e+308,-7.906889263367799e+307
18964,100000,-1.8336882931084805e+307,2.856617876758791e+306
19316,100000,-8.80640130338865e+307,1.0582494727538372e+308
19142,100000,4.3851222393728296e+307,3.0542618206825183e+307
19179,100000,-1.3468307531421065e+308,-9.417133996738012e+307
19218,100000,1.0135079448316564e+308,-1.0349076238330955e+308
19891,100000,3.9554146055752616e+307,1.1591879448141956e+308
20806,100000,1.9811738327391045e+307,-6.60906571176192e+307
22432,100000,-8.993780604158354e+307,5.960620437119458e+307
18999,100000,-4.705642792874795e+307,1.7693329516748235e+307
19107,100000,-2.1356921184132878e+307,1.6464339348540396e+308
19263,100000,-1.556874173024473e+307,-1.2772889912901407e+308
18944,100000,-1.8318448765451039e+307,-5.523275786934807e+307
19106,100000,3.6293535147792237e+307,-4.569790217011413e+307
20116,100000,1.153865271054971e+307,2.0946654190070674e+307
18997,100000,8.278317978654128e+307,1.553593082140521e+308
19171,100000,9.176048523195098e+307,9.399924113777909e+307
21368,100000,8.202508302926294e+307,-1.1206699350642249e+308
20477,100000,-7.196632214001562e+307,-3.7874819867264224e+306
18885,100000,-7.771056226841028e+306,-6.393494537077852e+307
18975,100000,1.3565299820154178e+308,-1.6334635193010127e+308
18996,100000,8.505568883745148e+307,1.2050877023360538e+307
19070,100000,-6.36245088694596e+307,1.1536463591031198e+307
19004,100000,4.739769435326109e+307,1.3124175535640826e+308
20343,100000,-7.980832218067908e+307,7.253527055502727e+307
18990,100000,1.4980673391900801e+308,1.163002075079651e+308
19267,100000,-9.283318150077689e+307,-1.1985813370856865e+308
20766,100000,-1.3612765429753873e+308,4.3463897213867915e+307
18950,100000,8.880562546988347e+307,-1.7386854673613694e+308
18880,100000,1.5647518036880232e+308,8.841771681339468e+306
19088,100000,-2.4198526619816686e+307,2.0062330839042627e+307
19148,100000,-1.687039942321893e+308,-8.327988710055214e+307
22748,100000,-9.990754670184582e+306,-2.2890216281621306e+307
19355,100000,-1.6480612591084856e+308,5.423928241689517e+307
18946,100000,-6.536674944224899e+307,1.2639697819071898e+308
19131,100000,4.043432581362785e+306,2.0026690998094175e+307
19224,100000,1.4059312224408986e+308,-1.1242361302743409e+308
21443,100000,1.0752649851901745e+308,-1.6818423297478465e+308
19028,100000,-1.0832421791600777e+308,-1.2669857985997572e+308
19067,100000,1.468080049464156e+308,-1.6066784317085261e+308
19402,100000,1.5879453018732012e+308,-1.1251858585694417e+308
19141,100000,-7.286097735875206e+307,1.3134681608520257e+307
19799,100000,-1.1145359378657048e+307,-4.2367637519497845e+307
19236,100000,-1.1078707479497517e+307,1.4110763842764734e+308
19139,100000,1.563901488333958e+308,1.5490081352214872e+308
18983,100000,4.724636032660776e+307,-3.8928158018183605e+307
19172,100000,-6.16588006887906e+307,-4.0559925822750083e+307
21913,100000,5.465263701369827e+307,-1.2328014021841841e+308
18999,100000,4.019013993604813e+307,-2.9349673587172323e+307
19071,100000,-1.7102406349437647e+308,5.595922606491807e+307
22335,100000,1.3210418647687805e+308,8.31974396156367e+307
19160,100000,-6.345377553254668e+307,4.568837738572064e+307
19270,100000,1.2924645239878846e+308,1.5631905354596492e+308
19088,100000,8.901437653214563e+307,5.627321148370466e+307
19258,100000,1.2654477587616355e+308,-3.076492925789792e+307
19183,100000,1.3888347112664708e+308,-1.5571230981076511e+307
22117,100000,-1.5352924392731524e+308,-7.006678240776933e+306
21290,100000,-5.2112250322769295e+306,1.4857702621437261e+308
19287,100000,3.2301132614980025e+307,-1.224656247821042e+306
19007,100000,3.2805326566940287e+307,-7.384784739345902e+307
20405,100000,1.3392972580328371e+308,-4.4332793715019816e+307
18831,100000,1.948694641422209e+307,4.45784535495554e+307
19220,100000,1.6013967856188861e+308,1.7678439146861691e+308
19174,100000,4.311761539618716e+307,4.107931379987937e+306
18949,100000,-9.118061182430748e+307,-1.0928809143233086e+308
19189,100000,-1.1707319090665515e+308,-1.0085124471149248e+308
19785,100000,-1.5070210061930186e+308,1.375237820284752e+308
21774,100000,-1.4449728556470995e+308,9.502891022742529e+307
20453,100000,-3.067341120563454e+307,1.4689407811416565e+308
19104,100000,1.7609734254654564e+308,-3.788482781370757e+307
19361,100000,-2.543681418522323e+307,-4.3700937189549535e+307
19066,100000,2.75924849293333e+307,-6.492608844782583e+307
18980,100000,5.189291694623964e+307,4.386304462731413e+307
19104,100000,-1.683750424888849e+308,-1.2034382353946357e+308
24691,100000,7.963583452145227e+307,-9.868679530239261e+306
19285,100000,1.0454326379924473e+308,1.6748822345515532e+307
19005,100000,1.0708488896767523e+308,2.7159113232153554e+307
20812,100000,4.680884558009806e+307,1.067543779905631e+308
20253,100000,-1.2883587175179939e+308,-2.0764135216401993e+307
19036,100000,2.4212047165408404e+307,9.609232947810436e+307
19080,100000,1.4564116069943579e+308,-1.4120506657403423e+306
19135,100000,-9.304869648535065e+307,-1.6796407049511674e+308
19016,100000,-1.143787700556813e+308,1.7754582812394967e+308
19147,100000,-1.0845174295790785e+308,-8.420239631602457e+307
20470,100000,-4.808113998777319e+307,9.64915816006642e+307
19014,100000,2.3040298643067823e+306,1.3843579807163085e+308
18942,100000,2.730406659779031e+307,-2.007224581867066e+307
20606,100000,-7.36545502539614e+307,1.1965973214462907e+308
19398,100000,8.249630508387617e+307,4.1829410210577555e+306
19089,100000,1.783398281147302e+308,-4.944914042633103e+307
19015,100000,-1.7259859295388138e+308,9.196509035163616e+307
19219,100000,-5.711934791332796e+307,-9.335674760984997e+306
22400,100000,7.914860625470229e+307,2.9468545909916263e+305
19085,100000,-5.297448795121753e+307,-1.0110891387259821e+308
19086,100000,1.7506683630142687e+306,1.5452570988862496e+308
18978,100000,4.0353007880525836e+307,-8.390170463500314e+307
19089,100000,8.328887803904738e+307,-4.899569928439354e+307
22340,100000,-1.526482821826192e+308,-6.056876983900256e+307
19193,100000,-6.032790234873352e+307,1.253421737413595e+308
19184,100000,-1.1962963833341945e+307,-1.3501757576715457e+308
19138,100000,4.674811149566155e+307,-1.5986833153419812e+308
19201,100000,1.2121232641512199e+308,2.0586000686283136e+307
20550,100000,-1.895101618821733e+307,1.1617895877545273e+308
19025,100000,-1.769629152271542e+308,1.3786182699289311e+308
19291,100000,1.322334559629406e+308,-1.1140541138563418e+308
19422,100000,5.965169665952688e+307,-3.00210745901532e+307
19136,100000,1.3052734574980058e+306,1.5018653093165513e+308
21271,100000,1.6587795582519296e+308,-8.575580987839282e+307
18919,100000,-3.73802926052197e+307,-8.387122833688985e+307
19423,100000,7.868672614689242e+307,1.1561182748206074e+308
25217,100000,-2.2898314124670104e+307,1.1920731996280784e+308
19480,100000,5.251928197864899e+307,1.5293575928051726e+308
18967,100000,-8.403928818150753e+307,1.0819898695081293e+307
19367,100000,1.2089220228115168e+308,2.4873703880304903e+307
19042,100000,1.499379726279442e+308,1.4033627492235275e+308
18996,100000,-7.538878920810451e+307,-1.6377780892042787e+308
20324,100000,6.2192726971147e+307,-5.393643570941688e+307
22298,100000,1.5322036518739383e+308,3.688810840157989e+307
23369,100000,-9.051198951340163e+307,-5.068169107557887e+307
19256,100000,-9.66086131670345e+306,1.542422669966466e+308
19044,100000,2.093095580931323e+307,2.698011430162782e+307
18962,100000,9.253678637887282e+306,1.718462933708013e+308
19094,100000,-3.4728040466135716e+307,-1.0623860831253845e+307
19260,100000,-1.7467533076951846e+308,-1.2827601083724986e+308
22180,100000,-1.4460513829486611e+308,-8.837286762997814e+307
18868,100000,-1.4956639025478902e+308,1.411066875565885e+308
19086,100000,-1.2756221782012414e+308,-7.493010095780779e+306
22069,100000,5.165411755927432e+307,9.536416902474862e+307
20210,100000,1.3666190356404467e+307,-1.419835242286737e+307
19117,100000,1.3045034936551822e+308,-2.479688772799891e+306
20399,100000,-6.93501910800585e+307,-1.1658861202625963e+308
19054,100000,1.2605791462879535e+308,5.736957991553237e+307
19264,100000,1.788430430550719e+308,1.3916983936701247e+308
19141,100000,1.6698318440203092e+307,-8.485531756870419e+307
20430,100000,5.685584322029867e+307,-2.3795606085077e+307
19205,100000,1.5710943599713538e+308,-6.216722790699709e+307
19586,100000,1.5595992472669069e+308,-1.5743881839788031e+308
21236,100000,8.1993514614808e+307,5.435566808292949e+307
19103,100000,2.913409377806791e+307,-1.4468875900495426e+308
18991,100000,1.073955465423011e+308,-1.2736101944264254e+307
19115,100000,-1.2750258444354594e+308,1.5823939695237186e+308
19088,100000,-1.704772084128956e+308,5.30087410541449e+307
21479,100000,-1.7416041505222396e+308,3.078291954727912e+307
19021,100000,-1.0301855852046176e+308,-1.6139074789503664e+308
19288,100000,-1.633147112813423e+308,-1.4941945563827746e+307
19075,100000,-1.1388297917011245e+308,-7.059563479777134e+307
20033,100000,-9.021728191180301e+306,1.5635239285125076e+308
21035,100000,-4.213130041462561e+307,2.692591549357958e+307
19887,100000,1.5035077097186459e+308,-1.4867451851911616e+308
19318,100000,1.1371644861277351e+308,-1.3111239390164924e+308
18959,100000,7.441484113834714e+307,-5.647775329611483e+307
18989,100000,1.4591171676099088e+308,6.51769234422846e+307
