elapsed.ps,repeats.n,param.a.float,param.b.float
20796,100000,-2.2308853580334113e+307,1.007885208453933e+308
19298,100000,8.865929117622189e+307,6.120621924076625e+307
19124,100000,-9.06672005725553e+307,-1.3647275993627285e+308
19268,100000,-1.3343049810959518e+308,-1.5972922246995816e+307
19386,100000,1.0734239764210755e+308,1.7413744604407136e+308
21949,100000,1.1917610571887287e+308,2.0502733227665082e+306
19077,100000,-1.0810588171575096e+307,1.1846635945352217e+308
19141,100000,1.0560637337976236e+308,-1.4215513769476977e+308
23476,100000,-2.660436841825612e+307,-7.721427825621864e+307
19068,100000,6.361863450848951e+307,1.7191303515244158e+308
19154,100000,-1.5206981692124144e+308,4.403397639382187e+306
19038,100000,1.1355457869148587e+308,2.360708735307455e+307
19034,100000,-7.418190974279788e+307,9.675285693645473e+307
19098,100000,-6.991007630477083e+307,-1.6612096973970544e+308
23882,100000,1.5925633333375168e+308,6.051503835810897e+307
21707,100000,1.7070306517068538e+308,7.383467682676022e+307
19151,100000,-5.603349576273837e+307,-8.420855330867182e+307
19133,100000,1.2078132734966935e+308,-1.4380289474979875e+308
19824,100000,-1.7478514800175381e+308,1.080338110852082e+308
18995,100000,-4.3588478309000263e+307,9.858968798950881e+306
19635,100000,1.5265229531248275e+308,-1.3404472123300149e+308
19428,100000,-1.0421808934696504e+308,8.23320367812066e+307
19182,100000,-4.471921196930322e+307,1.0196075337637757e+308
19071,100000,1.3835516217179873e+308,-1.4911306427180307e+308
20481,100000,1.79364094104158e+307,8.217496722536664e+307
21742,100000,-6.407980971106553e+307,1.0914002135331826e+308
19797,100000,-6.32613633949959e+307,-1.1864160918890897e+308
19161,100000,-1.2653594415934123e+308,7.336408912099569e+307
18917,100000,-4.942479229999715e+307,7.368604249176093e+307
19073,100000,1.6541345092477623e+308,-1.3176495275247498e+308
19120,100000,6.184136571895601e+307,4.0526575471301076e+307
19134,100000,1.4501391427434764e+308,1.323984286614728e+308
24078,100000,-7.627847133957135e+307,8.890337197803958e+307
19265,100000,5.116467698243076e+307,9.84734701368661e+307
19001,100000,4.570221873748462e+307,1.9761231095686366e+307
23931,100000,-1.2688573440601573e+308,9.549838865674508e+307
19701,100000,1.6477988354807828e+308,2.6089297641978245e+307
19285,100000,-6.883345726974822e+307,-1.207837834793185e+308
20183,100000,-1.53164311179663e+308,-3.261728560022938e+307
19124,100000,1.1176283535845203e+308,7.336246185751307e+307
19521,100000,-1.4207320037076187e+307,7.645936497008118e+307
19730,100000,1.5348171719957304e+308,1.5662334632218793e+308
21191,100000,-1.6340828429218562e+308,1.2216114854221556e+308
19016,100000,1.6965858771151923e+308,1.0228123134445785e+308
19929,100000,-9.855265826854093e+307,-9.01034032700011e+307
20674,100000,1.4129748331230906e+308,1.7733343781980216e+308
19180,100000,1.11074446586863e+308,-2.5433528280603447e+307
19082,100000,1.4234030479898137e+308,-1.283427467841239e+308
19254,100000,7.98317553478737e+307,-1.4264872827074724e+308
20228,100000,-1.7972884474004721e+308,-8.310471839314885e+307
19277,100000,-1.7022725794841076e+308,6.1009587259527e+307
18927,100000,2.9376275539958406e+307,3.00282064701278e+307
18957,100000,8.210697261953157e+307,3.065646813680872e+307
18933,100000,-1.2872853408637982e+308,-7.208749715827388e+307
19180,100000,3.920782158069739e+307,1.161922901556092e+306
21054,100000,-7.446940971617357e+307,1.6351917915099301e+308
19877,100000,7.33645962860369e+307,-1.50764781045951e+308
19430,100000,4.230833541734821e+307,-1.4706470180889046e+308
19275,100000,-5.29751275369851e+306,5.132998173051695e+307
19253,100000,-9.04417488542179e+307,8.222008989544978e+307
19616,100000,1.7038871859159951e+308,-1.4193248807538314e+308
19171,100000,-1.2384649242762293e+308,-4.3647913750542533e+307
19355,100000,-1.7729909850698228e+307,-5.814552598966089e+307
19313,100000,-9.534074346643046e+307,3.6951452071550847e+307
19443,100000,1.7666347241794936e+308,9.209026673748094e+307
21549,100000,4.4828428694453786e+307,1.3972746041726697e+308
18876,100000,4.389134243059045e+307,-1.7145153081407941e+308
20718,100000,2.531458803681968e+307,4.4749027620576655e+307
23340,100000,-1.2151374228009799e+308,-5.802577109006401e+307
19347,100000,1.1146288163387746e+308,6.399600991824359e+307
19128,100000,5.60342907938539e+307,-1.4956729381866681e+308
19051,100000,1.048467735438942e+308,1.3464162035375e+308
19142,100000,-5.267995785728421e+307,-5.741055409618896e+307
19465,100000,-1.7718153156291308e+308,-1.2947873791892644e+308
20426,100000,-1.0830373841769757e+308,-1.019955296127396e+308
21672,100000,1.1699220589228085e+308,1.401923157249484e+308
19235,100000,1.1917560689609453e+308,1.2356911155990947e+308
20205,100000,1.208853238627065e+308,-6.717478611565818e+307
19271,100000,7.02167493261074e+307,-1.4091512797106832e+308
19281,100000,-1.6702696872136805e+308,1.4574477644023403e+308
20420,100000,-1.3576737530361746e+308,1.6265856613637843e+307
19230,100000,9.390993141007885e+307,1.7372470381672804e+308
19342,100000,-7.737854276902578e+307,2.2901773782025023e+307
20145,100000,1.015866130909799e+308,-6.702923550785335e+307
19981,100000,-1.9521022398880941e+307,-1.4247835352767538e+308
26326,100000,4.857529185069376e+307,1.669575555682161e+308
19209,100000,3.847522738544933e+307,4.341050086225925e+307
18993,100000,-1.5122493681920815e+308,-1.8530815413582184e+305
18960,100000,2.963424559970265e+307,-7.17077219154551e+307
19016,100000,1.3910142811390013e+308,1.75593266244008e+308
19313,100000,-3.932253363455851e+306,1.2412553475393593e+308
22038,100000,-9.085447812547763e+306,-1.7950754287970683e+307
19034,100000,-7.220207608805901e+307,7.366963859520724e+307
19373,100000,4.3905838120064575e+307,2.7855506126795634e+307
19090,100000,5.263586493024381e+307,8.736084183980828e+307
21288,100000,7.083179086863566e+307,1.4337813023705842e+308
19092,100000,-9.852826141515247e+307,8.568119475076123e+307
19160,100000,8.338428782102252e+307,6.684029712798312e+307
19723,100000,-1.0891054855198527e+308,-1.609866707909847e+308
18943,100000,1.2862861904864422e+308,-1.1795386117987492e+308
19045,100000,-8.152458395498007e+307,1.5685011409024552e+308
19236,100000,-3.9254380329018905e+307,-3.0397522552386183e+307
19250,100000,-3.5501005351713784e+307,4.26985219054447e+307
19183,100000,-1.146830193126141e+308,-3.953973027762865e+307
19646,100000,-7.213970762299812e+307,1.7055406355241326e+308
20254,100000,-2.131534229026352e+307,1.3420585528376828e+308
19116,100000,-3.4699169027129354e+307,1.277228092673071e+308
19017,100000,-8.853994580187317e+307,-3.775353911167113e+307
19050,100000,-1.2032947108250119e+308,3.431280026000012e+307
22125,100000,1.610348111218024e+307,1.4863283872820632e+308
18959,100000,-2.5012494893237916e+307,1.2714297626119427e+308
19104,100000,4.734823543138391e+307,1.5190879909692627e+308
19012,100000,8.148444001248125e+307,4.1439975636303244e+307
18987,100000,2.553566373029606e+307,-3.1566325475221384e+307
19137,100000,-1.7972623119434183e+308,3.604490335585575e+307
22073,100000,-1.399556487778241e+308,-5.802590620056434e+307
19105,100000,1.6529789734441854e+308,-4.155945473781847e+307
19044,100000,2.1740244142674855e+307,3.440591138909451e+307
19252,100000,-4.535208095465071e+307,-6.962699312899979e+307
19289,100000,1.4223328113296664e+308,-1.755296849839068e+308
19247,100000,8.622680249023336e+306,-1.696426264721881e+306
18967,100000,-1.4242159946676266e+308,-1.4508992558490007e+308
19238,100000,1.796177250282926e+307,6.151932008069212e+306
19328,100000,-4.1594714793848327e+307,1.672789534527638e+308
19085,100000,-1.2967513522878408e+308,3.8612116179358825e+307
22463,100000,-3.8433124052566476e+307,2.742067597346611e+307
18882,100000,-2.5174665118278673e+307,-1.338772566224443e+308
21786,100000,1.0599331715202678e+308,-4.0624774032222763e+306
19332,100000,-1.2540740107376064e+308,-2.3196821800130853e+307
19027,100000,1.8314650320366362e+307,8.499929671035587e+305
18971,100000,-1.6881878101986749e+308,-1.4611427875462021e+308
19092,100000,-7.316301386503254e+305,-1.5940071138912737e+308
19076,100000,1.695910280678969e+307,8.916083026256614e+307
20922,100000,-4.814436784831335e+307,-1.1773580228143301e+308
19936,100000,-4.346009085673443e+307,9.450930586913596e+306
20445,100000,-2.302733301154408e+307,-3.239863308505821e+307
19130,100000,-1.0782393544260962e+308,6.05158449065324e+307
19059,100000,-1.6815802150400239e+308,-1.0526359993816358e+308
19147,100000,-1.0173500730617813e+308,-1.5115603368303135e+307
19023,100000,-1.6604646306067408e+308,7.39319014094779e+307
19587,100000,-4.546729105042454e+307,9.381433257741941e+306
19161,100000,5.532324028879724e+307,-1.0723063564578132e+308
19147,100000,-1.7475366649944747e+308,-8.810210151663267e+307
19258,100000,9.411968359496146e+307,1.1062631022149076e+308
19798,100000,1.946016366407609e+307,1.4595962255667254e+308
24547,100000,-7.339289457684656e+306,-1.6006361862256976e+308
19659,100000,1.1578484379428635e+308,-1.301210267350127e+308
19200,100000,-9.833292995309656e+307,-9.01048297866769e+307
19062,100000,8.213275345567961e+307,-2.0261642848746797e+306
19343,100000,7.119867272365154e+307,-1.4391408927040352e+308
18944,100000,-3.7604494952223357e+307,7.652333016560843e+306
19718,100000,1.2831137502198021e+308,-8.766603616435423e+307
20411,100000,-2.315444673482208e+307,-1.5311231494218096e+308
19037,100000,2.8363275446308813e+307,-1.1587705315240988e+308
18955,100000,9.46103409392128e+307,1.519400577120984e+308
22843,100000,-1.3251564482765642e+308,4.070401142010203e+307
19688,100000,1.4709300413994116e+308,1.2360187472386523e+308
19278,100000,1.7599076840592567e+307,-1.5574410140831385e+308
19328,100000,3.872236329620558e+307,1.3700862521170561e+308
19183,100000,3.406977208745901e+306,1.678398349388705e+308
19118,100000,-8.025310639609621e+307,1.0642511599445711e+307
19901,100000,-6.893713495463919e+307,-3.6892640386760567e+307
19254,100000,-1.472294807714934e+308,6.868838165325e+307
19162,100000,-1.1038536200151914e+307,1.4702800817610117e+308
19298,100000,2.254877102224724e+307,-9.086563896146913e+306
20134,100000,1.2024373804206018e+308,-3.224577505778959e+306
19016,100000,1.6352808510728287e+308,4.31723237094794e+307
19142,100000,-1.3660552909075518e+308,-1.5005127257090273e+308
19065,100000,-4.672099926727031e+307,3.502256387004364e+307
21014,100000,-6.868497633378222e+307,8.483783297602241e+307
20814,100000,-1.2154671213117905e+308,9.784961467067774e+307
18953,100000,7.172406766584058e+307,-1.1396904030926503e+308
19115,100000,-5.859666140097981e+307,-7.431376647776536e+307
19110,100000,-1.3684007816282032e+308,1.2852288887062492e+307
19154,100000,2.1668380469032788e+307,-1.0303424216002569e+308
21492,100000,-1.5785639626936353e+308,-1.4956387241676445e+308
19267,100000,1.15041641671534e+307,7.867638526926488e+307
19130,100000,-3.050299766220911e+307,5.492173492757432e+307
19220,100000,-8.449845678919816e+307,1.5496303034727238e+308
19045,100000,-6.529861967472321e+307,1.1565878048657961e+308
19516,100000,1.14265234386027e+307,1.3114711804032767e+308
19016,100000,-7.03202109929528e+307,5.133167346120796e+307
19010,100000,-4.098688754027289e+307,3.3325051478780955e+307
19462,100000,-1.3504485370554817e+308,-5.280885239781764e+307
19087,100000,-1.0020515421435507e+308,9.03500663093352e+307
19229,100000,1.1325443932962857e+307,-1.588496799681639e+308
18903,100000,1.302239542083513e+307,1.688104540764815e+308
22953,100000,1.6523075765964298e+308,-8.270732490591768e+307
21548,100000,-1.1830668948757526e+308,1.4866522006991058e+308
19025,100000,-1.3859801358385025e+308,2.7710275685457674e+307
19153,100000,-2.2847716253908695e+307,-4.248455492299e+307
19192,100000,-2.1777729605355317e+307,-8.780599382025935e+307
19323,100000,3.1610319509873126e+307,-7.167396261990335e+307
22484,100000,1.6631794171552746e+308,1.5821453729228242e+308
19055,100000,1.463665033528347e+308,-1.044760930325867e+308
21667,100000,-1.3856628496383092e+308,-8.732798847476142e+307
18943,100000,1.6639284359006693e+308,1.5968581386056286e+308
22496,100000,3.8445344029619417e+307,-3.1048729730022864e+307
18945,100000,-8.039829491897156e+307,1.7258389701298522e+308
18990,100000,-2.2114004873593642e+307,-6.105750233958267e+307
19042,100000,1.5585582403139053e+308,-1.7207967107524664e+308
19099,100000,-4.959259636815136e+307,1.492764980927314e+308
19215,100000,1.0087797873884488e+308,-2.086796052951252e+307
20133,100000,1.7564225761505316e+308,1.3500520835572562e+308
19000,100000,-1.4988114925417886e+308,1.4353498126879982e+308
26562,100000,-1.0984487885332407e+307,-1.3164728653835705e+308
19189,100000,5.101613826711559e+307,-4.724356723497728e+307
19111,100000,-6.339783262431506e+307,-8.059323540138166e+307
19058,100000,3.9449529156923647e+307,1.1012669820277832e+308
19176,100000,1.2281392285227541e+308,1.1436185682636685e+308
19235,100000,9.353959860581801e+307,1.6755016621361216e+308
22421,100000,-6.809330387704443e+307,-9.989861434247653e+307
19028,100000,1.221897734871968e+308,2.516406672127905e+306
19207,100000,7.354898514501013e+307,4.958687012795213e+307
18975,100000,6.62812413210896e+307,-9.255251357443898e+307
22211,100000,3.355490570969326e+307,1.4981138407921062e+308
19063,100000,-5.387673476477399e+307,1.4138929714493975e+308
19128,100000,1.0276238885127761e+307,1.7753860194036983e+308
19131,100000,-7.78809203971283e+307,1.0357604498923392e+308
19129,100000,2.7719485257945724e+307,-5.736198734683655e+307
19023,100000,5.078558162837815e+307,-1.3262249919850644e+308
19300,100000,1.4047379752360421e+308,-1.684810186154334e+308
19076,100000,-1.6670943002353233e+307,1.772657722674148e+308
19129,100000,1.4384289429122604e+308,1.5834363916718117e+308
18970,100000,2.3050767673050916e+307,-1.6434616280166325e+308
21507,100000,-1.5871729728959983e+308,-9.436430977724e+307
19098,100000,-1.737099914613671e+308,1.760312488419226e+308
19081,100000,-4.649139200654102e+307,1.095497131257153e+308
19161,100000,-1.0238271090387318e+308,-1.335491116665076e+308
21929,100000,6.627877878720811e+307,-5.861596566078433e+306
19209,100000,-4.975542795095396e+307,1.0606310676361958e+308
19326,100000,-3.8339254351246484e+307,-1.0599671988318219e+308
19104,100000,-5.280555378828246e+307,-9.861371639343196e+307
19007,100000,1.707732813938527e+307,1.0479715173300181e+308
19094,100000,5.552220561886887e+306,-4.497286052990624e+307
20090,100000,-1.3979368450860894e+308,-3.286436343598278e+307
19156,100000,-1.7371864433187732e+308,-1.3744334213194923e+308
19129,100000,-1.327465642821984e+308,5.945200955016736e+307
19149,100000,-1.4725487216062157e+308,4.0004680032803106e+307
19403,100000,-5.578671833373641e+306,1.3589622738984333e+308
19079,100000,-1.4894093969083645e+307,1.3086582978008385e+308
19070,100000,-1.271904641566813e+308,-1.2937178009184064e+308
19087,100000,4.0809261585591286e+307,2.5783452720768105e+307
19117,100000,-5.617133477480564e+306,1.3444429341561018e+308
19259,100000,2.542278530584843e+307,-9.981175723806228e+307
22943,100000,1.318696710547512e+308,-8.577277613014557e+307
18977,100000,1.0047204032056583e+307,1.4874417708181927e+308
21883,100000,1.2902644175826993e+308,1.0829909615881615e+308
19305,100000,-3.2632688754778293e+307,-1.7865806326257047e+308
19237,100000,-9.323027604116514e+307,1.0365352185825848e+308
19007,100000,1.556582012176617e+308,-1.5675116877686409e+308
19098,100000,-1.7540509298187276e+308,-2.0424822969274883e+307
19003,100000,-9.797836504232989e+307,4.124064237063845e+307
21914,100000,1.547127397999067e+308,7.360777761283384e+307
19218,100000,-9.537852308647283e+306,1.3540390575958833e+308
21579,100000,5.302645377670636e+307,5.45678333711289e+307
18964,100000,7.591497052805535e+306,-1.6990759779469947e+307
20383,100000,-1.3564027593091268e+308,1.6967181693883762e+308
19075,100000,-1.508753084034474e+308,1.5588646582128217e+308
19225,100000,-8.733523351336612e+307,1.4564105413586549e+308
18958,100000,1.3658275618361293e+308,-6.271429385308447e+307
19147,100000,1.1320745046580682e+308,-2.9046307182657007e+307
25374,100000,9.775900933670734e+307,-5.955110611240766e+307
20320,100000,4.659397529862191e+307,-1.1263475683226161e+307
19120,100000,6.405862733596976e+307,9.503115472711998e+307
27596,100000,1.4714126864345765e+308,-9.399292571297315e+307
19407,100000,-1.196979539378872e+308,-8.607685047454398e+307
19146,100000,-8.567424192056012e+307,2.5739357021604146e+307
19296,100000,1.2822557625087504e+308,-1.341566026707573e+308
18926,100000,1.6064044686952795e+308,-5.450278756062767e+307
19327,100000,1.3529075812257279e+308,-1.4236525667375341e+308
23394,100000,-9.25650935373128e+307,1.27366324099917e+308
19163,100000,-2.5158017272576433e+307,-1.7830657204278681e+308
19045,100000,1.6237731616418933e+308,-3.628874582838651e+307
19791,100000,6.216629832937765e+307,7.183668385350782e+307
20641,100000,-1.2446575198784783e+308,1.7471316036565298e+308
19334,100000,-2.774292751582567e+307,-1.7796466978072206e+308
19180,100000,9.78790659383778e+307,-7.910262543846333e+307
18978,100000,-1.5019704161186736e+308,-1.4111052737272174e+308
19249,100000,-5.604602674051619e+307,3.7485480588307756e+307
19173,100000,-9.797598921024304e+307,-1.0597332539052372e+308
19760,100000,2.8061191375889375e+307,5.1056812750427453e+306
19083,100000,2.561324375309288e+307,-5.722574051271299e+307
19084,100000,7.854859402843285e+307,-1.2064108276682665e+308
19581,100000,6.668831006137492e+307,3.5154659857002615e+306
21644,100000,1.2414914081061202e+308,1.3389131834473265e+308
18965,100000,1.1474753193835027e+308,1.047049145616752e+308
19244,100000,8.583766487587181e+307,-5.903257719015768e+307
20276,100000,-9.144737106385908e+307,-5.940784682740353e+307
23101,100000,5.025082125192084e+307,-1.032392001932911e+308
19003,100000,1.2823632566753737e+308,-4.2574738371746437e+307
19199,100000,-3.932955635982122e+307,-9.075138505433946e+307
18964,100000,-1.5436971888965845e+308,-7.283563356666297e+307
19106,100000,-1.2735951023534082e+308,1.5521706907018835e+308
20196,100000,1.2925150478119919e+308,-1.1369028547180146e+308
23456,100000,1.55208719911147e+308,6.569012304477466e+307
19157,100000,9.985637752879518e+307,-9.76327124392787e+307
19068,100000,1.4090372346526755e+308,-8.49785422379055e+307
19071,100000,7.97321100002502e+307,1.771412616527565e+308
20473,100000,5.142024000110448e+307,5.274655089658207e+307
19358,100000,-5.000659902173352e+307,7.637393175372164e+307
18953,100000,-1.8527948853703435e+307,2.2727907372274716e+307
19160,100000,-2.0574580298668236e+307,3.402517525757341e+307
18995,100000,-1.2407826937602188e+308,3.3838393524273957e+307
19002,100000,7.734920284697868e+307,-5.872730795511134e+306
22588,100000,3.479112948621164e+306,1.7565772820564575e+308
19528,100000,-9.37744252658557e+306,7.159819319662407e+307
20655,100000,-9.405133743929983e+307,2.997678635543635e+307
19248,100000,-1.3301501919809362e+308,-1.5757109379414617e+308
19146,100000,1.653758757364859e+308,-7.538343164587273e+307
19083,100000,2.9134507089850117e+307,-3.6409364739125543e+307
20487,100000,-2.9085720154154175e+307,-5.808549185902877e+307
19003,100000,-1.7680472624707538e+308,-1.6601497617328635e+307
22502,100000,-8.914582685705228e+307,-7.045011178296147e+307
19207,100000,1.2000728559913338e+308,1.8511188051694321e+307
22580,100000,1.7844229859825463e+308,1.0704666856965921e+308
19110,100000,1.7601108728219364e+308,-9.74339908735337e+307
20683,100000,9.85152626660322e+307,4.0282222865690414e+307
19038,100000,-1.4907121245745313e+307,1.060578037727434e+308
19125,100000,-1.3004238879847769e+308,1.369247731674495e+308
19145,100000,4.691859906815327e+307,-1.3412931490282414e+308
19027,100000,-1.1520955183102895e+308,-1.127488065483965e+308
18939,100000,-8.891814449731837e+307,1.7477254817736794e+308
20875,100000,1.668206992212756e+308,-1.631205718273876e+308
18962,100000,-2.881299804253676e+307,-1.0572449315339675e+308
20442,100000,9.887826077590205e+307,1.4967837581911674e+308
19002,100000,3.3556130182354984e+307,1.247104578806422e+308
19033,100000,1.4163884973201897e+308,8.839474336234544e+307
18976,100000,-9.636683838043527e+307,9.930010266995565e+307
21143,100000,1.6924318423585121e+308,6.536005953384754e+307
19949,100000,-2.2873494543454803e+305,-1.1963118180070847e+308
19912,100000,1.1740891043582562e+308,-7.475928034898984e+306
19215,100000,8.632858902234701e+307,3.2657324165024296e+307
19284,100000,-7.450901217393025e+307,-1.4914497831613857e+308
19167,100000,1.4562408899616954e+308,1.7404465896565283e+308
21536,100000,-4.4236660185441434e+307,-1.579189371770278e+308
19320,100000,-1.3737454514630344e+308,-1.4697586565275739e+308
19130,100000,-7.765638086110194e+307,-1.392438631652688e+308
19217,100000,-4.8962334327486375e+306,1.357468276844525e+308
19480,100000,6.712274085175169e+307,-2.5313912544465907e+306
19175,100000,2.4516679194169055e+307,7.575892086977127e+307
19092,100000,-7.467449572952094e+307,-1.6575607525751549e+308
19180,100000,1.1762965269679392e+308,1.4090843904671487e+308
19155,100000,1.098189687048517e+308,9.524703321972514e+307
19021,100000,-1.7212338854210828e+308,-1.6199467824838393e+308
20435,100000,3.8238865284751103e+307,-1.7246114463403423e+308
19138,100000,-5.669544896017186e+307,-4.3836002466882947e+307
19679,100000,3.21977410451863e+307,1.7011222614941494e+308
19808,100000,-8.289462628305144e+307,3.8155466400663914e+307
22668,100000,-1.4081174426433442e+307,-1.6560630655963147e+308
19327,100000,-8.605978246369511e+307,3.125996206724771e+307
19100,100000,-9.620123952654639e+307,1.437960102353129e+308
19155,100000,-1.581067101190362e+308,1.586805998856227e+308
19391,100000,-9.863933870696399e+306,-1.730949609644047e+308
19152,100000,1.613460572700563e+308,1.5986705385826939e+308
20885,100000,-7.46732299603111e+306,-1.5109475610930258e+308
19226,100000,3.800870541671965e+307,-1.5961243374197557e+308
19191,100000,-1.078135418634311e+308,8.794339699716114e+307
18997,100000,5.624998074496487e+307,2.8744766952223225e+307
19013,100000,-1.761514916164102e+308,1.0838270637978962e+308
18980,100000,3.231540549222211e+307,-3.461507744826026e+307
18994,100000,-1.154539880386267e+308,8.271986194703347e+307
19039,100000,-1.2997027527974914e+308,6.28842243963995e+307
19298,100000,4.321557491706893e+307,-1.2533193094629512e+308
19011,100000,-1.2218124863851776e+308,5.4741882328585116e+306
23345,100000,-1.0069383579329681e+308,-1.739207176056381e+308
19694,100000,1.672317299606186e+308,1.3398764283946339e+308
19072,100000,-1.3513480828976317e+308,1.1222281823025633e+308
19181,100000,1.4409155196218339e+308,-7.482292226043935e+306
19179,100000,1.0976799949627134e+308,-9.618563670763859e+307
18969,100000,-5.300323581108397e+307,-5.060703898099986e+307
19448,100000,-1.663489539227927e+308,-3.6868990631028794e+307
19809,100000,-5.356312898454775e+307,1.3639269983503936e+308
19257,100000,1.68439479006546e+308,-2.3249838466315607e+307
18912,100000,-1.663346157970385e+308,6.442631891965147e+307
21813,100000,-3.922272289671777e+307,-1.2068382269050657e+308
19346,100000,1.474430308763774e+308,-1.3398496871993821e+308
19087,100000,7.406851677698204e+307,1.7819799714169342e+308
18941,100000,-1.3446769185874113e+308,1.576926836907686e+307
18998,100000,-2.4063376713767283e+307,-1.7005564945369766e+307
18992,100000,7.476141613493319e+306,-1.3417371301405062e+307
19046,100000,2.7182664773643586e+307,-8.227997259702231e+307
19185,100000,1.2091931924806977e+307,4.531849543774344e+307
19221,100000,1.6220476919750481e+308,-2.553223897306436e+307
19132,100000,9.532976143502488e+307,-5.516993431355924e+307
21071,100000,-1.625282539584255e+308,-3.646415402977567e+307
19284,100000,-7.232000290143929e+307,-1.1540429507607685e+308
19174,100000,7.777536758230944e+307,-5.97905155069919e+306
18999,100000,1.0650604349460812e+308,7.712144572840301e+307
19199,100000,1.230252572116869e+308,-7.154644591149001e+307
20054,100000,-1.1086873533782795e+308,8.067655920018919e+307
19400,100000,1.2073213463290496e+308,1.7254798255790425e+307
18978,100000,-1.4654038673310945e+308,4.909027663336207e+307
19238,100000,-9.881598653030788e+307,-1.0028410407303457e+308
19299,100000,-1.7320097517876959e+308,1.646516163161586e+308
23468,100000,-2.9837564602242376e+307,-1.9418742361018003e+307
19049,100000,6.146381579469569e+307,1.7367583440391282e+308
19215,100000,1.982565152485154e+307,1.262786249201334e+308
19025,100000,-1.2466490372069584e+308,4.970894962581057e+307
19262,100000,2.481059453098625e+307,8.547085583927056e+307
19168,100000,1.5527231891318596e+308,-5.511371328355444e+307
23051,100000,-7.253344097443704e+307,-1.3942676808699558e+308
19160,100000,-1.7720351690538451e+308,-4.3401861717490044e+307
19161,100000,8.000271639270807e+307,-9.109986034647046e+307
19236,100000,-1.703629079439649e+308,1.302378287188727e+307
22440,100000,-1.287229037053394e+308,8.993301227801196e+307
19048,100000,1.07165468891707e+308,3.160650686096621e+306
20554,100000,1.4261590664315594e+308,-2.6531844280484947e+307
20059,100000,-1.2401311667325666e+307,-3.8505322035849693e+307
19428,100000,1.4500550184479482e+308,-1.1521962656790788e+308
19341,100000,-6.515271422809714e+307,1.4987914166099116e+308
19126,100000,1.6949899700025639e+308,-1.6748844676976877e+308
19126,100000,-1.3006809546580756e+308,4.243563699585718e+307
20225,100000,-1.7672661913236163e+308,-7.710845542359332e+307
19031,100000,4.060666823719186e+307,7.979001443759028e+307
22119,100000,1.0901470481989896e+308,-1.0204786939331046e+308
19122,100000,-1.3284100804631927e+308,-1.1191323041226272e+308
18990,100000,-1.1452510681239536e+308,-1.132628367533448e+308
18989,100000,7.49893829428562e+307,-4.779031640666665e+306
21797,100000,1.4675259867526146e+308,2.4628634096106633e+307
19041,100000,-1.7929231080661998e+308,1.8706959134340893e+307
19193,100000,6.743425768704543e+307,-4.788678405929294e+307
19420,100000,-1.2687197491836167e+308,8.249765326257332e+307
19252,100000,-2.7968688379686766e+307,7.141817001254627e+307
19068,100000,-6.771874745890592e+307,-1.1914489216831331e+308
22223,100000,5.299901803044069e+307,-1.1807364454583969e+308
19620,100000,-7.698289922557601e+307,-1.5854494473177226e+308
22467,100000,-1.60302565626997e+308,7.764716611366713e+307
18962,100000,-5.069874411571006e+307,1.387004989924116e+308
19218,100000,-3.262954492290994e+307,5.210914972938781e+307
19264,100000,-5.413525105574308e+307,3.66417094826467e+307
20567,100000,-1.6786907899257796e+308,-9.658023630202796e+307
19035,100000,-1.5793691604631101e+308,-7.758222964633857e+307
19105,100000,3.590295612312099e+307,-1.1110909487846414e+308
19218,100000,2.0866618005187642e+307,-1.2949360563610977e+307
21415,100000,5.44682777952581e+307,1.316415880411952e+308
19153,100000,6.908709092843473e+307,3.0277728113670323e+307
22374,100000,1.7442122651758316e+307,-1.5494333716574095e+308
19223,100000,-1.5497076985765563e+308,-7.035357509067405e+307
19440,100000,-6.038395394682403e+307,1.0154326357267576e+308
19442,100000,-1.7634269112540222e+308,-7.021987143937392e+307
19019,100000,1.665820029690567e+308,-1.6184141953159059e+308
19227,100000,-9.995735910412965e+307,1.7496312994435117e+308
20533,100000,-5.760404136094565e+307,1.2617322097657272e+308
19322,100000,-9.803683895402148e+307,1.4780554169901054e+308
25195,100000,-1.521676512477619e+308,1.2008005533878419e+308
19018,100000,-1.2219138790381649e+308,-4.543701271122338e+307
18922,100000,1.257438877712854e+308,6.205315109446022e+307
19902,100000,-7.944304030218621e+307,1.1800085798842455e+308
20778,100000,-5.478321729246496e+307,-7.867078210508383e+307
19483,100000,1.5245671306264434e+308,1.7164642919054657e+306
22715,100000,-1.2369413564193212e+308,-6.936377862146415e+307
19108,100000,8.421472291092544e+307,-1.7893192858073367e+308
19071,100000,-3.273610577934432e+307,-6.20773056616603e+307
19265,100000,-5.395965449589792e+307,-6.200017915154043e+307
21540,100000,7.558592672026065e+307,-4.169936917904345e+307
19088,100000,1.1319592006831356e+308,-2.9947954815124156e+306
19021,100000,-1.3320943598159639e+308,-5.774695441790454e+307
19158,100000,4.590702550183398e+307,-1.293913937181199e+308
19026,100000,-1.3998006612041972e+308,-3.2950790129262993e+307
19097,100000,-1.2467320933210384e+308,-1.4791362496867557e+308
19794,100000,1.5648033154828317e+307,7.869598857286342e+307
19105,100000,1.9223438019264476e+307,-4.604534628121853e+307
19170,100000,2.394991749618562e+307,4.387598961840337e+306
18985,100000,-1.2931588701481364e+308,7.795801785826807e+307
21767,100000,-3.360930093282999e+307,1.4060028348774439e+308
