runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.x.float,param.y.float
1,5168,58762,150000,-1.5983760919987234e+308,-1.4640292343279867e+308
1,3880,58894,150000,1.7263084510597197e+308,1.4474489919409828e+308
1,3950,59044,150000,1.1512637456638515e+308,-5.546206333857773e+307
1,4775,59092,150000,1.1211638380470433e+308,3.2323465487688125e+307
1,3880,62444,150000,9.958498318525252e+307,1.4377023783534219e+308
1,3943,59300,150000,1.0561095523146641e+308,-1.3784729955528792e+308
1,3959,60519,150000,-1.2181093595484805e+308,2.7531592092101956e+307
1,3889,59842,150000,1.6127324373042876e+308,-1.6994092363319277e+308
1,3934,59197,150000,1.1925381669297687e+308,-1.528782570979174e+308
1,3931,59375,150000,-3.4810294529480575e+307,1.5950083072393167e+308
1,3888,59475,150000,1.3034440737757118e+308,9.562664676153487e+307
1,3926,59359,150000,5.907221098098227e+307,1.1226367529805953e+308
1,4005,59178,150000,-1.2007843953293257e+308,-2.90425073082901e+307
1,4319,59470,150000,8.397946067349766e+307,-9.209336934736091e+307
1,4795,59704,150000,-6.572624736552643e+307,3.1084244845889867e+307
1,3914,58812,150000,-1.6718702756504891e+308,-1.3370015193558857e+308
1,3880,58613,150000,-1.7092563796718342e+308,-7.752252629513784e+307
1,3934,59211,150000,-1.3454555359958421e+308,-4.1125954142812746e+307
1,4012,58659,150000,-6.595621230173993e+307,-1.454959741095908e+308
1,3905,61323,150000,-1.897138101253155e+307,-6.214708911798662e+307
1,5123,59838,150000,6.169750478925237e+307,-1.8738740197102474e+307
1,3980,59846,150000,5.1529077656984786e+306,-9.405946111997937e+306
1,3880,59763,150000,-1.4616560449913286e+308,-5.743655793004935e+307
1,3925,59312,150000,1.4869829717668871e+308,2.5915792402261895e+307
1,4034,59752,150000,1.4641771535272118e+308,-5.321945401915055e+307
1,3910,60299,150000,-8.963055706348936e+307,-1.4374174237683215e+308
1,3953,59237,150000,4.540282032017603e+307,1.1839376667046253e+308
1,3957,59445,150000,1.5396163400274241e+308,1.8587732326346992e+307
1,3885,60374,150000,-1.05275467202809e+308,-3.1600526988379587e+306
1,3923,59581,150000,2.81145050617396e+307,1.7365716665709698e+308
1,4047,59517,150000,9.519795963009799e+307,-1.0706963278390008e+308
1,3885,60270,150000,6.824787083149753e+307,-1.569370244669045e+306
2,3440,45663,150000,1.7493969305759338e+306,1.2613456675149556e+308
2,3312,46409,150000,9.179646690187276e+307,-9.031078322223964e+307
2,3281,53250,150000,1.7874499769864087e+308,3.336216034864767e+307
2,3395,46051,150000,1.2010100988942945e+308,-7.36797067837025e+307
2,3345,46917,150000,-1.6118546586719569e+308,-1.7151993850706566e+308
2,3245,46294,150000,-1.5159503013150736e+308,7.260475452851493e+306
2,3508,46137,150000,-1.2730798423508317e+307,7.710200274278863e+305
2,3321,49208,150000,-8.336541603245289e+307,-8.389501016490762e+307
2,3249,46885,150000,-6.155200244965274e+307,-7.59292178224492e+307
2,3299,47262,150000,1.6465395571712025e+308,-4.051081932526516e+307
2,3318,47135,150000,2.8469924192861425e+307,1.4808742162907124e+308
2,3368,47452,150000,1.9051455470048552e+307,-2.137029048663465e+307
2,3532,46037,150000,-9.848939203903796e+307,1.6080333308440985e+308
2,3308,57021,150000,-1.4143761483723022e+308,1.1349056749832512e+308
2,3272,45771,150000,2.066498252695453e+307,1.4304590972620737e+307
2,3310,45901,150000,-5.956519744266493e+307,-1.7798348565525183e+308
2,3339,46801,150000,1.6755718512262003e+308,-1.096898533107689e+308
2,3255,45849,150000,-1.481296360351023e+308,1.209311647712386e+308
2,3450,45917,150000,4.601299673365589e+307,7.466947280046951e+307
2,3370,50917,150000,-1.7279057800148955e+308,-8.617405755839101e+307
2,3348,46698,150000,-8.680338411587736e+307,-1.2444751628644805e+308
2,3286,47801,150000,-3.4906549070378195e+306,-5.801709796067793e+306
2,3307,46311,150000,5.486618495646384e+307,-1.149746960731143e+308
2,3258,46893,150000,1.087340344257721e+308,-1.301555962009506e+308
2,3448,48735,150000,-8.542232735643309e+307,9.221347435389809e+307
2,3357,46377,150000,-4.807816274311786e+307,7.260911770873755e+306
2,3418,48700,150000,-2.6885273899536885e+307,5.186141453296948e+307
2,3500,49310,150000,-1.2179880786601413e+308,3.318786232796504e+307
2,3380,50096,150000,-1.4146913828667649e+308,4.610885210073039e+307
2,3331,46983,150000,1.1062000281220168e+308,1.1005252721089807e+308
2,3549,47144,150000,9.304818358429924e+307,-8.030888125649337e+307
2,3255,54168,150000,3.7840782715320684e+307,-8.129301523692799e+307
2,3274,47936,150000,1.5641253513526148e+308,8.681072537209244e+307
2,3324,48089,150000,-9.068158437704117e+307,8.271720236741848e+307
2,3301,48494,150000,7.505600325903201e+307,-1.0860404941752153e+308
2,3290,47335,150000,-1.7490652344707093e+308,1.5031189110062752e+308
2,3455,47483,150000,-2.900660195328833e+307,-1.2635117111971284e+308
2,3299,46707,150000,-1.555753811914712e+307,-8.636447533848552e+307
2,3256,53504,150000,-6.924188321248665e+306,1.1194405728061377e+307
2,3384,48949,150000,5.136361628199183e+307,1.0006780046179445e+308
2,3315,51221,150000,-9.909573719148884e+307,9.50506736395191e+307
2,3253,52318,150000,2.860394306762015e+307,1.6164936277761862e+308
2,3455,50214,150000,3.1418906941231257e+307,2.6687788278402737e+307
2,3309,47687,150000,-6.906509296827244e+307,1.6023361479350239e+308
2,3250,48537,150000,-1.5747825533457234e+308,1.1645765928981354e+308
2,3518,48758,150000,5.98540495112034e+307,-2.7999795434091817e+307
2,3409,51352,150000,-2.3118511895150806e+307,-1.3310695360087526e+307
2,3248,48298,150000,-1.7476514434142433e+308,-2.6624793373123913e+307
2,3409,49803,150000,-1.4473035405201154e+308,1.2993728926371283e+308
2,3349,48311,150000,5.436893773555091e+307,7.425301351589561e+306
2,3248,47619,150000,1.1395827415336995e+308,-9.308268784852607e+307
2,3311,47942,150000,-3.5495560751085196e+307,1.4680244596310542e+308
2,3529,52283,150000,3.2441305873064043e+307,-2.760869826628629e+307
2,3250,46131,150000,2.2935264089439845e+307,-1.2647555763255177e+308
2,3453,54016,150000,-6.385156823814188e+307,-1.4466757373443816e+308
2,3286,45649,150000,2.9817090702355304e+307,1.0475945894955746e+308
2,3247,46842,150000,1.0401244474861194e+308,-9.543019445737304e+307
2,3289,46069,150000,-8.049648614364033e+307,-1.7575498432634016e+308
2,3365,47328,150000,-1.5574805014354636e+308,8.659029115146809e+307
2,3251,45928,150000,1.3148701137732017e+308,2.3083813355425277e+307
2,3454,45946,150000,1.4361308130982173e+308,-6.564386214709736e+307
2,3444,45464,150000,-1.7374372651779464e+308,3.0084887929844035e+307
2,3503,45777,150000,1.1446657552612069e+308,1.7017412586173963e+308
2,3360,45988,150000,-1.1880765703882642e+308,-1.0406848108019539e+306
2,3425,45868,150000,-4.247325529824035e+307,1.383479744264103e+308
2,3246,45541,150000,6.48854315484126e+307,-1.3684930245088378e+308
2,3450,46595,150000,1.3760929782873184e+308,1.4486739022042017e+308
2,3315,45659,150000,-8.273683831971153e+306,9.88620942859807e+307
2,3245,46072,150000,1.707171649850364e+308,1.2890014475038766e+308
2,3280,45698,150000,1.0432078695613428e+308,2.6587264176813388e+306
2,3469,47489,150000,1.620947612982485e+307,1.1548903767911264e+308
2,3247,46796,150000,1.6417478501961736e+308,-1.423753402658032e+308
2,3456,46684,150000,1.3439747991467637e+308,-9.486672887688818e+307
2,3383,45964,150000,1.3512656184745588e+308,-1.3764536192041979e+308
2,3255,47062,150000,1.148693631629949e+308,-3.5372532059994805e+307
2,3339,53366,150000,-1.539659003384437e+308,5.941598351078089e+307
2,3339,47983,150000,4.82839766804056e+307,1.5570684343472212e+308
2,3332,47888,150000,-3.8931023876135047e+307,-6.103098591379901e+307
2,3547,50300,150000,-1.0194023595988077e+308,-8.67412989186084e+307
2,3585,66484,150000,-1.1278373296760552e+308,1.3908504721981927e+308
2,3361,60235,150000,1.6834467511109284e+308,9.865368837284403e+307
2,3288,48193,150000,-6.210635609255668e+306,4.383087824898434e+307
2,3319,53777,150000,1.1905353334073728e+307,3.562685397536888e+306
2,3267,50166,150000,8.09143637544044e+307,1.252205642203729e+308
2,3508,46600,150000,1.0158515281846632e+308,-1.2113205392442908e+308
2,3380,46467,150000,-1.3959431992966893e+308,1.7802250772174444e+308
2,3277,53686,150000,-1.3544192135829175e+308,1.7460073314933204e+308
2,3382,46027,150000,4.3571942276407227e+307,-1.5899495407591457e+308
2,3389,45698,150000,1.3797017739023541e+308,3.987487646621478e+307
2,3268,49567,150000,-1.0929141096364724e+308,1.252874966795565e+308
2,3481,51791,150000,-4.3039842956706947e+307,-7.802277274347629e+307
2,3305,50354,150000,3.650839666558544e+307,1.563356758409273e+308
2,3268,55739,150000,-2.927963920488261e+307,3.76072278349032e+307
2,3315,52816,150000,-6.305568865961414e+307,-1.238758872887904e+308
2,3349,55896,150000,1.6183187020635693e+308,-8.947623225784628e+307
2,3273,46099,150000,1.2703587539186423e+308,-5.416859211812609e+307
2,3605,46013,150000,-3.0239871427015285e+307,-2.8856822792350087e+307
2,3252,51068,150000,-8.395290999591015e+307,-5.51365167003885e+307
2,3508,46928,150000,5.722002815633581e+307,1.453380488203307e+307
2,3366,47819,150000,-5.794596582529717e+307,-6.775394320087473e+307
3,4840,80337,150000,-1.271276406570563e+308,-1.150602880520785e+308
3,4457,80549,150000,3.0016129173602447e+307,-1.3655115212078646e+308
3,8248,99809,150000,-6.810471231942358e+307,1.4205519060102793e+308
3,5157,79186,150000,-7.168969097337676e+307,-3.390794619521657e+307
3,4759,79406,150000,4.22972772809881e+307,1.1357445303722368e+308
3,4395,75035,150000,-2.0797284073679085e+307,-4.4740195376653864e+306
3,4221,72172,150000,-1.5952876331013256e+308,-1.743386689375815e+308
3,4786,79074,150000,-6.658224997929263e+307,-1.7004540703523304e+308
3,4453,86913,150000,1.7493111987433923e+308,-1.1357942918309993e+308
3,4728,98712,150000,1.7650466209077257e+308,1.870899477994367e+307
3,4571,88512,150000,6.112773337125604e+307,8.916278811186922e+307
3,4244,76734,150000,-1.7861423232130726e+308,8.969683306404192e+307
3,4364,79489,150000,6.86702633226549e+307,-1.069831309810639e+308
3,4338,75701,150000,8.685811866527065e+307,-1.567341037750647e+308
3,4358,79882,150000,-3.2968884179588734e+307,-3.521141803036478e+307
3,4383,75893,150000,-1.1780283939015841e+308,-1.6423478809140014e+308
3,4421,75713,150000,4.592502691922029e+307,-5.144589701051021e+307
3,4364,79132,150000,1.3894448793693961e+308,3.144393207975242e+307
3,4695,81368,150000,-1.761970664823567e+308,-9.016745467391725e+307
3,4617,84932,150000,7.421656788963628e+307,5.523012680548335e+307
3,4327,85130,150000,-2.983235042783658e+307,9.718875277436324e+307
3,4310,77588,150000,3.8948609288491284e+307,-9.158368144086831e+307
3,4772,88617,150000,1.1816052538096616e+308,-3.6722301708418867e+307
3,4591,98167,150000,-1.161750107454092e+308,-3.9128106286824013e+307
3,4475,78832,150000,-1.787594236927381e+308,4.0589458232332986e+307
3,5007,85162,150000,-5.488330511458158e+307,-3.10060429283104e+307
3,4476,85934,150000,3.319390775063966e+307,-1.3764465102107435e+308
3,4388,84904,150000,1.10492842748779e+308,-3.849846475225359e+307
3,4722,82510,150000,9.629760924554649e+307,-5.05510623524565e+307
3,4301,87405,150000,-1.3822783740504675e+308,1.6263065851651002e+308
3,5122,87988,150000,-1.1576330469785107e+308,-1.5705200068670026e+308
3,4380,73436,150000,-1.559466021133308e+307,-4.6851863711146607e+306
3,4584,79602,150000,-1.7877615038983627e+308,-1.0284340759300062e+308
3,4396,71053,150000,-1.269442316127371e+308,-1.7877857333482176e+307
3,4468,76885,150000,-1.2990712274945125e+308,-8.894339858472879e+307
3,4344,76286,150000,-5.592426568875104e+307,7.225360409650638e+307
3,4375,86863,150000,-1.1483519309435759e+308,-1.0723379019771302e+308
3,4650,74601,150000,-1.0339275017579314e+308,-1.7467067618023925e+308
3,4328,71957,150000,1.6056720184163819e+308,1.627749458251506e+308
3,4441,88886,150000,7.189067594618235e+307,-1.6845799780664743e+308
3,4493,91088,150000,9.703021684539371e+307,1.0836644681298735e+308
3,4591,79233,150000,-6.582805655332065e+307,1.7533844417759828e+308
3,4996,84764,150000,1.190784152507902e+308,-1.7458659108077726e+308
3,4257,77333,150000,-1.5519208023375005e+308,-1.6645129415431671e+308
3,4277,74303,150000,6.355117173895997e+307,-2.250499949286637e+307
3,4714,90055,150000,5.850593915310994e+307,5.728177258472648e+306
3,4700,74348,150000,4.2176937279967316e+306,1.5879911111000226e+308
3,4293,74927,150000,5.271082678335406e+307,2.986750572754786e+306
3,4894,75295,150000,1.406933315123894e+308,-1.4529603937644563e+308
3,4318,72642,150000,2.9439333021630133e+307,9.222760426751985e+307
3,4313,73486,150000,7.391272940674177e+307,-6.29928977316116e+307
3,4923,73791,150000,6.996652647544506e+307,-3.9871861516522324e+307
3,4910,75578,150000,3.4234216737469144e+307,-1.4484312494164811e+308
3,4208,90702,150000,1.6442186078455648e+308,-1.1810108710886765e+308
3,4382,73455,150000,1.7711945939059917e+308,6.279772644223436e+307
3,4564,77221,150000,-1.0697863819047603e+307,1.3966312865938276e+308
3,4443,73547,150000,5.590297787479801e+307,-8.756494496463649e+307
3,4590,71801,150000,-1.3421390197572003e+308,-4.900859977187111e+307
3,4254,73987,150000,-1.8768761630084087e+307,-1.0513267603594055e+308
3,8366,75507,150000,-1.528860229128799e+308,-1.2927489516892827e+308
3,4700,77722,150000,3.1037379990005854e+307,2.382641331096357e+307
3,4412,84986,150000,1.73384832618496e+307,-1.6134191491755247e+308
3,4258,82403,150000,-9.490775683221117e+307,2.730626102548423e+307
3,4455,81615,150000,1.3228776389308863e+308,1.6508887625081682e+308
3,4937,77835,150000,6.560435228996365e+307,1.2618555722444298e+308
3,4525,86597,150000,1.5063717420033742e+308,-1.5851889347427371e+308
3,5352,101921,150000,-1.5571327964648781e+308,1.252283406217862e+308
3,5999,100174,150000,-1.1957272754320294e+308,8.024245051374066e+307
3,4849,74568,150000,8.40002251040736e+307,-1.2668770471753135e+308
3,4744,105537,150000,-7.600273433919676e+306,7.030418581537098e+307
3,4501,82876,150000,5.708810970796341e+307,-1.2759194241204394e+308
3,4767,75614,150000,-7.681476182435788e+307,-1.5918971417548625e+307
3,4781,87026,150000,-4.822988500495014e+307,4.052423584952045e+307
3,4891,87841,150000,6.104112302764266e+307,-2.9711255179671526e+307
3,4858,80049,150000,-4.824654925426182e+307,4.658311603647031e+307
3,4895,99928,150000,1.0296999548359454e+308,5.852446279056068e+307
3,4660,92754,150000,-7.486819984402893e+307,-9.304478912105862e+307
3,4276,78562,150000,-5.682656757955725e+307,1.934015266423312e+307
3,4875,80581,150000,3.255560581194152e+307,5.539413806333487e+307
3,4505,91258,150000,3.7648516953761633e+307,1.6986087278602035e+308
3,4288,92239,150000,1.2256131974169148e+308,4.229318731397696e+307
3,4387,90859,150000,-1.7178183880654523e+308,1.687573778109949e+308
3,4321,91655,150000,1.5444587589348244e+308,7.45704218353589e+307
3,4301,77472,150000,-4.579294275626571e+307,1.7071513006879946e+308
3,4381,77436,150000,-1.3514354724642117e+308,-1.1500669376229242e+308
3,4862,76880,150000,3.2885827173360437e+307,4.693707914015049e+307
3,4332,82886,150000,3.7331966400964302e+307,-1.4553219131867076e+308
3,4835,76948,150000,-1.7168706464800497e+308,-1.2565940209748844e+308
3,4423,76552,150000,-1.1918720528721224e+308,2.462970199347166e+307
3,4284,80200,150000,1.725556196670334e+308,1.3160980857077776e+308
3,4789,84406,150000,1.6364695154013276e+308,-4.1657812033976404e+307
3,4421,77937,150000,-4.0960687138355177e+307,-1.7602173860432025e+308
3,4329,85586,150000,6.722778413136942e+307,-1.147582372928189e+308
3,4585,83206,150000,-1.711146621977111e+308,-1.4377582988791018e+307
3,4710,71509,150000,3.9357154283418523e+307,-2.5003983495895816e+307
3,4293,72479,150000,-7.935592981789762e+307,1.6489215099112433e+308
3,4856,76849,150000,-4.149137489928648e+307,1.4578084426311808e+308
3,4736,74337,150000,3.3511637136949436e+307,-7.479592513652949e+307
3,4375,84822,150000,-1.6181377030687276e+308,-9.291335148823734e+307
3,4519,90836,150000,-3.504495018657032e+307,1.277130348001971e+308
4,3246,45437,150000,-5.596830236755649e+307,-3.1494248170914867e+307
4,3283,45035,150000,-1.9891230006476742e+307,-1.1987604669847055e+308
4,3298,45048,150000,-1.0328974903851413e+308,1.74544953816878e+308
4,3247,45099,150000,-4.3563861288027345e+307,3.842316725734667e+307
4,3288,45398,150000,6.405927936551973e+307,-8.06451777086892e+306
4,3296,45140,150000,1.1435208076627833e+308,-1.3735190783172885e+308
4,3247,44953,150000,-2.086263552363571e+307,-1.705408105587649e+308
4,3289,45020,150000,7.055289076825519e+306,1.5446259664362034e+308
4,3290,44858,150000,-4.096247666389594e+307,7.731559221695714e+307
4,3247,44982,150000,-1.3916939962816155e+308,-3.1301641111645e+307
4,3292,45178,150000,-6.669500234368263e+307,1.7812364624572875e+307
4,3312,44762,150000,-1.2822981721008747e+308,-1.6403840821548361e+308
4,3247,44822,150000,7.185455899432818e+307,1.7299520431134244e+308
4,3311,44919,150000,1.5530458137061577e+308,1.3194360533634081e+308
4,3287,45029,150000,-1.4894824236312636e+308,-3.299610164620887e+306
4,3290,45154,150000,-1.4917699161642998e+308,-1.687965961086118e+308
4,3287,45177,150000,-1.7265864626945497e+308,-1.1426899557954758e+308
4,3287,45746,150000,-1.9921195187914578e+306,-4.973752119606915e+307
4,3246,44807,150000,7.896920860571832e+307,-2.307623455812344e+307
4,3316,45354,150000,1.1992971862568972e+308,-4.3362835636595897e+307
4,3303,44757,150000,4.658834455289005e+307,-4.069616732529952e+307
4,3245,44686,150000,1.6222174362340229e+308,3.4565769461774354e+307
4,3307,45312,150000,5.760205741325229e+307,1.413184821323487e+308
4,3297,45840,150000,-2.8537549146434464e+307,1.6925705024469803e+308
4,3245,45052,150000,-6.249457277481044e+307,-1.5314632656633496e+308
4,3284,45608,150000,-9.653343527736132e+307,-9.337923175532325e+305
4,3294,44996,150000,5.484322361336895e+307,1.1499455134662179e+308
4,3250,45472,150000,-5.707877827117301e+306,-1.1146273806274556e+308
4,3292,45538,150000,1.4568473682835127e+308,-4.761074296683014e+307
4,3320,45462,150000,3.587725777821511e+307,-9.310920548645963e+307
4,3249,45443,150000,6.84780040960452e+307,-1.110903093720215e+308
4,3309,45462,150000,-4.846860935721044e+305,1.0398571286751704e+308
4,3313,45013,150000,-1.3646583298871309e+308,-9.89284023844718e+307
4,3245,45267,150000,1.4533429994948037e+307,1.6788080920578888e+308
4,3319,45302,150000,-1.438796227975013e+308,1.1527011438539444e+308
4,3335,45439,150000,-1.4499567025055579e+308,1.6431865392012262e+308
4,3251,45435,150000,-8.812770094652659e+307,9.768476387357833e+307
4,3316,45385,150000,-4.417246413806176e+307,-1.1907517040452708e+306
4,3287,45155,150000,-1.6795706834295384e+308,1.0969280398702362e+308
4,3246,45621,150000,6.463588470394698e+307,-8.690241885498768e+307
4,3301,46086,150000,1.2821600630374689e+308,1.3727055698676038e+308
4,3300,45581,150000,1.6118707024267038e+308,7.495576755963579e+307
4,3248,46008,150000,8.126669603327213e+307,-5.197945002162712e+307
4,3308,45918,150000,5.11869807937717e+307,7.268979274941668e+307
4,3297,45495,150000,-9.187486666121065e+306,-8.729944327400983e+307
4,3249,45504,150000,-8.163272712930699e+307,1.7363785070098288e+308
4,3312,45481,150000,1.7219451690066845e+308,-6.870772490866624e+307
4,3285,45114,150000,-5.178957627802258e+307,-4.3121606623898323e+307
4,3249,44885,150000,-1.6759623144763068e+308,8.44474464183726e+307
4,3295,45273,150000,1.761585718149808e+308,4.505085728463829e+306
4,3288,45522,150000,-1.2604314869167698e+308,-7.949885009912413e+307
4,3248,45535,150000,1.2102487596613643e+308,-9.12083498184703e+307
4,3319,45439,150000,-6.584240140750726e+307,-6.520303484510241e+306
4,3300,45847,150000,-7.682195563016965e+307,1.0245810758868437e+308
4,3403,45555,150000,-1.6533828953992872e+308,1.3519329347053703e+308
4,3286,45435,150000,-1.7873153354151692e+308,8.334405995330392e+307
4,3320,45741,150000,-1.767728934327769e+308,1.5325558705517253e+308
4,3247,45663,150000,-3.1772572198362193e+307,6.575422790250958e+307
4,3283,45568,150000,-1.2648043844826164e+308,-1.119079704173566e+308
4,3291,46107,150000,-5.614379427546767e+306,1.2734864915920294e+308
4,3245,45894,150000,1.5251361350524973e+308,-1.021415943344265e+308
4,3288,45507,150000,-1.5788779285599479e+308,1.4736318648679073e+308
4,3310,45510,150000,1.037168871855837e+308,-1.220718465980893e+308
4,3250,45494,150000,-1.366686453547744e+308,1.6680771659499767e+306
4,3279,47800,150000,-6.144359407380542e+307,1.7649291416432931e+308
4,3289,45611,150000,-2.0766591351110835e+307,1.330432691243173e+308
4,3252,45402,150000,-1.5978425450988555e+308,7.980016685211473e+307
4,3483,45660,150000,5.063637623822655e+307,6.102764100260024e+307
4,3279,46239,150000,-1.2586146198984057e+308,1.2355510966970458e+307
4,3245,45240,150000,-5.782958493229946e+307,-1.4212541670778989e+308
4,3291,45460,150000,-1.4690703791052007e+308,-3.549825224595432e+307
4,3284,45304,150000,1.7743006552195809e+308,-1.2068309892479669e+308
4,3247,45667,150000,6.45130309942868e+306,-1.0423269662956483e+308
4,3250,45512,150000,-7.977490215933672e+307,-1.742533470562722e+308
4,3286,45264,150000,8.035694697723139e+307,3.1921393969616623e+307
4,3244,45475,150000,1.62581428691331e+308,-4.955345812177954e+307
4,3291,45515,150000,-1.4592529188595244e+308,1.2372105007148537e+308
4,3406,45755,150000,6.494279866767236e+307,3.42801052439701e+307
4,3249,45303,150000,-1.3637129974715358e+308,-1.071855896841125e+308
4,3308,45026,150000,2.022933269250437e+307,2.802571891640035e+307
4,3245,45239,150000,-1.505832042698136e+308,-1.768985588216355e+308
4,3248,45484,150000,-2.1250913613144616e+306,-4.605699150923261e+307
4,3300,46816,150000,7.172028758454774e+307,-6.041385722656871e+307
4,3272,45275,150000,2.0880213326080443e+307,-6.227891369071387e+307
4,3246,45790,150000,-3.8610517716201984e+307,1.4883450596504546e+308
4,3309,45504,150000,2.0802556495103058e+307,-8.718002657569733e+307
4,3248,45319,150000,8.331226602913498e+307,-1.3660396826771691e+308
4,3275,45286,150000,9.151753386246037e+307,-9.055673004782401e+307
4,3284,45182,150000,3.8272602713713497e+307,-1.2199040948499074e+308
4,3245,45920,150000,-1.4107160199395108e+308,6.263913354297038e+307
4,3248,45237,150000,-1.4479626654776056e+308,-9.994702224763293e+306
4,3323,45470,150000,9.603877669064832e+306,5.763684472412289e+307
4,3245,45308,150000,-6.026604399711442e+307,1.5285188604199698e+308
4,3269,45573,150000,-1.6270901096184455e+308,-6.519001884553372e+307
4,3314,45133,150000,1.451397010068643e+308,-1.671987624736413e+308
