runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.vector3
2,3306,37729,50000,2.625042952812872e+38; 1.9397628021270613e+38; 2.9677274466328094e+38
2,3346,37142,50000,1.9585189604080382e+38; 1.9969058544721014e+38; -3.193396026254111e+38
2,3315,42963,50000,-8.176975126169793e+37; 2.8236517556614618e+38; 2.6288276504449134e+38
2,3316,36261,50000,5.244368395770523e+37; -5.0733790627876575e+37; -1.379622786218677e+38
2,3355,39457,50000,-2.66612233675182e+38; 1.5494939499600928e+38; -3.2189603809667457e+38
2,3336,36040,50000,-4.6490699129937244e+36; 1.9049480460423932e+38; 1.695733976860246e+38
2,3357,36867,50000,1.386559649186258e+37; -1.8143649793356205e+38; 6.487353050619511e+37
2,3350,36915,50000,-1.0652856979451394e+38; 1.698344018740092e+38; 1.5194252777226792e+37
2,3316,36664,50000,-2.213476353617493e+38; 2.9075570418303282e+38; 2.0207269360793022e+38
2,3318,47253,50000,-5.572129599664333e+37; -4.7892438641531115e+36; 3.336029637902639e+38
2,3338,36599,50000,1.99398682275845e+36; 2.120202825276796e+38; -9.403386517071397e+37
2,3347,36247,50000,1.4528600319962627e+38; 1.112778075564618e+38; -1.6645638683693062e+38
2,3323,36680,50000,2.297834951641001e+38; -2.135194771159431e+38; -6.765581060839524e+37
2,3252,34956,50000,-1.1167894291239802e+38; 3.0121234101901465e+38; 1.9553220470063106e+38
2,3327,36076,50000,-2.6461226639380432e+38; -1.6339764735062792e+38; -3.205826709451997e+38
2,3248,35064,50000,-2.489189750694845e+38; 1.259361787895505e+38; 1.8612303262622022e+38
2,3248,35209,50000,2.8588492408153508e+38; 1.6241034021594136e+38; 1.9573269631956316e+38
2,3252,34667,50000,2.2739966299856372e+38; -2.3441443577203467e+38; -4.0648101316437135e+37
2,3253,35113,50000,1.4120334682930243e+38; 2.514207494468661e+38; -5.168624751226166e+37
2,3347,34934,50000,-8.233292278795772e+37; -6.476113553337648e+37; 7.534194635155426e+37
2,3349,38475,50000,-1.6319192287001808e+38; -1.4485999907421478e+37; 2.031606623414797e+38
2,3249,35119,50000,-1.718483538768086e+38; -1.777181871634546e+37; -1.702288643171858e+38
2,3493,36143,50000,6.422325110129003e+37; 3.239762020256251e+38; 2.8269886176894546e+38
2,3250,34742,50000,-1.366575822004984e+38; -3.1651330969437105e+38; -1.4005860763127233e+38
2,3250,35548,50000,7.711263620416986e+37; 1.5736752471618545e+38; 3.3673213394391528e+38
2,3250,34802,50000,-2.4454270546713577e+37; 4.90765047979574e+37; -3.148450003748323e+38
2,3248,34704,50000,-2.4303612301117413e+38; -4.954263513546852e+37; 2.5789945813451254e+38
2,3247,34903,50000,2.59578375154274e+38; -4.670666242444513e+37; 5.416692818365548e+37
2,3618,35039,50000,-1.828264920285195e+38; -1.7088783980520846e+38; 2.8637973374622577e+38
2,3263,34894,50000,-1.7327733076302427e+38; -2.4290355718200466e+38; -3.396033118474082e+38
2,3249,35050,50000,-8.870647478771282e+36; -6.795133038692284e+37; -1.4177674069000246e+38
2,3250,34544,50000,-1.0645633399271053e+38; 3.384940668661845e+38; 1.205140518065919e+38
2,3250,34856,50000,-2.0451658388977892e+36; 2.9910615475854265e+38; 3.2711683174070252e+38
2,3249,34943,50000,2.5898274163144358e+38; -2.0651001833378832e+38; 2.1334742143527534e+38
2,3659,35290,50000,2.066699451335131e+38; -1.026509077380542e+38; -1.7844232749823258e+38
2,3302,34761,50000,1.6809931272085041e+38; -2.6383467937441953e+38; -1.0955969478014126e+38
2,3248,35055,50000,-3.3420912388367863e+38; 1.6079236169583406e+38; -1.926203802144671e+36
2,3317,38192,50000,2.391589680149545e+37; -2.2327178699602853e+38; 1.9361578066441083e+38
2,3254,35004,50000,-1.7813386247177544e+37; 2.8287039010696354e+38; 6.948764685536344e+37
2,3296,34623,50000,1.484959683319338e+38; -2.9819577880348274e+38; 4.873022321879425e+37
3,3262,44730,50000,2.023236275795466e+38; 4.334026920806944e+37; -1.3403069577947665e+38
3,3265,35332,50000,2.780252064063856e+38; 1.198125035408112e+38; -1.5137050297421613e+38
3,3386,34991,50000,1.9581802441676572e+38; 1.1285710752145493e+38; 3.067258706808521e+38
3,3250,34849,50000,2.2379227419127744e+38; 2.086138112699271e+38; 2.697487257787003e+38
3,3252,34826,50000,2.9044887189054878e+38; 1.528944218197865e+38; -1.6033063264120693e+38
3,3262,46523,50000,-3.0277950196186e+38; 3.022789675870587e+37; 1.9862478538735746e+38
3,3303,34821,50000,-1.2888075873339905e+38; -1.9253628997807567e+38; -3.3136607768230596e+38
3,3248,34813,50000,4.66748545355842e+37; 3.043030760064671e+38; -1.594484796591105e+38
3,3248,34570,50000,1.3732287565911258e+38; -1.3176234151301866e+38; 4.122917587212395e+36
3,3250,34569,50000,6.77050512283105e+37; 3.6803826641486207e+37; -2.5404138888572993e+37
3,3251,35136,50000,-7.260419120903655e+37; -6.729251208757463e+37; -1.6723575617305933e+37
3,3247,35021,50000,1.574599922215685e+38; -8.460208835079987e+37; -2.6284670292021605e+38
3,3247,35015,50000,2.9485644232151832e+38; -2.829174858620632e+38; -2.7231533287838e+37
3,3246,34909,50000,3.0357777703904052e+38; -1.2779966573670521e+37; -3.1013599277233327e+38
3,3249,34339,50000,1.8275457060406496e+38; -1.32454083233756e+38; 1.4083123560150903e+38
3,3246,34937,50000,2.031167103598686e+38; 3.130704112289704e+38; 1.1165251493268446e+38
3,3251,35146,50000,1.3953945907505726e+38; 3.1202448793052928e+38; 1.904886184693102e+38
3,3248,34930,50000,2.8507447955859237e+38; -1.0724163846894952e+38; 9.620012159017899e+36
3,3247,35138,50000,-3.075311634717555e+38; -2.3112329029528853e+38; -1.8070988060951123e+38
3,3247,35436,50000,-1.7289746151355748e+38; -6.543628624305803e+37; 2.1245041158814424e+38
3,3247,34917,50000,2.0724215247325134e+38; 1.1503558028975435e+38; 1.1028943559527105e+38
3,3246,35134,50000,2.4660990386574716e+38; 2.168991553106092e+38; -2.0420110938932782e+38
3,3247,34498,50000,3.158937834930275e+38; 2.5722421615398777e+38; 3.3059386550146613e+38
3,3248,34815,50000,4.988492107993974e+37; 6.875493466722672e+37; 1.6268762103763288e+38
3,3260,34750,50000,1.287544094627731e+38; 1.503561188227087e+38; -1.3379467952012376e+38
3,3246,34862,50000,2.9420716182528623e+38; 2.268030964848915e+38; 6.244644103157654e+37
3,3248,35986,50000,1.4168837023135935e+38; -1.8715062062637963e+38; -1.4487976174707233e+37
3,3247,34973,50000,1.920665899364743e+38; 6.998322725161907e+37; -2.9418355310050758e+38
3,3255,34980,50000,3.2286186615959085e+38; 1.4350959877810485e+38; 1.244443061511539e+38
3,3253,34474,50000,2.9259919267431833e+38; 1.82884702544082e+38; 1.226652345927696e+38
3,3248,34606,50000,-1.6406176442948509e+38; 1.5961595151520786e+38; -5.3214831312040865e+37
3,3247,34895,50000,9.933239114954793e+37; 1.6707853961031783e+38; -1.5002103313364677e+38
3,3247,34522,50000,-2.174545079679668e+38; 2.5584211191636613e+38; -1.548456707532962e+38
3,3247,34943,50000,2.0085704710592575e+38; 1.1580599747734426e+38; 2.3546867485841328e+38
3,3248,34675,50000,-1.0272014174323626e+38; 1.3034840403352409e+38; -5.586841952530582e+37
3,3246,34526,50000,1.974215111552112e+38; -6.0710058874805515e+37; 1.0706787906587504e+38
3,3245,34620,50000,7.371666616398964e+37; -8.305166926943173e+36; -2.2021585662345594e+38
3,3245,34332,50000,-1.3256564662778089e+38; 1.0859305542084083e+38; -1.7790616200036005e+38
3,3246,34483,50000,-1.9007299133171218e+38; -1.7204929170875197e+38; -2.3423341526632208e+38
3,3252,34750,50000,2.8895170554324563e+38; 1.813457341505857e+38; -3.209636151623755e+38
3,3247,34596,50000,-1.7317123347838757e+38; -6.364295108011996e+37; -3.117745680793931e+38
3,3245,34435,50000,2.5765300657541857e+38; -1.6715362509067055e+38; -1.4573722596607871e+37
3,3246,34538,50000,-1.8677874264629668e+38; -5.651325817383472e+37; -2.7242440153602363e+38
3,3246,35022,50000,-1.681520368446151e+38; -7.893946269596596e+37; -2.3527011006839353e+38
3,3247,35064,50000,3.3082230628083206e+38; -4.38210434453144e+37; -2.7153651877321417e+38
3,3258,34760,50000,-2.006789067023769e+38; -1.473229250313018e+38; 5.232594456995603e+37
3,3246,34795,50000,-3.76186116000841e+37; -4.1279122573423545e+37; 1.3887616343378904e+38
3,3246,34944,50000,-7.207259432392724e+37; -2.5389713024742396e+38; -3.360335114157199e+37
3,3247,34543,50000,7.95439748436004e+37; 1.6819516485333607e+37; 2.5872655451573985e+38
3,3245,34354,50000,-2.3847170870673955e+38; -1.21208927159613e+38; -6.951115923869648e+37
3,3248,34607,50000,2.1776977774284594e+38; -9.26371170333585e+37; 1.7378487778094605e+38
3,3247,34781,50000,7.559890926942532e+37; 1.8640970420355824e+38; -1.315498934136252e+38
3,3247,35286,50000,5.809331872918799e+37; -6.126856544685647e+37; -1.4760484291888896e+37
3,3247,34925,50000,9.158827306793447e+37; -3.3688869386364586e+38; -7.36764714987576e+37
3,3295,35058,50000,2.398699577424057e+38; -2.4125561140170796e+38; 1.6830618315760286e+38
3,3246,35037,50000,1.4500892520203079e+38; 2.0549166390060098e+37; 1.1971001652508394e+38
3,3247,34784,50000,-1.1554759957899373e+38; 1.8908418329871495e+38; 1.512741919522132e+38
3,3246,34877,50000,1.8713970869001287e+38; -3.2685269392043417e+38; -1.6441835961393169e+38
3,3281,34434,50000,-1.4744112077326708e+38; -3.368705157540386e+37; -2.9168348244553266e+38
3,3249,34323,50000,-2.6017047953783342e+38; 1.3633997994851482e+38; 1.6455355201514483e+38
3,3249,34518,50000,1.2641205482487618e+38; 2.2869775749560703e+38; -1.929830911792345e+38
3,3246,34362,50000,-1.9392466908616844e+37; -3.380718428748629e+37; 5.9662355794921685e+37
3,3247,34676,50000,-2.1250095535287654e+38; 1.7412483124831285e+38; -2.1127687136847695e+38
3,3247,35029,50000,2.5278608013174552e+38; -1.4375940707598822e+38; -6.418479565268151e+37
3,3248,34280,50000,2.843287967695141e+38; -1.7961732805139133e+38; -8.903337652449968e+36
3,3247,35373,50000,-6.982877892087581e+35; 2.373993777109945e+38; 1.9017178694889157e+38
3,3247,34415,50000,2.953218424922837e+38; 2.04046658840196e+38; -1.8458627501537074e+38
3,3249,34418,50000,5.042135024913712e+37; 2.8807639787439044e+38; 1.0746304125218298e+38
3,3248,35709,50000,-1.1975027710814719e+38; 8.186375515960845e+37; 1.993826579046075e+38
3,3248,36514,50000,-2.7964169416938704e+38; -3.2038578959517706e+38; 1.0364609458887177e+38
3,3249,34801,50000,3.387507813245379e+38; 2.417452287695401e+38; 5.442073211623078e+37
3,3247,34825,50000,-2.216619670751843e+37; -1.2314093822761365e+38; 3.3544245664685748e+38
3,3286,39861,50000,-2.6978580202345577e+38; 3.355086381493942e+38; -2.897413808787542e+38
3,3265,37365,50000,7.846781554304264e+37; 3.415527353640536e+37; 2.5630475367942543e+38
3,3287,36491,50000,-1.1157687168606764e+38; 7.5399249229286975e+37; -6.596971868623647e+37
3,3247,35001,50000,-3.2518071348475714e+38; 1.4169046946075333e+38; 4.592547527735568e+37
3,3247,34675,50000,2.221129920881431e+38; 2.764743525208616e+38; 2.8106318684645897e+38
3,3246,34706,50000,1.037518166489308e+38; -1.053269967494732e+37; 2.785728720305034e+38
3,3249,34461,50000,3.2778278437762882e+38; 2.7838813984383335e+38; 1.790150418982109e+38
3,3250,34634,50000,6.630322741795172e+37; -1.557048234829021e+38; 3.194917004150289e+38
3,3344,38033,50000,1.2271534228569542e+38; 7.409712360333494e+37; 1.4950036339671143e+38
3,3246,34997,50000,1.557498909970414e+38; -2.220663019812355e+38; -1.759102714833127e+38
3,3249,34312,50000,-3.1506319853734837e+38; 2.933667196185397e+38; 1.7587041654844153e+38
3,3246,34733,50000,-1.5808246951350937e+38; -1.7049056317769933e+37; -2.0253770841291314e+37
3,3248,34961,50000,-1.2448392783831464e+38; 1.6263024210086415e+38; -1.588513249555598e+38
3,3246,34600,50000,-1.6136674939460467e+38; 8.329359404823228e+37; -4.704764015349692e+37
3,3247,35412,50000,-9.820910059967369e+37; -3.317306539949316e+38; -1.0166255605927305e+38
