elapsed.ps,repeats.n,param.a.vector3,param.b.vector3
39127,100000,2.044515565831137e+38; -5.426858869119138e+37; -3.0653239677564288e+38,2.4250622477786912e+38; 1.7374895763353798e+38; 3.032360792844478e+38
32128,100000,1.9647588437226016e+38; 3.3538838374285414e+38; 3.019052388370994e+37,6.243493583472886e+37; -2.018923926523896e+35; -1.2879091780005968e+38
32067,100000,5.863993980921121e+37; -1.6541291771005155e+38; 3.857515031940192e+37,-1.0149666623112479e+38; 2.4914139197319813e+38; -1.0322385538574295e+38
31908,100000,-2.8294474542057053e+38; 6.524353743399213e+37; -2.239347581187431e+38,-2.5565005777982916e+38; -1.7198645680379986e+38; 1.9984953869127396e+38
32171,100000,4.365696382222325e+37; 2.6040851389694187e+38; -1.779847563375742e+38,-2.3896759333913922e+38; 1.5864843747699326e+37; -1.8253663611287372e+38
38390,100000,-5.235254685162712e+36; 3.338930022475961e+38; 2.0512659573954245e+38,-4.2465952841983623e+37; -3.204516262967505e+38; 1.406727387116613e+38
32346,100000,1.0251200365588359e+38; 6.574323008879489e+37; 1.0471761428823269e+38,1.0724959931471895e+38; 7.067161223356701e+37; 3.3937915065646865e+38
32230,100000,-5.485268659355975e+37; -2.2707092570370773e+38; -2.9697889507449245e+38,-6.015183926715919e+35; 1.0500065531425165e+38; 9.538193552502068e+37
31987,100000,7.161732014615647e+37; 1.3188214970654743e+38; 2.2208621930746628e+38,-1.7389888520532817e+38; -2.1507824114121256e+38; 3.2577559655843225e+38
32180,100000,-1.002309018949897e+38; 3.240879073965172e+37; 1.1210404193528095e+38,-1.023932197240398e+38; 8.051385938843742e+37; 2.9701601188406713e+38
31974,100000,-9.80014188665371e+37; -2.488023512142635e+38; -2.286903341336921e+38,1.4192653642613023e+38; -2.959860711243937e+38; -2.155912035624985e+38
31985,100000,3.3272059784286663e+38; 1.1947173877706024e+38; -5.081368303930536e+37,2.7952523257344287e+38; 4.627824722759199e+37; -2.517183938077997e+38
32394,100000,-3.3358667701535216e+38; 1.8705450228726793e+38; -1.340782073239732e+38,3.2126099585198423e+38; -1.8681076603575964e+37; 1.074859603750351e+38
31885,100000,2.6530606677911644e+38; -2.9158168503173193e+38; -3.0065690723201865e+37,2.952140617676499e+38; -6.745971013114233e+37; -1.893038620771321e+38
32005,100000,-1.4502742275958932e+38; 1.2619212251633899e+38; 1.1937158423843741e+38,-2.3725086990787654e+38; 1.37673954028147e+38; -3.335518724004723e+38
32065,100000,5.084472526720375e+37; -7.111088866076289e+37; 2.9824463912821794e+38,1.998824976068799e+38; -2.9362909286917255e+38; -1.2206385100681653e+38
32065,100000,-9.020793339994835e+37; 8.916801369474992e+37; -2.4134501626324086e+38,-1.818321266152909e+38; 2.5241862371695617e+38; 2.348694919139022e+37
31935,100000,-2.5151544294670316e+37; 7.957800872691532e+37; 5.149902565981275e+37,-5.0666349714468533e+36; -2.717982429867397e+38; -2.879122726158777e+38
32193,100000,4.315351892164381e+37; -2.3423008895114708e+38; -9.686587774126225e+37,1.9767266823333323e+38; -9.92155948938453e+37; -1.7930426905915897e+38
31733,100000,-4.0091944968599004e+37; -3.212856896856767e+37; -5.032157600569436e+37,8.476406874449703e+37; -3.3469241313971444e+38; 7.037994611286409e+37
32070,100000,1.7559727333830915e+38; 2.7448363401826318e+38; 6.400108012179283e+36,2.3861433461107242e+38; -6.117049999642281e+37; 1.2290523634560961e+38
31939,100000,-2.3529463150160434e+38; 2.6635319181032656e+37; 2.330642560471292e+37,-1.6012592228107727e+38; -2.6113748398050672e+38; 1.6851425025652192e+38
32103,100000,2.0140961346726404e+37; -2.0821587039350345e+38; -2.695747838339394e+38,-3.645048678378099e+37; 2.2933121771234828e+38; 1.4189287776739297e+38
31893,100000,-1.1634986522026378e+37; -9.893706670396315e+37; -1.9839703420991805e+38,-3.335640012814153e+37; 1.6842441946438734e+38; 8.521670620901932e+37
31893,100000,2.1796540158347316e+38; -3.079717176907564e+38; -1.463387109640798e+38,-1.7386448623864038e+38; -3.2019633160706935e+38; -2.78363877011345e+37
31946,100000,2.385936059884575e+38; -7.476197591954024e+37; 9.353364010265911e+37,1.1994185460805848e+38; -7.720359774063983e+37; -2.7675958404711774e+38
32008,100000,-5.635367617507319e+37; -3.230521354440827e+38; 5.378985283611159e+37,2.434030115184946e+37; 3.3422585687160164e+38; -3.7079794177155893e+37
32362,100000,-3.0109521010355356e+38; 1.1589888077212418e+38; 3.1692477893800033e+38,-2.886432709404029e+38; -1.6209154130179116e+38; -2.3440100881687705e+38
32321,100000,-2.984922062198401e+38; -3.3161993232090527e+38; -1.6726536088517707e+38,3.3492918998942747e+38; -1.1230630826505337e+38; 2.782656138074177e+38
31957,100000,-3.823139643553563e+37; -2.8589536952248096e+38; -1.7925048010889008e+38,3.2076178490440955e+38; -1.0060457486832257e+38; 1.2751369390249853e+38
31769,100000,-1.2941952037970085e+38; -2.0183472009605058e+38; -8.47589119418553e+37,5.630552573467412e+37; 1.5966691106933703e+38; -2.5577773554828414e+38
31918,100000,7.11825920493142e+37; 1.5073565341241704e+38; -2.7541112832702856e+38,-1.205979601351222e+38; 1.2688888413345323e+38; -3.361697077962084e+37
32169,100000,3.3907252118808064e+38; -3.1025736271140152e+38; -2.6464723326796102e+38,-1.932061976848747e+38; -4.1149117002325726e+34; -3.2382173119408367e+38
32433,100000,2.813755156719456e+38; -2.499149630754814e+38; -1.6905754502137013e+38,-3.1847678892087176e+38; 2.286464227169002e+38; 6.112297831072146e+37
32156,100000,-7.0844884858811e+37; 7.7242048118645955e+37; -2.602520351068497e+38,2.2457063194222718e+38; -3.079677626208837e+38; 3.6595300653049864e+37
32331,100000,-1.4193882756635004e+38; 2.8147466623129305e+37; 1.7403863100749733e+38,2.586085108918466e+38; 3.3059443340893504e+38; -2.6130970192045133e+38
32006,100000,8.380537501915882e+37; 9.432267654226517e+37; -3.0113119109819044e+38,-3.952523162656217e+37; 3.394249686197633e+38; 2.513257060754634e+38
32262,100000,1.8818364431231282e+38; -9.490584652439417e+37; 3.4866106075182137e+37,-8.627883515273375e+37; 1.4416393973553306e+38; -1.6290851676062625e+38
31757,100000,-2.0480230029238966e+38; -2.9078092028877256e+36; -2.573731498877074e+38,1.0350081168888082e+38; 1.037967827510221e+38; 3.1600951492222595e+38
32044,100000,2.813488392327144e+37; -1.751909761091288e+38; 1.8668791801609153e+38,-3.1271131116693774e+38; -1.8708342500336273e+37; 2.8469826114285423e+38
31826,100000,1.3186431132730102e+38; 2.6297004025301586e+38; -1.993655192684924e+38,-1.7123438505569645e+38; -5.123172885424862e+37; 1.4274323807243567e+38
31838,100000,-3.918028868643287e+37; 2.918215448077047e+38; 3.2344490430605743e+38,1.5957824651575467e+38; -3.2982802199724185e+38; 2.651887343072099e+36
32346,100000,3.1639289302855417e+38; -2.0769479500837603e+38; -2.6368915308551333e+38,1.4876963888471587e+38; -5.990174907547359e+37; 1.954752719768736e+38
32279,100000,5.081253201256035e+37; 8.470877889591747e+37; -3.0896334497868855e+38,-1.7087540668812142e+38; -2.6381587758071694e+38; 2.327816409517119e+38
32392,100000,1.7341042393484343e+38; -1.8119217602747647e+38; 3.328432658561495e+37,-3.384513926763784e+38; -1.6028819169911129e+38; -1.5047176912226873e+38
32229,100000,2.7221841338408894e+38; 3.032042764661893e+36; 3.1395622518600027e+38,-2.1791252534163644e+38; 2.6974292500955365e+38; -2.7801334119676747e+38
32415,100000,3.0515185428356072e+38; -2.2867388509950353e+38; 1.9469464259604827e+38,-2.961553683973554e+38; -3.362023776874775e+38; -4.528146820762053e+37
32455,100000,3.8845195391467338e+37; 7.870152467830312e+37; -2.611967086165494e+38,8.860279364512016e+37; 2.099585553090588e+38; -2.93462655415965e+38
32308,100000,-1.614841541225954e+38; 7.6069040312230765e+37; -2.620076601997322e+38,1.8355611114919167e+38; 3.0037713167394587e+38; 1.7319989252315753e+38
32193,100000,-1.3713375740136573e+37; 1.2513100769310474e+38; -4.0930247381132333e+37,-1.473195581513076e+38; 3.1945326524882997e+38; 1.9360494985768248e+38
31953,100000,3.2558518529707316e+38; -7.949660527597107e+37; 2.327499192630918e+38,1.1812146778131154e+38; -1.6820050166236303e+38; 3.070696169588148e+38
32136,100000,2.3081554529437232e+38; -1.0054551249155674e+38; 1.9978562881861285e+38,-3.073923912252473e+38; -2.391251470969404e+38; -8.552755441860489e+37
32107,100000,-3.9584352315255616e+37; 9.115403555187449e+36; -3.3412829848140808e+38,-1.8063402439759358e+38; 1.1198996352246521e+38; 5.8947461703621775e+37
32111,100000,1.8681235059900993e+38; -2.130450309904945e+38; -4.491697809523571e+37,-1.6062213143203061e+38; 9.95621705679477e+37; 2.6580941533825026e+38
33413,100000,-3.015530449355368e+38; -3.1456984160024555e+36; 2.7359700876484915e+38,-5.811843342287972e+37; 1.7384270293072606e+38; 3.2949413297034654e+38
36624,100000,3.2005084588298236e+38; 6.601335121989633e+37; 9.420376077475896e+37,1.5475495767634388e+38; 2.4623214398687914e+38; 3.3394437759112216e+38
31392,100000,3.80968353243214e+37; 1.4244258937957954e+37; 6.978002793100488e+37,-7.306407456438975e+37; -2.4959208739700087e+38; 1.868315580409046e+38
31861,100000,3.2783580259633277e+38; 2.8683663558736723e+38; 8.85997208600652e+37,1.5109002006710844e+37; -1.496823980229042e+38; -7.461404109449361e+37
33502,100000,3.3084122976899227e+38; -2.1368303446698696e+38; 2.0375854721177614e+38,1.657858605166387e+38; -1.795832333208476e+38; 7.309557314650422e+37
36950,100000,3.390317079093557e+37; 3.3830813801734782e+38; -1.5971919912129524e+38,2.8800885745041028e+38; 2.756251685955759e+38; 2.6803336126888106e+38
32416,100000,-1.987549984570129e+38; -2.0619983944371968e+38; -1.7280406101733266e+38,-3.373903995476018e+38; -1.772881772621464e+38; -3.0662896132776586e+38
32135,100000,-3.103304757274203e+37; -2.0782932823127705e+38; -1.706264603926462e+38,-9.981237437281834e+37; 1.5326699954300078e+38; -1.3103379736005549e+38
31974,100000,1.4004444036816418e+38; -1.970193312551804e+38; 2.4298192841271317e+38,-1.3799851314662463e+38; 3.1721431033509246e+38; 2.257581873069306e+38
32102,100000,-1.937582848742861e+38; 1.70393172117385e+38; -1.0214897894759263e+38,2.7893422344000207e+38; -3.066912663547671e+36; 2.6768841832875176e+38
33750,100000,2.4224210724001037e+38; 1.8259612442024123e+38; -1.796133729815186e+38,-4.27463191252361e+37; -2.939337346614194e+38; 1.4823505541479243e+38
31411,100000,3.3209456098804032e+38; -3.086798780220679e+38; -2.6958125392260295e+38,2.2318301088919335e+38; 1.5910222850356176e+38; -8.746116779696422e+37
31771,100000,-2.4321913119302788e+38; -2.90933317243932e+38; 2.634279359322279e+38,-1.9682451871093733e+38; -2.0293386190199047e+37; 1.596218029903785e+38
32364,100000,1.2952501933325425e+38; 1.2694003383517244e+37; 4.185330237749572e+37,-6.056903021022892e+37; 4.46431250007672e+37; -2.454454096007631e+38
33336,100000,3.233809741509867e+38; -1.4686673307449647e+38; 2.8159357185759446e+38,2.1662010991928216e+38; 3.3803056817131945e+37; -2.355531713768221e+38
31928,100000,1.16071189982912e+38; 4.396636691012456e+37; -2.2352943444522372e+38,2.6073345838120198e+38; 5.280850365924611e+37; 6.065261402020557e+37
32153,100000,-6.726012615004e+37; -3.1928991072188216e+38; 1.8636378482821557e+38,-2.1105198001079166e+38; -2.1444930390181292e+38; -2.232687851994072e+38
32246,100000,-1.4782018886755453e+38; -2.293479861944881e+37; 9.69655353608498e+37,-1.0561453286452057e+38; -2.9184669499561324e+38; 1.8560623682951918e+38
34526,100000,-3.009427066657437e+38; 1.034057581762733e+38; 2.7653463184220364e+38,2.768798181712482e+38; 7.904535208590422e+37; 2.1599135522156895e+38
31792,100000,2.5522357448249077e+37; -1.993126024618365e+38; 9.695925795507747e+37,-3.358458332090549e+38; -1.1654428732812198e+38; 2.048035780841947e+38
32177,100000,-5.184086032067029e+37; 1.119910080665598e+38; 9.130100315951315e+37,2.4307885804820902e+38; -9.33280068928925e+37; -2.7091259128898664e+38
31887,100000,2.827147581074723e+37; 1.5281348486426313e+38; 2.5857113041094707e+38,3.2142319428158463e+38; -2.714495478008337e+38; 5.094881966389209e+37
36390,100000,2.071858485041916e+38; -3.136375885311269e+38; 6.889046679880073e+37,2.361520500851891e+38; 2.723148968065735e+38; -1.7750193357695927e+38
32282,100000,2.4107615264153485e+38; -1.1499957901270787e+38; 7.013209506750747e+37,-2.898213341374118e+38; 3.2369062569840567e+38; -2.797703049286838e+38
32323,100000,-1.1245903480936887e+38; -3.0332037297876058e+38; -2.3450603113380476e+38,-1.557160193730033e+38; -3.0074844174655993e+38; -6.327527662942736e+37
32113,100000,-3.059270074137931e+38; -7.516104246969689e+37; 1.0834603595427796e+38,2.0599596066238377e+38; -1.7304073645499767e+38; -6.66280451371518e+37
37336,100000,2.087698844118272e+38; 1.7739565375063614e+38; -1.3304493010791998e+38,3.648434826661429e+37; 5.358620730248613e+37; -1.7693433034420108e+38
35612,100000,2.3817294881327776e+38; 1.3978304067319231e+38; -1.1982667080391934e+38,1.83958980651149e+38; -1.2763207218615024e+38; 1.3908621820884926e+38
31830,100000,-8.261467588096685e+37; -1.9544204938994283e+38; 1.3788085488851384e+38,-2.303521175879409e+37; 3.6698221205282394e+37; -1.0111785166695738e+38
31896,100000,2.9549359393680744e+38; 3.0654073284598998e+38; 2.841316517481666e+38,1.1025536114713691e+38; -2.7959577986464677e+37; 1.6875706112309203e+38
32411,100000,-7.54510657152219e+37; -7.999378798258538e+37; 2.280359830350591e+38,2.2260938378078287e+38; 4.044000632920487e+37; 3.604501099218959e+37
33487,100000,1.552033510466566e+38; -6.679365608216801e+37; -3.1912432512987794e+38,2.3135627433440567e+38; -2.275677433269492e+38; 2.0053252855226733e+38
32511,100000,-2.3858768352485323e+38; -4.1881221114315147e+37; -2.849719114132267e+38,-2.8340489244724857e+38; 3.219200930344645e+38; 3.072729278326818e+38
32126,100000,1.0979113735612853e+38; 1.2775331028955607e+38; 2.2469974976176402e+38,9.91500218635967e+37; 2.4349223383834105e+38; 4.926808736847109e+37
31892,100000,-1.6976365682931166e+38; -1.4849974086012008e+37; -3.2879534311227193e+38,6.635207760148211e+37; -1.368808306830058e+38; 2.1871842660482794e+38
37959,100000,-3.1980715273159448e+38; -8.559458778234496e+37; -3.3974668820089642e+38,1.703975936826786e+38; -3.233054018928035e+38; -2.9522986176473115e+38
50046,100000,-9.94644093536581e+37; -1.0481003108759173e+38; -9.376937621122936e+36,5.827179886309773e+37; 2.5438181898972242e+38; -7.329742875748216e+37
32053,100000,1.2288866054636103e+37; 7.488657076173547e+37; -1.9547721908819556e+38,2.1678056406165664e+38; 3.333196388105105e+38; -1.247536534624288e+38
37194,100000,-1.6130992822410004e+38; -2.5393266502904956e+38; -9.065985464188151e+36,1.4665847836328858e+37; -1.835613440108694e+38; 2.3803805050700387e+38
32163,100000,-1.5040401573298773e+38; -6.177377491707143e+37; -2.14184172243474e+38,1.908257121169229e+38; 8.68373620071943e+37; 8.752262349806328e+37
32037,100000,-1.8375303306403353e+38; 2.191286383390618e+38; 3.0276303264526184e+38,2.915620110944164e+38; -2.4037354969045475e+38; -2.7937122823732235e+38
31675,100000,1.5261024497882974e+38; -1.6051061874402973e+38; -6.554065445227602e+37,2.5440090473715946e+38; -1.7184374976982856e+38; 2.5131505781042148e+38
34380,100000,1.0655593076506926e+38; 1.833412798666698e+38; -2.9592798230328884e+38,-4.058231025028529e+37; 1.603599407230842e+38; 1.7090434968662583e+38
31842,100000,-1.0795936195638914e+38; 1.5214194442349103e+38; -1.5120602277353532e+38,-3.0586782334256963e+38; -8.299721226729652e+37; 5.721924448436682e+36
32283,100000,-1.931051912850485e+38; 3.26876241797984e+38; 1.6288482690620919e+38,-2.2683784025254257e+38; -2.128301185783342e+38; -3.0302905672962333e+38
32058,100000,-2.8583261574716726e+38; -1.2442752245720689e+38; -6.943915668460351e+37,1.3639061498409034e+38; 2.018760150820036e+38; 4.9824838878266026e+36
33820,100000,-1.4403744848803988e+38; -1.2410358195222216e+38; -9.94838906080824e+37,1.8450366476105507e+38; 1.5105252549765489e+38; -1.2959611932011985e+38
34093,100000,-1.5190832148847136e+38; -1.2480384228499304e+38; 2.293190685489957e+38,-2.3843503811017614e+38; 4.757957169836469e+37; 1.3521799761406002e+38
32216,100000,-2.38077601205731e+38; 1.9940861938890018e+38; -3.3349662311671195e+38,2.146625734387953e+38; -1.8850266633296866e+38; 2.175473608391323e+38
32225,100000,-2.305744685738233e+38; 1.0773235108690027e+37; -2.5103430869668773e+38,-2.4767245874006326e+38; -5.117508515482803e+37; 1.761018388420192e+38
31569,100000,-3.340377983697566e+37; -9.51343481509889e+37; 2.010100373215661e+38,-1.631987377596449e+38; -8.004039188925217e+37; 3.3905189397751373e+38
38089,100000,-2.8869024500104495e+38; -4.276837624568007e+37; 1.125203383923959e+38,1.649877781223494e+38; 1.133179492206619e+37; 4.1161714676306307e+36
43479,100000,1.7212401210573182e+38; 2.9902610008783703e+38; -3.2449654724400676e+38,3.0662165966030855e+38; 2.7465351948110336e+38; 2.270262435553509e+38
46468,100000,3.088170479582174e+38; -2.215348825672102e+38; 2.7229840720756575e+38,-2.0774952709069149e+37; -7.135861294105949e+37; -3.0996482951768806e+38
35554,100000,-2.1438768594143703e+38; -3.354841978458218e+38; 1.3648333855489463e+37,-5.672050003221303e+36; 2.1154060354055324e+38; -9.030585687351478e+36
32379,100000,1.0335506229346897e+38; 1.1812668036057968e+37; 4.0046618853737243e+37,7.840421497712799e+37; -1.4608896351342524e+38; -2.53389644076731e+38
31659,100000,2.363485460694293e+38; -2.5386755849422183e+38; 3.206881597575483e+38,-3.6232613139818565e+37; 2.784285018389446e+38; 3.197518071063885e+37
31619,100000,-2.8083981666949395e+38; 1.2071467526118642e+38; 2.922341295838622e+38,2.3903758793468143e+38; 1.5466187916337152e+37; 1.7372421309382152e+38
34132,100000,-6.446763496379871e+35; 2.682979250197511e+38; -1.4178500577191595e+38,4.323742217957172e+37; -1.6760000036122771e+38; -3.2299998936899172e+38
31984,100000,-5.91397985262426e+36; -3.5671642255000767e+37; 1.1073011150872959e+38,5.9004338650752815e+37; 7.788330565422921e+36; -2.820993340234711e+38
32565,100000,-3.745497819000424e+37; -1.0584718224387926e+38; -3.2831830083839404e+38,1.4110519010802556e+38; -1.9850633611527213e+38; 2.4401785248321968e+38
31992,100000,-7.267296886000253e+37; -2.344601117584621e+38; -3.340534766723802e+38,-7.501703736151096e+37; -1.2097297174748893e+38; 2.2870501859824514e+38
