elapsed.ps,repeats.n,param.a.vector3,param.b.vector3,param.axis.vector3
48088,100000,7.641927696126662e+37; -1.8154983603842726e+38; -2.30972612274343e+38,2.4212487491250127e+38; 3.3407272467909407e+38; 6.058726916706501e+37,1.5014417778355535e+38; -1.9992490812536113e+38; 1.1088839543327649e+38
48203,100000,2.0123294100311023e+38; -1.2035824233601665e+38; 9.60068568473188e+37,3.2920563233164872e+35; -2.759851813660407e+38; 3.2949368675733526e+38,1.0838144904144593e+38; -1.6633085900389362e+38; 6.436311352731442e+37
49653,100000,6.074316483788108e+37; 2.735594457422632e+38; -9.922413378828844e+37,-7.251144608817205e+36; 1.7935181102726992e+38; 1.9116365762573894e+38,-2.6697922359455047e+38; 3.104366592122978e+38; 6.887909850821788e+37
47711,100000,3.3979638010442537e+38; 2.057806831668506e+38; -2.4113288254119627e+38,1.524744948113525e+38; 7.893283541862797e+37; 2.3765152862718708e+38,1.4153287513813296e+38; -6.687007513095217e+37; 1.5955659504350277e+38
48345,100000,-6.019654375785786e+37; 1.968865828843245e+38; -2.1020660917851146e+38,-3.231602812520894e+38; 3.1680933146253635e+38; -3.1951646523715494e+38,1.8740439413534052e+38; -2.366823336842766e+38; -6.217999228426396e+36
48240,100000,2.814493233604933e+38; -1.905269116586419e+38; 1.1080915205895502e+38,-2.6456679323147294e+38; 4.924586291814789e+37; -1.1888651013035648e+38,-3.696104066892651e+36; -2.7284390261385596e+38; -1.0334000260433826e+38
48505,100000,-3.1220662396877007e+38; -8.640751690046412e+37; 6.302298880696994e+37,3.288218116568047e+38; 2.6777502421775935e+38; -2.6958685186765355e+38,-2.5966226320039472e+38; -1.0899069206112042e+38; -7.670358563788581e+37
47815,100000,2.558141424735227e+38; -2.091293089924135e+38; 2.8219723721462794e+38,9.26654819831892e+37; 3.125372678101288e+38; 9.57113827042128e+37,-1.151058486978262e+38; 2.7856094597365646e+38; -2.9026714150050006e+38
46794,100000,1.7344121263262177e+38; 1.6674829127594637e+38; -1.4655079398010039e+38,-1.0212458935004424e+38; 2.3394459375356608e+38; -8.698797918091102e+37,1.2292476830605793e+38; 1.8709531049539047e+38; -2.2604190272306887e+37
48312,100000,-9.347998298805265e+37; 1.4897548505978333e+38; 1.0606554266567217e+38,-2.0856697918615226e+38; -1.0308947935151636e+37; 5.868372446094309e+37,-2.5871255965311333e+38; -1.3505358840181282e+38; -2.672871714195627e+38
48169,100000,-1.964211827135591e+38; -2.2956320791339485e+38; -1.9897471780024926e+38,1.0791496376176675e+38; -2.6691979613441177e+38; 1.3108323573346439e+38,-2.4396667996378967e+38; 1.870293318169498e+38; -2.23848740419614e+38
47934,100000,-3.060359848005935e+38; 1.1413121806914193e+38; 2.4676384735463887e+38,-2.091076270965472e+38; -2.5321448518739385e+38; 3.2132450007645327e+38,-8.60553229989015e+37; -3.1521245171901924e+37; -3.0244824964821316e+38
48166,100000,2.3886782416629886e+38; 2.5603436887699915e+38; 1.8199193172055806e+38,-1.0030940496136063e+38; -2.478421413788074e+38; 1.0813451070452147e+38,2.4866163185643335e+38; 2.439069685499165e+38; -1.5194425177708423e+38
43964,100000,9.754249892564007e+37; 2.24702974664891e+38; -1.1726669605218004e+38,2.2997632003220202e+38; 1.8393301916685633e+38; 1.1216753601854518e+38,-2.8978338067844096e+37; -2.3143610589860565e+38; 1.398812683829028e+38
47907,100000,1.5297781294687192e+38; -2.735661389374324e+38; 7.853672502967105e+37,3.1265809012413775e+38; -2.5109290457803268e+38; -1.962094749221162e+38,1.781574204905301e+38; -2.47409902947744e+38; 6.736051393637327e+37
47994,100000,-1.3141062424808173e+38; 1.2994840449252567e+38; -3.2300899475885574e+38,-2.40966916654012e+37; -2.510136409213016e+38; -3.931503233933353e+37,-5.005676379530668e+37; 2.065959346208694e+38; 1.5284910077552714e+38
47809,100000,-1.3098638722760695e+38; -2.1694623078329927e+38; 2.0706778459788874e+38,3.220822711816553e+38; 1.5917619845138628e+38; 2.244919767577842e+38,-3.127304780440132e+38; 1.8807734420358008e+38; -2.7326320086759225e+38
47890,100000,-7.521153552840518e+37; -3.4421191138116434e+37; 2.8968774911715975e+37,-7.582058586518843e+37; 1.6117324253047983e+37; -3.273365713663485e+38,3.0231811770819613e+38; -1.2224295736012278e+37; 5.137317330822209e+37
47870,100000,-2.2836644433473138e+38; -2.1146969623657887e+38; -2.284937570198135e+38,-1.3291294993332781e+37; 1.7431706792653626e+38; 2.4831993410184063e+38,6.652434624745073e+37; 6.07005464247014e+37; 5.804958478348012e+37
47872,100000,-2.5511018060099916e+38; -2.1196231540103236e+38; -2.8405684515094595e+37,-3.248588519267568e+38; -1.9906298684684435e+38; -3.3453431175685398e+38,-2.7692510879189314e+38; 1.2337013959733971e+38; 1.5244299622923803e+38
47817,100000,3.3879195461603333e+38; -8.345582290144709e+37; 1.831358799046136e+38,1.975198199945601e+38; 2.1567529443271525e+38; 1.026975978449618e+37,-8.966257997052536e+37; -1.0222968265540556e+38; -6.327457688629603e+37
47655,100000,-2.1319798064131563e+38; 3.196206762576985e+38; -3.289380501462432e+38,-1.3674579039986468e+38; 2.653263491887201e+38; -2.466479536661636e+38,3.3509804104937787e+38; -3.1353384400600423e+38; 7.470556039722768e+37
47884,100000,3.3341823160359384e+38; 2.779573617462614e+38; -1.0012637649709728e+38,-1.4640082584349099e+38; -2.7940802052834337e+38; 3.196385044957401e+38,1.76156398523853e+38; -2.1107076152208464e+38; -3.0659792924107228e+38
47857,100000,-3.367028461444476e+38; -3.4026449811807765e+38; -2.1153748004947427e+38,2.5876886362217307e+38; -1.7249019072871615e+38; -2.8293436589745586e+37,-1.1799270490394275e+38; 2.0458116118048105e+38; 1.0077068780297648e+38
47862,100000,1.1548663065572516e+38; -1.730359903711504e+38; 2.08749885955958e+38,-7.430199115213902e+37; -1.6582224715946765e+38; 2.8070757535887814e+38,1.1329560307588108e+38; -2.3241909795064903e+37; 2.7788049141386355e+38
48002,100000,2.7835854780822162e+38; 9.935083800108245e+37; 3.085632338844373e+38,-9.429625870375642e+37; 9.877923913363234e+36; -2.099213776522553e+38,2.7027095726117512e+38; -2.0419796561583926e+38; 1.882678771593968e+38
47977,100000,-2.4122097918730973e+37; -1.614280124128125e+38; -1.5623151709548972e+38,-7.920310359719903e+37; -1.1832054977277618e+38; -1.1596469719128803e+38,-1.0571983913518273e+38; -5.265821607468545e+37; 1.701737772927023e+38
48091,100000,3.088242887784459e+38; 2.914975941615152e+38; -3.244216645877501e+38,-1.0760389244567554e+38; -2.5869361588254352e+38; 2.6486080704108747e+38,2.714543750143194e+38; 3.1669874669477484e+37; -1.4401616209916085e+38
47449,100000,2.8866365476205457e+38; 2.40384846992604e+38; -2.155162194941938e+38,1.9794171439672567e+38; 2.878861691547178e+38; 3.2848339965256776e+38,-9.202707285850467e+37; -3.0314695837664936e+38; 3.0895336603316355e+38
47866,100000,3.3613773764807066e+38; 1.969659885179228e+38; 3.3673040993909896e+38,-2.6403490732202678e+38; -3.1437779506961217e+38; 2.569001032485214e+38,2.5368051411285696e+38; 2.5917654005520647e+38; 1.8436020727792844e+38
48155,100000,-2.8175027375419227e+38; -1.6182320502273485e+38; -1.9143456977081492e+38,2.3331410998043416e+37; 2.992324228995302e+37; -9.01915350717838e+37,1.867565739725999e+38; 8.032063394274583e+37; -1.5873738851961128e+38
47866,100000,1.7860864325698252e+38; 7.135435870564513e+37; -4.380614601546051e+37,-2.687373434238142e+38; -2.9925273066214584e+37; -2.7161401786030973e+38,-1.2918001554589613e+38; -4.823085001194274e+37; -3.8161234510114196e+37
47973,100000,2.29091844714206e+37; -1.7340263548955563e+38; 1.5129608681338034e+38,-3.029977406891953e+38; -5.030152177319875e+37; -1.966937580162226e+38,3.2275733062049363e+38; -1.927286889155759e+38; 3.184864129242287e+37
47948,100000,3.121423287303265e+38; -1.4724646034709604e+38; -2.958521058089616e+37,-1.5173837517840237e+38; -1.8061877202557163e+38; 2.964614502406841e+38,3.3844175853181668e+38; 2.6903206711776487e+38; -2.593905803237538e+38
48183,100000,-8.644228602112718e+36; 1.2580932245868447e+38; 2.3281796674731204e+38,-2.6851603191142396e+37; 1.1476176522480385e+37; -1.53218271053928e+38,1.7866421705929653e+38; 2.794509786718839e+38; 1.4057817324453487e+36
48022,100000,-2.6922373588851938e+38; -2.1122630732133505e+38; -9.160825124139406e+37,-2.8471225600548075e+38; -3.3064830348884233e+38; -3.0941939495862666e+38,3.0446269857004785e+37; -2.450128010157244e+37; 2.8125538295986317e+38
48286,100000,2.3628621822471727e+38; 1.892288171615986e+38; -1.7708625066273483e+37,-1.7753846219665545e+38; 2.904023237605084e+38; 3.1527184368494114e+38,3.2961742973832713e+38; 9.977698790631297e+36; 2.4732090373440317e+38
47866,100000,3.3990055056014972e+38; -3.4028068348094136e+38; -9.180165415816968e+37,9.618975347591972e+37; 1.1049839512021267e+38; -1.5582887070003803e+38,8.4848326944593e+37; -3.0869109419457873e+38; 2.5885871469671725e+38
47709,100000,3.7152407738838166e+37; -1.9911121841688183e+38; 2.8788195041352023e+38,-2.069703479021528e+38; 2.7938721077609002e+38; 7.696158802924906e+37,-2.032773267615199e+38; 3.181108942516219e+38; 2.3964989359820607e+38
47901,100000,-2.1797076184403623e+36; 3.1323945497181202e+37; -3.968413669990318e+37,1.3463088270326311e+38; -3.010160072940513e+38; -1.7659644568261385e+38,-7.2911150266580615e+37; 2.4377231363255787e+38; -6.802561978269862e+37
47996,100000,-1.1535806046124761e+38; -2.4473591063041776e+38; 2.320008493116097e+37,-2.5901661325548168e+37; -1.2528016453333e+38; 3.072257078478233e+36,7.732475978500965e+37; 2.756940679409995e+38; -9.673183129619172e+37
47972,100000,2.404149663708654e+38; 2.5515904092573435e+38; -9.91312099286893e+37,-4.0950539931940786e+37; -1.5448138853560982e+38; 6.157750203933689e+37,4.4769656813079585e+37; 9.309573273811147e+37; -2.0530479952562133e+37
48111,100000,-1.2053158594969426e+38; -2.3958801703710773e+37; 1.4648398372286596e+38,-1.783207952998875e+38; 2.393918607832284e+38; 1.8763555275759334e+38,9.761009132329484e+36; 2.7359092404196805e+38; -1.0009837663063944e+38
47562,100000,-8.864216180216085e+37; -2.5330549235928544e+38; -9.283863291397558e+37,-6.6361874005320675e+37; -2.4293726654676593e+38; 2.380960379160607e+38,-6.838447138521363e+37; 3.746897558793196e+37; 3.256014822131897e+37
47837,100000,1.6080279699557514e+38; -8.362928313897992e+37; 4.0047468179639396e+37,1.9470409419892357e+38; -5.427941696261853e+36; -2.5416702827201975e+38,-4.6876451545839695e+37; -1.5062742901007315e+37; -4.2364647276615784e+37
47756,100000,1.4523253876791105e+38; -1.892131997062038e+38; -1.4260077442737962e+38,-3.1570903102394785e+38; 2.019264574346879e+38; 2.067837294513896e+38,-2.50512584274453e+38; -2.4369236037390028e+38; 2.539039654194604e+38
48081,100000,-7.396235206212107e+37; -2.7266679661319687e+38; -8.938432559317287e+37,-1.1281427107237202e+38; -3.2048527481428297e+38; -3.3519898660197525e+38,1.3463145061073201e+38; 2.5328504769040496e+38; 1.3004334645188037e+38
48055,100000,1.0377534424407104e+38; 3.119156525205961e+38; 1.7486396281908913e+38,3.1058530899228297e+38; -1.8989679803948526e+38; -2.699114312685408e+38,3.2522529422106597e+37; 2.9247709256850434e+38; -2.1083931894609738e+38
48312,100000,-3.123528398596028e+38; -2.4468905826423332e+38; 1.663596904491452e+38,1.0352144904065253e+38; 1.2839409245616423e+38; 2.358664737579697e+38,-1.0544290311445447e+38; 6.459594037775713e+37; -1.2132208272279178e+38
48043,100000,-7.246224983602779e+37; -3.6705517802137307e+37; 1.937233661708522e+37,-2.064250147551394e+38; -1.5765961169688763e+38; 1.3884888359287213e+38,3.321521427489051e+38; 3.3334154381288243e+38; 2.5679213998220118e+38
48221,100000,4.1782671421352204e+37; 1.1146256002554146e+38; 2.6410768060768468e+38,6.045370949982496e+37; 2.7146307616803935e+38; 2.830434599081115e+38,5.698131534025819e+37; -1.793517096152219e+38; -9.186249124577584e+37
48011,100000,-1.4815257699613918e+38; 2.966808247829572e+38; -9.603337609787557e+37,-2.972540868079948e+38; -1.0983187457581747e+38; 2.39455081053963e+38,-1.805708852564974e+38; 3.0078357087999345e+38; -2.916692441939909e+38
48000,100000,-2.5550008964321976e+38; -8.891654223927905e+37; -2.287936324458035e+38,8.140516987846989e+37; -2.1637848557367385e+38; -1.4066727260227311e+38,-7.292915090510386e+37; -3.191156848233868e+38; -2.577913934561443e+38
48214,100000,8.94145362422775e+37; 9.32864178120002e+37; 1.6230397925997981e+38,-8.56331852078207e+37; 2.0061659914007446e+38; 7.670387973282506e+37,-1.2151295033836694e+38; -2.3806340351900843e+38; 1.5567624556777055e+38
48090,100000,-2.4195914734362983e+38; -2.094509474439082e+38; -1.64316815730251e+38,1.5709886391857548e+38; -3.1467483095825765e+38; -7.935974464656803e+37,-5.872794518448145e+36; -2.625225900147497e+38; -1.0660186028161673e+38
47954,100000,-2.2667649368414552e+38; -1.2588215659157118e+38; 8.090406759619967e+37,-3.1342466379510777e+38; -2.656140551689479e+38; -2.5803952845523536e+38,2.9054211012749677e+38; -3.259675898477404e+38; -3.9562178570956424e+37
48169,100000,1.4104502233993632e+38; -9.692009262213281e+37; 1.7236786751639653e+38,-2.8072988600944216e+38; 2.167775217002161e+38; 9.70078039024638e+37,3.0717695147043732e+38; -6.4752353250018095e+37; 9.609496363463706e+37
48595,100000,1.1178847806546254e+38; 1.7220763648052768e+38; -3.120778509501965e+38,2.9716439799272745e+38; 2.0898794059747605e+38; -2.9477204721515753e+38,-1.9729292067832406e+38; 2.488784913799156e+38; -3.2981759683870557e+38
48003,100000,-3.188107793598151e+37; 7.281487473879448e+37; 3.2746094310203808e+38,4.255706396122443e+37; -3.1410059537755906e+38; -2.1685603490779183e+38,-6.638712560527722e+37; -1.895849154270099e+38; 3.0298405006271283e+38
48207,100000,3.572713492767636e+37; 1.0334970773733361e+38; -2.1455949823318956e+38,1.5242628352372462e+38; 1.897960147461647e+38; -9.444362055073175e+37,3.005905431877955e+38; 1.0372603770632457e+38; -3.334364249250083e+38
47909,100000,2.2556252290148416e+38; 8.210917231581264e+37; -2.6223675001620543e+38,1.4651841311316816e+38; -2.7756623575946457e+38; -1.6259859140067765e+38,-2.6523789760043856e+38; 2.3801750442607537e+38; 2.4202930419844886e+38
48088,100000,-1.1860459477807052e+38; -4.342398485370851e+37; -2.2147285895864225e+38,1.5193419170192082e+38; 1.5629300322020319e+38; 2.6999185102261927e+38,-1.0953907771077915e+38; 6.709991032597835e+37; 1.991333059609402e+38
47904,100000,-2.1523546023925526e+37; 6.889053778723434e+37; 2.2103281179988142e+38,-2.0601208517801867e+38; -2.1075764168262347e+38; 1.859340411335334e+38,-4.118128086332083e+36; 1.882128915469613e+38; -1.718333727820151e+37
47894,100000,2.9508142495004683e+37; -1.6188587766841014e+37; -1.2320635913979023e+38,-3.2140928054859653e+38; 8.641251651443142e+37; -3.1938032970389523e+38,-2.7926294045244845e+38; -2.052773143253072e+38; 1.4657523428367279e+38
47900,100000,2.6527450734977315e+38; -2.9945272029144024e+38; 2.6535772607637694e+38,2.9449551684262134e+38; -1.0377546593852866e+38; -1.891106518432477e+38,1.119365599379788e+38; 9.197552511449699e+37; -1.9880627238849093e+38
47909,100000,-1.1066417339510812e+38; 1.4845899349922634e+38; 1.9342804668111943e+38,-2.7912295126136405e+38; -1.1509210736531973e+38; 3.8383456195635406e+37,-9.67267708349956e+37; 1.9105137420617313e+38; 3.647648629759167e+37
47840,100000,-6.457752902043942e+37; -1.510254180572196e+38; 1.3313243856415493e+38,-2.7965658145803612e+38; 1.5110271432021912e+38; 4.0343178105757036e+37,2.5504951591387463e+38; -1.3731871776514383e+38; -1.6786105018463391e+37
47951,100000,-1.1101710760462126e+38; 2.988359778508148e+37; 1.4310579628530575e+38,-1.905762790436172e+38; -2.4424381880861396e+38; 3.261384894310608e+38,-2.7379579666137454e+38; -2.6273902360763026e+38; 2.5255889686177502e+38
47808,100000,-3.0505021912903682e+38; -1.1102938860363627e+38; 3.3341877922865313e+38,-2.5629197576137513e+38; -1.722633319772993e+38; -5.281983645561215e+37,-2.6228455565564124e+38; 2.759406817593703e+38; -2.2727928689756605e+38
48189,100000,-2.7360925934024975e+38; -1.389826258017986e+38; 3.059370066417277e+38,-3.2457796083615582e+38; -3.5314864528867732e+37; 1.8114445151767907e+38,1.6285672562770333e+38; -3.075472474225712e+38; 2.1681222490304794e+38
47941,100000,-2.454954970112793e+37; -7.926637964456002e+37; 3.2031788408782403e+38,2.484002524438711e+38; 2.1727442045309596e+38; 9.632273509448607e+37,2.087987665631028e+38; -5.369243135218285e+37; -2.336209676259302e+38
47943,100000,6.301383636963629e+37; 1.8852751228473313e+38; -2.5021471680701377e+38,-1.823204053440892e+37; -2.538750629857752e+38; -2.285610540548784e+38,9.94338539035902e+37; 1.3698813477101392e+38; 1.3734611930051837e+38
47855,100000,-3.2642491761948355e+38; 2.2161769564562193e+38; -3.1139123053788407e+38,1.1782863035145401e+38; -2.9179012735522866e+38; 3.716787814676335e+37,2.3696651052523335e+38; -8.863110788892686e+37; -2.477193516710669e+38
47916,100000,9.642110478106378e+37; 1.6214321074025647e+38; -1.6536799217277946e+38,2.7750017595138548e+38; -1.8544789205774347e+38; -3.2980139119343226e+38,2.1628133283167236e+38; 2.1991587978541793e+38; 2.257599924413853e+38
48088,100000,6.447424592013522e+37; 6.244362177664163e+37; -8.789748299235797e+37,-1.402695700441623e+37; -1.990587681056468e+38; 1.4403441626780414e+38,-1.2323998737491308e+38; -2.270846366125998e+38; -8.990808839757276e+37
48129,100000,-1.9502382610391553e+38; 2.5971690401186696e+38; -4.037436991642625e+37,-2.161254016666395e+38; -1.9670629254535765e+38; 2.5889581122388233e+38,9.036852951919006e+37; 2.0667797696771616e+38; -1.556676559673034e+38
48102,100000,-5.579194469989525e+37; 1.3498178867181589e+38; -2.62223262213819e+38,-1.8989059162214654e+38; -7.888438581268724e+37; 3.0595964181084536e+38,1.7954749571512596e+38; 4.0784465026804886e+37; 1.4045353656986983e+38
48166,100000,-1.1048240244024019e+38; 1.5028649945174417e+38; -1.944265699883168e+38,-2.3066575969944935e+38; 3.0100130254708865e+38; 1.4953166929593467e+38,-8.872153701214474e+37; 6.242261427089465e+37; 1.0816010710544128e+38
48026,100000,7.895557707039606e+37; 3.310751873637704e+38; 9.839387335116296e+37,-1.2174252693267068e+38; -1.301168904691032e+38; 1.959134125891317e+38,-2.8062500566938168e+38; 4.92509183087416e+37; 2.9707718363143175e+38
48193,100000,-1.68691305551157e+38; -2.71463400686593e+38; 2.5893029132020853e+38,-1.6735313301273687e+38; -1.843205146023341e+38; 9.972504845826982e+37,1.5373389047087204e+38; -1.3011566338332219e+38; 1.7865044530317565e+38
48174,100000,-2.8303191921704702e+38; -8.243305704417095e+37; 2.0948819862444652e+37,-2.1531262466659235e+38; -1.1783619569023618e+38; 1.2824935718123257e+38,-3.027399715455425e+38; -1.656931394811356e+38; 9.454419087875145e+37
48029,100000,-1.9388705789285967e+38; 1.595583824308491e+37; 2.813794656712159e+37,-2.2284581582953264e+38; -1.2402510930946564e+37; 2.5444909574237773e+38,-2.4922421519281464e+37; -1.9395467944647824e+38; -1.2272275550640556e+38
47844,100000,1.948470649042197e+38; 3.356620340132266e+38; -4.0452700582315555e+37,-1.210972015063113e+38; -2.091338319697551e+38; -1.1834863076887244e+38,8.057692754109997e+37; 2.762628881183339e+38; -1.8157196414730484e+38
48022,100000,-2.1280309226753734e+37; 2.470072768347019e+38; -1.0061314418638012e+38,2.2458326788341025e+38; -2.4290528118682097e+38; -1.3356012359426233e+38,-2.1781908428059242e+38; 1.2414645896612428e+38; -2.9642297450966596e+38
47321,100000,2.5781339987056425e+38; -7.505304370915984e+37; -3.101932500146444e+38,9.458401539000822e+37; -5.193337282764965e+36; -1.5947308222195973e+38,1.1359202035103365e+38; 1.9980791918676727e+38; -1.6362063216181046e+38
47815,100000,3.288257261618582e+37; 7.313294855680135e+37; -1.83552460315463e+38,-4.0255418654703236e+37; 1.0516124129228856e+38; -1.182706956099704e+38,-1.7479177772330973e+38; -2.2313463734228864e+38; -1.6754136391506356e+38
44240,100000,-8.177065889952769e+37; 2.203945446520641e+38; -3.3469212918598e+38,-2.8760047113304075e+38; -3.388607525494089e+38; -2.4166607666606186e+37,-9.230854199777935e+37; 3.6641732159235023e+37; -8.410477887912553e+37
40217,100000,-1.568351900584268e+36; -3.9544347797613614e+37; -3.4547834503681635e+37,-1.8467028475594907e+38; 9.17251083443255e+37; -1.514803322222199e+38,-2.518827573846253e+37; 1.218576803131954e+38; 2.760823746728614e+38
45719,100000,1.2777832864180217e+38; 2.5396803755139832e+38; -1.5200636665649542e+38,-1.9342265156016486e+38; 3.758777219628175e+37; -9.04237179557216e+37,-1.6344798829126418e+38; -1.8208683311509354e+38; 3.370582041019084e+37
44392,100000,2.214665511292555e+38; 5.09138882839522e+37; 3.0711109448645427e+38,2.21192596622739e+38; -2.5028286570328204e+38; 2.188653118151776e+38,3.067957435819367e+38; 2.2648377022809162e+38; 2.8866365476205457e+38
43517,100000,-4.41832213630044e+37; -1.7777891016250674e+38; 7.4043948195956565e+37,5.254818907318804e+37; -2.356221974873057e+37; 7.118434647774492e+37,2.623464575697516e+38; 1.1560140881167222e+38; 1.0599030506724743e+38
45674,100000,-3.1735476602159775e+38; -2.4957805196955515e+38; -1.21355538557433e+38,-6.645795177961317e+37; -1.7919908448295443e+38; 1.2915790771942815e+38,1.1067594733388304e+38; 3.124378231558421e+38; -9.716595599134828e+37
47962,100000,7.052657272249129e+37; -1.1895820844830538e+37; 1.8932039224095908e+38,3.206820141874384e+38; -2.718771415600979e+38; 5.435648251320881e+37,2.7383072297071203e+38; -3.3905964185798232e+38; -4.509867932932062e+36
47809,100000,-3.1014806080604745e+38; -2.486342506034684e+37; -2.0784137598258162e+38,-2.818242082078e+37; 1.5131966511454458e+38; 2.3680368334093523e+38,-2.1907434232855282e+38; -4.744491678100604e+37; -1.7978985022748e+38
47944,100000,2.7394298610786824e+38; -1.0105871830175794e+38; -2.4021451531675252e+38,-9.835644216423942e+37; -1.9051054375409176e+38; 2.333254732004146e+38,-2.8270504790387457e+38; 1.7187040085604776e+38; 1.1430397349294103e+38
47843,100000,3.3378990675958075e+38; -5.689503016685245e+36; -2.340391706295479e+38,-1.7222919668193636e+38; 3.389367304557842e+38; -2.9625300791718736e+38,3.315723700703847e+38; 3.1978863489162635e+38; 2.4969090329658986e+38
47972,100000,4.1370000444953907e+37; -8.59319869337523e+36; -3.0487879220306676e+38,-5.282681867511821e+37; 3.215369887406659e+37; -5.502755138795763e+37,-2.040744051765338e+38; 3.0601531702520738e+38; 1.1001997364248173e+38
47942,100000,-2.2649668505240675e+37; 2.0654835208793922e+38; 3.3326946012915105e+38,5.760475604665523e+37; 2.8737994049342024e+38; 2.0090909176896872e+38,-4.9884540784759675e+37; -2.2204278833025186e+36; -1.4569849670494054e+38
48243,100000,-4.958052267660814e+37; -9.821673692688946e+37; 5.157105863752012e+37,-1.0662605719627389e+38; -7.8232098449231405e+37; 7.466573081536851e+37,1.7801907417462358e+38; -1.4853632018584027e+38; -2.0655167840311422e+38
48117,100000,-3.3373601639726385e+38; 3.2451522734325173e+38; 2.3277028280233385e+38,-4.1588320301927613e+36; 1.0763951849814435e+38; -7.158364120500961e+37,1.915650262293856e+38; 2.114943596466569e+38; -8.628735376476728e+37
47909,100000,2.9906277068440044e+38; 1.3238776989555686e+38; -3.1707981767701065e+38,-1.9592326984019907e+38; 2.710246313196372e+38; -5.293271820626127e+37,6.5419979185736695e+37; -2.451755521409865e+38; -1.0367009501768589e+37
47960,100000,2.693494462632428e+38; -2.3596496513900503e+38; -2.327404676602165e+38,1.0138077254264952e+38; -1.3106869324577857e+38; 6.817172412027852e+37,-1.3059543364129177e+38; 3.255642335679526e+38; 5.978275724893136e+37
47569,100000,1.6477638470825535e+38; -2.4573462662050637e+37; -2.510413872576394e+38,2.89340296228842e+38; -1.0794596542484593e+38; 4.743094727139153e+37,3.4004615797869434e+37; 1.4108473529794027e+38; 1.2838655754099648e+38
47891,100000,5.78983895610897e+37; 1.5502227983492e+38; 1.1539367637251162e+38,2.1192955930952246e+38; -3.0688058490130876e+38; -9.19325013700379e+35,-3.0273019542411352e+38; 1.7942574041027523e+38; 5.368406485822135e+37
47769,100000,-1.933151953540847e+38; -2.445495355685698e+38; -1.725937932769716e+38,1.77562537416855e+38; -1.906952556583522e+38; -6.233004028286118e+37,-2.169951925200825e+38; 5.512520104899441e+37; -2.8456405243850687e+38
48013,100000,-2.5475564408112733e+38; -3.2032196085215437e+38; 2.5507016340685115e+38,-3.1821392889240843e+38; -1.4002824486409566e+38; 2.020947405871694e+38,-7.383977531968141e+37; 3.1820695174350478e+38; 1.527677176069925e+37
47846,100000,-2.7860654083044547e+38; 7.158665314283575e+37; -3.1877443328180535e+38,1.6795435433941311e+38; 7.484051955073038e+37; -2.3147160011541204e+38,-2.383193472457969e+38; 9.751900175411424e+37; -8.116356581527119e+37
47914,100000,5.985134728760851e+37; -1.4131442344549683e+38; -1.742240527960939e+38,1.416936233754467e+38; -2.120591841892994e+38; -2.5480630954031725e+38,-6.198221343761636e+36; 7.030855203105924e+37; -4.0201710834072766e+37
48358,100000,3.3581403039079638e+38; 2.9554310329864995e+38; 1.0571676635012778e+38,9.978727489093383e+37; -4.699907899430337e+37; -9.533876441617931e+37,-1.355622306698532e+38; -1.17790763092724e+38; 1.0036831522005444e+38
47934,100000,-2.198535316582963e+38; 2.2853174597300114e+38; -2.999663114674239e+38,-2.1159956450527105e+38; 3.3291013696061276e+38; 7.18007948234311e+36,9.2120037282923e+37; 2.624071729629001e+37; -8.330246760243388e+37
47930,100000,2.04827511327527e+38; -9.665526519993793e+37; 2.7346653202386886e+38,-3.148374046124357e+37; -1.71030790228095e+38; 7.93456838661103e+37,-2.8628533941193037e+38; -2.91555378746476e+38; 3.660250851436276e+37
46234,100000,4.642517300276085e+37; 2.2316808303572506e+38; -2.46760155956091e+38,-5.628458921736075e+37; -1.7067546269424862e+38; -1.1833936170768357e+38,2.7593021603601482e+38; -9.759021329423266e+37; 3.053673346031899e+38
48216,100000,2.221813032436882e+38; -2.6748792670981966e+38; -1.9948956648562835e+38,-2.910077536871774e+38; -4.482161020527934e+37; 1.9085497963398097e+38,2.780135845856827e+38; 2.086693242250123e+38; 2.280788397665516e+38
48038,100000,-2.975507373308578e+38; -1.0188103817552359e+38; -1.390642219356341e+38,-1.8131220732751088e+38; 7.6592417750848195e+37; 1.04708233673791e+38,9.262001896206262e+37; 1.957128804053804e+37; 1.5630496984186934e+38
48228,100000,-3.319861717911184e+38; -1.874020616582361e+38; -3.3861774899994756e+38,-1.2963092393499971e+38; -4.94197991584811e+36; -8.393081158135261e+37,3.0748743459665002e+38; -2.132222384032016e+38; -2.6490161524921e+38
48088,100000,-3.302515795569949e+38; 1.7230734480613923e+38; 2.054712141611181e+38,-2.624658601150883e+38; -1.8276945789271404e+38; -8.631605337435645e+37,4.858014352893203e+37; 3.8419875797379963e+37; -7.873502614836595e+37
48046,100000,-2.515483866505019e+38; 3.173900574143081e+38; 1.96042814362403e+38,2.0486951619781616e+38; 2.3140349178396297e+38; 6.602993208974731e+37,2.8609845728984232e+38; -9.661317920001036e+37; 2.5530233614958415e+38
47990,100000,3.1671481543378333e+38; -2.4576380286672122e+38; -2.3845325171400022e+38,-2.8157115979498242e+38; 5.369392210928872e+37; 2.7379975173124725e+38,-1.7814762408669152e+38; 2.331954021076264e+38; -7.461811278822154e+37
