runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.vector3
2,3471,37982,50000,Vector3(-1.5862021957463218e+37;2.289569666903417e+38;-2.381465613983834e+38)
2,3375,37467,50000,Vector3(8.428991671398766e+37;-2.5012362850548377e+38;-2.4125723399447625e+38)
2,3439,39106,50000,Vector3(2.2175462219285618e+38;2.7208304858239417e+38;-1.4702031148001532e+38)
2,3314,34990,50000,Vector3(2.563329867935937e+38;7.54604716826756e+37;2.500526197894614e+38)
2,3561,38937,50000,Vector3(2.2794811963665606e+38;2.063632142530771e+38;1.7069663752987484e+38)
2,3323,35330,50000,Vector3(1.936129030975483e+37;-5.969434115486664e+37;-6.261222437707438e+37)
2,3401,35500,50000,Vector3(7.641253813067581e+37;-1.7899301520138133e+38;-1.2868029753808136e+38)
2,3812,35392,50000,Vector3(-3.2895892074572538e+38;-1.396790831827688e+38;3.2452196110324014e+38)
2,3317,35689,50000,Vector3(3.3741224370274492e+38;-2.990975144520515e+38;-6.507629882560522e+37)
2,3317,39415,50000,Vector3(-9.534006249039394e+37;-2.980640039882878e+38;-1.3335290835654662e+38)
2,3863,35882,50000,Vector3(-6.41175442530382e+37;3.252515396590931e+38;1.607076015061004e+38)
2,3411,36279,50000,Vector3(-1.4497131147342082e+38;-1.823508898057235e+38;1.8814370824780323e+38)
2,3394,36139,50000,Vector3(-4.771332404849597e+37;-3.1807254021506138e+38;2.9557408467931953e+37)
2,3764,35337,50000,Vector3(-1.808590982969653e+38;-5.627177580509364e+37;-1.244620836831715e+38)
2,3341,35781,50000,Vector3(-1.2569689706225143e+38;2.1232831148233026e+38;-1.4330319483677329e+38)
2,3342,36814,50000,Vector3(-3.2129592216132172e+38;6.565302407208265e+37;-1.3276463639766436e+36)
2,3714,35639,50000,Vector3(-2.4783124972485025e+38;-1.50155556215343e+38;1.9781330646152496e+38)
2,3318,36439,50000,Vector3(-1.0732127735025826e+38;2.945586204895007e+37;-1.8937971828904976e+38)
2,3294,35678,50000,Vector3(-2.9356921919602257e+38;-1.1664042594964329e+38;-2.539368229230183e+38)
2,3444,36056,50000,Vector3(-2.225856939263658e+38;-2.8269711748171954e+38;-1.6880451182035978e+38)
2,3349,36010,50000,Vector3(-2.1951889218224566e+38;9.090232197513897e+37;-1.7843226742306917e+38)
2,3306,35697,50000,Vector3(-7.470683311843031e+37;-2.6844026697034952e+38;4.874447161154082e+37)
2,3682,35756,50000,Vector3(-1.0967059899585403e+38;-2.765710184850326e+38;-5.348491694892549e+37)
2,3317,36409,50000,Vector3(-1.6263114466809151e+38;-2.884983125589656e+38;2.454126332268436e+38)
2,3342,35991,50000,Vector3(-2.8800711316318436e+38;-7.904495150831455e+37;5.928927354676852e+36)
2,3990,35735,50000,Vector3(2.8285773388337086e+38;5.515109661545587e+37;-7.9484035252619205e+37)
2,3364,35306,50000,Vector3(2.2740607223999847e+38;7.967404086578621e+37;9.316102181462563e+37)
2,3313,35859,50000,Vector3(-3.1647274487516375e+38;-4.862935879583529e+37;2.047342122433502e+38)
2,3488,36580,50000,Vector3(1.6779835218594663e+38;1.4648715791996893e+38;-2.9650840401891654e+38)
2,3790,35396,50000,Vector3(-2.634879921470643e+38;5.492470435945991e+37;1.735097671770821e+38)
2,3340,35453,50000,Vector3(-1.362437703385599e+38;-2.895597113359343e+38;8.3447958397123275e+37)
2,3717,35977,50000,Vector3(1.2299916418448412e+38;-1.707442606276242e+38;-2.2241550422738157e+38)
2,3330,35766,50000,Vector3(-3.1620548356381643e+38;-9.792327074233423e+36;-3.295845519523596e+38)
2,3390,35932,50000,Vector3(8.935831340285618e+37;-2.528437633046583e+38;1.1926507116440383e+38)
2,3424,37017,50000,Vector3(-3.5623474067493295e+37;-4.632572074257054e+36;-4.232668621174135e+37)
2,4136,49224,50000,Vector3(-2.3618825418633163e+38;2.2175904375814978e+38;3.28581282561315e+38)
2,3428,49543,50000,Vector3(2.7760678029626227e+38;-2.8530975550999473e+38;2.543334251604081e+38)
2,3645,36099,50000,Vector3(2.400655815830329e+38;3.1838803309644618e+38;-2.3341242389038547e+38)
2,3402,36994,50000,Vector3(-2.149929079734076e+37;-2.9702491079128074e+37;-1.1498015860551237e+38)
2,3324,35789,50000,Vector3(1.6300781943804573e+38;2.614528754498435e+38;2.6886753621106005e+38)
2,3412,35820,50000,Vector3(2.9107255598586107e+37;6.895493443772593e+37;2.133650417786185e+37)
2,3409,37459,50000,Vector3(1.0470451185162873e+38;1.6157609428532876e+38;2.9217387054492975e+38)
2,3420,37042,50000,Vector3(1.8436067377334933e+38;9.808214285675963e+37;3.0157795173453007e+38)
2,4104,49842,50000,Vector3(-2.9523247819557003e+37;-2.7042043861995403e+38;-2.210042541671595e+38)
2,3364,48539,50000,Vector3(-1.060268539693532e+38;7.447787006701709e+37;2.7163352953834844e+38)
2,3359,37060,50000,Vector3(2.5878610367033617e+38;-1.5434778830355057e+38;-9.444697728952115e+37)
2,3545,37021,50000,Vector3(-2.063454874270835e+38;-1.2237783284868586e+38;6.076026797977935e+36)
2,3721,36053,50000,Vector3(7.878733955333617e+37;-4.32684238426509e+37;-6.245540585662135e+37)
2,3295,35917,50000,Vector3(3.099950908728167e+38;1.937211072174826e+38;-2.5834548860410645e+38)
2,3714,35684,50000,Vector3(1.7925761951707057e+38;-2.454737441269794e+38;4.594531654455045e+37)
2,3365,36381,50000,Vector3(1.9721795689242897e+38;-2.6039956935430666e+38;-3.2974253164076246e+38)
2,3323,36339,50000,Vector3(-2.8556874159822375e+38;5.647487878426221e+37;1.8034001058797904e+38)
2,3504,36236,50000,Vector3(1.2450492013225442e+38;1.1253968781115779e+38;1.053375664201779e+38)
2,3423,50061,50000,Vector3(-1.6851427053893152e+38;2.3856561626320445e+38;-2.730374170838844e+38)
2,3371,50352,50000,Vector3(1.9137645052609566e+37;5.1518055630623375e+37;4.461953655839816e+37)
2,3547,37204,50000,Vector3(-1.064839687757955e+38;-1.884507230819737e+38;-3.144650499957271e+38)
2,4160,50705,50000,Vector3(-1.5699152940695295e+38;2.4170261542696284e+38;1.1831766967061246e+38)
2,3399,49875,50000,Vector3(1.3040583367631683e+38;1.3335565155244552e+37;3.0755377582316237e+36)
2,3492,49828,50000,Vector3(7.890828356180275e+37;-2.755179354960014e+38;-5.2015998293772525e+36)
2,3328,36011,50000,Vector3(2.7454963297911346e+38;2.8003995956436435e+38;-1.5133928834583611e+38)
2,3369,37047,50000,Vector3(-1.1162985948115718e+38;-3.1595994471315462e+38;-5.604675768234833e+37)
2,3571,35433,50000,Vector3(1.479416095126468e+38;2.9502616552508168e+38;2.60352575011255e+38)
2,3338,35981,50000,Vector3(-1.3093975796792816e+38;-1.749715407196269e+38;-2.0180610161609982e+38)
2,3307,38264,50000,Vector3(-5.956475937521011e+36;-2.7105641385548614e+38;2.186948584448685e+38)
2,3838,37292,50000,Vector3(2.0537286475695e+38;9.320117084443606e+37;1.174042209304976e+38)
2,3307,35665,50000,Vector3(-2.4561328710505252e+38;-1.232056086906349e+38;-1.6946309433669635e+37)
2,3316,36187,50000,Vector3(2.2917711196417973e+38;-2.9676238035197347e+37;2.5603771547458375e+38)
2,3464,35790,50000,Vector3(2.2241917534351983e+38;-1.6766483308352579e+38;3.261863559177254e+38)
2,3709,36452,50000,Vector3(-2.1635580983973697e+38;-6.455735816408859e+37;-2.825381490258485e+36)
2,3316,36350,50000,Vector3(3.602767967318327e+37;-3.0515422732548435e+38;-1.5127300543125138e+38)
2,3299,37461,50000,Vector3(-2.2812463744743665e+38;9.512275675390042e+37;-5.630338086985853e+37)
2,3383,36451,50000,Vector3(3.9062232386033613e+37;-7.422368076865932e+36;-9.070301687716868e+37)
2,3306,36383,50000,Vector3(-1.2901474433124078e+38;-2.786822753479055e+38;1.7164747689209403e+38)
2,3809,34771,50000,Vector3(5.032773171700907e+37;-2.7710166716749293e+38;-6.193959375678608e+37)
2,3484,39830,50000,Vector3(-3.3774231963663475e+38;-3.062109611482442e+38;-1.2606407966451113e+38)
2,3321,36730,50000,Vector3(1.8596505293781738e+38;1.3982229727698018e+38;1.45943183694399e+38)
2,3469,35274,50000,Vector3(1.1955932836293361e+38;2.7733953926732456e+38;-7.120153074928161e+37)
2,3363,36240,50000,Vector3(-1.0260715858053912e+38;-2.8797023974252492e+38;-1.3110948117149152e+38)
2,3433,37096,50000,Vector3(1.6941886600725438e+38;-1.9599630679718182e+38;-3.1442708132494905e+38)
2,4112,35669,50000,Vector3(1.9410237595321203e+38;-3.7151796731248856e+37;-2.3187092019568873e+38)
2,3340,37239,50000,Vector3(-3.2974253164076246e+38;6.420795816444888e+37;2.6600658064200736e+38)
2,3387,36875,50000,Vector3(1.881723470101636e+38;1.887784462563495e+38;-1.968771109990396e+38)
2,3670,36487,50000,Vector3(-3.335862510847505e+38;-2.980283475122046e+38;3.006549804031063e+38)
2,4114,35215,50000,Vector3(2.6606446663901618e+38;-2.4707133882543503e+37;1.8124555932955328e+38)
2,3317,36139,50000,Vector3(-4.1326337487679646e+37;9.796493081166013e+37;-1.581998742415001e+38)
2,3463,36596,50000,Vector3(6.732389341200858e+35;-3.2329943886438004e+38;4.30501546917012e+37)
2,3417,38538,50000,Vector3(1.334349811270078e+38;1.3714213910713444e+38;-1.9981828349807473e+38)
2,3439,36873,50000,Vector3(3.1358118315001915e+38;-3.396138789828117e+38;-2.628075984345002e+38)
2,3973,36881,50000,Vector3(-2.3926105952369446e+38;-1.8613737228981e+38;-1.1071548789140536e+38)
2,3374,36774,50000,Vector3(-5.932589597260911e+37;-8.203253523112524e+37;2.1398349808285546e+38)
2,3764,35963,50000,Vector3(-1.6491201318127497e+38;-1.1409786364654872e+38;9.441903827029212e+37)
2,3483,36436,50000,Vector3(-2.7983236910207097e+38;-3.524886556801745e+37;-7.344225023265463e+37)
3,3583,43666,50000,Vector3(1.6665038808478954e+38;-6.190213214624814e+37;-2.0424278974106333e+38)
3,3688,39276,50000,Vector3(2.497805718294476e+38;1.4964115374297518e+38;3.0027131834304362e+38)
3,3535,42585,50000,Vector3(-1.4440975239872451e+38;-2.502655242430709e+38;1.2741206888917943e+38)
3,3964,43423,50000,Vector3(-6.135736183610126e+37;-1.922836117192334e+38;-2.809316959849985e+38)
3,4234,40049,50000,Vector3(8.648036117455563e+37;2.5971864829909287e+38;-4.419471134804487e+37)
3,3608,41048,50000,Vector3(1.4000301354654872e+38;-1.4988143944954964e+38;-3.3307888660851514e+38)
3,3564,39036,50000,Vector3(-1.7711595932220178e+38;2.584729027012366e+38;-9.490195230175027e+37)
3,4356,38132,50000,Vector3(1.7762833355360923e+38;-1.082374084390432e+37;9.512606278666582e+37)
3,3673,43358,50000,Vector3(9.728724480077812e+37;-2.5049461405954416e+38;4.256620625735327e+37)
3,3566,40982,50000,Vector3(1.1232123611852166e+38;3.0561985060275538e+38;-1.3520050403577687e+38)
3,4557,46182,50000,Vector3(-2.9679456853601447e+38;3.2990523713060295e+38;1.7688857322813524e+38)
3,3566,40262,50000,Vector3(1.6658537282080504e+38;-2.4459312246680805e+38;-2.2144894599771955e+38)
3,3561,52268,50000,Vector3(3.3138143146637593e+38;-2.7695109055859542e+38;-2.4376436292799324e+38)
3,3677,39781,50000,Vector3(3.3544578296203248e+38;-2.700931008113607e+38;-2.8928559457014094e+38)
3,3608,39042,50000,Vector3(2.5737783512432583e+38;1.8897204185601636e+38;-2.0271380029309205e+38)
3,3584,49293,50000,Vector3(3.068618033900158e+38;1.4389967007960228e+38;-1.9160404958546303e+38)
3,4024,47192,50000,Vector3(2.0355857279428894e+37;-1.7402358145957142e+38;-2.5171370857118125e+38)
3,3513,44717,50000,Vector3(-2.802808537432269e+38;7.046326118091349e+37;-5.440274161891234e+37)
3,3587,46917,50000,Vector3(7.869720959565994e+37;-2.1228661084818515e+38;4.895429313889059e+37)
3,4206,47481,50000,Vector3(2.518829044320949e+38;3.2764125245576394e+36;-2.4066671163886594e+38)
3,3833,38954,50000,Vector3(-2.4608290601701547e+38;-2.4743184851493514e+38;4.0275903888402924e+37)
3,3551,41794,50000,Vector3(1.494429236127139e+37;4.2131255054005364e+37;1.3941993483526294e+38)
3,3680,38383,50000,Vector3(2.9540662296442698e+38;9.595698240210342e+37;-2.147957883050721e+38)
3,4227,43737,50000,Vector3(1.3789367337138335e+38;1.1626425823992916e+38;2.8445740752881087e+38)
3,3584,39308,50000,Vector3(-2.6624986814520316e+38;-3.049141038781867e+38;-2.844154026585217e+38)
3,4343,41430,50000,Vector3(7.140689014651859e+37;3.2316520987762307e+38;-3.2253732732352282e+38)
3,3591,39158,50000,Vector3(-2.615627858274857e+38;-3.2830572574443977e+38;8.289726562337213e+37)
3,3638,45810,50000,Vector3(-1.9980171276942855e+38;1.2100739099658632e+38;-1.935550956948767e+38)
3,4563,46818,50000,Vector3(6.1443501229687965e+37;1.5789019227046675e+38;7.679875070374614e+37)
3,3557,44630,50000,Vector3(-1.8485416508141578e+38;-7.748881405508878e+37;2.0793193694146193e+38)
3,3485,38953,50000,Vector3(2.9491718813828126e+38;-3.2004859453551635e+38;-3.8284526207492394e+37)
3,4334,45371,50000,Vector3(-6.127495947648402e+37;-1.4415377824832163e+38;-1.9041095712293783e+38)
3,3579,45282,50000,Vector3(-2.5908074623464842e+38;3.3775718664287423e+38;-2.0930996441475323e+38)
3,3562,39586,50000,Vector3(2.1168677886656675e+38;-2.3176324088310294e+38;2.1540298280137662e+38)
3,3735,45674,50000,Vector3(-2.1898785813400285e+38;-1.448057360226214e+38;-9.44778065521187e+37)
3,3942,43444,50000,Vector3(-2.9297595871511576e+38;6.681361397321801e+37;-2.9931989079094593e+37)
3,3560,46072,50000,Vector3(2.0931671845715124e+38;-1.735729671654071e+38;1.5351635148666808e+38)
3,4316,46403,50000,Vector3(-2.3244477041060485e+38;-6.442650619853063e+37;1.1131387982194189e+38)
3,3589,40076,50000,Vector3(1.5162646698341422e+38;-2.6841935580604816e+38;-3.1759967611756184e+38)
3,4016,41301,50000,Vector3(2.6874296165127442e+38;-1.155907199818111e+36;1.1731050605692393e+38)
3,3816,41230,50000,Vector3(1.5439979240177433e+38;-5.610708770971439e+37;-6.512153874022616e+37)
3,3736,55545,50000,Vector3(-2.7900316335024488e+38;1.0029666760812954e+37;1.6127758792198702e+38)
3,3608,49776,50000,Vector3(2.242769832159855e+38;-1.4441979219147832e+38;-2.4473081974560724e+38)
3,4412,51656,50000,Vector3(-1.2257531252979181e+38;1.6326555815808414e+38;1.5693447498873788e+38)
3,3609,47502,50000,Vector3(-3.224072815837466e+37;-4.220442891725294e+37;-3.3837171830085287e+37)
3,3597,41724,50000,Vector3(-5.713750510601351e+37;3.3138753647166663e+38;-2.143953526922672e+38)
3,4536,47664,50000,Vector3(-2.9719044060665854e+38;9.022662364039811e+37;3.203688943479772e+38)
3,3710,39812,50000,Vector3(6.6616316833798485e+37;-2.3237256503241585e+38;-4.791339987803119e+37)
3,3948,42628,50000,Vector3(1.6614125903891868e+38;1.3094449391057061e+38;-2.7377652837225107e+38)
3,4571,46236,50000,Vector3(1.0337887130704246e+37;2.8772832256962797e+36;-2.9415329174537893e+38)
3,3641,47311,50000,Vector3(3.2323623887605506e+38;1.6363441405913614e+38;3.1673173096339278e+38)
3,3566,46447,50000,Vector3(2.2089568242855114e+38;-2.8914580820315257e+38;1.9259490614183023e+38)
3,3640,40249,50000,Vector3(6.58348862977938e+37;-3.1203085660714483e+38;6.663451522581536e+37)
3,3562,40153,50000,Vector3(3.144783958212463e+38;-2.7181635517851576e+38;3.4521720901316934e+37)
3,3763,41097,50000,Vector3(-3.1624351308182328e+38;-2.888849764156496e+38;2.8610529246187876e+38)
3,4267,37922,50000,Vector3(-3.3961635343678335e+38;5.154315004190549e+37;1.0961254059836358e+38)
3,3550,42131,50000,Vector3(-8.3302660285325115e+37;-3.3304061370159305e+38;3.1976245030082803e+38)
3,3536,40277,50000,Vector3(-2.2710386433690406e+38;-2.6920465014108234e+38;-3.2944797020608863e+38)
3,3774,43119,50000,Vector3(2.0879034936311728e+38;-3.2966430238692117e+38;-2.933593571038536e+38)
3,3617,43151,50000,Vector3(5.088551826351909e+37;2.2889435489189523e+38;-1.2345982841260706e+38)
