elapsed.ps,repeats.n,param.a.vector3
29282,100000,-2.051740160131958e+38; 1.5608539247550021e+38; 4.12783239535454e+37
29299,100000,-2.2366901798811605e+38; 9.840622533861158e+37; 1.036845196138659e+38
29193,100000,4.270555655253516e+37; 7.6516713657002565e+37; -1.5585019765373626e+38
29213,100000,-7.368889447463984e+37; 1.2648663324498881e+38; 5.210160083733004e+37
29328,100000,-3.351704898164821e+38; -2.536440666227992e+38; -3.3779734581388946e+38
29176,100000,1.2885782439873972e+37; 2.3473424880666505e+38; -1.4403982152996351e+38
29393,100000,1.3549537984779956e+38; 2.320667671428216e+38; -5.710311120992812e+37
29222,100000,2.623542257326298e+38; 2.6470795880231435e+38; 7.035812224013056e+37
29138,100000,-2.1908608584371333e+38; -3.3315376926477182e+38; 5.591361380450516e+37
29682,100000,1.0231481806971689e+38; -2.1663789759250456e+38; 2.8279659763022305e+37
30286,100000,-2.005295692219411e+35; -1.6608126367131108e+38; 2.8486611836473405e+38
29353,100000,2.7567812596705104e+38; -1.1150594409968367e+38; -2.7680351574631925e+38
29357,100000,-5.735693669256361e+36; 3.1454325896715876e+38; 2.823369018871587e+38
29317,100000,-1.1128483541138946e+38; 1.118093689473543e+37; 1.5406440247656835e+38
29781,100000,2.0836157922409608e+38; 6.323764261840778e+37; -1.0858815721892155e+38
32063,100000,-1.1878136611897115e+38; -1.8612822492307876e+38; -3.0786012387311712e+38
29285,100000,3.0640881605392783e+38; -2.093959263372559e+37; -1.5190640480076382e+38
29304,100000,9.217321776090378e+37; 1.157467627000968e+38; 1.2546777682216378e+38
29453,100000,2.1511477990211353e+37; -3.1198214840048166e+37; -8.795656565153341e+37
29934,100000,1.4882580087690838e+38; 2.2951376953998595e+37; -3.5188951330048263e+37
29473,100000,1.815294927815948e+38; 1.9064984334324964e+38; 2.545227006068294e+38
29271,100000,-3.028627815356926e+38; 9.09630779331067e+37; 2.621599202486268e+38
29170,100000,-2.837478274288271e+38; -8.976427597227807e+37; -2.900717965430049e+37
29681,100000,1.438075473751825e+38; 2.1530428859624525e+38; -2.7570141017327603e+38
29191,100000,1.7020949461601433e+38; 1.2059255487296283e+38; -2.9159026449099428e+38
29589,100000,-8.065923862987399e+37; 1.9809387303357227e+38; -3.300771102695843e+38
29438,100000,-1.38830365752904e+38; 2.8755445034565006e+38; 8.961125533302332e+37
29133,100000,-8.536829693839702e+37; 2.680557124842643e+38; -1.423468488003467e+38
29145,100000,4.328622672768051e+37; -2.292592151582553e+38; 1.7710417524222206e+38
29191,100000,1.5584724656313893e+38; 3.361107417608882e+38; 3.222905918106944e+38
29461,100000,-2.1116523698601845e+38; -2.0874698557138467e+38; 1.521561928162376e+38
29374,100000,-8.97722140003367e+36; 2.9853952508144543e+38; -1.0821881454003905e+38
29279,100000,-2.743487154295797e+38; 1.0827358718717371e+38; 3.301687664785832e+38
32078,100000,-7.524784611219812e+37; 2.9039386599570368e+38; -1.8305332289162315e+37
29268,100000,3.3871137260267802e+38; -2.2865846032699996e+37; -3.1956479821924045e+38
29375,100000,2.8359076044885644e+38; -8.596908219326678e+37; 2.711705835391451e+38
29423,100000,-1.347374971893447e+38; -2.8035752125152872e+38; -1.971593001638552e+38
29500,100000,8.128854095264649e+37; -9.439697100864335e+37; -1.099298284729983e+38
29870,100000,3.0321129417991214e+38; 3.354402458642107e+38; -1.475423604208037e+37
29452,100000,3.371750409224302e+38; 3.2171438883626426e+38; 5.84660637822815e+37
29345,100000,7.499144603119355e+37; -1.2374636815428265e+38; -1.793273301588783e+38
29150,100000,1.9251789383256516e+38; -1.6998079016532355e+37; -1.9731878075056872e+38
29140,100000,6.470080550601041e+37; 7.52305147931918e+37; -2.4857063989634897e+37
29366,100000,-1.5009367458364225e+38; -5.685523988216189e+37; 2.7496221775527094e+38
29233,100000,-3.3249448954060512e+38; -1.602116357440623e+38; 2.770060356062117e+38
29254,100000,2.663011217942716e+38; -2.132545482817002e+38; 3.1142767802794183e+38
29358,100000,-1.4640841146468275e+38; 2.1967658791691405e+38; -2.5873756786415464e+38
29402,100000,1.8015854386925517e+38; -3.2427824766944266e+38; 1.6605256406172191e+38
29451,100000,2.626781763788193e+38; 5.035588370153894e+37; 2.252966002291707e+38
29357,100000,-7.635216753849054e+37; -2.8966846561622907e+38; 2.343846409123269e+38
29397,100000,2.6846002203730348e+38; 1.023159437434499e+38; -2.400193579715462e+38
29597,100000,3.1029182252531813e+38; -2.243852640287811e+36; 3.1868172238750706e+38
31311,100000,9.770104652151182e+37; -9.284739491492436e+37; -1.6860335088191076e+38
29319,100000,2.7807721050460937e+37; 9.008456564353414e+37; -2.5261246270553826e+38
29204,100000,-1.7786239256043537e+38; -1.2988107703384635e+38; 1.9298889194838116e+38
29365,100000,2.552954198479093e+38; 1.4498211185653476e+38; -2.797904250790106e+38
31531,100000,-2.1437989749614923e+38; -3.016430633399602e+37; -3.1608011799005626e+38
29458,100000,-7.02705782896788e+37; -1.2403144756246678e+38; 9.090947152452426e+37
29459,100000,-2.6909849200921683e+38; 2.708267764139536e+38; 2.4511338655555132e+38
29444,100000,-1.4489169287452168e+38; 2.8660060918680953e+38; 3.1950587781934184e+38
29365,100000,2.1977331472831386e+38; -1.0737778414341403e+38; 3.0332369929393558e+38
29483,100000,-1.3280193669966343e+38; -3.867375832429247e+37; -2.4591237151706797e+38
29166,100000,-1.3952735047652388e+38; -1.840643883338592e+38; 2.405160133355108e+38
29165,100000,5.309578877947463e+37; -1.2218725932804995e+38; 1.60315481681233e+38
29183,100000,2.4992477976172957e+38; -1.0798984641802343e+38; -4.827682009330942e+37
29514,100000,9.685692305742224e+37; 3.0604584205166088e+38; 2.6935855306515485e+38
29565,100000,-2.0112238158836073e+38; -1.4680204232906562e+38; -2.903740297991113e+38
29252,100000,2.2957000252061207e+38; 3.139437109392748e+38; 3.166436038936649e+38
29214,100000,1.3387059657927023e+38; 2.46163630007238e+38; -2.92794025500971e+38
29414,100000,1.497562057114519e+38; 6.768535700858536e+37; -2.5685570505389902e+38
31925,100000,-3.315862445062042e+36; -2.530124723877415e+38; 1.637314045418608e+38
29507,100000,1.8698284453413823e+38; -2.653686785775629e+38; -2.2362468064072247e+38
29238,100000,-3.3460014845842743e+38; -1.5942407992035731e+38; 2.385191898276217e+38
29614,100000,2.5409997462587008e+38; -3.1531794560197024e+38; 2.7212063188738974e+38
30282,100000,3.3906528036785214e+38; 9.088013301903257e+37; -1.785168045062972e+38
30641,100000,-1.9222132443934057e+38; 1.1970970214773508e+38; 2.2538424052106806e+38
29522,100000,-2.4965569303351792e+38; -5.999644257531063e+37; -3.0314367262629357e+38
29291,100000,1.1225793471814866e+38; 1.9308935072314805e+38; -1.1268551833620804e+38
30642,100000,3.235025266317414e+38; -2.245446907403441e+38; 2.465606581752295e+38
34231,100000,1.2285996093677186e+37; 5.640877841136391e+37; 3.438739810841555e+37
29508,100000,1.6679247650526793e+38; 4.801238817810181e+37; -3.049195192815509e+38
29311,100000,1.4871100243855172e+38; 8.852891496813886e+37; -2.8583588121511345e+38
29211,100000,6.309576209262784e+37; 5.27945747144508e+37; -8.222129347610162e+37
29458,100000,1.086617316597588e+38; -2.7909354176743875e+38; 2.649154681349693e+38
29301,100000,7.6672512986373015e+37; 1.6233094472354787e+38; 2.1476881270029925e+38
29691,100000,-1.6553256364430349e+38; 3.2552691393428187e+38; -2.2250984785565295e+37
29229,100000,1.6603494878898114e+38; -1.7698645613688246e+38; -2.4109776354896754e+37
29273,100000,3.3199262159737237e+38; -1.1194834401795852e+38; 1.2411927039605059e+38
29545,100000,1.3176023214241988e+38; 2.0418962954549216e+38; -1.8932962073732874e+38
29549,100000,1.4901380867272943e+38; 3.153381329377789e+36; -2.5229289305982313e+38
29222,100000,1.7122057273475637e+38; 1.8367042280971785e+38; -7.311299066575135e+37
29507,100000,-1.4734040846838015e+38; -1.8409852362922213e+38; 1.6922211649289416e+38
29220,100000,-3.8707756713390593e+37; 3.287718357995413e+38; -1.0019118893698575e+38
31140,100000,-3.9063079176634566e+37; 4.270158627085525e+37; -7.454472595967313e+36
29392,100000,3.072484469642902e+38; -2.968963710204176e+37; 1.3964220976210936e+37
29330,100000,3.1456475832133863e+38; -2.8731704474123932e+38; 2.629081383389055e+38
29263,100000,2.5783725198425814e+38; -8.856646784952002e+37; 1.595822903211694e+37
30254,100000,-8.234117772866641e+37; -1.2106126614709602e+37; -3.2950914195345324e+38
29410,100000,-2.044409691653006e+38; -2.9382751568232507e+38; 7.684302086565791e+36
29458,100000,2.672605000509339e+38; -3.393156464319996e+38; 3.2990852288095874e+38
29266,100000,2.2012770927131847e+38; 2.7066279313230807e+38; 2.549698871737707e+38
29645,100000,9.470965477629804e+37; 3.1046258013177127e+38; -3.0160066803328616e+38
29426,100000,-3.2164362350915712e+38; -2.382404283900291e+38; 2.3414736207297618e+36
29724,100000,3.0246390766842718e+38; 1.453216774228179e+37; 4.517269364491615e+37
29496,100000,-6.4041906077023785e+37; -6.744061424250049e+37; -5.20264088743269e+37
29343,100000,1.3760917708247533e+37; -3.259537623149931e+37; 9.831405192816779e+37
29363,100000,4.940160140028953e+37; 2.4626392652272807e+38; 1.5625788422797447e+38
29644,100000,-1.3009371781613104e+38; -2.1868688745789426e+38; 6.982167785912598e+37
29846,100000,3.2795131091902556e+38; -2.4955922989344296e+38; 5.340071452545593e+37
29311,100000,2.040204336845785e+38; -3.1232101675893467e+38; -4.2118870107641134e+37
29517,100000,-3.2000977400353496e+38; 3.789219848792656e+37; 1.8928482703571908e+37
29817,100000,-8.557413297225967e+37; 1.9500167771262835e+38; -9.19339765984239e+37
29828,100000,7.119717129886743e+36; -1.896980912725983e+38; -2.6445069671890163e+38
29558,100000,2.9218169955503676e+38; 1.884039924102469e+38; -2.194858166427845e+37
29630,100000,-3.3038498710616293e+37; -3.3616451042874748e+38; -1.431044373638623e+38
29258,100000,3.954627462652596e+37; -1.3161780906218304e+38; -2.2285317834421877e+38
29224,100000,6.741798414398522e+37; 3.065614006213761e+38; 2.6894921347453395e+38
29207,100000,-2.5556340625539996e+37; 2.571832254041788e+38; 3.1499314816517976e+37
29325,100000,2.3131629770507688e+38; -1.90932864086859e+38; -1.653775958937268e+37
29755,100000,2.472999520052826e+38; 2.553414203528904e+38; -2.4419108454364447e+38
29854,100000,2.0147527523305466e+38; -3.0000760645337695e+38; 1.9824538263331155e+38
29802,100000,9.991236665216435e+37; 1.3062846354533131e+38; 3.0684395486956457e+38
29544,100000,-1.4249816571719475e+38; 3.2282509415097943e+38; 1.5166940484454515e+38
29359,100000,-9.021834841727982e+37; -2.8251940300877235e+38; -1.9540116005218187e+38
29422,100000,-2.2728307970816193e+38; -1.5315285521235383e+37; -8.243228631260601e+37
29495,100000,1.5446108330829537e+37; -1.6801975496918009e+38; -2.0900365946491888e+38
29632,100000,2.2029645891922085e+38; -1.845232778511418e+38; -9.65956856217272e+37
29237,100000,5.72518624019613e+37; 2.025602624523924e+38; -2.355593575117512e+38
29359,100000,1.3125024109414086e+38; 2.7683085643446497e+38; 2.152484105577872e+38
29433,100000,1.1070204065383813e+38; -2.603186425399881e+38; 1.6766903154231374e+38
29783,100000,-5.43547737201997e+37; 3.0253378056951176e+38; -2.6888311310163565e+38
29312,100000,-1.065272818615041e+38; 1.9797258422414243e+38; 9.576371132099022e+37
29128,100000,3.025201305078485e+38; -3.2354459234925937e+38; -3.0576243594226905e+38
29159,100000,3.092575007651703e+38; 1.3710482961466853e+38; -3.0401508607250486e+38
29134,100000,-3.1836024619528918e+38; -3.1058133364000065e+38; -1.2587846519302332e+38
29246,100000,1.8144201474897425e+38; -1.0026074746072147e+38; -2.841071303149558e+38
29343,100000,-5.621890463385932e+37; 1.8645811831528215e+37; -2.2219450709234018e+38
29211,100000,-4.5989428883962494e+36; 2.7253769907606963e+38; 3.1429774039890656e+38
29421,100000,-3.2380341617821157e+38; -1.1101098231692096e+38; 1.380889017050233e+38
29226,100000,-2.9552261806495026e+38; 1.4795571592852613e+38; 1.7474800828338505e+38
29412,100000,-2.905201848427152e+38; -5.713102487614514e+37; -1.784286571541597e+38
29306,100000,2.321296020477737e+38; -2.418773889505175e+38; 2.42765575949471e+38
29722,100000,4.623346873778953e+37; -7.051878427720349e+37; 1.2154333338795321e+38
29278,100000,-2.1082321471287208e+38; -9.85640833325568e+37; 1.983618036644365e+38
29551,100000,1.0484076907934606e+38; -1.9884016429493863e+38; 8.99033017489063e+37
29283,100000,9.504663687065792e+37; -2.1947621799243957e+38; -1.1275700368885611e+38
29868,100000,8.784636117895197e+37; 7.048504955943022e+37; -2.4251630513544214e+38
29355,100000,1.8157202499453365e+38; 1.0235104245326901e+38; -1.0665799185019484e+38
29211,100000,-3.152621486931506e+38; 4.90121182886706e+37; -3.1206941346780137e+38
29686,100000,-6.807724865634471e+37; -2.197513894435323e+37; 1.7811212986988513e+38
29225,100000,3.261386719727472e+38; 3.3208320283866228e+38; 3.2050752461761818e+38
29155,100000,-8.344121449593006e+37; -2.195402495595583e+38; -2.868597169694962e+38
30521,100000,-7.926002617975167e+37; -2.783822985098675e+38; 2.3187442905255016e+38
29596,100000,-1.5156715107652834e+38; 9.447082940321505e+37; 3.0045811933549326e+38
29199,100000,-2.649621259167866e+36; 9.92983369838234e+37; -1.3388182289298585e+38
29227,100000,-3.1659208657327164e+38; -3.2860036830875202e+38; 1.912634267985793e+38
29436,100000,-2.7805997045644627e+38; 2.921036731252915e+38; -2.0937736793246856e+37
32018,100000,-2.4533341013493173e+38; -2.189887911248446e+38; -1.3034326244268956e+38
29396,100000,-2.2760461674760862e+38; 1.2837420555354785e+38; 2.616345044278442e+38
29222,100000,-2.806378773935764e+36; -2.459319744659499e+37; 2.0558163159900037e+38
29514,100000,2.3370958147348857e+38; -8.264737112524794e+37; 1.302990569309584e+38
29495,100000,-1.833763075880553e+38; 1.5702662811677207e+38; -2.8782704593072314e+38
29486,100000,2.8855122429501912e+37; -2.198578923763611e+38; 1.0155092167681456e+38
29726,100000,-3.5456950414044914e+37; 2.5836392531443616e+38; -9.92611796094295e+37
29482,100000,1.6573226424926104e+38; -4.816496767494768e+37; -1.0764604943403673e+38
29335,100000,-3.1940661570674157e+38; -2.257799706148449e+38; -1.5217368639452074e+38
29408,100000,-1.1889094183685487e+38; -1.4870065840965385e+38; -2.1583315242666047e+38
29341,100000,8.154045862112865e+37; -3.3725258057434498e+38; -1.6133491868803294e+37
29419,100000,-1.7070676098756826e+37; -6.945748691228281e+37; -1.2889809005240537e+38
29387,100000,-2.972502990680013e+37; 1.6578898400771766e+38; 2.966220463599258e+38
29449,100000,1.5355271784708742e+38; 5.089262724808517e+37; 4.0385720459900696e+37
31623,100000,-1.3517558709557878e+38; 3.025440434687712e+38; 1.6210071909213682e+38
29318,100000,7.682834780996027e+37; 2.0050825050797176e+38; -6.973828166143817e+37
29305,100000,-1.7345651064006533e+37; -7.283147589105507e+37; 1.076852756142102e+38
29700,100000,3.0968610864491467e+38; -6.447393914868997e+36; -3.155765260420072e+38
30969,100000,-1.524734198436435e+38; 2.645211071038407e+37; -1.0995905542523717e+38
29545,100000,7.932102552663466e+37; 1.8238021943766096e+36; -2.7960715322583202e+38
29413,100000,2.0251702035511742e+37; 2.36551410730285e+38; 3.912913391411126e+37
29262,100000,-8.169034562809963e+37; 2.9848961007141084e+38; -1.408305155759681e+38
29266,100000,1.2866729651352542e+38; -2.3627569165413297e+38; 1.0970621490711804e+38
30356,100000,2.4891219567407446e+37; 1.2763004140988867e+37; -4.299225348288518e+37
30027,100000,3.236168788570868e+38; 9.672241011693082e+37; 2.362497504522499e+38
29767,100000,1.0841025006308312e+38; 1.610714577931851e+38; -2.4883143618963512e+38
29664,100000,2.278061630518401e+38; -2.8445659623242672e+38; 3.7586035514959437e+37
29537,100000,3.1101843984936895e+38; 2.157005460326718e+38; -3.1309586565302297e+38
29786,100000,-1.5070078795030836e+37; -1.7095264210389213e+38; -3.1690774171393327e+38
30066,100000,-2.911043993689388e+38; 1.7406438966769397e+38; 2.716360039923201e+38
29511,100000,1.21641033755014e+38; 3.070218721666078e+38; 1.852942629462006e+37
29833,100000,-2.6226741701952615e+38; 1.6445422905531575e+38; 1.677410239552019e+38
30042,100000,1.952118668586522e+37; -7.346973289766758e+37; -5.862778557525622e+37
29212,100000,-1.5828993828134512e+38; 7.96017391461516e+37; -7.939909252119911e+37
29249,100000,-7.708593441192665e+37; 2.155127512021516e+38; 3.4126054190070098e+37
29191,100000,8.145196646802791e+37; 1.112994995935329e+38; -2.2069983548141827e+38
29539,100000,1.1344890766887028e+38; -7.490154425062537e+37; -2.4040127574438295e+38
31851,100000,1.4815652192480709e+38; -5.406851286165616e+37; 1.195276066743135e+38
29323,100000,5.71402330901052e+37; -2.297596227679966e+38; 2.3112667745769234e+38
29219,100000,1.8409911181910063e+38; -2.899253017690401e+38; -2.304599540892011e+38
29573,100000,4.4574646515342875e+37; -4.485755633952471e+36; 8.50388193355905e+37
30936,100000,7.433933106821935e+37; -1.5656479765009692e+38; 3.3484676227679823e+38
29376,100000,2.2367581259533327e+38; -3.560777928541187e+36; 1.0931751266826886e+38
29463,100000,4.53373614578858e+37; 2.617428124951277e+38; 1.4334696427669797e+38
29298,100000,2.9156296436766776e+38; -1.3017884308923756e+38; -8.447058227753219e+37
29890,100000,1.5007432516488037e+38; -1.771593231139344e+38; -2.504004833965736e+38
29332,100000,-2.8586237004205582e+38; 2.8806311289610004e+38; -1.0025381087663702e+38
29288,100000,4.63487995893983e+37; 6.501197823414964e+37; -3.3637248625682332e+38
29585,100000,-1.4619794090022566e+38; 6.434698394107711e+36; 3.2782020542334756e+38
29188,100000,1.0744904638955646e+38; -1.2427846702902965e+38; 5.831019853507984e+37
29307,100000,1.3937611722461545e+37; -2.5301790807351526e+38; -1.2784256303301694e+38
29340,100000,1.2230751373459e+38; 2.3964916343146034e+38; -1.0472087975617888e+38
29972,100000,3.1664502366233717e+38; -2.1613755082999208e+38; -1.7983840631607113e+38
29455,100000,-3.1615011258559846e+38; -3.1701148623905594e+38; -4.2421093222542747e+37
29591,100000,2.0199994060468192e+38; 2.9304130863885872e+38; 1.3427567686387436e+38
31693,100000,-1.8105885974915166e+38; 2.948517976497191e+38; -3.215296972144134e+38
29255,100000,-3.0042244257700043e+38; -2.7223056254744153e+38; -1.0402595369713376e+38
29223,100000,-3.0891282149636585e+38; -2.4668997881886237e+38; 1.9828369610505284e+38
29305,100000,1.3285203425138445e+38; -5.905963864053717e+37; -4.04418368166716e+37
29517,100000,2.276189158463792e+38; 4.263697158446041e+37; 8.270275224467071e+37
30958,100000,2.927501749314079e+38; 1.6598273172545654e+38; 6.674422277936151e+37
29340,100000,3.366017991798022e+38; 2.963048497561343e+38; 8.803887166970503e+37
29311,100000,-2.1530802055961233e+37; 3.260279908635401e+38; -1.9753320638489853e+38
29452,100000,-3.2110723490477895e+38; -2.0375584965129886e+38; -2.0959779208943865e+38
29755,100000,1.7469628813889574e+38; 1.0854530048742903e+38; 1.013933780602182e+38
29396,100000,-1.3016097428637674e+38; 9.73621477394444e+37; -1.6434796951140221e+38
29379,100000,-8.022781656579712e+37; -2.6285614945248895e+37; -2.9403064401450565e+38
29470,100000,2.585762212957576e+38; 2.943992362442328e+38; 2.6202644171102517e+38
29427,100000,-3.383201452038332e+38; -2.8846245325878634e+38; 2.0205299938820508e+38
29124,100000,3.0221167562259617e+38; -1.6363322753817433e+38; -1.7633277435776637e+38
29264,100000,-9.19261742089795e+36; -1.5779042309762639e+38; -1.73074851467951e+38
29253,100000,-1.762440793805696e+38; 1.4528315352107696e+38; 1.079208456605518e+38
29441,100000,-1.6993085487287936e+38; 1.899286819873822e+38; 2.1282082923473573e+38
30412,100000,5.989644015475983e+37; 1.3748492197064096e+38; 1.9482468833582448e+37
29387,100000,3.882260585777127e+37; 1.2495210416389453e+37; 1.3945269092677284e+38
29246,100000,-5.823512319593192e+37; -2.2293803994600044e+38; 3.526507374859197e+37
29227,100000,7.625402602902087e+37; 1.4311729641155102e+38; -2.2868741346670917e+38
29703,100000,-2.2334026041085046e+38; -2.5937409072474604e+38; 2.2592347880399555e+37
31286,100000,1.065994669572835e+38; 1.3367776156996351e+38; -2.1021492496644896e+38
29186,100000,-1.967955554300233e+38; -3.102460856916619e+38; -3.2457587174796665e+38
29237,100000,-1.3228282870826757e+38; -2.6549284748915646e+38; 8.85608293396502e+37
29431,100000,-2.699164815885321e+38; -2.691489546443107e+38; -8.919464449855952e+37
29341,100000,-3.026977638511573e+38; 1.1965791101481216e+38; 1.8021782935252664e+38
29534,100000,-2.2859026072470768e+38; -1.890599052544194e+38; -2.5097068277776108e+38
29555,100000,-3.2478741728013273e+38; 3.2748037365043838e+38; -2.1602629674271364e+37
29497,100000,2.4786787975659444e+37; -6.666442670937835e+37; -2.3815169284801313e+37
29521,100000,-1.4475837152559448e+37; -1.4709506230060958e+38; 2.761188627277384e+38
29604,100000,-2.606879446540514e+38; 1.374773363494492e+38; -2.6778723422834075e+38
29808,100000,1.7953191882455035e+38; 2.602535968523892e+38; -1.3807146897396896e+38
29549,100000,2.3098954808636205e+38; 2.361342826943763e+38; 9.366166267207736e+37
29683,100000,-2.172574846410769e+38; 1.4560964960967174e+38; -3.547069935245499e+37
29319,100000,1.825159277726684e+38; 3.2560727284113154e+38; -1.4772029800025655e+38
29386,100000,2.6119660720450136e+38; -1.2456099085360372e+38; -1.7638366292346194e+38
29476,100000,1.3705158828945894e+38; -2.173057973407528e+38; -1.7345831070391765e+38
29290,100000,2.486286323760082e+38; -2.1366508453448773e+38; -1.9378796564543983e+37
29574,100000,7.223537080220135e+37; -4.986723988936776e+37; 7.329741861627736e+37
30266,100000,5.93824991072105e+37; 2.847158459919806e+38; -2.1273051166477067e+38
29388,100000,-2.5204986922795217e+38; 8.682323530890536e+37; -1.034418608653678e+38
29578,100000,7.40991518442953e+37; -2.8563269203570407e+38; 1.1907688589749875e+37
29253,100000,-2.2089677767866973e+38; 3.195346179937502e+38; -1.6146792819491249e+38
29391,100000,4.69998040904467e+37; 1.3610030524952967e+37; -1.9057255722145492e+37
31516,100000,-1.4780009914084211e+37; -2.3660899249114978e+38; -2.549160779410922e+38
29341,100000,1.1507465435185578e+38; 1.0087716031219085e+38; -3.003272775111401e+38
29325,100000,-1.3791882355929188e+38; 4.965165815769055e+37; -1.087045072616129e+38
29359,100000,2.816687587499952e+38; 4.2455907978627415e+37; 1.5500404594868632e+38
29253,100000,-1.0447428622021768e+38; 1.985494970829087e+38; 1.9155192379278165e+38
29415,100000,-2.577876614927772e+38; -4.650705309033079e+37; -3.2312902605889015e+38
