elapsed.ps,repeats.n,param.a.vector3,param.b.vector3
53847,100000,1.9209135475860037e+38; 1.4152499542200194e+38; -2.1599232877722993e+38,9.223087051020216e+37; 2.336853237116026e+38; 2.588650833733328e+38
79816,100000,2.521394160663523e+38; -1.3062275404702788e+38; 1.258817103785599e+38,-8.05904406964984e+37; 6.968373719141155e+37; -1.4622413563222878e+38
73401,100000,-7.476596648362976e+37; 1.7699876755951188e+38; -2.7585034390699564e+38,-6.539911872745934e+37; -1.0276797780628648e+38; -2.8371738353201203e+38
66099,100000,-1.9323031346989343e+38; 9.66962052437229e+37; -2.7089279565721348e+38,-1.1665857870623856e+38; -2.171091188148262e+38; 3.397893015434737e+38
70219,100000,6.049591212360776e+37; 3.2539276607716332e+38; -1.5094715584446271e+37,-3.3691934058455698e+38; -4.929301444987398e+37; -2.807128487853751e+38
64374,100000,-2.030407121710837e+38; -4.0334847106012336e+37; 3.362867626526335e+37,3.967391943606534e+37; -3.2837880326624173e+38; 2.776307338220042e+38
55382,100000,-2.912972090252335e+37; -2.0385395566655172e+38; 9.113195941667151e+37,-3.3015860499137177e+38; -1.3036040107880465e+38; -3.051295030681775e+38
63141,100000,-2.508141228580305e+38; -2.1928097951759482e+38; 3.0499819474840346e+38,-3.393511609312156e+38; -2.0778448889424578e+37; 2.6186811722165906e+38
49916,100000,-1.2850753197307746e+38; -3.085497663644605e+38; 2.0621592339453537e+38,2.6727291288561135e+38; 2.455693756882606e+38; 1.6836236543220497e+38
73449,100000,-1.709029907651824e+38; 5.157252404161398e+37; -1.2103244991365163e+38,-1.9895591600654667e+38; 1.5475541403055996e+38; -2.863331653337758e+38
93669,100000,2.8637869934333598e+38; -5.503199830626323e+37; -2.3088791293183815e+38,-2.240642613040624e+38; 1.966082676597432e+38; 2.257488573985129e+38
59720,100000,-1.186655332777247e+38; 3.030499273291055e+38; 1.5277288962144142e+37,-3.350626495122701e+36; -1.6154256302547683e+36; -2.0921234517733085e+37
66106,100000,2.5415441261324628e+38; -2.9792598219093497e+38; -4.2457865231154167e+37,4.891191811462616e+37; -7.209767352340216e+37; -3.0269877797163747e+38
67795,100000,9.874024620116932e+37; 1.3329860220483285e+38; 2.263919111949967e+38,-2.6558231319791817e+38; 2.733489548953965e+38; 1.0496558702804694e+38
56902,100000,2.583069520258595e+38; -1.8991162448090553e+38; 1.5155338946161226e+38,-1.186772159456564e+38; -1.0743747527487758e+38; 1.8815946768006527e+38
73354,100000,2.067143838929547e+38; 6.146661810603373e+37; 1.0059628950399948e+38,-3.1493245812504323e+38; 1.3290058019877079e+38; 2.195618503257862e+38
65270,100000,-4.739331326037195e+37; -3.2754580470381976e+38; -3.4021162187624093e+38,-2.5662519546875352e+38; -2.7113419689631614e+38; 5.470761665886963e+36
69918,100000,-1.5667457619207669e+38; 2.202617354339794e+38; 1.3021879943615676e+38,5.21102563556284e+37; 1.672311292483685e+37; 5.739275416027306e+37
58230,100000,2.474978069109662e+38; -2.7874873573357427e+37; 1.2089131476642462e+38,1.1143439789980679e+38; -2.045425231901861e+38; 2.428926452456379e+38
67066,100000,-2.9310915329898294e+38; 2.9893777019401313e+37; 5.251702008022963e+37,-2.1792938002401708e+38; 3.1219210176349386e+38; 2.5356537087353703e+38
51326,100000,9.125862306464632e+37; -3.2557503902166894e+37; 1.9033447215632246e+38,1.4213105410336865e+38; -6.757376952919907e+36; 4.684127170638216e+37
66411,100000,2.1382298309325216e+38; 2.3010983913462286e+38; 2.4300448245219243e+38,1.8618491425792097e+38; 1.472357208112109e+38; -2.35868197762786e+38
59625,100000,-1.9681476287191798e+38; 2.010877595151673e+38; 2.8484567876645597e+37,-3.2261748974452946e+36; 5.487294365015139e+37; -1.769644902872817e+38
59529,100000,-1.3308808093435174e+38; 3.2254761050519188e+37; -2.7890568608968973e+38,-3.4639369018222915e+37; 9.353921776530012e+37; -1.815627762157544e+38
51394,100000,-3.7755644629968774e+37; 1.1908638313579566e+38; -5.787069012782411e+36,2.4839617567954076e+38; -2.0423053916566272e+38; 4.208023465264738e+37
55639,100000,-2.920964525874726e+38; -1.6503352509721044e+38; 2.203127456941326e+38,2.1667272248979403e+37; 5.088772397556349e+37; 3.1484360088856964e+38
51522,100000,1.908978972127023e+38; -1.6541849537269255e+38; -2.669581400297675e+37,1.1718396410340675e+38; 1.597933516108062e+38; -1.780036595433248e+38
58452,100000,-1.408810897643148e+38; 3.0793180190865643e+38; -8.973367108383676e+36,2.997624935333168e+38; -3.2955705914614187e+37; -2.6736746947918357e+38
60993,100000,2.3984484811931637e+38; -3.624785790593691e+37; 2.618728024582775e+38,1.890599052544194e+38; 1.832986259592733e+38; 1.3350563490086212e+38
70680,100000,-9.431325536300428e+37; 3.03848100994238e+38; -1.7209149940313717e+38,2.90324662414136e+38; -1.9448506445761373e+38; 4.444894628182424e+37
57554,100000,-2.713217889027403e+38; 2.0394084550929377e+38; -1.1508265576244443e+38,-2.5733189546657356e+38; -8.697291949178031e+37; -1.5059463995964765e+38
72344,100000,3.038780581132226e+38; 8.057968087820367e+37; -1.4803514184453403e+38,-2.2835920351450288e+38; 3.324426679840678e+38; -2.4148701341287602e+38
70935,100000,-2.5144813069983104e+37; -1.4933105598254495e+38; 3.269428492311224e+38,2.1047687228648012e+38; 5.159135118832857e+37; 1.1181417587843036e+38
70024,100000,-1.1196400203817254e+38; -2.597370444446034e+37; 1.7032958676327755e+38,-3.0229988382196245e+38; 1.410571309384697e+38; -2.7680892607908103e+37
71253,100000,7.829631255803657e+37; 1.9101581914213793e+38; 2.5807222369951645e+38,-9.78825639462597e+37; 3.272900840835369e+38; -3.7330023335038544e+37
70148,100000,-2.5843276381263096e+38; -1.7850591285234003e+38; -1.959389481428227e+38,3.2108234838819527e+38; -2.431858883236875e+37; 2.0886849748732015e+38
50572,100000,-2.053051215088738e+38; 2.6512386989364683e+38; -2.166814033611044e+38,2.1431344725168526e+37; -2.6191066971700752e+38; -2.5380425709384884e+38
63266,100000,-6.752260081272085e+37; -1.4876077547171908e+38; -2.8466937899157863e+38,9.654815379482105e+37; 2.2605187659799146e+38; -1.5744237694882772e+38
67199,100000,1.2428616420347424e+38; 3.100018043503955e+38; -3.2538167159911012e+38,9.01809882187899e+37; -8.092211387014452e+37; -1.5088247777553787e+38
56505,100000,1.266059546606871e+38; -1.842245382400896e+38; 2.2055031355782015e+38,-1.969543261324007e+38; 1.5967248873197803e+38; 1.596656129951224e+38
55690,100000,1.863795848252968e+38; 1.912450509354784e+38; 1.96827094576957e+38,-7.5867529502216085e+37; 3.150145613191188e+38; -3.197145229669346e+38
73523,100000,1.925630830411621e+38; 1.849681851823039e+37; -3.2140011289945568e+38,-2.6887412799418123e+38; -6.408278020297754e+37; -1.1769434051746824e+38
56316,100000,1.9469951037435314e+38; 2.1607518242046085e+38; 1.6224533267261085e+38,-2.9766809135282454e+38; 1.6057506356524414e+37; 9.955647121084907e+37
66237,100000,2.7299725791286917e+38; -3.6675025734599418e+37; -2.420412251846934e+37,-5.354962290616354e+37; -2.5191908825082783e+38; -3.281431622314665e+38
62759,100000,2.5105550381472355e+38; 1.4529324401985478e+38; -8.810971812645058e+37,-2.7210193657633757e+37; 5.052847369693471e+35; -1.0379484578090495e+38
60319,100000,-5.781422770243935e+37; -4.368070438266433e+37; -6.26201193050126e+37,-1.3419992206400472e+38; -3.2762285757790403e+38; -2.6006328700307812e+38
48421,100000,8.136710486624624e+37; 1.0543321826386873e+38; -2.0818814433957525e+38,1.3166736913004956e+38; 3.1818218692137872e+38; 2.5327070802681518e+38
57587,100000,-1.624455403378085e+38; 8.75354926869568e+37; 1.0703944312761072e+38,2.328055944774538e+38; 8.757613863580252e+37; 1.5516150843564427e+38
66213,100000,-2.5202650389208877e+38; -3.382603120955024e+38; 2.227779103221796e+38,-1.5549013417724744e+38; 1.5892220183591975e+38; -3.1016741022480933e+38
106259,100000,-2.5751344331493584e+38; 1.3131063196873573e+38; 2.436247793851009e+38,1.8422417315671675e+38; -3.4565541047265623e+37; 1.965238319885632e+38
69403,100000,3.1233878414974747e+38; 1.7378666263299117e+38; -1.2258129584062489e+38,-1.3709903898672668e+38; 1.6077461458743086e+38; -1.5702474185267893e+38
41117,100000,-1.3670894740281965e+38; -4.2108001271394777e+37; -2.0180739969031446e+38,2.126012518683666e+38; -3.1491917314675284e+38; 1.6661170952967538e+38
57951,100000,-1.5944745539742552e+38; -2.2260770034078577e+38; 1.5144881335769583e+38,1.3522497476296367e+38; -2.508796654646647e+37; -1.424662614868882e+38
73490,100000,2.741328091793488e+38; -5.714918777394521e+37; -2.875340665239984e+38,2.9964779650700816e+38; 6.790977933554856e+36; -1.2427581003337157e+38
78331,100000,-5.089839252301501e+37; 1.040284078686958e+38; -2.9082521200074454e+38,5.740969504289451e+37; 5.320443150651659e+37; -2.184748551478977e+38
69598,100000,-1.2299913376086972e+38; 6.521013230537491e+37; 1.0948631302219525e+38,4.452162829663893e+37; -8.700810947244265e+37; -3.3646154631739296e+38
58218,100000,-6.026985959797266e+37; 4.2185867977164396e+37; 1.3847506864267202e+38,1.3219622281925997e+38; 3.3036524218041377e+38; 3.296438780004503e+38
107138,100000,2.8640849420304374e+38; 3.3013676083622864e+38; 8.22922565567024e+37,-3.1569753089770258e+38; 2.8007894235562256e+38; 8.599661556430374e+37
52623,100000,-1.1300053458096716e+38; 1.9726515405957667e+38; 2.0277723099382627e+37,-8.313061981646454e+37; 1.938117340941941e+37; 1.8764058279517505e+38
107784,100000,1.9838525012993833e+38; -2.2113963925126386e+38; -2.8994779496129056e+38,-1.1419800297336435e+37; 2.870709379831086e+37; -6.598871316283029e+37
54152,100000,-2.4099179809999327e+38; -4.38377409390206e+36; 1.205274077733159e+38,2.539239233105104e+38; 7.165813342488142e+37; -1.7301294955384067e+38
69844,100000,1.795371922510473e+38; -1.860968886002411e+38; -2.654437032106868e+38,1.2026321924702354e+38; -1.185711997906581e+38; -2.9638397143599814e+38
66350,100000,-2.5147417331376213e+38; -2.237519426197806e+37; 9.000123536367754e+37,-5.022888539380567e+37; -1.774649790266614e+38; 7.926951327684378e+37
67764,100000,-2.4743533201878457e+37; -1.319331194018814e+38; -2.478860527955993e+38,-1.604737656057799e+38; -3.20906479614522e+38; -5.573192904987805e+37
68094,100000,7.680022624904481e+37; -2.994180576534276e+38; -1.5654925118313572e+38,-2.9224930082624573e+38; 1.7269619916306044e+38; 2.3563028509813517e+38
65287,100000,-2.6293012447091587e+38; 8.120284270146866e+37; -3.3112222227164126e+38,8.754834159344071e+37; -2.1532830296921598e+38; 2.5774448024273104e+38
64764,100000,3.2456603477930888e+38; 5.807877497385158e+36; -1.0270354059097567e+38,2.5767389745731033e+38; -1.6245464713972054e+38; -1.739078703127826e+38
65385,100000,-2.521317290331125e+38; 1.869728047413844e+38; -1.4735747611606162e+38,-1.3432577188029418e+37; -1.5211431978161085e+38; -1.3160305360919638e+38
69072,100000,-5.723714751379385e+37; 2.2871840498858355e+38; 3.3647799535158152e+38,7.848549673361463e+37; 8.307506629656014e+37; 1.32666247379415e+38
57633,100000,1.2593577314135843e+38; 1.2677107375727042e+38; -1.463975299519304e+38,2.0061921557091333e+38; -2.149502794190231e+38; 3.1674815971517174e+38
102964,100000,-2.6980332602535333e+38; 2.071502731577468e+38; -2.651109297163197e+38,-1.3465103327720434e+38; 1.6967343053018982e+38; 1.1619420279715815e+38
95424,100000,2.1494533051107983e+38; -2.0215299166755108e+38; 1.7806211344780253e+38,2.6927786963975152e+38; -3.2688772164181967e+38; -3.2875707020534983e+37
74159,100000,2.4557994282366412e+38; 7.76083129418711e+37; 6.178400232211407e+37,1.2455059611868185e+38; 1.3806022237784374e+38; -4.58139575187524e+37
124249,100000,-1.2886515141920904e+38; 2.5489461915173155e+38; -8.277220428575601e+37,-1.3007264439255284e+38; 2.618155452159664e+38; 2.127506520975071e+38
74558,100000,-2.590678833840079e+36; -1.2353963969439743e+38; -1.577599284947873e+38,-2.4310060079130414e+38; -1.3856889506949852e+38; -1.5027461395971643e+38
62111,100000,1.84249952099323e+38; -1.6440932380045326e+38; 1.255051674442681e+37,3.106910006287276e+38; -1.0796174513951757e+38; 8.862337395261486e+36
50413,100000,2.7858767818951407e+38; -1.4158449387057425e+38; -2.2386948932463854e+38,2.573582017518295e+38; 2.2633463367027597e+38; 7.076972331942227e+37
59263,100000,2.3291956133701673e+38; -1.6798629913453886e+38; -4.914019156411286e+37,-1.8936251880570587e+38; -2.7907033869085217e+38; 3.306792341634879e+38
59565,100000,-1.7227067420957583e+38; -2.134543300162962e+38; 1.0294413845651044e+36,-1.2351676113636451e+38; -1.2417272722186221e+37; -2.9971811562110402e+38
61853,100000,1.2168893066529303e+38; 3.423833000373231e+37; 3.0415491300431243e+38,2.774225348874227e+38; 5.477349392526229e+37; -2.854428486818139e+38
58287,100000,-1.5541476474316027e+38; -3.094812258843034e+37; 2.5427379487617337e+38,-1.2880967902894306e+38; 3.0845727857666783e+38; 2.0644675749823453e+38
52827,100000,7.5198848881198095e+37; 2.782678651548837e+38; -3.1485581089915103e+38,2.56509058391363e+38; -2.8201773788963563e+38; 3.372392955960546e+38
63623,100000,1.6261321501800189e+38; 1.5546921287174127e+38; -1.6826106493743953e+38,3.016980033169741e+38; -1.7750842394803244e+38; -2.528858898694051e+38
49810,100000,2.430504423923543e+38; -1.1716209966585401e+38; -2.343312373278405e+38,-2.7074990608155575e+38; -1.0860243603528252e+38; -2.0677001854249753e+38
61771,100000,-8.722014178243922e+37; -2.821476264407374e+38; -3.3075018203228148e+38,3.0818567682966534e+38; 1.6824543734083992e+38; -1.6177434469799966e+38
63509,100000,-7.577419999442488e+37; -5.61610338486577e+37; 3.3874279005515408e+38,-6.986578702941152e+37; 3.0706556047689407e+38; -3.359885605254358e+38
51795,100000,2.3560625044275484e+38; 3.8543078759216144e+37; -1.516074370126036e+37,-2.5433368376113055e+37; -3.3860616774406388e+38; -2.812544296866118e+38
55630,100000,-1.5298861332998586e+38; 3.369077796110829e+38; -2.096174457443446e+38,-9.56753408623471e+37; 1.223308816057546e+37; -2.320567476324774e+38
56115,100000,-1.594673556103732e+36; -2.9756027006337152e+38; 2.4476682102265372e+38,1.13359573795771e+38; -2.799724394227938e+38; -2.8322358798780153e+38
73609,100000,-6.274037878215506e+37; 2.6592758065660113e+38; 1.1075447068266357e+38,-3.176405857377324e+38; -1.0816976153241262e+38; -3.192978817088564e+38
102223,100000,2.9091080376927195e+38; -2.2918066138586037e+38; -5.019441036808186e+37,-2.78866115108553e+38; -2.1086351586075453e+38; 3.2089712942369472e+38
106911,100000,-1.5441563296367478e+38; 2.049513151557477e+38; 2.5658252127894744e+38,2.4966853179879704e+38; -8.028406475823044e+37; 2.5101220087021975e+38
49845,100000,-3.058787149965268e+38; 2.9678065480302636e+38; -4.908167174180393e+37,-2.322573203810479e+38; -1.6781525757435127e+38; -1.783164142994131e+38
52906,100000,-2.7360883340964808e+38; -2.0976893506167426e+38; -5.059059681607479e+37,-7.770351350194824e+37; 1.0149101758005017e+38; -2.469929371711121e+38
52013,100000,4.957408808216138e+37; -6.513212615803927e+37; 3.2804274402151883e+38,-2.4110957805256167e+38; 2.9091903842757103e+38; 2.290936498486607e+38
54771,100000,-1.0666101392922578e+38; 8.242972565839355e+37; 1.5115824502241272e+37,6.183176739673067e+37; -1.1234167064619734e+38; -2.356749266816728e+38
58426,100000,-1.79704339588591e+38; -3.1459471544032323e+38; -3.362429627890944e+38,-2.1565596529636297e+38; 2.4349330880605004e+38; 5.035080802853562e+37
58351,100000,2.7496432712586972e+38; 1.0909340218335331e+38; 1.1256600423761852e+38,3.0053462458451823e+38; 3.2350729299799826e+38; 1.4990414560710093e+38
51056,100000,-3.3172254103109014e+38; -2.4342520047460098e+38; 2.99066989425598e+38,-2.0269710786998824e+38; -1.4719415201272822e+38; 2.4173324186546436e+38
60643,100000,1.098665372138301e+38; -4.135270208486319e+37; -8.626349150986859e+37,-2.3391218246301944e+38; 3.079311123067299e+38; -5.773291045173591e+37
58530,100000,-2.3982582321910814e+38; -3.0237470563099032e+38; 9.440142299755135e+37,1.5661004770592267e+38; 1.6284389700362902e+38; -2.840233031160639e+38
89294,100000,-2.509446604462396e+38; 2.7421170775270702e+38; 4.093962799557402e+37,7.892513317358098e+37; 2.614067126855856e+38; 3.204437972866435e+38
58863,100000,2.1489888379308746e+38; 2.6825265468151574e+38; -6.330477739419587e+37,2.365841059745661e+38; 3.0186679352969568e+38; 3.64827459562556e+37
55666,100000,2.3821008590526204e+38; 2.142270948927977e+37; -2.6766499214565954e+38,9.090847768645368e+37; -3.1146489624956453e+38; -8.833337225715005e+37
55699,100000,5.994880933635646e+37; -3.798500825897167e+37; -7.473111116272588e+37,-3.0460875220160374e+38; 8.366456439048547e+37; 2.5029844259385765e+38
53225,100000,-3.3280518563211866e+37; 2.497067844233095e+37; -1.991298782337172e+38,1.442702246324586e+37; 1.6401895840401658e+38; -2.4732469654499905e+38
54978,100000,5.157242770016836e+37; -1.8514108004766903e+38; 3.1946166216640588e+38,3.1355341653127175e+38; 9.788230027493485e+37; -3.55196255950214e+37
50520,100000,-1.87695865037851e+37; 2.339052053141158e+38; 2.8932405001874946e+38,2.5711870705922957e+38; 2.4019368528208957e+38; 2.6713730976560374e+37
58895,100000,-2.7623568940705542e+38; 3.0583977277008778e+38; 3.0197873214829823e+38,-2.2126889904766793e+38; 1.1017274075161644e+38; -2.771764889765208e+38
55205,100000,2.9529523197088372e+38; -1.5032181112686413e+37; -1.999119476656244e+38,-1.7688234652838692e+38; -3.366877763141121e+38; -7.478046840649637e+37
117864,100000,3.037025949877414e+38; -7.9724366594615275e+37; -2.7954462255702396e+38,1.963205033675878e+37; 1.5185262599169974e+38; 1.6026166230734971e+38
61286,100000,-2.5232694215494526e+37; 3.652252229678956e+37; 2.044587790224085e+36,-1.8583029660841072e+38; 2.8315485090165475e+38; 2.2612185091112406e+38
118405,100000,-1.2523919406593062e+38; -1.3587209518257298e+38; 2.4965958725616182e+38,3.096990488222418e+38; -6.1322628209655e+37; -3.4739163544075283e+37
69018,100000,-6.550816710269337e+37; 2.6059009723952097e+37; -2.160610252985575e+38,-5.088740959821463e+37; -5.425680968181406e+37; 2.071363594247587e+38
69731,100000,2.6169241070726263e+38; -3.199244256239228e+38; -2.441663197215184e+38,1.5834270296992902e+38; -3.31383987049986e+38; -5.282610372017968e+37
59702,100000,-2.3462691429504252e+38; -2.833695402073094e+38; -7.222701952004704e+37,-2.784857185164365e+38; -2.2842692648016947e+38; -3.3706200705370907e+38
62356,100000,-3.319034804071643e+37; -3.622830312777779e+37; 8.882624495172359e+37,3.088591136757354e+38; 1.384216143521616e+38; 2.2403574423615968e+38
61504,100000,-7.980734193230381e+37; 3.277921548508657e+38; -8.628041718068283e+37,2.8593029583181845e+38; -1.6550844785928475e+38; 1.6944107524577038e+38
65006,100000,-1.5520258031509167e+38; -3.2508171504348172e+38; 8.288733104561814e+35,2.58595185348737e+38; 2.238291881767561e+38; -5.48279674068553e+37
82726,100000,-9.50515147901676e+37; 3.3297517757760927e+37; -1.753702726100251e+38,-1.7831592752158262e+38; -1.196787207670655e+38; 7.856012078914886e+37
66403,100000,-2.785606924435364e+37; 2.860199035174474e+38; -2.7211349247920925e+38,1.934572736333583e+37; -4.075105482758527e+37; -1.5711947338203399e+37
84443,100000,-1.4275540751819786e+38; -6.473273001872656e+37; 1.3969368651768343e+38,-1.1855819876610217e+38; -1.3595598322869369e+38; 1.0868303833104743e+38
69179,100000,-2.909644507426736e+38; -2.3566220961085132e+38; 1.4638327141797903e+38,-3.96314658174637e+37; 2.303177338330603e+38; 2.856322813169096e+37
66106,100000,-6.946724275130217e+37; -3.1590410723951577e+38; -6.35132450707046e+37,-9.839098310779444e+37; 3.247362041958835e+38; -2.610513040221008e+38
55416,100000,-2.6837201666203323e+38; -2.955717217786007e+38; -2.402271664697428e+37,-1.1633457735402502e+38; -7.25850395437683e+37; -2.4318828164802072e+38
50074,100000,1.1970024040365498e+37; -1.7401049930537707e+38; 6.164204573729811e+37,-1.1440312405228848e+38; -1.8547780861190886e+38; -2.9887998560905233e+38
57450,100000,1.8137033671343494e+38; -2.101024006932691e+37; -1.600661297375657e+38,5.307982652311656e+37; 3.111041938771732e+38; 2.9128400010597914e+38
54260,100000,8.723599248554448e+37; 1.1766624938016718e+38; 7.060656147536569e+37,2.1396518306698336e+38; -3.3326599183710883e+38; 2.755091734950526e+38
53676,100000,-3.2751039161665178e+38; 2.3948714754354637e+38; 1.1088483587039104e+38,1.6623983154959243e+38; -2.8520317144752754e+38; -1.805869083600843e+38
57167,100000,-1.5724149996411316e+38; 9.35390960708425e+37; -1.8399986998890997e+38,2.3860676927229026e+38; -2.856279459518568e+38; -9.742344118126664e+37
56913,100000,3.1155902691253508e+38; 3.2294019682548016e+38; 3.261180853269995e+38,-1.3617365404856008e+38; 5.17920152077423e+37; 2.1913230945520006e+38
66404,100000,8.331764898602221e+37; -8.155706991459404e+37; 2.7915806011238797e+37,2.172773664730909e+37; 2.1049468150976273e+36; 2.6678812273126487e+38
57142,100000,-2.5753407052550276e+38; 3.0432944313895185e+38; 1.0492944377413323e+38,1.2432032992245159e+38; -3.235275956900115e+38; 1.7270731392352324e+38
