elapsed.ps,repeats.n,param.a.vector3,param.b.vector3,param.alpha.float
41645,100000,-2.2582339525380633e+38; 1.9016458669348227e+38; -2.4095178090584526e+38,4.7038746316885715e+37; 5.291610691279588e+37; -1.0755047871998432e+38,1.3287264512880742e+308
41636,100000,-1.4902595783608202e+38; -3.643780520717631e+37; -3.383945816470786e+38,2.74938061405433e+38; 6.186287047185787e+37; 1.1950454050399175e+37,-8.674898688088476e+307
41476,100000,-2.825774918298772e+38; -2.9258821989072275e+38; -8.0466697715506525e+37,3.2972089030971536e+38; -9.090611478573485e+37; 1.0234731048990194e+38,1.532340922636568e+308
41501,100000,3.2685744000428142e+38; 3.3863488763606265e+38; 4.1906759203307345e+37,-1.3098535282471717e+38; -2.009028447868108e+38; 2.2267376014886486e+38,-1.1704374210994808e+308
41769,100000,-1.773838493882468e+38; -9.53342414388377e+37; -3.141346089784644e+38,1.1263459934689807e+38; -1.669355891874313e+38; -1.5080553645470642e+38,-1.587159969511949e+307
41474,100000,-7.074300061094416e+35; -7.340989471873441e+37; -2.0412563854319264e+38,1.995226065308727e+38; 2.1098695460560236e+38; 2.296901757975137e+38,1.3526046540035783e+308
41848,100000,-3.0170899638297927e+38; 1.6319217640013812e+38; 1.6564528313567578e+38,-1.8153606428230638e+38; -6.76928107941147e+37; 3.1435282742339008e+38,-1.14432047592147e+308
41400,100000,-3.6828431739636637e+37; -1.3020466259666301e+38; -7.630095952484372e+37,1.8610585342528593e+38; -9.673516775257152e+37; -1.3863412329878386e+38,1.3342236674186366e+308
41496,100000,1.2648512220547334e+38; -2.3430653335294324e+38; -5.747559766229918e+37,-9.796881489309923e+37; -9.781611877239814e+37; 2.090248545829547e+38,1.0236069991632283e+308
41277,100000,2.954123223215256e+38; -4.895678280466944e+37; 3.1700217661304787e+38,-2.1408081308413378e+38; -2.94249288390033e+38; -5.424890461267104e+36,1.1950982492520883e+308
41268,100000,2.9817594260689037e+38; 2.550064766406957e+38; 1.5313511317455304e+38,2.8347705726061836e+38; -7.98139438566298e+36; -1.3032002894248858e+38,1.0724535627541386e+308
41357,100000,-8.189100457691096e+37; -2.47497664934099e+38; -2.545810125344399e+38,1.4579997974139241e+38; 2.1053260834807095e+38; -2.1491105323884966e+38,-1.1542862298748864e+308
41550,100000,1.6335929331406741e+38; -3.0671946143941736e+38; -9.643968220061012e+36,-7.83787250588586e+37; -2.9951220859880775e+38; -3.3572044735288513e+38,-6.565001942893685e+307
41400,100000,-2.2127190084428927e+38; 7.746297806820553e+36; -1.8859426169473875e+38,4.0536958782411525e+37; -2.0633631977794265e+38; -3.917729703101633e+37,-4.392668759688233e+307
41520,100000,1.1659041966876549e+38; -1.2219770476899583e+38; -1.9709504549023084e+38,2.4976422420730706e+38; -1.0946724755716782e+38; 3.3702793260557493e+38,1.7815386640549854e+308
41410,100000,-3.2111656481319663e+38; 2.1421047852872992e+38; 2.9501215038004556e+38,2.5201478065933786e+38; 2.086056171764472e+38; 2.9758943616838157e+38,-2.5666897138011857e+307
41214,100000,1.0657240008166743e+38; 7.065346454757414e+37; 6.261207225900236e+37,4.433890406851963e+37; 1.1116705545882106e+38; -6.545533649627826e+37,1.689775773130441e+308
41338,100000,-8.264738126645274e+37; -2.5879091060141224e+38; 3.2519949499605012e+38,2.213125873579542e+38; -1.6032698180747827e+38; 2.674491873074767e+38,1.3908756934221077e+308
41310,100000,-5.017344342715409e+37; -9.788773849600983e+36; 1.694745412216164e+38,2.9738271784970116e+38; 3.328419880643445e+38; -3.264256680686389e+38,2.3281968492194187e+306
41324,100000,-2.7868574363994773e+38; 1.8675351132874974e+38; -2.570777923684566e+37,-5.868686316382926e+37; -3.194179130088908e+38; 2.2968757964908444e+38,6.732863687569219e+307
41336,100000,-9.813062668926656e+36; 1.1191135904404626e+38; 1.0943758453312248e+38,2.149058203771719e+38; 2.285519523235688e+37; 6.683353637005119e+37,-1.5600013905803612e+308
41334,100000,1.5987123606368422e+38; 1.0532171571707265e+38; 5.861666447654042e+36,2.6676420977034216e+38; -2.4279070585496994e+38; 2.4377381453086854e+38,-1.4568655240001998e+308
41454,100000,3.2160727743114738e+38; 3.6524365460762292e+37; -1.543185714925165e+38,1.4595283812137033e+38; 1.425539524848096e+38; -1.016450421985803e+38,2.9106205645693567e+307
41416,100000,2.756173395854689e+38; -1.224952477178814e+38; -9.336656121824783e+36,1.4962563769962839e+38; -1.993232304444688e+38; 3.016918780292738e+38,1.7343414673538338e+308
41344,100000,5.676926274785201e+37; 2.557730300292561e+38; 2.507330743492543e+38,2.689500653357373e+38; -2.699919727170769e+38; -8.782859378813917e+37,1.3251281988270534e+308
41430,100000,9.611914026688461e+37; -3.333380755208402e+38; 1.2934173733887085e+37,-3.3316336284451435e+38; 3.5159141258533296e+37; -4.342988703490317e+37,1.4601662362643906e+308
39185,100000,-1.1844520546220022e+38; 3.2454818625885766e+38; 1.813334430103659e+38,-1.879897444765019e+38; 1.2360217036320549e+38; 1.0667793199413643e+37,1.0429359345084969e+308
41428,100000,2.7348255512745574e+38; -9.347264075577613e+37; -3.7831574365621244e+35,1.1397520577447064e+38; -2.7534900330641258e+38; 1.8135358344310233e+38,-5.532107127549349e+307
41639,100000,-9.548759420254971e+36; 2.7327881832298706e+38; -1.9870599615541048e+38,-2.507630314682389e+38; -1.2333937118197097e+38; -1.0142257458884265e+38,-1.69563176462438e+308
41452,100000,8.68767910114638e+37; 7.1722454016337e+36; -2.1916159725466773e+38,1.9347915835332063e+38; 1.021394056502597e+38; 2.58767281594224e+38,9.051903166460219e+307
41616,100000,2.701364037558645e+38; 7.285962787558494e+37; -1.696538782873319e+38,2.4920927719814155e+38; 2.654680218198016e+38; 4.007893887344066e+37,-7.057288164729532e+307
41428,100000,-2.8530770698662476e+38; 2.5349488950016434e+38; 3.2049079162969516e+38,1.943193977359711e+38; -1.0230194888082337e+38; 1.6066217904979302e+38,-1.8116295333734051e+307
41473,100000,-2.840031626833275e+38; -1.1753713156063033e+38; 1.4815975696913887e+38,-1.242248403380376e+38; 2.9423062857319765e+38; -1.8059384494416874e+38,-1.2262684541134964e+308
41747,100000,3.282097290997857e+38; -2.866349675886781e+38; 2.9381366279656578e+38,2.914482470589495e+38; -1.8523543381714522e+38; -1.1231631763419277e+38,6.925276813219075e+307
41444,100000,-1.6517645777298858e+37; 2.4861561613964507e+37; 1.6190360449440373e+38,-2.211049563308416e+38; 2.6339607226674056e+38; -2.828463757339928e+38,-4.501637536805129e+307
41294,100000,1.4873294800574287e+38; -3.2603156056763033e+38; 2.2240609318932547e+38,2.249262839946272e+38; 1.5062291363863514e+38; -1.5801231265869033e+38,3.066042047393108e+307
40125,100000,1.875297799915103e+38; -1.3721778235375126e+38; 2.6072952359373887e+38,2.8897361054561757e+38; 3.272132999513799e+37; 2.600799185789531e+38,4.687237572003408e+307
41712,100000,2.0280608525678866e+38; -2.956961949263383e+38; 2.4383557446811166e+38,6.1390680764477655e+37; 2.680456929739201e+38; 7.578238394669996e+36,-1.0934811700636677e+308
40177,100000,-2.9273717390685197e+38; 2.7163263711232588e+38; 2.96132205885588e+38,-1.8429976569730956e+38; 3.2553788671787745e+38; 1.5917935236607965e+38,-3.0410728994237216e+307
41469,100000,-1.0434189279152985e+38; 2.4777464151964646e+38; -3.2571186922745757e+38,2.778492045293993e+36; -2.6921008582685612e+38; -1.8694520038191385e+38,-5.351637091693779e+307
41701,100000,3.331575215105485e+38; -4.353645081496076e+37; 2.6088894333322357e+38,-2.974207068028888e+38; -9.318286596976876e+37; -4.589047290898218e+37,1.634718597116207e+308
41548,100000,-4.388203772159498e+37; 3.994996303077104e+37; 1.6542958985074575e+38,2.9477171255539907e+37; 2.665838585841465e+38; -1.0511301098990168e+37,-1.0490659548672061e+308
41626,100000,7.946111105916468e+37; 2.7459277366434043e+38; 1.3415609177685123e+38,-2.2443928305763393e+38; 2.5086675571095196e+38; -1.2383112834401631e+38,-1.118603716736464e+308
41593,100000,1.8632322000900827e+38; -6.13892762076126e+37; -2.2747803422927223e+38,-3.4001447685489343e+38; -2.546016194625972e+38; -9.696192509194035e+37,1.393078672348361e+308
41774,100000,2.301577461861067e+38; -4.626423715315827e+37; 8.20650580749247e+37,1.6914609802169968e+38; 1.577088269637909e+38; -2.4391534518508282e+37,1.2349185331055372e+308
41769,100000,-3.497815307791101e+36; 2.7354147552735435e+38; -3.3321713151237363e+38,-2.568044108400114e+38; 2.588972715573738e+38; -2.998302773462122e+38,1.0048279187117275e+308
40498,100000,1.5260825730268858e+38; -1.4031218845734198e+38; -6.944813165085313e+37,1.6471252554161825e+38; -3.174410879568709e+38; -2.908194112315979e+38,2.0279081693688818e+307
41728,100000,1.2315296569650861e+38; -7.56498992471689e+37; -2.4292059440607173e+37,2.376799240006322e+38; 2.476571658032221e+38; 6.659159384414223e+36,4.834443600999415e+307
41598,100000,-1.226446885118411e+38; 5.50584960067598e+36; 3.1207694331236672e+37,-4.645578422945516e+37; 1.2752806398970271e+38; -1.8669812006812216e+38,5.754571567067282e+306
41462,100000,3.1497926992640846e+38; -3.191524365495886e+38; 1.5938419456187173e+38,-1.237078011524213e+38; 9.883032038221913e+37; 3.1206032694829893e+38,-1.4115586303639545e+308
41629,100000,-2.679291502483375e+38; 2.6362136927261792e+38; -1.3400412582289587e+38,-1.3774415144778523e+38; -1.338654448472309e+38; 2.0752606564288325e+37,1.4911024977735984e+308
41517,100000,1.8857537877139775e+38; -1.8601389298014297e+38; 2.8570481628425465e+38,-1.8638149137179956e+38; -3.332454089943129e+36; 2.1421329778366483e+38,1.3815457466061704e+308
41511,100000,-3.7957926171548393e+37; -4.348632283962533e+37; -1.3109917770741286e+38,-5.3692223457484415e+37; 2.5208487666692808e+38; 2.7597024844197003e+37,5.260918482116243e+307
41831,100000,-1.7241849241076724e+38; -1.4932156381485044e+38; -9.131199622551833e+37,-8.106804073664039e+37; 1.147798393870619e+38; -6.052583374837555e+37,1.5599334470672351e+308
41838,100000,-1.1162088451490756e+38; -2.132256661304246e+38; -3.709043230099301e+37,-2.829352329704664e+38; -3.2487907348913164e+38; -3.2943474607502704e+38,-3.222202708374926e+307
41683,100000,-2.8444740830087627e+38; 2.677203225590583e+38; 1.2520335504816097e+38,-2.975567206416909e+38; -8.480969402490044e+37; -3.158070356271527e+38,-1.6860045458635095e+308
39575,100000,9.963023833457755e+37; 9.11829899592343e+37; 2.13601027614357e+36,-1.4487914820418182e+38; 1.8329953866770548e+38; 3.0545298721894614e+38,1.3672083055555911e+308
41539,100000,-1.8585142073801292e+37; 3.3373166074980147e+37; -4.998206368073643e+37,2.2875892924297164e+38; 2.480186794719976e+38; 3.034215416378636e+38,6.03510560820329e+307
41337,100000,-3.210407694485078e+38; -2.576564343026416e+38; -2.9405447584578994e+38,-7.087523241418047e+37; 2.950918196849687e+38; 3.007122173630078e+38,-1.5582341075158027e+308
41706,100000,2.921264299888668e+38; -1.4518660925136358e+38; -7.190623292975569e+37,1.884435228265644e+38; -2.2245430447695335e+38; -3.1871764253491512e+38,1.0862896399828305e+308
41541,100000,1.342881226574674e+37; -9.086161517906444e+37; -6.591829770728881e+37,3.2665763798727585e+38; -1.4884709740699222e+38; -1.9433402135329534e+38,-1.7887766360187307e+308
41540,100000,-1.7824954319494987e+38; -3.410689491889825e+37; 2.739484015112324e+38,-4.844793264193063e+37; 3.2059307582132638e+38; -2.1745834134338187e+38,-8.851224632756383e+307
41683,100000,8.101445461046754e+37; 1.3331587267661036e+38; -2.5933488482698218e+38,-1.4357243368305696e+38; -1.4015633842194752e+38; -2.40089474261546e+37,5.762481596829434e+307
41499,100000,-6.630506297602085e+37; -3.6264611176269526e+37; -2.63852771283786e+38,-2.109344028823193e+38; -6.370072552387596e+37; 2.420945527101438e+38,-5.757112066867175e+307
41835,100000,-2.9883278844190463e+38; 3.166623448401387e+38; 6.261077798773952e+36,1.2663616530979173e+38; 2.15826114430528e+38; -1.9862030297483505e+38,-1.3927560419451353e+308
41770,100000,2.897296982108225e+38; 1.570946046125587e+38; -1.4022996356880878e+38,-2.2161165148756004e+38; -2.4024560825067492e+38; 2.066543682429375e+38,3.968698060156018e+307
41978,100000,3.2557782278238704e+38; -1.3320566820402892e+38; 2.3376564205363306e+38,-9.553228902741255e+37; 2.759250237391563e+38; -3.3003575443640245e+38,1.2663805819098055e+308
41573,100000,2.9812320834192088e+38; 1.7189295489552702e+38; 8.781059314961593e+37,-1.201196704930537e+38; -2.4979300494653465e+38; -3.1080721883575652e+38,6.436552992596748e+307
41658,100000,3.1753753081453625e+38; 2.8390128413988834e+38; 2.5002692197649356e+38,8.859655680416704e+37; -2.4125938392989424e+38; -6.860517949591816e+37,1.3976523822415504e+308
41782,100000,2.2431606741929175e+38; 1.849053578832554e+38; 5.366815837848968e+37,1.9198124155686214e+38; -4.66765075519669e+37; 3.008638689396143e+38,-1.1197766659879934e+307
41653,100000,-5.883124349659285e+37; 3.795514748143269e+37; 3.739714289901943e+37,2.5194859915680114e+38; 2.8362345569313752e+38; -4.0471319834331707e+37,-1.4605901178149674e+308
41562,100000,-1.714269056876543e+38; 9.462026005596995e+37; 2.029928659668287e+38,-2.443450077501266e+38; -2.305278190317349e+38; 1.7908308938243114e+38,-9.409555945226128e+307
41594,100000,4.246399558945687e+37; -1.3316244638916353e+38; -2.4316122491360945e+38,-2.753180320669478e+38; 2.588723444759709e+38; -1.9327534041921353e+38,-1.0652360620129163e+308
41439,100000,2.2570259322220698e+38; -3.225482392598896e+38; -3.3278743852371547e+36,-4.174682733298015e+37; -2.405787062635957e+38; -1.2915169116088463e+38,3.0293278558414047e+307
41651,100000,-1.94781958369392e+38; -1.883374661067469e+38; 5.88948542037123e+37,1.8774102128753233e+38; 2.6425701998959636e+38; -1.8671347385219213e+38,-1.634307616101212e+306
41701,100000,-3.2258785080584552e+38; 2.978283629535126e+38; 7.821220394071142e+36,-1.4362129400779216e+38; 3.4007510097719875e+38; 1.4136920623383629e+38,1.0151424406807455e+308
41236,100000,-5.434408996094098e+37; -2.4600615737907526e+38; -2.4601666366724995e+38,-3.82784465552137e+37; -1.5187729954298258e+38; -3.075744664162593e+38,9.740639654852735e+307
41945,100000,-2.3428485145707694e+38; -2.3701644581767754e+38; 2.3704800524702082e+38,5.674843271318906e+37; -2.6948468937047996e+38; -7.23922907347024e+37,1.315503884169676e+308
41572,100000,-1.758409056424682e+38; 2.3775730139327012e+38; 1.82474830540209e+37,-3.3365389292077866e+38; -2.0912026303773027e+38; -1.5041125655321623e+38,1.7661531001832937e+308
41618,100000,6.956484170631494e+37; 7.95023604096961e+37; 3.2507625907529834e+38,-8.999487682826679e+37; -2.982210506858489e+38; -2.40645983016251e+38,-1.510646865603212e+308
41544,100000,7.825996648002682e+37; 1.4750880317411447e+38; -1.748666400971568e+38,1.7053833332291834e+38; -3.3006390642093232e+38; 2.0187231861285335e+37,-1.5883835043444654e+308
41619,100000,-1.6377561005359197e+38; 3.3868662806296156e+37; -7.323803172095787e+37,2.751446377472462e+38; -3.1637171819292796e+38; 2.848875163068659e+38,-2.107730270939545e+307
41870,100000,5.344343308303302e+36; -1.7809939251665404e+38; -1.4352775153470012e+38,-8.112291986642547e+37; -3.1399768243123014e+38; 6.815363221091207e+37,1.2107057117507486e+308
42031,100000,2.7218792892245466e+38; 5.47019071605662e+37; -1.1551209522098254e+38,-2.864420413085282e+38; 2.2323638912066776e+37; -8.581345526437796e+37,2.5958501200902593e+307
42075,100000,2.0018328574130205e+38; -4.1097273024218404e+37; 8.41446236727919e+37,1.56965121709649e+38; 8.126457221509738e+37; 2.429865122372836e+38,-7.020669222888423e+307
41619,100000,-1.0799406515922099e+38; 1.0287069806972417e+38; 1.0026500676673824e+38,-1.8856870585863815e+38; -2.0415946960241153e+38; 2.9294413561444763e+38,8.726207841655293e+307
42252,100000,-3.1458441197624457e+38; -2.701236664026334e+38; -2.285632597669228e+37,1.238371927844878e+37; 2.0650007995308253e+38; -1.195976316934701e+38,-2.4349657177338123e+307
