runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.field.integer,param.width.integer
13,4075,29527,250000,3472023413,11,1
13,5107,35236,250000,719505677,12,8
13,4123,32768,250000,3004867191,0,6
13,4169,30299,250000,3641349873,9,1
13,4297,30857,250000,719012928,7,9
13,3835,29669,250000,1618210658,3,7
13,3809,30469,250000,3985812201,0,12
13,4109,30113,250000,3111093291,9,7
13,4148,32375,250000,1625939288,15,6
13,3904,33623,250000,1034944124,3,6
13,4076,32600,250000,3835507076,4,4
13,3915,31281,250000,2110348204,12,3
13,4209,31748,250000,2652025926,0,5
13,4345,32899,250000,4166717338,14,15
13,4057,32490,250000,3686147383,15,2
13,4023,34307,250000,43013474,5,5
13,3893,31164,250000,770134122,8,2
13,3892,33165,250000,3080699706,10,8
13,4220,34496,250000,3733333772,11,8
13,3963,30314,250000,890488937,9,8
13,4147,31758,250000,1887050849,2,3
13,3915,31367,250000,3374498496,7,6
13,4083,37917,250000,1878688437,6,13
13,5829,34465,250000,1701296567,15,11
13,3923,34010,250000,238118964,12,6
13,4375,34012,250000,3282144522,13,9
13,4134,29906,250000,4142949191,15,13
13,4125,29679,250000,2405269906,11,10
13,4041,31936,250000,1716620591,2,12
14,3294,25084,250000,3999537449,11,2
14,3274,24802,250000,912454710,6,11
14,3312,25012,250000,929317212,6,6
14,3307,27137,250000,235728405,0,1
14,3273,25370,250000,153930840,3,1
14,3269,25075,250000,2522415224,2,11
14,3345,25384,250000,1438520402,0,3
14,3316,25246,250000,3911914895,0,11
14,3337,25069,250000,4197581801,15,12
14,3272,25263,250000,1140221715,15,2
14,3303,25287,250000,3497518079,5,15
14,3303,24967,250000,1234969465,13,2
14,3305,25090,250000,1056257448,15,8
14,3380,25172,250000,1304367314,10,13
14,3295,25134,250000,820285870,10,8
14,3302,25000,250000,1637129944,12,7
14,3356,25073,250000,2456051632,14,4
14,3404,25214,250000,1236754770,8,16
14,3278,24915,250000,1581240309,12,11
14,3285,25132,250000,1974252537,12,15
14,3367,25369,250000,1290442769,3,1
14,3275,25094,250000,1348905610,6,5
14,3428,26307,250000,3235450844,10,8
14,3406,26398,250000,3235772265,8,1
14,3390,26176,250000,2347591517,0,14
14,3305,26723,250000,3092661168,0,11
14,3311,25801,250000,1214380175,15,12
14,3296,25924,250000,3302038546,5,4
14,3265,25907,250000,197530908,9,9
14,3429,29371,250000,846412383,5,16
14,3370,26331,250000,4209439652,4,11
14,3355,27802,250000,24947003,4,7
14,3421,27541,250000,3461415145,8,3
14,3361,27668,250000,3222279142,4,9
14,3433,24983,250000,3721441274,5,5
14,3276,24840,250000,2291781336,7,11
14,3267,25109,250000,1774427408,2,15
14,3300,24962,250000,526373079,0,16
14,3290,25280,250000,3681875671,13,10
14,3330,24810,250000,2839320741,2,13
14,3414,28859,250000,2254127986,7,9
14,3368,31911,250000,332837473,12,10
14,3390,30451,250000,3245928285,5,14
14,3333,32434,250000,1553718868,13,5
14,3335,26510,250000,1847236808,9,1
14,3322,25399,250000,429793425,6,3
14,3343,24838,250000,3481765082,12,10
14,3286,25109,250000,86211733,13,5
14,3290,25412,250000,3181824578,15,16
14,3417,25173,250000,3015914572,3,7
14,3302,25195,250000,2330893524,6,12
14,3391,24926,250000,4170696135,2,5
14,3282,24742,250000,2755260369,7,15
14,3273,24826,250000,3008387668,11,16
14,3324,24971,250000,592668469,2,8
14,3279,25000,250000,459091173,1,7
14,3283,24839,250000,340721033,6,3
14,3271,24787,250000,539837634,8,14
14,3288,24686,250000,1806957845,14,14
14,3275,24753,250000,2075707652,9,14
14,3270,25098,250000,1255483382,1,1
14,3278,24750,250000,1603107505,4,12
14,3315,24939,250000,1495610354,5,9
14,3283,24738,250000,1642327192,4,1
14,3307,24887,250000,630441095,1,14
14,3282,24780,250000,3194698261,15,13
14,3306,24742,250000,2072920060,15,15
14,3301,25017,250000,3787145225,2,5
14,3293,25164,250000,2875748483,15,15
14,3278,25145,250000,2286598442,12,5
14,3286,24841,250000,1467185030,9,4
14,3275,24774,250000,2622816119,12,8
14,3283,24749,250000,1793992305,0,16
14,3306,24784,250000,1945410662,2,3
14,3280,24773,250000,2017864665,5,6
14,3292,25071,250000,3894301283,1,12
14,3280,24998,250000,2887253291,4,3
14,3275,24950,250000,3162397368,2,2
14,3426,26214,250000,3766854743,11,16
14,3439,26413,250000,202279643,5,5
14,3303,26230,250000,2405996447,6,6
14,3386,27167,250000,2466194849,15,6
14,3324,25951,250000,678407571,10,4
14,3356,25715,250000,2103533163,13,8
14,3346,25931,250000,2856714553,5,2
14,3343,26548,250000,2242319155,8,6
14,3305,26520,250000,1083270376,6,5
14,3380,25857,250000,4225165516,15,13
14,3481,25702,250000,1298592185,7,9
14,3413,26270,250000,307900529,11,4
14,3443,27985,250000,3267030122,10,11
14,3370,29535,250000,2866162623,2,9
14,3420,25240,250000,4040106739,3,4
14,3372,24904,250000,2689664365,11,14
14,3470,27143,250000,3460076103,3,9
14,3350,26447,250000,1834601846,6,1
14,3361,24796,250000,2917355049,12,1
14,3491,25012,250000,2955207438,7,16
14,3392,28900,250000,823041737,4,3
14,3297,26223,250000,3074052494,0,14
15,3307,25416,250000,3851352453,10,9
15,3368,25897,250000,3754133075,7,4
15,3354,25305,250000,2749293763,15,16
15,3298,25215,250000,2405462932,5,6
15,3304,25556,250000,3307238374,11,16
15,3281,25484,250000,859981710,9,7
15,3351,25361,250000,428392253,10,14
15,3379,25671,250000,3007360303,3,1
15,3351,25534,250000,2974239746,15,11
15,3253,25799,250000,3707794473,9,13
15,3273,25761,250000,2281608053,14,10
15,3375,25662,250000,702952909,7,11
15,3262,25257,250000,2924483591,13,7
15,3281,25348,250000,1833383843,10,1
15,3426,26645,250000,1007586857,15,6
15,3247,25312,250000,3631429667,6,2
15,3362,25421,250000,2254279949,10,8
15,3338,25667,250000,825286048,1,6
15,3280,25486,250000,457760347,5,14
15,3275,25084,250000,2293276638,15,1
15,3331,25437,250000,4158163429,12,6
15,3262,25522,250000,846767581,14,2
15,3271,25330,250000,3476918860,0,15
15,3399,24973,250000,3838196840,5,10
15,3247,25649,250000,763012727,5,5
15,3271,25329,250000,3915317402,6,5
15,3329,25487,250000,6683857,7,10
15,3247,25750,250000,2598658553,7,14
15,3294,26247,250000,744566687,9,6
15,3384,27438,250000,377664829,0,12
15,3323,25950,250000,1892974567,3,9
15,3378,26285,250000,39925558,8,16
15,3359,25474,250000,3928968015,1,6
15,3247,26106,250000,4287177767,0,14
15,3288,25747,250000,968726976,10,5
15,3303,26245,250000,1107637114,4,6
15,3244,24928,250000,4166056286,12,7
15,3293,24940,250000,3687021827,6,12
15,3360,24921,250000,3326625730,15,15
15,3288,24957,250000,366785037,8,13
15,3298,25056,250000,3907701362,13,6
15,3274,24948,250000,3829543135,4,10
15,3259,25136,250000,1294059560,3,6
15,3281,25010,250000,3162258080,12,13
15,3342,24987,250000,3058247559,14,1
15,3246,25000,250000,2579144782,13,15
15,3305,25608,250000,2195547852,3,13
15,3265,26196,250000,1642703640,7,10
15,3251,27457,250000,3115030096,9,7
15,3310,27199,250000,2694197360,15,3
15,3353,25403,250000,2289940988,11,6
15,3289,25496,250000,1745803035,10,10
15,3292,27160,250000,194366858,8,13
15,3388,24631,250000,2203991447,8,9
15,3260,25481,250000,149467781,3,16
15,3272,25526,250000,975609095,12,11
15,3343,25579,250000,763586061,11,15
15,3365,25313,250000,1285405257,8,11
15,3271,25305,250000,3333412943,11,14
15,3273,25327,250000,2618253890,15,6
15,3247,25200,250000,380785899,0,4
15,3292,25171,250000,4128061393,11,11
15,3354,25207,250000,1046329220,12,12
15,3244,25029,250000,1962791617,6,1
15,3272,25399,250000,2637728441,15,14
15,3278,25843,250000,1525927375,6,12
15,3246,25083,250000,1660390162,8,11
15,3269,25125,250000,1360269007,14,15
15,3386,25479,250000,3333344703,15,5
15,3259,25648,250000,1445380819,0,4
15,3293,25874,250000,722955808,4,5
15,3315,25729,250000,3932831896,12,10
15,3244,25306,250000,4113010581,6,7
15,3291,25848,250000,1014175460,2,16
15,3341,25328,250000,2843134188,4,4
15,3246,25544,250000,3040074497,6,8
15,3272,25515,250000,11493789,2,7
15,3356,24858,250000,103610112,0,11
15,3259,24983,250000,2546230114,3,8
15,3284,26967,250000,3378232203,10,13
15,3344,26623,250000,2358841883,12,13
15,3244,26270,250000,2269442418,13,10
15,3266,25534,250000,3313232483,2,8
15,3271,25643,250000,3847866789,1,13
15,3250,25660,250000,511528101,11,14
15,3273,26257,250000,3299476813,0,3
15,3342,26131,250000,1147307654,5,4
15,3288,25349,250000,1913301677,2,6
15,3277,25232,250000,4128036681,12,4
15,3269,25543,250000,2289290843,14,9
15,3250,25033,250000,4048382564,4,10
15,3275,25106,250000,477485763,14,1
15,3347,25488,250000,3144494033,7,10
15,3259,26100,250000,1792282736,10,5
15,3295,26195,250000,2157711050,1,11
15,3359,25194,250000,3233702215,2,6
15,3256,24928,250000,4144483405,5,16
15,3306,25833,250000,1093209847,4,2
15,3349,29313,250000,1737591746,8,14
15,3320,27428,250000,2105656502,1,4
16,3282,24975,250000,367667708,6,12
16,3300,25302,250000,2767502212,5,16
16,3388,25193,250000,4133629598,9,6
16,3273,25558,250000,3193005103,9,3
16,3400,25454,250000,2117833886,7,8
16,3344,29148,250000,484353908,9,7
16,3324,26507,250000,2110021278,11,9
16,3343,26330,250000,1520651117,3,15
16,3334,26320,250000,126422634,15,12
16,3394,26154,250000,1667440920,8,4
16,3304,26469,250000,3829687841,0,8
16,3381,26377,250000,505621991,15,1
16,3495,26185,250000,1209217348,15,16
16,3304,25444,250000,986206666,3,15
16,3300,25153,250000,2151048483,12,6
16,3283,25307,250000,1148260436,3,7
16,3288,25063,250000,866853290,6,13
16,3305,24964,250000,938682289,11,14
16,3393,25184,250000,1518393232,13,13
16,3278,24916,250000,12271875,6,8
16,3322,25101,250000,3161075124,9,12
16,3280,25310,250000,33931869,11,13
16,3344,28391,250000,1274293201,8,10
16,3362,26355,250000,229138501,0,16
16,3279,24788,250000,1791896388,11,5
16,3279,27685,250000,2562865702,15,10
16,3310,26447,250000,1272975682,11,8
16,3271,25794,250000,2174207561,10,16
16,3271,26176,250000,3222633637,13,8
16,3287,26676,250000,3812402309,9,11
16,3276,25341,250000,3060517307,10,6
16,3311,26165,250000,1682084266,0,15
16,3305,26306,250000,1928669348,0,1
16,3293,25553,250000,2480532611,13,3
16,3299,25989,250000,1169331681,12,4
16,3312,26170,250000,262973304,13,16
16,3294,25144,250000,860137853,11,2
16,3315,25317,250000,548831912,11,14
16,3326,25710,250000,1802290086,7,5
16,3298,25629,250000,2701858312,10,3
16,3288,25222,250000,728374813,15,3
16,3274,25525,250000,1399021964,4,13
16,3277,24938,250000,1382673741,14,13
16,3268,24955,250000,3539864467,6,11
16,3276,24801,250000,3986483999,15,8
16,3359,24915,250000,307202297,14,16
16,3286,24952,250000,1779764052,6,9
16,3329,25033,250000,1815091221,3,2
16,3422,25184,250000,4179827267,13,8
16,3277,25071,250000,301535754,6,3
16,3313,25257,250000,3719909584,10,1
16,3293,24726,250000,503348831,11,11
16,3388,24746,250000,3155640987,7,13
16,3298,24836,250000,3874399469,11,1
16,3340,25008,250000,2031639000,3,3
16,3345,24991,250000,2341124084,15,1
16,3297,26672,250000,1342003738,4,3
16,3351,25030,250000,2683937633,5,10
16,3383,24981,250000,3476398681,14,2
16,3292,24777,250000,2230473043,2,11
16,3357,25013,250000,3658552657,6,4
16,3298,24993,250000,2706560383,8,10
16,3287,24674,250000,4183767221,7,14
16,3278,24915,250000,3758933035,1,2
16,3362,24785,250000,1441060997,4,7
16,3272,24906,250000,2090936078,14,1
16,3387,24817,250000,2599201956,8,12
16,3323,24962,250000,3832352164,7,14
16,3347,24763,250000,4102000165,4,3
16,3310,25486,250000,2433640871,2,9
16,3352,25228,250000,3937833529,6,7
16,3339,24997,250000,3134700029,2,8
16,3288,25252,250000,3040830311,4,6
16,3276,26229,250000,182578154,1,13
16,3385,25091,250000,567585916,9,2
16,3270,25224,250000,4273738952,0,12
16,3270,25381,250000,1621277898,7,16
16,3344,25229,250000,3905656909,12,8
16,3302,25387,250000,465891196,5,7
16,3314,25045,250000,440398075,8,14
16,3275,24823,250000,3442816047,11,3
16,3403,24680,250000,3767120166,7,13
16,3289,24974,250000,1828665820,6,9
16,3271,24858,250000,1299834279,7,15
16,3291,24799,250000,1642168409,10,3
16,3281,27120,250000,2802280322,12,16
16,3329,25253,250000,832342812,5,3
16,3394,25085,250000,1277711273,2,12
16,3278,25520,250000,525076500,13,11
16,3320,25368,250000,4084222522,1,13
16,3298,25180,250000,63561138,8,10
16,3301,25342,250000,875009437,2,2
16,3301,25149,250000,2964216215,15,12
16,3273,25215,250000,2235348951,13,8
16,3272,25198,250000,384778539,12,8
16,3285,25128,250000,1246936057,1,1
16,3283,25359,250000,3718146744,2,11
16,3366,25043,250000,2031389010,6,10
16,3305,25023,250000,4101178281,12,8
16,3366,25117,250000,298897178,8,5
17,3280,25431,250000,3616876632,10,6
17,3359,24814,250000,1990339216,0,14
17,3285,25323,250000,1142545483,14,3
17,3284,24595,250000,2267483754,11,5
17,3286,24715,250000,432066828,2,8
17,3270,24728,250000,1777622318,13,16
17,3272,25058,250000,1942067515,0,3
17,3380,24546,250000,3526613883,2,16
17,3269,24172,250000,2589130456,13,6
17,3269,24269,250000,544304931,2,4
17,3280,24107,250000,3894466797,8,13
17,3266,24255,250000,2613576997,7,10
17,3292,24182,250000,12477018,3,9
17,3359,24249,250000,1343740321,12,10
17,3288,24160,250000,1910930772,14,7
17,3314,24285,250000,2110515142,0,6
17,3277,24326,250000,174661299,6,16
17,3287,24220,250000,1530933529,3,9
17,3270,24395,250000,3655036936,6,9
17,3367,24070,250000,2562346285,3,2
17,3287,24365,250000,3000166351,9,11
17,3248,24657,250000,1716200517,5,7
17,3320,24292,250000,821049627,7,13
17,3340,24542,250000,4289584537,9,12
17,3284,24789,250000,1645653335,2,4
17,3359,24555,250000,2141513180,6,1
17,3309,24876,250000,2383495950,3,11
17,3354,25157,250000,4139502823,7,10
17,3290,24349,250000,3799115685,3,4
17,3266,24476,250000,3478367288,5,13
17,3246,24602,250000,4203606461,10,7
17,3275,24557,250000,922077827,14,5
17,3281,24222,250000,2865627704,4,8
17,3245,24525,250000,2863958381,0,8
17,3318,24352,250000,2658566598,11,8
17,3269,24260,250000,98889942,3,10
17,3245,24201,250000,1751840464,4,3
17,3353,24124,250000,3740300144,10,3
17,3272,24227,250000,1712929378,6,12
17,3245,24283,250000,936280226,8,10
17,3293,24368,250000,1457319191,8,7
17,3269,24546,250000,2968794101,4,13
17,3259,24459,250000,4269709679,9,10
17,3355,24602,250000,3456399745,14,7
17,3365,32459,250000,1840540372,2,14
17,3247,25934,250000,1481233943,13,14
17,3303,24755,250000,302102393,3,7
17,3411,24861,250000,2586717335,5,8
17,3343,24629,250000,942726783,4,8
17,3404,24427,250000,2082040130,8,6
17,3267,24704,250000,343986458,0,6
17,3344,24209,250000,11299893,12,15
17,3309,24336,250000,1587387592,4,11
17,3296,24403,250000,4210281266,8,7
17,3256,24468,250000,1940310844,11,15
17,3346,24388,250000,4249960796,2,9
17,3288,24117,250000,688244791,15,3
17,3269,24625,250000,3723148222,1,11
17,3283,24637,250000,725731781,15,8
17,3339,24562,250000,3113730867,15,1
17,3244,24677,250000,746141871,1,14
17,3351,24505,250000,214401086,7,5
17,3267,24245,250000,870192207,6,16
17,3266,24307,250000,3985795667,13,5
17,3361,24701,250000,3385806252,13,12
17,3353,24598,250000,2140508973,9,3
17,3264,24550,250000,2820676964,13,4
17,3485,24496,250000,932825527,7,8
17,3370,24316,250000,2699218795,1,16
17,3244,24317,250000,1555017807,3,10
17,3286,24537,250000,1226613172,7,2
17,3265,24529,250000,1760144795,6,5
17,3245,24087,250000,833728684,5,5
17,3350,24527,250000,3506942129,12,4
17,3335,24385,250000,4206484327,7,13
17,3366,24479,250000,3819788966,13,7
17,3270,24714,250000,2546630223,2,13
17,3277,24127,250000,1678438255,9,16
17,3263,24189,250000,3652763649,6,12
17,3340,24426,250000,1524528279,15,1
17,3289,24542,250000,2189340592,6,14
17,3252,24517,250000,2856659389,4,1
17,3272,24985,250000,1801496118,13,11
17,3274,24445,250000,1914920354,12,3
17,3283,24679,250000,2189913147,11,9
17,3410,24356,250000,1274551178,6,16
17,3276,24598,250000,3545652343,13,2
17,3303,24085,250000,59759544,2,12
17,3298,24445,250000,3702249483,2,6
17,3287,24208,250000,3698094989,0,1
17,3320,24489,250000,185425073,4,9
17,3367,24525,250000,3709364358,5,7
17,3281,24581,250000,3788097605,14,12
17,3264,24363,250000,1088081234,4,1
17,3281,24570,250000,1469945553,10,10
17,3276,24616,250000,2100930375,10,1
17,3245,24702,250000,1201239369,14,10
17,3342,24666,250000,100797767,10,10
17,3279,24476,250000,1657388690,1,15
17,3246,24523,250000,648696969,5,3
18,3327,25997,250000,2329154904,0,3
18,3292,24566,250000,3599647614,8,12
18,3284,24817,250000,3680092017,2,4
18,3279,25045,250000,3453598997,10,10
18,3247,24873,250000,53776498,15,13
18,3303,25930,250000,606461243,15,16
18,3399,25902,250000,2129483039,13,1
18,3244,24526,250000,1351300108,10,13
18,3296,24640,250000,436722083,10,5
18,3283,24767,250000,2641707450,12,3
18,3247,24521,250000,711514497,2,16
18,3296,24791,250000,1836650893,15,15
18,3296,24592,250000,3232118377,1,4
18,3359,24261,250000,2575383306,0,7
18,3327,24375,250000,3407149878,8,6
18,3382,24570,250000,2709726211,8,15
18,3245,24392,250000,1489218585,2,6
18,3275,24490,250000,1923069242,4,11
18,3276,24463,250000,2195401473,5,14
18,3244,24327,250000,3189995433,1,16
18,3283,24650,250000,3371242516,8,4
18,3272,24930,250000,1982358761,10,13
18,3272,25141,250000,2546972291,11,1
18,3326,24622,250000,1344044204,3,15
18,3278,26100,250000,3555096551,2,11
18,3245,25911,250000,409524332,14,4
18,3274,26285,250000,3462956772,15,3
18,3436,26977,250000,1526414973,14,1
18,3246,24927,250000,3226372998,4,3
18,3330,25969,250000,3599207365,2,14
18,3344,25385,250000,2159571831,15,5
18,3484,24912,250000,59364893,3,10
18,3273,24995,250000,2668734617,6,16
18,3524,24575,250000,4280122556,7,11
18,3256,24491,250000,3381960040,14,8
18,3279,26875,250000,454868503,11,4
18,3352,27783,250000,1416070297,4,5
18,3308,27839,250000,122342576,3,14
18,3322,28306,250000,978700323,1,4
18,3320,27208,250000,3430008732,12,7
18,3312,25642,250000,3502769204,9,14
18,3331,26190,250000,183654012,1,1
18,3338,26575,250000,672508049,8,12
18,3431,25464,250000,1492158973,1,16
18,3354,26531,250000,4026940603,15,3
18,3405,24385,250000,53642346,11,14
18,3295,24525,250000,3091278233,0,2
18,3316,24287,250000,619489506,15,6
18,3367,24607,250000,3001299625,3,15
18,3310,24794,250000,1928230780,3,16
18,3292,24655,250000,3966024885,5,4
18,3284,26600,250000,4293622469,9,9
18,3261,28267,250000,298958224,9,5
18,3324,26990,250000,3053795929,4,7
18,3366,29046,250000,3521942509,7,14
18,3266,25547,250000,3461480916,15,8
18,3309,28033,250000,2353927868,12,16
18,3400,24364,250000,1914311879,6,1
18,3245,24803,250000,1819705034,13,14
18,3293,25090,250000,2600353786,10,9
18,3272,25842,250000,2233328590,3,16
18,3257,25097,250000,2737820041,1,12
18,3273,24856,250000,3899828651,11,4
18,3318,25021,250000,1765661315,7,3
18,3411,29235,250000,1234345168,11,13
18,3469,32867,250000,767138349,5,8
18,3343,28177,250000,819318386,0,10
18,3397,24378,250000,397721549,15,4
18,3304,24436,250000,2012806998,0,6
18,3335,24547,250000,3552681906,0,7
18,3363,24659,250000,293824765,6,7
18,3325,30518,250000,611466416,6,11
18,3377,27492,250000,2210471419,9,5
18,3246,24507,250000,4049385294,12,8
18,3274,24357,250000,393181322,3,7
18,3302,24776,250000,1608573558,0,8
18,3280,24251,250000,619326710,9,7
18,3335,24146,250000,3464756287,6,16
18,3287,24525,250000,3506536283,5,1
18,3341,24479,250000,151352609,0,7
18,3268,24310,250000,1337273984,12,5
18,3281,24937,250000,4029619884,0,16
18,3276,24664,250000,2776902774,10,12
18,3282,24564,250000,4006678875,8,10
18,3434,24589,250000,59915176,2,9
18,3261,24551,250000,2039446592,3,13
18,3267,24533,250000,4199261705,4,9
18,3269,24723,250000,838539553,11,10
18,3273,24183,250000,93088357,4,12
18,3289,24431,250000,3852298002,8,9
18,3280,24695,250000,3207888026,3,3
18,3360,24616,250000,656801539,4,1
18,3279,24626,250000,2648252061,8,2
18,3273,24543,250000,3969582247,15,3
18,3326,25316,250000,961046029,0,5
18,3330,24714,250000,2911872963,5,6
18,3406,24322,250000,3993527314,0,5
18,3244,24497,250000,2504183339,10,16
18,3271,24421,250000,3069927594,5,12
18,3273,24899,250000,1208105918,4,11
19,4061,30532,250000,2868152150,8,3
19,4089,29844,250000,89894446,3,5
19,3969,29850,250000,2594342215,15,1
19,4054,30979,250000,2074643778,0,15
19,3982,32543,250000,2749661883,5,10
19,3929,31686,250000,513143881,7,16
19,3921,32852,250000,522543896,10,10
19,4274,32445,250000,2017554906,9,9
19,3925,33058,250000,469264040,2,14
19,3937,28867,250000,3514750745,5,13
19,3930,30601,250000,946935423,8,12
19,3970,32687,250000,1088470494,5,13
19,3938,31876,250000,1930105664,0,1
19,3993,29451,250000,4242201985,5,13
19,3945,29675,250000,2373072226,8,10
19,3993,29994,250000,726756572,0,8
19,3919,29620,250000,2496621412,11,1
19,3998,30767,250000,136847396,1,6
19,3988,30376,250000,2026685982,15,12
19,3939,29982,250000,781179063,13,5
19,3925,29828,250000,778589561,6,15
19,3965,29917,250000,4085537666,8,3
19,3974,30477,250000,407452556,3,2
19,4003,29611,250000,665045492,12,14
19,3977,29156,250000,2371143210,0,16
19,3983,32195,250000,2917109665,13,11
19,3930,31407,250000,1235435642,3,9
19,4076,30564,250000,165488515,5,13
19,3950,30608,250000,3920808439,9,4
19,3976,32137,250000,1348722723,9,7
19,3933,29536,250000,3903244295,5,6
19,3967,30438,250000,851989727,11,7
19,3938,29714,250000,853038721,15,2
19,3997,29460,250000,3804952856,15,1
19,4054,29663,250000,2469999512,2,16
19,4147,31389,250000,2734161522,5,14
19,3996,29355,250000,4195590457,0,14
19,4014,30897,250000,1639855200,12,9
19,4021,31422,250000,2263898197,9,9
19,4024,29831,250000,3519974302,13,12
19,3984,30341,250000,856426971,7,3
19,3987,30157,250000,2755929965,12,8
19,4021,29062,250000,436933479,12,5
19,3997,29957,250000,1052749224,8,11
19,4018,28559,250000,2413632160,0,5
19,3994,29309,250000,302195336,1,2
19,4044,29538,250000,1480078880,14,9
19,4030,28795,250000,3234809265,8,9
19,3961,28658,250000,557173169,8,2
19,3961,28718,250000,1831656842,7,3
19,3973,30640,250000,1817661857,0,5
19,3947,28571,250000,557276824,6,13
19,3993,29071,250000,2418230327,12,11
19,4033,29062,250000,351772491,11,9
19,4014,28432,250000,2185945540,12,16
19,3993,30731,250000,1765702518,13,3
19,3989,28842,250000,3256416174,0,15
19,3980,29431,250000,1387849403,12,8
19,3958,29948,250000,4198257575,14,5
19,4020,32720,250000,3110799512,2,15
19,3953,29750,250000,2372836944,1,16
19,3932,28637,250000,2950883520,15,12
19,3969,29371,250000,3166104215,9,14
19,3996,31214,250000,2852175589,10,5
19,4147,33662,250000,98878011,13,2
19,3948,33785,250000,2470364622,14,6
19,3940,31892,250000,3975401725,7,12
19,4081,32173,250000,3490490092,8,10
19,3925,31948,250000,1538199961,13,7
19,3984,31181,250000,1493219496,13,3
19,4285,31939,250000,3278934055,8,14
19,3929,30447,250000,537039413,2,2
19,3953,29200,250000,2805986190,12,5
19,4133,29902,250000,2603105220,8,7
19,3956,29712,250000,2207660986,9,6
19,3944,29888,250000,735675338,9,2
19,4016,29536,250000,4088114169,4,4
19,3937,30316,250000,1894577693,3,16
19,4060,29618,250000,2997556709,13,5
19,3920,30048,250000,3296247622,8,12
19,3973,29520,250000,1788462738,7,15
19,4030,30923,250000,824230455,6,6
19,3958,30533,250000,963261839,2,5
19,3905,29867,250000,1922017811,11,5
19,3960,29864,250000,1776216084,12,1
19,4052,30570,250000,2222887781,7,11
19,3915,29981,250000,4201455126,13,5
19,4043,30491,250000,56254464,13,9
19,3951,33444,250000,2312725320,14,3
19,3931,29350,250000,2811368815,7,7
19,3947,29162,250000,3461236178,12,14
19,4175,29708,250000,3058240322,12,12
19,3985,29536,250000,1470112873,7,11
19,3954,28598,250000,338444668,7,7
19,3972,28734,250000,1950588617,13,6
19,3933,29434,250000,633942250,6,1
19,4004,30649,250000,1761897140,11,9
19,3934,28853,250000,1026085758,5,12
19,3929,28950,250000,3744218728,9,7
19,4708,28876,250000,4001782370,13,8
20,3253,24227,250000,660698271,12,9
20,3280,24241,250000,1272844267,13,1
20,3269,24398,250000,1689958483,13,2
20,3244,24251,250000,1873782785,0,1
20,3266,24321,250000,771486909,5,9
20,3272,24332,250000,236516755,14,8
20,3244,24211,250000,3250891590,0,12
20,3271,24272,250000,351309088,8,2
20,3265,24503,250000,2368359009,11,15
20,3244,24346,250000,516954090,7,7
20,3269,24297,250000,161248617,3,3
20,3267,24234,250000,1237361172,6,2
20,3244,24201,250000,229388763,14,1
20,3305,24202,250000,3905881842,13,6
20,3267,24333,250000,1736329167,3,7
20,3261,24473,250000,3879609764,2,14
20,3270,24390,250000,1080320179,0,14
20,3272,24211,250000,2620796391,8,9
20,3247,24321,250000,990282537,1,13
20,3264,24315,250000,2472808609,1,14
20,3268,24280,250000,1567367434,11,10
20,3244,24268,250000,3644034304,13,12
20,3268,24370,250000,1564845897,3,12
20,3272,24383,250000,1078487893,3,12
20,3244,24210,250000,2358494115,4,11
20,3275,24214,250000,2925275649,3,10
20,3268,24395,250000,3702037028,11,8
20,3247,24179,250000,1469775836,6,12
20,3273,24277,250000,2001856306,8,10
20,3271,24493,250000,3595884124,4,1
20,3267,24319,250000,412968688,10,1
20,3268,24250,250000,3773916771,8,6
20,3263,28777,250000,248113223,9,7
20,3276,24194,250000,2915255840,4,15
20,3280,24280,250000,3854904738,3,12
20,3341,24424,250000,1893990306,10,4
20,3267,24262,250000,1532733231,3,5
20,3269,24124,250000,3573010955,0,13
20,3269,29645,250000,2230489873,0,14
20,3244,24351,250000,2730554275,9,4
20,3273,24536,250000,2908185855,2,7
20,3269,24357,250000,1693644032,14,4
20,3266,24346,250000,3821606837,6,16
20,3270,24269,250000,1618526244,6,6
20,3269,28576,250000,3630252144,7,7
20,3276,24254,250000,3318740704,7,1
20,3265,24342,250000,3566504527,15,12
20,3265,24437,250000,2887566510,2,9
20,3273,24381,250000,3868873214,10,3
20,3267,24235,250000,206467738,5,8
20,3268,28548,250000,822182053,8,12
20,3268,24428,250000,2983533367,3,10
20,3270,24470,250000,1638850653,0,14
20,3267,24305,250000,1118656197,12,12
20,3263,24363,250000,3003317513,10,6
20,3265,24352,250000,3763593595,14,9
20,3265,28644,250000,1097922962,6,15
20,3288,24462,250000,1671229304,15,7
20,3263,24502,250000,1723178559,12,5
20,3363,24599,250000,3228136020,8,13
20,3271,24567,250000,2097177645,1,16
20,3271,24392,250000,2146216531,6,3
20,3273,28387,250000,4052741593,3,5
20,3369,24410,250000,3445608203,15,16
20,3269,24519,250000,3809203103,3,10
20,3269,24493,250000,4109066918,14,5
20,3265,24341,250000,227934060,2,13
20,3336,24377,250000,514936784,11,4
20,3271,28311,250000,2717115074,14,6
20,3276,24540,250000,3457284336,9,7
20,3271,24375,250000,4204025726,15,16
20,3277,24293,250000,611428406,7,11
20,3265,24490,250000,188279394,12,2
20,3272,24358,250000,2309396343,0,3
20,3267,24557,250000,4275308209,13,6
20,3288,24148,250000,2517814818,3,6
20,3265,24317,250000,998492400,7,15
