elapsed.ps,repeats.n,param.a.color3,param.b.color3,param.alpha.float
104774,100000,0.929412; 0.956863; 0.423529,0.901961; 0.92549; 0.541176,0.9152533419877442
104496,100000,0.890196; 0.894118; 0.219608,0.372549; 0.768627; 0.282353,0.3727874345253786
105315,100000,0.0470588; 0.878431; 0.364706,0.886275; 0.784314; 0.278431,0.4945783882210202
105599,100000,0.564706; 0.576471; 0.00784314,0.164706; 0.105882; 0.768627,0.9418175937317871
77195,100000,0.921569; 0.894118; 0.0392157,0.309804; 0.568627; 0.341176,0.9010351608023325
76236,100000,0.764706; 0.513726; 0.105882,0.811765; 0.482353; 0.882353,0.7674435538343903
74079,100000,0.784314; 0.494118; 0.843137,0.466667; 0.141176; 0.180392,0.7823284137768336
75524,100000,0.572549; 0.623529; 0.0470588,0.54902; 0.686275; 0.568627,0.46236942797042796
75683,100000,0.733333; 0.607843; 0.996078,0.87451; 0.411765; 0.905882,0.9243506077028356
75650,100000,0.235294; 0.388235; 0.933333,0.741176; 0.0313726; 0.686275,0.2865678116925984
75074,100000,0.878431; 0.309804; 0.996078,0.909804; 0.87451; 0.490196,0.16044332285842808
75339,100000,0.384314; 0.00784314; 0.74902,0.482353; 0.67451; 0.796078,0.12275472894146666
71952,100000,0.701961; 0.309804; 0.831373,0.207843; 0.54902; 0.760784,0.1446182033582388
76591,100000,0.0705882; 0.603922; 0.298039,0.0588235; 0.27451; 0.298039,0.24875357523162814
86047,100000,0.662745; 0.745098; 0.737255,0.301961; 0.207843; 0.52549,0.9038228719469641
83063,100000,0.0470588; 0.4; 0.960784,0.12549; 0.556863; 0.254902,0.0478223788908574
74662,100000,0.435294; 0.176471; 0.968627,0.823529; 0.67451; 0.819608,0.8510615305107262
87282,100000,0.65098; 0.682353; 0.596078,0.894118; 0.964706; 0.54902,0.09265512260239242
80603,100000,0.352941; 0.027451; 0.803922,0.603922; 0.52549; 0.168627,0.5927129252387395
82952,100000,0.52549; 0.635294; 0.47451,0.211765; 0.780392; 0.290196,0.3035194728598976
69770,100000,0.0627451; 0.223529; 0.356863,0.917647; 0.933333; 0.835294,0.9295080565968897
76169,100000,0.388235; 0.866667; 0.741176,0.611765; 0.498039; 0.615686,0.8087842561016235
71150,100000,0.215686; 0.631373; 0.376471,0.580392; 0.239216; 0.407843,0.23462968938178588
74085,100000,0.0235294; 0.811765; 0.623529,0.172549; 0.0588235; 0.956863,0.5481203850797104
79913,100000,0.866667; 0.839216; 0.901961,0.333333; 0.396078; 0.701961,0.4095233450672905
85291,100000,0.956863; 0.101961; 0.0392157,0.247059; 0.662745; 0.729412,0.328561673058709
69046,100000,0.380392; 0.972549; 0.0862745,0.498039; 0.882353; 0.811765,0.28788422543871206
79388,100000,0.811765; 0.847059; 0.00784314,0.364706; 0.0392157; 0.211765,0.4976449225901053
68406,100000,0.0352941; 0.788235; 0.776471,0.227451; 0.164706; 0.4,0.12401150043557711
72823,100000,0.164706; 0.294118; 0.105882,0.505882; 0.733333; 0.431373,0.6698155719527958
73405,100000,0.403922; 0.364706; 0.145098,0.780392; 0.388235; 0.776471,0.3817868347938358
79544,100000,0.741176; 0.545098; 0.211765,0.321569; 0.945098; 0.027451,0.4851345850823993
78790,100000,0.113725; 0.517647; 0.686275,0.00392157; 0.145098; 0.552941,0.18750032384751938
78179,100000,0.517647; 0.603922; 0.807843,0.901961; 0.388235; 0.0352941,0.15683581718454728
83693,100000,0.411765; 0.454902; 0.196078,0.411765; 0.478431; 0.627451,0.16497805425429657
72596,100000,0.45098; 0.792157; 0.960784,0.34902; 0.486275; 0.333333,0.1907765896101662
81483,100000,0.717647; 0.623529; 0.270588,0.168627; 0.654902; 0.470588,0.9510921397873343
73540,100000,0.647059; 0.345098; 0.658824,0.505882; 0.172549; 0.443137,0.21766305761554675
92238,100000,0.027451; 0.552941; 0.396078,0.513726; 0.207843; 0.635294,0.35234141790944234
71454,100000,0.870588; 0.721569; 0.376471,0.513726; 0.619608; 0.866667,0.1285302598432919
99265,100000,0.164706; 0.160784; 0.839216,0.784314; 0.0784314; 0.176471,0.7571134650769521
74610,100000,0.0509804; 0.894118; 0.847059,0.866667; 0.827451; 0.247059,0.3610953259783971
73007,100000,0.427451; 0.729412; 0.92549,0.2; 0.117647; 0.694118,0.6009077947546885
74233,100000,0.482353; 0.486275; 0.580392,0.87451; 0.113725; 0.52549,0.9302817531777241
78105,100000,0.737255; 0.760784; 0.109804,0.352941; 0.482353; 0.352941,0.013439045365709711
80245,100000,0.8; 0.54902; 0.698039,0.647059; 0.682353; 0.105882,0.46285426512252315
90197,100000,0.105882; 0.482353; 0.843137,0.203922; 0.0509804; 0.54902,0.09403559416661866
85149,100000,0.0470588; 0.458824; 0.372549,0.729412; 0.513726; 0.164706,0.1888917340949213
73494,100000,0.419608; 0.470588; 0.380392,0.788235; 0.917647; 0.443137,0.0020798647132718416
78745,100000,0.529412; 0.243137; 0.552941,0.803922; 0.376471; 0.270588,0.4806820288818565
75035,100000,0.678431; 0.764706; 0.0862745,0.2; 0.509804; 0,0.13788697815350975
100485,100000,0.282353; 0.290196; 0.368627,0.72549; 0.635294; 0.262745,0.229574414265619
79251,100000,0.0470588; 0.211765; 0.662745,0.666667; 0.0392157; 0.878431,0.08736787960029195
70330,100000,0.239216; 0.423529; 0.772549,0.956863; 0.682353; 0.533333,0.4465265721542559
77229,100000,0.368627; 0.219608; 0.713726,0.52549; 0.580392; 0.639216,0.6035736850302257
80896,100000,0.258824; 0.662745; 0.835294,0.239216; 0.623529; 0.866667,0.657299165484247
82229,100000,0.784314; 0.639216; 0.921569,0.203922; 0.466667; 0.768627,0.6558120076596987
73925,100000,0.364706; 0.513726; 0.105882,0.431373; 0.470588; 0.317647,0.7907545567061804
81677,100000,0.905882; 0.858824; 0.878431,0.701961; 0.976471; 0.886275,0.9250104419228216
79983,100000,0.207843; 0.709804; 0.654902,0.0235294; 0.980392; 0.92549,0.1295774243391769
76528,100000,0.301961; 0.576471; 0.207843,0.0705882; 0.458824; 0.698039,0.2940847383442261
92942,100000,0.505882; 0.376471; 0.45098,0.482353; 0.211765; 0.886275,0.9919146672734334
76739,100000,0.290196; 0.784314; 0.454902,0.270588; 0.533333; 0.733333,0.7468663495156471
76301,100000,0.117647; 0.662745; 0.160784,0.952941; 0.913725; 0.4,0.6850486064038004
73739,100000,0.74902; 0.0941176; 0.898039,0.305882; 0.137255; 0.756863,0.3413695084753715
71718,100000,0.34902; 0.235294; 0.537255,0.792157; 0.596078; 0.176471,0.7844142674829649
71693,100000,0.513726; 0.0431373; 0.054902,0.54902; 0.45098; 0.266667,0.5099076880021813
74514,100000,0.227451; 0.403922; 0.972549,0.0509804; 0.407843; 0.176471,0.9887453296623685
73967,100000,0.356863; 0.45098; 0.72549,0.529412; 0.160784; 0.556863,0.5158936146481269
66673,100000,0.470588; 0.254902; 0.133333,0.768627; 0.180392; 0.172549,0.1585559396869213
65141,100000,0.941176; 0.337255; 0.0980392,0.666667; 0.337255; 0.0352941,0.2818200323371708
73958,100000,0.627451; 0.788235; 0.858824,0.47451; 0.643137; 0.576471,0.6995516833189845
76664,100000,0.537255; 0.192157; 0.968627,0; 0.737255; 0.027451,0.5428354191974395
72561,100000,0.431373; 1; 0.701961,0.352941; 0.109804; 0.0745098,0.35343890465316974
