runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.len.integer
11,3039,103477,10000,575
11,3091,52440,10000,99
11,3076,63598,10000,149
11,3058,68054,10000,344
11,3039,73314,10000,472
11,3025,91248,10000,747
11,3045,42900,10000,126
11,3012,104842,10000,892
11,3030,74692,10000,442
11,3060,58633,10000,292
11,3029,54343,10000,171
11,3035,50475,10000,21
11,5563,140169,10000,866
11,3026,93764,10000,411
11,3019,105746,10000,903
11,3100,97741,10000,461
11,3067,92674,10000,790
11,3039,103521,10000,963
11,5603,54115,10000,133
11,3057,63676,10000,122
11,2978,112141,10000,666
11,3012,99260,10000,576
11,3028,125659,10000,877
11,3061,52657,10000,82
11,3108,70492,10000,241
11,3040,49850,10000,218
11,3080,82714,10000,597
11,3764,33586,10000,9
11,3095,114141,10000,821
11,3103,86175,10000,465
11,5217,67721,10000,295
11,3065,70221,10000,354
11,3051,64577,10000,225
11,3033,47373,10000,102
11,3012,40699,10000,94
11,3039,83793,10000,524
11,3097,71675,10000,328
11,3075,98292,10000,795
11,3043,71711,10000,377
11,3838,79986,10000,607
11,3068,71041,10000,434
11,3023,101430,10000,883
11,5282,32456,10000,11
11,3047,57080,10000,269
11,3001,52153,10000,229
11,3740,47148,10000,164
11,3080,76956,10000,498
11,3060,69277,10000,417
11,3081,69187,10000,324
11,3074,86871,10000,709
11,3066,96942,10000,891
11,4129,109149,10000,657
12,2957,94496,10000,887
12,2927,87464,10000,829
12,2930,65234,10000,478
12,2930,61385,10000,400
12,2953,77593,10000,576
12,2941,32833,10000,16
12,2968,47610,10000,163
12,3207,50211,10000,243
12,2956,100628,10000,997
12,2953,86367,10000,785
12,2930,67533,10000,505
12,2944,56808,10000,331
12,2943,41130,10000,152
12,2941,45663,10000,149
12,2940,49845,10000,210
12,2956,43845,10000,165
12,2941,57796,10000,373
12,2970,80124,10000,657
12,2973,31133,10000,4
12,2952,68189,10000,411
12,2944,81576,10000,650
12,2935,40386,10000,82
12,2985,82343,10000,672
12,2957,76243,10000,590
12,2970,61243,10000,309
12,2956,75128,10000,629
12,2938,65290,10000,428
12,2965,73912,10000,512
12,2954,70903,10000,526
12,2920,93788,10000,927
12,2937,88877,10000,794
12,3001,113038,10000,732
12,2930,89447,10000,872
12,2947,61218,10000,282
12,2918,68297,10000,465
12,2932,68521,10000,548
12,2959,48101,10000,194
12,2942,63262,10000,447
12,2944,65836,10000,456
12,2936,43960,10000,169
12,2969,78283,10000,623
12,2940,56544,10000,358
12,2936,42579,10000,181
12,2933,83902,10000,672
12,2955,81044,10000,683
12,2934,86394,10000,755
12,2934,97075,10000,933
12,2974,103079,10000,994
12,2996,61986,10000,273
12,2921,74053,10000,588
12,2930,44364,10000,184
12,3003,42079,10000,34
12,2932,78400,10000,639
12,2980,74076,10000,558
12,3014,81322,10000,634
12,2974,70553,10000,528
12,2967,74460,10000,348
12,2959,84851,10000,742
12,2967,45269,10000,174
12,3008,91001,10000,819
12,3610,120340,10000,779
12,3059,73345,10000,580
12,2932,65840,10000,528
12,2950,56684,10000,270
12,2953,94272,10000,922
12,2969,107149,10000,999
12,2932,89161,10000,872
12,3006,43266,10000,108
12,2975,48022,10000,220
12,2953,91705,10000,827
12,2942,67654,10000,439
12,2932,136269,10000,1022
12,2956,35110,10000,48
12,2924,78256,10000,574
12,2921,49568,10000,252
12,2921,33528,10000,34
12,2942,61924,10000,341
12,2934,68574,10000,543
12,2944,103521,10000,996
12,2967,71797,10000,505
12,2957,51428,10000,238
12,2996,42105,10000,49
12,3011,90344,10000,769
12,2992,83502,10000,689
12,2958,70175,10000,436
12,2953,36415,10000,97
12,2945,101195,10000,1003
12,2957,100079,10000,1004
12,2929,94407,10000,897
12,2941,36300,10000,76
12,2985,68052,10000,418
12,2982,69947,10000,503
12,2942,101501,10000,1001
12,2967,57761,10000,258
12,2962,93245,10000,826
12,2983,88954,10000,702
12,2964,141235,10000,1021
12,2936,77043,10000,659
12,2932,34194,10000,83
12,2942,76609,10000,669
13,3945,69483,10000,42
13,3907,57112,10000,15
13,3911,200718,10000,837
13,3897,205475,10000,949
13,3898,86719,10000,92
13,4891,194159,10000,739
13,3898,70705,10000,21
13,3910,222846,10000,915
13,3905,112890,10000,228
13,4874,138939,10000,349
13,3950,202527,10000,872
13,3904,88501,10000,112
13,3904,197895,10000,711
13,3898,149639,10000,489
13,4234,80458,10000,12
13,3902,148570,10000,439
13,3905,176801,10000,673
13,3898,100045,10000,171
13,3906,75075,10000,83
13,3896,154253,10000,528
13,3905,111317,10000,249
13,3898,120935,10000,285
13,3917,145926,10000,447
13,3897,152815,10000,465
13,3905,136055,10000,419
13,3907,125346,10000,347
13,3899,202495,10000,761
13,3898,210647,10000,992
13,3897,148941,10000,504
13,3897,217723,10000,938
13,3910,210583,10000,949
13,3898,207484,10000,890
13,3907,169402,10000,619
13,3898,119709,10000,381
13,3905,123160,10000,347
13,3895,100132,10000,228
13,3896,216652,10000,972
13,3898,90894,10000,121
13,3906,125958,10000,289
13,4873,168626,10000,539
13,3920,106917,10000,213
13,4873,175917,10000,643
13,3898,155353,10000,552
13,3898,160663,10000,552
13,3896,71561,10000,57
13,4872,200464,10000,836
13,4871,150728,10000,498
13,4872,117880,10000,209
13,4870,83442,10000,66
13,3896,81204,10000,76
13,3898,177401,10000,582
13,3897,232163,10000,970
13,3908,100629,10000,149
13,3899,209925,10000,760
13,3903,175613,10000,716
13,3905,150489,10000,489
13,3897,130477,10000,303
13,3897,67422,10000,7
13,4132,216621,10000,873
13,3903,204122,10000,852
13,3906,106397,10000,166
13,3896,199737,10000,705
13,3895,201720,10000,873
13,3896,170850,10000,515
13,3896,203220,10000,767
13,3896,167766,10000,644
13,3898,182612,10000,857
13,4871,157959,10000,549
13,3909,169370,10000,819
13,3897,180787,10000,738
13,3895,228610,10000,961
13,3897,104598,10000,160
13,3906,146324,10000,394
13,3906,213397,10000,939
13,5831,218541,10000,951
13,3896,121272,10000,345
13,3898,199763,10000,876
13,3898,200003,10000,827
13,3896,125804,10000,288
13,3898,152259,10000,427
13,3897,142648,10000,355
13,3976,74910,10000,43
13,3924,141480,10000,453
13,3896,206581,10000,917
13,3910,205311,10000,975
13,3897,91857,10000,182
13,3895,103435,10000,173
13,3929,140295,10000,530
13,3896,227747,10000,942
13,3960,154801,10000,572
13,3897,181009,10000,705
13,3898,142827,10000,442
13,3974,191945,10000,719
13,3896,167602,10000,631
13,3897,216341,10000,1008
13,4457,126886,10000,429
13,3998,75433,10000,28
13,3897,117142,10000,334
13,5615,78076,10000,83
13,3898,146134,10000,373
14,3167,115868,10000,999
14,3069,46396,10000,191
14,3095,106203,10000,593
14,3094,123947,10000,991
14,3111,101106,10000,871
14,3044,53885,10000,180
14,3044,80290,10000,613
14,3005,84953,10000,756
14,3036,120965,10000,959
14,3112,117297,10000,852
14,3125,112018,10000,916
14,3110,72540,10000,350
14,3079,97527,10000,654
14,3114,48632,10000,135
14,3100,103473,10000,947
14,3094,75570,10000,327
14,3035,61724,10000,340
14,2996,102072,10000,956
14,3066,50982,10000,209
14,3115,67960,10000,385
14,3006,41965,10000,112
14,3363,66775,10000,325
14,3121,65740,10000,356
14,3084,141307,10000,992
14,3057,90224,10000,806
14,3036,102294,10000,996
14,3258,101788,10000,939
14,3091,112448,10000,728
14,3061,63150,10000,129
14,3025,43404,10000,64
14,3074,77682,10000,502
14,3012,70280,10000,449
14,3085,123454,10000,897
14,3097,79009,10000,557
14,3036,120903,10000,986
14,3048,82792,10000,662
14,3029,105197,10000,884
14,3150,122923,10000,625
14,3092,71348,10000,350
14,3126,84100,10000,669
14,3057,105455,10000,960
14,3029,63022,10000,398
14,3119,67898,10000,279
14,3107,66334,10000,422
14,3048,80805,10000,629
14,3076,75753,10000,561
14,3061,71339,10000,452
14,3045,57222,10000,270
14,2977,61600,10000,327
14,3080,98317,10000,830
14,3063,98016,10000,857
14,2999,63693,10000,362
14,3033,99656,10000,939
14,3009,58187,10000,296
14,3005,52460,10000,82
14,3048,66003,10000,395
14,3098,72694,10000,445
14,3097,72499,10000,209
14,3081,102069,10000,471
14,3095,70169,10000,190
14,3060,63868,10000,123
14,3072,58752,10000,331
14,3063,43683,10000,8
14,3104,114765,10000,704
14,3033,109641,10000,618
14,3117,98215,10000,806
14,3069,76431,10000,558
14,3063,93549,10000,741
14,3051,52724,10000,252
14,3097,34175,10000,13
14,3065,64032,10000,347
14,3085,75146,10000,532
14,3148,74763,10000,429
14,5829,101362,10000,839
14,3114,146115,10000,764
14,3083,69651,10000,316
14,3086,40270,10000,81
14,3413,70318,10000,202
14,3121,101057,10000,424
14,3030,62327,10000,342
14,3029,103633,10000,954
14,3087,119421,10000,612
14,3053,64739,10000,164
14,3102,99725,10000,425
14,3068,145652,10000,881
14,3072,107554,10000,958
14,3097,100108,10000,884
14,3100,56545,10000,277
14,3128,109243,10000,947
14,3094,107431,10000,947
14,3041,43436,10000,154
14,3127,110177,10000,970
14,3096,72767,10000,467
14,3103,29183,10000,12
14,3122,142789,10000,990
14,3115,53259,10000,237
14,3130,43798,10000,127
14,6411,88388,10000,572
14,3108,72190,10000,533
14,3074,77134,10000,258
15,3263,133706,10000,959
15,3258,72594,10000,296
15,3284,129892,10000,913
15,3259,92553,10000,504
15,3264,88433,10000,432
15,3259,121551,10000,834
15,3597,131819,10000,889
15,3348,67332,10000,240
15,3260,83053,10000,382
15,3343,131728,10000,535
15,3357,138374,10000,524
15,3334,111345,10000,397
15,3359,125806,10000,498
15,3259,107851,10000,492
15,3298,143063,10000,638
15,3300,179372,10000,968
15,3284,123726,10000,826
15,3266,87857,10000,428
15,3271,65941,10000,218
15,3371,140149,10000,918
15,3310,116168,10000,743
15,3264,122122,10000,428
15,3267,77653,10000,325
15,3256,105661,10000,638
15,4788,133573,10000,967
15,3274,53490,10000,80
15,3277,101516,10000,584
15,3258,56819,10000,165
15,3261,78287,10000,313
15,3270,65727,10000,234
15,4671,62036,10000,221
15,3257,107136,10000,487
15,3266,127553,10000,763
15,3267,132485,10000,752
15,3261,83535,10000,285
15,3257,122661,10000,859
15,6183,123611,10000,778
15,3267,63205,10000,158
15,3283,40926,10000,5
15,3260,60405,10000,166
15,3272,80200,10000,334
15,3276,40789,10000,6
15,3315,103539,10000,594
15,3294,98096,10000,541
15,3287,113097,10000,567
15,3259,127896,10000,920
15,3260,102550,10000,611
15,3269,104148,10000,600
15,6714,105448,10000,636
15,3302,86509,10000,360
15,3259,77729,10000,321
15,6251,107730,10000,648
15,3273,113298,10000,717
15,3272,49926,10000,26
15,3284,138697,10000,511
15,3907,135865,10000,930
15,3295,124975,10000,678
15,3259,96989,10000,506
15,3277,135769,10000,663
15,3263,65577,10000,140
15,5992,55869,10000,111
15,3283,106162,10000,561
15,3271,121231,10000,641
15,3877,54296,10000,100
15,3260,83752,10000,383
15,3312,61036,10000,164
15,3259,100856,10000,576
15,3269,119932,10000,786
15,3260,51953,10000,104
15,3260,64948,10000,187
15,3259,122436,10000,831
15,3260,91189,10000,460
15,6614,116823,10000,644
15,3263,123058,10000,827
15,3259,72097,10000,270
15,4083,105528,10000,561
15,3261,127966,10000,903
15,3271,53120,10000,125
15,6429,80914,10000,373
15,3262,94588,10000,494
15,3259,107480,10000,714
15,4035,85263,10000,405
15,3305,99298,10000,533
15,3261,84955,10000,356
15,3579,77092,10000,292
15,3275,84308,10000,380
15,3273,88870,10000,402
15,3982,88062,10000,451
15,3259,110546,10000,728
15,3268,42358,10000,34
15,3279,129855,10000,879
15,3265,102607,10000,597
15,3301,97130,10000,310
15,3258,116688,10000,761
15,3259,135812,10000,930
15,3260,137026,10000,959
15,3259,148429,10000,887
15,3257,86801,10000,263
15,3259,151571,10000,897
15,3265,117706,10000,479
16,6617,133379,10000,488
16,4260,115029,10000,340
16,3984,161895,10000,800
16,3897,201275,10000,869
16,3916,121984,10000,275
16,3899,182568,10000,886
16,3904,80750,10000,146
16,3898,70944,10000,73
16,3903,78965,10000,151
16,3937,102769,10000,268
16,3899,177985,10000,774
16,3904,137468,10000,587
16,3920,195924,10000,995
16,3901,125554,10000,442
16,3939,73487,10000,99
16,3904,62432,10000,66
16,3903,54645,10000,9
16,3904,166512,10000,771
16,3902,160358,10000,777
16,3898,65137,10000,63
16,3905,65705,10000,89
16,3912,173118,10000,714
16,3902,195934,10000,989
16,3904,140795,10000,580
16,4872,92586,10000,219
16,3895,96751,10000,269
16,5040,76748,10000,147
16,3903,192353,10000,966
16,3898,77589,10000,103
16,3915,235758,10000,957
16,3921,151920,10000,623
16,3899,211350,10000,745
16,3905,89071,10000,185
16,3904,137236,10000,588
16,3904,174564,10000,881
16,3935,111104,10000,388
16,3899,146468,10000,629
16,3897,171390,10000,869
16,3988,174060,10000,773
16,3921,74568,10000,115
16,3906,153928,10000,598
16,3977,377275,10000,1018
16,3947,80074,10000,33
16,3905,204201,10000,984
16,3898,187550,10000,892
16,4223,104603,10000,279
16,3955,119125,10000,380
16,3903,147960,10000,598
16,3898,183733,10000,961
16,3897,166743,10000,762
16,3902,183482,10000,863
16,3978,147993,10000,723
16,3904,123751,10000,447
16,6426,78895,10000,138
16,3962,179311,10000,867
16,3898,98111,10000,279
16,3905,178528,10000,869
16,3896,139437,10000,591
16,3904,102975,10000,302
16,5883,158297,10000,733
16,3902,162493,10000,733
16,3898,179367,10000,805
16,3903,168825,10000,743
16,3917,124812,10000,370
16,3905,111800,10000,337
16,3903,133733,10000,520
16,3959,59218,10000,25
16,3899,60975,10000,53
16,3903,202911,10000,996
16,3897,98783,10000,276
16,3903,202940,10000,1006
16,5800,152607,10000,572
16,3901,119633,10000,386
16,4878,145783,10000,592
16,4573,142407,10000,472
16,3952,213880,10000,1005
16,3904,64393,10000,37
16,3907,147640,10000,595
16,3898,168160,10000,787
16,3897,76170,10000,88
16,4768,133253,10000,452
16,3988,61428,10000,50
16,3905,148696,10000,570
16,3902,123280,10000,372
16,3919,98903,10000,271
16,3904,70216,10000,81
16,5119,132082,10000,462
16,3903,175379,10000,537
16,3903,198884,10000,892
16,3904,156004,10000,687
16,3905,201725,10000,929
16,3897,72572,10000,78
16,3899,179282,10000,824
16,3905,144250,10000,616
16,3903,125335,10000,421
16,3902,143253,10000,453
16,3899,55199,10000,20
16,3902,107549,10000,278
16,4588,143132,10000,583
16,3898,145692,10000,635
17,3283,87331,10000,377
17,3271,126159,10000,862
17,4152,152736,10000,754
17,3269,136854,10000,1003
17,3297,67627,10000,218
17,3311,117199,10000,676
17,3264,64927,10000,190
17,3259,138852,10000,967
17,3274,74485,10000,263
17,3258,126029,10000,923
17,3260,78786,10000,338
17,3259,82616,10000,375
17,3270,56787,10000,123
17,3259,140426,10000,1014
17,3264,138054,10000,980
17,3259,134777,10000,986
17,3260,105850,10000,669
17,3269,85019,10000,375
17,3260,36546,10000,13
17,3316,140789,10000,697
17,3368,164153,10000,857
17,3349,68048,10000,67
17,3786,93120,10000,261
17,3259,125946,10000,833
17,3720,96088,10000,457
17,3312,78148,10000,202
17,3259,83940,10000,413
17,3261,126302,10000,884
17,3319,52007,10000,38
17,3305,65040,10000,75
17,3262,80987,10000,341
17,3272,77975,10000,294
17,3269,74012,10000,258
17,3265,87267,10000,380
17,3271,76496,10000,307
17,3260,109259,10000,697
17,3276,128522,10000,848
17,3276,83705,10000,351
17,3259,80360,10000,368
17,3257,94047,10000,498
17,3275,76231,10000,270
17,3258,80631,10000,375
17,3315,129722,10000,782
17,3274,141310,10000,969
17,3260,98089,10000,524
17,3256,144398,10000,1002
17,3302,47094,10000,73
17,3274,139567,10000,989
17,3259,135906,10000,954
17,3285,67425,10000,200
17,3279,98865,10000,493
17,3257,101802,10000,601
17,3286,40405,10000,2
17,3274,69551,10000,217
17,3286,97663,10000,468
17,3265,119427,10000,672
17,3260,84912,10000,394
17,3263,121678,10000,767
17,3841,91683,10000,532
17,3259,181524,10000,1023
17,3265,80463,10000,347
17,3260,78290,10000,351
17,3269,103131,10000,606
17,3283,78819,10000,351
17,3259,127193,10000,885
17,3260,132869,10000,906
17,3271,64248,10000,235
17,3268,85603,10000,160
17,3260,67878,10000,245
17,3261,115920,10000,757
17,3262,132045,10000,745
17,3259,56515,10000,47
17,3259,43974,10000,32
17,3312,91513,10000,439
17,3290,138369,10000,936
17,3261,181182,10000,1021
17,3259,79961,10000,326
17,3270,49081,10000,65
17,3260,96404,10000,490
17,3265,138201,10000,925
17,3261,87327,10000,410
17,3284,79230,10000,281
17,3267,139720,10000,1010
17,3308,63721,10000,205
17,3273,100919,10000,591
17,3258,57229,10000,141
17,3261,48589,10000,11
17,3363,157872,10000,969
17,3259,139101,10000,893
17,3259,138764,10000,951
17,3317,114674,10000,586
17,3276,139387,10000,968
17,3259,102928,10000,517
17,3260,119576,10000,738
17,3272,99042,10000,576
17,3257,105635,10000,643
17,3260,109604,10000,643
17,3261,117514,10000,766
17,3259,73442,10000,280
17,3268,128733,10000,946
18,3615,155224,10000,504
18,3429,72420,10000,63
18,3591,74503,10000,59
18,3437,189354,10000,874
18,3650,126394,10000,380
18,3413,208626,10000,908
18,3925,141667,10000,416
18,3448,162054,10000,571
18,3534,145111,10000,448
18,3476,141372,10000,481
18,3421,79603,10000,73
18,3575,266376,10000,907
18,3595,147970,10000,318
18,3739,147473,10000,234
18,3503,117108,10000,120
18,3582,207662,10000,606
18,3619,237136,10000,718
18,3446,146204,10000,416
18,3501,219355,10000,998
18,3437,242655,10000,1000
18,3386,201967,10000,946
18,4004,159733,10000,645
18,3399,188834,10000,827
18,3451,150489,10000,444
18,3490,120672,10000,301
18,4085,80452,10000,24
18,3474,209645,10000,946
18,3477,108055,10000,187
18,3463,163263,10000,653
18,3442,161584,10000,440
18,3412,77030,10000,81
18,3466,192920,10000,809
18,3804,203569,10000,922
18,3399,149855,10000,579
18,3470,227749,10000,895
18,3515,196138,10000,923
18,3736,68723,10000,5
18,3472,182879,10000,768
18,3877,184390,10000,743
18,3522,294695,10000,1020
18,3668,168844,10000,685
18,3415,130089,10000,379
18,3444,148888,10000,538
18,3450,147930,10000,469
18,3382,99904,10000,151
18,3438,165948,10000,585
18,3388,81629,10000,117
18,3422,220544,10000,995
18,3403,127134,10000,363
18,3662,205265,10000,889
18,3520,199597,10000,863
18,3489,174730,10000,705
18,3765,168224,10000,675
18,3520,124255,10000,314
18,3393,166245,10000,523
18,3490,215677,10000,963
18,3495,150843,10000,557
18,3499,148089,10000,534
18,3466,66235,10000,25
18,7218,229091,10000,878
18,3539,157528,10000,534
18,3988,116600,10000,308
18,3499,200708,10000,865
18,3424,189940,10000,837
18,3957,215357,10000,994
18,3511,85695,10000,97
18,3512,161096,10000,571
18,3438,117796,10000,307
18,3413,117587,10000,308
18,3532,80552,10000,80
18,3506,171615,10000,602
18,3619,112374,10000,146
18,3402,205672,10000,893
18,3694,156448,10000,618
18,3481,181431,10000,620
18,3455,129569,10000,418
18,4420,113574,10000,294
18,3514,171156,10000,606
18,3522,154423,10000,562
18,3430,168475,10000,535
18,3436,207120,10000,925
18,3427,197343,10000,888
18,4513,179814,10000,796
18,3475,147984,10000,464
18,3376,294740,10000,1024
18,4046,192795,10000,826
18,3405,175987,10000,711
18,3749,168850,10000,693
18,4449,131616,10000,385
18,3424,203063,10000,885
18,3376,203073,10000,856
18,3518,133291,10000,375
18,3450,126899,10000,359
18,3412,70933,10000,43
18,3558,121410,10000,373
18,3451,146608,10000,471
18,3475,208546,10000,874
18,3442,216033,10000,955
18,3426,212065,10000,909
18,3430,214291,10000,945
19,3895,143890,10000,589
19,3897,144101,10000,418
19,3896,232041,10000,984
19,3896,214908,10000,878
19,3908,171721,10000,616
19,3899,217297,10000,956
19,3895,75997,10000,67
19,3897,126407,10000,295
19,3896,219633,10000,868
19,3915,137049,10000,357
19,3896,67232,10000,11
19,4010,228798,10000,976
19,3898,210331,10000,955
19,3897,104262,10000,172
19,6383,170182,10000,467
19,3899,221412,10000,745
19,3964,223118,10000,931
19,3915,200595,10000,699
19,3897,161851,10000,498
19,4869,223603,10000,872
19,4871,134252,10000,311
19,3896,154094,10000,401
19,3897,65712,10000,16
19,4873,91454,10000,126
19,4871,202957,10000,818
19,3900,181876,10000,806
19,3907,209238,10000,825
19,3894,236748,10000,956
19,3897,206756,10000,921
19,3905,171225,10000,656
19,4869,124942,10000,168
19,3898,182864,10000,733
19,3891,177215,10000,641
19,4870,195901,10000,705
19,4874,219233,10000,947
19,4869,132020,10000,154
19,4869,186942,10000,549
19,3896,149831,10000,345
19,3896,67380,10000,37
19,5353,218150,10000,840
19,4872,129553,10000,307
19,3900,131333,10000,416
19,3899,128623,10000,393
19,3899,129801,10000,378
19,3900,137639,10000,430
19,3898,165974,10000,557
19,3897,96232,10000,190
19,3897,200497,10000,827
19,3898,107912,10000,183
19,4308,123825,10000,274
19,4876,177762,10000,500
19,3898,94942,10000,181
19,4044,84052,10000,35
19,3899,173892,10000,657
19,3910,145264,10000,557
19,3898,203871,10000,944
19,3904,73855,10000,27
19,3901,67675,10000,14
19,3899,135049,10000,152
19,3896,162306,10000,461
19,4181,77449,10000,61
19,3925,301087,10000,1023
19,3901,138857,10000,540
19,3897,133598,10000,436
19,3897,149598,10000,458
19,3900,173250,10000,541
19,4871,176916,10000,252
19,5620,235488,10000,838
19,3895,198662,10000,716
19,3945,95305,10000,35
19,3902,216956,10000,737
19,4874,232732,10000,683
19,3899,68986,10000,14
19,3898,128683,10000,275
19,3894,194514,10000,686
19,3897,175900,10000,592
19,3899,215970,10000,883
19,4433,250978,10000,645
19,4923,112928,10000,246
19,4125,246496,10000,656
19,3896,191835,10000,806
19,3899,212292,10000,942
19,3893,189627,10000,716
19,3895,96460,10000,111
19,3899,117046,10000,147
19,3896,109435,10000,207
19,3895,133922,10000,345
19,4873,149677,10000,396
19,4870,105590,10000,159
19,3898,167075,10000,538
19,4870,194973,10000,681
19,4874,119474,10000,255
19,3896,132440,10000,331
19,3898,189063,10000,604
19,3897,144490,10000,386
19,4885,151629,10000,325
19,3900,236539,10000,963
19,3899,70295,10000,40
19,3897,173003,10000,506
19,3896,78581,10000,52
20,3894,161254,10000,770
20,3899,81017,10000,152
20,3898,83834,10000,69
20,3901,215633,10000,984
20,3898,73553,10000,113
20,3900,190823,10000,955
20,4441,180115,10000,828
20,3898,61837,10000,42
20,3898,199677,10000,750
20,3964,161064,10000,598
20,3899,190663,10000,780
20,3906,196633,10000,941
20,3906,126699,10000,405
20,4887,221738,10000,867
20,3897,228623,10000,968
20,3908,200000,10000,933
20,3957,97589,10000,211
20,3909,106591,10000,198
20,3905,164762,10000,547
20,3909,76557,10000,119
20,3904,224728,10000,947
20,3895,214434,10000,926
20,3896,225552,10000,1002
20,3898,109837,10000,210
20,3904,87990,10000,133
20,4003,205008,10000,887
20,3896,134653,10000,347
20,3898,167040,10000,530
20,3899,222802,10000,958
20,3902,197485,10000,760
20,3896,218335,10000,930
20,3898,75387,10000,64
20,3899,204325,10000,836
20,3898,198182,10000,782
20,3951,144596,10000,439
20,3949,226333,10000,980
20,3902,142640,10000,550
20,3898,200315,10000,809
20,3910,207545,10000,813
20,3951,104959,10000,295
20,3897,211118,10000,881
20,3897,149842,10000,565
20,3896,174422,10000,670
20,3896,161578,10000,624
20,4073,164911,10000,623
20,4884,208471,10000,949
20,3898,131397,10000,406
20,3962,167945,10000,441
20,3899,165647,10000,630
20,3900,108354,10000,262
20,3899,180783,10000,739
20,3900,64937,10000,42
20,3908,145679,10000,478
20,3938,120705,10000,336
20,4761,136284,10000,352
20,3907,124711,10000,269
20,3919,158846,10000,503
20,3898,202399,10000,892
20,3895,132001,10000,383
20,3949,145324,10000,401
20,3929,143263,10000,489
20,3919,162106,10000,556
20,3898,133216,10000,427
20,3895,60381,10000,4
20,3906,64413,10000,8
20,3898,200248,10000,715
20,3896,111542,10000,173
20,3896,186798,10000,780
20,3898,146925,10000,611
20,3897,193668,10000,874
20,3898,138075,10000,540
20,3925,215024,10000,1004
20,3898,66943,10000,42
20,4484,256990,10000,843
20,3897,221495,10000,981
20,3896,144475,10000,438
20,3905,184187,10000,726
20,3899,222482,10000,847
20,3897,98507,10000,140
20,3899,155819,10000,355
20,3905,207278,10000,714
20,3897,172318,10000,691
20,3898,104321,10000,159
20,4158,215793,10000,858
20,3898,156994,10000,582
20,3906,203529,10000,707
20,3905,116214,10000,194
20,3912,84727,10000,115
20,3898,70664,10000,21
20,3896,164396,10000,554
20,3898,90347,10000,105
20,3898,215144,10000,908
20,3895,196082,10000,795
20,3895,150411,10000,450
20,3897,153958,10000,479
20,3895,141510,10000,364
20,3954,70006,10000,25
20,3899,173589,10000,593
20,3896,78288,10000,74
20,3906,214361,10000,920
21,3260,128141,10000,859
21,3260,167301,10000,985
21,3260,60958,10000,169
21,3332,107450,10000,609
21,3319,63391,10000,184
21,3262,83604,10000,357
21,3297,42590,10000,31
21,3292,101498,10000,260
21,3317,44817,10000,22
21,3261,113514,10000,642
21,3264,111087,10000,671
21,3379,102690,10000,492
21,3281,135109,10000,838
21,3265,38511,10000,14
21,5351,86573,10000,372
21,3259,91825,10000,334
21,3276,63690,10000,172
21,3272,153963,10000,860
21,3320,78685,10000,178
21,3268,129103,10000,857
21,3273,131655,10000,835
21,3299,132991,10000,853
21,3310,142914,10000,919
21,3261,82160,10000,354
21,3273,126094,10000,729
21,3690,40061,10000,12
21,3259,112384,10000,642
21,3312,52823,10000,69
21,3269,164689,10000,866
21,5594,144954,10000,988
21,3270,107670,10000,695
21,3657,85428,10000,392
21,3258,110741,10000,679
21,3258,77673,10000,334
21,3258,51141,10000,110
21,3266,133638,10000,889
21,3263,94205,10000,538
21,3261,54071,10000,106
21,3261,116721,10000,732
21,3282,87225,10000,370
21,3259,130194,10000,940
21,3260,126695,10000,894
21,3258,129896,10000,933
21,3261,96368,10000,527
21,3286,117940,10000,771
21,3270,50438,10000,85
21,3259,108958,10000,609
21,3259,139430,10000,880
21,3326,103733,10000,303
21,3259,105982,10000,660
21,3259,59878,10000,136
21,3260,113605,10000,751
21,3261,116897,10000,800
21,3261,124717,10000,876
21,3260,124118,10000,862
21,3283,82117,10000,338
21,3257,116825,10000,686
21,3263,140904,10000,997
21,3258,114138,10000,712
21,3276,94872,10000,466
21,3336,79391,10000,155
21,3285,134262,10000,938
21,3303,150700,10000,823
21,3260,103375,10000,627
21,3258,130857,10000,887
21,3258,43098,10000,29
21,3258,89514,10000,410
21,3263,121123,10000,827
21,3258,46905,10000,51
21,3269,110690,10000,726
21,3302,95583,10000,529
21,3292,130566,10000,936
21,3266,110778,10000,653
21,3260,135529,10000,956
21,3259,74849,10000,297
21,3271,81455,10000,362
21,3257,130642,10000,921
21,3304,78191,10000,293
21,3258,134649,10000,927
21,3297,116038,10000,789
21,3259,69158,10000,193
21,3260,117605,10000,777
21,3313,71234,10000,203
21,3263,89217,10000,403
21,3360,75024,10000,269
21,3287,130944,10000,932
21,3341,131858,10000,540
21,3259,78715,10000,336
21,3278,72915,10000,228
21,3272,56222,10000,87
21,3263,111093,10000,678
21,3273,106785,10000,590
21,3314,77887,10000,162
21,3280,89793,10000,193
21,3260,57802,10000,141
21,3269,86285,10000,405
21,3319,103093,10000,276
21,3271,135718,10000,905
21,3271,107010,10000,623
21,3262,40387,10000,16
22,4029,40372,10000,14
22,3271,101417,10000,554
22,3261,138633,10000,1000
22,3257,58204,10000,178
22,3259,97397,10000,570
22,3257,108726,10000,740
22,3259,84767,10000,446
22,3256,116168,10000,727
22,3269,178148,10000,1018
22,3256,86658,10000,472
22,3271,90816,10000,512
22,3259,126885,10000,837
22,3260,89130,10000,439
22,3271,92914,10000,506
22,3260,68334,10000,252
22,3258,55562,10000,147
22,3260,116115,10000,810
22,3257,114606,10000,782
22,3384,71232,10000,151
22,3258,135803,10000,1001
