runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.x.float,param.y.float
3,3413,22027,50000,7.423748297864302e+307,1.7595505694358318e+308
3,3574,22556,50000,-9.228602633343188e+307,-1.4970559241818637e+308
3,3253,22316,50000,-4.678566397221537e+307,-2.6347385786793546e+307
3,3379,21831,50000,1.4357782140055155e+307,-9.09701723264854e+307
3,3253,24445,50000,-1.1824007720550246e+308,1.2696275674193513e+308
3,3263,21948,50000,4.4233168678914233e+306,-5.404628070587649e+307
3,3411,22750,50000,1.758512724523632e+308,4.961161945567189e+307
3,3261,22487,50000,-1.158221539366996e+308,-1.5654650398751912e+308
3,3264,27169,50000,1.5807224291137625e+308,-9.62903740548917e+307
3,3393,21598,50000,-6.416138791984703e+307,-8.380534579898807e+307
3,3250,21695,50000,-1.1646100104516452e+308,1.47702785846654e+308
3,3290,28256,50000,-1.3348443241221367e+308,1.1684170934183e+308
3,3415,23309,50000,-1.739091968793959e+308,1.397412513711803e+308
3,3259,22290,50000,2.8498306465913727e+307,4.785843905710624e+307
3,3252,22230,50000,-2.5654392397603807e+307,3.6727772377106976e+307
3,3390,22455,50000,-5.822607409735562e+307,1.4510709765522582e+307
3,3268,21995,50000,1.9590449920075756e+307,1.6787411692539614e+308
3,3588,26898,50000,-1.188173219886515e+308,1.3499635268574731e+308
3,3336,25476,50000,1.5799564944874339e+308,1.7426117092741663e+308
3,3253,22748,50000,-1.6984886191554735e+308,-4.090028659253829e+307
3,3251,22240,50000,2.566118762046237e+307,-8.156202139495435e+307
3,3449,28557,50000,-1.225484177420563e+308,-9.0065964112927e+307
3,3251,22256,50000,-1.6248540055961345e+308,7.000669811925169e+307
3,3301,22204,50000,1.44848997054752e+308,1.7180748831471558e+308
3,3591,23607,50000,-7.9973942970659e+307,1.786764546733187e+308
3,3250,21770,50000,3.446617130009852e+307,-6.799723329242433e+307
3,3265,28624,50000,1.1134890493591082e+308,4.657840808204187e+307
3,3357,21532,50000,-8.820460011047075e+307,1.5698935284412528e+308
3,3253,21608,50000,-3.89366880586873e+307,-1.7536573226871373e+307
3,3250,23705,50000,1.0630566669068662e+308,-1.5384767221453295e+308
3,3345,23506,50000,-5.099705649528046e+307,9.560626780617322e+307
3,3317,31548,50000,-1.7679338632570942e+308,1.494310676313606e+308
3,3251,21995,50000,-1.5937430489375502e+308,-9.724889397151441e+307
3,3385,21940,50000,-8.158035704952428e+307,7.723414837128866e+307
3,3250,22222,50000,-5.015721121979802e+307,-2.7557046931988137e+307
3,3269,21891,50000,-3.3654658404128166e+307,8.594057874266666e+307
3,3359,23205,50000,-8.054825593970552e+307,1.0653211357130308e+308
3,3249,21875,50000,-1.549507083582153e+308,1.7814064360635404e+308
3,3292,29001,50000,-1.6678545206211067e+308,-6.955942415517614e+307
3,3397,22707,50000,1.4036781647861512e+308,9.38293701026045e+306
3,3384,27138,50000,-5.509429330812436e+307,-1.033718228718899e+308
3,3247,22073,50000,1.7689395259029544e+307,1.0719981190976515e+308
3,3448,30754,50000,9.432068132009087e+307,1.2640471823242961e+308
3,3293,24070,50000,3.627343732122183e+307,1.2252573538331037e+308
3,3294,26395,50000,4.749303170379103e+307,-1.184073205619418e+308
3,3342,23963,50000,1.3867274683846916e+308,-1.7731532784931593e+308
3,3247,23558,50000,7.861068131090825e+306,-1.1018323082043754e+307
3,3291,30395,50000,5.816817180795887e+307,3.8554808101052876e+306
3,3473,22534,50000,-3.9068356813340406e+307,-1.1473581088754423e+308
3,3255,22424,50000,1.1895102412858225e+308,-1.3919634278422806e+308
3,3247,22620,50000,-1.7902778474810417e+308,-1.167574097980729e+308
3,3417,22171,50000,4.499747171149242e+307,1.6153413738423672e+308
3,3287,24911,50000,1.2538258796980184e+308,-1.330823682492514e+308
3,3287,21852,50000,8.582362667478055e+307,-1.0488339879856205e+308
3,3277,24481,50000,-1.131943251064198e+308,-3.272747082726647e+307
3,3248,22052,50000,-9.38674785835542e+307,-4.126570561096755e+307
3,3259,22003,50000,2.327699067073299e+307,-6.539845705418435e+307
3,3382,22185,50000,-6.840353648878145e+307,-3.6308510768436306e+307
3,3248,21818,50000,-1.3688964447637938e+307,-1.7715614798605066e+308
3,3249,21938,50000,3.377766738904978e+307,1.2333057298394092e+307
3,3391,28885,50000,6.164257745871801e+307,-1.7227847736353755e+306
3,3248,24505,50000,1.7027670105995975e+308,1.9240793025790656e+307
3,3319,28498,50000,-1.333745892283187e+308,-5.004143476976329e+307
3,3535,22560,50000,-1.7883885217881228e+308,-2.0629901042646284e+306
3,3249,24916,50000,1.6034989571865752e+308,1.7839272928934014e+308
3,3373,24252,50000,-1.722546098548964e+308,-7.691700624543439e+307
3,3619,22721,50000,-1.773780744131757e+308,-1.3040589924914836e+308
3,3251,28428,50000,-1.1235851644213744e+308,-3.481002962611247e+307
3,3267,22473,50000,1.3125467346131592e+308,-4.4188297429981395e+307
3,3370,22434,50000,4.55160870005032e+307,7.790596218477381e+307
3,3282,27916,50000,-3.61545496637602e+307,-2.3306924123554167e+307
3,3281,22257,50000,7.452982261696863e+307,1.7505133212605056e+308
3,3350,24393,50000,-9.792100671656566e+307,1.7831604551859903e+308
3,3287,22598,50000,-1.1870034467027022e+308,-6.938500641682871e+307
3,3279,26228,50000,1.3860927228590668e+308,-9.3173062865027e+307
3,4720,30433,50000,-1.181686510636127e+308,1.301126055760345e+308
3,3285,22517,50000,-1.4073049851802403e+308,-4.3892971481068306e+307
3,3285,24432,50000,1.7037060891824923e+308,-1.097928100608985e+307
3,3403,24490,50000,-4.603598147382083e+307,1.0736270577594787e+308
3,3284,23840,50000,1.4800470871528232e+308,-1.605291965252242e+308
3,3276,24506,50000,-1.435740450325798e+308,1.6275600331667704e+308
3,3280,26128,50000,1.5455718476599898e+308,-1.6644141814694743e+308
3,3423,24546,50000,1.3344772938661684e+308,-3.90579017862485e+307
3,3297,26769,50000,2.687384624424721e+307,1.3084832407047239e+308
3,3257,24023,50000,7.089366931347733e+307,-1.6254877618158367e+308
4,3884,32802,50000,4.642300049744643e+307,-9.731989022915548e+306
4,4743,32472,50000,1.6218116733171903e+308,-1.220073635403925e+307
4,3883,32511,50000,-1.206293439387191e+308,7.479339448375608e+307
4,3883,34305,50000,-1.5719102934408716e+308,6.251632332898188e+307
4,3892,29796,50000,-2.8228692310659754e+307,1.6084263470967968e+308
4,3917,40014,50000,-9.227776392712922e+307,-4.283252815514784e+307
4,4854,34250,50000,-2.3378785429190014e+307,2.956123684660557e+307
4,3883,30991,50000,4.968564346985149e+307,-7.759282729929292e+307
4,3883,33358,50000,-1.1671105127461612e+308,-5.787997046221142e+307
4,4853,36792,50000,-9.471797822583903e+307,-1.5102788204901184e+308
4,3883,35648,50000,1.38820726801879e+308,1.0335680802695047e+308
4,3883,33582,50000,-1.309851367165634e+308,1.7902998557879852e+308
4,4654,35385,50000,-5.360456177943515e+307,1.551628937295669e+307
4,3883,28679,50000,1.1742352752325288e+307,-1.774710671965149e+308
4,4869,34749,50000,1.0079488812462084e+308,9.921819881401146e+307
4,3883,29716,50000,1.4767790063414852e+308,1.3955012766404174e+308
4,3938,37355,50000,-9.322226837714228e+307,8.219263354363359e+307
4,4853,34965,50000,-8.342701827743186e+307,-1.4969182429886595e+308
4,3919,32047,50000,-7.014952556900088e+306,3.7651652969159717e+306
4,3883,34238,50000,-1.2486663409042987e+308,2.991947115086371e+307
4,4853,34459,50000,8.801017927913826e+306,-6.430597584863632e+307
4,3882,32309,50000,4.696503576566816e+307,1.7060592519117164e+308
4,4853,34116,50000,-2.5173588401893004e+306,-6.997639863021612e+307
4,4512,36652,50000,1.0940503650118523e+308,-4.505930520834199e+307
4,3882,32573,50000,-3.8774481831380147e+307,-1.3002296302389548e+308
4,4853,35105,50000,5.856323654945345e+307,1.2144680394220318e+307
4,3882,32147,50000,5.116264474633049e+307,-9.393519379809653e+307
4,3882,32954,50000,3.143781189036253e+307,-1.1563888788331024e+308
4,4852,35036,50000,-1.3412850334528868e+308,3.2523020647325247e+306
4,3881,35552,50000,-1.2161628113201252e+308,-8.331339575489672e+307
4,3882,33477,50000,9.803405905423111e+307,-6.964926313262029e+307
4,4056,29493,50000,-8.100133125740149e+307,5.198262194459721e+307
4,3883,28313,50000,-7.261303238955536e+307,-1.0428153160934217e+308
4,4853,33489,50000,9.37810260192278e+307,6.470009542186131e+307
4,3883,31904,50000,1.4450852993939689e+307,9.467890404904523e+307
4,4916,32666,50000,2.325266727791622e+307,1.6278078395968618e+308
4,4853,34787,50000,1.0642544166574612e+308,-1.6771406708408444e+308
4,4058,32839,50000,5.406992704254021e+307,6.092969660665625e+307
4,4853,33459,50000,-1.319156317429255e+308,1.6711255802539532e+308
4,4853,34418,50000,-5.462878654835279e+307,-5.983074584000875e+307
4,3883,32279,50000,-8.014195815539758e+307,3.8048958326906476e+307
4,3883,33521,50000,-1.5390801651160872e+308,1.017636954507771e+308
4,3893,32792,50000,-2.7034395834004597e+307,-9.370014065100072e+307
4,3883,32587,50000,-4.58785827937229e+307,-1.4435601644560738e+308
4,4853,33696,50000,-6.498030763857562e+307,1.4116042068188603e+308
4,3883,31604,50000,5.03270147743086e+307,1.7674094210096714e+308
4,3882,33255,50000,8.654906988518056e+307,8.388430201678132e+307
4,4853,34695,50000,-2.2344999018879463e+307,1.2673174118784365e+308
4,3989,31629,50000,1.4249673347599512e+308,-1.3727038996339243e+308
4,4853,33272,50000,9.386359967178924e+307,-1.0943478279269899e+308
4,3883,34653,50000,4.088632106109716e+307,-1.3060590233236905e+308
4,4854,32907,50000,6.987514524138336e+307,8.843742799972408e+307
4,4853,33805,50000,1.2350498808051935e+307,-8.636104534258347e+307
4,4853,34285,50000,4.725668923996722e+307,-1.0219882592645743e+308
4,4854,32102,50000,1.4426435466822274e+308,-1.180599451325018e+308
4,4853,34700,50000,-1.406241790901847e+308,-1.5369626447373164e+308
4,4357,34577,50000,4.888164169104421e+307,-9.831451965525651e+307
4,4852,32805,50000,1.0255272468232736e+308,1.6703467537447614e+308
4,3883,34982,50000,1.0912080829307125e+308,1.2140474274581474e+308
4,3883,31881,50000,-1.5764434865259803e+308,8.014727987480419e+307
4,4953,32860,50000,-3.1963167203364273e+307,-6.607797038535338e+307
4,4853,35073,50000,-6.236930686191555e+307,-1.3315680777718737e+308
4,3882,32478,50000,3.9011222977710795e+306,3.1914759856687737e+307
4,4959,33305,50000,-3.783341327246372e+307,-6.620035123912962e+307
4,3882,31325,50000,-1.342451986880563e+308,-7.505468395531553e+307
4,4853,32355,50000,-1.7279998579823277e+308,1.5245132557182546e+308
4,4976,34679,50000,-3.5057261491149835e+307,1.1338445744619057e+308
4,3882,31384,50000,-1.5762546350407688e+308,1.0657955150927638e+308
4,3882,33577,50000,-2.209406019585468e+307,-1.0119258249761341e+308
4,4969,35608,50000,7.099802048248097e+307,1.072285059209432e+308
4,3886,32967,50000,7.408159058234911e+307,1.1758062389676195e+308
4,4852,33151,50000,3.473188518468224e+307,-8.241463571153754e+307
4,4852,34151,50000,9.792670570899327e+307,-1.6688295225356229e+308
4,3883,38271,50000,1.1559593908265931e+308,-5.251383162368493e+307
4,3883,27866,50000,-6.430425174494408e+307,-6.310096603506741e+307
4,4740,47141,50000,-1.595378775541555e+308,-2.0101010428562717e+306
4,4455,37034,50000,9.780061454423616e+307,-6.184359962276428e+307
4,3883,29059,50000,-7.287166286468198e+307,5.948038579558118e+307
4,4086,31074,50000,-5.005406001046682e+307,-4.914452555935334e+307
4,3883,33560,50000,-1.3077205667714962e+308,1.7624563456290628e+307
4,3884,34596,50000,1.664240570428566e+308,-1.053259084680118e+307
4,4038,31704,50000,9.385812578468976e+307,9.58001536142308e+307
4,3882,33493,50000,2.5500082928726593e+307,1.281270170234651e+307
4,3883,33021,50000,8.486219522111523e+306,-1.6544179865665108e+308
4,4002,29937,50000,-1.6116920657159367e+308,-1.0991903332953657e+308
4,4853,33706,50000,-6.241763587160842e+307,9.6032031535501e+307
4,4312,32906,50000,1.247722234505346e+307,-1.0218871879055993e+308
4,4027,32531,50000,-1.7524384032687386e+308,1.022913682092687e+308
4,4853,34606,50000,-1.183617687835796e+308,1.4164220266684665e+308
4,3883,32163,50000,7.7066340198617885e+307,-1.1110695257564768e+308
4,4002,33466,50000,1.6192952208251273e+308,-1.537936829292417e+308
4,4853,35245,50000,5.1135663497365e+307,-1.0879610080056426e+308
4,3883,32561,50000,9.96892364076221e+307,3.102531108398482e+307
