runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer
1,3364,23140,10000,Buffer[804],171
1,3435,26259,10000,Buffer[1016],68
1,3437,27562,10000,Buffer[908],17
1,3438,24054,10000,Buffer[835],485
1,3491,31021,10000,Buffer[771],433
1,3397,23733,10000,Buffer[844],463
1,3531,23910,10000,Buffer[560],330
1,3497,27698,10000,Buffer[805],198
1,3471,31449,10000,Buffer[966],1
1,3491,25382,10000,Buffer[608],216
1,3365,26256,10000,Buffer[682],483
1,4947,25151,10000,Buffer[861],51
1,3590,26624,10000,Buffer[863],505
1,3458,28845,10000,Buffer[544],44
1,3538,26755,10000,Buffer[856],414
1,3410,23359,10000,Buffer[889],140
1,3435,24435,10000,Buffer[718],5
1,4105,30646,10000,Buffer[900],336
1,3538,25130,10000,Buffer[899],437
1,3856,24968,10000,Buffer[918],336
1,3465,27267,10000,Buffer[780],503
1,3439,23570,10000,Buffer[667],464
1,3437,24283,10000,Buffer[638],452
1,3653,25219,10000,Buffer[977],340
1,3470,24271,10000,Buffer[961],67
1,3473,25863,10000,Buffer[829],254
1,3461,27031,10000,Buffer[929],175
1,3482,23860,10000,Buffer[780],509
1,3792,23554,10000,Buffer[878],86
1,3364,24728,10000,Buffer[638],189
1,3435,24367,10000,Buffer[948],169
1,3447,23693,10000,Buffer[838],49
1,3435,27436,10000,Buffer[997],247
1,3412,24556,10000,Buffer[819],324
1,3423,25964,10000,Buffer[652],191
1,3385,28042,10000,Buffer[695],283
1,3424,24462,10000,Buffer[771],350
1,3390,23474,10000,Buffer[567],502
1,3484,28057,10000,Buffer[920],447
1,3419,26793,10000,Buffer[696],321
1,3476,23909,10000,Buffer[726],84
1,3437,25518,10000,Buffer[785],332
1,3466,24339,10000,Buffer[883],392
1,3412,23495,10000,Buffer[934],195
1,6504,24186,10000,Buffer[740],93
1,3489,23947,10000,Buffer[880],313
1,3511,25276,10000,Buffer[749],235
1,3483,26920,10000,Buffer[696],76
1,3512,24089,10000,Buffer[577],244
1,3412,23811,10000,Buffer[906],411
1,3588,38840,10000,Buffer[720],377
1,3412,23693,10000,Buffer[827],114
1,3436,23910,10000,Buffer[758],205
1,3924,27768,10000,Buffer[858],41
1,3462,26806,10000,Buffer[876],108
1,3437,25480,10000,Buffer[702],42
1,3487,30745,10000,Buffer[565],84
1,3410,28727,10000,Buffer[901],80
1,3439,25222,10000,Buffer[785],384
1,3434,27255,10000,Buffer[595],495
1,3463,25151,10000,Buffer[676],49
1,3435,23454,10000,Buffer[528],396
1,3411,31059,10000,Buffer[922],100
1,3434,27090,10000,Buffer[877],68
1,3435,29087,10000,Buffer[664],182
1,3430,26338,10000,Buffer[718],93
1,3444,25270,10000,Buffer[515],394
1,3410,24587,10000,Buffer[836],265
1,3860,31939,10000,Buffer[683],83
1,3440,24087,10000,Buffer[549],425
1,3411,24295,10000,Buffer[622],190
1,3456,29557,10000,Buffer[833],479
1,3439,23762,10000,Buffer[796],132
1,3434,24300,10000,Buffer[737],460
1,3437,27326,10000,Buffer[723],451
1,3440,23455,10000,Buffer[583],398
1,3486,23796,10000,Buffer[606],234
1,3511,26365,10000,Buffer[721],294
1,3484,24324,10000,Buffer[871],103
1,3387,23075,10000,Buffer[975],84
1,3439,27498,10000,Buffer[753],69
1,3435,23490,10000,Buffer[743],436
1,3437,23399,10000,Buffer[522],4
1,3461,26953,10000,Buffer[910],229
1,3486,23366,10000,Buffer[905],322
1,3553,34549,10000,Buffer[767],143
1,3466,27144,10000,Buffer[1009],379
1,3512,30664,10000,Buffer[832],375
1,3435,24620,10000,Buffer[764],131
1,3417,24216,10000,Buffer[822],451
1,3435,23984,10000,Buffer[864],453
1,3443,23896,10000,Buffer[522],4
1,3464,27393,10000,Buffer[965],412
1,3434,26589,10000,Buffer[687],235
1,3464,25625,10000,Buffer[858],292
1,3411,24845,10000,Buffer[986],466
1,3411,23353,10000,Buffer[767],437
1,3466,23817,10000,Buffer[742],314
1,3477,27383,10000,Buffer[597],427
1,3434,24385,10000,Buffer[576],355
2,3497,25275,10000,Buffer[803],321
2,3486,24001,10000,Buffer[549],212
2,3516,26332,10000,Buffer[920],489
2,3489,26216,10000,Buffer[902],54
2,3514,26194,10000,Buffer[726],68
2,3538,24166,10000,Buffer[892],209
2,3509,24813,10000,Buffer[693],114
2,3524,31196,10000,Buffer[597],175
2,3500,24460,10000,Buffer[865],325
2,3593,33050,10000,Buffer[549],32
2,3487,23796,10000,Buffer[781],487
2,3539,24875,10000,Buffer[1006],288
2,3535,27950,10000,Buffer[717],10
2,3605,34449,10000,Buffer[524],481
2,3615,24660,10000,Buffer[689],324
2,3585,25194,10000,Buffer[681],276
2,3538,25884,10000,Buffer[977],480
2,3882,24228,10000,Buffer[1020],456
2,3589,24069,10000,Buffer[536],408
