runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer
13,5244,38342,10000,Buffer[790],1278,27
13,4380,41955,10000,Buffer[612],760,17
13,3629,46335,10000,Buffer[914],1406,23
13,3585,39130,10000,Buffer[984],2863,4
13,6410,42094,10000,Buffer[576],3785,9
13,3566,43379,10000,Buffer[537],1408,15
13,3540,42914,10000,Buffer[952],3623,4
13,7383,37645,10000,Buffer[702],2144,18
13,3615,39911,10000,Buffer[1011],3478,30
13,3610,43354,10000,Buffer[905],472,1
13,7088,40417,10000,Buffer[783],2253,28
13,3621,50584,10000,Buffer[788],2285,16
14,3388,40605,10000,Buffer[527],1299,8
14,3425,50292,10000,Buffer[911],2321,3
14,3455,45008,10000,Buffer[607],3103,17
14,3836,47293,10000,Buffer[975],1944,10
14,3726,54145,10000,Buffer[727],3065,1
14,3897,51228,10000,Buffer[685],453,3
14,3463,37453,10000,Buffer[779],381,11
14,3435,40173,10000,Buffer[1022],2330,2
14,3415,36899,10000,Buffer[832],142,21
14,3467,37451,10000,Buffer[772],2918,23
14,3416,46049,10000,Buffer[935],937,16
14,3440,43351,10000,Buffer[734],2590,27
14,3486,36504,10000,Buffer[1023],3399,16
14,3460,41354,10000,Buffer[518],897,4
14,3650,56594,10000,Buffer[739],1252,10
14,3416,46439,10000,Buffer[903],2091,14
14,3511,48405,10000,Buffer[656],2067,32
14,3568,47945,10000,Buffer[608],2389,18
14,3505,51314,10000,Buffer[776],554,13
14,3470,56926,10000,Buffer[738],3756,21
14,3949,47069,10000,Buffer[983],3759,14
14,3447,37069,10000,Buffer[545],2487,19
14,3442,41320,10000,Buffer[903],2854,21
14,3514,49729,10000,Buffer[937],2118,30
14,3459,39500,10000,Buffer[1022],1769,16
14,3513,47550,10000,Buffer[585],1910,14
14,3531,44600,10000,Buffer[742],2308,23
14,3918,37809,10000,Buffer[757],1518,13
14,3435,45977,10000,Buffer[677],2238,29
14,3442,53309,10000,Buffer[1009],2897,15
14,3847,57377,10000,Buffer[831],44,25
14,3496,40342,10000,Buffer[986],1572,32
14,3797,36681,10000,Buffer[904],2149,9
14,3437,36095,10000,Buffer[1005],2526,30
14,3502,45782,10000,Buffer[603],1898,28
14,3433,37111,10000,Buffer[647],926,1
14,3460,42058,10000,Buffer[611],2617,9
14,3414,42804,10000,Buffer[815],3547,14
14,3505,51324,10000,Buffer[897],550,26
14,3536,51782,10000,Buffer[748],1874,12
14,3515,56981,10000,Buffer[928],2829,24
14,3546,52022,10000,Buffer[712],78,31
14,3534,51706,10000,Buffer[992],2007,31
14,3815,40475,10000,Buffer[952],3476,16
14,3399,36296,10000,Buffer[777],295,22
14,3436,36365,10000,Buffer[662],2390,12
14,3422,40047,10000,Buffer[688],3691,30
14,3509,39529,10000,Buffer[810],3215,16
14,3418,36794,10000,Buffer[1024],584,22
14,3519,39536,10000,Buffer[822],3895,21
14,3466,37848,10000,Buffer[889],3145,17
14,3419,36710,10000,Buffer[638],1481,25
14,3461,40830,10000,Buffer[653],2097,23
14,3468,39365,10000,Buffer[932],2242,16
14,3469,40993,10000,Buffer[749],3320,26
14,3467,38900,10000,Buffer[682],100,13
14,3464,38535,10000,Buffer[843],2105,28
14,3446,37789,10000,Buffer[640],1980,27
14,3512,43940,10000,Buffer[928],2145,18
14,3550,54073,10000,Buffer[842],3587,21
14,3524,37095,10000,Buffer[913],2310,5
14,3486,37119,10000,Buffer[745],109,6
14,3477,36907,10000,Buffer[602],2240,25
14,3476,55192,10000,Buffer[887],207,13
14,3430,41830,10000,Buffer[772],3307,20
14,3399,36622,10000,Buffer[968],2376,27
14,3390,36449,10000,Buffer[690],3048,12
14,3417,38199,10000,Buffer[708],495,29
14,3471,39255,10000,Buffer[984],838,6
14,3467,40039,10000,Buffer[523],3738,6
14,3407,46456,10000,Buffer[762],527,9
14,3474,40543,10000,Buffer[902],2077,12
14,3463,42655,10000,Buffer[601],1536,28
14,3434,41150,10000,Buffer[949],3235,26
14,3462,41158,10000,Buffer[678],20,17
14,3463,36458,10000,Buffer[963],867,2
14,3465,41676,10000,Buffer[858],2011,13
14,3510,37705,10000,Buffer[714],702,23
14,3414,36001,10000,Buffer[771],473,1
14,3507,39035,10000,Buffer[809],557,22
14,3432,36967,10000,Buffer[994],3812,16
14,3452,36853,10000,Buffer[1020],360,11
14,3441,40960,10000,Buffer[806],200,4
14,3420,38819,10000,Buffer[919],612,10
14,3439,42147,10000,Buffer[734],3310,21
14,3493,44124,10000,Buffer[843],2829,5
14,3496,37956,10000,Buffer[1020],3597,10
14,3709,36853,10000,Buffer[721],2917,15
14,3479,42400,10000,Buffer[752],2492,6
14,3465,37025,10000,Buffer[595],754,28
14,3513,37953,10000,Buffer[974],96,31
14,3471,39923,10000,Buffer[827],3814,14
14,3499,37873,10000,Buffer[633],2538,9
14,3484,37006,10000,Buffer[815],2121,17
14,3485,40345,10000,Buffer[873],2241,28
14,3440,38578,10000,Buffer[717],3607,7
14,3523,38328,10000,Buffer[830],3574,16
14,3437,40507,10000,Buffer[675],3188,31
14,5475,53212,10000,Buffer[726],3605,26
14,3409,36496,10000,Buffer[632],1178,19
15,3387,39499,10000,Buffer[560],529,4
15,3598,42603,10000,Buffer[869],3126,9
15,4781,37650,10000,Buffer[895],2927,13
15,3345,38210,10000,Buffer[645],1254,12
15,3320,41888,10000,Buffer[964],1454,24
15,3395,42223,10000,Buffer[1015],3225,32
15,3396,42999,10000,Buffer[899],3211,6
15,3402,41252,10000,Buffer[976],3254,3
15,3700,38274,10000,Buffer[586],246,7
15,3454,52049,10000,Buffer[929],2084,2
15,3402,51941,10000,Buffer[719],3969,28
15,3787,39056,10000,Buffer[711],2316,7
15,3342,37821,10000,Buffer[803],3749,4
15,3435,54738,10000,Buffer[841],2416,27
15,3363,38769,10000,Buffer[684],3448,30
15,3417,39283,10000,Buffer[623],3386,27
15,3474,59152,10000,Buffer[664],3541,13
15,3446,38520,10000,Buffer[877],890,13
15,3425,39445,10000,Buffer[716],2218,19
15,3389,46473,10000,Buffer[744],1731,31
15,3439,41490,10000,Buffer[915],4060,24
15,3437,42266,10000,Buffer[744],3072,1
15,3377,44876,10000,Buffer[937],3549,27
15,5136,39255,10000,Buffer[777],2100,13
15,3439,41908,10000,Buffer[743],1844,17
15,3412,47323,10000,Buffer[923],2252,13
15,3445,52655,10000,Buffer[982],774,12
15,3424,44380,10000,Buffer[837],4006,16
15,3427,44238,10000,Buffer[943],2344,7
15,3409,46532,10000,Buffer[552],1038,10
15,3428,41705,10000,Buffer[551],31,22
15,3434,49952,10000,Buffer[697],3541,3
15,3434,44133,10000,Buffer[986],753,4
15,3411,37853,10000,Buffer[624],3462,6
15,3363,42113,10000,Buffer[530],1945,25
15,3390,39618,10000,Buffer[562],1293,17
15,4160,38898,10000,Buffer[849],1663,21
15,3364,40222,10000,Buffer[742],271,3
15,3341,40182,10000,Buffer[838],2957,5
15,3343,37604,10000,Buffer[631],2809,29
15,3342,41094,10000,Buffer[996],4076,5
15,3451,41410,10000,Buffer[695],2643,15
15,3426,39682,10000,Buffer[572],523,5
15,3351,38330,10000,Buffer[655],3318,28
15,3342,37336,10000,Buffer[721],2016,17
15,6535,40688,10000,Buffer[868],3128,10
15,3365,42112,10000,Buffer[775],1316,20
15,3346,37784,10000,Buffer[521],800,7
15,3342,37519,10000,Buffer[876],1883,16
15,3308,40403,10000,Buffer[993],2988,2
15,3324,36988,10000,Buffer[557],3997,1
15,3363,38759,10000,Buffer[603],645,7
15,5826,45860,10000,Buffer[742],2644,15
15,3451,39367,10000,Buffer[615],1185,21
15,3383,39409,10000,Buffer[693],504,6
15,3363,40362,10000,Buffer[533],699,18
15,3364,37714,10000,Buffer[912],2801,8
15,3442,39348,10000,Buffer[848],3658,17
15,3386,41793,10000,Buffer[713],1424,10
15,3357,38034,10000,Buffer[920],3137,26
15,4237,39434,10000,Buffer[847],1885,22
15,4042,39201,10000,Buffer[620],248,3
15,3419,49210,10000,Buffer[584],2167,25
15,3460,40911,10000,Buffer[873],1287,2
15,3340,41433,10000,Buffer[847],486,16
15,3387,40560,10000,Buffer[1016],630,25
15,6241,38809,10000,Buffer[565],774,12
15,3365,41343,10000,Buffer[662],1989,19
15,3397,38319,10000,Buffer[937],3620,7
15,3407,37985,10000,Buffer[918],1910,19
15,3387,41739,10000,Buffer[869],2471,4
15,3460,38363,10000,Buffer[641],739,1
15,3442,41740,10000,Buffer[627],3246,16
15,5280,48806,10000,Buffer[912],3114,16
15,3385,38213,10000,Buffer[957],2827,15
15,4063,39326,10000,Buffer[881],634,25
15,3602,46462,10000,Buffer[897],2445,12
15,3437,39166,10000,Buffer[767],1906,22
15,6919,38870,10000,Buffer[598],1817,8
15,3509,57905,10000,Buffer[671],675,8
15,3451,41908,10000,Buffer[678],818,31
15,5891,38654,10000,Buffer[766],179,27
15,3450,48450,10000,Buffer[927],542,26
15,3362,41379,10000,Buffer[558],2407,3
15,4251,38704,10000,Buffer[524],1892,1
15,3382,41103,10000,Buffer[998],3118,15
15,3404,38886,10000,Buffer[638],2789,2
15,3470,44530,10000,Buffer[801],1270,9
15,3469,47051,10000,Buffer[621],2121,26
15,3389,37802,10000,Buffer[675],3004,30
15,4459,40533,10000,Buffer[960],647,23
15,6143,42710,10000,Buffer[580],2097,20
15,3437,38584,10000,Buffer[534],3556,28
15,6811,41431,10000,Buffer[745],3112,13
15,3446,52041,10000,Buffer[905],3955,11
15,3447,38307,10000,Buffer[589],1355,1
15,4270,62624,10000,Buffer[717],1753,6
15,3451,48599,10000,Buffer[570],1981,12
15,3448,47332,10000,Buffer[821],3489,13
15,3476,39319,10000,Buffer[517],1469,29
16,3454,39865,10000,Buffer[901],3512,30
16,3470,40824,10000,Buffer[880],1326,21
16,3436,41395,10000,Buffer[645],1605,6
16,3411,37860,10000,Buffer[877],3303,10
16,3425,49246,10000,Buffer[922],3185,10
16,3495,45799,10000,Buffer[879],2529,1
16,3469,42692,10000,Buffer[841],537,24
16,3476,46312,10000,Buffer[601],3715,30
16,3387,42379,10000,Buffer[819],2200,15
16,3450,42922,10000,Buffer[584],3513,31
16,3853,44038,10000,Buffer[544],2350,11
16,3369,45042,10000,Buffer[575],2084,5
16,3421,38875,10000,Buffer[869],3566,17
16,3386,37697,10000,Buffer[855],682,17
16,3437,40957,10000,Buffer[898],746,30
16,3437,37381,10000,Buffer[762],412,21
16,3541,39746,10000,Buffer[927],1029,31
16,3549,41707,10000,Buffer[961],2088,4
16,6238,43098,10000,Buffer[968],341,12
16,3566,42050,10000,Buffer[537],1371,13
16,3509,47127,10000,Buffer[924],266,10
16,3569,53005,10000,Buffer[702],1166,21
16,3440,38854,10000,Buffer[936],3513,5
16,3397,41823,10000,Buffer[923],886,23
16,3435,37729,10000,Buffer[938],702,16
16,3446,37165,10000,Buffer[654],657,27
16,3451,48725,10000,Buffer[747],345,11
16,3470,45037,10000,Buffer[1024],3384,22
16,3442,42397,10000,Buffer[869],3551,15
16,3482,41128,10000,Buffer[973],2189,3
16,3437,39231,10000,Buffer[958],1612,2
16,3814,38868,10000,Buffer[934],1740,11
16,3474,47452,10000,Buffer[513],835,3
16,3496,43854,10000,Buffer[619],1988,19
16,3770,37732,10000,Buffer[643],1917,27
16,3978,42543,10000,Buffer[598],1531,11
16,3509,42557,10000,Buffer[1008],1379,10
16,3530,37900,10000,Buffer[541],3400,19
16,3535,43286,10000,Buffer[768],3410,6
16,3550,39984,10000,Buffer[742],1323,19
16,3540,40789,10000,Buffer[703],172,6
16,3557,53114,10000,Buffer[752],2417,6
16,3486,37985,10000,Buffer[999],3438,6
16,3482,37751,10000,Buffer[630],926,3
16,3525,49315,10000,Buffer[514],1360,24
16,3454,37834,10000,Buffer[684],3201,30
16,3461,49381,10000,Buffer[727],1795,21
16,3446,47542,10000,Buffer[750],4012,15
16,3410,36915,10000,Buffer[983],3437,6
16,3575,45204,10000,Buffer[609],2837,28
16,3456,41799,10000,Buffer[800],2101,8
16,3412,38078,10000,Buffer[892],2124,23
16,3526,38308,10000,Buffer[560],521,8
16,3479,45970,10000,Buffer[590],2063,16
16,3390,38395,10000,Buffer[864],2589,9
16,3414,49649,10000,Buffer[982],2802,30
16,3461,43336,10000,Buffer[668],3085,31
16,3412,37013,10000,Buffer[824],1696,9
16,6396,36936,10000,Buffer[703],2766,19
16,3431,44065,10000,Buffer[1004],1424,30
16,3515,39414,10000,Buffer[611],1459,32
16,3411,43118,10000,Buffer[539],958,23
16,3460,41670,10000,Buffer[628],1751,16
16,3366,41235,10000,Buffer[875],104,23
16,3460,43253,10000,Buffer[725],760,5
16,3440,56540,10000,Buffer[571],742,22
16,3454,39169,10000,Buffer[681],1477,25
16,3411,38699,10000,Buffer[966],2916,19
16,3530,51458,10000,Buffer[924],3060,27
16,3482,45459,10000,Buffer[973],1337,28
16,3500,52660,10000,Buffer[831],3259,19
16,3503,48197,10000,Buffer[546],1636,11
16,3579,46965,10000,Buffer[706],1397,7
16,3465,44565,10000,Buffer[773],3234,29
16,3526,42829,10000,Buffer[696],2841,23
16,3471,44705,10000,Buffer[544],2659,4
16,3511,43019,10000,Buffer[799],3302,15
16,3461,41651,10000,Buffer[797],3753,7
16,3411,40425,10000,Buffer[803],1843,4
16,3472,47843,10000,Buffer[805],926,15
16,3787,40902,10000,Buffer[864],347,2
16,3533,48596,10000,Buffer[905],533,19
16,3435,41630,10000,Buffer[852],1087,13
16,3457,49343,10000,Buffer[787],2828,4
16,3497,55402,10000,Buffer[614],1543,25
16,3858,47455,10000,Buffer[574],208,28
16,3723,48114,10000,Buffer[811],2638,29
16,3518,38795,10000,Buffer[682],3971,32
16,3937,51396,10000,Buffer[674],4072,26
16,3452,56977,10000,Buffer[788],2028,4
16,3439,39819,10000,Buffer[622],524,2
16,3421,49519,10000,Buffer[995],3423,27
16,3531,39823,10000,Buffer[618],3063,12
16,3684,41253,10000,Buffer[647],2541,22
16,3454,43879,10000,Buffer[679],848,32
16,7504,47574,10000,Buffer[677],2110,19
16,3489,38895,10000,Buffer[688],3939,9
16,3489,41757,10000,Buffer[719],3068,31
16,4126,45122,10000,Buffer[887],2768,7
16,3508,43592,10000,Buffer[1017],2535,18
17,3262,35608,10000,Buffer[516],3983,15
17,3263,36896,10000,Buffer[810],2733,20
17,3327,38739,10000,Buffer[540],3572,19
17,3275,37507,10000,Buffer[915],1959,23
17,3273,36418,10000,Buffer[865],2722,11
17,3275,39832,10000,Buffer[977],1160,2
17,3282,35417,10000,Buffer[813],3041,6
17,3356,51383,10000,Buffer[636],3407,6
17,3374,51466,10000,Buffer[1000],203,24
17,3311,56062,10000,Buffer[708],3212,24
17,3278,35758,10000,Buffer[715],4016,2
17,3300,36766,10000,Buffer[522],2252,22
17,3279,36337,10000,Buffer[638],3550,12
17,3273,36681,10000,Buffer[751],1758,27
17,3285,39530,10000,Buffer[644],3136,22
17,3303,36727,10000,Buffer[917],775,6
17,3270,36055,10000,Buffer[1004],3404,9
17,3275,36785,10000,Buffer[652],1685,20
17,3295,36646,10000,Buffer[737],3457,11
17,3303,35932,10000,Buffer[1013],392,22
17,3276,38694,10000,Buffer[527],919,5
17,3280,36139,10000,Buffer[789],3467,31
17,3277,36046,10000,Buffer[661],326,32
17,3275,36870,10000,Buffer[861],3918,4
17,3286,35800,10000,Buffer[682],1756,19
17,3276,36223,10000,Buffer[960],1724,16
17,4773,39213,10000,Buffer[996],2224,6
17,3295,36732,10000,Buffer[587],2987,6
17,3271,36754,10000,Buffer[812],1464,31
17,3311,37732,10000,Buffer[1004],3745,29
17,3319,37997,10000,Buffer[772],2815,23
17,3293,40186,10000,Buffer[562],3720,13
17,3348,53558,10000,Buffer[784],3029,18
17,3416,47416,10000,Buffer[812],590,2
17,3322,38168,10000,Buffer[945],3212,29
17,3296,51880,10000,Buffer[867],3768,19
17,3369,42241,10000,Buffer[827],4095,14
17,3350,50429,10000,Buffer[780],572,3
17,3385,45514,10000,Buffer[812],391,21
17,3426,39220,10000,Buffer[616],1086,9
17,3296,38382,10000,Buffer[543],1853,26
17,3398,54072,10000,Buffer[693],738,2
17,3297,36731,10000,Buffer[760],280,6
17,3320,37326,10000,Buffer[934],3126,24
17,3330,48245,10000,Buffer[694],1711,23
17,3414,50116,10000,Buffer[784],1919,28
17,3408,51353,10000,Buffer[1000],780,5
17,3310,37271,10000,Buffer[814],2569,1
17,3395,50959,10000,Buffer[945],4021,12
17,3412,47029,10000,Buffer[822],2284,21
17,3456,54549,10000,Buffer[815],339,16
17,3427,51118,10000,Buffer[648],3327,12
17,3381,50169,10000,Buffer[825],21,27
17,3340,45559,10000,Buffer[808],1251,5
17,3324,36621,10000,Buffer[1013],61,11
17,3540,37182,10000,Buffer[545],3606,24
17,3365,44057,10000,Buffer[751],410,16
17,3332,37067,10000,Buffer[524],524,9
17,3297,36647,10000,Buffer[592],2654,22
17,3320,37604,10000,Buffer[524],2732,23
17,3357,46567,10000,Buffer[591],273,19
17,3369,51634,10000,Buffer[1005],1619,25
17,3518,49357,10000,Buffer[818],1196,4
17,3296,36928,10000,Buffer[909],167,2
17,3296,36825,10000,Buffer[517],831,8
17,3317,39900,10000,Buffer[832],1584,18
17,3776,35851,10000,Buffer[920],2112,23
17,3276,35305,10000,Buffer[794],1046,1
17,3494,40613,10000,Buffer[967],855,4
17,3319,36533,10000,Buffer[1003],2228,13
17,3311,36478,10000,Buffer[520],569,21
17,3273,39386,10000,Buffer[798],172,29
17,3279,35710,10000,Buffer[604],2313,32
17,3273,37742,10000,Buffer[826],1471,15
17,3331,40486,10000,Buffer[582],1955,26
17,3308,36776,10000,Buffer[686],1733,3
17,3273,36344,10000,Buffer[688],2629,4
17,3276,38443,10000,Buffer[890],1234,20
17,3274,35892,10000,Buffer[925],1823,32
17,3271,37677,10000,Buffer[724],1407,8
17,3276,39931,10000,Buffer[563],596,32
17,3387,52143,10000,Buffer[849],1710,9
17,3289,36357,10000,Buffer[534],1674,32
17,3273,36346,10000,Buffer[978],2360,15
17,3292,35331,10000,Buffer[595],1306,6
17,3317,37588,10000,Buffer[960],1949,4
17,3297,38718,10000,Buffer[959],1281,13
17,3272,37334,10000,Buffer[827],2903,32
17,3326,39985,10000,Buffer[756],1182,20
17,3274,38467,10000,Buffer[710],1057,24
17,3281,37171,10000,Buffer[994],3112,27
17,3282,35696,10000,Buffer[808],845,32
17,3291,40732,10000,Buffer[988],2080,32
17,3311,37607,10000,Buffer[713],1211,20
17,3273,36225,10000,Buffer[532],718,5
17,3287,37666,10000,Buffer[904],2625,25
17,3287,37686,10000,Buffer[549],2236,29
17,3283,37018,10000,Buffer[821],695,28
17,3313,38532,10000,Buffer[525],412,2
17,5275,37048,10000,Buffer[622],229,17
18,3897,48882,10000,Buffer[767],824,1
18,3898,51616,10000,Buffer[895],2601,30
18,3898,52909,10000,Buffer[805],687,15
18,3899,53733,10000,Buffer[881],3649,20
18,3897,55950,10000,Buffer[999],1418,2
18,3897,59053,10000,Buffer[726],38,20
18,3898,45481,10000,Buffer[891],1975,23
18,3899,54297,10000,Buffer[557],1947,31
18,3909,60183,10000,Buffer[605],2597,7
18,3905,60023,10000,Buffer[833],3328,9
18,3901,48488,10000,Buffer[766],3466,15
18,3901,59664,10000,Buffer[635],3096,17
18,3904,59881,10000,Buffer[541],886,30
18,3904,50082,10000,Buffer[722],3134,21
18,3897,60023,10000,Buffer[736],1883,31
18,3897,60411,10000,Buffer[890],3894,30
18,3909,56229,10000,Buffer[848],3956,25
18,3897,59475,10000,Buffer[901],3373,19
18,4881,59531,10000,Buffer[1007],830,32
18,3897,60241,10000,Buffer[561],3601,5
18,3903,59293,10000,Buffer[970],1613,2
18,3901,58234,10000,Buffer[760],2207,3
18,3902,55652,10000,Buffer[920],282,11
18,3910,45429,10000,Buffer[530],298,32
18,3902,59525,10000,Buffer[650],2536,31
18,3898,47464,10000,Buffer[759],3797,14
18,3897,53148,10000,Buffer[608],842,9
18,3906,54064,10000,Buffer[541],604,27
18,3897,56043,10000,Buffer[623],2124,10
18,3895,59251,10000,Buffer[775],3646,25
18,3895,60116,10000,Buffer[619],4012,14
18,3899,47357,10000,Buffer[667],3053,27
18,3897,60411,10000,Buffer[671],3170,30
18,3901,59975,10000,Buffer[512],133,3
18,3900,61019,10000,Buffer[676],2194,31
18,3901,61619,10000,Buffer[1002],24,27
18,3897,60795,10000,Buffer[760],1640,10
18,3900,54173,10000,Buffer[743],3314,16
18,3901,60697,10000,Buffer[913],2105,13
18,3903,62943,10000,Buffer[816],2219,20
18,3898,62103,10000,Buffer[834],3292,6
18,4009,64911,10000,Buffer[946],1622,25
18,3898,60331,10000,Buffer[580],50,23
18,3897,62015,10000,Buffer[518],2511,15
18,3898,58986,10000,Buffer[653],1914,27
18,3895,60900,10000,Buffer[993],4040,12
18,4140,61243,10000,Buffer[869],1290,27
18,3907,59434,10000,Buffer[608],2350,12
18,3901,61881,10000,Buffer[683],2518,28
18,3904,59602,10000,Buffer[810],2039,32
18,3902,60088,10000,Buffer[931],396,17
18,3915,60667,10000,Buffer[585],1371,23
18,4152,61703,10000,Buffer[953],2461,6
18,4009,59610,10000,Buffer[678],2848,17
18,3913,61245,10000,Buffer[528],369,2
18,3902,61121,10000,Buffer[855],2206,31
18,3899,60947,10000,Buffer[547],1459,23
18,3903,60811,10000,Buffer[610],2732,25
18,3903,64821,10000,Buffer[800],16,32
18,3949,62495,10000,Buffer[889],3465,29
18,3899,65788,10000,Buffer[514],1713,11
18,3897,60642,10000,Buffer[857],342,27
18,3898,61099,10000,Buffer[515],3694,11
18,3913,60597,10000,Buffer[731],3157,9
18,3907,63548,10000,Buffer[799],3658,31
18,3903,60655,10000,Buffer[951],1004,28
18,3914,61607,10000,Buffer[523],2614,26
18,3899,60486,10000,Buffer[700],1048,12
18,3905,62155,10000,Buffer[798],1863,27
18,3902,61090,10000,Buffer[795],240,2
18,6306,63422,10000,Buffer[572],1706,23
18,3913,59669,10000,Buffer[827],3678,17
18,3909,59619,10000,Buffer[1014],3223,21
18,3933,63625,10000,Buffer[579],707,22
18,3908,59401,10000,Buffer[695],976,32
18,3903,62438,10000,Buffer[882],297,10
18,3914,63799,10000,Buffer[718],3619,26
18,3905,59698,10000,Buffer[951],801,20
18,3901,60618,10000,Buffer[836],2332,12
18,3901,69199,10000,Buffer[984],3858,11
18,3927,59800,10000,Buffer[717],519,18
18,4139,54407,10000,Buffer[1019],490,11
18,3905,64354,10000,Buffer[829],2170,25
18,3902,60284,10000,Buffer[983],3321,15
18,4393,60931,10000,Buffer[589],1097,14
18,3910,59702,10000,Buffer[720],229,26
18,3907,58827,10000,Buffer[947],53,28
18,3909,60055,10000,Buffer[665],1692,18
18,3905,56253,10000,Buffer[902],187,26
18,3906,64653,10000,Buffer[864],3149,30
18,3898,61017,10000,Buffer[887],2450,18
18,3896,61963,10000,Buffer[601],608,32
18,3903,61175,10000,Buffer[922],2469,17
18,3906,60476,10000,Buffer[867],642,14
18,3924,63457,10000,Buffer[963],3119,29
18,3899,60926,10000,Buffer[550],1304,27
18,3900,61848,10000,Buffer[893],2720,31
18,3900,59558,10000,Buffer[698],1156,30
18,4874,60649,10000,Buffer[745],3462,16
18,3921,61048,10000,Buffer[696],1466,11
19,3547,51272,10000,Buffer[698],3911,8
19,3553,42303,10000,Buffer[873],3571,18
19,3546,54980,10000,Buffer[845],3002,11
19,3494,51569,10000,Buffer[794],1605,17
19,3437,39119,10000,Buffer[722],2324,22
19,3461,40284,10000,Buffer[1013],825,18
19,3476,42417,10000,Buffer[955],2267,20
19,3444,43417,10000,Buffer[848],3031,1
19,3919,39373,10000,Buffer[966],2956,5
19,3434,40083,10000,Buffer[839],1670,20
19,3435,40334,10000,Buffer[728],427,15
19,3434,42165,10000,Buffer[579],3372,22
19,3438,48093,10000,Buffer[608],366,2
19,3458,44165,10000,Buffer[678],3467,4
19,3530,50650,10000,Buffer[921],3745,20
19,3482,45278,10000,Buffer[581],1416,9
19,3458,41012,10000,Buffer[661],4086,11
19,3555,58669,10000,Buffer[705],3183,25
19,3475,40233,10000,Buffer[1005],244,32
19,3484,44402,10000,Buffer[856],3181,26
19,3834,40488,10000,Buffer[819],1972,15
19,3482,40147,10000,Buffer[756],3621,7
19,3492,40339,10000,Buffer[562],1287,13
19,3437,38771,10000,Buffer[693],349,4
19,3567,44092,10000,Buffer[584],940,8
19,3459,44316,10000,Buffer[665],1106,6
19,3499,40413,10000,Buffer[963],3854,9
19,3485,43561,10000,Buffer[791],1877,11
19,3841,47905,10000,Buffer[743],3913,12
19,3474,39656,10000,Buffer[551],1550,25
19,3462,39987,10000,Buffer[560],3221,17
19,3461,42041,10000,Buffer[697],744,27
19,3524,40989,10000,Buffer[858],2646,10
19,3511,39300,10000,Buffer[605],3395,12
19,3499,41309,10000,Buffer[808],2882,22
19,3603,45575,10000,Buffer[944],4052,9
19,3528,40231,10000,Buffer[575],2774,26
19,3508,43688,10000,Buffer[769],83,20
19,3462,49473,10000,Buffer[971],2730,32
19,3448,40701,10000,Buffer[640],3732,31
19,3499,39849,10000,Buffer[1006],251,8
19,3456,39817,10000,Buffer[996],434,26
19,3476,39602,10000,Buffer[532],3522,23
19,3462,45172,10000,Buffer[922],72,24
19,3551,41682,10000,Buffer[809],204,30
19,3459,38922,10000,Buffer[939],1436,8
19,3968,40351,10000,Buffer[1017],1688,27
19,3461,40283,10000,Buffer[729],2986,29
19,3461,39255,10000,Buffer[590],1306,25
19,3482,42343,10000,Buffer[630],1028,17
19,3486,41066,10000,Buffer[623],408,12
19,3502,39949,10000,Buffer[582],544,9
19,3518,40772,10000,Buffer[772],3168,22
19,3492,42949,10000,Buffer[543],2760,22
19,3568,61151,10000,Buffer[727],1126,25
19,3536,42961,10000,Buffer[560],3159,5
19,3603,41861,10000,Buffer[916],1273,22
19,4124,39386,10000,Buffer[812],1451,10
19,3566,61627,10000,Buffer[565],835,8
19,3472,44331,10000,Buffer[616],1181,32
19,3579,40480,10000,Buffer[548],1682,12
19,3489,43210,10000,Buffer[617],3840,22
19,3486,40405,10000,Buffer[638],1722,25
19,3509,40899,10000,Buffer[610],914,31
19,3598,56423,10000,Buffer[630],344,29
19,3586,55430,10000,Buffer[657],92,18
19,3507,38943,10000,Buffer[644],233,20
19,3610,63470,10000,Buffer[856],1513,8
19,3552,41226,10000,Buffer[719],2471,9
19,3630,54314,10000,Buffer[970],1599,14
19,3587,57978,10000,Buffer[828],3727,7
19,3604,51397,10000,Buffer[712],4074,28
19,3554,55208,10000,Buffer[517],3086,10
19,3558,48780,10000,Buffer[895],3001,26
19,3486,39328,10000,Buffer[645],1494,3
19,3489,40721,10000,Buffer[533],1086,14
19,3484,41209,10000,Buffer[904],372,27
19,3534,46129,10000,Buffer[563],2272,13
19,3563,55539,10000,Buffer[877],3701,2
19,3563,58558,10000,Buffer[661],1903,1
19,3459,40188,10000,Buffer[580],1070,4
19,3511,40511,10000,Buffer[590],3121,9
19,3563,40719,10000,Buffer[744],1760,13
19,3504,43622,10000,Buffer[968],1369,21
19,4174,39837,10000,Buffer[962],560,14
19,3579,58923,10000,Buffer[806],1484,21
19,3535,41945,10000,Buffer[631],102,30
19,4085,39591,10000,Buffer[753],2299,21
19,3493,39088,10000,Buffer[994],2585,11
19,3486,39227,10000,Buffer[995],1467,30
19,3544,39958,10000,Buffer[827],1768,21
19,3509,44857,10000,Buffer[1012],3816,10
19,3543,41200,10000,Buffer[658],1170,22
19,3461,39669,10000,Buffer[883],971,26
19,3458,41655,10000,Buffer[512],3770,8
19,3534,39747,10000,Buffer[870],2933,6
19,3459,42108,10000,Buffer[677],3673,18
19,3535,42006,10000,Buffer[858],3616,7
19,3461,40178,10000,Buffer[600],3490,29
