runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer
26,3912,62828,10000,Buffer[1002],3049,19
26,3903,61551,10000,Buffer[665],758,7
26,4506,63576,10000,Buffer[877],2282,15
26,3908,54945,10000,Buffer[852],48,5
26,3899,59163,10000,Buffer[664],2657,25
26,3902,53734,10000,Buffer[743],1600,22
26,4166,62439,10000,Buffer[581],854,11
26,3902,53770,10000,Buffer[623],2349,29
26,3904,61296,10000,Buffer[529],2045,7
26,3916,60227,10000,Buffer[953],1589,30
26,3958,56674,10000,Buffer[697],3104,6
26,4101,55983,10000,Buffer[745],1101,8
26,3913,66199,10000,Buffer[1006],3722,26
26,3911,60151,10000,Buffer[700],1875,28
26,3907,62628,10000,Buffer[699],1357,19
26,3904,53756,10000,Buffer[933],464,8
26,3902,49687,10000,Buffer[734],1308,7
26,3904,60738,10000,Buffer[553],652,21
26,3991,85856,10000,Buffer[750],1853,1
26,4658,63557,10000,Buffer[835],3770,20
26,3986,72746,10000,Buffer[791],1984,9
26,3908,63720,10000,Buffer[613],3025,30
26,3902,59539,10000,Buffer[580],1938,9
26,4183,61324,10000,Buffer[811],331,21
26,4191,61897,10000,Buffer[639],1443,8
26,3908,78374,10000,Buffer[513],3492,26
26,3901,60898,10000,Buffer[917],2036,30
26,3903,60267,10000,Buffer[686],2003,1
26,3913,79544,10000,Buffer[808],1156,30
26,3901,60351,10000,Buffer[739],1406,8
26,3904,62544,10000,Buffer[870],601,27
26,4018,61835,10000,Buffer[1018],101,13
26,3962,61736,10000,Buffer[638],2849,3
26,3908,55303,10000,Buffer[546],493,21
26,3906,53609,10000,Buffer[766],2506,13
26,3906,59644,10000,Buffer[834],3233,19
26,3905,64187,10000,Buffer[643],2432,7
26,3901,57836,10000,Buffer[542],1014,26
26,3914,63562,10000,Buffer[796],1214,29
26,4088,82083,10000,Buffer[536],1477,24
26,3946,85671,10000,Buffer[536],847,15
26,4877,60625,10000,Buffer[831],512,32
26,3902,64697,10000,Buffer[960],3544,10
26,3916,62946,10000,Buffer[972],3256,3
26,3951,70890,10000,Buffer[729],3467,20
26,3957,47975,10000,Buffer[640],1928,1
26,4877,62988,10000,Buffer[1012],4036,9
26,3992,78392,10000,Buffer[714],2793,23
26,3903,53499,10000,Buffer[723],2450,28
26,3903,54479,10000,Buffer[918],2079,32
26,3903,55443,10000,Buffer[979],4085,1
26,3903,54260,10000,Buffer[1015],1379,25
26,3979,69773,10000,Buffer[625],2801,14
26,3977,61704,10000,Buffer[706],2538,22
26,3905,72779,10000,Buffer[610],883,15
26,3947,64542,10000,Buffer[715],2878,6
26,3969,68540,10000,Buffer[929],2228,20
26,3938,50223,10000,Buffer[668],3175,4
26,3952,48306,10000,Buffer[960],1362,12
26,4289,52071,10000,Buffer[713],2452,8
26,3903,58180,10000,Buffer[575],657,27
26,3964,66217,10000,Buffer[970],539,27
26,3912,63187,10000,Buffer[901],1730,12
26,3903,62530,10000,Buffer[660],1108,12
26,3908,58615,10000,Buffer[678],1729,28
26,3906,61861,10000,Buffer[1023],2642,29
26,3910,63891,10000,Buffer[723],3553,24
26,3901,58853,10000,Buffer[814],1350,30
26,3912,68099,10000,Buffer[727],3619,25
26,4285,62401,10000,Buffer[858],1118,20
26,3905,61214,10000,Buffer[862],2894,1
26,3909,68868,10000,Buffer[629],3481,7
26,3946,51508,10000,Buffer[775],3622,14
26,3901,60045,10000,Buffer[974],3346,28
27,4871,62566,10000,Buffer[833],1282,17
27,3897,61470,10000,Buffer[921],1368,29
27,4873,63181,10000,Buffer[589],3529,9
27,3896,45823,10000,Buffer[814],2249,30
27,3907,46062,10000,Buffer[562],91,25
27,3923,49545,10000,Buffer[600],3868,7
27,4876,61538,10000,Buffer[581],1200,23
27,3903,47344,10000,Buffer[790],569,15
27,4876,61801,10000,Buffer[796],1129,22
27,3904,47339,10000,Buffer[734],3772,9
27,3911,53805,10000,Buffer[537],495,26
27,3912,61146,10000,Buffer[564],828,30
27,3913,58465,10000,Buffer[551],1882,6
27,3916,63168,10000,Buffer[805],1840,22
27,4886,61982,10000,Buffer[792],2117,8
27,3908,59988,10000,Buffer[517],2146,6
27,5436,61267,10000,Buffer[877],8,31
27,4665,61164,10000,Buffer[934],3278,1
27,3903,58977,10000,Buffer[595],3165,32
27,3905,60043,10000,Buffer[591],1192,13
27,3897,60613,10000,Buffer[647],1479,4
27,3896,59267,10000,Buffer[574],2494,10
27,3896,59500,10000,Buffer[1013],3737,9
27,5249,62699,10000,Buffer[660],1822,23
27,3902,58377,10000,Buffer[599],698,3
27,4822,58778,10000,Buffer[860],3237,29
27,3903,60291,10000,Buffer[894],3847,10
27,3902,58323,10000,Buffer[553],327,27
27,4535,59856,10000,Buffer[712],2939,22
27,4975,61777,10000,Buffer[923],2811,13
27,3907,61391,10000,Buffer[729],1883,17
27,4577,59629,10000,Buffer[684],2783,14
27,5339,68742,10000,Buffer[820],3966,15
27,3908,60574,10000,Buffer[547],462,29
27,5526,61148,10000,Buffer[746],3524,19
27,4663,64277,10000,Buffer[983],2169,2
27,3895,59061,10000,Buffer[877],2116,16
27,5858,61832,10000,Buffer[723],3502,24
27,3899,59361,10000,Buffer[793],3397,14
27,3899,60668,10000,Buffer[712],40,32
27,5551,61053,10000,Buffer[978],1416,32
27,4692,62206,10000,Buffer[946],3994,19
27,3967,59418,10000,Buffer[674],3054,24
27,4631,61735,10000,Buffer[944],3596,10
27,3908,61826,10000,Buffer[884],1870,8
27,3899,60194,10000,Buffer[721],2643,31
27,5639,63551,10000,Buffer[786],2328,29
27,4634,62970,10000,Buffer[886],1312,14
27,3904,61893,10000,Buffer[595],1252,14
27,4880,61081,10000,Buffer[593],1929,4
27,3903,62051,10000,Buffer[591],1633,8
27,3904,59580,10000,Buffer[1012],3418,12
27,5836,62858,10000,Buffer[956],2768,29
27,4886,65246,10000,Buffer[926],3902,12
27,3896,59846,10000,Buffer[830],4089,27
27,4547,58299,10000,Buffer[1020],3561,2
27,3907,59029,10000,Buffer[1010],2210,24
27,3908,58511,10000,Buffer[967],906,24
27,3906,63685,10000,Buffer[936],2047,10
27,3899,62816,10000,Buffer[770],1754,22
27,3897,60697,10000,Buffer[580],4035,5
27,4532,60974,10000,Buffer[937],557,7
27,3897,62679,10000,Buffer[938],2528,11
27,4870,60911,10000,Buffer[646],2278,27
27,4515,48778,10000,Buffer[626],1583,1
27,3898,63179,10000,Buffer[982],952,11
27,3898,48230,10000,Buffer[661],4019,6
27,4707,46842,10000,Buffer[771],3995,4
27,3914,60254,10000,Buffer[538],2901,23
27,3900,62273,10000,Buffer[744],2131,15
27,3901,60915,10000,Buffer[536],2853,21
27,3933,61252,10000,Buffer[590],243,4
27,3914,58932,10000,Buffer[551],3563,15
27,5314,59100,10000,Buffer[988],2646,21
27,3904,61952,10000,Buffer[785],2455,14
27,4249,61129,10000,Buffer[1007],3824,17
27,3900,60032,10000,Buffer[834],1056,22
27,3907,63559,10000,Buffer[1003],1041,20
27,3900,58934,10000,Buffer[931],1441,21
27,3902,61748,10000,Buffer[916],1686,28
27,5245,58865,10000,Buffer[758],688,28
27,4231,60673,10000,Buffer[679],3077,24
27,3898,60506,10000,Buffer[1005],1989,14
27,3898,60820,10000,Buffer[724],1677,24
27,6301,58133,10000,Buffer[837],1144,1
27,3898,59176,10000,Buffer[582],2457,32
27,3896,59587,10000,Buffer[852],3869,12
27,4106,60174,10000,Buffer[761],2067,1
27,3897,66765,10000,Buffer[512],2771,10
27,4466,62602,10000,Buffer[980],2155,1
27,4216,58335,10000,Buffer[975],3845,25
27,3913,61765,10000,Buffer[786],2343,16
27,3899,65073,10000,Buffer[570],3534,20
27,3902,63230,10000,Buffer[648],1747,17
27,3903,64230,10000,Buffer[557],1925,21
27,4755,61612,10000,Buffer[979],359,6
27,3903,58742,10000,Buffer[583],606,28
27,4607,63831,10000,Buffer[871],2182,4
27,3901,61351,10000,Buffer[882],482,18
27,3903,65432,10000,Buffer[709],919,9
28,3526,44206,10000,Buffer[578],1933,15
28,3570,55688,10000,Buffer[837],74,7
28,3510,44048,10000,Buffer[870],3685,9
28,3570,47925,10000,Buffer[833],2714,30
28,3521,49808,10000,Buffer[936],2926,4
28,3534,43641,10000,Buffer[610],3035,32
28,3596,55223,10000,Buffer[846],2590,22
28,3545,43416,10000,Buffer[540],665,10
28,4712,42713,10000,Buffer[940],2963,23
28,3468,45663,10000,Buffer[882],2327,27
28,3460,42151,10000,Buffer[736],3976,19
28,3528,58655,10000,Buffer[1017],3393,3
28,3485,51935,10000,Buffer[919],1647,29
28,3494,47040,10000,Buffer[826],223,23
28,4066,43547,10000,Buffer[825],2914,7
28,3496,54734,10000,Buffer[537],1671,32
28,3795,41538,10000,Buffer[863],53,20
28,3974,45649,10000,Buffer[888],2434,20
28,3472,62213,10000,Buffer[911],2609,1
28,3619,41479,10000,Buffer[814],3875,5
28,3480,42456,10000,Buffer[627],3254,1
28,3512,57894,10000,Buffer[1018],1999,2
28,3515,56792,10000,Buffer[892],2177,21
28,4257,51746,10000,Buffer[647],318,15
28,3411,46463,10000,Buffer[614],2392,4
28,3496,44355,10000,Buffer[942],1059,8
28,6352,57500,10000,Buffer[983],2504,13
28,3546,60283,10000,Buffer[839],519,23
28,3479,56500,10000,Buffer[674],948,7
28,3523,49706,10000,Buffer[872],1479,17
28,3469,48729,10000,Buffer[935],4056,3
28,3497,44165,10000,Buffer[905],3463,16
28,4568,43390,10000,Buffer[873],1257,25
28,3415,43323,10000,Buffer[676],1658,6
28,3501,55716,10000,Buffer[666],1070,21
28,4304,43634,10000,Buffer[985],1012,5
28,3659,48657,10000,Buffer[570],197,17
28,3435,42940,10000,Buffer[856],3481,31
28,3434,44668,10000,Buffer[702],3425,15
28,3434,44561,10000,Buffer[859],225,17
28,3446,42011,10000,Buffer[944],427,6
28,7721,43300,10000,Buffer[562],3116,21
28,3469,47463,10000,Buffer[827],1255,2
28,3436,43885,10000,Buffer[632],3233,11
28,7043,42670,10000,Buffer[959],1989,19
28,3459,44535,10000,Buffer[646],2208,25
28,3437,43067,10000,Buffer[873],9,25
28,3543,59656,10000,Buffer[886],3592,10
28,3519,55179,10000,Buffer[695],3074,19
28,3434,42017,10000,Buffer[594],2085,13
28,6367,44464,10000,Buffer[620],2851,20
28,3883,56268,10000,Buffer[545],1643,8
28,3505,57237,10000,Buffer[856],1995,25
28,3437,47779,10000,Buffer[721],3506,9
28,3505,60630,10000,Buffer[766],1916,2
28,3540,57040,10000,Buffer[951],1389,27
28,4536,44746,10000,Buffer[726],2081,16
28,3446,48336,10000,Buffer[849],3244,10
28,3461,44445,10000,Buffer[970],3592,15
28,6680,42159,10000,Buffer[795],3687,29
28,3536,48712,10000,Buffer[604],2720,18
28,3469,46938,10000,Buffer[752],704,17
28,6090,44873,10000,Buffer[999],1646,27
28,3529,60452,10000,Buffer[791],1406,11
28,3555,42833,10000,Buffer[549],3611,22
28,4708,44558,10000,Buffer[802],2246,24
28,3615,63629,10000,Buffer[899],582,21
28,3532,55730,10000,Buffer[799],142,32
28,3546,56401,10000,Buffer[908],3261,25
28,3839,48787,10000,Buffer[930],2074,25
28,3489,44684,10000,Buffer[682],639,17
28,4449,46470,10000,Buffer[942],1825,7
28,3491,47643,10000,Buffer[642],3450,12
28,3440,43432,10000,Buffer[1000],3704,20
28,3497,44020,10000,Buffer[778],1620,8
28,3695,61530,10000,Buffer[1023],1625,27
28,3565,42855,10000,Buffer[964],1432,31
28,3563,49750,10000,Buffer[903],2431,23
28,3550,48515,10000,Buffer[521],688,24
28,3475,53085,10000,Buffer[902],3441,32
28,6666,46470,10000,Buffer[539],2944,17
28,3548,64467,10000,Buffer[983],3661,24
28,3545,48006,10000,Buffer[811],3176,17
28,3536,51461,10000,Buffer[975],2980,29
28,3615,58490,10000,Buffer[913],1191,22
28,3488,47306,10000,Buffer[899],593,14
28,3519,50102,10000,Buffer[909],2183,6
28,3491,47450,10000,Buffer[751],2254,11
28,3496,42478,10000,Buffer[706],263,23
28,3494,46514,10000,Buffer[819],475,25
28,3471,51210,10000,Buffer[552],2307,29
28,3482,54830,10000,Buffer[994],3050,4
28,3516,47192,10000,Buffer[990],283,9
28,3579,60063,10000,Buffer[624],3718,9
28,3877,43841,10000,Buffer[900],2543,17
28,6323,57763,10000,Buffer[693],654,14
28,3565,47714,10000,Buffer[660],269,28
28,3523,51379,10000,Buffer[777],1070,22
28,3650,56863,10000,Buffer[730],2270,2
28,3619,49333,10000,Buffer[937],152,17
29,4874,49337,10000,Buffer[868],1334,27
29,3919,53447,10000,Buffer[711],1627,24
29,3914,52424,10000,Buffer[832],3851,16
29,3910,47741,10000,Buffer[520],732,10
29,3911,53499,10000,Buffer[640],3484,14
29,4283,52962,10000,Buffer[1007],3540,19
29,4882,63089,10000,Buffer[730],2319,22
29,4871,57607,10000,Buffer[886],2583,8
29,3903,53972,10000,Buffer[1023],1043,9
29,3947,71419,10000,Buffer[929],3445,17
29,3908,49483,10000,Buffer[601],3231,5
29,3900,54109,10000,Buffer[905],503,26
29,3929,53761,10000,Buffer[915],4025,25
29,3906,54754,10000,Buffer[919],3939,16
29,4873,60569,10000,Buffer[598],1541,25
29,3897,51004,10000,Buffer[801],3633,11
29,3982,53340,10000,Buffer[613],746,26
29,3896,53086,10000,Buffer[988],1174,30
29,3895,52841,10000,Buffer[576],3827,25
29,3896,53258,10000,Buffer[876],333,30
29,3897,53694,10000,Buffer[875],1283,1
29,3894,55275,10000,Buffer[891],3703,5
29,3943,54040,10000,Buffer[971],2433,32
29,3896,53963,10000,Buffer[708],672,18
29,3905,53340,10000,Buffer[565],1649,13
29,3896,60353,10000,Buffer[799],421,18
29,3893,53637,10000,Buffer[608],3100,13
29,4866,55612,10000,Buffer[615],3018,20
29,3895,53046,10000,Buffer[635],1515,5
29,4868,56655,10000,Buffer[908],2086,5
29,4864,54397,10000,Buffer[557],776,5
29,3894,53239,10000,Buffer[745],1709,25
29,3890,53303,10000,Buffer[1017],3693,13
29,4877,54691,10000,Buffer[702],2531,23
29,3892,52766,10000,Buffer[592],3130,25
29,3896,52199,10000,Buffer[684],815,9
29,4877,55652,10000,Buffer[983],2116,4
29,4870,58096,10000,Buffer[708],3471,18
29,4869,53114,10000,Buffer[669],843,29
29,3894,61515,10000,Buffer[685],2822,2
29,3895,55272,10000,Buffer[753],1249,16
29,3899,52783,10000,Buffer[590],1726,7
29,3896,53269,10000,Buffer[745],1785,3
29,3896,53231,10000,Buffer[657],3579,22
29,3897,55169,10000,Buffer[991],2241,26
29,3896,47976,10000,Buffer[784],2313,15
29,3904,53080,10000,Buffer[634],3606,32
29,3896,52585,10000,Buffer[616],2841,17
29,3898,53104,10000,Buffer[886],1453,25
29,3897,53215,10000,Buffer[652],99,30
29,3898,48986,10000,Buffer[984],3681,7
29,3896,47377,10000,Buffer[922],1893,1
29,3902,53221,10000,Buffer[620],3352,1
29,3898,52719,10000,Buffer[994],3680,12
29,4872,57978,10000,Buffer[913],3143,27
29,3896,52448,10000,Buffer[768],2121,30
29,4147,48292,10000,Buffer[847],1643,28
29,3959,69843,10000,Buffer[656],3162,3
29,3898,51239,10000,Buffer[557],2881,23
29,3897,52615,10000,Buffer[854],910,4
29,3896,53155,10000,Buffer[973],3525,17
29,3894,53185,10000,Buffer[908],2367,29
29,3898,45322,10000,Buffer[996],1835,31
29,3904,52576,10000,Buffer[733],1085,2
29,5090,69375,10000,Buffer[994],1220,32
29,3923,52177,10000,Buffer[996],2725,27
29,3903,64185,10000,Buffer[850],1330,20
29,3901,54309,10000,Buffer[554],2970,27
29,3896,52548,10000,Buffer[843],1397,5
29,3920,55379,10000,Buffer[515],1619,19
29,3898,53159,10000,Buffer[985],1865,6
29,3897,53407,10000,Buffer[845],2542,32
29,3898,53999,10000,Buffer[690],3048,9
29,3895,53441,10000,Buffer[876],2746,16
29,3897,51032,10000,Buffer[653],3747,32
29,3897,55328,10000,Buffer[854],1792,16
29,3896,52990,10000,Buffer[961],177,2
29,3965,56107,10000,Buffer[756],517,13
29,3904,53861,10000,Buffer[589],2438,28
29,3902,53566,10000,Buffer[900],1358,7
29,3903,52234,10000,Buffer[553],2017,4
29,3899,48798,10000,Buffer[519],3255,25
29,3897,52494,10000,Buffer[585],2186,2
29,3898,53213,10000,Buffer[967],3346,15
29,4869,59952,10000,Buffer[634],2572,5
29,4870,56526,10000,Buffer[530],2937,30
29,4869,58027,10000,Buffer[951],785,19
29,3904,58978,10000,Buffer[810],2016,16
29,3897,53467,10000,Buffer[1011],370,16
29,3896,52328,10000,Buffer[785],2297,6
29,5808,54187,10000,Buffer[527],3663,18
29,3898,54336,10000,Buffer[544],1533,21
29,3898,52477,10000,Buffer[616],3999,3
29,3897,47621,10000,Buffer[1020],2187,19
29,3897,53808,10000,Buffer[687],2326,7
29,3897,54291,10000,Buffer[585],1035,13
29,3898,75667,10000,Buffer[663],2128,8
29,3899,53448,10000,Buffer[644],1754,16
29,3977,61291,10000,Buffer[659],1036,17
29,3897,62532,10000,Buffer[1007],255,4
30,3714,39906,10000,Buffer[735],3613,30
30,3414,41691,10000,Buffer[894],3771,10
30,5471,36511,10000,Buffer[569],1812,7
30,3416,37783,10000,Buffer[764],1199,18
30,3906,36087,10000,Buffer[974],3578,17
30,3536,47446,10000,Buffer[697],1343,6
30,3474,39922,10000,Buffer[545],3743,29
30,3403,36380,10000,Buffer[523],805,19
30,4117,53392,10000,Buffer[623],2924,17
30,3487,51914,10000,Buffer[731],16,8
30,3365,37656,10000,Buffer[728],1043,1
30,4103,39670,10000,Buffer[572],989,6
30,3404,43668,10000,Buffer[797],1566,17
30,3389,37612,10000,Buffer[943],174,22
30,4031,43757,10000,Buffer[969],3907,23
30,3397,39158,10000,Buffer[627],623,2
30,3393,36642,10000,Buffer[979],1730,16
30,4083,37632,10000,Buffer[515],1690,6
30,3404,43233,10000,Buffer[933],3627,1
30,3486,36583,10000,Buffer[923],3868,18
30,4062,37661,10000,Buffer[615],3079,16
30,3378,39857,10000,Buffer[634],1506,19
30,3470,47736,10000,Buffer[1014],3862,30
30,4180,46076,10000,Buffer[751],3326,15
30,3451,41242,10000,Buffer[892],1538,12
30,3465,47268,10000,Buffer[823],2705,4
30,4055,37839,10000,Buffer[911],3700,26
30,3474,37856,10000,Buffer[788],2553,8
30,3454,37148,10000,Buffer[567],851,17
30,4052,52968,10000,Buffer[977],386,11
30,3489,58599,10000,Buffer[732],2005,2
30,3405,36877,10000,Buffer[1021],3792,11
30,4077,50908,10000,Buffer[765],20,9
30,3481,48776,10000,Buffer[998],2515,18
30,3462,48604,10000,Buffer[814],2307,9
30,4102,50125,10000,Buffer[682],1280,18
30,3459,41309,10000,Buffer[963],3200,29
30,3484,43816,10000,Buffer[798],1314,25
30,4008,44986,10000,Buffer[712],586,26
30,3457,43267,10000,Buffer[665],4066,26
30,3616,48083,10000,Buffer[972],2267,28
30,3382,48111,10000,Buffer[879],4089,17
30,3549,55161,10000,Buffer[880],471,32
30,3531,50985,10000,Buffer[851],1054,8
30,4214,49985,10000,Buffer[598],3383,25
30,3404,39177,10000,Buffer[765],552,6
30,3437,37013,10000,Buffer[808],3263,15
30,5973,35592,10000,Buffer[826],3114,2
30,3411,41096,10000,Buffer[842],3303,27
30,3459,51609,10000,Buffer[590],3575,18
30,4120,48922,10000,Buffer[697],658,16
30,3467,38039,10000,Buffer[577],458,13
30,3437,54312,10000,Buffer[770],1110,4
30,3484,53916,10000,Buffer[834],1138,26
30,3491,57265,10000,Buffer[782],2662,24
30,3436,54093,10000,Buffer[623],2664,27
30,3418,37172,10000,Buffer[984],1512,7
30,3648,42130,10000,Buffer[603],2150,18
30,3398,38408,10000,Buffer[844],1366,17
30,4410,36258,10000,Buffer[815],2296,2
30,3482,47608,10000,Buffer[725],2380,26
30,3978,50564,10000,Buffer[757],3788,8
30,3481,46323,10000,Buffer[989],183,26
30,3420,51580,10000,Buffer[1004],2348,23
30,3419,37050,10000,Buffer[846],130,8
30,6916,51132,10000,Buffer[962],2895,5
30,3462,41977,10000,Buffer[769],1486,19
30,3473,41644,10000,Buffer[1014],2115,5
30,3437,43183,10000,Buffer[963],2560,18
30,5188,39611,10000,Buffer[976],1972,4
30,3464,38581,10000,Buffer[878],2150,15
30,3439,42831,10000,Buffer[920],892,11
30,3417,50823,10000,Buffer[920],500,24
30,3443,40277,10000,Buffer[640],2156,2
30,3498,52815,10000,Buffer[905],3853,8
30,3456,51127,10000,Buffer[819],655,2
30,3486,49167,10000,Buffer[548],3275,1
30,3480,48969,10000,Buffer[619],3282,6
30,3446,47104,10000,Buffer[1009],753,7
30,3472,42197,10000,Buffer[704],366,12
30,3414,42348,10000,Buffer[975],1242,32
30,3380,46344,10000,Buffer[538],3882,2
30,3452,37196,10000,Buffer[615],3856,26
30,3491,52230,10000,Buffer[526],3155,4
30,3434,36859,10000,Buffer[701],1621,8
30,3382,35578,10000,Buffer[617],1552,2
30,3384,37280,10000,Buffer[848],1257,26
30,3655,45083,10000,Buffer[935],3922,20
30,3372,38624,10000,Buffer[594],132,1
30,3494,43903,10000,Buffer[950],129,17
30,3466,55579,10000,Buffer[921],3862,32
30,3387,44718,10000,Buffer[512],454,22
30,3431,39260,10000,Buffer[983],862,26
30,3441,37260,10000,Buffer[766],3611,31
30,3459,39180,10000,Buffer[949],3201,6
30,3425,38409,10000,Buffer[578],3612,26
30,3443,41244,10000,Buffer[761],1216,27
30,3391,36612,10000,Buffer[699],870,30
30,3370,37218,10000,Buffer[744],2851,10
30,3427,38984,10000,Buffer[563],3711,3
31,3646,56614,10000,Buffer[827],1831,10
31,3702,57571,10000,Buffer[956],391,18
31,3641,45930,10000,Buffer[530],449,8
31,3647,52324,10000,Buffer[625],1944,23
31,3943,54479,10000,Buffer[979],2973,7
31,3742,59118,10000,Buffer[760],3060,28
31,3695,50759,10000,Buffer[786],577,25
31,8355,42964,10000,Buffer[629],3967,6
31,3600,44722,10000,Buffer[992],855,17
31,3561,43229,10000,Buffer[801],569,26
31,4318,42280,10000,Buffer[732],2984,11
31,3625,46087,10000,Buffer[828],3580,13
31,3641,40806,10000,Buffer[773],3380,12
31,10769,42958,10000,Buffer[804],1641,6
31,3700,42732,10000,Buffer[531],1924,9
31,3681,41776,10000,Buffer[749],1290,23
31,4574,44153,10000,Buffer[715],393,14
31,3646,43886,10000,Buffer[892],1804,31
31,4148,52985,10000,Buffer[852],501,2
31,9040,41736,10000,Buffer[645],1364,32
31,3643,43157,10000,Buffer[646],1866,6
31,3639,40909,10000,Buffer[680],3146,15
31,4490,43269,10000,Buffer[523],2113,17
31,3685,56707,10000,Buffer[568],2801,21
31,3628,42223,10000,Buffer[655],9,24
31,5912,54495,10000,Buffer[671],301,12
31,3638,46046,10000,Buffer[557],34,4
31,3587,41731,10000,Buffer[707],1297,14
31,4466,51088,10000,Buffer[637],1057,16
31,3635,43379,10000,Buffer[736],569,18
31,3618,42473,10000,Buffer[913],975,12
31,11670,41447,10000,Buffer[959],3344,10
31,3702,43092,10000,Buffer[940],3205,10
31,3655,60786,10000,Buffer[637],1198,2
31,4362,51540,10000,Buffer[1006],420,25
31,3738,60876,10000,Buffer[942],40,27
31,3652,49921,10000,Buffer[663],3518,23
31,10383,45238,10000,Buffer[808],3763,11
31,3646,50763,10000,Buffer[833],2271,24
31,3620,45099,10000,Buffer[762],1583,25
31,4254,44833,10000,Buffer[689],2395,8
31,3653,43870,10000,Buffer[830],3589,8
31,3670,42221,10000,Buffer[608],644,4
31,11472,43034,10000,Buffer[684],164,23
31,3696,43048,10000,Buffer[728],19,12
31,3641,41168,10000,Buffer[906],3059,32
31,3668,44541,10000,Buffer[631],2553,29
31,3641,42792,10000,Buffer[953],1874,15
31,3569,43680,10000,Buffer[512],3264,20
31,13568,45480,10000,Buffer[767],93,30
31,4122,43093,10000,Buffer[894],423,10
31,3675,41814,10000,Buffer[847],1184,22
31,3700,47206,10000,Buffer[681],838,14
31,3713,47374,10000,Buffer[633],2240,27
31,3673,40972,10000,Buffer[992],3929,15
31,3789,55233,10000,Buffer[615],41,25
31,3732,62530,10000,Buffer[819],515,32
31,3643,41865,10000,Buffer[753],3075,11
31,3728,49431,10000,Buffer[539],544,6
31,3680,57357,10000,Buffer[708],1900,25
31,3688,59306,10000,Buffer[644],2217,12
31,8292,41463,10000,Buffer[728],3703,31
31,3755,48571,10000,Buffer[969],1368,18
31,3645,42010,10000,Buffer[983],3380,13
31,3597,44826,10000,Buffer[803],1156,26
31,3792,47175,10000,Buffer[814],1123,5
31,3645,42391,10000,Buffer[600],2834,31
31,3705,49089,10000,Buffer[705],2138,19
31,3758,54940,10000,Buffer[716],3837,9
31,3757,55264,10000,Buffer[935],3300,7
31,3615,45492,10000,Buffer[570],1230,5
31,3676,47828,10000,Buffer[726],2331,28
31,3613,41866,10000,Buffer[671],3679,30
31,3707,51613,10000,Buffer[629],2427,9
31,3702,62037,10000,Buffer[556],3672,19
31,3936,42770,10000,Buffer[724],2492,32
31,3698,45427,10000,Buffer[637],2464,12
31,3669,51429,10000,Buffer[532],1390,23
31,3733,54646,10000,Buffer[767],2410,21
31,3653,46031,10000,Buffer[762],2889,1
31,3705,45813,10000,Buffer[1022],573,14
31,3670,43644,10000,Buffer[892],933,26
31,5616,44370,10000,Buffer[963],3756,22
31,3667,48279,10000,Buffer[815],264,28
31,3616,43784,10000,Buffer[977],3660,27
31,3597,45606,10000,Buffer[545],1453,32
31,3948,44705,10000,Buffer[785],2255,23
31,3666,42156,10000,Buffer[589],2748,7
31,3641,59087,10000,Buffer[1010],133,15
31,3655,59551,10000,Buffer[992],749,6
31,4102,58554,10000,Buffer[836],2761,11
31,3998,48403,10000,Buffer[894],2449,9
31,3616,47467,10000,Buffer[640],3456,17
31,6151,41922,10000,Buffer[572],1576,18
31,3973,44855,10000,Buffer[755],2731,5
31,3678,52158,10000,Buffer[806],967,29
31,3614,43517,10000,Buffer[777],2356,2
31,3601,44566,10000,Buffer[820],3913,24
31,3573,46150,10000,Buffer[979],2417,9
31,3678,41961,10000,Buffer[980],1758,16
32,3908,50710,10000,Buffer[784],2933,5
32,3898,59332,10000,Buffer[837],406,26
32,3897,61757,10000,Buffer[535],3690,9
32,3987,61070,10000,Buffer[789],3534,7
32,3899,60595,10000,Buffer[604],877,8
32,3909,58833,10000,Buffer[816],494,27
32,3912,60333,10000,Buffer[960],1944,31
32,3910,54828,10000,Buffer[571],2892,15
32,3910,62210,10000,Buffer[760],2487,18
32,3956,61213,10000,Buffer[545],1691,31
32,4083,54181,10000,Buffer[534],915,27
32,3903,57035,10000,Buffer[868],101,5
32,3899,60524,10000,Buffer[712],2590,1
32,3900,61142,10000,Buffer[612],3017,27
32,3910,59413,10000,Buffer[842],1997,31
32,3996,60470,10000,Buffer[706],340,18
32,3940,62088,10000,Buffer[923],2138,4
32,3909,60351,10000,Buffer[610],2145,8
32,3908,55987,10000,Buffer[768],2361,25
32,3909,60166,10000,Buffer[685],697,9
32,4871,54933,10000,Buffer[777],2935,21
32,3897,53969,10000,Buffer[676],2085,6
32,4883,63535,10000,Buffer[977],1314,3
32,3925,53388,10000,Buffer[610],2621,31
32,3917,66247,10000,Buffer[562],2807,8
32,4873,61875,10000,Buffer[551],1442,19
32,3908,46567,10000,Buffer[629],3746,9
32,3905,63666,10000,Buffer[700],262,10
32,4873,65800,10000,Buffer[972],3567,31
32,3904,52713,10000,Buffer[928],2477,11
32,3897,58632,10000,Buffer[802],1596,10
32,3901,54564,10000,Buffer[1008],983,18
32,3964,60290,10000,Buffer[859],4058,14
32,3973,46470,10000,Buffer[767],1994,3
32,3935,60057,10000,Buffer[550],1963,11
32,3921,59506,10000,Buffer[580],805,15
