runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer
1,3384,23287,10000,Buffer[902],43
1,3338,23031,10000,Buffer[556],12
1,3363,25511,10000,Buffer[782],14
1,3354,23055,10000,Buffer[994],41
1,3392,24100,10000,Buffer[587],93
1,4475,22963,10000,Buffer[945],98
1,3390,23579,10000,Buffer[932],9
1,3375,22902,10000,Buffer[704],88
1,3369,26563,10000,Buffer[809],46
1,3387,24402,10000,Buffer[610],112
1,3372,23572,10000,Buffer[685],41
1,4079,23835,10000,Buffer[662],91
1,3492,28943,10000,Buffer[702],15
1,3429,28141,10000,Buffer[621],2
1,3377,26373,10000,Buffer[539],16
1,3439,27655,10000,Buffer[765],38
1,3486,34395,10000,Buffer[956],39
1,3423,22924,10000,Buffer[728],81
1,3460,23833,10000,Buffer[779],38
1,3470,24493,10000,Buffer[918],18
1,3449,26187,10000,Buffer[999],73
1,3489,25075,10000,Buffer[614],45
1,3441,24454,10000,Buffer[560],117
1,4118,24710,10000,Buffer[948],120
1,3410,23503,10000,Buffer[609],26
1,3390,25984,10000,Buffer[763],80
1,3516,23670,10000,Buffer[1015],32
1,3432,24894,10000,Buffer[992],62
1,3551,29986,10000,Buffer[1010],106
1,4324,29141,10000,Buffer[958],119
1,3419,29289,10000,Buffer[568],122
1,3461,29050,10000,Buffer[723],119
1,3413,26396,10000,Buffer[985],31
1,3404,23449,10000,Buffer[939],17
1,3507,24473,10000,Buffer[918],75
1,3367,26906,10000,Buffer[925],75
1,3338,23069,10000,Buffer[947],115
1,3371,23533,10000,Buffer[769],123
1,3351,27527,10000,Buffer[908],66
1,3389,22866,10000,Buffer[513],102
1,3441,23789,10000,Buffer[670],35
1,3348,23582,10000,Buffer[781],112
1,3398,23946,10000,Buffer[648],38
1,3363,24407,10000,Buffer[543],64
1,3370,28898,10000,Buffer[775],94
1,3356,23859,10000,Buffer[748],13
1,3397,23091,10000,Buffer[695],4
1,3384,23715,10000,Buffer[936],123
1,3364,22762,10000,Buffer[685],57
1,3449,25370,10000,Buffer[916],111
1,3435,27431,10000,Buffer[609],3
1,3387,23397,10000,Buffer[688],44
1,3450,24792,10000,Buffer[844],91
1,3363,26981,10000,Buffer[914],79
1,3365,26176,10000,Buffer[711],9
1,3353,23119,10000,Buffer[726],100
1,3410,32571,10000,Buffer[722],81
1,3387,23428,10000,Buffer[948],55
1,3390,23760,10000,Buffer[602],4
1,3369,23435,10000,Buffer[635],90
1,3363,25534,10000,Buffer[605],74
1,3362,22879,10000,Buffer[611],57
1,3365,26774,10000,Buffer[611],52
1,3404,23875,10000,Buffer[920],66
1,3391,23721,10000,Buffer[913],78
1,3323,23571,10000,Buffer[841],93
1,3384,25688,10000,Buffer[951],93
1,3405,23483,10000,Buffer[721],35
1,3422,27341,10000,Buffer[797],74
1,3683,23915,10000,Buffer[890],3
1,3428,24048,10000,Buffer[747],109
1,3413,23949,10000,Buffer[935],114
1,3412,24315,10000,Buffer[595],87
1,3453,24065,10000,Buffer[950],49
1,3413,27316,10000,Buffer[726],111
1,3363,23342,10000,Buffer[672],121
1,3868,23759,10000,Buffer[603],39
1,3362,28507,10000,Buffer[746],7
1,3363,26561,10000,Buffer[1010],14
1,3435,24383,10000,Buffer[972],19
1,3442,28372,10000,Buffer[962],33
1,3388,23379,10000,Buffer[743],35
1,3831,23433,10000,Buffer[779],45
1,3363,23920,10000,Buffer[828],90
1,3409,24681,10000,Buffer[636],105
1,3432,29476,10000,Buffer[522],27
1,3484,32926,10000,Buffer[723],60
1,3435,23890,10000,Buffer[714],84
1,3435,23840,10000,Buffer[667],61
1,3433,25715,10000,Buffer[669],91
1,3439,23641,10000,Buffer[706],123
1,3496,25625,10000,Buffer[984],46
1,3524,31824,10000,Buffer[669],15
1,3412,24317,10000,Buffer[579],33
1,3439,25816,10000,Buffer[869],66
1,3452,24291,10000,Buffer[605],67
1,3435,23093,10000,Buffer[915],7
1,3425,23548,10000,Buffer[945],20
1,3452,26839,10000,Buffer[558],75
1,3395,23391,10000,Buffer[950],66
2,6915,28291,10000,Buffer[1013],66
2,3489,25441,10000,Buffer[525],49
2,3624,24486,10000,Buffer[952],96
2,3460,25696,10000,Buffer[678],3
2,3487,33064,10000,Buffer[905],5
2,3516,24505,10000,Buffer[837],119
2,3493,26160,10000,Buffer[718],102
2,3525,31932,10000,Buffer[659],120
2,3485,27942,10000,Buffer[552],25
2,3536,30902,10000,Buffer[672],94
2,3487,24988,10000,Buffer[916],46
2,3438,24037,10000,Buffer[556],27
2,3623,25534,10000,Buffer[532],84
2,3780,34251,10000,Buffer[870],81
2,3563,25492,10000,Buffer[886],4
2,3517,25324,10000,Buffer[911],34
2,3486,28239,10000,Buffer[529],30
2,3495,25067,10000,Buffer[844],0
2,3442,28785,10000,Buffer[1002],90
2,3523,32207,10000,Buffer[537],98
2,3583,27328,10000,Buffer[806],39
2,3497,25077,10000,Buffer[804],48
2,3491,33670,10000,Buffer[895],96
2,3489,32995,10000,Buffer[685],93
2,3444,23921,10000,Buffer[747],81
2,3448,24511,10000,Buffer[835],114
2,3486,25916,10000,Buffer[830],44
2,3525,23841,10000,Buffer[626],2
2,3485,29990,10000,Buffer[738],75
2,3433,27719,10000,Buffer[635],67
2,3536,24934,10000,Buffer[686],14
2,3466,30957,10000,Buffer[652],15
2,3682,29289,10000,Buffer[602],63
2,3516,26988,10000,Buffer[566],14
2,3536,24728,10000,Buffer[675],68
2,3594,30551,10000,Buffer[821],6
2,3577,25343,10000,Buffer[642],67
2,3777,24625,10000,Buffer[989],28
2,3583,25210,10000,Buffer[941],61
2,3726,24790,10000,Buffer[798],77
2,3494,26156,10000,Buffer[629],91
2,3618,25341,10000,Buffer[637],109
2,3497,29411,10000,Buffer[931],13
2,3525,34388,10000,Buffer[818],100
2,3534,30681,10000,Buffer[978],74
2,3616,25123,10000,Buffer[721],9
2,3566,24671,10000,Buffer[715],38
2,3484,27262,10000,Buffer[995],122
2,4003,30915,10000,Buffer[743],34
2,3500,24107,10000,Buffer[837],84
2,3534,24545,10000,Buffer[724],62
2,3576,30900,10000,Buffer[799],104
2,3484,24053,10000,Buffer[783],44
2,3486,24187,10000,Buffer[761],30
2,3569,25062,10000,Buffer[866],83
2,3473,24670,10000,Buffer[533],48
2,3554,30471,10000,Buffer[839],33
2,3598,25954,10000,Buffer[752],18
2,3654,31175,10000,Buffer[910],114
2,3543,24955,10000,Buffer[640],15
2,3506,28681,10000,Buffer[644],90
2,3568,26466,10000,Buffer[714],67
2,3649,27813,10000,Buffer[849],85
2,6846,25144,10000,Buffer[821],31
2,3518,25141,10000,Buffer[760],65
2,3491,24074,10000,Buffer[661],87
2,3526,26039,10000,Buffer[739],28
2,3503,27055,10000,Buffer[975],52
2,3614,25591,10000,Buffer[607],78
2,4302,25472,10000,Buffer[933],123
2,3536,25203,10000,Buffer[687],26
2,3836,29681,10000,Buffer[1003],30
2,3610,31776,10000,Buffer[617],90
2,3749,24017,10000,Buffer[875],30
2,3624,30675,10000,Buffer[562],6
2,7771,26374,10000,Buffer[552],2
2,3587,25753,10000,Buffer[666],6
2,3467,27112,10000,Buffer[720],59
2,11731,23800,10000,Buffer[873],31
2,3461,24364,10000,Buffer[904],0
2,3520,25186,10000,Buffer[718],103
2,4560,30758,10000,Buffer[653],86
2,3524,26646,10000,Buffer[825],75
2,3502,29306,10000,Buffer[547],88
2,4681,25343,10000,Buffer[922],1
2,3493,31505,10000,Buffer[900],10
2,3511,25592,10000,Buffer[792],88
2,7864,31320,10000,Buffer[520],122
2,3555,26495,10000,Buffer[597],62
2,4760,40409,10000,Buffer[939],35
2,9822,25032,10000,Buffer[592],36
2,3959,26148,10000,Buffer[868],61
2,3630,31776,10000,Buffer[576],92
2,3587,33257,10000,Buffer[613],106
2,3558,28490,10000,Buffer[825],87
2,3553,28853,10000,Buffer[727],92
2,8281,27068,10000,Buffer[848],111
2,3538,24365,10000,Buffer[774],106
2,3531,28238,10000,Buffer[610],124
2,4029,29250,10000,Buffer[833],121
3,3429,30762,10000,Buffer[653],3
3,3516,25645,10000,Buffer[584],16
3,3440,26471,10000,Buffer[852],15
3,3426,24584,10000,Buffer[766],103
3,3417,24146,10000,Buffer[685],2
3,3404,23782,10000,Buffer[745],89
3,3437,32453,10000,Buffer[851],77
3,3435,29289,10000,Buffer[734],71
