runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer
1,3387,23773,10000,Buffer[806],154
1,3451,24901,10000,Buffer[523],319
1,3389,23467,10000,Buffer[711],287
1,3375,23088,10000,Buffer[947],403
1,3414,31594,10000,Buffer[677],304
1,3344,23304,10000,Buffer[782],292
1,3415,25169,10000,Buffer[958],416
1,3402,26211,10000,Buffer[670],22
1,3770,24309,10000,Buffer[966],277
1,3445,23940,10000,Buffer[949],109
1,3374,26881,10000,Buffer[878],480
1,3348,23435,10000,Buffer[957],446
1,3431,23528,10000,Buffer[577],205
1,3400,24070,10000,Buffer[707],168
1,3397,24221,10000,Buffer[577],358
1,3374,28875,10000,Buffer[522],4
1,3444,27778,10000,Buffer[940],243
1,3380,23175,10000,Buffer[630],95
1,3444,28624,10000,Buffer[858],195
1,3486,30455,10000,Buffer[749],391
1,3904,29214,10000,Buffer[820],375
1,3362,26213,10000,Buffer[644],511
1,3392,28347,10000,Buffer[577],123
1,3975,30079,10000,Buffer[882],106
1,3474,25781,10000,Buffer[547],35
1,3420,26362,10000,Buffer[679],101
1,3355,23245,10000,Buffer[999],493
1,3401,25751,10000,Buffer[536],98
1,3367,27829,10000,Buffer[572],4
1,3430,23666,10000,Buffer[529],198
1,3363,23448,10000,Buffer[724],243
1,3412,24202,10000,Buffer[774],468
1,3420,23571,10000,Buffer[837],352
1,3365,23977,10000,Buffer[663],372
1,3540,35863,10000,Buffer[856],309
1,3514,23639,10000,Buffer[645],1
1,3395,23782,10000,Buffer[526],72
1,3408,24404,10000,Buffer[565],429
1,3415,23974,10000,Buffer[690],442
1,3743,29637,10000,Buffer[673],245
1,3454,27730,10000,Buffer[666],160
1,3396,24686,10000,Buffer[694],38
1,3429,23916,10000,Buffer[649],117
1,3363,23837,10000,Buffer[666],105
1,3387,23980,10000,Buffer[876],306
1,3400,24285,10000,Buffer[612],104
1,3447,29665,10000,Buffer[675],180
1,3486,24224,10000,Buffer[834],104
1,3827,29393,10000,Buffer[960],31
1,3396,25348,10000,Buffer[937],322
1,3441,25997,10000,Buffer[762],293
1,3469,25099,10000,Buffer[859],489
1,3412,26386,10000,Buffer[884],337
1,3356,23383,10000,Buffer[655],199
1,3412,23701,10000,Buffer[664],273
1,3387,26432,10000,Buffer[585],11
1,3397,23862,10000,Buffer[717],29
1,3362,23395,10000,Buffer[782],511
1,3420,27479,10000,Buffer[531],213
1,3418,23386,10000,Buffer[758],193
1,3488,23507,10000,Buffer[944],483
1,3481,24322,10000,Buffer[603],431
1,3387,23280,10000,Buffer[961],232
1,3498,28333,10000,Buffer[939],275
1,3561,38123,10000,Buffer[580],445
1,3378,23098,10000,Buffer[651],187
1,3419,23861,10000,Buffer[818],356
1,3397,25778,10000,Buffer[998],165
1,3389,26918,10000,Buffer[706],63
1,3420,23456,10000,Buffer[905],193
1,3432,28683,10000,Buffer[850],226
1,3439,23769,10000,Buffer[750],484
