runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer
1,3416,24149,10000,Buffer[650],39
1,3399,24976,10000,Buffer[934],108
1,3392,23678,10000,Buffer[739],27
1,3419,24561,10000,Buffer[551],69
1,3410,26225,10000,Buffer[760],48
1,3412,23828,10000,Buffer[944],10
1,3459,23918,10000,Buffer[786],17
1,3390,24919,10000,Buffer[542],23
1,3366,24044,10000,Buffer[898],17
1,3892,23690,10000,Buffer[619],50
1,3389,28993,10000,Buffer[608],36
1,3387,23434,10000,Buffer[555],118
1,3425,23251,10000,Buffer[875],3
1,3417,25695,10000,Buffer[664],30
1,3427,23365,10000,Buffer[872],69
1,3390,25096,10000,Buffer[1012],50
1,3363,29615,10000,Buffer[1006],96
1,3396,25695,10000,Buffer[923],76
1,3491,30701,10000,Buffer[524],61
1,3437,27944,10000,Buffer[807],50
1,3415,24851,10000,Buffer[757],109
1,3890,25935,10000,Buffer[522],105
1,3362,29597,10000,Buffer[648],98
1,3810,24713,10000,Buffer[739],120
1,3412,24805,10000,Buffer[887],82
1,3629,34888,10000,Buffer[716],62
1,3520,29804,10000,Buffer[862],99
1,3482,27174,10000,Buffer[660],79
1,3512,32963,10000,Buffer[612],16
1,3639,29494,10000,Buffer[930],124
1,3498,23764,10000,Buffer[1020],85
1,3515,24866,10000,Buffer[566],97
1,3597,29320,10000,Buffer[680],24
1,3435,24947,10000,Buffer[720],51
1,3439,26627,10000,Buffer[902],85
1,3437,26197,10000,Buffer[827],119
1,7037,29459,10000,Buffer[771],73
1,3497,32834,10000,Buffer[851],36
2,3561,30227,10000,Buffer[572],7
2,3466,28479,10000,Buffer[514],49
2,3540,29607,10000,Buffer[753],9
2,3523,24045,10000,Buffer[557],88
2,3510,27840,10000,Buffer[634],77
2,3620,24971,10000,Buffer[990],124
2,3611,26010,10000,Buffer[967],89
2,3499,32139,10000,Buffer[744],17
2,3549,36906,10000,Buffer[587],119
2,3989,27487,10000,Buffer[557],76
2,3502,27662,10000,Buffer[537],40
2,3523,24458,10000,Buffer[676],89
2,3497,24953,10000,Buffer[886],14
2,3472,27242,10000,Buffer[780],56
2,3573,24609,10000,Buffer[976],112
2,3552,24193,10000,Buffer[943],80
2,3492,28137,10000,Buffer[975],76
2,3543,26324,10000,Buffer[890],107
2,3535,25220,10000,Buffer[603],32
2,3992,36405,10000,Buffer[512],58
2,3605,33849,10000,Buffer[526],112
2,5875,26101,10000,Buffer[521],91
2,3513,28344,10000,Buffer[837],12
2,3659,31033,10000,Buffer[562],38
2,3510,26048,10000,Buffer[870],111
2,3572,26741,10000,Buffer[857],109
2,3564,25534,10000,Buffer[553],27
2,3609,24228,10000,Buffer[609],52
2,3552,36087,10000,Buffer[990],100
2,3656,33850,10000,Buffer[766],10
2,3563,25273,10000,Buffer[943],117
2,3567,27999,10000,Buffer[890],85
2,3661,31341,10000,Buffer[829],93
2,3846,30002,10000,Buffer[958],20
2,3586,31229,10000,Buffer[929],121
2,3584,24815,10000,Buffer[710],73
2,3624,31087,10000,Buffer[557],91
2,4207,25841,10000,Buffer[793],73
2,3576,25727,10000,Buffer[722],42
2,3653,32480,10000,Buffer[538],106
2,3609,32297,10000,Buffer[832],97
2,3714,27662,10000,Buffer[910],43
2,3681,32705,10000,Buffer[839],81
2,3616,25674,10000,Buffer[586],76
2,4029,25405,10000,Buffer[915],114
2,3600,25701,10000,Buffer[1017],59
2,3523,28832,10000,Buffer[853],113
2,3512,26453,10000,Buffer[856],69
2,3601,24210,10000,Buffer[743],74
2,3782,31654,10000,Buffer[524],48
2,3536,31641,10000,Buffer[607],63
2,3541,24779,10000,Buffer[590],123
2,3631,29882,10000,Buffer[962],108
2,3546,25810,10000,Buffer[519],36
2,3494,29009,10000,Buffer[560],77
2,3489,25471,10000,Buffer[762],100
2,3608,32228,10000,Buffer[715],121
2,3570,31495,10000,Buffer[600],38
2,3611,36190,10000,Buffer[852],2
2,3534,25974,10000,Buffer[972],61
2,3640,31281,10000,Buffer[874],69
2,3542,25636,10000,Buffer[954],72
2,3594,27687,10000,Buffer[588],115
2,3598,31576,10000,Buffer[704],119
2,3660,37454,10000,Buffer[921],113
2,3555,30523,10000,Buffer[904],40
2,3513,29228,10000,Buffer[980],0
2,3536,25702,10000,Buffer[914],72
2,3515,24842,10000,Buffer[688],42
2,3499,25023,10000,Buffer[573],1
2,3827,32967,10000,Buffer[974],17
2,4134,27908,10000,Buffer[744],104
2,3521,30351,10000,Buffer[997],39
2,3474,26780,10000,Buffer[611],7
2,3569,29510,10000,Buffer[1013],64
2,3558,29445,10000,Buffer[620],84
2,3515,32609,10000,Buffer[902],7
2,3561,27899,10000,Buffer[713],88
2,3529,33899,10000,Buffer[693],97
2,3901,31414,10000,Buffer[642],14
2,3579,39713,10000,Buffer[518],65
2,3889,30382,10000,Buffer[642],20
2,3484,30744,10000,Buffer[734],98
2,3983,37734,10000,Buffer[965],95
2,3585,28359,10000,Buffer[709],55
2,3623,29462,10000,Buffer[995],0
2,4098,27202,10000,Buffer[532],32
2,3598,25186,10000,Buffer[647],6
2,3778,31189,10000,Buffer[562],11
2,3561,24276,10000,Buffer[709],108
2,3463,26868,10000,Buffer[618],105
2,3489,27218,10000,Buffer[863],0
2,3546,24864,10000,Buffer[860],73
2,3561,28339,10000,Buffer[679],4
2,3539,31106,10000,Buffer[516],115
2,3540,23916,10000,Buffer[901],10
2,6040,24181,10000,Buffer[941],90
2,3547,32501,10000,Buffer[734],80
2,3515,29962,10000,Buffer[794],65
2,3548,29727,10000,Buffer[851],87
3,3360,24578,10000,Buffer[931],14
3,3455,31563,10000,Buffer[1010],37
3,3476,28683,10000,Buffer[976],50
3,3683,23451,10000,Buffer[571],11
3,3512,34786,10000,Buffer[1004],61
3,3477,29821,10000,Buffer[669],97
3,3463,31072,10000,Buffer[773],21
3,3567,36061,10000,Buffer[661],19
3,3486,30311,10000,Buffer[881],23
3,3421,28915,10000,Buffer[992],96
3,3553,35475,10000,Buffer[872],96
3,3389,25524,10000,Buffer[862],14
3,3465,25043,10000,Buffer[608],99
3,3414,26837,10000,Buffer[594],121
3,3441,24172,10000,Buffer[1007],38
3,3596,25071,10000,Buffer[761],119
3,3447,28581,10000,Buffer[938],7
3,3390,25151,10000,Buffer[884],70
3,3441,25292,10000,Buffer[613],55
3,3442,25751,10000,Buffer[859],107
3,3496,23570,10000,Buffer[817],39
3,3414,25620,10000,Buffer[951],49
3,3424,29129,10000,Buffer[833],56
3,3414,25506,10000,Buffer[720],32
3,3424,32677,10000,Buffer[992],114
3,3395,31538,10000,Buffer[539],0
3,3478,32290,10000,Buffer[653],18
3,3470,31712,10000,Buffer[517],12
3,3456,32116,10000,Buffer[769],0
3,3893,27014,10000,Buffer[715],84
3,3489,23744,10000,Buffer[708],41
3,3524,37141,10000,Buffer[514],56
3,3480,27832,10000,Buffer[609],26
3,3507,31225,10000,Buffer[791],4
3,3510,30266,10000,Buffer[823],46
3,3451,31363,10000,Buffer[955],24
3,3406,23648,10000,Buffer[678],50
3,3438,29698,10000,Buffer[696],51
3,3484,24466,10000,Buffer[635],65
3,3486,32824,10000,Buffer[1020],67
3,3466,27880,10000,Buffer[952],113
3,3413,24567,10000,Buffer[529],111
3,3401,23664,10000,Buffer[991],18
3,3797,30336,10000,Buffer[679],109
3,3396,24892,10000,Buffer[644],45
3,3462,26265,10000,Buffer[894],70
3,3414,33161,10000,Buffer[708],109
3,3430,24098,10000,Buffer[971],102
3,6283,31432,10000,Buffer[651],96
3,3504,41124,10000,Buffer[925],20
3,3411,25714,10000,Buffer[651],42
3,3551,30476,10000,Buffer[771],57
3,3498,31807,10000,Buffer[596],55
3,3477,30748,10000,Buffer[1017],61
3,3452,32002,10000,Buffer[900],65
3,3516,36503,10000,Buffer[735],101
3,3494,28674,10000,Buffer[530],102
3,5885,23715,10000,Buffer[868],49
3,3525,29815,10000,Buffer[792],44
3,6257,27913,10000,Buffer[653],71
3,3369,25887,10000,Buffer[665],19
3,3802,26852,10000,Buffer[873],5
3,3436,26537,10000,Buffer[548],114
3,3479,32080,10000,Buffer[540],119
3,3413,23973,10000,Buffer[915],120
3,3585,28543,10000,Buffer[948],25
3,3429,25247,10000,Buffer[764],2
3,3638,38111,10000,Buffer[779],91
3,3396,27672,10000,Buffer[758],14
3,3484,30964,10000,Buffer[763],72
3,3576,31598,10000,Buffer[806],82
3,3380,23013,10000,Buffer[911],69
3,3459,30507,10000,Buffer[527],23
3,3470,40336,10000,Buffer[731],3
3,3397,22945,10000,Buffer[935],100
3,3365,29778,10000,Buffer[748],56
3,3679,28929,10000,Buffer[724],44
3,3422,28243,10000,Buffer[1014],64
3,3392,23901,10000,Buffer[618],52
3,3390,27216,10000,Buffer[658],71
3,3409,32911,10000,Buffer[799],92
3,3387,25592,10000,Buffer[901],93
3,3478,33255,10000,Buffer[771],38
3,3457,32856,10000,Buffer[661],40
3,6034,25237,10000,Buffer[898],88
3,3415,31689,10000,Buffer[1024],120
3,3400,23271,10000,Buffer[516],58
3,3426,31431,10000,Buffer[891],75
3,3507,30094,10000,Buffer[529],25
3,3387,23387,10000,Buffer[710],20
3,3403,31531,10000,Buffer[878],48
3,3391,27243,10000,Buffer[723],19
3,3414,23522,10000,Buffer[700],65
3,3455,24338,10000,Buffer[700],112
3,3438,30849,10000,Buffer[796],38
3,3432,23232,10000,Buffer[598],6
3,3410,31508,10000,Buffer[643],15
3,3422,28889,10000,Buffer[852],76
3,3484,27177,10000,Buffer[806],8
3,3389,24957,10000,Buffer[1011],71
4,3937,28992,10000,Buffer[1003],102
4,4023,36968,10000,Buffer[718],94
4,3911,33140,10000,Buffer[851],78
4,4252,31855,10000,Buffer[875],42
4,3911,34404,10000,Buffer[621],96
4,3897,31865,10000,Buffer[671],47
4,3929,31909,10000,Buffer[633],94
4,3908,36890,10000,Buffer[857],69
4,3910,31995,10000,Buffer[779],0
4,3906,26705,10000,Buffer[977],85
4,3910,38374,10000,Buffer[562],67
4,3903,31821,10000,Buffer[899],33
4,3901,35593,10000,Buffer[920],51
4,3899,33807,10000,Buffer[614],103
4,4223,31870,10000,Buffer[896],29
4,3897,35645,10000,Buffer[739],76
4,3901,34082,10000,Buffer[551],81
4,3900,35641,10000,Buffer[776],110
4,3903,35615,10000,Buffer[575],92
4,4871,33843,10000,Buffer[795],25
4,3912,32319,10000,Buffer[575],74
4,4878,40819,10000,Buffer[836],17
4,4887,36144,10000,Buffer[1024],38
4,3898,35600,10000,Buffer[884],84
4,3943,31853,10000,Buffer[748],44
4,3899,27691,10000,Buffer[781],18
4,3904,35979,10000,Buffer[973],26
4,3899,32237,10000,Buffer[639],90
4,3966,34614,10000,Buffer[772],81
4,3901,31853,10000,Buffer[907],27
4,5483,38043,10000,Buffer[932],61
4,3909,33302,10000,Buffer[954],96
4,3901,35970,10000,Buffer[999],23
4,3899,35649,10000,Buffer[815],31
4,3901,32729,10000,Buffer[599],57
4,3980,36139,10000,Buffer[925],63
4,3906,36062,10000,Buffer[849],86
4,3938,37642,10000,Buffer[826],36
4,3901,36641,10000,Buffer[887],7
4,3932,39222,10000,Buffer[726],10
4,3937,41702,10000,Buffer[671],104
4,4152,44313,10000,Buffer[859],109
4,3899,36351,10000,Buffer[782],122
4,3899,38875,10000,Buffer[778],55
4,3898,36044,10000,Buffer[795],46
4,3900,35984,10000,Buffer[659],65
4,3930,44801,10000,Buffer[617],94
4,3901,26460,10000,Buffer[821],20
4,3975,39095,10000,Buffer[846],87
4,3901,30353,10000,Buffer[902],23
4,3902,35720,10000,Buffer[1007],74
4,3911,35624,10000,Buffer[770],124
4,3901,40183,10000,Buffer[600],88
4,3900,37799,10000,Buffer[740],2
4,3939,32582,10000,Buffer[760],92
4,4870,34694,10000,Buffer[893],38
4,3900,41869,10000,Buffer[692],112
4,3915,38071,10000,Buffer[999],73
4,3910,34527,10000,Buffer[694],91
4,3899,31895,10000,Buffer[774],56
4,3915,31956,10000,Buffer[811],62
4,3910,33755,10000,Buffer[796],48
4,4262,32041,10000,Buffer[869],110
4,3898,35639,10000,Buffer[711],123
4,4007,35099,10000,Buffer[531],104
4,3897,32808,10000,Buffer[989],90
4,3899,31997,10000,Buffer[601],87
4,3896,37537,10000,Buffer[527],76
4,4514,37030,10000,Buffer[693],73
4,3927,31928,10000,Buffer[853],99
4,3910,34272,10000,Buffer[914],29
4,3910,35958,10000,Buffer[572],80
4,3906,35756,10000,Buffer[567],45
4,3900,33279,10000,Buffer[975],11
4,3934,32528,10000,Buffer[588],74
4,3912,37668,10000,Buffer[677],2
4,3903,38941,10000,Buffer[742],9
4,3919,36757,10000,Buffer[533],43
4,3933,33990,10000,Buffer[1022],98
4,3909,33028,10000,Buffer[580],20
4,3909,32199,10000,Buffer[538],80
4,3909,31370,10000,Buffer[609],118
4,3921,38898,10000,Buffer[943],71
4,3988,35593,10000,Buffer[784],28
4,3911,33923,10000,Buffer[821],23
4,3910,37354,10000,Buffer[846],106
4,4657,39928,10000,Buffer[749],119
4,3899,35873,10000,Buffer[553],117
4,3900,38532,10000,Buffer[949],65
4,3901,38156,10000,Buffer[565],90
4,3912,41630,10000,Buffer[973],23
4,3909,37358,10000,Buffer[677],116
4,3901,35643,10000,Buffer[637],124
4,3899,28815,10000,Buffer[969],16
4,3913,32015,10000,Buffer[567],12
4,3908,32350,10000,Buffer[916],66
4,3910,35716,10000,Buffer[613],106
4,3899,38613,10000,Buffer[926],106
4,3935,35714,10000,Buffer[849],102
4,3910,31824,10000,Buffer[848],34
5,3899,26627,10000,Buffer[536],100
5,3897,36267,10000,Buffer[887],68
5,3902,38621,10000,Buffer[794],98
5,3897,36710,10000,Buffer[613],87
5,3896,36289,10000,Buffer[713],86
5,3949,51850,10000,Buffer[524],101
5,3901,37302,10000,Buffer[581],76
5,3915,37273,10000,Buffer[614],40
5,3916,38856,10000,Buffer[633],71
5,3901,37480,10000,Buffer[873],28
5,3950,36355,10000,Buffer[622],55
5,3931,36989,10000,Buffer[865],110
5,4972,36284,10000,Buffer[558],15
5,3921,36627,10000,Buffer[571],113
5,3905,38807,10000,Buffer[658],17
5,4000,36267,10000,Buffer[675],116
5,4017,36936,10000,Buffer[757],61
5,3920,36987,10000,Buffer[815],9
5,3912,36338,10000,Buffer[892],102
5,3913,29979,10000,Buffer[549],82
5,3918,42751,10000,Buffer[524],84
5,3966,40428,10000,Buffer[848],86
5,4885,32082,10000,Buffer[589],87
5,4014,37446,10000,Buffer[1006],108
5,3967,36126,10000,Buffer[834],36
5,4013,39266,10000,Buffer[546],6
5,3990,45444,10000,Buffer[980],15
5,3973,39877,10000,Buffer[750],103
5,3907,26664,10000,Buffer[645],53
5,4009,31119,10000,Buffer[694],38
5,3958,40088,10000,Buffer[740],50
5,4010,41481,10000,Buffer[892],38
5,4006,37187,10000,Buffer[777],23
5,3992,39067,10000,Buffer[844],50
5,4007,35277,10000,Buffer[613],124
5,3973,32865,10000,Buffer[770],99
5,3920,29200,10000,Buffer[584],20
5,4537,38784,10000,Buffer[514],74
5,3938,38886,10000,Buffer[932],57
5,3907,36519,10000,Buffer[1021],6
5,3902,36448,10000,Buffer[695],57
5,3910,37974,10000,Buffer[915],76
5,3911,36592,10000,Buffer[964],39
5,4163,36674,10000,Buffer[542],70
5,3901,39385,10000,Buffer[738],40
5,3937,36379,10000,Buffer[627],119
5,3925,36166,10000,Buffer[640],0
5,3944,37962,10000,Buffer[952],78
5,3967,36340,10000,Buffer[641],7
5,3922,36861,10000,Buffer[711],84
5,3921,38288,10000,Buffer[552],108
5,3920,37198,10000,Buffer[911],116
5,3926,36145,10000,Buffer[626],37
5,3962,38034,10000,Buffer[1016],121
5,3921,39209,10000,Buffer[991],14
5,3913,26337,10000,Buffer[742],1
5,3965,29484,10000,Buffer[667],76
5,4030,29159,10000,Buffer[839],48
5,3991,37081,10000,Buffer[754],66
5,3972,39044,10000,Buffer[651],15
5,3905,26937,10000,Buffer[737],33
5,3906,26796,10000,Buffer[813],123
5,4301,39136,10000,Buffer[552],37
5,3989,38934,10000,Buffer[1008],99
5,4277,37256,10000,Buffer[800],72
5,3980,39927,10000,Buffer[919],56
5,3984,38100,10000,Buffer[923],72
5,3991,38021,10000,Buffer[588],116
5,3907,40175,10000,Buffer[629],32
5,3915,36290,10000,Buffer[797],122
5,3906,36178,10000,Buffer[575],80
5,3908,37649,10000,Buffer[766],90
5,3924,37469,10000,Buffer[547],10
5,3928,32061,10000,Buffer[519],34
5,5003,58728,10000,Buffer[544],96
5,3899,36212,10000,Buffer[512],96
5,4118,39347,10000,Buffer[935],35
5,3958,38945,10000,Buffer[619],77
5,3961,36117,10000,Buffer[584],41
5,4918,33401,10000,Buffer[798],73
5,3910,26553,10000,Buffer[612],13
5,3915,36298,10000,Buffer[517],22
5,3911,36344,10000,Buffer[1021],55
5,4346,37537,10000,Buffer[536],16
5,5717,62472,10000,Buffer[795],123
5,3904,35794,10000,Buffer[884],45
5,3935,38567,10000,Buffer[799],77
5,3899,36269,10000,Buffer[512],94
5,3999,36418,10000,Buffer[1018],5
5,3938,38564,10000,Buffer[750],70
5,4091,44502,10000,Buffer[800],34
5,3910,25741,10000,Buffer[626],90
5,3922,38213,10000,Buffer[710],73
5,3924,35883,10000,Buffer[977],63
5,5329,36257,10000,Buffer[861],92
5,3911,37934,10000,Buffer[920],35
5,3937,36104,10000,Buffer[757],16
5,3922,36827,10000,Buffer[943],0
5,4901,40544,10000,Buffer[562],109
5,3939,36101,10000,Buffer[978],2
6,3901,26750,10000,Buffer[903],83
6,3898,38263,10000,Buffer[805],92
6,3895,36492,10000,Buffer[744],47
6,3896,35725,10000,Buffer[789],53
6,3896,37400,10000,Buffer[757],35
6,3896,38072,10000,Buffer[657],96
6,3897,36625,10000,Buffer[652],0
6,3897,36877,10000,Buffer[710],50
6,3896,36947,10000,Buffer[865],98
6,3898,37621,10000,Buffer[819],101
6,3897,36791,10000,Buffer[770],95
6,4868,35191,10000,Buffer[524],75
6,4871,35172,10000,Buffer[862],30
6,4874,32863,10000,Buffer[750],35
6,3896,36398,10000,Buffer[830],56
6,3899,35580,10000,Buffer[1002],23
6,3899,35799,10000,Buffer[679],115
6,3899,37556,10000,Buffer[857],20
6,3895,35720,10000,Buffer[638],96
6,3897,35857,10000,Buffer[1016],86
6,4869,37204,10000,Buffer[768],6
6,3898,35579,10000,Buffer[766],33
6,4288,35824,10000,Buffer[725],119
6,3898,37984,10000,Buffer[600],77
6,4871,34200,10000,Buffer[543],109
6,4870,35895,10000,Buffer[895],37
6,3897,37875,10000,Buffer[656],9
6,3895,35577,10000,Buffer[1007],37
6,3898,36911,10000,Buffer[854],89
6,3896,38674,10000,Buffer[807],50
6,3895,35739,10000,Buffer[857],113
6,4870,36867,10000,Buffer[527],68
6,3896,36327,10000,Buffer[660],98
6,3894,35571,10000,Buffer[921],22
6,3896,35808,10000,Buffer[906],73
6,3895,38828,10000,Buffer[769],40
6,3897,35580,10000,Buffer[708],18
6,3897,35705,10000,Buffer[909],85
6,3904,37660,10000,Buffer[997],39
6,3896,36355,10000,Buffer[653],46
6,4869,34708,10000,Buffer[730],58
6,4869,35842,10000,Buffer[849],116
6,3896,37920,10000,Buffer[784],96
6,3897,36754,10000,Buffer[931],58
6,3896,36937,10000,Buffer[909],102
6,3894,36159,10000,Buffer[631],43
6,3895,35743,10000,Buffer[983],66
6,3894,37895,10000,Buffer[570],56
6,3896,38298,10000,Buffer[931],4
6,3915,38120,10000,Buffer[846],92
6,4133,50820,10000,Buffer[930],9
6,4245,35738,10000,Buffer[1010],52
6,3895,36015,10000,Buffer[802],60
6,4630,43238,10000,Buffer[636],41
6,3899,37161,10000,Buffer[805],94
6,3922,36036,10000,Buffer[941],72
6,3922,40030,10000,Buffer[942],113
6,3897,35927,10000,Buffer[655],19
6,3898,35579,10000,Buffer[782],82
6,3897,38373,10000,Buffer[790],61
6,3897,36131,10000,Buffer[929],12
6,3898,37098,10000,Buffer[616],76
6,3897,36655,10000,Buffer[959],48
6,3897,35578,10000,Buffer[1001],46
6,3897,35995,10000,Buffer[977],34
6,3896,38941,10000,Buffer[575],62
6,3913,36160,10000,Buffer[949],119
6,3932,35580,10000,Buffer[923],27
6,3897,36645,10000,Buffer[657],117
6,3897,34891,10000,Buffer[882],35
6,3898,38370,10000,Buffer[638],76
6,3899,38341,10000,Buffer[558],83
6,3909,35758,10000,Buffer[528],72
6,3899,35582,10000,Buffer[691],101
6,3899,36398,10000,Buffer[934],34
6,4174,37593,10000,Buffer[622],55
6,3905,37204,10000,Buffer[541],95
6,4053,40149,10000,Buffer[778],101
6,3917,35745,10000,Buffer[638],91
6,3896,36997,10000,Buffer[550],85
6,3897,37022,10000,Buffer[827],34
6,3896,35637,10000,Buffer[824],0
6,3897,37103,10000,Buffer[1006],65
6,3897,38169,10000,Buffer[891],117
6,3898,35898,10000,Buffer[760],121
6,3898,35665,10000,Buffer[886],5
6,3899,36347,10000,Buffer[696],107
6,4923,33769,10000,Buffer[990],112
6,3898,36065,10000,Buffer[936],9
6,3895,37887,10000,Buffer[768],4
6,3901,36658,10000,Buffer[999],7
6,3922,37032,10000,Buffer[754],43
6,3898,36274,10000,Buffer[968],94
6,3894,35579,10000,Buffer[703],28
6,3898,36379,10000,Buffer[643],120
6,4871,38276,10000,Buffer[929],9
6,3898,35701,10000,Buffer[706],38
6,3896,37677,10000,Buffer[742],95
6,3899,36506,10000,Buffer[709],100
6,3894,35986,10000,Buffer[703],2
7,3551,31605,10000,Buffer[794],64
7,4881,30453,10000,Buffer[620],80
7,3488,30226,10000,Buffer[778],121
7,3452,30137,10000,Buffer[677],13
7,4186,32676,10000,Buffer[985],62
7,3641,34360,10000,Buffer[954],57
7,3519,36476,10000,Buffer[655],50
7,3451,40339,10000,Buffer[911],46
7,3473,40474,10000,Buffer[587],59
7,3460,36763,10000,Buffer[552],100
7,3447,37274,10000,Buffer[531],92
7,3457,29350,10000,Buffer[599],21
7,3495,36149,10000,Buffer[682],58
7,3498,38502,10000,Buffer[554],55
7,3920,43232,10000,Buffer[538],23
7,3470,37393,10000,Buffer[873],79
7,3604,40957,10000,Buffer[814],68
7,3498,34787,10000,Buffer[746],92
7,3476,36223,10000,Buffer[600],120
7,3742,30961,10000,Buffer[756],29
7,3502,28685,10000,Buffer[1021],91
7,3497,29666,10000,Buffer[980],31
7,3537,30355,10000,Buffer[678],94
7,3634,29690,10000,Buffer[586],119
7,3458,29373,10000,Buffer[965],124
7,3466,31441,10000,Buffer[727],122
7,3897,30773,10000,Buffer[555],94
7,3469,29831,10000,Buffer[970],30
7,3551,37751,10000,Buffer[845],55
7,3575,29566,10000,Buffer[688],54
7,3465,29393,10000,Buffer[928],113
7,3463,29707,10000,Buffer[860],28
7,3512,29669,10000,Buffer[816],41
7,3585,30165,10000,Buffer[864],46
7,3456,33655,10000,Buffer[741],66
7,3510,29820,10000,Buffer[867],107
7,3647,30158,10000,Buffer[567],80
7,3460,31318,10000,Buffer[705],13
7,3458,29731,10000,Buffer[537],30
7,3539,30590,10000,Buffer[836],97
7,3538,34804,10000,Buffer[804],88
7,3498,34895,10000,Buffer[586],108
7,3692,30254,10000,Buffer[543],75
7,3572,30454,10000,Buffer[990],49
7,3466,29668,10000,Buffer[673],35
7,3579,29120,10000,Buffer[798],81
7,3459,35762,10000,Buffer[745],119
7,3452,35924,10000,Buffer[553],31
7,3519,34419,10000,Buffer[660],96
7,3451,38763,10000,Buffer[882],85
7,3484,34351,10000,Buffer[688],1
7,3597,37544,10000,Buffer[925],87
7,3518,35587,10000,Buffer[693],114
7,3490,30633,10000,Buffer[944],73
7,3788,30629,10000,Buffer[513],91
7,3461,31567,10000,Buffer[695],108
7,3572,30687,10000,Buffer[630],86
7,3503,29982,10000,Buffer[679],74
7,3693,35342,10000,Buffer[617],43
7,3486,35299,10000,Buffer[612],3
7,3463,33880,10000,Buffer[876],76
7,3496,33828,10000,Buffer[816],29
7,3571,41692,10000,Buffer[725],102
7,3576,39193,10000,Buffer[651],70
7,3809,47024,10000,Buffer[967],2
7,3538,39804,10000,Buffer[735],11
7,3582,38775,10000,Buffer[1007],49
7,3549,40590,10000,Buffer[951],11
7,3780,40088,10000,Buffer[565],71
7,3554,38438,10000,Buffer[518],50
7,4055,51141,10000,Buffer[565],120
7,3648,42377,10000,Buffer[920],76
7,3460,28656,10000,Buffer[931],2
7,3556,41912,10000,Buffer[687],6
7,3603,40703,10000,Buffer[592],5
7,3582,41347,10000,Buffer[583],120
7,3745,47303,10000,Buffer[593],69
7,3557,42080,10000,Buffer[678],78
7,3707,41903,10000,Buffer[971],61
7,3554,41218,10000,Buffer[791],102
7,3566,47725,10000,Buffer[588],46
7,3557,38502,10000,Buffer[596],76
7,3580,47912,10000,Buffer[959],8
7,3576,38512,10000,Buffer[554],36
7,3729,39981,10000,Buffer[743],54
7,3560,43852,10000,Buffer[605],24
7,3556,39971,10000,Buffer[898],35
7,3551,39080,10000,Buffer[654],60
7,3459,39769,10000,Buffer[652],84
7,3555,41819,10000,Buffer[756],89
7,3577,39314,10000,Buffer[625],103
7,4231,39232,10000,Buffer[934],78
7,3556,48890,10000,Buffer[627],49
