runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
3,3247,24336,250000,1178369314,23041286,3190220062
3,3286,24358,250000,1847718602,2889924351,2749269654
3,3271,24770,250000,3706837943,1086820402,3862845789
3,3260,24464,250000,3562370024,1803825748,1833600154
3,3278,24380,250000,2346630414,834491719,2989267728
3,3294,24179,250000,2422558213,3159465119,4289473301
3,3262,24373,250000,946620438,103675851,3111442567
3,3298,25497,250000,2710548652,2231495334,115979825
3,3276,24575,250000,602777859,916733702,1858381650
3,3296,25584,250000,707477112,2450332325,2066556843
3,3280,25886,250000,3188810268,4178019238,454584308
3,3282,25439,250000,2191417652,1613521473,4089793034
3,3248,26646,250000,3086374124,1063202318,3700889153
3,3280,24600,250000,454545086,1972802821,1826299212
3,3293,25478,250000,3779001947,338788730,625504106
3,3251,24263,250000,4092291029,1444496338,2381631502
3,3281,24233,250000,3147395502,1395457730,464244768
3,3342,24226,250000,4047589757,1503875707,2888599277
3,3323,24508,250000,2404138717,3279575645,2616126321
3,3274,24388,250000,3586853467,1579990452,1281160094
3,3287,24383,250000,636964043,2233101710,3692600545
3,3297,24796,250000,666230155,3075347412,826702581
3,3291,24107,250000,2725554755,4248744025,115235717
3,3276,24387,250000,3459876264,4152192883,1287566571
3,3288,25464,250000,3356329428,3555396983,3140221734
3,3318,24233,250000,1442839262,3256706622,2087025315
3,3336,24226,250000,1201284519,1035046134,4179811036
3,3372,25066,250000,1809284487,3517567767,698710400
3,3350,24552,250000,4270528776,520319836,1252375344
3,3389,24764,250000,1017028854,1558638829,2161227718
3,3351,24069,250000,2897310452,109609447,2707108881
3,3330,24521,250000,2251022220,1564859062,3536899787
3,3302,25045,250000,1327169485,1227704421,3166860254
3,3364,24578,250000,367752129,3800464772,1559312329
3,3374,24357,250000,694354522,1363925545,935061573
3,3285,24069,250000,1571921791,2557020662,656435444
3,3283,23990,250000,2314400425,2206559966,3762206202
3,3314,24439,250000,1037108035,4202017137,1695751837
3,3280,24289,250000,725515597,3171994611,1251907914
3,3263,24296,250000,1007768338,4255152895,436310112
3,3290,24337,250000,4049097080,4132600963,3203124601
3,3314,24783,250000,1040929687,629776001,146205427
3,3315,24234,250000,1104212269,3228906453,1838639206
3,3282,24526,250000,1399692650,1110847681,1417516412
3,3277,24655,250000,3525245488,1359642353,3200771543
3,3342,24213,250000,1918820196,2404946159,3650231896
3,3249,24622,250000,3051790274,477851543,1773649978
3,3306,24620,250000,1058426461,382165916,2413965666
3,3283,29095,250000,52475624,1921700906,3754074529
3,3302,24590,250000,1170543558,2205592646,2498612000
3,3325,25995,250000,1201441518,2132388689,2109989223
3,3276,25839,250000,4076785399,2219645945,2419209096
3,3296,25450,250000,1126559955,1820339239,3332193406
3,3278,24912,250000,1106428383,1837847373,1451308607
3,3295,24623,250000,2312102819,3052833887,583934769
3,3291,24738,250000,2964871470,3169214085,2904567319
3,3277,24747,250000,3608834400,2034244426,2897969133
3,3281,24578,250000,2444459051,4019024620,1392456022
3,3294,26737,250000,74116985,4195406718,2723834434
3,3298,25715,250000,906738488,4168015891,3475871892
3,3283,24555,250000,2791980467,3884156161,3814133098
3,3276,25746,250000,4102417602,725352199,952325006
3,3280,24596,250000,1158538749,2548813820,2376579517
3,3290,24702,250000,2148301959,3698882180,2687690658
3,3296,24871,250000,3031003125,546482201,1069881451
3,3371,24550,250000,2666500803,372415915,200782038
3,3297,25067,250000,3340031947,1121933909,4037593985
3,3283,24787,250000,1926538997,3823011990,1710693778
3,3285,25112,250000,1446446482,4030931537,3082379234
3,3272,24452,250000,3982943001,2161705437,1342116225
3,3388,24937,250000,2911052768,1285042359,2850146714
3,3412,24782,250000,2086269421,621397933,2704987665
3,3305,28679,250000,62789976,2963671237,1952813597
3,3382,25134,250000,2733047321,4110356122,102015364
3,3307,25719,250000,208417618,3048273942,3310599274
3,3372,24598,250000,2612032152,3542065799,2238331180
3,3360,24426,250000,1289236842,3748972777,3233919591
3,3310,24101,250000,1057809003,2319181748,1900718138
3,3303,24095,250000,1002660824,35716263,1900940962
3,3312,25033,250000,695911727,3781344622,260544648
3,3314,25167,250000,3230286630,948848419,1733892511
3,3280,24900,250000,4142367285,4103833629,1280206611
3,3295,24859,250000,1661693149,4052607861,2479955035
3,3462,24871,250000,386264264,3115753188,374684748
3,3292,24296,250000,1488181155,3368341341,3565605188
3,3278,25263,250000,2963414700,1108497205,3825639542
3,3271,25361,250000,2617614718,2625076585,2367311230
3,3279,25214,250000,2660396993,1894824629,845011339
3,3348,25135,250000,1175038912,2737216346,3169122312
3,3358,24695,250000,443654889,621668172,234599716
4,3874,29356,250000,2149983489,2058073953,1469705038
4,3966,34732,250000,2815220865,4276686729,3161251504
4,4236,29634,250000,1014221634,2324454290,301481721
4,4157,30898,250000,3935596398,3030890605,2792874177
4,3910,30870,250000,3469165258,1384007899,2273651826
