runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.value.float
12,4661,24366,250000,6.272510895388703e+307
12,3904,24381,250000,1.3325374556531096e+306
13,4404,24285,250000,1.3393473501109557e+308
13,4815,23814,250000,2.0288926394373605e+307
13,4428,24074,250000,2.0024915711476997e+307
13,3900,23948,250000,1.4405500736724603e+308
13,4272,23872,250000,1.5688165809522742e+308
13,3914,23889,250000,1.0157648028203995e+308
13,4789,24123,250000,1.0017586819930876e+308
13,3926,24607,250000,1.6951665776512245e+308
13,3905,23886,250000,1.8473186814464983e+307
13,3908,23919,250000,1.3859539580215625e+308
13,4378,23902,250000,1.5844683819175442e+308
13,3968,23909,250000,1.9481549215520318e+307
13,3962,23898,250000,1.7651463553456576e+307
13,3902,23931,250000,5.210508475213766e+307
13,3940,23941,250000,1.2469271117172246e+308
13,4241,23935,250000,1.609748398292708e+308
13,4529,24162,250000,1.396456923736819e+307
13,3918,24193,250000,1.3481958099048293e+307
13,4006,23994,250000,1.327476588166574e+307
13,3909,24055,250000,9.537705470925024e+307
13,3907,24246,250000,1.763561234494525e+308
13,3924,24432,250000,1.5358380479169585e+308
13,3909,23887,250000,1.2405642848072424e+308
13,3903,24112,250000,1.6081358311977094e+308
13,3951,23891,250000,1.565452940998392e+308
13,3908,23923,250000,8.782802479782933e+306
13,3911,23880,250000,1.1754867153828698e+308
13,3905,24113,250000,1.730766622073725e+307
13,3901,23877,250000,1.6572195117692237e+308
13,3916,23897,250000,1.0339046871328321e+307
13,3965,23853,250000,2.686596951634461e+307
13,3902,23794,250000,1.7828643525695117e+308
13,3902,24371,250000,4.3470452858446353e+307
13,3918,23846,250000,1.1866452041058515e+308
13,3903,23868,250000,9.490633412512016e+307
13,3900,23960,250000,4.2662930155255786e+307
13,3955,24358,250000,7.998349617497579e+307
13,3921,23947,250000,1.5336206976944753e+308
13,3904,23933,250000,4.997046037710596e+307
13,3902,23778,250000,1.665296633536102e+308
13,3904,23888,250000,5.694470421939868e+307
13,3906,23884,250000,8.803137919543596e+307
13,3959,23895,250000,1.0467204412892646e+307
13,4439,24240,250000,5.930841072037339e+307
13,3909,24112,250000,7.882477225409777e+307
13,3912,24069,250000,4.563938208914775e+307
13,3913,24037,250000,7.10619538585532e+307
13,3909,23954,250000,6.59508970731688e+307
13,4345,23858,250000,7.196803540504383e+307
13,3931,24469,250000,2.529048165053649e+307
13,3984,23998,250000,1.6478369340682917e+308
13,3909,23984,250000,1.202663765302038e+308
13,3915,24301,250000,5.832153450612145e+307
13,3911,24067,250000,1.197659085876374e+308
13,3909,24629,250000,4.889264481151578e+307
13,3951,23835,250000,4.2235609013547005e+307
13,3910,23934,250000,8.956193832261799e+307
13,4530,23767,250000,7.90568434422952e+307
13,4853,23885,250000,1.8561755085699616e+307
13,3914,23896,250000,9.034479654231104e+307
13,4708,23881,250000,1.0408526802266502e+308
13,3911,23931,250000,2.9105754210544423e+307
13,3917,24311,250000,1.7158094832171469e+308
13,3924,23968,250000,4.1810596308700903e+307
13,3904,24048,250000,5.155288943921666e+307
13,3908,23927,250000,1.776221876186704e+308
13,3948,23959,250000,5.096319448312706e+307
13,3910,24029,250000,4.571768828874062e+307
13,3901,24074,250000,1.2130206122789019e+308
13,3909,24028,250000,1.277256308532666e+308
13,3915,24049,250000,3.2430418468700643e+307
13,3921,23881,250000,6.528046900137064e+307
13,3961,23839,250000,4.2351635116042426e+307
13,3939,24436,250000,1.6778616532372604e+308
13,3915,24085,250000,1.7073996752944733e+308
13,3920,24001,250000,5.773982915902992e+307
13,3902,23811,250000,5.635199563607442e+307
13,3928,23913,250000,6.879969098280946e+307
13,4299,23551,250000,1.268139978362889e+308
13,4553,23800,250000,1.3506620516306393e+308
13,4691,23805,250000,7.299452080987598e+307
13,4339,23892,250000,6.081436102013029e+307
13,4627,23809,250000,5.275044770680218e+307
13,4126,23933,250000,4.980087811871506e+307
13,3952,23891,250000,4.280426060603219e+307
13,4707,23860,250000,1.764298445172756e+308
13,4204,23878,250000,5.919816734781716e+307
13,4502,23862,250000,8.670073789803705e+307
13,4786,23910,250000,1.4747220518681724e+308
13,4275,23731,250000,3.078932012123305e+307
13,4596,23952,250000,8.593701857103336e+307
13,4696,23829,250000,7.796870953664288e+307
13,4342,23810,250000,1.4607959281241214e+308
13,4645,23890,250000,6.744276914826734e+307
13,4869,24646,250000,1.0960031819631168e+308
13,4449,23892,250000,1.5718511678719483e+308
13,3990,23961,250000,6.431093289555542e+307
13,4205,23790,250000,1.7951754578771797e+308
13,4515,23827,250000,3.314947695366902e+307
13,4008,24021,250000,3.395006436771919e+306
14,3467,24109,250000,5.866169326444694e+307
14,3392,26372,250000,1.6141702979672071e+308
14,3472,24399,250000,1.469241580429687e+308
14,3621,23898,250000,1.4013444376502344e+308
14,3344,24944,250000,1.0987735265990268e+307
14,3395,24380,250000,1.7365265368840668e+308
14,3575,24185,250000,7.493316695808926e+307
14,3351,24086,250000,1.7114415363909008e+308
14,3387,24316,250000,7.814478812528751e+307
14,3728,24186,250000,5.255979380304615e+307
14,3329,24341,250000,5.910059418563222e+306
14,3398,23929,250000,9.6421226600227e+307
14,3465,24441,250000,1.5047781627026673e+308
14,3330,24111,250000,9.791644632432755e+307
14,3369,23957,250000,7.823922766619113e+307
14,3587,23927,250000,6.930914403719812e+307
14,3336,25080,250000,7.588822480192726e+307
14,3386,24307,250000,1.6388731244358265e+308
14,3334,24025,250000,1.078154698966318e+308
14,3314,25315,250000,1.435602278306395e+308
14,3385,24080,250000,9.055755784943275e+307
14,3495,24399,250000,6.481696272640786e+307
14,3351,24163,250000,8.402581690455215e+306
14,3444,24100,250000,1.5259911334321007e+308
14,3369,23884,250000,9.374357492502268e+307
14,3348,24042,250000,1.6160688392802899e+308
14,3370,24301,250000,1.0760613237789274e+308
14,3579,26281,250000,2.2637690769266444e+307
14,3448,24475,250000,1.1727605004007832e+308
14,3352,24068,250000,5.02605647899227e+307
14,3423,24431,250000,4.779541702203542e+307
14,3447,24412,250000,1.0238371299779003e+308
14,3481,27953,250000,3.2056133295695207e+307
14,3566,24259,250000,8.39208488649699e+307
14,3353,24507,250000,1.1358530219331034e+308
14,3423,24151,250000,1.5792967834426454e+308
14,3399,24381,250000,1.3666161653605201e+308
14,3334,24367,250000,1.6291225646407212e+308
14,3394,24863,250000,6.702765942698406e+307
14,3546,24404,250000,9.766285804862784e+307
14,3491,24398,250000,1.526840448573875e+308
14,3373,24376,250000,1.1945025643399104e+308
14,3426,25152,250000,5.058524685573125e+307
14,3356,24375,250000,9.97974605626095e+307
14,3384,24250,250000,1.1656996400830143e+307
14,3484,24525,250000,1.6580389581196322e+308
14,3354,24290,250000,7.355121847873152e+307
14,3403,24181,250000,1.9239927998205582e+307
14,3412,24127,250000,1.5103290203929595e+308
14,3450,24413,250000,1.2303349469097754e+308
14,3359,24051,250000,9.041184072999292e+307
14,3541,24193,250000,1.4113202844552324e+308
14,3367,24200,250000,6.203865790574223e+307
14,3420,24477,250000,1.0575454221810326e+308
14,3409,23974,250000,5.892265664912567e+307
14,3345,23998,250000,1.219998687898673e+308
14,3415,23887,250000,1.1754038406983318e+308
14,3568,23935,250000,3.2687074786008445e+307
14,3411,23949,250000,5.871913994323941e+307
14,3341,25112,250000,1.2964772116097824e+308
14,3335,24335,250000,1.634340470105561e+307
14,3618,24444,250000,3.669924124352682e+307
14,3603,24288,250000,6.542059653323883e+307
14,3512,24453,250000,8.531260969054259e+307
14,3311,25406,250000,3.0200387864054624e+307
14,3509,24703,250000,7.380952887822106e+307
14,3351,24220,250000,1.0905478274468095e+308
14,3309,24273,250000,5.24983482502456e+307
14,3383,23903,250000,1.6341752435531758e+308
14,3464,23983,250000,8.591676314504176e+307
14,3325,23963,250000,1.558911496045928e+307
14,3357,24061,250000,6.32005747048268e+306
14,3444,23983,250000,1.005899888267304e+308
14,3353,24046,250000,8.218109640281162e+307
14,3355,23756,250000,5.974089599831558e+306
14,3480,24129,250000,1.0620666809048349e+307
14,3461,24069,250000,5.984053449500944e+307
14,3338,24088,250000,3.1575675544797987e+307
14,3333,24065,250000,1.5834851535334892e+308
14,3310,23967,250000,5.054367031929336e+307
14,3334,24052,250000,5.605691715364818e+307
14,3499,24113,250000,4.2831867683218923e+307
14,3386,24027,250000,1.7512247828107736e+308
14,3389,24184,250000,4.4730263089065704e+307
14,3337,23905,250000,1.2863034135188844e+308
14,3319,23921,250000,1.5823401229611065e+308
14,3375,24153,250000,1.5053244204803444e+308
14,3557,24223,250000,1.2703978810628367e+307
14,3410,23929,250000,2.9755235236624476e+306
14,3389,23967,250000,7.758030413028069e+307
14,3433,24024,250000,3.758603420676339e+307
14,3490,24164,250000,3.4191149709324884e+307
14,3374,23904,250000,1.565624451880512e+308
14,3517,25013,250000,4.1988261873626e+307
14,3310,24038,250000,3.7809818971282124e+307
14,3369,23874,250000,1.1390023428779784e+308
14,3362,24367,250000,9.834949206965112e+307
14,3329,23912,250000,1.2615670266751749e+308
14,3386,24031,250000,7.385936781087339e+307
14,3545,23988,250000,4.307717752110189e+307
15,3911,23127,250000,1.1212517628832335e+308
15,3906,23406,250000,1.7755193087992717e+308
15,3921,23224,250000,1.0231900518449524e+308
15,3938,23147,250000,1.8044321159434379e+307
15,3902,23249,250000,1.4825115620152208e+308
15,3917,23164,250000,8.566893857546e+307
15,3954,23283,250000,1.3348417739348628e+308
15,3902,23340,250000,4.799512979850565e+307
15,3904,23075,250000,1.5925572756149837e+308
15,3906,23305,250000,1.554775345294635e+308
15,3907,23218,250000,3.708085749400454e+307
15,3915,23338,250000,1.3762962471250322e+308
15,3967,23263,250000,1.7633160422036668e+308
15,3910,23257,250000,9.844444773983713e+307
15,3958,23203,250000,7.060222892419105e+307
15,3903,23181,250000,1.7860613908209432e+308
15,3906,23291,250000,1.5898649373275282e+308
15,3910,23486,250000,2.0490723963076024e+307
15,3953,23158,250000,1.0970864935521054e+308
15,3907,23295,250000,5.610137384742096e+307
15,3914,22937,250000,1.5746543410028781e+308
15,3915,22892,250000,1.0635691608385669e+308
15,3915,22886,250000,8.004413398566716e+307
15,3928,23156,250000,1.1733056760139036e+308
15,3962,23110,250000,3.30521511960845e+307
15,3917,23042,250000,1.461774000813475e+308
15,3917,23088,250000,4.0675414424621444e+306
15,3923,22940,250000,3.497959885593725e+307
15,3940,22878,250000,1.023499414853988e+308
15,3922,23051,250000,1.4442182296196408e+308
15,3966,22948,250000,1.0967590196335012e+308
15,3924,24230,250000,7.509145347599816e+307
15,3908,22932,250000,4.513873828372703e+307
15,3927,22904,250000,3.314828567825889e+307
15,4204,22914,250000,2.711411495864824e+307
15,4496,22693,250000,8.22999884006e+307
15,4828,22905,250000,2.435259771067583e+307
15,3906,22778,250000,1.3266263919252355e+308
15,4583,22674,250000,1.6536315779218993e+308
15,4872,22792,250000,1.0829380402756931e+308
15,4361,22774,250000,6.253796194734485e+307
15,4664,22733,250000,1.1774603785010026e+308
15,3964,22834,250000,7.414493501728805e+306
15,4431,22763,250000,5.733017632082808e+307
15,3907,22781,250000,7.029941057492479e+307
15,4216,22739,250000,8.150434731263625e+307
15,4507,22709,250000,1.1965806130434005e+308
15,4811,22744,250000,5.47217526040342e+305
15,4348,22791,250000,9.055989420203136e+307
15,4576,22872,250000,2.3407528281484835e+307
15,4883,22768,250000,4.877497397492879e+306
15,4377,22877,250000,1.0450268628105182e+308
15,3907,22733,250000,1.5649094402509065e+308
15,4154,22778,250000,1.4522049084962617e+308
15,4487,22742,250000,9.66486955074914e+307
15,4746,22846,250000,1.6033121118581452e+308
15,4242,22737,250000,4.265480666119704e+307
15,3898,22799,250000,9.639267829752297e+307
15,4715,22704,250000,1.4184321227659967e+308
15,4309,22734,250000,2.38169177590968e+307
15,4656,22843,250000,9.348805154842235e+306
15,4871,22763,250000,6.064084320443604e+307
15,4396,22858,250000,6.728873221189358e+307
15,4710,22796,250000,1.3793122255021498e+308
15,4175,22855,250000,1.513092751885885e+308
15,4461,23875,250000,7.884534247335123e+306
15,4772,22904,250000,1.5336719603393193e+308
15,4259,22836,250000,5.334163392270251e+307
15,4538,22923,250000,8.885463767403552e+307
15,3902,22722,250000,1.7278443940482048e+308
15,3900,22744,250000,5.268349779999626e+307
15,4622,22934,250000,4.278878452050571e+307
15,4164,22791,250000,1.3484833480042635e+308
15,4419,22699,250000,1.3420144048379548e+308
15,4696,22770,250000,7.499466141133498e+307
15,4193,22827,250000,7.320437579787842e+307
15,4496,22934,250000,1.748277272297682e+308
15,4844,22744,250000,8.133823424089562e+307
15,4316,22797,250000,6.634770424963499e+307
15,4572,22798,250000,3.780794382304379e+307
15,4079,22979,250000,1.4437881699166723e+308
15,4354,22855,250000,3.30472675052724e+307
15,4647,22676,250000,1.173208971118844e+308
15,4132,22840,250000,4.712871030476014e+307
15,3949,22800,250000,7.146961051787389e+307
15,4722,22794,250000,4.898299428054978e+307
15,4212,22723,250000,9.901624164436656e+307
15,4509,22871,250000,1.2924821995773182e+308
15,4714,22693,250000,1.3072338623836916e+308
15,4287,22844,250000,5.554587024930225e+306
15,4630,22973,250000,1.4622977272418498e+308
15,4101,22787,250000,6.435435029669024e+307
15,4467,22796,250000,6.519093744018466e+307
15,3900,22849,250000,9.882315247300511e+307
15,3910,22954,250000,1.75177726166588e+306
15,3956,22822,250000,2.620594303900096e+307
15,3950,23558,250000,9.246929028289073e+307
15,3900,22880,250000,4.151393618077173e+307
15,4560,22768,250000,1.6697033399650703e+308
15,4720,22822,250000,7.590884339863881e+307
16,3906,24278,250000,8.494917335635167e+307
16,3906,25639,250000,1.7901596864520099e+308
16,4827,27837,250000,1.5378260412866587e+308
16,4219,25239,250000,5.555432561765415e+307
16,3909,25129,250000,9.03082157843612e+307
16,4814,24967,250000,4.720540272387993e+307
16,4403,24634,250000,5.291665656302136e+307
16,4635,24777,250000,1.716041319814952e+308
16,4646,25237,250000,1.0711940672224769e+308
16,4394,24680,250000,2.4991213714629476e+306
16,4711,24632,250000,1.4162165087978125e+308
16,3916,24906,250000,1.2590037658950527e+308
16,4524,32900,250000,1.2143429551745535e+308
16,4760,25139,250000,1.1867533624189151e+308
16,4252,25075,250000,8.496971172053922e+307
16,4534,28166,250000,9.041457356127449e+307
16,4857,24629,250000,7.507656947162795e+307
16,3908,24435,250000,8.157062954887734e+307
16,4670,24785,250000,1.1014331103263576e+308
16,4892,29552,250000,9.789060083882165e+307
16,4403,25042,250000,3.2389255927327806e+307
16,4706,24634,250000,1.4686071124788479e+308
16,3903,24960,250000,6.706473096665795e+307
16,4493,24596,250000,1.725609487066192e+308
16,4056,24399,250000,1.548014868869647e+308
16,4283,26074,250000,9.002212494405016e+307
16,4570,24415,250000,4.1648198194249744e+307
16,4671,24477,250000,1.1179177230200978e+307
16,4374,24423,250000,6.396224320089176e+307
16,4641,27275,250000,4.307511491760827e+306
16,4930,24480,250000,5.690027930854388e+307
16,4434,24720,250000,4.409708163849902e+307
16,4726,25365,250000,1.326881245956057e+308
16,4212,24475,250000,3.397673007181753e+306
16,3906,27378,250000,1.0875529047073522e+308
16,3901,25477,250000,1.736963048693673e+308
16,4351,24839,250000,1.541374333406031e+308
16,3907,24804,250000,8.192239252679257e+307
16,4865,24593,250000,1.4357860852907532e+307
16,4372,24806,250000,8.732779248161203e+307
16,4687,24414,250000,1.3642604154999639e+308
16,3913,25240,250000,3.4923054947733744e+307
16,3954,24986,250000,8.735125657535854e+307
16,4734,24295,250000,1.0468126835606416e+308
16,3902,24328,250000,2.211079779792243e+307
16,4448,24714,250000,5.502629643989663e+306
16,4841,24922,250000,6.312174306194848e+307
16,3908,24393,250000,1.7808975651959254e+308
16,4644,24644,250000,1.5477632920746674e+308
16,4903,31224,250000,5.5537416643107543e+306
16,3917,24431,250000,6.393681049049338e+307
16,4684,30465,250000,1.601988920275904e+308
16,4182,24510,250000,2.515407753390904e+307
16,3917,24329,250000,1.6873321160747088e+308
16,4787,24293,250000,9.434372239507491e+307
16,4245,24819,250000,1.685262655862698e+308
16,4542,24779,250000,8.100613935511659e+307
16,4830,24695,250000,7.225036213975562e+307
16,4329,24759,250000,5.419348489906649e+307
16,4634,24369,250000,1.6996633792466324e+308
16,4667,24496,250000,1.0983728925029978e+308
16,3913,24696,250000,1.1938008533563216e+308
16,3907,24045,250000,1.442181038940022e+308
16,3914,24208,250000,3.230214897114779e+307
16,3904,24134,250000,1.5623531005040134e+308
16,3922,24068,250000,7.841711168827703e+307
16,4320,23907,250000,6.945496061391435e+307
16,4578,24241,250000,7.831074310236859e+307
16,4866,23786,250000,6.853472437786931e+307
16,4373,23923,250000,4.315767698885315e+307
16,4733,24033,250000,6.756214063943511e+307
16,4890,23975,250000,7.800826519274637e+307
16,4488,23946,250000,2.571875551011608e+307
16,4748,24014,250000,1.4910640928830589e+308
16,4216,23896,250000,1.1767094935973287e+308
16,3909,23936,250000,8.548098681842742e+307
16,4752,23779,250000,1.0287525401568553e+308
16,4298,23920,250000,1.75914403566405e+308
16,3950,23961,250000,1.7957852715530214e+308
16,4064,25016,250000,1.3846330744022308e+308
16,3915,24967,250000,1.5187734014885109e+308
16,4713,24879,250000,9.298783346180537e+307
16,4157,29485,250000,7.411465284014632e+307
16,4436,24733,250000,1.4337927836796654e+308
16,4784,30647,250000,1.591717779949464e+307
16,4216,28542,250000,1.0321926869206056e+308
16,4517,23850,250000,1.6806564127541057e+308
16,4820,23911,250000,2.363080892455313e+307
16,3910,23902,250000,1.6253862639063743e+308
16,4589,24067,250000,6.600863985535582e+307
16,4949,23928,250000,1.25460074267423e+308
16,4433,23815,250000,2.11615855388603e+307
16,4681,23875,250000,5.602783529716638e+307
16,3917,23965,250000,9.723118446974295e+306
16,3933,24411,250000,6.25851843695808e+306
16,4754,24066,250000,6.164807273009352e+307
16,3963,24030,250000,3.7893861224800035e+307
16,3903,24071,250000,1.601095805605664e+308
16,4832,23931,250000,2.949518496577993e+307
16,4331,23953,250000,1.2825504514637062e+308
17,3920,33919,250000,2.69763035452097e+307
17,3917,34268,250000,1.1531936684807371e+308
17,3922,24422,250000,1.352581491394643e+308
17,4203,23827,250000,1.7321281445765023e+308
17,4488,23859,250000,5.77746897580827e+307
17,4799,23825,250000,1.6099238876441393e+308
17,4322,23888,250000,3.520644497228821e+307
17,4571,23656,250000,9.167020109048799e+305
17,4875,23792,250000,3.454872087601833e+307
17,4345,23961,250000,4.550679005771365e+307
17,4638,23784,250000,1.7730880104066586e+307
17,4584,23928,250000,5.027122391182413e+307
17,4458,23792,250000,1.3286241942031252e+308
17,4720,23503,250000,8.034640521807399e+307
17,4212,23750,250000,9.001495480425708e+307
17,4496,23784,250000,9.505052287700856e+307
17,4797,23753,250000,1.4284833931131609e+308
17,4289,23873,250000,1.0722565367959463e+308
17,4618,23770,250000,8.697313814174256e+307
17,4871,23999,250000,4.813457364328451e+307
17,4367,23856,250000,1.0154247400561407e+307
17,4659,23802,250000,1.3022281272068092e+308
17,4149,23805,250000,1.3829701309427708e+308
17,4445,23823,250000,8.140877012814576e+307
17,3949,23873,250000,9.825191325101476e+307
17,4244,23912,250000,8.581226613008686e+307
17,4537,23801,250000,7.873719781337429e+307
17,4012,23795,250000,2.435921861684296e+307
17,4313,23822,250000,4.3848464938107723e+307
17,4595,23796,250000,9.468001396654176e+307
17,4926,23812,250000,3.8353399549077545e+307
17,3929,32247,250000,7.698476211191838e+307
17,3908,33243,250000,5.554308457772362e+307
17,3906,30802,250000,1.1217899410480116e+307
17,3928,30936,250000,4.0109572027895134e+307
17,3919,34617,250000,3.533027575371557e+307
17,3993,33466,250000,2.615642439964646e+307
17,3915,35148,250000,8.755056035104644e+307
17,3915,31591,250000,1.3566838308751512e+308
17,3914,24184,250000,1.7547017800333672e+308
17,3911,24362,250000,2.184847264278264e+307
17,3922,24538,250000,1.361074249891677e+308
17,3949,24029,250000,8.679529800349726e+307
17,3914,24056,250000,8.280392139387419e+307
17,3906,23960,250000,6.151303637317398e+307
17,3900,24048,250000,5.270068251447342e+306
17,3913,24067,250000,3.094810366091759e+306
17,3907,23887,250000,1.0155644123278276e+308
17,3952,23863,250000,2.6028634279919223e+307
17,4839,23879,250000,8.513776368671628e+307
17,3907,24149,250000,9.710217051130683e+307
17,3910,24203,250000,1.2365888495921873e+308
17,3915,24213,250000,5.442327630931332e+307
17,3921,23958,250000,1.6829177985049118e+308
17,4758,23992,250000,1.6443026915131937e+308
17,3916,24407,250000,1.852035232439349e+307
17,3909,24366,250000,1.6744593599709505e+308
17,3906,24257,250000,9.91049739124115e+306
17,4293,23863,250000,1.3294743136788952e+308
17,3901,23966,250000,1.559500714768967e+308
17,3991,24260,250000,5.187803145145602e+307
17,3908,24270,250000,9.166488625618492e+307
17,3938,24162,250000,1.3933107765766849e+308
17,3907,24310,250000,1.7854812446939771e+308
17,3911,24104,250000,1.8071852697897414e+307
17,3904,24340,250000,9.567421170792548e+307
17,3981,24023,250000,1.3865557921682278e+308
17,3912,24168,250000,1.2597405482044508e+308
17,3909,24126,250000,1.358585826563589e+307
17,4308,24132,250000,8.255868837782523e+307
17,3932,24028,250000,1.6252712229030106e+308
17,3905,24063,250000,1.4387283254615896e+308
17,3967,24280,250000,7.047594419170421e+307
17,3922,24132,250000,8.158741683644165e+307
17,4589,24311,250000,8.416550063444627e+307
17,3903,24082,250000,8.283712725619369e+307
17,3917,24375,250000,5.707555784326597e+306
17,3908,24453,250000,7.647894426247554e+307
17,3967,24346,250000,1.2304011380031976e+308
17,3917,24258,250000,1.2055833249371396e+308
17,3925,24186,250000,4.649205055946661e+307
17,3906,24261,250000,1.644842008510544e+308
17,3902,23863,250000,1.6694464508134369e+308
17,3900,23896,250000,1.4403996812185246e+308
17,3961,23938,250000,8.516509639100999e+306
17,3901,23867,250000,1.4729163001028929e+308
17,4448,23809,250000,2.282217730579324e+307
17,4736,23785,250000,4.3644170799170086e+307
17,4239,23885,250000,1.310139479269494e+308
17,4517,23802,250000,9.545736543931758e+307
17,3958,23885,250000,3.872924025331905e+307
17,3905,23800,250000,1.3528233985387013e+308
17,3903,23980,250000,4.454460457302766e+307
17,4878,24031,250000,3.1231304811125024e+307
17,4399,24281,250000,1.0284307806443896e+308
17,3909,24036,250000,1.6345914627613882e+308
17,4037,23845,250000,5.577759475824139e+307
17,3911,23823,250000,1.253933317408235e+307
17,4754,23868,250000,9.706431250167164e+307
17,4248,24077,250000,1.2260036428505223e+308
18,4380,24109,250000,2.3791788488766064e+307
18,4241,23957,250000,4.2477417299466213e+307
18,4588,23939,250000,1.381790112850562e+308
18,4077,23820,250000,1.8293202859556571e+307
18,4369,23844,250000,1.1071719378252859e+308
18,5558,23899,250000,6.668895391780555e+307
18,4878,23860,250000,1.7531202684801529e+308
18,4445,23870,250000,6.50261919182058e+306
18,4765,23815,250000,1.0668797198585095e+308
18,3908,23855,250000,1.173350107754448e+308
18,4518,23843,250000,1.4719198937045477e+308
18,4917,23859,250000,1.750970012270075e+307
18,4311,23784,250000,4.953768633221747e+306
18,4616,23910,250000,1.2784066258680421e+308
18,4874,23880,250000,2.3362825157483047e+307
18,4382,23875,250000,1.0403955148548123e+308
18,4677,23792,250000,1.2549223053001832e+308
18,4177,23992,250000,1.7180167471905415e+308
18,4467,23893,250000,1.7346138851940765e+308
18,4753,23924,250000,1.3593445060151404e+308
18,4274,23786,250000,3.838948625261197e+307
18,4555,23782,250000,5.848061141270656e+307
18,4975,24540,250000,1.4152557278246692e+308
18,4306,24343,250000,2.1275020802719418e+307
18,4619,24176,250000,1.3929281777731976e+308
18,4103,24222,250000,4.1014826664777705e+307
18,4403,24161,250000,4.0474857660584577e+306
18,3915,24260,250000,3.0600252231712864e+307
18,3905,24128,250000,1.3020590433760264e+308
18,4483,24405,250000,1.4805591471989583e+308
18,4780,24103,250000,8.853920144841054e+307
18,4680,24207,250000,7.628603996453861e+307
18,4564,24319,250000,1.5862102680515284e+308
18,5664,24304,250000,1.600355333253552e+308
18,4857,24159,250000,4.877532043050394e+307
18,4637,24442,250000,3.2991839022124585e+306
18,4878,24332,250000,8.254532219418806e+307
18,3913,24601,250000,4.938994164172314e+307
18,3918,24564,250000,6.254723709889824e+307
18,4208,24336,250000,3.086743825459949e+307
18,5166,24219,250000,8.388214279869952e+307
18,4792,24725,250000,7.516219127284298e+307
18,4296,24247,250000,9.458941522778196e+307
18,4570,24337,250000,3.11226514537061e+307
18,4868,24814,250000,5.2418947498533e+307
18,3907,24658,250000,1.0700818673209512e+308
18,5479,24297,250000,8.80966141063952e+307
18,4574,24506,250000,2.0284931145072262e+307
18,4445,24431,250000,6.218726834378827e+306
18,5673,24811,250000,4.601292235921866e+307
18,4227,24599,250000,1.4834496035735206e+307
18,3906,24638,250000,1.1765475428389445e+308
18,4809,24260,250000,3.710727045426866e+307
18,3969,25005,250000,1.765937654351248e+308
18,3903,24264,250000,2.6338796254556447e+307
18,4881,24268,250000,7.763804335165452e+307
18,4976,24254,250000,6.052480616401621e+307
18,4681,24631,250000,7.603621776865011e+307
18,4157,24267,250000,1.8262037515533961e+307
18,4465,24757,250000,6.694031964276896e+307
18,4801,24315,250000,1.0340020684454141e+308
18,4245,25983,250000,8.067023103718625e+307
18,4543,24626,250000,1.3654754261289208e+308
18,4949,26505,250000,1.6566419771214848e+308
18,4313,23982,250000,3.7934764415813106e+307
18,5472,24150,250000,1.0024409933749161e+308
18,5136,24585,250000,3.947357053854471e+307
18,4395,24281,250000,4.1558223408243835e+307
18,5613,24680,250000,1.204869996891129e+308
18,4513,24306,250000,9.5855765224395e+307
18,4479,24634,250000,3.183975674943192e+307
18,5783,24652,250000,1.6957265278034986e+307
18,4296,24214,250000,1.2391869414364918e+308
18,3884,24296,250000,6.030359587088601e+307
18,4854,24302,250000,8.738128073482427e+307
18,3912,24421,250000,2.3998974553924673e+307
18,4624,24581,250000,7.139572140148298e+307
18,4616,24437,250000,1.430354849614364e+308
18,4420,24302,250000,1.5985944420341134e+307
18,3884,24285,250000,3.1292051870900234e+307
18,4206,24293,250000,2.3117656549857493e+307
18,3912,25002,250000,9.046785126305026e+307
18,3884,24200,250000,1.3196813238284945e+308
18,4293,24411,250000,1.5889106398484414e+308
18,4587,26643,250000,1.7717508700700307e+308
18,4055,24066,250000,1.0225319461315818e+308
18,3921,24245,250000,5.210719979570336e+307
18,4661,24327,250000,7.527938188142574e+306
18,5679,24742,250000,4.955429591341258e+307
18,3912,24319,250000,8.874014465054591e+307
18,4733,24144,250000,1.2744900356500592e+308
18,4236,25642,250000,9.541940500342964e+307
18,4823,24779,250000,1.0781746020193177e+308
18,4805,24446,250000,5.932393378298163e+307
18,4331,24691,250000,6.649889943445259e+307
18,3903,25405,250000,9.651119321763229e+307
18,4883,26260,250000,1.6974080608550146e+308
18,4385,24241,250000,4.757815939710099e+307
18,4675,24276,250000,1.1153829837102693e+308
18,4165,24230,250000,4.696854555242458e+307
19,3280,18764,250000,1.1272202969186694e+307
19,3247,18731,250000,1.0869943393502659e+308
19,3285,18910,250000,4.663128723699524e+306
19,3294,18714,250000,1.5430289471803616e+308
19,3274,18629,250000,1.9360198285965704e+307
19,3278,18800,250000,1.7827668456510993e+308
19,3341,25086,250000,1.5952674051576312e+308
19,3335,18600,250000,1.4573304402305899e+308
19,3272,18469,250000,9.82730849232074e+307
19,3302,18479,250000,5.528979885883741e+306
19,3268,18568,250000,3.088884276484635e+306
19,3268,18366,250000,3.0992285665377585e+307
19,3264,18491,250000,1.3641513525436862e+308
19,3404,18425,250000,1.0260551447549108e+308
19,3288,18507,250000,1.4140198924398393e+308
19,3314,18488,250000,1.744488016698572e+308
19,3266,18495,250000,8.863010613932263e+306
19,3275,18512,250000,1.7670393215091279e+308
19,3272,18491,250000,5.238860229095443e+307
19,3380,18739,250000,9.172672165304462e+307
