elapsed.ps,repeats.n,param.a.integer,param.b.integer
15575,100000,-8073197096287545,-5665332742902051
16797,100000,2427942726601665,5314205753360434
15883,100000,5492919399323330,8590107888051370
17810,100000,8750884399564236,-6192865245217051
18913,100000,5951682528840814,7085913414566816
16615,100000,-1497540625063676,-1044667466033607
16836,100000,5534095040945208,-6329269744677159
18243,100000,-5742989191681920,-3655051925190074
16540,100000,8030294531741757,7622999952150515
15789,100000,-8544494035604356,-7403024172206806
20899,100000,-4269176770827814,-6554798164518849
20261,100000,7688359352399274,1302547476358128
16158,100000,-2692748339392958,8503929532523213
16554,100000,-7572618702361743,7799944241681236
15663,100000,-7273962929411102,5781132090100994
16493,100000,-5050077732588857,6986053193295765
16474,100000,3563680574388893,-2821699181496684
20553,100000,219345125394082,-2081381921121444
20741,100000,6481726336180977,1354187898173015
16701,100000,-2613340977285292,-2898727809634255
16603,100000,-6283135239645262,-59411126417614
16759,100000,-5852659192452550,1938746253842804
16514,100000,-7073097564759074,-7955758505683473
16604,100000,4413855026248935,-1985123165253465
18118,100000,-7572748989462649,-5514879674047544
16719,100000,5319079630653383,3385685293205698
16395,100000,-8723055133808244,-5447519273278137
18669,100000,401618856971901,-3606432033904224
17821,100000,-1301236286676314,7322027585096252
16802,100000,8627177264772540,4591033589703427
16531,100000,3822330389086590,-6865032967013162
20237,100000,-6309414277053326,-2419861800066546
15491,100000,-8259637936193307,2036925235494661
22553,100000,760535380801226,-77129643033724
17024,100000,7571449972447823,7424029556740144
16192,100000,-1908808984217727,2894767121129781
16421,100000,5278428413569778,2998192825578922
15726,100000,-1917283949222232,7672113299148379
19584,100000,-8290535083201565,-6917978926428065
16272,100000,779307298067606,-264235309544153
16741,100000,-7191244428287366,1789522827988669
16612,100000,3799586567157524,-3825721224720949
16472,100000,-8837011276661864,-6877799769164773
16132,100000,4407965274493940,8342201400201447
17658,100000,5216549269702131,-423205168763734
23030,100000,6584209265878129,-4236362057554525
15724,100000,-4409037771564300,-1853324620344532
16330,100000,3597004080017908,6333277629480999
19197,100000,-7775609728951855,8398643069659053
16122,100000,-8899303484322144,-7375833716455430
15839,100000,-8896456732055929,2517232961823783
16523,100000,-1859263908359692,-8636171160781896
18244,100000,-5862075674373500,6746440214037953
16415,100000,-6290785717027546,6858739104934545
16959,100000,8985956105679124,8908721851908997
16535,100000,-664875867645823,-7183368733806310
17245,100000,2062864398810847,5727466332186532
16953,100000,4428523107029186,-7461456739461964
16659,100000,-6225129985012438,-7833989976697263
16617,100000,4194429544215443,-4250239356197868
16769,100000,5498061327730123,273557019834323
15882,100000,-8750288472734574,-2493249943120114
16475,100000,-6437037994290465,2585466733195171
17093,100000,5346218537090173,-635319805362879
16607,100000,727801787148909,-2669262090553161
16686,100000,-2238415387473262,-6204568648797707
16995,100000,-6456991461166655,-7566460260514817
16876,100000,2312256834897356,2557863855755102
16596,100000,2174809527744133,4648105686729784
19269,100000,-6374205364085748,5383509994233846
17363,100000,1378179253146977,-4317921501586024
16475,100000,7112809620062343,-2292622361430462
16763,100000,313817775460405,5401968660124694
16807,100000,2605505249300353,-7090960720081091
16040,100000,-6870154040566904,-4010978493598795
17144,100000,-4389483650680561,1453940694346995
19274,100000,-6430087369147184,-5622765674504417
16898,100000,7013635899286439,4588748813816928
16305,100000,6443320726104639,7430070304421534
16235,100000,-6246476575198849,-2205509450811493
16783,100000,606885790178703,-7699944820606152
16832,100000,-7446655690652602,5333555647082426
15656,100000,-7739317382796873,8531139650994339
19942,100000,8365011222312411,-3921456492974769
17062,100000,-4522994586989591,4802777591507956
16908,100000,-6062968376034454,-6270144959584969
16717,100000,-3350344653919857,-986878314010946
16394,100000,-5948592126986904,8028279046380511
16537,100000,-3834447540268918,7532442773689339
16448,100000,6064590751790761,-2494959209414762
19251,100000,-4618122245801176,-7690827458347272
17121,100000,4053433436885606,-6993430241061137
16275,100000,-8273774368227196,8525590379496690
17091,100000,6488686705409457,1111942237886235
16632,100000,-3296215145403187,-6711431243462883
16289,100000,-8927901313346440,-5094805799363769
16388,100000,-1467650358006605,8015376532285940
19242,100000,-1698768673853157,-4400751508546303
17049,100000,4690145017368457,-3418632056012132
16271,100000,3401508080473206,3810593628943359
16338,100000,-7111332611701291,-2492995604419062
17271,100000,-6916397757545892,-8134229579780716
16339,100000,-2040544822198925,-618024638290313
16186,100000,-2434389756402018,570390223002490
16109,100000,-5402843468155221,6133566698882468
16363,100000,-3037631846440393,7243800151550794
16580,100000,5204795232532948,4310811612883277
16351,100000,6317351800733606,-4306269863120708
21647,100000,-8423620219113764,-7189735417019407
17658,100000,-2646415817706909,-1132808164306485
16794,100000,3363428156187504,-2375921752814198
15191,100000,4960771434123812,5855770515576251
16059,100000,5554710837850996,7505768304828979
16534,100000,-3068111892597541,8298982260649167
17354,100000,-6234821441518747,8737743111925729
22305,100000,7695444744071818,-2768625578283371
16427,100000,-1373196987225921,-6992233677429908
17257,100000,2137110270237505,1958428443310879
16687,100000,7707773124460749,-478420895641949
18632,100000,7297915507899265,-367810871821888
16932,100000,6475770526227186,-2712146904938289
17293,100000,4712001939826864,4437107988772762
22593,100000,-2547242368555232,8781661100479143
16847,100000,-287998979040397,-8627085045724895
18581,100000,6094694989673808,-5378604609351861
17953,100000,7867831819736425,-1168447237125205
16261,100000,1851813853440414,521833030565292
16166,100000,-4930519822154890,589407447783923
20840,100000,-5949243744888293,-944104371239702
16946,100000,5674523268243813,5073227935413305
16665,100000,4248498178476943,5651264527583961
16530,100000,-1612758333090064,-3724144359193732
16417,100000,-8903097046402010,-784414298225310
16021,100000,-4009358645713947,968731832276264
16787,100000,4802455255253656,3786354899082616
22293,100000,3991600602236937,2732097260998187
16729,100000,1793796676007574,7299350141451311
18097,100000,-2608533929200594,2061580882439168
17185,100000,4934681351679337,-2284393993197309
18921,100000,3317342006883036,-3175378466678111
15429,100000,-5545577856330105,3488075073452605
18229,100000,-3517576942141748,-8016949015594754
21673,100000,5504568695807359,4736095919733103
16084,100000,-5420207917311406,-4799274715185991
16027,100000,-1807391301028711,5386584281919093
16536,100000,-4567698994854480,-8621008313066103
17437,100000,7976317224154179,-7546593667930396
16248,100000,6698520107953990,8850170358225060
16579,100000,-3145756148903597,8794052945533649
16884,100000,-133421008270252,8307797210318719
17049,100000,-7718288912702677,-8557960930510316
15820,100000,-7291870046838590,2670152971024809
19854,100000,-4728829926872745,5245348706461560
16489,100000,-7660740848215869,4388068955056366
16706,100000,6747667269230254,6678737244083003
18108,100000,-4224422115059956,-6302646079483198
24129,100000,-6256797920308433,3558429193394371
22951,100000,-5891389094474490,-3840856656611605
16889,100000,8939155762817370,5348352227318154
16273,100000,-4798360271022791,2634905581669287
16665,100000,3889273034987057,-1700093816722276
16705,100000,5536147033702382,3215619528959857
16399,100000,-7099325733840179,-1058173347394631
16674,100000,-5867690484328659,8693860834672076
16826,100000,-8858901247423283,8014283614133790
17201,100000,-7738828971760336,4108024179165449
17024,100000,-4703112877093759,853743848345489
16126,100000,-1456496062366440,4576837156485635
16949,100000,1207960696098333,-1813346191138922
16536,100000,8112942356341234,-4387831206965920
15499,100000,-6725760647716026,8736179293373389
16589,100000,3352447110744508,7564112763488380
16434,100000,-2257384577820151,-8612585226521372
16851,100000,3239730992747098,-564407384442342
16615,100000,5390119490213286,-8233752592975918
16105,100000,-8494733617131734,-1143322510278888
16765,100000,7307635085892799,-508902033352635
15774,100000,283723954686773,6212244239407480
16546,100000,-4340642207892547,-7708927813334055
16395,100000,6777097905865910,-5272715567986974
16306,100000,3376015077295636,3989781441978196
16945,100000,8708527714151337,3693563365031702
15889,100000,-3151686636920924,6927657076144880
16819,100000,6643283778542649,-7662284897878030
16639,100000,8762802530958947,143285999965768
16925,100000,6465548495282634,-6732975022386367
15861,100000,-4653342340658656,7412586916136347
16360,100000,-8464915170442861,-4478483267346286
16545,100000,-4216223375262737,1818290486484054
15548,100000,-8439894102905705,-2343392052391892
16985,100000,7533745750664080,2815731427404871
20132,100000,-351550981865985,4614424957916584
16557,100000,8878010772746892,-1995565116640722
16395,100000,-2271085849927052,-8503552230402724
19973,100000,965700793673265,-3701878656328431
16171,100000,-5714861141617305,6605894480028242
16211,100000,-3402390748301418,-643186598215875
15713,100000,-8243459150052139,8175632377409490
16302,100000,2720698122481465,1723336079332466
16135,100000,-8095568004163109,-5148359374829776
17203,100000,1327494329588721,7585035801139470
18799,100000,-5934834180138542,-2762199650872929
16479,100000,6218907461521886,7378107418355804
16270,100000,-3806103143959318,-780143553383313
16634,100000,-1630069010757094,-474487960833771
16688,100000,-1316596830291080,656402044238977
16589,100000,-5986749666553019,8457471928884720
16382,100000,-6670056014945921,-613898671161233
19925,100000,7892810632508152,782790462748104
16878,100000,-1963170176217514,-6722672753806003
16254,100000,-5326818252181842,7152499491311722
15761,100000,-7778569877950849,-716648515605943
15853,100000,1268954305935064,8553907120016091
16726,100000,8884634973953473,2297430160714644
17232,100000,1993374018962120,-591638199677457
19522,100000,-5683285711414397,7563145389845322
16821,100000,-560754903474137,-16946733324833
15873,100000,-4573795099740153,-4191338726999742
16099,100000,-5348328351241220,-1863280340919628
15899,100000,-8760431330794649,2170871318851621
17025,100000,-4065217870507101,-7077953525212686
16237,100000,906321578700093,4341127445901024
19072,100000,5157941442190840,7287456177236368
16988,100000,-8980485809880077,8729924147562772
16711,100000,-6202967721237010,-8605262550962879
16326,100000,3263754169787778,6736130842051163
20353,100000,-7319404265150356,5066883159769351
16975,100000,7624251268792857,3348567672536770
16209,100000,-4524780960618476,798216275245217
16383,100000,2522213455451969,1499968736873622
16771,100000,2674979616900227,2527361797563419
16128,100000,1639224581119577,8711248083274957
17134,100000,8252962670390552,-6565005835207048
16861,100000,8302598679418163,4196080760467201
16971,100000,6250689768064833,4721012441155798
16755,100000,6121696352019553,-8151955117328615
19217,100000,-4598162217776585,-5873826858841921
17203,100000,-2864583579424620,3356488448849595
16699,100000,6510882280688900,4145285632314267
15957,100000,-8009271814396693,-508054979463973
16853,100000,3267385247891014,-4813803508029760
16487,100000,-987512561858327,4513914203840857
15684,100000,5836664463461371,6453555416927672
16514,100000,4559870037706593,-2121720584660363
16943,100000,305446903708891,-7162426985311685
16694,100000,-4512256809400624,7464666513329401
16254,100000,-5291795003197406,-1534533666879108
21014,100000,2176963038514654,-7431977329752075
16620,100000,4520374252975855,-5758410204694232
16724,100000,-5240985694014600,-4248107552161647
18607,100000,-965299376181912,-7158925566641922
16498,100000,4307746307416457,3725925753350831
15670,100000,-8461184477766047,6087944336539255
15897,100000,-4351435884784360,2446448935810055
17432,100000,-5226150610930792,476090403732580
16400,100000,445139916891814,-2180080231660330
16215,100000,-2238335086619246,1613167497886036
16461,100000,6858485887488018,-6614396819118608
17172,100000,-6942085446100854,8787524310205618
16806,100000,4367868763726387,-5410769371673706
15932,100000,-4185228039289396,8229284724848873
17180,100000,-55152514046643,4669038926044919
15860,100000,-6188706957798305,4000783023808983
17581,100000,4545051084954276,7858184115158676
16559,100000,3020324119544031,7239950955771140
18867,100000,-838640992831377,-24241558965292
16606,100000,8435585254280724,7466010611905942
16400,100000,7805459641486934,-5494477441695270
18062,100000,8101951947845414,583545200441134
16713,100000,-4442416255066873,3042056710009030
19472,100000,-3083547669690784,8851611224144085
16401,100000,479681289114817,-2770395879621832
15938,100000,-8128625219127728,-304914078331861
16080,100000,-1935173387079955,5345767004138447
16591,100000,4494066812826895,-8934172815429667
20480,100000,-6738649470639536,7902693998846459
23978,100000,2601832604223507,1430412599629831
18324,100000,-1190673040484820,3870778183616132
16141,100000,-8325196607519423,-2830778436121290
17574,100000,65700213587725,2216762051882801
16528,100000,-3416932844392325,-4444914799097268
16113,100000,-8295525570097430,-8050408525733726
16373,100000,1308450009365298,-4241505470150696
15866,100000,278509200322321,2848045394254025
16755,100000,3671430432187051,1239284331006263
21001,100000,-1872116915944192,8639229534659114
19721,100000,-1304550960265344,-7063629136648671
16461,100000,7019130358900928,2383486678593887
17107,100000,8984917319196506,4270879788302654
17365,100000,-1992691348793985,-3070612653828131
17376,100000,2011996588167479,3488450577328542
16547,100000,8591445193263184,4611005514874819
20051,100000,-7892848941071788,2884054848130074
17291,100000,3018018818759685,-260342080406936
15988,100000,-7424439208178626,7836961792257105
16672,100000,-1780855786109282,-4234649207313039
15798,100000,-4641387561226372,1840330458420864
16307,100000,7968143539341073,-8488709788877852
16306,100000,1755744425254185,5736906753650458
16253,100000,-5406048964724293,8362532798829419
20867,100000,-5001974591477492,6380060521681115
16726,100000,4749981351046722,2893512508434157
15804,100000,1683394840807147,3148949880642357
16552,100000,3119630086285460,-4397798710878502
16963,100000,-6020927208159682,-7120333403452761
16854,100000,7225900032395656,-1886274583898159
16683,100000,5413962665769940,-5882355346688630
16979,100000,-4320949664559520,-4491744134636753
16592,100000,8153569591857814,-1660675321710549
17384,100000,-4853357066238799,8590731464351748
15930,100000,-2250674910664075,202307176898956
17333,100000,5387239691973343,-5110417899106511
16837,100000,6005687468667565,-8388680402533082
16974,100000,7462544013092481,-7242405254109339
18127,100000,-6401361281645919,-7306573820612137
16284,100000,-8943023349088019,-1251188094273402
16647,100000,7046617501143218,2862134777854941
15434,100000,-3446463826552691,7576103181356325
16492,100000,4019176937867206,7155358841605910
16956,100000,-8779088555507714,-3403685015400056
15268,100000,-4393883715304567,3870085390271244
17619,100000,2993604650562042,-6482391547978533
16694,100000,3032275735866249,1233332325986087
16537,100000,-6468261224837317,7083645564365968
17798,100000,-5915452277988699,-8802820263398487
16736,100000,2297442903819888,5043188689976515
17588,100000,8827577104724826,2466155047308904
16455,100000,-7615806018503885,4492563571992877
15957,100000,-7279009833339422,-1450370370641052
16636,100000,-2192960217162397,4778502039967104
16666,100000,7291008541950091,-3217225787014542
17809,100000,-2386983236145385,-3358479928525959
17074,100000,3301206679703689,-744628587051253
16603,100000,-6718417073580551,-6547011614912725
